element_type,osmid,air_conditioning,amenity,cuisine,delivery,internet_access,opening_hours,outdoor_seating,takeaway,wheelchair,geometry
node,9082359128,yes,cafe,coffee_shop;sandwich,no,no,Mo-Fr 09:00-18:00,yes,yes,yes,POINT (118.7893285 32.0554225)
