element_type,osmid,geometry,nodes,building,name,architect,roof:colour,start_date,tourism,historic,layer,building:levels,amenity,healthcare,air_conditioning,cuisine,delivery,microbrewery,opening_hours,wheelchair,ways,type
way,1056580744,"POLYGON ((118.7873467 32.056931, 118.7873431 32.0568901, 118.7878108 32.0568606, 118.7878144 32.0569016, 118.7873467 32.056931))","[9708740730, 9708740731, 9708740732, 9708740733, 9708740730]",university,,,,,,,,,,,,,,,,,,
way,1056580745,"POLYGON ((118.7875855 32.0568482, 118.7875806 32.0567416, 118.7878803 32.0567316, 118.7878852 32.0568383, 118.7875855 32.0568482))","[9708740734, 9708740735, 9708740736, 9708740737, 9708740734]",university,,,,,,,,,,,,,,,,,,
way,1056580746,"POLYGON ((118.7873537 32.0567098, 118.7873487 32.0566302, 118.7877115 32.0566137, 118.7877165 32.0566933, 118.7873537 32.0567098))","[9708740738, 9708740739, 9708740740, 9708740741, 9708740738]",university,,,,,,,,,,,,,,,,,,
way,1056580747,"POLYGON ((118.787739 32.0566914, 118.7877251 32.0565054, 118.7878308 32.0564997, 118.7878447 32.0566857, 118.787739 32.0566914))","[9708740742, 9708740743, 9708740744, 9708740745, 9708740742]",university,,,,,,,,,,,,,,,,,,
way,1056580748,"POLYGON ((118.7836323 32.0573023, 118.783626 32.057193, 118.7839533 32.0571794, 118.7839597 32.0572887, 118.7836323 32.0573023))","[9708740746, 9708740747, 9708740748, 9708740749, 9708740746]",university,集成电路学院,,,,,,,,,,,,,,,,,
way,1056580749,"POLYGON ((118.7833187 32.0585867, 118.7833117 32.0584521, 118.7837084 32.0584373, 118.7837154 32.058572, 118.7833187 32.0585867))","[9708740751, 9708740752, 9708740753, 9708740754, 9708740751]",yes,岩土工程馆,,,,,,,,,,,,,,,,,
way,1056580750,"POLYGON ((118.7839654 32.0585564, 118.7839584 32.0584218, 118.7845608 32.0583741, 118.7845648 32.0585139, 118.7839654 32.0585564))","[9708740755, 9708740756, 9708740757, 9708740758, 9708740755]",yes,软件学院,,,,,,,,,,,,,,,,,
way,1056580751,"POLYGON ((118.7842171 32.0567653, 118.7842395 32.0569079, 118.7846316 32.0568568, 118.7846029 32.05672, 118.7842171 32.0567653))","[9708740759, 9708740760, 9708740761, 9708740762, 9708740759]",apartments,,,,,,,,,,,,,,,,,,
way,1056580752,"POLYGON ((118.7849335 32.0566673, 118.7849582 32.0568253, 118.785348 32.0567895, 118.7853193 32.0566221, 118.7849335 32.0566673))","[9708740763, 9708740764, 9708740765, 9708740766, 9708740763]",apartments,,,,,,,,,,,,,,,,,,
way,1056580753,"POLYGON ((118.7849753 32.0569149, 118.785 32.0570729, 118.7853897 32.057037, 118.785361 32.0568696, 118.7849753 32.0569149))","[9708740767, 9708740768, 9708740769, 9708740770, 9708740767]",apartments,,,,,,,,,,,,,,,,,,
way,1056580754,"POLYGON ((118.7847044 32.0564807, 118.7847179 32.0566176, 118.7852973 32.0565798, 118.7852686 32.0564125, 118.7847044 32.0564807))","[9708740771, 9708740772, 9708740773, 9708740774, 9708740771]",apartments,,,,,,,,,,,,,,,,,,
way,1056580755,"POLYGON ((118.7841543 32.0562243, 118.784179 32.0563822, 118.7845688 32.0563464, 118.7845401 32.056179, 118.7841543 32.0562243))","[9708740775, 9708740776, 9708740777, 9708740778, 9708740775]",apartments,,,,,,,,,,,,,,,,,,
way,1056580756,"POLYGON ((118.7841881 32.0564925, 118.7842128 32.0566505, 118.7846025 32.0566147, 118.7845738 32.0564473, 118.7841881 32.0564925))","[9708740779, 9708740780, 9708740781, 9708740782, 9708740779]",apartments,,,,,,,,,,,,,,,,,,
way,1056580757,"POLYGON ((118.7846683 32.0561979, 118.784693 32.0563444, 118.7852612 32.0562894, 118.7852302 32.0561526, 118.7846683 32.0561979))","[9708740783, 9708740784, 9708740785, 9708740786, 9708740783]",apartments,,,,,,,,,,,,,,,,,,
way,1056580758,"POLYGON ((118.7846574 32.0560226, 118.7846685 32.05615, 118.7852322 32.0560969, 118.7852057 32.055964, 118.7846574 32.0560226))","[9708740787, 9708740788, 9708740789, 9708740790, 9708740787]",apartments,,,,,,,,,,,,,,,,,,
way,1056580759,"POLYGON ((118.78468 32.0566888, 118.7847047 32.0568467, 118.7849115 32.0568185, 118.784885 32.0566646, 118.78468 32.0566888))","[9708740791, 9708740792, 9708740793, 9708740794, 9708740791]",apartments,,,,,,,,,,,,,,,,,,
way,1056854738,"POLYGON ((118.7940459 32.0547419, 118.794001 32.054592, 118.7947348 32.0544332, 118.794777 32.0545853, 118.7940459 32.0547419))","[9711161845, 9711161846, 9711161847, 9711161848, 9711161845]",dormitory,文昌十舍,,,,,,,,,,,,,,,,,
way,1056854739,"POLYGON ((118.7941567 32.0550707, 118.7941119 32.0549209, 118.7948456 32.054762, 118.7948879 32.0549142, 118.7941567 32.0550707))","[9711161849, 9711161850, 9711161851, 9711161852, 9711161849]",dormitory,新九舍,,,,,,,,,,,,,,,,,
way,1056854740,"POLYGON ((118.7942465 32.0553951, 118.7942016 32.0552452, 118.7949354 32.0550864, 118.7949776 32.0552385, 118.7942465 32.0553951))","[9711161853, 9711161854, 9711161855, 9711161856, 9711161853]",dormitory,新八舍,,,,,,,,,,,,,,,,,
way,1056854741,"POLYGON ((118.7934004 32.0552079, 118.7933632 32.0550615, 118.7939321 32.0549656, 118.793967 32.0551082, 118.79384 32.0551354, 118.7934004 32.0552079))","[9711161857, 9711161858, 9711161859, 9711161860, 9711161865, 9711161857]",dormitory,文昌八舍,,,,,,,,,,,,,,,,,
way,1056854742,"POLYGON ((118.7930086 32.0552765, 118.7929717 32.0551289, 118.7933632 32.0550615, 118.7934004 32.0552079, 118.7930086 32.0552765))","[9711161861, 9711161862, 9711161858, 9711161857, 9711161861]",dormitory,文昌十一舍,,,,,,,,,,,,,,,,,
way,1056854743,"POLYGON ((118.7936473 32.055366, 118.7938796 32.055319, 118.79384 32.0551354, 118.793967 32.0551082, 118.7940406 32.0550954, 118.7941119 32.0554398, 118.7939721 32.0554735, 118.794008 32.0556276, 118.7938179 32.0556628, 118.7938116 32.0556357, 118.793782 32.055506, 118.7936843 32.0555204, 118.7936473 32.055366))","[9711161863, 9711161864, 9711161865, 9711161860, 9711161866, 9711161867, 9711161873, 9711161874, 9711161872, 9711161877, 9711161871, 9711161868, 9711161863]",dormitory,文昌九舍,,,,,,,,,,,,,,,,,
way,1056854744,"POLYGON ((118.793101 32.0556255, 118.7930614 32.0554734, 118.7936473 32.055366, 118.7936843 32.0555204, 118.793101 32.0556255))","[9711161869, 9711161870, 9711161863, 9711161868, 9711161869]",dormitory,文昌十二舍,,,,,,,,,,,,,,,,,
way,1056854745,"POLYGON ((118.7931723 32.0559141, 118.7931327 32.055762, 118.7938116 32.0556357, 118.7938179 32.0556628, 118.7938479 32.055791, 118.7931723 32.0559141))","[9711161875, 9711161876, 9711161877, 9711161872, 9711161878, 9711161875]",dormitory,文昌十四舍,,,,,,,,,,,,,,,,,
way,1056854746,"POLYGON ((118.7931796 32.0562021, 118.7931472 32.0560825, 118.7938869 32.0559383, 118.7939194 32.056058, 118.7931796 32.0562021))","[9711161879, 9711161880, 9711161881, 9711161882, 9711161879]",yes,新六舍,,,,,,,,,,,,,,,,,
way,1056854748,"POLYGON ((118.7933944 32.0570326, 118.7932501 32.0565332, 118.7940155 32.0563744, 118.7941213 32.0567408, 118.7938079 32.0568134, 118.7937695 32.0566772, 118.7935381 32.0567252, 118.7936138 32.0569871, 118.7933944 32.0570326))","[9711161898, 9711161899, 9711161900, 9711161901, 9711573811, 9711573810, 9711573809, 9711573808, 9711161898]",yes,莘园餐厅,,,,,,,,restaurant,,,chinese,,,,,,
way,1056854749,"POLYGON ((118.7937235 32.0572051, 118.7936839 32.0570843, 118.7941775 32.0569703, 118.7942197 32.0570933, 118.7937235 32.0572051))","[9711161902, 9711161903, 9711161904, 9711161905, 9711161902]",dormitory,新五舍,,,,,,,,,,,,,,,,,
way,1056854750,"POLYGON ((118.7937961 32.0574568, 118.7937565 32.057336, 118.7942501 32.0572219, 118.7942923 32.0573449, 118.7937961 32.0574568))","[9711161906, 9711161907, 9711161908, 9711161909, 9711161906]",dormitory,新四舍,,,,,,,,,,,,,,,,,
way,1056854751,"POLYGON ((118.79387 32.0577208, 118.7938304 32.0576, 118.794324 32.0574859, 118.7943662 32.0576089, 118.79387 32.0577208))","[9711161910, 9711161911, 9711161912, 9711161913, 9711161910]",dormitory,新三舍,,,,,,,,,,,,,,,,,
way,1056854752,"POLYGON ((118.7939598 32.0579937, 118.7939202 32.0578729, 118.7944137 32.0577588, 118.794456 32.0578818, 118.7939598 32.0579937))","[9711161914, 9711161915, 9711161916, 9711161917, 9711161914]",dormitory,新二舍,,,,,,,,,,,,,,,,,
way,1056854753,"POLYGON ((118.7940231 32.0582241, 118.7939835 32.0581033, 118.7944771 32.0579892, 118.7945193 32.0581122, 118.7940231 32.0582241))","[9711161918, 9711161919, 9711161920, 9711161921, 9711161918]",dormitory,新一舍,,,,,,,,,,,,,,,,,
way,1056854754,"POLYGON ((118.7930058 32.058477, 118.7929377 32.0582154, 118.7930036 32.058204, 118.7930694 32.0581904, 118.7930965 32.0582783, 118.7935158 32.0581924, 118.7935627 32.0583557, 118.7930058 32.058477))","[3574510548, 9711161922, 9711161946, 9711161923, 9711161924, 9711161925, 9711161926, 3574510548]",dormitory,9舍,,,,,,,,,,,,,,,,,
way,1056854755,"POLYGON ((118.7928392 32.0575228, 118.79281 32.0574018, 118.7929088 32.0573847, 118.7933065 32.0573058, 118.7933487 32.0574311, 118.7928392 32.0575228))","[9711161927, 9711161928, 9711161948, 9711161929, 9711161930, 9711161927]",dormitory,教职工宿舍,,,,,,,,,,,,,,,,,
way,1056854756,"POLYGON ((118.7927208 32.0572237, 118.7926823 32.0570759, 118.7928609 32.0570414, 118.7932556 32.0569653, 118.7932894 32.0571206, 118.792864 32.0571989, 118.7927208 32.0572237))","[9711161931, 9711161932, 9711161942, 9711161933, 9711161934, 9711161947, 9711161931]",dormitory,文昌十三舍,,,,,,,,,,,,,,,,,
way,1056854757,"POLYGON ((118.7930664 32.0568659, 118.7930529 32.0568187, 118.792874 32.0568556, 118.7928504 32.0567734, 118.7931499 32.0567117, 118.793187 32.056841, 118.7930664 32.0568659))","[9711161936, 9711161937, 9711161938, 9711161939, 9711161940, 9711161941, 9711161936]",yes,东南大学东浴室,,,,,,,,public_bath,,,,,,,,,
way,1056854758,"POLYGON ((118.7926823 32.0570759, 118.7926639 32.0570132, 118.7925837 32.0567395, 118.7927638 32.0567017, 118.7927825 32.0567705, 118.7928609 32.0570414, 118.7926823 32.0570759))","[9711161932, 9711161943, 9711137048, 9711137049, 9711161971, 9711161942, 9711161932]",yes,文园宾馆,,,,hotel,,,,,,,,,,,,,
way,1056854759,"POLYGON ((118.7930368 32.0567099, 118.7931884 32.0566787, 118.7930778 32.0562801, 118.7929305 32.0563122, 118.7929818 32.0565085, 118.7930368 32.0567099))","[9711161972, 9711161944, 9711161945, 9711137053, 9711137052, 9711161972]",dormitory,文昌七舍,,,,,,,,,,,,,,,,,
way,1056854764,"POLYGON ((118.7928101 32.0567585, 118.7927787 32.0566518, 118.7929851 32.0566085, 118.7930166 32.0567168, 118.7928101 32.0567585))","[9711161973, 9711161974, 9711161975, 9711161976, 9711161973]",yes,,,,,,,,,,,,,,,,,,
way,1056854766,"POLYGON ((118.7928891 32.0582238, 118.7926509 32.0572358, 118.7927208 32.0572237, 118.792864 32.0571989, 118.7929088 32.0573847, 118.79281 32.0574018, 118.7928392 32.0575228, 118.7930036 32.058204, 118.7929377 32.0582154, 118.7928891 32.0582238))","[9711161981, 9711161982, 9711161931, 9711161947, 9711161948, 9711161928, 9711161927, 9711161946, 9711161922, 9711161981]",retail,,,,,,,,,,,,,,,,,,
way,1056854772,"POLYGON ((118.7859668 32.0597067, 118.7859582 32.0595848, 118.7863657 32.0595645, 118.7863708 32.0596849, 118.7859668 32.0597067))","[9711162043, 9711162044, 9711162045, 9711162046, 9711162043]",yes,梅庵,,,,,,,,,,,,,,,,,
way,1056854777,"POLYGON ((118.7858498 32.0591182, 118.7858382 32.058829, 118.7860795 32.0588147, 118.7860821 32.0589258, 118.7859718 32.0589346, 118.7859783 32.0591105, 118.7858498 32.0591182))","[9711162069, 9711162070, 9711162071, 9711162072, 9711162073, 9711162074, 9711162069]",university,,,,,,,,,,,,,,,,,,
way,1056902251,"POLYGON ((118.793643 32.056991, 118.7936088 32.0568596, 118.7938079 32.0568134, 118.7941213 32.0567408, 118.7941589 32.0568732, 118.793643 32.056991))","[9711573812, 9711573813, 9711573811, 9711161901, 9711573814, 9711573812]",dormitory,文昌十六舍,,,,,,,,,,,,,,,,,
way,1056904069,"POLYGON ((118.7906868 32.0549477, 118.7906746 32.0548849, 118.7913797 32.0547591, 118.791395 32.0548243, 118.7906868 32.0549477))","[9711637627, 3574510501, 3574510497, 9711637628, 9711637627]",university,东南大学四牌楼快递中心,,,,,,,,,,,,,,,,,
relation,3272061,"POLYGON ((118.7902714 32.056621, 118.7902684 32.0565998, 118.7906024 32.0565808, 118.790589 32.0564069, 118.7905688 32.0560906, 118.7902523 32.0561133, 118.7902523 32.0560724, 118.7900645 32.0560861, 118.7901074 32.0566316, 118.7902714 32.056621), (118.7901773 32.056433, 118.7901666 32.0562705, 118.7905317 32.0562499, 118.7905407 32.0564099, 118.7901773 32.056433))","[[[2451482258, 2451515724, 2451482253, 2451482255, 2451482258], [2449059319, 2449059320, 2449059321, 2449059322, 2449059323, 2451482254, 2449059324, 2449059325, 2449059326, 2449059319]]]",yes,前工院,,,,,,,,,,,,,,,,"[242185004, 236946063]",multipolygon
relation,6989378,"POLYGON ((118.7879901 32.0568318, 118.7881938 32.0568192, 118.7881833 32.0566981, 118.788179 32.0566478, 118.7885276 32.0566263, 118.788517 32.0565028, 118.7885024 32.056334, 118.7884895 32.0561845, 118.7878967 32.0562212, 118.7879102 32.0563765, 118.788088 32.0563655, 118.7881047 32.0565574, 118.7879671 32.056566, 118.7879901 32.0568318))","[[[2449050347, 2449050348, 2451515722, 2451515721, 2449050351, 2449050352, 2449050353, 2452326341, 2452326327, 2449050354, 2449050355, 2452326324, 2449050356, 2449050347]]]",yes,四牌楼图书馆,,,,,,,,library,,,,,,,,[236945092],multipolygon
relation,11748939,"POLYGON ((118.7894682 32.0594015, 118.7896571 32.0593919, 118.7896384 32.059125, 118.7894696 32.0591335, 118.7894477 32.0588219, 118.7891572 32.0588366, 118.7891517 32.0587592, 118.7889644 32.0587686, 118.7889698 32.058846, 118.7886785 32.0588607, 118.7887004 32.0591723, 118.7885245 32.0591812, 118.7885433 32.0594482, 118.7887481 32.0594378, 118.7887461 32.0594105, 118.7894663 32.0593741, 118.7894682 32.0594015), (118.7887402 32.0590292, 118.78893 32.0590196, 118.7889276 32.0589854, 118.7889832 32.0589826, 118.7889984 32.0591989, 118.7890409 32.0591967, 118.7890435 32.0592334, 118.7887555 32.059248, 118.7887402 32.0590292), (118.7894134 32.0589952, 118.7894288 32.059214, 118.7891428 32.0592284, 118.7891404 32.0591947, 118.7891806 32.0591927, 118.7891652 32.0589734, 118.7892256 32.0589704, 118.789228 32.0590046, 118.7894134 32.0589952))","[[[8001955559, 8001955547, 8001955546, 8001955545, 8001955552, 8001955554, 8001955553, 8001955560, 8001955559], [8001955555, 8001955556, 8001955557, 8001955558, 8001955550, 8001955549, 8001955548, 8001955551, 8001955555], [8001955576, 8001955575, 8001955574, 8001955573, 8001955572, 8001955571, 8001955570, 8001955569, 8001955568, 8001955567, 8001955566, 8001955565, 8001955564, 8001955563, 8001955562, 8001955561, 8001955576]]]",yes,李文正楼,,,,,,,,,,,,,,,,"[858372611, 858372610, 858372612]",multipolygon
