u,v,key,osmid,highway,oneway,reversed,length,geometry,bridge
4553246056,8959211585,0,459480102,service,False,True,77.594,"LINESTRING (121.4110889 31.2052383, 121.4118971 31.2053337)",
4553246056,8959211595,0,419827353,service,False,False,103.445,"LINESTRING (121.4110889 31.2052383, 121.4111406 31.2048913, 121.4104757 31.2048146, 121.410468 31.2048137)",
5535959413,4171203490,0,459480094,service,False,True,79.954,"LINESTRING (121.4098663 31.2039852, 121.409727 31.2046943)",
5535959413,4553246039,0,459480095,service,False,False,68.702,"LINESTRING (121.4098663 31.2039852, 121.4091504 31.2039028)",
5535959413,8959211595,0,968395985,service,False,False,148.968,"LINESTRING (121.4098663 31.2039852, 121.410597 31.2041227, 121.4105539 31.2043605, 121.410468 31.2048137)",
8959211561,4553246024,0,968395972,service,False,True,28.745,"LINESTRING (121.4084651 31.208366, 121.4087628 31.2084107)",
8959211570,4553246039,0,968395975,service,False,True,50.455,"LINESTRING (121.40909 31.2043536, 121.4091504 31.2039028)",
8959211571,8959211575,0,968395976,service,False,True,141.624,"LINESTRING (121.4080118 31.2062807, 121.4080828 31.2059136, 121.4081137 31.2058654, 121.4081781 31.2058, 121.4083211 31.2050488)",
8959211575,4553246049,0,459480099,service,False,True,19.414,"LINESTRING (121.4083211 31.2050488, 121.4085227 31.2050762)",
8959211575,8959211571,0,968395976,service,False,False,141.624,"LINESTRING (121.4083211 31.2050488, 121.4081781 31.2058, 121.4081137 31.2058654, 121.4080828 31.2059136, 121.4080118 31.2062807)",
8959211583,8959211587,0,968395979,service,False,True,91.759,"LINESTRING (121.4125796 31.2062474, 121.4126734 31.2054261)",
8959211584,8959211585,0,968395980,service,False,True,67.323,"LINESTRING (121.412023 31.2047379, 121.4118971 31.2053337)",
8959211585,4553246056,0,459480102,service,False,False,77.594,"LINESTRING (121.4118971 31.2053337, 121.4110889 31.2052383)",
8959211585,4553246055,0,459480102,service,False,True,32.999,"LINESTRING (121.4118971 31.2053337, 121.4122408 31.2053743)",
8959211585,8959211584,0,968395980,service,False,False,67.323,"LINESTRING (121.4118971 31.2053337, 121.412023 31.2047379)",
8959211586,8959211587,0,968395981,service,False,True,36.712,"LINESTRING (121.4127164 31.205098, 121.4126734 31.2054261)",
8959211587,8959211583,0,968395979,service,False,False,91.759,"LINESTRING (121.4126734 31.2054261, 121.4125796 31.2062474)",
8959211587,8959211586,0,968395981,service,False,False,36.712,"LINESTRING (121.4126734 31.2054261, 121.4127164 31.205098)",
