u,v,key,osmid,highway,oneway,reversed,length,tunnel,name,geometry,lanes,bridge,maxspeed
2864448097,2864448093,0,282496086,residential,False,True,32.285,,,"LINESTRING (114.3958376 30.5317897, 114.3958894 30.5315028)",,,
2864448097,2864448098,0,282496088,residential,False,False,100.693,,,"LINESTRING (114.3958376 30.5317897, 114.3947912 30.5317022)",,,
2864448097,2875697590,0,283739286,residential,False,False,16.697,,,"LINESTRING (114.3958376 30.5317897, 114.3960093 30.5317637)",,,
2864448097,6496960480,0,"[692151634, 282496086]","['residential', 'path']",False,"[False, True]",55.083,,,"LINESTRING (114.3958376 30.5317897, 114.3957752 30.5321185, 114.3957374 30.5321198, 114.3957096 30.5322472)",,,
2864448098,2864448084,0,282496088,residential,False,False,66.166,,,"LINESTRING (114.3947912 30.5317022, 114.3941036 30.5316447)",,,
2864448098,2864448097,0,282496088,residential,False,True,100.693,,,"LINESTRING (114.3947912 30.5317022, 114.3958376 30.5317897)",,,
2864448098,2875697589,0,282496089,residential,False,True,30.419,,,"LINESTRING (114.3947912 30.5317022, 114.3948164 30.5314295)",,,
2864448803,2875705904,0,282496091,residential,False,True,68.134,,,"LINESTRING (114.3941528 30.5310521, 114.3934433 30.5310077)",,,
2864448803,2864448084,0,488404066,residential,False,False,66.062,,,"LINESTRING (114.3941528 30.5310521, 114.3941036 30.5316447)",,,
2864448803,2864448087,0,488404066,residential,False,True,25.774,,,"LINESTRING (114.3941528 30.5310521, 114.394172 30.5308209)",,,
2864448804,2864448810,0,282496092,residential,False,False,33.377,,,"LINESTRING (114.3924311 30.5310136, 114.3924618 30.5313126)",,,
2864448804,2875675195,0,"[282496090, 282496091]",residential,False,False,33.539,,,"LINESTRING (114.3924311 30.5310136, 114.3924593 30.5310156, 114.3927253 30.5310067, 114.3927796 30.5309961)",,,
2864448804,2864448809,0,"[282496090, 282496093]",residential,False,"[False, True]",141.313,,,"LINESTRING (114.3924311 30.5310136, 114.3915597 30.5309519, 114.3914689 30.5309474, 114.3914694 30.5313868)",,,
2864448805,2864448810,0,282496092,residential,False,True,41.806,,,"LINESTRING (114.3925004 30.5316871, 114.3924618 30.5313126)",,,
2864448805,2875717317,0,282496093,residential,False,False,82.564,,,"LINESTRING (114.3925004 30.5316871, 114.3933608 30.5316413)",,,
2864448805,2864448812,0,282496093,residential,False,True,36.979,,,"LINESTRING (114.3925004 30.5316871, 114.3921148 30.5317038)",,,
2864448805,2875717315,0,283738100,residential,False,False,42.242,,,"LINESTRING (114.3925004 30.5316871, 114.3925665 30.5320627)",,,
2864448807,2864448812,0,282496093,residential,False,False,62.89,,,"LINESTRING (114.391459 30.5317322, 114.3921148 30.5317038)",,,
2864448807,2864448809,0,282496093,residential,False,True,38.42,,,"LINESTRING (114.391459 30.5317322, 114.3914694 30.5313868)",,,
2864448807,2875717314,0,283738097,residential,False,False,72.898,,,"LINESTRING (114.391459 30.5317322, 114.3913024 30.5317711, 114.3913012 30.5322863)",,,
2864448809,2864448807,0,282496093,residential,False,False,38.42,,,"LINESTRING (114.3914694 30.5313868, 114.391459 30.5317322)",,,
2864448809,2864448811,0,282496094,residential,False,False,59.423,,,"LINESTRING (114.3914694 30.5313868, 114.3920875 30.5313406)",,,
2864448809,2864448804,0,"[282496090, 282496093]",residential,False,"[False, True]",141.313,,,"LINESTRING (114.3914694 30.5313868, 114.3914689 30.5309474, 114.3915597 30.5309519, 114.3924311 30.5310136)",,,
2864448810,2864448805,0,282496092,residential,False,False,41.806,,,"LINESTRING (114.3924618 30.5313126, 114.3925004 30.5316871)",,,
2864448810,2864448804,0,282496092,residential,False,True,33.377,,,"LINESTRING (114.3924618 30.5313126, 114.3924311 30.5310136)",,,
2864448810,2864448811,0,282496094,residential,False,True,35.985,,,"LINESTRING (114.3924618 30.5313126, 114.3920875 30.5313406)",,,
2864448811,2864448810,0,282496094,residential,False,False,35.985,,,"LINESTRING (114.3920875 30.5313406, 114.3924618 30.5313126)",,,
2864448811,2864448809,0,282496094,residential,False,True,59.423,,,"LINESTRING (114.3920875 30.5313406, 114.3914694 30.5313868)",,,
2864448811,2864448812,0,282496095,residential,False,False,40.471,,,"LINESTRING (114.3920875 30.5313406, 114.3921148 30.5317038)",,,
2864448812,2864448805,0,282496093,residential,False,False,36.979,,,"LINESTRING (114.3921148 30.5317038, 114.3925004 30.5316871)",,,
2864448812,2864448807,0,282496093,residential,False,True,62.89,,,"LINESTRING (114.3921148 30.5317038, 114.391459 30.5317322)",,,
2864448812,2864448811,0,282496095,residential,False,True,40.471,,,"LINESTRING (114.3921148 30.5317038, 114.3920875 30.5313406)",,,
2865944161,3404840773,0,333372262,residential,False,True,93.564,,,"LINESTRING (114.395567 30.521956, 114.3945903 30.5219671)",,,
2875650992,8974257772,0,282494425,residential,False,False,41.773,,,"LINESTRING (114.3925361 30.5254326, 114.3921 30.5254359)",,,
2875650992,2864431754,0,282494425,residential,False,True,86.992,,,"LINESTRING (114.3925361 30.5254326, 114.3934443 30.525428)",,,
2875650992,2875650999,0,"[837729112, 837729113, 283729605]",footway,False,False,103.035,,,"LINESTRING (114.3925361 30.5254326, 114.3925332 30.525338, 114.3925297 30.5251789, 114.3926143 30.5251813, 114.3926123 30.5251032, 114.3926658 30.5251041, 114.3927265 30.5251049, 114.3927227 30.5250274, 114.3928012 30.5250274, 114.3928027 30.5248557, 114.3927991 30.5247492)",,yes,
2875650999,2864431751,0,282494423,residential,False,False,60.389,,,"LINESTRING (114.3927991 30.5247492, 114.3934294 30.5247368)",,,
2875650999,2864431750,0,282494423,residential,False,True,68.775,,,"LINESTRING (114.3927991 30.5247492, 114.3920811 30.5247536)",,,
2875650999,2875650992,0,"[837729112, 837729113, 283729605]",footway,False,True,103.035,,,"LINESTRING (114.3927991 30.5247492, 114.3928027 30.5248557, 114.3928012 30.5250274, 114.3927227 30.5250274, 114.3927265 30.5251049, 114.3926658 30.5251041, 114.3926123 30.5251032, 114.3926143 30.5251813, 114.3925297 30.5251789, 114.3925332 30.525338, 114.3925361 30.5254326)",,yes,
2875675191,2864448087,0,488404066,residential,False,False,12.564,,,"LINESTRING (114.3941814 30.5307082, 114.394172 30.5308209)",,,
2875675191,2875675196,0,488404066,residential,False,True,41.002,,,"LINESTRING (114.3941814 30.5307082, 114.3942119 30.5303404)",,,
2875675191,2875675200,0,283732266,residential,False,False,71.111,,,"LINESTRING (114.3941814 30.5307082, 114.393777 30.5306659, 114.393653 30.5307447, 114.3934724 30.5307344)",,,
2875675195,2875705904,0,282496091,residential,False,False,63.989,,,"LINESTRING (114.3927796 30.5309961, 114.3928961 30.5309734, 114.3934433 30.5310077)",,,
2875675195,2864448804,0,"[282496090, 282496091]",residential,False,True,33.539,,,"LINESTRING (114.3927796 30.5309961, 114.3927253 30.5310067, 114.3924593 30.5310156, 114.3924311 30.5310136)",,,
2875675195,2875677515,0,283732266,residential,False,True,92.51,,,"LINESTRING (114.3927796 30.5309961, 114.3927992 30.5306957, 114.3934144 30.5307311)",,,
2875675196,2875675197,0,283732267,residential,False,False,47.909,,,"LINESTRING (114.3942119 30.5303404, 114.3937139 30.5303)",,,
2875675196,2875675191,0,488404066,residential,False,False,41.002,,,"LINESTRING (114.3942119 30.5303404, 114.3941814 30.5307082)",,,
2875675196,2864448080,0,488404066,residential,False,True,35.982,,,"LINESTRING (114.3942119 30.5303404, 114.3942304 30.5300172)",,,
2875675197,2875675196,0,283732267,residential,False,True,47.909,,,"LINESTRING (114.3937139 30.5303, 114.3942119 30.5303404)",,,
2875675197,2875697588,0,283739283,steps,False,False,31.966,,,"LINESTRING (114.3937139 30.5303, 114.39374 30.5300134)",,,
2875675197,2875675200,0,"[283732267, 283732268]",residential,False,False,67.562,,,"LINESTRING (114.3937139 30.5303, 114.3936855 30.5304838, 114.3935025 30.5304716, 114.3934724 30.5307344)",,,
2875675200,2875677515,0,283732266,residential,False,False,5.567,,,"LINESTRING (114.3934724 30.5307344, 114.3934144 30.5307311)",,,
2875675200,2875705904,0,283736910,residential,False,False,30.517,,,"LINESTRING (114.3934724 30.5307344, 114.3934433 30.5310077)",,,
2875675200,2875675191,0,283732266,residential,False,True,71.111,,,"LINESTRING (114.3934724 30.5307344, 114.393653 30.5307447, 114.393777 30.5306659, 114.3941814 30.5307082)",,,
2875675200,2875675197,0,"[283732267, 283732268]",residential,False,True,67.562,,,"LINESTRING (114.3934724 30.5307344, 114.3935025 30.5304716, 114.3936855 30.5304838, 114.3937139 30.5303)",,,
2875677515,2875675200,0,283732266,residential,False,True,5.567,,,"LINESTRING (114.3934144 30.5307311, 114.3934724 30.5307344)",,,
2875677515,2875675195,0,283732266,residential,False,False,92.51,,,"LINESTRING (114.3934144 30.5307311, 114.3927992 30.5306957, 114.3927796 30.5309961)",,,
2875677515,2875697588,0,"[283732361, 283739282]","['residential', 'steps']",False,"[False, True]",97.539,,,"LINESTRING (114.3934144 30.5307311, 114.3934356 30.5305596, 114.3934585 30.5303946, 114.3935772 30.5304011, 114.3936303 30.53009, 114.39374 30.5300134)",,,
2875694819,2875697584,0,283735722,path,False,True,124.68299999999999,,,"LINESTRING (114.3929989 30.5292293, 114.393621 30.5292353, 114.3937713 30.5292287, 114.39378 30.5295001, 114.3938524 30.5296735)",,,
2875697583,2864448080,0,283739281,path,False,True,40.596,,,"LINESTRING (114.3938083 30.5299841, 114.3942304 30.5300172)",,,
2875697583,2875697588,0,283739282,residential,False,False,7.308,,,"LINESTRING (114.3938083 30.5299841, 114.39374 30.5300134)",,,
2875697583,2875697584,0,283739282,residential,False,True,34.795,,,"LINESTRING (114.3938083 30.5299841, 114.3938524 30.5296735)",,,
2875697584,2875697583,0,283739282,residential,False,False,34.795,,,"LINESTRING (114.3938524 30.5296735, 114.3938083 30.5299841)",,,
2875697584,2875694819,0,283735722,path,False,False,124.68299999999999,,,"LINESTRING (114.3938524 30.5296735, 114.39378 30.5295001, 114.3937713 30.5292287, 114.393621 30.5292353, 114.3929989 30.5292293)",,,
2875697584,2864448080,0,283735722,path,False,True,53.408,,,"LINESTRING (114.3938524 30.5296735, 114.3940482 30.5299091, 114.3942304 30.5300172)",,,
2875697588,2875697583,0,283739282,residential,False,True,7.308,,,"LINESTRING (114.39374 30.5300134, 114.3938083 30.5299841)",,,
2875697588,2875675197,0,283739283,steps,False,True,31.966,,,"LINESTRING (114.39374 30.5300134, 114.3937139 30.5303)",,,
2875697588,2875677515,0,"[283732361, 283739282]","['steps', 'residential']",False,"[False, True]",97.53899999999999,,,"LINESTRING (114.39374 30.5300134, 114.3936303 30.53009, 114.3935772 30.5304011, 114.3934585 30.5303946, 114.3934356 30.5305596, 114.3934144 30.5307311)",,,
2875697589,2864448098,0,282496089,residential,False,False,30.419,,,"LINESTRING (114.3948164 30.5314295, 114.3947912 30.5317022)",,,
2875697589,2864448086,0,282496089,residential,False,True,62.991,,,"LINESTRING (114.3948164 30.5314295, 114.3948687 30.5308648)",,,
2875697589,2864448093,0,283739284,residential,False,False,103.092,,,"LINESTRING (114.3948164 30.5314295, 114.3958894 30.5315028)",,,
2875697590,2864448093,0,283739285,residential,False,True,31.201,,,"LINESTRING (114.3960093 30.5317637, 114.3958894 30.5315028)",,,
2875697590,2864448097,0,283739286,residential,False,True,16.697,,,"LINESTRING (114.3960093 30.5317637, 114.3958376 30.5317897)",,,
2875697590,6496960471,0,"[692151634, 283739285]","['residential', 'path']",False,False,156.05300000000003,,,"LINESTRING (114.3960093 30.5317637, 114.3966273 30.5317689, 114.3968373 30.531934, 114.3970098 30.5321225, 114.3970838 30.532226, 114.3970508 30.5323567, 114.3969698 30.5324674)",,,
2875697590,2875697599,0,"[283739288, 283739289, 283739287]","['steps', 'residential']",False,"[False, True]",90.136,,,"LINESTRING (114.3960093 30.5317637, 114.3960886 30.5318932, 114.3961577 30.5319563, 114.3962629 30.5320471, 114.3962116 30.532137, 114.3962364 30.5322285, 114.3962877 30.5322788, 114.3963974 30.5322803, 114.3965036 30.5322605)",,,
2875697599,2875697590,0,"[283739288, 283739289, 283739287]","['steps', 'residential']",False,"[False, True]",90.136,,,"LINESTRING (114.3965036 30.5322605, 114.3963974 30.5322803, 114.3962877 30.5322788, 114.3962364 30.5322285, 114.3962116 30.532137, 114.3962629 30.5320471, 114.3961577 30.5319563, 114.3960886 30.5318932, 114.3960093 30.5317637)",,,
2875705904,2864448803,0,282496091,residential,False,False,68.134,,,"LINESTRING (114.3934433 30.5310077, 114.3941528 30.5310521)",,,
2875705904,2875675200,0,283736910,residential,False,True,30.517,,,"LINESTRING (114.3934433 30.5310077, 114.3934724 30.5307344)",,,
2875705904,2875717317,0,283739280,footway,False,True,70.895,,,"LINESTRING (114.3934433 30.5310077, 114.3933608 30.5316413)",,,
2875705904,2875675195,0,282496091,residential,False,True,63.989,,,"LINESTRING (114.3934433 30.5310077, 114.3928961 30.5309734, 114.3927796 30.5309961)",,,
2875717311,2875717312,0,283738097,residential,False,False,10.882,,,"LINESTRING (114.3908459 30.5325561, 114.3907379 30.5325865)",,,
2875717311,2875717314,0,283738097,residential,False,True,66.733,,,"LINESTRING (114.3908459 30.5325561, 114.3913007 30.532489, 114.3913012 30.5322863)",,,
2875717311,2875717314,1,283738099,residential,False,False,71.299,,,"LINESTRING (114.3908459 30.5325561, 114.3908476 30.5323061, 114.3913012 30.5322863)",,,
2875717312,2875717311,0,283738097,residential,False,True,10.882,,,"LINESTRING (114.3907379 30.5325865, 114.3908459 30.5325561)",,,
2875717314,2875717311,0,283738097,residential,False,False,66.733,,,"LINESTRING (114.3913012 30.5322863, 114.3913007 30.532489, 114.3908459 30.5325561)",,,
2875717314,2875717311,1,283738099,residential,False,True,71.299,,,"LINESTRING (114.3913012 30.5322863, 114.3908476 30.5323061, 114.3908459 30.5325561)",,,
2875717314,2864448807,0,283738097,residential,False,True,72.898,,,"LINESTRING (114.3913012 30.5322863, 114.3913024 30.5317711, 114.391459 30.5317322)",,,
2875717315,6496960418,0,283738100,residential,False,False,35.627,,,"LINESTRING (114.3925665 30.5320627, 114.3925654 30.5323831)",,,
2875717315,2864448805,0,283738100,residential,False,True,42.242,,,"LINESTRING (114.3925665 30.5320627, 114.3925004 30.5316871)",,,
2875717315,2875717317,0,488404082,residential,False,False,112.906,,,"LINESTRING (114.3925665 30.5320627, 114.393309 30.5320125, 114.3933608 30.5316413)",,,
2875717317,2864448805,0,282496093,residential,False,True,82.564,,,"LINESTRING (114.3933608 30.5316413, 114.3925004 30.5316871)",,,
2875717317,2875705904,0,283739280,footway,False,False,70.895,,,"LINESTRING (114.3933608 30.5316413, 114.3934433 30.5310077)",,,
2875717317,2864448084,0,282496093,residential,False,False,71.15299999999999,,,"LINESTRING (114.3933608 30.5316413, 114.3933969 30.5316394, 114.3941036 30.5316447)",,,
2875717317,2875717315,0,488404082,residential,False,True,112.906,,,"LINESTRING (114.3933608 30.5316413, 114.393309 30.5320125, 114.3925665 30.5320627)",,,
2875733858,2864431746,0,283739794,residential,False,True,111.24,,,"LINESTRING (114.3920625 30.5203536, 114.3920594 30.521354)",,,
2877837871,4806115419,0,282495548,residential,False,False,83.158,,,"LINESTRING (114.3999359 30.5209062, 114.400804 30.5208986)",,,
2877837871,4807101979,0,282495554,residential,False,True,80.052,,,"LINESTRING (114.3999359 30.5209062, 114.3999152 30.5216259)",,,
2877837871,2877837872,0,283999842,service,False,False,98.052,,,"LINESTRING (114.3999359 30.5209062, 114.399939 30.5200244)",,,
2877837871,2864441888,0,"[282495547, 488499349]",residential,False,True,135.456,,红军桥,"LINESTRING (114.3999359 30.5209062, 114.3985874 30.5209107, 114.3985218 30.5209113)",,yes,30
2877837872,2877837871,0,283999842,service,False,True,98.052,,,"LINESTRING (114.399939 30.5200244, 114.3999359 30.5209062)",,,
2877837872,2877837880,0,283999845,service,False,False,27.709,,,"LINESTRING (114.399939 30.5200244, 114.3997438 30.5198405)",,,
2877837872,4806115403,0,488293580,service,False,True,82.71000000000001,,,"LINESTRING (114.399939 30.5200244, 114.4001664 30.5199931, 114.4001431 30.5199283, 114.4000632 30.5197685, 114.3998999 30.5197327, 114.3997169 30.5197487)",,,
2877837880,4806115403,0,283999845,service,False,False,10.528,,,"LINESTRING (114.3997438 30.5198405, 114.3997169 30.5197487)",,,
2877837880,4806115403,1,283999845,service,False,True,83.751,,,"LINESTRING (114.3997438 30.5198405, 114.3994223 30.5199085, 114.3994037 30.5198261, 114.3995157 30.5196732, 114.3995723 30.5196602, 114.3997169 30.5197487)",,,
2877837880,2877837872,0,283999845,service,False,True,27.709,,,"LINESTRING (114.3997438 30.5198405, 114.399939 30.5200244)",,,
2877837881,2877837883,0,283999847,residential,False,False,86.297,,,"LINESTRING (114.3985405 30.5194495, 114.3994414 30.5194492)",,,
2877837881,2877837888,0,488293577,residential,False,False,34.411,,,"LINESTRING (114.3985405 30.5194495, 114.3985481 30.5191401)",,,
2877837881,2864441889,0,488293577,residential,False,True,74.946,,,"LINESTRING (114.3985405 30.5194495, 114.3985394 30.5201235)",,,
2877837882,2877837883,0,283999847,residential,False,True,94.089,,,"LINESTRING (114.4004235 30.5194636, 114.3994414 30.5194492)",,,
2877837882,2877837891,0,"[488293579, 283999853]",residential,False,False,370.086,,,"LINESTRING (114.4004235 30.5194636, 114.4003529 30.5192887, 114.4003893 30.518962, 114.4005934 30.5189679, 114.401069 30.5189739, 114.4014393 30.5190342, 114.401509 30.5188645, 114.4020351 30.5189513, 114.4018046 30.5201987)",,,
2877837882,2877837891,1,283999853,residential,False,True,208.71099999999998,,,"LINESTRING (114.4004235 30.5194636, 114.4005245 30.5199019, 114.4012183 30.51985, 114.4012655 30.5202133, 114.4018046 30.5201987)",,,
2877837883,2877837882,0,283999847,residential,False,False,94.089,,,"LINESTRING (114.3994414 30.5194492, 114.4004235 30.5194636)",,,
2877837883,2877837881,0,283999847,residential,False,True,86.297,,,"LINESTRING (114.3994414 30.5194492, 114.3985405 30.5194495)",,,
2877837883,2877837889,0,283999848,residential,False,False,32.892,,,"LINESTRING (114.3994414 30.5194492, 114.399443 30.5191534)",,,
2877837885,2877837886,0,283999850,residential,False,False,86.251,,,"LINESTRING (114.3985464 30.51886, 114.3994467 30.5188722)",,,
2877837885,4806115398,0,488293577,residential,False,False,29.812,,,"LINESTRING (114.3985464 30.51886, 114.3985488 30.5185919)",,,
2877837885,2877837888,0,488293577,residential,False,True,31.146,,,"LINESTRING (114.3985464 30.51886, 114.3985481 30.5191401)",,,
2877837886,2877837889,0,283999848,residential,False,True,31.27,,,"LINESTRING (114.3994467 30.5188722, 114.399443 30.5191534)",,,
2877837886,4806115401,0,283999850,residential,False,False,59.965,,,"LINESTRING (114.3994467 30.5188722, 114.4000727 30.5188701)",,,
2877837886,2877837885,0,283999850,residential,False,True,86.251,,,"LINESTRING (114.3994467 30.5188722, 114.3985464 30.51886)",,,
2877837886,4806115398,0,"[283999848, 283999854]",residential,False,False,129.54399999999998,,,"LINESTRING (114.3994467 30.5188722, 114.3995488 30.5187683, 114.399544 30.5185968, 114.3985488 30.5185919)",,,
2877837888,2877837889,0,283999851,residential,False,False,85.735,,,"LINESTRING (114.3985481 30.5191401, 114.399443 30.5191534)",,,
2877837888,2877837885,0,488293577,residential,False,False,31.146,,,"LINESTRING (114.3985481 30.5191401, 114.3985464 30.51886)",,,
2877837888,2877837881,0,488293577,residential,False,True,34.411,,,"LINESTRING (114.3985481 30.5191401, 114.3985405 30.5194495)",,,
2877837889,2877837886,0,283999848,residential,False,False,31.27,,,"LINESTRING (114.399443 30.5191534, 114.3994467 30.5188722)",,,
2877837889,2877837883,0,283999848,residential,False,True,32.892,,,"LINESTRING (114.399443 30.5191534, 114.3994414 30.5194492)",,,
2877837889,4806115399,0,283999851,residential,False,False,65.12,,,"LINESTRING (114.399443 30.5191534, 114.4001228 30.5191492)",,,
2877837889,2877837888,0,283999851,residential,False,True,85.735,,,"LINESTRING (114.399443 30.5191534, 114.3985481 30.5191401)",,,
2877837891,4806115416,0,488293581,residential,False,False,53.831,,,"LINESTRING (114.4018046 30.5201987, 114.4018008 30.5206828)",,,
2877837891,2877837882,0,283999853,residential,False,False,208.711,,,"LINESTRING (114.4018046 30.5201987, 114.4012655 30.5202133, 114.4012183 30.51985, 114.4005245 30.5199019, 114.4004235 30.5194636)",,,
2877837891,2877837882,1,"[488293579, 283999853]",residential,False,True,370.08599999999996,,,"LINESTRING (114.4018046 30.5201987, 114.4020351 30.5189513, 114.401509 30.5188645, 114.4014393 30.5190342, 114.401069 30.5189739, 114.4005934 30.5189679, 114.4003893 30.518962, 114.4003529 30.5192887, 114.4004235 30.5194636)",,,
3061061131,2864441900,0,282495555,residential,False,False,55.183,,,"LINESTRING (114.4006545 30.5233259, 114.4012306 30.5233238)",,,
3061061131,2864441897,0,282495555,residential,False,True,66.591,,,"LINESTRING (114.4006545 30.5233259, 114.3999593 30.5233284)",,,
3061061131,3061061233,0,301934476,residential,False,False,69.527,,,"LINESTRING (114.4006545 30.5233259, 114.4005051 30.5235742, 114.4002226 30.5238196)",,,
3061061131,4807102328,0,304390223,residential,False,False,63.704,,,"LINESTRING (114.4006545 30.5233259, 114.400729 30.5232822, 114.4007612 30.5230835, 114.4008256 30.5229403, 114.4009475 30.5228461)",,,
3061061233,6502960013,0,301934476,residential,False,False,161.197,,,"LINESTRING (114.4002226 30.5238196, 114.3999424 30.524069, 114.3997182 30.5243385, 114.3996131 30.5247428, 114.3994907 30.5250836)",,,
3061061233,3061061131,0,301934476,residential,False,True,69.527,,,"LINESTRING (114.4002226 30.5238196, 114.4005051 30.5235742, 114.4006545 30.5233259)",,,
3061061233,2864441900,0,488293581,residential,False,True,156.905,,,"LINESTRING (114.4002226 30.5238196, 114.4012977 30.5238052, 114.4012306 30.5233238)",,,
3090394031,2864420729,0,282489702,residential,False,True,45.657,,,"LINESTRING (114.395315 30.5209433, 114.3953165 30.5213539)",,,
3090394031,3404840778,0,"[282489702, 282489703]",residential,False,False,157.733,,,"LINESTRING (114.395315 30.5209433, 114.3953109 30.5204872, 114.3941938 30.5205)",,,
3090394031,4807859901,0,421056769,residential,False,False,34.611,,,"LINESTRING (114.395315 30.5209433, 114.3954839 30.5209426, 114.3956763 30.5209398)",,,
3090408444,3090420325,0,282495545,residential,False,False,25.119,,,"LINESTRING (114.3977103 30.521289, 114.3977118 30.5210631)",,,
3090408444,3090420282,0,282495545,residential,False,True,22.862,,,"LINESTRING (114.3977103 30.521289, 114.3977089 30.5214946)",,,
3090408444,3090420287,0,304495019,footway,False,False,38.105,,,"LINESTRING (114.3977103 30.521289, 114.3973125 30.5212878)",,,
3090408444,6502960008,0,692666987,path,False,False,12.642,,,"LINESTRING (114.3977103 30.521289, 114.3978422 30.521285)",,,
3090408445,3090420287,0,304495019,footway,False,True,36.601,,,"LINESTRING (114.3969304 30.5212866, 114.3973125 30.5212878)",,,
3090408454,3090420307,0,304495399,footway,False,True,10.298,,,"LINESTRING (114.3963078 30.5211495, 114.3963092 30.5210569)",,,
3090408461,3090420299,0,304495398,footway,False,True,51.637,,,"LINESTRING (114.3963294 30.5214229, 114.3963361 30.5214981, 114.3963786 30.5215194, 114.3964918 30.5215408, 114.3965591 30.5215408, 114.3967042 30.5214798, 114.3967566 30.521459)",,,
3090420282,3090408444,0,282495545,residential,False,False,22.862,,,"LINESTRING (114.3977089 30.5214946, 114.3977103 30.521289)",,,
3090420282,2864441895,0,282495545,residential,False,True,14.041,,,"LINESTRING (114.3977089 30.5214946, 114.3977138 30.5216208)",,,
3090420282,3090420286,0,304495396,footway,False,False,36.671,,,"LINESTRING (114.3977089 30.5214946, 114.3975803 30.5214945, 114.3975109 30.521505, 114.3973732 30.521507, 114.3973311 30.5214909)",,,
3090420286,3090420282,0,304495396,footway,False,True,36.671,,,"LINESTRING (114.3973311 30.5214909, 114.3973732 30.521507, 114.3975109 30.521505, 114.3975803 30.5214945, 114.3977089 30.5214946)",,,
3090420286,3090420299,0,304495397,footway,False,False,58.532,,,"LINESTRING (114.3973311 30.5214909, 114.3972798 30.5215251, 114.3972167 30.5215452, 114.3971607 30.5215271, 114.3970906 30.521511, 114.3970369 30.5214969, 114.3969879 30.5215029, 114.396905 30.521501, 114.3968379 30.5214922, 114.3967729 30.5214677, 114.3967566 30.521459)",,,
3090420286,3090420287,0,304495397,footway,False,True,22.976999999999997,,,"LINESTRING (114.3973311 30.5214909, 114.3973381 30.5214205, 114.3973101 30.521332, 114.3973125 30.5212878)",,,
3090420287,3090408445,0,304495019,footway,False,False,36.601,,,"LINESTRING (114.3973125 30.5212878, 114.3969304 30.5212866)",,,
3090420287,3090408444,0,304495019,footway,False,True,38.105,,,"LINESTRING (114.3973125 30.5212878, 114.3977103 30.521289)",,,
3090420287,3090420286,0,304495397,footway,False,False,22.977,,,"LINESTRING (114.3973125 30.5212878, 114.3973101 30.521332, 114.3973381 30.5214205, 114.3973311 30.5214909)",,,
3090420287,3090420321,0,304495403,footway,False,True,21.504,,,"LINESTRING (114.3973125 30.5212878, 114.3973218 30.5212118, 114.3973381 30.5211696, 114.3973358 30.5211374, 114.3973638 30.5211052)",,,
3090420299,3090420300,0,304495398,footway,False,True,11.311,,,"LINESTRING (114.3967566 30.521459, 114.3967644 30.5213575)",,,
3090420299,3090420286,0,304495397,footway,False,True,58.532,,,"LINESTRING (114.3967566 30.521459, 114.3967729 30.5214677, 114.3968379 30.5214922, 114.396905 30.521501, 114.3969879 30.5215029, 114.3970369 30.5214969, 114.3970906 30.521511, 114.3971607 30.5215271, 114.3972167 30.5215452, 114.3972798 30.5215251, 114.3973311 30.5214909)",,,
3090420299,3090408461,0,304495398,footway,False,False,51.637,,,"LINESTRING (114.3967566 30.521459, 114.3967042 30.5214798, 114.3965591 30.5215408, 114.3964918 30.5215408, 114.3963786 30.5215194, 114.3963361 30.5214981, 114.3963294 30.5214229)",,,
3090420300,3090420299,0,304495398,footway,False,False,11.311,,,"LINESTRING (114.3967644 30.5213575, 114.3967566 30.521459)",,,
3090420306,4807859899,0,282495546,residential,True,False,134.257,,,"LINESTRING (114.3963111 30.520931, 114.3977127 30.5209289)",,,
3090420306,3090420307,0,304495399,footway,False,False,14.001,,,"LINESTRING (114.3963111 30.520931, 114.3963092 30.5210569)",,,
3090420307,3090408454,0,304495399,footway,False,False,10.298,,,"LINESTRING (114.3963092 30.5210569, 114.3963078 30.5211495)",,,
3090420307,3090420306,0,304495399,footway,False,True,14.001,,,"LINESTRING (114.3963092 30.5210569, 114.3963111 30.520931)",,,
3090420307,3090420313,0,304495400,footway,False,False,46.111000000000004,,,"LINESTRING (114.3963092 30.5210569, 114.3964181 30.5210449, 114.3964952 30.521061, 114.3964975 30.521061, 114.3966073 30.5210811, 114.396745 30.5211273, 114.3967684 30.5211434)",,,
3090420313,3090420314,0,304495400,footway,False,False,8.098,,,"LINESTRING (114.3967684 30.5211434, 114.3967661 30.5212162)",,,
3090420313,3090420307,0,304495400,footway,False,True,46.111,,,"LINESTRING (114.3967684 30.5211434, 114.396745 30.5211273, 114.3966073 30.5210811, 114.3964975 30.521061, 114.3964952 30.521061, 114.3964181 30.5210449, 114.3963092 30.5210569)",,,
3090420313,3090420321,0,304495401,footway,False,False,60.42699999999999,,,"LINESTRING (114.3967684 30.5211434, 114.3968221 30.5211273, 114.3968851 30.5211133, 114.3969715 30.5210911, 114.3971396 30.521073, 114.3972424 30.5210489, 114.3973031 30.521059, 114.3973638 30.5211052)",,,
3090420314,3090420313,0,304495400,footway,False,True,8.098,,,"LINESTRING (114.3967661 30.5212162, 114.3967684 30.5211434)",,,
