element_type,osmid,nodes,natural,water,geometry
way,334850785,"[3419717569, 3419717570, 3419717571, 3419717572, 3419717573, 3419717574, 3419717575, 3419717576, 3419717577, 3419717578, 3419717579, 3419717580, 3419717581, 3419717569]",water,lake,"POLYGON ((116.3045478 39.9693615, 116.30458 39.9692052, 116.3046659 39.9691559, 116.3047624 39.9691066, 116.3048751 39.9691148, 116.3049448 39.9691847, 116.3048751 39.9692381, 116.3048912 39.9693162, 116.304859 39.9694067, 116.304741 39.9693943, 116.3046337 39.9694272, 116.3045693 39.969493, 116.304521 39.9694725, 116.3045478 39.9693615))"
