element_type,osmid,ways,intermittent,natural,type,water,nodes,geometry
relation,13434287,"[1001892223, 1018336250]",yes,water,multipolygon,moat,"[[[9247175326, 9247175327, 9247175328, 9247175329, 9247175330, 9247175331, 9247175332, 9247175333, 9247175334, 9247175335, 9247175336, 9247175337, 9247175338, 9247175339, 9247175340, 9247175341, 9392693291, 9247175342, 9392693293, 9247175343, 9247175344, 9247175345, 9247175346, 9247175347, 9247175348, 9247175349, 9247175326], [267069977, 11624818021, 8280007311, 11624818022, 8280007310, 11624818023, 8280007309, 11624818024, 8280007308, 11624818025, 267069976, 11624818026, 267069975, 11624818027, 267069974, 11624818028, 267069986, 11624818029, 267069985, 11624818030, 267069984, 11624818031, 267069983, 11624818015, 267069982, 11624818016, 267069981, 11624818017, 267069980, 11624818018, 267069979, 11624818019, 267069978, 11624818020, 2446018280, 267069977]]]","POLYGON ((-71.0942421 42.3584014, -71.0942102 42.3584173, -71.0941737 42.358426, -71.0941352 42.358427, -71.0940979 42.3584202, -71.0940646 42.3584062, -71.0940377 42.3583859, -71.0940323 42.3583782, -71.0940194 42.3583609, -71.094017 42.358353, -71.094011 42.3583332, -71.0940133 42.3583048, -71.094026 42.358278, -71.0940481 42.3582548, -71.0940743 42.3582387, -71.094105 42.3582277, -71.0941384 42.3582226, -71.0941724 42.3582237, -71.0942051 42.3582309, -71.0942344 42.3582437, -71.0942586 42.3582614, -71.0942763 42.358283, -71.0942863 42.3583071, -71.094288 42.3583322, -71.0942815 42.358357, -71.0942669 42.3583797, -71.0942421 42.3584014), (-71.0940803 42.3583755, -71.0940939 42.358384, -71.0941094 42.3583904, -71.0941259 42.3583952, -71.0941436 42.3583976, -71.0941612 42.3583976, -71.0941783 42.3583959, -71.0941954 42.358391, -71.0942105 42.3583843, -71.0942245 42.3583761, -71.0942363 42.3583662, -71.094245 42.3583547, -71.0942508 42.3583421, -71.0942544 42.3583295, -71.0942545 42.3583165, -71.0942515 42.3583034, -71.0942457 42.3582911, -71.0942367 42.3582796, -71.0942258 42.3582695, -71.0942118 42.358261, -71.0941963 42.3582538, -71.0941797 42.3582498, -71.0941621 42.3582474, -71.0941445 42.3582474, -71.0941268 42.3582495, -71.0941102 42.358254, -71.0940946 42.3582603, -71.0940811 42.3582689, -71.0940693 42.3582788, -71.0940606 42.3582902, -71.0940543 42.3583025, -71.0940512 42.3583155, -71.0940516 42.3583281, -71.0940541 42.3583415, -71.0940689 42.3583654, -71.0940803 42.3583755))"
