u,v,key,osmid,lanes,highway,maxspeed,oneway,reversed,length,name,geometry,bridge,service
5081264633,3034560080,0,"[299470376, 299470375]",,service,,False,"[False, True]",95.991,,"LINESTRING (121.4176967 31.146146, 121.41752 31.1460988, 121.4174561 31.1460514, 121.4174433 31.1459675, 121.4176521 31.1454496)",,
5081265667,3034560105,0,521507115,,service,,False,False,29.384,,"LINESTRING (121.4180192 31.146777, 121.418317 31.1468468)",,
5081265667,5081263753,0,521507115,,service,,False,True,50.696,,"LINESTRING (121.4180192 31.146777, 121.4175054 31.1466566)",,
5081265667,6679481312,0,521507331,,service,,False,False,56.636,,"LINESTRING (121.4180192 31.146777, 121.4182035 31.1462927)",,
5081266952,5084971950,0,521507384,,service,,False,False,18.267,,"LINESTRING (121.4186367 31.1481924, 121.4186958 31.1480361)",,
5081269280,5081269281,0,521507414,,footway,,False,False,75.743,,"LINESTRING (121.4194557 31.1482496, 121.4197014 31.1476017)",,
5081269280,5084971948,0,521963759,,footway,,False,False,65.834,,"LINESTRING (121.4194557 31.1482496, 121.420112 31.1484368)",,
5081269280,5084971950,0,521963759,,footway,,False,True,76.113,,"LINESTRING (121.4194557 31.1482496, 121.4186958 31.1480361)",,
5081269281,5081269280,0,521507414,,footway,,False,True,75.743,,"LINESTRING (121.4197014 31.1476017, 121.4194557 31.1482496)",,
5081269281,3034716221,0,521520086,2,residential,20,False,False,76.049,,"LINESTRING (121.4197014 31.1476017, 121.4189419 31.147389)",,
5081269281,6903438536,0,521520086,2,residential,20,False,True,12.223,,"LINESTRING (121.4197014 31.1476017, 121.4198235 31.1476358)",,
5081370665,3034560099,0,521520213,,service,,False,True,74.558,,"LINESTRING (121.4171621 31.1475979, 121.4173954 31.1469578)",,
5081370665,6679482777,0,521963760,,footway,,False,False,77.121,,"LINESTRING (121.4171621 31.1475979, 121.417947 31.1477705)",,
5081370665,6679482778,0,710426494,,residential,,False,False,14.056,,"LINESTRING (121.4171621 31.1475979, 121.4171171 31.1477183)",,
5081377536,3034716243,0,521521461,,service,,False,True,96.305,,"LINESTRING (121.4189279 31.1443674, 121.4193313 31.1435731)",,
5081377536,3034716218,0,299485211,,service,,False,False,112.095,,"LINESTRING (121.4189279 31.1443674, 121.4190062 31.1445099, 121.4190973 31.1446444, 121.4198754 31.1448438)",,
5081377536,3034716231,0,"[299485209, 299485210, 299485211]",,service,,False,True,52.528999999999996,,"LINESTRING (121.4189279 31.1443674, 121.4188779 31.1442534, 121.4188124 31.1441528, 121.4187603 31.1441257, 121.4186586 31.1440928, 121.4185598 31.1440613)",yes,
5084888294,3034560115,0,737361629,,unclassified,,False,False,65.018,勤奋路,"LINESTRING (121.4216421 31.1482889, 121.4209941 31.1481036)",,
5084888294,11215330879,0,737361629,,unclassified,,False,True,7.017,勤奋路,"LINESTRING (121.4216421 31.1482889, 121.4217133 31.1483053)",,
5084888294,5257658195,0,521503243,,service,,False,False,48.959,,"LINESTRING (121.4216421 31.1482889, 121.4215341 31.1485585, 121.4214739 31.148705)",,
5084971947,6903438536,0,521520086,2,residential,20,False,False,54.324,,"LINESTRING (121.4203662 31.1477873, 121.4198235 31.1476358)",,
5084971947,3034560097,0,521520086,2,residential,20,False,True,55.224,,"LINESTRING (121.4203662 31.1477873, 121.4209174 31.1479426)",,
5084971947,5257658205,0,521963758,,footway,,False,False,43.132,,"LINESTRING (121.4203662 31.1477873, 121.4202222 31.1481551)",,
5084971948,5084971949,0,521963758,,footway,,False,False,68.384,,"LINESTRING (121.420112 31.1484368, 121.4207906 31.1486391)",,
5084971948,5257658205,0,521963758,,footway,,False,True,33.033,,"LINESTRING (121.420112 31.1484368, 121.4202222 31.1481551)",,
5084971948,5081269280,0,521963759,,footway,,False,True,65.834,,"LINESTRING (121.420112 31.1484368, 121.4194557 31.1482496)",,
5084971949,5257658204,0,299470385,,service,,False,False,33.829,,"LINESTRING (121.4207906 31.1486391, 121.4209006 31.1483498)",,
5084971949,3034560114,0,299470385,,service,,False,True,19.362,,"LINESTRING (121.4207906 31.1486391, 121.4207277 31.1488047)",,
5084971949,5084971948,0,521963758,,footway,,False,True,68.384,,"LINESTRING (121.4207906 31.1486391, 121.420112 31.1484368)",,
5084971950,5084971952,0,521507384,,service,,False,False,6.695,,"LINESTRING (121.4186958 31.1480361, 121.4187174 31.1479788)",,
5084971950,5081266952,0,521507384,,service,,False,True,18.267,,"LINESTRING (121.4186958 31.1480361, 121.4186367 31.1481924)",,
5084971950,5081269280,0,521963759,,footway,,False,False,76.113,,"LINESTRING (121.4186958 31.1480361, 121.4194557 31.1482496)",,
5084971952,3034716221,0,521507384,,service,,False,False,68.975,,"LINESTRING (121.4187174 31.1479788, 121.4189419 31.147389)",,
5084971952,5084971950,0,521507384,,service,,False,True,6.695,,"LINESTRING (121.4187174 31.1479788, 121.4186958 31.1480361)",,
5084971952,6679482777,0,710426493,,footway,,False,True,76.887,,"LINESTRING (121.4187174 31.1479788, 121.417947 31.1477705)",,
5175766013,5081243743,0,533508625,1,residential,,False,False,196.797,,"LINESTRING (121.4154506 31.1447915, 121.4158905 31.143685, 121.4159978 31.1435977, 121.416207 31.1435885, 121.4164001 31.1435748, 121.4165504 31.1435869)",,
5175769085,3034560108,0,299485213,,unclassified,,False,False,56.632,勤奋路,"LINESTRING (121.4207566 31.1452299, 121.4209422 31.144746)",,
5175769085,3034716166,0,299485213,,unclassified,,False,True,24.589,勤奋路,"LINESTRING (121.4207566 31.1452299, 121.420676 31.14544)",,
5175769085,3034716206,0,"[533508882, 299485205, 299485206, 299485207]",,"['service', 'footway']",,False,False,173.212,,"LINESTRING (121.4207566 31.1452299, 121.42161 31.145453, 121.4218114 31.1449464, 121.4218906 31.1449329, 121.4219946 31.1449116, 121.4221049 31.1449389)",yes,
5175769090,3034716164,0,299470379,,service,,False,False,37.679,,"LINESTRING (121.42294 31.1456797, 121.4228203 31.1460027)",,
5175769090,3034560093,0,299470379,,service,,False,True,46.279,,"LINESTRING (121.42294 31.1456797, 121.4230871 31.145283)",,
5175769090,3034716165,0,533508884,,footway,,False,False,135.187,,"LINESTRING (121.42294 31.1456797, 121.4226308 31.1455947, 121.4220487 31.1454363, 121.4219763 31.1455556, 121.4218637 31.1455441, 121.421791 31.1457168)",,
5257658190,5081232003,0,521503243,,service,,False,False,24.197,,"LINESTRING (121.4214294 31.1488133, 121.4213451 31.1490186)",,
5257658190,5257658195,0,521503243,,service,,False,True,12.765,,"LINESTRING (121.4214294 31.1488133, 121.4214739 31.148705)",,
5257658190,5257658195,1,543888261,,footway,,False,False,68.271,,"LINESTRING (121.4214294 31.1488133, 121.4211867 31.1487425, 121.4211604 31.1487246, 121.4211464 31.1486989, 121.4211522 31.1486646, 121.4211754 31.1486367, 121.4212031 31.1486306, 121.4212286 31.1486324, 121.4214739 31.148705)",,
5257658195,5257658190,0,521503243,,service,,False,False,12.765,,"LINESTRING (121.4214739 31.148705, 121.4214294 31.1488133)",,
5257658195,5257658190,1,543888261,,footway,,False,True,68.271,,"LINESTRING (121.4214739 31.148705, 121.4212286 31.1486324, 121.4212031 31.1486306, 121.4211754 31.1486367, 121.4211522 31.1486646, 121.4211464 31.1486989, 121.4211604 31.1487246, 121.4211867 31.1487425, 121.4214294 31.1488133)",,
5257658195,5084888294,0,521503243,,service,,False,True,48.959,,"LINESTRING (121.4214739 31.148705, 121.4215341 31.1485585, 121.4216421 31.1482889)",,
5257658204,3034560115,0,299470385,,service,,False,False,28.786,,"LINESTRING (121.4209006 31.1483498, 121.4209941 31.1481036)",,
5257658204,5084971949,0,299470385,,service,,False,True,33.829,,"LINESTRING (121.4209006 31.1483498, 121.4207906 31.1486391)",,
5257658204,5257658205,0,543888264,,footway,,False,False,68.093,,"LINESTRING (121.4209006 31.1483498, 121.4202222 31.1481551)",,
5257658205,5084971948,0,521963758,,footway,,False,False,33.033,,"LINESTRING (121.4202222 31.1481551, 121.420112 31.1484368)",,
5257658205,5084971947,0,521963758,,footway,,False,True,43.132,,"LINESTRING (121.4202222 31.1481551, 121.4203662 31.1477873)",,
5257658205,5257658204,0,543888264,,footway,,False,True,68.093,,"LINESTRING (121.4202222 31.1481551, 121.4209006 31.1483498)",,
6679481312,5081264633,0,299470375,,service,,False,True,50.914,,"LINESTRING (121.4182035 31.1462927, 121.4176967 31.146146)",,
6679481312,5081261421,0,521506644,,service,,False,True,71.672,,"LINESTRING (121.4182035 31.1462927, 121.4184206 31.1456755)",,
6679481312,5081265667,0,521507331,,service,,False,True,56.636,,"LINESTRING (121.4182035 31.1462927, 121.4180192 31.146777)",,
6679481312,3034560107,0,710430007,,service,,False,False,72.269,,"LINESTRING (121.4182035 31.1462927, 121.418932 31.1464762)",,
6679481315,11215330885,0,521502214,2,unclassified,20,False,False,50.177,,"LINESTRING (121.4212329 31.1471261, 121.4210741 31.1475564)",,
6679481315,5081199543,0,521502214,2,unclassified,20,False,True,65.43,,"LINESTRING (121.4212329 31.1471261, 121.42144 31.146565)",,
6679481315,3034560077,0,710426490,,service,,False,False,134.492,,"LINESTRING (121.4212329 31.1471261, 121.4225674 31.1475242)",,
6679481315,3034560096,0,710426491,,service,,False,True,109.151,,"LINESTRING (121.4212329 31.1471261, 121.4201503 31.1468019)",,
6679482775,3034716241,0,299485220,,service,,False,False,42.366,,"LINESTRING (121.4208933 31.1435439, 121.4204757 31.1434119)",,
6679482775,5081255539,0,521506062,2,unclassified,30,False,True,125.394,,"LINESTRING (121.4208933 31.1435439, 121.4204376 31.144602)",,
6679482775,7384134250,0,710426489,2,unclassified,30,False,False,46.151,,"LINESTRING (121.4208933 31.1435439, 121.4210592 31.1431539)",,
6679482775,3034716239,0,299485220,,service,,False,True,44.1,,"LINESTRING (121.4208933 31.1435439, 121.4210408 31.1435853, 121.4211678 31.1438256)",,
6679482777,3034560103,0,299470381,,service,,False,True,31.073,,"LINESTRING (121.417947 31.1477705, 121.4178514 31.1480377)",,
6679482777,5081370665,0,521963760,,footway,,False,True,77.121,,"LINESTRING (121.417947 31.1477705, 121.4171621 31.1475979)",,
6679482777,3034560104,0,710426492,,service,,False,False,69.773,,"LINESTRING (121.417947 31.1477705, 121.4181802 31.1471756)",,
6679482777,5084971952,0,710426493,,footway,,False,False,76.887,,"LINESTRING (121.417947 31.1477705, 121.4187174 31.1479788)",,
6679482778,5081370665,0,710426494,,residential,,False,True,14.056,,"LINESTRING (121.4171171 31.1477183, 121.4171621 31.1475979)",,
6679484105,3034716220,0,299485213,,unclassified,,False,False,67.52,勤奋路,"LINESTRING (121.4194439 31.1459769, 121.4192365 31.1465576)",,
6679484105,3034716222,0,299485213,,unclassified,,False,True,46.687,勤奋路,"LINESTRING (121.4194439 31.1459769, 121.4196012 31.1455792)",,
6679484105,3034560095,0,521500250,2,unclassified,30,False,False,92.396,,"LINESTRING (121.4194439 31.1459769, 121.4203619 31.1462474)",,
6679484105,5081261421,0,521500250,2,unclassified,30,False,True,102.99,,"LINESTRING (121.4194439 31.1459769, 121.4184206 31.1456755)",,
6903438536,3034560096,0,299485213,,unclassified,,False,False,97.802,勤奋路,"LINESTRING (121.4198235 31.1476358, 121.4201503 31.1468019)",,
6903438536,5081269281,0,521520086,2,residential,20,False,False,12.223,,"LINESTRING (121.4198235 31.1476358, 121.4197014 31.1476017)",,
6903438536,5084971947,0,521520086,2,residential,20,False,True,54.324,,"LINESTRING (121.4198235 31.1476358, 121.4203662 31.1477873)",,
7384134250,6679482775,0,710426489,2,unclassified,30,False,True,46.151,,"LINESTRING (121.4210592 31.1431539, 121.4208933 31.1435439)",,
7557492070,8833899275,0,299485210,,service,,False,False,94.185,,"LINESTRING (121.4166296 31.1434296, 121.417554 31.1437321)",,
7557492070,5081243743,0,521505413,2,residential,30,False,False,19.046,,"LINESTRING (121.4166296 31.1434296, 121.4165504 31.1435869)",,
7557492070,5081250412,0,521505413,2,residential,30,False,True,205.33,,"LINESTRING (121.4166296 31.1434296, 121.4174832 31.1417337)",,
8833899274,3034716235,0,299485218,,service,,False,False,78.228,,"LINESTRING (121.4173807 31.1442239, 121.418157 31.1444552)",,
8833899274,3034716233,0,299485218,,service,,False,True,6.38,,"LINESTRING (121.4173807 31.1442239, 121.4173174 31.144205)",,
8833899274,8833899275,0,954459066,,service,,False,False,57.119,雪岩路,"LINESTRING (121.4173807 31.1442239, 121.417554 31.1437321)",,
8833899275,3034716231,0,299485210,,service,,False,False,102.481,,"LINESTRING (121.417554 31.1437321, 121.4185598 31.1440613)",,
8833899275,7557492070,0,299485210,,service,,False,True,94.185,,"LINESTRING (121.417554 31.1437321, 121.4166296 31.1434296)",,
8833899275,8833899274,0,954459066,,service,,False,True,57.119,雪岩路,"LINESTRING (121.417554 31.1437321, 121.4173807 31.1442239)",,
11215330879,5084888294,0,737361629,,unclassified,,False,False,7.017,勤奋路,"LINESTRING (121.4217133 31.1483053, 121.4216421 31.1482889)",,
11215330879,3034560077,0,"[521503096, 737361629]",2,"['unclassified', 'residential']",30,False,True,156.864,勤奋路,"LINESTRING (121.4217133 31.1483053, 121.4222005 31.1484435, 121.4225674 31.1475242)",,
11215330879,11215330885,0,1210512808,,service,,False,False,139.639,,"LINESTRING (121.4217133 31.1483053, 121.4218803 31.1479167, 121.4218915 31.1478726, 121.4218825 31.1478285, 121.4218512 31.1477979, 121.4218154 31.1477691, 121.4210741 31.1475564)",,parking_aisle
11215330885,3034560097,0,521502214,2,unclassified,20,False,False,45.459,,"LINESTRING (121.4210741 31.1475564, 121.4209174 31.1479426)",,
11215330885,6679481315,0,521502214,2,unclassified,20,False,True,50.177,,"LINESTRING (121.4210741 31.1475564, 121.4212329 31.1471261)",,
11215330885,11215330879,0,1210512808,,service,,False,True,139.639,,"LINESTRING (121.4210741 31.1475564, 121.4218154 31.1477691, 121.4218512 31.1477979, 121.4218825 31.1478285, 121.4218915 31.1478726, 121.4218803 31.1479167, 121.4217133 31.1483053)",,parking_aisle
