element_type,osmid,nodes,amenity,geometry
way,299485202,"[3034716194, 3034716195, 3034716196, 3034716197, 3034716198, 3034716199, 3034716194]",parking,"POLYGON ((121.4225549 31.1444927, 121.4232428 31.1447024, 121.4234404 31.1442276, 121.4228593 31.1440505, 121.422817 31.1441522, 121.4227101 31.1441197, 121.4225549 31.1444927))"
