element_type,osmid,nodes,name,natural,geometry
way,916831968,"[8515450725, 8515450726, 8515450727, 8515450728, 8515450729, 8515450730, 8515450731, 8515450732, 8515450733, 8515450734, 8515450735, 8515450736, 8515450737, 8515450738, 8515450739, 8515450740, 8515450741, 8515450742, 8515450743, 8515450744, 8515450745, 8515450746, 8515450747, 8515450748, 8515450749, 8515450750, 8515450751, 8515450752, 8515450753, 8515450754, 8515450755, 8515450756, 8515450757, 8515450758, 8515450759, 8515450760, 8515450725]",东华湖,water,"POLYGON ((118.8149854 32.0391719, 118.8150261 32.039196, 118.815205 32.0391891, 118.8153086 32.0391822, 118.8153534 32.0391753, 118.8153737 32.0391099, 118.8153676 32.0390651, 118.8153351 32.0390358, 118.8152883 32.0390237, 118.8152639 32.0389824, 118.8152578 32.0389238, 118.8152741 32.0388704, 118.8153595 32.0388566, 118.8154164 32.0388704, 118.8154387 32.0389272, 118.8154306 32.0390099, 118.8154286 32.039053, 118.8154631 32.039072, 118.8155709 32.0390651, 118.8156318 32.0390582, 118.8156562 32.0390099, 118.815642 32.0389117, 118.8156136 32.0388342, 118.815644 32.0387825, 118.815644 32.0387291, 118.8155749 32.0386825, 118.8154611 32.0386688, 118.8152192 32.0386515, 118.8150058 32.0386636, 118.8149367 32.0386929, 118.8149184 32.038779, 118.8149346 32.0388824, 118.8149671 32.0389307, 118.8149753 32.0389841, 118.8150058 32.0390358, 118.8149875 32.0391047, 118.8149854 32.0391719))"
