u,v,key,osmid,highway,oneway,reversed,length,geometry,name,bridge,lanes,tunnel,service,access
5726340885,5726340889,0,603106013,service,False,False,163.343,"LINESTRING (113.3386888 23.149789, 113.3395363 23.1497841, 113.3396597 23.149715, 113.3399494 23.1497298, 113.3401041 23.1499826)",,,,,,
5726340885,5726340883,0,603106013,service,False,True,131.635,"LINESTRING (113.3386888 23.149789, 113.3389033 23.1502724, 113.3393288 23.1508061)",,,,,,
5726340889,3388065436,0,365995701,residential,False,False,106.774,"LINESTRING (113.3401041 23.1499826, 113.3410163 23.1495151)",珠江南路,,,,,
5726340889,5726340883,0,365995701,residential,False,True,123.29500000000002,"LINESTRING (113.3401041 23.1499826, 113.3398585 23.1501104, 113.3395089 23.1505589, 113.3393288 23.1508061)",珠江南路,,,,,
5726340889,5726340885,0,603106013,service,False,True,163.34300000000002,"LINESTRING (113.3401041 23.1499826, 113.3399494 23.1497298, 113.3396597 23.149715, 113.3395363 23.1497841, 113.3386888 23.149789)",,,,,,
5726340892,5726340913,0,603106015,residential,False,False,29.394,"LINESTRING (113.3364089 23.150011, 113.3361329 23.149937)",,,,,,
5726340892,5726340910,0,603106018,residential,False,True,36.446,"LINESTRING (113.3364089 23.150011, 113.3363975 23.1503386)",,,,,,
5726340892,5726340899,0,603106014,residential,False,True,186.32399999999998,"LINESTRING (113.3364089 23.150011, 113.3368327 23.1498482, 113.3380611 23.1498827, 113.3381935 23.149863)",南山路,,,,,
5726340892,5726340899,1,603106016,residential,False,False,216.948,"LINESTRING (113.3364089 23.150011, 113.3369829 23.1496361, 113.338206 23.1496854, 113.3381935 23.149863)",,,,,,
5726340896,5726340917,0,603106015,residential,False,True,22.235,"LINESTRING (113.3354594 23.1502296, 113.3354132 23.1500342)",,,,,,
5726340896,5726340917,1,603106021,living_street,False,False,95.501,"LINESTRING (113.3354594 23.1502296, 113.3351176 23.150325, 113.3350689 23.1501306, 113.3354132 23.1500342)",,,,,,
5726340896,5726340920,0,603106021,living_street,False,True,50.996,"LINESTRING (113.3354594 23.1502296, 113.3358921 23.1500932, 113.3359259 23.1500713)",,,,,,
5726340899,5726340885,0,603106014,residential,False,True,51.304,"LINESTRING (113.3381935 23.149863, 113.3386888 23.149789)",南山路,,,,,
5726340899,5726340892,0,603106014,residential,False,False,186.324,"LINESTRING (113.3381935 23.149863, 113.3380611 23.1498827, 113.3368327 23.1498482, 113.3364089 23.150011)",南山路,,,,,
5726340899,5726340892,1,603106016,residential,False,True,216.94799999999998,"LINESTRING (113.3381935 23.149863, 113.338206 23.1496854, 113.3369829 23.1496361, 113.3364089 23.150011)",,,,,,
5726340899,5726340912,0,603106017,residential,False,False,92.31,"LINESTRING (113.3381935 23.149863, 113.3378948 23.1500751, 113.3378036 23.1503118, 113.3377922 23.1505436)",南湖西路,,,,,
5726340903,1988787237,0,188255490,residential,False,False,21.422,"LINESTRING (113.3363822 23.1507781, 113.3365917 23.1507753)",,,,,,
5726340903,5726340907,0,188255490,residential,False,True,52.844,"LINESTRING (113.3363822 23.1507781, 113.3358654 23.150785)",,,,,,
5726340903,5726340906,0,603106018,residential,False,False,27.524,"LINESTRING (113.3363822 23.1507781, 113.3363908 23.1505307)",,,,,,
5726340904,5726340907,0,188255490,residential,False,False,36.905,"LINESTRING (113.3355046 23.1507944, 113.3357794 23.1507862, 113.3358654 23.150785)",,,,,,
5726340904,5726340908,0,603106019,living_street,False,False,74.79599999999999,"LINESTRING (113.3355046 23.1507944, 113.3354548 23.1505048, 113.3358673 23.1505162)",,,,,,
5726340906,5726340910,0,603106018,residential,False,False,21.372,"LINESTRING (113.3363908 23.1505307, 113.3363975 23.1503386)",,,,,,
5726340906,5726340903,0,603106018,residential,False,True,27.524,"LINESTRING (113.3363908 23.1505307, 113.3363822 23.1507781)",,,,,,
5726340906,5726340908,0,603106019,living_street,False,True,53.548,"LINESTRING (113.3363908 23.1505307, 113.3358673 23.1505162)",,,,,,
5726340907,5726340903,0,188255490,residential,False,False,52.844,"LINESTRING (113.3358654 23.150785, 113.3363822 23.1507781)",,,,,,
5726340907,5726340908,0,603106020,residential,False,False,29.89,"LINESTRING (113.3358654 23.150785, 113.3358673 23.1505162)",,,,,,
5726340907,5726340904,0,188255490,residential,False,True,36.905,"LINESTRING (113.3358654 23.150785, 113.3357794 23.1507862, 113.3355046 23.1507944)",,,,,,
5726340908,5726340906,0,603106019,living_street,False,False,53.548,"LINESTRING (113.3358673 23.1505162, 113.3363908 23.1505307)",,,,,,
5726340908,5726340907,0,603106020,residential,False,True,29.89,"LINESTRING (113.3358673 23.1505162, 113.3358654 23.150785)",,,,,,
5726340908,5726340904,0,603106019,living_street,False,True,74.79599999999999,"LINESTRING (113.3358673 23.1505162, 113.3354548 23.1505048, 113.3355046 23.1507944)",,,,,,
5726340908,5726340910,0,603106020,residential,False,False,74.353,"LINESTRING (113.3358673 23.1505162, 113.3358565 23.1503453, 113.3363975 23.1503386)",,,,,,
5726340910,5726340892,0,603106018,residential,False,False,36.446,"LINESTRING (113.3363975 23.1503386, 113.3364089 23.150011)",,,,,,
5726340910,5726340906,0,603106018,residential,False,True,21.372,"LINESTRING (113.3363975 23.1503386, 113.3363908 23.1505307)",,,,,,
5726340910,5726340912,0,603106020,residential,False,False,144.54399999999998,"LINESTRING (113.3363975 23.1503386, 113.3373253 23.1504478, 113.3377922 23.1505436)",,,,,,
5726340910,5726340908,0,603106020,residential,False,True,74.353,"LINESTRING (113.3363975 23.1503386, 113.3358565 23.1503453, 113.3358673 23.1505162)",,,,,,
5726340912,3540771083,0,603106017,residential,False,False,52.297000000000004,"LINESTRING (113.3377922 23.1505436, 113.3377875 23.1506374, 113.33795 23.1509829)",南湖西路,,,,,
5726340912,5726340899,0,603106017,residential,False,True,92.31,"LINESTRING (113.3377922 23.1505436, 113.3378036 23.1503118, 113.3378948 23.1500751, 113.3381935 23.149863)",南湖西路,,,,,
5726340912,5726340910,0,603106020,residential,False,True,144.54399999999998,"LINESTRING (113.3377922 23.1505436, 113.3373253 23.1504478, 113.3363975 23.1503386)",,,,,,
5726340913,5726340892,0,603106015,residential,False,True,29.394,"LINESTRING (113.3361329 23.149937, 113.3364089 23.150011)",,,,,,
5726340913,5726340920,0,603106021,living_street,False,False,25.902,"LINESTRING (113.3361329 23.149937, 113.3359259 23.1500713)",,,,,,
5726340913,5726340917,0,603106015,residential,False,False,104.67099999999999,"LINESTRING (113.3361329 23.149937, 113.3358563 23.149863, 113.335572 23.1497791, 113.3353575 23.1498482, 113.3354132 23.1500342)",,,,,,
5726340917,5726340896,0,603106015,residential,False,False,22.235,"LINESTRING (113.3354132 23.1500342, 113.3354594 23.1502296)",,,,,,
5726340917,5726340896,1,603106021,living_street,False,True,95.501,"LINESTRING (113.3354132 23.1500342, 113.3350689 23.1501306, 113.3351176 23.150325, 113.3354594 23.1502296)",,,,,,
5726340917,5726340913,0,603106015,residential,False,True,104.67099999999999,"LINESTRING (113.3354132 23.1500342, 113.3353575 23.1498482, 113.335572 23.1497791, 113.3358563 23.149863, 113.3361329 23.149937)",,,,,,
5726340917,5726340920,0,603106021,living_street,False,False,66.847,"LINESTRING (113.3354132 23.1500342, 113.3357458 23.1499474, 113.335882 23.1499213, 113.3359259 23.1500713)",,,,,,
5726340920,5726340913,0,603106021,living_street,False,True,25.902,"LINESTRING (113.3359259 23.1500713, 113.3361329 23.149937)",,,,,,
5726340920,5726340896,0,603106021,living_street,False,False,50.996,"LINESTRING (113.3359259 23.1500713, 113.3358921 23.1500932, 113.3354594 23.1502296)",,,,,,
5726340920,5726340917,0,603106021,living_street,False,True,66.847,"LINESTRING (113.3359259 23.1500713, 113.335882 23.1499213, 113.3357458 23.1499474, 113.3354132 23.1500342)",,,,,,
5726340921,5726340925,0,188255496,residential,False,False,26.615,"LINESTRING (113.3363656 23.151709, 113.3363562 23.1519482)",漓江路,,,,,
5726340921,5595530635,0,188255496,residential,False,True,75.461,"LINESTRING (113.3363656 23.151709, 113.3363921 23.1510308)",漓江路,,,,,
5726340921,5726340924,0,603106022,living_street,False,False,70.153,"LINESTRING (113.3363656 23.151709, 113.3359298 23.1516714, 113.3358936 23.1518974)",,,,,,
5726340923,5726340936,0,603106022,living_street,False,True,28.3,"LINESTRING (113.3356615 23.153346, 113.3357018 23.1530942)",,,,,,
5726340923,5726340939,0,603106030,residential,False,False,46.813,"LINESTRING (113.3356615 23.153346, 113.3361163 23.1533947)",,,,,,
5726340923,5726340934,0,603106030,residential,False,True,43.952,"LINESTRING (113.3356615 23.153346, 113.3352342 23.1533026)",,,,,,
5726340924,5726340926,0,603106022,living_street,False,False,27.458,"LINESTRING (113.3358936 23.1518974, 113.3358545 23.1521417)",,,,,,
5726340924,5726340925,0,603106023,living_street,False,False,47.632,"LINESTRING (113.3358936 23.1518974, 113.3363562 23.1519482)",,,,,,
5726340924,5726340921,0,603106022,living_street,False,True,70.153,"LINESTRING (113.3358936 23.1518974, 113.3359298 23.1516714, 113.3363656 23.151709)",,,,,,
5726340925,5726340927,0,188255496,residential,False,False,27.961,"LINESTRING (113.3363562 23.1519482, 113.3363464 23.1521995)",漓江路,,,,,
5726340925,5726340921,0,188255496,residential,False,True,26.615,"LINESTRING (113.3363562 23.1519482, 113.3363656 23.151709)",漓江路,,,,,
5726340925,5726340924,0,603106023,living_street,False,True,47.632,"LINESTRING (113.3363562 23.1519482, 113.3358936 23.1518974)",,,,,,
5726340926,5726340928,0,603106022,living_street,False,False,23.761,"LINESTRING (113.3358545 23.1521417, 113.3358206 23.1523531)",,,,,,
5726340926,5726340924,0,603106022,living_street,False,True,27.458,"LINESTRING (113.3358545 23.1521417, 113.3358936 23.1518974)",,,,,,
5726340926,5726340927,0,603106024,living_street,False,False,50.701,"LINESTRING (113.3358545 23.1521417, 113.3363464 23.1521995)",,,,,,
5726340927,5595530638,0,188255496,residential,False,False,14.22,"LINESTRING (113.3363464 23.1521995, 113.3363414 23.1523273)",漓江路,,,,,
5726340927,5726340925,0,188255496,residential,False,True,27.961,"LINESTRING (113.3363464 23.1521995, 113.3363562 23.1519482)",漓江路,,,,,
5726340927,5726340926,0,603106024,living_street,False,True,50.701,"LINESTRING (113.3363464 23.1521995, 113.3358545 23.1521417)",,,,,,
5726340928,5726340930,0,603106022,living_street,False,False,28.369,"LINESTRING (113.3358206 23.1523531, 113.3357801 23.1526055)",,,,,,
5726340928,5726340926,0,603106022,living_street,False,True,23.761,"LINESTRING (113.3358206 23.1523531, 113.3358545 23.1521417)",,,,,,
5726340928,5726340929,0,603106025,living_street,False,False,47.803,"LINESTRING (113.3358206 23.1523531, 113.3362781 23.1524418)",,,,,,
5726340929,5595530638,0,188255496,residential,False,True,14.282,"LINESTRING (113.3362781 23.1524418, 113.3363414 23.1523273)",漓江路,,,,,
5726340929,5726340928,0,603106025,living_street,False,True,47.803,"LINESTRING (113.3362781 23.1524418, 113.3358206 23.1523531)",,,,,,
5726340929,5726340931,0,188255496,residential,False,False,28.250999999999998,"LINESTRING (113.3362781 23.1524418, 113.336218 23.1525505, 113.3362064 23.1526822)",漓江路,,,,,
5726340930,5726340932,0,603106022,living_street,False,False,30.413,"LINESTRING (113.3357801 23.1526055, 113.3357368 23.1528761)",,,,,,
5726340930,5726340928,0,603106022,living_street,False,True,28.369,"LINESTRING (113.3357801 23.1526055, 113.3358206 23.1523531)",,,,,,
5726340930,5726340931,0,603106026,living_street,False,False,44.411,"LINESTRING (113.3357801 23.1526055, 113.3362064 23.1526822)",,,,,,
5726340931,5726340933,0,188255496,residential,False,False,28.291,"LINESTRING (113.3362064 23.1526822, 113.3361841 23.1529358)",漓江路,,,,,
5726340931,5726340930,0,603106026,living_street,False,True,44.411,"LINESTRING (113.3362064 23.1526822, 113.3357801 23.1526055)",,,,,,
5726340931,5726340929,0,188255496,residential,False,True,28.250999999999998,"LINESTRING (113.3362064 23.1526822, 113.336218 23.1525505, 113.3362781 23.1524418)",漓江路,,,,,
5726340932,5726340936,0,603106022,living_street,False,False,24.514,"LINESTRING (113.3357368 23.1528761, 113.3357018 23.1530942)",,,,,,
5726340932,5726340930,0,603106022,living_street,False,True,30.413,"LINESTRING (113.3357368 23.1528761, 113.3357801 23.1526055)",,,,,,
5726340932,5726340933,0,603106027,living_street,False,False,46.211,"LINESTRING (113.3357368 23.1528761, 113.3361841 23.1529358)",,,,,,
5726340933,5726340931,0,188255496,residential,False,True,28.291,"LINESTRING (113.3361841 23.1529358, 113.3362064 23.1526822)",漓江路,,,,,
5726340933,5726340932,0,603106027,living_street,False,True,46.211,"LINESTRING (113.3361841 23.1529358, 113.3357368 23.1528761)",,,,,,
5726340933,5726340937,0,188255496,residential,False,False,23.596,"LINESTRING (113.3361841 23.1529358, 113.3361787 23.1529969, 113.3361618 23.153147)",漓江路,,,,,
5726340934,5726340923,0,603106030,residential,False,False,43.952,"LINESTRING (113.3352342 23.1533026, 113.3356615 23.153346)",,,,,,
5726340934,5726340938,0,603106030,residential,False,True,25.639,"LINESTRING (113.3352342 23.1533026, 113.3349843 23.1532833)",,,,,,
5726340934,5726340936,0,603106029,living_street,False,False,70.931,"LINESTRING (113.3352342 23.1533026, 113.3352739 23.1530622, 113.3357018 23.1530942)",,,,,,
5726340936,5726340923,0,603106022,living_street,False,False,28.3,"LINESTRING (113.3357018 23.1530942, 113.3356615 23.153346)",,,,,,
5726340936,5726340932,0,603106022,living_street,False,True,24.514,"LINESTRING (113.3357018 23.1530942, 113.3357368 23.1528761)",,,,,,
5726340936,5726340937,0,603106029,living_street,False,False,47.395,"LINESTRING (113.3357018 23.1530942, 113.3361618 23.153147)",,,,,,
5726340936,5726340934,0,603106029,living_street,False,True,70.931,"LINESTRING (113.3357018 23.1530942, 113.3352739 23.1530622, 113.3352342 23.1533026)",,,,,,
5726340937,5726340936,0,603106029,living_street,False,True,47.395,"LINESTRING (113.3361618 23.153147, 113.3357018 23.1530942)",,,,,,
5726340937,5726340939,0,188255496,residential,False,False,28.195,"LINESTRING (113.3361618 23.153147, 113.3361388 23.1533523, 113.3361163 23.1533947)",漓江路,,,,,
5726340937,5726340933,0,188255496,residential,False,True,23.596,"LINESTRING (113.3361618 23.153147, 113.3361787 23.1529969, 113.3361841 23.1529358)",漓江路,,,,,
5726340938,5726340934,0,603106030,residential,False,False,25.639,"LINESTRING (113.3349843 23.1532833, 113.3352342 23.1533026)",,,,,,
5726340939,5726340923,0,603106030,residential,False,True,46.813,"LINESTRING (113.3361163 23.1533947, 113.3356615 23.153346)",,,,,,
5726340939,1988787279,0,188255496,residential,False,False,106.125,"LINESTRING (113.3361163 23.1533947, 113.3360238 23.1535695, 113.3361394 23.1541348, 113.3361894 23.1543138)",漓江路,,,,,
5726340939,5726340937,0,188255496,residential,False,True,28.195,"LINESTRING (113.3361163 23.1533947, 113.3361388 23.1533523, 113.3361618 23.153147)",漓江路,,,,,
5726340940,10965007714,0,360053002,residential,False,False,47.048,"LINESTRING (113.3363107 23.152548, 113.3367663 23.1526075)",独秀峰路,,,,,
5726340940,5595530638,0,585541816,residential,False,True,24.741,"LINESTRING (113.3363107 23.152548, 113.3363414 23.1523273)",,,,,,
5726340940,5726340969,0,603106033,living_street,False,False,42.534,"LINESTRING (113.3363107 23.152548, 113.3365632 23.152852)",月亮山路,,,,,
5726340940,5726340967,0,585541816,residential,False,False,54.158,"LINESTRING (113.3363107 23.152548, 113.3362687 23.1528507, 113.3362596 23.1530324)",,,,,,
5726340944,5726340947,0,603106031,living_street,False,False,32.824,"LINESTRING (113.3375199 23.1527293, 113.3374331 23.1530135)",,,,,,
5726340944,5595530649,0,360053002,residential,False,False,68.56700000000001,"LINESTRING (113.3375199 23.1527293, 113.3376392 23.1527402, 113.3381818 23.1526533)",独秀峰路,,,,,
5726340944,5726340971,0,360053002,residential,False,True,44.463,"LINESTRING (113.3375199 23.1527293, 113.3372376 23.1527037, 113.337093 23.152663)",独秀峰路,,,,,
5726340946,5726340948,0,347829655,residential,False,False,29.253,"LINESTRING (113.3382496 23.1531382, 113.338225 23.1528761)",,,,,,
5726340946,5726340954,0,347829655,residential,False,True,64.663,"LINESTRING (113.3382496 23.1531382, 113.338253 23.1532251, 113.3384058 23.1536993)",,,,,,
5726340946,5726340947,0,603106031,living_street,False,True,126.263,"LINESTRING (113.3382496 23.1531382, 113.3373474 23.1532941, 113.3374331 23.1530135)",,,,,,
5726340947,5726340944,0,603106031,living_street,False,True,32.824,"LINESTRING (113.3374331 23.1530135, 113.3375199 23.1527293)",,,,,,
5726340947,5726340948,0,603106032,living_street,False,False,82.392,"LINESTRING (113.3374331 23.1530135, 113.338225 23.1528761)",青秀山路,,,,,
5726340947,5726340946,0,603106031,living_street,False,False,126.263,"LINESTRING (113.3374331 23.1530135, 113.3373474 23.1532941, 113.3382496 23.1531382)",,,,,,
5726340948,5595530649,0,347829655,residential,False,False,25.165,"LINESTRING (113.338225 23.1528761, 113.3381818 23.1526533)",,,,,,
5726340948,5726340946,0,347829655,residential,False,True,29.253,"LINESTRING (113.338225 23.1528761, 113.3382496 23.1531382)",,,,,,
5726340948,5726340949,0,603106032,living_street,False,False,91.854,"LINESTRING (113.338225 23.1528761, 113.3390807 23.1526244)",青秀山路,,,,,
5726340948,5726340947,0,603106032,living_street,False,True,82.392,"LINESTRING (113.338225 23.1528761, 113.3374331 23.1530135)",青秀山路,,,,,
5726340949,5726340948,0,603106032,living_street,False,True,91.854,"LINESTRING (113.3390807 23.1526244, 113.338225 23.1528761)",青秀山路,,,,,
5726340949,9081852764,0,360053002,residential,False,False,80.049,"LINESTRING (113.3390807 23.1526244, 113.3392832 23.1530125, 113.3394137 23.1532759)",独秀峰路,,,,,
5726340949,5595530649,0,360053002,residential,False,True,106.33,"LINESTRING (113.3390807 23.1526244, 113.3390501 23.1525462, 113.3389707 23.1524517, 113.3388119 23.1524775, 113.3385271 23.152559, 113.3381818 23.1526533)",独秀峰路,,,,,
5726340950,5726340964,0,603106033,living_street,False,False,5.084,"LINESTRING (113.3372049 23.1536247, 113.3372533 23.1536352)",月亮山路,,,,,
5726340950,5726340966,0,603106033,living_street,False,True,34.861,"LINESTRING (113.3372049 23.1536247, 113.336998 23.1533755)",月亮山路,,,,,
5726340950,5726340959,0,603106035,living_street,False,True,49.509,"LINESTRING (113.3372049 23.1536247, 113.3367239 23.1536762)",,,,,,
5726340953,5726340954,0,603106034,residential,False,True,19.533,"LINESTRING (113.3382207 23.1537428, 113.3384058 23.1536993)",白石山路,,,,,
5726340953,5726340964,0,603106033,living_street,False,True,114.112,"LINESTRING (113.3382207 23.1537428, 113.3380572 23.1535281, 113.3374524 23.1536784, 113.3372533 23.1536352)",月亮山路,,,,,
5726340953,5726340961,0,603106034,residential,False,False,155.68099999999998,"LINESTRING (113.3382207 23.1537428, 113.3379334 23.1540262, 113.3375552 23.1541679, 113.3371979 23.1541636, 113.3369142 23.1539987)",白石山路,,,,,
5726340954,3646557422,0,347829655,residential,False,True,23.795,"LINESTRING (113.3384058 23.1536993, 113.3384883 23.1538994)",,,,,,
5726340954,5726340953,0,603106034,residential,False,False,19.533,"LINESTRING (113.3384058 23.1536993, 113.3382207 23.1537428)",白石山路,,,,,
5726340954,5726340946,0,347829655,residential,False,False,64.663,"LINESTRING (113.3384058 23.1536993, 113.338253 23.1532251, 113.3382496 23.1531382)",,,,,,
5726340959,5726340950,0,603106035,living_street,False,False,49.509,"LINESTRING (113.3367239 23.1536762, 113.3372049 23.1536247)",,,,,,
5726340959,5726340960,0,603106035,living_street,False,True,49.915,"LINESTRING (113.3367239 23.1536762, 113.3362379 23.1536334)",,,,,,
5726340959,5726340961,0,603106034,residential,False,True,45.370000000000005,"LINESTRING (113.3367239 23.1536762, 113.3367473 23.1539016, 113.3369142 23.1539987)",白石山路,,,,,
5726340960,5726340959,0,603106035,living_street,False,False,49.915,"LINESTRING (113.3362379 23.1536334, 113.3367239 23.1536762)",,,,,,
5726340960,1988787279,0,585541816,residential,False,False,76.055,"LINESTRING (113.3362379 23.1536334, 113.3362361 23.1537964, 113.336224 23.1541664, 113.3361894 23.1543138)",,,,,,
5726340960,5726340965,0,585541816,residential,False,True,32.980999999999995,"LINESTRING (113.3362379 23.1536334, 113.3362402 23.1534226, 113.3362445 23.1533369)",,,,,,
5726340961,5726340959,0,603106034,residential,False,False,45.370000000000005,"LINESTRING (113.3369142 23.1539987, 113.3367473 23.1539016, 113.3367239 23.1536762)",白石山路,,,,,
5726340961,5726340953,0,603106034,residential,False,True,155.681,"LINESTRING (113.3369142 23.1539987, 113.3371979 23.1541636, 113.3375552 23.1541679, 113.3379334 23.1540262, 113.3382207 23.1537428)",白石山路,,,,,
5726340961,5726340964,0,603106036,living_street,False,False,57.483000000000004,"LINESTRING (113.3369142 23.1539987, 113.3369224 23.1539424, 113.3370485 23.153921, 113.3372533 23.1536352)",,,,,,
5726340964,5726340950,0,603106033,living_street,False,True,5.084,"LINESTRING (113.3372533 23.1536352, 113.3372049 23.1536247)",月亮山路,,,,,
5726340964,5726340953,0,603106033,living_street,False,False,114.112,"LINESTRING (113.3372533 23.1536352, 113.3374524 23.1536784, 113.3380572 23.1535281, 113.3382207 23.1537428)",月亮山路,,,,,
5726340964,5726340961,0,603106036,living_street,False,True,57.483000000000004,"LINESTRING (113.3372533 23.1536352, 113.3370485 23.153921, 113.3369224 23.1539424, 113.3369142 23.1539987)",,,,,,
5726340965,5726340967,0,585541816,residential,False,True,33.894,"LINESTRING (113.3362445 23.1533369, 113.3362596 23.1530324)",,,,,,
5726340965,5726340966,0,603106038,living_street,False,False,77.157,"LINESTRING (113.3362445 23.1533369, 113.336998 23.1533755)",,,,,,
5726340965,5726340960,0,585541816,residential,False,False,32.980999999999995,"LINESTRING (113.3362445 23.1533369, 113.3362402 23.1534226, 113.3362379 23.1536334)",,,,,,
5726340966,5726340950,0,603106033,living_street,False,False,34.861,"LINESTRING (113.336998 23.1533755, 113.3372049 23.1536247)",月亮山路,,,,,
5726340966,5726340968,0,603106033,living_street,False,True,40.63,"LINESTRING (113.336998 23.1533755, 113.3367568 23.1530851)",月亮山路,,,,,
5726340966,5726340965,0,603106038,living_street,False,True,77.157,"LINESTRING (113.336998 23.1533755, 113.3362445 23.1533369)",,,,,,
5726340967,5726340965,0,585541816,residential,False,False,33.894,"LINESTRING (113.3362596 23.1530324, 113.3362445 23.1533369)",,,,,,
5726340967,5726340968,0,603106039,living_street,False,False,51.17,"LINESTRING (113.3362596 23.1530324, 113.3367568 23.1530851)",,,,,,
5726340967,5726340940,0,585541816,residential,False,True,54.158,"LINESTRING (113.3362596 23.1530324, 113.3362687 23.1528507, 113.3363107 23.152548)",,,,,,
5726340968,5726340966,0,603106033,living_street,False,False,40.63,"LINESTRING (113.3367568 23.1530851, 113.336998 23.1533755)",月亮山路,,,,,
5726340968,5726340969,0,603106033,living_street,False,True,32.613,"LINESTRING (113.3367568 23.1530851, 113.3365632 23.152852)",月亮山路,,,,,
5726340968,5726340967,0,603106039,living_street,False,True,51.17,"LINESTRING (113.3367568 23.1530851, 113.3362596 23.1530324)",,,,,,
5726340969,5726340968,0,603106033,living_street,False,False,32.613,"LINESTRING (113.3365632 23.152852, 113.3367568 23.1530851)",月亮山路,,,,,
5726340969,5726340940,0,603106033,living_street,False,True,42.534,"LINESTRING (113.3365632 23.152852, 113.3363107 23.152548)",月亮山路,,,,,
5726340969,5726340971,0,603106040,living_street,False,False,71.44800000000001,"LINESTRING (113.3365632 23.152852, 113.3369971 23.1528883, 113.337093 23.152663)",,,,,,
5726340971,5726340944,0,360053002,residential,False,False,44.463,"LINESTRING (113.337093 23.152663, 113.3372376 23.1527037, 113.3375199 23.1527293)",独秀峰路,,,,,
5726340971,10965007714,0,360053002,residential,False,True,34.048,"LINESTRING (113.337093 23.152663, 113.3370088 23.1526392, 113.3367663 23.1526075)",独秀峰路,,,,,
5726340971,5726340969,0,603106040,living_street,False,True,71.44800000000001,"LINESTRING (113.337093 23.152663, 113.3369971 23.1528883, 113.3365632 23.152852)",,,,,,
5726340972,5726340973,0,603106041,living_street,False,False,153.806,"LINESTRING (113.3363634 23.1542925, 113.3375973 23.1550838)",金钟山路,,,,,
5726340972,1988787279,0,603106041,living_street,False,True,17.946,"LINESTRING (113.3363634 23.1542925, 113.3361894 23.1543138)",金钟山路,,,,,
5726340972,5726340975,0,603106042,living_street,False,False,182.367,"LINESTRING (113.3363634 23.1542925, 113.3364813 23.1540869, 113.3377563 23.1548661)",大瑶山路,,,,,
5726340973,5726340977,0,365982010,residential,False,False,28.076,"LINESTRING (113.3375973 23.1550838, 113.3374437 23.1552931)",鱼峰山路,,,,,
5726340973,5726340975,0,365982010,residential,False,True,29.159,"LINESTRING (113.3375973 23.1550838, 113.3377563 23.1548661)",鱼峰山路,,,,,
5726340973,5726340976,0,603106041,living_street,False,False,83.135,"LINESTRING (113.3375973 23.1550838, 113.3382517 23.1555276)",金钟山路,,,,,
5726340973,5726340972,0,603106041,living_street,False,True,153.806,"LINESTRING (113.3375973 23.1550838, 113.3363634 23.1542925)",金钟山路,,,,,
5726340975,5726340973,0,365982010,residential,False,False,29.159,"LINESTRING (113.3377563 23.1548661, 113.3375973 23.1550838)",鱼峰山路,,,,,
5726340975,5726340978,0,365982010,residential,False,True,42.124,"LINESTRING (113.3377563 23.1548661, 113.337986 23.1545516)",鱼峰山路,,,,,
5726340975,5726340972,0,603106042,living_street,False,True,182.367,"LINESTRING (113.3377563 23.1548661, 113.3364813 23.1540869, 113.3363634 23.1542925)",大瑶山路,,,,,
5726340976,9088568562,0,316797584,residential,False,False,11.547,"LINESTRING (113.3382517 23.1555276, 113.3383276 23.1554507)",,,,,,
5726340976,3699771260,0,316797584,residential,False,True,26.615,"LINESTRING (113.3382517 23.1555276, 113.3380825 23.1557095)",,,,,,
5726340976,5726340973,0,603106041,living_street,False,True,83.135,"LINESTRING (113.3382517 23.1555276, 113.3375973 23.1550838)",金钟山路,,,,,
5726340977,3699771260,0,365982010,residential,False,False,80.057,"LINESTRING (113.3374437 23.1552931, 113.3380825 23.1557095)",鱼峰山路,,,,,
5726340977,5726340973,0,365982010,residential,False,True,28.076,"LINESTRING (113.3374437 23.1552931, 113.3375973 23.1550838)",鱼峰山路,,,,,
5726340977,5572506755,0,365982011,residential,False,False,70.806,"LINESTRING (113.3374437 23.1552931, 113.3368508 23.154964)",大明山路,,,,,
5726340977,5572506756,0,582746741,footway,False,True,38.387,"LINESTRING (113.3374437 23.1552931, 113.3372331 23.1555789)",,,,,,
5726340978,5726340975,0,365982010,residential,False,False,42.124,"LINESTRING (113.337986 23.1545516, 113.3377563 23.1548661)",鱼峰山路,,,,,
5726340978,5726340980,0,365982010,residential,False,True,30.708,"LINESTRING (113.337986 23.1545516, 113.3381534 23.1543223)",鱼峰山路,,,,,
5726340978,5726340979,0,603106043,residential,False,False,91.857,"LINESTRING (113.337986 23.1545516, 113.3387177 23.155031)",,,,,,
5726340979,3540772399,0,316797584,residential,False,False,15.741,"LINESTRING (113.3387177 23.155031, 113.3388218 23.1549267)",,,,,,
5726340979,5726340978,0,603106043,residential,False,True,91.857,"LINESTRING (113.3387177 23.155031, 113.337986 23.1545516)",,,,,,
5726340979,9088568562,0,316797584,residential,False,True,61.396,"LINESTRING (113.3387177 23.155031, 113.3386587 23.15509, 113.3383276 23.1554507)",,,,,,
5726340980,5726340978,0,365982010,residential,False,False,30.708,"LINESTRING (113.3381534 23.1543223, 113.337986 23.1545516)",鱼峰山路,,,,,
5726340980,3646557422,0,365982010,residential,False,True,58.169,"LINESTRING (113.3381534 23.1543223, 113.3384883 23.1538994)",鱼峰山路,,,,,
5726340980,5726340981,0,603106044,residential,False,False,67.031,"LINESTRING (113.3381534 23.1543223, 113.3387106 23.15464)",,,,,,
