osmid,y,x,street_count,geometry
829477007,31.2781017,121.4785987,3,POINT (121.4785987 31.2781017)
8982494049,31.2805108,121.479264,1,POINT (121.479264 31.2805108)
8982494064,31.2800618,121.4792614,3,POINT (121.4792614 31.2800618)
8982494075,31.2796438,121.4771433,1,POINT (121.4771433 31.2796438)
8982494078,31.2773147,121.4783703,3,POINT (121.4783703 31.2773147)
9687592415,31.2783708,121.4785541,3,POINT (121.4785541 31.2783708)
9687592418,31.2791084,121.4786218,3,POINT (121.4786218 31.2791084)
9687592420,31.278221,121.4779651,3,POINT (121.4779651 31.278221)
9687592422,31.2781792,121.4784792,3,POINT (121.4784792 31.2781792)
9687592430,31.2794266,121.4777708,3,POINT (121.4777708 31.2794266)
9687592440,31.2788476,121.4774659,4,POINT (121.4774659 31.2788476)
9687592442,31.2785578,121.4784983,3,POINT (121.4784983 31.2785578)
9808677176,31.2799738,121.4786194,3,POINT (121.4786194 31.2799738)
9808677181,31.2790832,121.4786891,3,POINT (121.4786891 31.2790832)
9809241581,31.2776023,121.4784538,3,POINT (121.4784538 31.2776023)
9809241582,31.2776875,121.4793369,1,POINT (121.4793369 31.2776875)
9809241583,31.2776362,121.4788044,3,POINT (121.4788044 31.2776362)
9809241585,31.2774161,121.4792446,1,POINT (121.4792446 31.2774161)
9809241594,31.2792836,121.4781532,3,POINT (121.4781532 31.2792836)
9809241595,31.2789161,121.4779952,3,POINT (121.4779952 31.2789161)
9809241596,31.2787981,121.4783184,1,POINT (121.4783184 31.2787981)
9809241597,31.2790376,121.4776599,1,POINT (121.4776599 31.2790376)
11200049804,31.280671,121.4782357,1,POINT (121.4782357 31.280671)
