u,v,key,osmid,name,highway,access,oneway,reversed,length,geometry,maxspeed
3051268037,3051268047,0,301016476,,footway,,False,True,46.027,"LINESTRING (113.2902271 23.0950597, 113.2903348 23.0954616)",
3051268037,3051268049,0,301016424,,footway,,False,False,86.495,"LINESTRING (113.2902271 23.0950597, 113.2898365 23.0951505, 113.2899274 23.0955491)",
3051268037,3051268042,0,301016424,,footway,,False,True,70.446,"LINESTRING (113.2902271 23.0950597, 113.2905117 23.0949935, 113.2906368 23.095004, 113.2906625 23.095101, 113.2907006 23.0952449)",
3051268042,3051268045,0,301016424,,footway,,False,True,14.958,"LINESTRING (113.2907006 23.0952449, 113.2907352 23.0953756)",
3051268042,3051268037,0,301016424,,footway,,False,False,70.446,"LINESTRING (113.2907006 23.0952449, 113.2906625 23.095101, 113.2906368 23.095004, 113.2905117 23.0949935, 113.2902271 23.0950597)",
3051268042,3051265332,0,301016493,,footway,,False,False,130.361,"LINESTRING (113.2907006 23.0952449, 113.2912169 23.0951352, 113.2919424 23.094981)",
3051268044,3051268046,0,301016437,,footway,,False,True,123.948,"LINESTRING (113.2920383 23.0953728, 113.2932463 23.0954611)",
3051268044,3050560129,0,539998327,逸仙路,unclassified,permissive,False,False,33.272,"LINESTRING (113.2920383 23.0953728, 113.2921098 23.0956647)",
3051268044,3051265332,0,539998327,逸仙路,unclassified,permissive,False,True,44.657,"LINESTRING (113.2920383 23.0953728, 113.2919424 23.094981)",
3051268045,3051268042,0,301016424,,footway,,False,False,14.958,"LINESTRING (113.2907352 23.0953756, 113.2907006 23.0952449)",
3051268045,3051268057,0,301016424,,footway,,False,True,60.607,"LINESTRING (113.2907352 23.0953756, 113.2908753 23.0959052)",
3051268045,3051268047,0,301016491,,footway,,False,True,42.056,"LINESTRING (113.2907352 23.0953756, 113.2903348 23.0954616)",
3051268046,3051268044,0,301016437,,footway,,False,False,123.948,"LINESTRING (113.2932463 23.0954611, 113.2920383 23.0953728)",
3051268046,3051268036,0,301016499,,footway,,False,False,45.797,"LINESTRING (113.2932463 23.0954611, 113.2932542 23.0950493)",
3051268046,3051268052,0,301016499,,footway,,False,True,42.294,"LINESTRING (113.2932463 23.0954611, 113.293239 23.0958414)",
3051268047,3051268037,0,301016476,,footway,,False,False,46.027,"LINESTRING (113.2903348 23.0954616, 113.2902271 23.0950597)",
3051268047,3051268048,0,301016476,,footway,,False,True,9.126,"LINESTRING (113.2903348 23.0954616, 113.2903561 23.0955413)",
3051268047,3051268045,0,301016491,,footway,,False,False,42.056,"LINESTRING (113.2903348 23.0954616, 113.2907352 23.0953756)",
3051268047,3051268049,0,301016491,,footway,,False,True,42.791,"LINESTRING (113.2903348 23.0954616, 113.2899274 23.0955491)",
3051268048,3051268047,0,301016476,,footway,,False,False,9.126,"LINESTRING (113.2903561 23.0955413, 113.2903348 23.0954616)",
3051268049,3051268060,0,301016424,,footway,,False,False,58.822,"LINESTRING (113.2899274 23.0955491, 113.2900456 23.0960668)",
3051268049,3051268047,0,301016491,,footway,,False,False,42.791,"LINESTRING (113.2899274 23.0955491, 113.2903348 23.0954616)",
3051268049,3051268037,0,301016424,,footway,,False,True,86.495,"LINESTRING (113.2899274 23.0955491, 113.2898365 23.0951505, 113.2902271 23.0950597)",
3051268051,3051268064,0,301016505,,footway,,False,True,73.688,"LINESTRING (113.2867473 23.0957335, 113.2869145 23.0963781)",
3051268051,3051268054,0,301016544,园南路,service,permissive,False,True,69.201,"LINESTRING (113.2867473 23.0957335, 113.2860799 23.0958356)",
3051268051,3051268055,0,301016544,园南路,service,permissive,False,False,198.417,"LINESTRING (113.2867473 23.0957335, 113.2870326 23.0956724, 113.2886638 23.0958814)",
3051268052,3051268059,0,301016450,,footway,,False,True,108.369,"LINESTRING (113.293239 23.0958414, 113.2922035 23.0960477)",
3051268052,3051268046,0,301016499,,footway,,False,False,42.294,"LINESTRING (113.293239 23.0958414, 113.2932463 23.0954611)",
3051268052,3050561833,0,300949476,,footway,,False,True,171.171,"LINESTRING (113.293239 23.0958414, 113.2932428 23.0959042, 113.2937169 23.0959216, 113.2936903 23.0963758, 113.2935983 23.096586, 113.2935426 23.0969409)",
3051268053,3050561840,0,300949478,,footway,,False,True,157.633,"LINESTRING (113.2910419 23.0958728, 113.2913876 23.0972543)",
3051268053,3050560129,0,301016544,园南路,service,permissive,False,False,111.652,"LINESTRING (113.2910419 23.0958728, 113.2921098 23.0956647)",
3051268053,3051268057,0,301016544,园南路,service,permissive,False,True,17.417,"LINESTRING (113.2910419 23.0958728, 113.2908753 23.0959052)",
3051268054,3051268051,0,301016544,园南路,service,permissive,False,False,69.201,"LINESTRING (113.2860799 23.0958356, 113.2867473 23.0957335)",
3051268054,3051268067,0,301016545,园西路,service,permissive,False,True,77.535,"LINESTRING (113.2860799 23.0958356, 113.2862713 23.0965103)",
3051268054,3051268098,0,301016536,,footway,,False,False,291.544,"LINESTRING (113.2860799 23.0958356, 113.2847902 23.0961694, 113.2847709 23.0974993, 113.2848355 23.0975023)",
3051268055,3051268061,0,301016507,,footway,,False,True,23.56,"LINESTRING (113.2886638 23.0958814, 113.288585 23.0960805)",
3051268055,3050560130,0,301016544,园南路,service,permissive,False,False,92.356,"LINESTRING (113.2886638 23.0958814, 113.28951 23.0961712)",
3051268055,3051268051,0,301016544,园南路,service,permissive,False,True,198.417,"LINESTRING (113.2886638 23.0958814, 113.2870326 23.0956724, 113.2867473 23.0957335)",
3051268057,3051268045,0,301016424,,footway,,False,False,60.607,"LINESTRING (113.2908753 23.0959052, 113.2907352 23.0953756)",
3051268057,3051268053,0,301016544,园南路,service,permissive,False,False,17.417,"LINESTRING (113.2908753 23.0959052, 113.2910419 23.0958728)",
3051268057,3051268060,0,301016544,园南路,service,permissive,False,True,86.745,"LINESTRING (113.2908753 23.0959052, 113.2900456 23.0960668)",
3051268059,3051268052,0,301016450,,footway,,False,False,108.369,"LINESTRING (113.2922035 23.0960477, 113.293239 23.0958414)",
3051268059,3051268062,0,539998327,逸仙路,unclassified,permissive,False,False,12.491,"LINESTRING (113.2922035 23.0960477, 113.2922303 23.0961573)",
3051268059,3050560129,0,539998327,逸仙路,unclassified,permissive,False,True,43.653,"LINESTRING (113.2922035 23.0960477, 113.2921098 23.0956647)",
3051268060,3051268049,0,301016424,,footway,,False,True,58.822,"LINESTRING (113.2900456 23.0960668, 113.2899274 23.0955491)",
3051268060,3051268057,0,301016544,园南路,service,permissive,False,False,86.745,"LINESTRING (113.2900456 23.0960668, 113.2908753 23.0959052)",
3051268060,3050560130,0,301016544,园南路,service,permissive,False,True,55.999,"LINESTRING (113.2900456 23.0960668, 113.28951 23.0961712)",
3051268061,3051268066,0,301016446,,footway,,False,False,100.876,"LINESTRING (113.288585 23.0960805, 113.2894831 23.0964554)",
3051268061,3051268055,0,301016507,,footway,,False,False,23.56,"LINESTRING (113.288585 23.0960805, 113.2886638 23.0958814)",
3051268061,3051268068,0,301016507,,footway,,False,True,52.069,"LINESTRING (113.288585 23.0960805, 113.2884123 23.096521)",
3051268062,2164964728,0,539998327,逸仙路,unclassified,permissive,False,False,111.061,"LINESTRING (113.2922303 23.0961573, 113.2924688 23.0971317)",
3051268062,3051268059,0,539998327,逸仙路,unclassified,permissive,False,True,12.491,"LINESTRING (113.2922303 23.0961573, 113.2922035 23.0960477)",
3051268062,3051268085,0,301016492,,footway,,False,True,120.309,"LINESTRING (113.2922303 23.0961573, 113.2920327 23.0964206, 113.2921996 23.097167)",
3051268064,3051268067,0,301016459,,footway,,False,True,67.41,"LINESTRING (113.2869145 23.0963781, 113.2862713 23.0965103)",
3051268064,3051268051,0,301016505,,footway,,False,False,73.688,"LINESTRING (113.2869145 23.0963781, 113.2867473 23.0957335)",
3051268064,3051268070,0,301016505,,footway,,False,True,33.315,"LINESTRING (113.2869145 23.0963781, 113.2869955 23.0966683)",
3051268066,3050560130,0,301016430,,service,permissive,False,False,31.721,"LINESTRING (113.2894831 23.0964554, 113.28951 23.0961712)",
3051268066,3051268079,0,301016430,,service,permissive,False,True,57.415,"LINESTRING (113.2894831 23.0964554, 113.2894344 23.0969698)",
3051268066,3051268061,0,301016446,,footway,,False,True,100.876,"LINESTRING (113.2894831 23.0964554, 113.288585 23.0960805)",
3051268067,3051268064,0,301016459,,footway,,False,False,67.41,"LINESTRING (113.2862713 23.0965103, 113.2869145 23.0963781)",
3051268067,3051268054,0,301016545,园西路,service,permissive,False,False,77.535,"LINESTRING (113.2862713 23.0965103, 113.2860799 23.0958356)",
3051268067,3051268094,0,301016545,园西路,service,permissive,False,True,105.721,"LINESTRING (113.2862713 23.0965103, 113.2865228 23.0974325)",
3051268068,3051268061,0,301016507,,footway,,False,False,52.069,"LINESTRING (113.2884123 23.096521, 113.288585 23.0960805)",
3051268068,3051268079,0,301016507,,footway,,False,True,115.843,"LINESTRING (113.2884123 23.096521, 113.2894344 23.0969698)",
3051268068,3051268071,0,301016539,,footway,,False,False,23.111,"LINESTRING (113.2884123 23.096521, 113.2883227 23.0967118)",
3051268069,3051268078,0,301016512,,footway,,False,True,204.007,"LINESTRING (113.2974527 23.0966696, 113.2966461 23.0967066, 113.2964737 23.0968622, 113.2955311 23.0969294)",
3051268070,3051268077,0,301016427,,footway,,False,True,68.938,"LINESTRING (113.2869955 23.0966683, 113.28761 23.096923)",
3051268070,3051268064,0,301016505,,footway,,False,False,33.315,"LINESTRING (113.2869955 23.0966683, 113.2869145 23.0963781)",
3051268070,3051268122,0,301016505,,footway,,False,True,149.965,"LINESTRING (113.2869955 23.0966683, 113.2873069 23.0979862)",
3051268071,3051268088,0,301016464,,footway,,False,False,124.587,"LINESTRING (113.2883227 23.0967118, 113.2894178 23.0972024)",
3051268071,3051268074,0,301016539,,footway,,False,False,13.071,"LINESTRING (113.2883227 23.0967118, 113.288272 23.0968197)",
3051268071,3051268068,0,301016539,,footway,,False,True,23.111,"LINESTRING (113.2883227 23.0967118, 113.2884123 23.096521)",
3051268073,3051268105,0,301016519,,footway,,False,True,89.702,"LINESTRING (113.2977277 23.0967849, 113.2978234 23.0971767, 113.2978298 23.0975818)",
3051268074,3051268077,0,301016467,,footway,,False,True,68.678,"LINESTRING (113.288272 23.0968197, 113.28761 23.096923)",
3051268074,3051268071,0,301016539,,footway,,False,True,13.071,"LINESTRING (113.288272 23.0968197, 113.2883227 23.0967118)",
3051268074,3051268089,0,301016539,,footway,,False,False,50.81999999999999,"LINESTRING (113.288272 23.0968197, 113.2881182 23.0971472, 113.2881349 23.0972463)",
3051268075,3051268078,0,301016527,,footway,,False,True,8.71,"LINESTRING (113.295518 23.096852, 113.2955311 23.0969294)",
3051268077,3051268070,0,301016427,,footway,,False,False,68.938,"LINESTRING (113.28761 23.096923, 113.2869955 23.0966683)",
3051268077,3051268091,0,301016427,,footway,,False,True,42.828,"LINESTRING (113.28761 23.096923, 113.2876728 23.0973038)",
3051268077,3051268074,0,301016467,,footway,,False,False,68.678,"LINESTRING (113.28761 23.096923, 113.288272 23.0968197)",
3051268078,3051268075,0,301016527,,footway,,False,False,8.71,"LINESTRING (113.2955311 23.0969294, 113.295518 23.096852)",
3051268078,3051268069,0,301016512,,footway,,False,False,204.007,"LINESTRING (113.2955311 23.0969294, 113.2964737 23.0968622, 113.2966461 23.0967066, 113.2974527 23.0966696)",
3051268078,3051268093,0,301016527,,footway,,False,True,117.357,"LINESTRING (113.2955311 23.0969294, 113.2955485 23.0970325, 113.2956635 23.0970637, 113.2957143 23.0972722, 113.2950373 23.0973463)",
3051268079,3051268066,0,301016430,,service,permissive,False,False,57.415,"LINESTRING (113.2894344 23.0969698, 113.2894831 23.0964554)",
3051268079,3050561834,0,301016430,,service,permissive,False,True,8.371,"LINESTRING (113.2894344 23.0969698, 113.2894273 23.0970448)",
3051268079,3051268068,0,301016507,,footway,,False,False,115.843,"LINESTRING (113.2894344 23.0969698, 113.2884123 23.096521)",
3051268080,3050561833,0,301016494,,footway,,False,True,68.016,"LINESTRING (113.2942057 23.0969869, 113.2935426 23.0969409)",
3051268083,3051268093,0,301016522,,footway,,False,True,38.894,"LINESTRING (113.2952171 23.0970768, 113.2950481 23.0971879, 113.2950373 23.0973463)",
3051268085,3050561837,0,300949481,,footway,,False,True,8.536,"LINESTRING (113.2921996 23.097167, 113.2922824 23.0971574)",
3051268085,3050561840,0,300949481,,footway,,False,False,83.622,"LINESTRING (113.2921996 23.097167, 113.2917956 23.0972139, 113.2913876 23.0972543)",
3051268085,3051268062,0,301016492,,footway,,False,False,120.309,"LINESTRING (113.2921996 23.097167, 113.2920327 23.0964206, 113.2922303 23.0961573)",
3051268088,3050561834,0,301016430,,service,permissive,False,False,17.551,"LINESTRING (113.2894178 23.0972024, 113.2894273 23.0970448)",
3051268088,3051268071,0,301016464,,footway,,False,True,124.587,"LINESTRING (113.2894178 23.0972024, 113.2883227 23.0967118)",
3051268088,3051268123,0,301016430,,service,permissive,False,True,89.512,"LINESTRING (113.2894178 23.0972024, 113.2893997 23.0975014, 113.2892736 23.0979146, 113.2892527 23.0979885)",
3051268089,3051268091,0,301016443,,footway,,False,True,47.695,"LINESTRING (113.2881349 23.0972463, 113.2876728 23.0973038)",
3051268089,3051268095,0,301016539,,footway,,False,False,22.82,"LINESTRING (113.2881349 23.0972463, 113.2881691 23.0974491)",
3051268089,3051268074,0,301016539,,footway,,False,True,50.81999999999999,"LINESTRING (113.2881349 23.0972463, 113.2881182 23.0971472, 113.288272 23.0968197)",
3051268091,3051268077,0,301016427,,footway,,False,False,42.828,"LINESTRING (113.2876728 23.0973038, 113.28761 23.096923)",
3051268091,3051268100,0,301016427,,footway,,False,True,23.315,"LINESTRING (113.2876728 23.0973038, 113.287707 23.0975111)",
3051268091,3051268089,0,301016443,,footway,,False,False,47.695,"LINESTRING (113.2876728 23.0973038, 113.2881349 23.0972463)",
3051268093,3051268113,0,301016522,,footway,,False,True,43.374,"LINESTRING (113.2950373 23.0973463, 113.2950106 23.0977356)",
3051268093,3051268083,0,301016522,,footway,,False,False,38.894,"LINESTRING (113.2950373 23.0973463, 113.2950481 23.0971879, 113.2952171 23.0970768)",
3051268093,3051268078,0,301016527,,footway,,False,False,117.35700000000001,"LINESTRING (113.2950373 23.0973463, 113.2957143 23.0972722, 113.2956635 23.0970637, 113.2955485 23.0970325, 113.2955311 23.0969294)",
3051268094,3051268107,0,301016436,,footway,,False,False,78.423,"LINESTRING (113.2865228 23.0974325, 113.285777 23.0975962)",
3051268094,3051268067,0,301016545,园西路,service,permissive,False,False,105.721,"LINESTRING (113.2865228 23.0974325, 113.2862713 23.0965103)",
3051268094,3051268127,0,301016545,园西路,service,permissive,False,True,70.916,"LINESTRING (113.2865228 23.0974325, 113.2866915 23.0980511)",
3051268095,3051268100,0,301016447,,footway,,False,True,47.764,"LINESTRING (113.2881691 23.0974491, 113.287707 23.0975111)",
3051268095,3051268101,0,301016539,,footway,,False,False,9.575,"LINESTRING (113.2881691 23.0974491, 113.2881834 23.0975342)",
3051268095,3051268089,0,301016539,,footway,,False,True,22.82,"LINESTRING (113.2881691 23.0974491, 113.2881349 23.0972463)",
3051268097,3050561840,0,300949478,,footway,,False,False,28.503,"LINESTRING (113.2914589 23.0975021, 113.2913876 23.0972543)",
3051268097,8694878738,0,300949478,,footway,,False,True,60.985,"LINESTRING (113.2914589 23.0975021, 113.291565 23.0980418)",
3051268097,3051268104,0,301016444,,footway,,False,True,49.457,"LINESTRING (113.2914589 23.0975021, 113.2909828 23.0975798)",
3051268098,3051268120,0,301016535,,footway,,False,False,77.19800000000001,"LINESTRING (113.2848355 23.0975023, 113.2849219 23.097684, 113.2850376 23.0977697, 113.2853958 23.097913)",
3051268098,3051268120,1,301016536,,footway,,False,False,87.64699999999999,"LINESTRING (113.2848355 23.0975023, 113.2849605 23.0975082, 113.2852271 23.0975347, 113.2853058 23.097585, 113.2853958 23.097913)",
3051268098,3051268054,0,301016536,,footway,,False,True,291.544,"LINESTRING (113.2848355 23.0975023, 113.2847709 23.0974993, 113.2847902 23.0961694, 113.2860799 23.0958356)",
3051268100,3051268091,0,301016427,,footway,,False,False,23.315,"LINESTRING (113.287707 23.0975111, 113.2876728 23.0973038)",
3051268100,3051268112,0,301016427,,footway,,False,True,22.966,"LINESTRING (113.287707 23.0975111, 113.2877407 23.0977153)",
3051268100,3051268095,0,301016447,,footway,,False,False,47.764,"LINESTRING (113.287707 23.0975111, 113.2881691 23.0974491)",
3051268101,3051268123,0,301016456,,footway,,False,False,120.472,"LINESTRING (113.2881834 23.0975342, 113.2892527 23.0979885)",
3051268101,3051268110,0,301016539,,footway,,False,False,13.829,"LINESTRING (113.2881834 23.0975342, 113.2882041 23.0976571)",
3051268101,3051268095,0,301016539,,footway,,False,True,9.575,"LINESTRING (113.2881834 23.0975342, 113.2881691 23.0974491)",
3051268103,3050561845,0,300949482,逸仙路,unclassified,permissive,False,False,107.988,"LINESTRING (113.2928073 23.0975587, 113.2930176 23.0985104)",
3051268103,3050561835,0,300949482,逸仙路,unclassified,permissive,False,True,52.468,"LINESTRING (113.2928073 23.0975587, 113.2927051 23.0970963)",
3051268103,3051268109,0,301016477,,footway,,False,False,68.368,"LINESTRING (113.2928073 23.0975587, 113.2934732 23.0976121)",
3051268104,3051268097,0,301016444,,footway,,False,False,49.457,"LINESTRING (113.2909828 23.0975798, 113.2914589 23.0975021)",
3051268104,3050561838,0,301016475,,footway,,False,False,43.105,"LINESTRING (113.2909828 23.0975798, 113.2909068 23.0971985)",
3051268104,3051268132,0,301016475,,footway,,False,True,61.937,"LINESTRING (113.2909828 23.0975798, 113.2910919 23.0981277)",
3051268105,3051268108,0,301016451,,footway,,False,True,66.668,"LINESTRING (113.2978298 23.0975818, 113.2984812 23.0976031)",
3051268105,3051268115,0,301016519,,footway,,False,True,24.465,"LINESTRING (113.2978298 23.0975818, 113.297833 23.0978018)",
3051268105,3051268073,0,301016519,,footway,,False,False,89.702,"LINESTRING (113.2978298 23.0975818, 113.2978234 23.0971767, 113.2977277 23.0967849)",
3051268107,3051268094,0,301016436,,footway,,False,True,78.423,"LINESTRING (113.285777 23.0975962, 113.2865228 23.0974325)",
3051268108,3051268105,0,301016451,,footway,,False,False,66.668,"LINESTRING (113.2984812 23.0976031, 113.2978298 23.0975818)",
3051268108,3051268116,0,301016542,园东路,unclassified,permissive,False,False,23.977,"LINESTRING (113.2984812 23.0976031, 113.2984607 23.0978179)",30
3051268109,3051268113,0,301016477,,footway,,False,False,157.846,"LINESTRING (113.2934732 23.0976121, 113.2950106 23.0977356)",
3051268109,3051268103,0,301016477,,footway,,False,True,68.368,"LINESTRING (113.2934732 23.0976121, 113.2928073 23.0975587)",
3051268109,3050561833,0,301016494,,footway,,False,False,74.971,"LINESTRING (113.2934732 23.0976121, 113.2935426 23.0969409)",
3051268110,3051268112,0,301016445,,footway,,False,True,47.837,"LINESTRING (113.2882041 23.0976571, 113.2877407 23.0977153)",
3051268110,3051268119,0,301016539,,footway,,False,False,25.925,"LINESTRING (113.2882041 23.0976571, 113.2882429 23.0978875)",
3051268110,3051268101,0,301016539,,footway,,False,True,13.829,"LINESTRING (113.2882041 23.0976571, 113.2881834 23.0975342)",
3051268112,3051268100,0,301016427,,footway,,False,False,22.966,"LINESTRING (113.2877407 23.0977153, 113.287707 23.0975111)",
3051268112,3051268121,0,301016427,,footway,,False,True,24.889,"LINESTRING (113.2877407 23.0977153, 113.2877772 23.0979366)",
3051268112,3051268110,0,301016445,,footway,,False,False,47.837,"LINESTRING (113.2877407 23.0977153, 113.2882041 23.0976571)",
3051268113,3051268109,0,301016477,,footway,,False,True,157.846,"LINESTRING (113.2950106 23.0977356, 113.2934732 23.0976121)",
3051268113,3051268093,0,301016522,,footway,,False,False,43.374,"LINESTRING (113.2950106 23.0977356, 113.2950373 23.0973463)",
3051268113,3051268253,0,301016522,,footway,,False,True,86.284,"LINESTRING (113.2950106 23.0977356, 113.2949784 23.098511)",
3051268115,3051268116,0,301016466,,footway,,False,False,64.227,"LINESTRING (113.297833 23.0978018, 113.2984607 23.0978179)",
3051268115,3051268105,0,301016519,,footway,,False,False,24.465,"LINESTRING (113.297833 23.0978018, 113.2978298 23.0975818)",
3051268115,3051268130,0,301016519,,footway,,False,True,36.905,"LINESTRING (113.297833 23.0978018, 113.2977319 23.0981204)",
3051268116,3051268115,0,301016466,,footway,,False,True,64.227,"LINESTRING (113.2984607 23.0978179, 113.297833 23.0978018)",
3051268116,3051268124,0,301016542,园东路,unclassified,permissive,False,False,19.254,"LINESTRING (113.2984607 23.0978179, 113.2984443 23.0979904)",30
3051268116,3051268108,0,301016542,园东路,unclassified,permissive,False,True,23.977,"LINESTRING (113.2984607 23.0978179, 113.2984812 23.0976031)",30
3051268117,3051268248,0,301016434,,footway,,False,True,67.007,"LINESTRING (113.2935858 23.09783, 113.2935215 23.0984297)",
3051268119,3051268110,0,301016539,,footway,,False,True,25.925,"LINESTRING (113.2882429 23.0978875, 113.2882041 23.0976571)",
3051268119,3051268121,0,301016549,蒲园路,service,permissive,False,True,47.944,"LINESTRING (113.2882429 23.0978875, 113.2877772 23.0979366)",
3051268119,3051268234,0,301016549,蒲园路,service,permissive,False,False,104.358,"LINESTRING (113.2882429 23.0978875, 113.28833 23.0978783, 113.2891906 23.0982089)",
3051268120,3051268131,0,301016535,,footway,,False,False,57.548,"LINESTRING (113.2853958 23.097913, 113.28591 23.0981231)",
3051268120,3051268098,0,301016535,,footway,,False,True,77.19800000000001,"LINESTRING (113.2853958 23.097913, 113.2850376 23.0977697, 113.2849219 23.097684, 113.2848355 23.0975023)",
3051268120,3051268098,1,301016536,,footway,,False,True,87.64699999999999,"LINESTRING (113.2853958 23.097913, 113.2853058 23.097585, 113.2852271 23.0975347, 113.2849605 23.0975082, 113.2848355 23.0975023)",
3051268121,3051268112,0,301016427,,footway,,False,False,24.889,"LINESTRING (113.2877772 23.0979366, 113.2877407 23.0977153)",
3051268121,3051268257,0,301016427,,footway,,False,True,74.69,"LINESTRING (113.2877772 23.0979366, 113.28794 23.0985914)",
3051268121,3051268119,0,301016549,蒲园路,service,permissive,False,False,47.944,"LINESTRING (113.2877772 23.0979366, 113.2882429 23.0978875)",
3051268121,3051268122,0,301016549,蒲园路,service,permissive,False,True,48.418,"LINESTRING (113.2877772 23.0979366, 113.2873069 23.0979862)",
3051268122,3051268070,0,301016505,,footway,,False,False,149.965,"LINESTRING (113.2873069 23.0979862, 113.2869955 23.0966683)",
3051268122,3051268121,0,301016549,蒲园路,service,permissive,False,False,48.418,"LINESTRING (113.2873069 23.0979862, 113.2877772 23.0979366)",
3051268122,3051268125,0,301016549,蒲园路,service,permissive,False,True,10.974,"LINESTRING (113.2873069 23.0979862, 113.2872003 23.0979974)",
3051268123,3051268234,0,301016430,,service,permissive,False,True,25.317,"LINESTRING (113.2892527 23.0979885, 113.2891906 23.0982089)",
3051268123,3051268101,0,301016456,,footway,,False,True,120.472,"LINESTRING (113.2892527 23.0979885, 113.2881834 23.0975342)",
3051268123,3051268088,0,301016430,,service,permissive,False,False,89.512,"LINESTRING (113.2892527 23.0979885, 113.2892736 23.0979146, 113.2893997 23.0975014, 113.2894178 23.0972024)",
3051268124,3051268241,0,301016542,园东路,unclassified,permissive,False,False,39.782,"LINESTRING (113.2984443 23.0979904, 113.2984103 23.0983468)",30
3051268124,3051268116,0,301016542,园东路,unclassified,permissive,False,True,19.254,"LINESTRING (113.2984443 23.0979904, 113.2984607 23.0978179)",30
3051268124,3051268130,0,301016547,康乐路,service,permissive,False,True,74.285,"LINESTRING (113.2984443 23.0979904, 113.2977319 23.0981204)",
3051268125,3051268249,0,301016428,,footway,,False,False,55.541,"LINESTRING (113.2872003 23.0979974, 113.2873297 23.0984825)",
3051268125,3051268122,0,301016549,蒲园路,service,permissive,False,False,10.974,"LINESTRING (113.2872003 23.0979974, 113.2873069 23.0979862)",
3051268125,3051268127,0,301016549,蒲园路,service,permissive,False,True,52.382,"LINESTRING (113.2872003 23.0979974, 113.2866915 23.0980511)",
3051268127,3051268237,0,301016432,,footway,,False,True,21.349,"LINESTRING (113.2866915 23.0980511, 113.2867388 23.0982381)",
3051268127,3051268094,0,301016545,园西路,service,permissive,False,False,70.916,"LINESTRING (113.2866915 23.0980511, 113.2865228 23.0974325)",
3051268127,3051268125,0,301016549,蒲园路,service,permissive,False,False,52.382,"LINESTRING (113.2866915 23.0980511, 113.2872003 23.0979974)",
3051268127,3051268128,0,301016549,蒲园路,service,permissive,False,True,32.945,"LINESTRING (113.2866915 23.0980511, 113.286371 23.0980806)",
3051268128,3051268238,0,301016540,,footway,,False,False,20.566,"LINESTRING (113.286371 23.0980806, 113.2863307 23.0982618)",
3051268128,3051268127,0,301016549,蒲园路,service,permissive,False,False,32.945,"LINESTRING (113.286371 23.0980806, 113.2866915 23.0980511)",
3051268128,3051268131,0,301016549,蒲园路,service,permissive,False,True,47.388,"LINESTRING (113.286371 23.0980806, 113.28591 23.0981231)",
3051268129,3050561843,0,300917758,逸仙路,unclassified,permissive,False,False,26.378,"LINESTRING (113.2924852 23.0980988, 113.2925353 23.0983315)",
3051268129,3050561837,0,300917758,逸仙路,unclassified,permissive,False,True,106.714,"LINESTRING (113.2924852 23.0980988, 113.2922824 23.0971574)",
3051268129,3051268233,0,301016480,,footway,,False,True,46.287,"LINESTRING (113.2924852 23.0980988, 113.2920419 23.0981825)",
3051268130,3051268115,0,301016519,,footway,,False,False,36.905,"LINESTRING (113.2977319 23.0981204, 113.297833 23.0978018)",
3051268130,3051268124,0,301016547,康乐路,service,permissive,False,False,74.285,"LINESTRING (113.2977319 23.0981204, 113.2984443 23.0979904)",
3051268130,6021660195,0,301016547,康乐路,service,permissive,False,True,39.06,"LINESTRING (113.2977319 23.0981204, 113.2973573 23.0981887)",
3051268131,3051268238,0,301016535,,footway,,False,False,45.71,"LINESTRING (113.28591 23.0981231, 113.2863307 23.0982618)",
3051268131,3051268120,0,301016535,,footway,,False,True,57.548,"LINESTRING (113.28591 23.0981231, 113.2853958 23.097913)",
3051268131,3051268272,0,301016540,,footway,,False,True,98.334,"LINESTRING (113.28591 23.0981231, 113.2855212 23.0989319)",
3051268131,3051268128,0,301016549,蒲园路,service,permissive,False,False,47.388,"LINESTRING (113.28591 23.0981231, 113.286371 23.0980806)",
3051268132,3051268104,0,301016475,,footway,,False,False,61.937,"LINESTRING (113.2910919 23.0981277, 113.2909828 23.0975798)",
3051268132,8694878738,0,301016506,,footway,,False,False,49.323,"LINESTRING (113.2910919 23.0981277, 113.291565 23.0980418)",
3051268132,3051268260,0,301016506,,footway,,False,True,101.327,"LINESTRING (113.2910919 23.0981277, 113.290617 23.098218, 113.2907197 23.0986735)",
3051268233,3051268245,0,301016440,,footway,,False,True,26.366,"LINESTRING (113.2920419 23.0981825, 113.2920991 23.0984137)",
3051268233,3051268129,0,301016480,,footway,,False,False,46.287,"LINESTRING (113.2920419 23.0981825, 113.2924852 23.0980988)",
3051268233,3051268239,0,301016480,,footway,,False,True,44.519,"LINESTRING (113.2920419 23.0981825, 113.2916155 23.0982629)",
3051268234,3051268123,0,301016430,,service,permissive,False,False,25.317,"LINESTRING (113.2891906 23.0982089, 113.2892527 23.0979885)",
3051268234,3051268250,0,301016430,,service,permissive,False,True,32.681,"LINESTRING (113.2891906 23.0982089, 113.2891104 23.0984934)",
3051268234,3051268119,0,301016549,蒲园路,service,permissive,False,True,104.358,"LINESTRING (113.2891906 23.0982089, 113.28833 23.0978783, 113.2882429 23.0978875)",
3051268236,3051268297,0,301016510,,footway,,False,False,130.13,"LINESTRING (113.2971144 23.098233, 113.2969817 23.0993969)",
3051268236,6021660195,0,301016547,康乐路,service,permissive,False,False,25.328,"LINESTRING (113.2971144 23.098233, 113.2973573 23.0981887)",
