u,v,key,osmid,oneway,name,highway,reversed,length,geometry,tunnel,access,width,bridge,service
1199821232,4320485415,0,103948559,False,,residential,False,92.657,"LINESTRING (114.3557968 30.5441739, 114.3558205 30.5440338, 114.355897 30.5435805, 114.3559361 30.5433493)",,,,,
1199821232,4320485445,0,433204239,False,,residential,False,69.542,"LINESTRING (114.3557968 30.5441739, 114.3558668 30.5442301, 114.3562066 30.544285, 114.3564889 30.544317)",,,,,
1199831135,3631666813,0,103948527,False,桂子路,residential,True,144.861,"LINESTRING (114.3559155 30.5411397, 114.3557935 30.5412691, 114.355579 30.541417, 114.3554556 30.541514, 114.3548658 30.5418282, 114.354818 30.541981)",,,,,
1199831135,3631666820,0,103948547,False,桂园路,residential,False,26.817,"LINESTRING (114.3559155 30.5411397, 114.3557077 30.541237, 114.3556695 30.5412549)",,,,,
1199831135,4052778660,0,103948547,False,桂园路,residential,True,37.125,"LINESTRING (114.3559155 30.5411397, 114.3559916 30.5411041, 114.356015 30.5408456)",,,,,
1199831152,3631666813,0,103948527,False,桂子路,residential,False,43.855,"LINESTRING (114.3546988 30.5423618, 114.354818 30.541981)",,,,,
1199831152,1199831258,0,103948527,False,桂子路,residential,True,192.065,"LINESTRING (114.3546988 30.5423618, 114.3546619 30.5424796, 114.3546221 30.5427785, 114.3545756 30.5431273, 114.3544494 30.5440744)",,,,,
1199831152,4320485415,0,103948559,False,,residential,True,170.217,"LINESTRING (114.3546988 30.5423618, 114.3559636 30.5431865, 114.3559361 30.5433493)",,,,,
1199831183,4052353058,0,84246296,False,桂园一路,residential,False,32.928,"LINESTRING (114.3528414 30.5411746, 114.352996 30.5409101)",,,,,
1199831183,4052353062,0,103948547,False,桂园路,residential,True,70.756,"LINESTRING (114.3528414 30.5411746, 114.3535684 30.541288)",,,,,
1199831183,3631666816,0,84246296,False,桂园一路,residential,True,48.748999999999995,"LINESTRING (114.3528414 30.5411746, 114.3526707 30.5414622, 114.3526098 30.541565)",,,,,
1199831195,1199831236,0,103948557,False,桂园二路,residential,False,234.668,"LINESTRING (114.3544757 30.539089, 114.3546029 30.5391718, 114.3544366 30.5400494, 114.3542167 30.5411166)",,,,,
1199831195,3631666647,0,1144290345,False,桂园一路,residential,False,23.514000000000003,"LINESTRING (114.3544757 30.539089, 114.3545724 30.5390014, 114.354651 30.5389412)",,,,,
1199831195,1807209565,0,"[84246296, 1144290345]",False,桂园一路,residential,True,229.175,"LINESTRING (114.3544757 30.539089, 114.3542902 30.5392381, 114.3539285 30.5395434, 114.3537793 30.5397305, 114.3535054 30.540087, 114.3534513 30.5401666, 114.3530922 30.5407492)",,,,,
1199831201,1196701915,0,103938246,False,樱园路,residential,False,44.389,"LINESTRING (114.3571042 30.5406932, 114.3571187 30.5402942)",,,,,
1199831201,1807168580,0,103938246,False,樱园路,residential,True,40.206,"LINESTRING (114.3571042 30.5406932, 114.357091 30.5410546)",,,,,
1199831201,1199831203,0,103948547,False,桂园路,residential,False,58.509,"LINESTRING (114.3571042 30.5406932, 114.3564963 30.5406408)",,,,,
1199831203,1199831201,0,103948547,False,桂园路,residential,True,58.509,"LINESTRING (114.3564963 30.5406408, 114.3571042 30.5406932)",,,,,
1199831203,4052778660,0,103948547,False,桂园路,residential,False,66.816,"LINESTRING (114.3564963 30.5406408, 114.3564533 30.5408608, 114.356015 30.5408456)",,,,,
1199831203,3709160029,0,169549508,False,,footway,True,49.159000000000006,"LINESTRING (114.3564963 30.5406408, 114.3565128 30.5404101, 114.3564456 30.5403708, 114.3562838 30.5403493)",,,,,
1199831232,3631666815,0,103948542,False,,residential,False,54.051,"LINESTRING (114.3542761 30.5413983, 114.3541505 30.5418722)",,,,,
1199831232,4052353062,0,103948547,False,桂园路,residential,False,68.876,"LINESTRING (114.3542761 30.5413983, 114.3535684 30.541288)",,,,,
1199831232,3631666820,0,103948547,False,桂园路,residential,True,142.246,"LINESTRING (114.3542761 30.5413983, 114.3550964 30.5415232, 114.3556695 30.5412549)",,,,,
1199831232,1199831236,0,103948557,False,桂园二路,residential,True,34.64,"LINESTRING (114.3542761 30.5413983, 114.3543132 30.5412322, 114.3542167 30.5411166)",,,,,
1199831236,1199831232,0,103948557,False,桂园二路,residential,False,34.64,"LINESTRING (114.3542167 30.5411166, 114.3543132 30.5412322, 114.3542761 30.5413983)",,,,,
1199831236,1199831195,0,103948557,False,桂园二路,residential,True,234.66800000000003,"LINESTRING (114.3542167 30.5411166, 114.3544366 30.5400494, 114.3546029 30.5391718, 114.3544757 30.539089)",,,,,
1199831236,3631666820,0,"[358205772, 402823357]",False,,"['steps', 'pedestrian']",False,142.746,"LINESTRING (114.3542167 30.5411166, 114.355043 30.5412578, 114.3553203 30.5412445, 114.3554928 30.5411967, 114.3556695 30.5412549)",,,,,
1199831258,3112677663,0,84250290,False,,residential,False,38.084,"LINESTRING (114.3544494 30.5440744, 114.3548454 30.5441058)",,,,,
1199831258,6901657551,0,84250290,False,,residential,True,125.212,"LINESTRING (114.3544494 30.5440744, 114.353602 30.5440327, 114.3531434 30.5440241)",,,,,
1199831258,1199831152,0,103948527,False,桂子路,residential,False,192.06500000000003,"LINESTRING (114.3544494 30.5440744, 114.3545756 30.5431273, 114.3546221 30.5427785, 114.3546619 30.5424796, 114.3546988 30.5423618)",,,,,
1199831273,8823667912,0,84246296,False,桂园一路,residential,False,21.096,"LINESTRING (114.3524459 30.5418416, 114.352546 30.5416726)",,,,,
1199831273,8823667892,0,84246296,False,桂园一路,residential,True,18.623,"LINESTRING (114.3524459 30.5418416, 114.3523466 30.5419856)",,,,,
1199831273,8278622920,0,103948542,False,,residential,True,88.75,"LINESTRING (114.3524459 30.5418416, 114.353354 30.5420008)",,,,,
1199840461,2124844324,0,202517255,False,求是大道东段,residential,True,41.463,"LINESTRING (114.352339 30.5319215, 114.3527719 30.5319193)",,,,,
1199840461,3631666782,0,309396502,False,星湖三路,residential,True,114.711,"LINESTRING (114.352339 30.5319215, 114.3523461 30.5308899)",,,,,
1199840461,1199840542,0,673284749,False,星湖三路,residential,False,85.32,"LINESTRING (114.352339 30.5319215, 114.3523417 30.5323497, 114.3523799 30.5326872)",,,,,
1199840469,5223029966,0,104372402,False,求是大道东段,residential,False,7.442,"LINESTRING (114.355048 30.5322019, 114.3551257 30.532202)",,,,,
1199840469,9552099937,0,122744428,False,求是二路,residential,True,33.025,"LINESTRING (114.355048 30.5322019, 114.355049 30.5319049)",,,,,
1199840469,1204185595,0,202517255,False,求是大道东段,residential,False,33.072,"LINESTRING (114.355048 30.5322019, 114.3547027 30.5322006)",,,,,
1199840472,1199840602,0,103949719,False,,residential,False,67.021,"LINESTRING (114.3499362 30.529228, 114.3506351 30.5292575)",,,,,
1199840472,1199840501,0,103949719,False,,residential,True,46.965,"LINESTRING (114.3499362 30.529228, 114.3494463 30.52921)",,,,,
1199840472,1199840584,0,103949735,False,,residential,True,95.196,"LINESTRING (114.3499362 30.529228, 114.3499522 30.5297301, 114.3499475 30.5298838, 114.3499269 30.5299721, 114.3498214 30.5300341)",,,,,
1199840473,2787756194,0,104372389,False,求是大道,residential,False,13.961,"LINESTRING (114.3521844 30.5344929, 114.3521152 30.5346034)",,,,,
1199840473,9555905014,0,104372389,False,求是大道,residential,True,9.611,"LINESTRING (114.3521844 30.5344929, 114.35219 30.5344066)",,,,,
1199840473,3186610037,0,312772222,False,,footway,False,81.638,"LINESTRING (114.3521844 30.5344929, 114.3522132 30.5346226, 114.3522339 30.5346629, 114.3522499 30.534694, 114.3523997 30.5348312, 114.3526017 30.5348978, 114.3527643 30.5349499)",,,,,
1199840474,3631666778,0,309396502,False,星湖三路,residential,False,27.688,"LINESTRING (114.3523516 30.5300804, 114.3523499 30.5303294)",,,,,
1199840474,9552100021,0,309396502,False,星湖三路,residential,True,1.824,"LINESTRING (114.3523516 30.5300804, 114.3523517 30.530064)",,,,,
1199840474,3123587154,0,104372409,False,星湖路,residential,True,64.926,"LINESTRING (114.3523516 30.5300804, 114.3527479 30.5300845, 114.3530294 30.5300888)",,,,,
1199840493,3147251082,0,103949718,False,,residential,True,19.059,"LINESTRING (114.3519805 30.5291018, 114.35198 30.5292732)",,,,,
1199840493,3147241023,0,103949739,False,星湖三路,residential,True,36.32,"LINESTRING (114.3519805 30.5291018, 114.3523585 30.5290758)",,,,,
1199840501,1199840472,0,103949719,False,,residential,False,46.965,"LINESTRING (114.3494463 30.52921, 114.3499362 30.529228)",,,,,
1199840502,9552092066,0,104372400,False,星湖二路,residential,True,42.834,"LINESTRING (114.3530083 30.5319889, 114.3530106 30.5317814, 114.3530126 30.5316037)",,,,,
1199840502,2123261292,0,202358435,False,,service,True,67.088,"LINESTRING (114.3530083 30.5319889, 114.3529638 30.5324072, 114.3529126 30.5325851)",,,,,
1199840502,2124844324,0,202517255,False,求是大道东段,residential,False,24.56,"LINESTRING (114.3530083 30.5319889, 114.3529458 30.5319637, 114.352908 30.5319379, 114.3528651 30.531924, 114.3527719 30.5319193)",,,,,
1199840502,9552092068,0,202517255,False,求是大道东段,residential,True,61.123000000000005,"LINESTRING (114.3530083 30.5319889, 114.3533962 30.5321088, 114.3536117 30.5321676)",,,,,
1199840512,1204185501,0,104372395,False,物探路,residential,True,31.322,"LINESTRING (114.354517 30.5336909, 114.3545381 30.5334098)",,,,,
1199840512,9555910720,0,103949733,False,玉兰路,residential,False,59.470000000000006,"LINESTRING (114.354517 30.5336909, 114.3539533 30.5337413, 114.3538991 30.533741)",,,,,
1199840512,2134380500,0,103949733,False,玉兰路,residential,True,127.548,"LINESTRING (114.354517 30.5336909, 114.3547585 30.5335995, 114.3557912 30.5333651)",,,,,
1199840512,3186609976,0,312772206,False,,path,False,40.848,"LINESTRING (114.354517 30.5336909, 114.3546187 30.5339674, 114.3546277 30.5339908, 114.3546469 30.5340408)",,,,,
1199840514,2123261273,0,103949733,False,玉兰路,residential,True,69.4,"LINESTRING (114.3519854 30.5337477, 114.3527098 30.5337328)",,,,,
1199840514,9555905014,0,104372389,False,求是大道,residential,False,76.959,"LINESTRING (114.3519854 30.5337477, 114.3520721 30.5339018, 114.3521337 30.534073, 114.3521989 30.5342708, 114.35219 30.5344066)",,,,,
1199840514,1199840542,0,104372389,False,求是大道,residential,True,128.381,"LINESTRING (114.3519854 30.5337477, 114.3519336 30.533582, 114.3519413 30.5334789, 114.3519937 30.5333431, 114.352276 30.5329054, 114.3523799 30.5326872)",,,,,
1199840524,2134380500,0,103949733,False,玉兰路,residential,False,101.531,"LINESTRING (114.3567745 30.5330347, 114.3563709 30.5332155, 114.3557912 30.5333651)",,,,,
1199840524,3631666812,0,103949733,False,玉兰路,residential,True,46.38099999999999,"LINESTRING (114.3567745 30.5330347, 114.3567735 30.5329227, 114.3567712 30.532649, 114.3567715 30.5326176)",,,,,
1199840524,1205097154,0,203427109,False,,service,False,65.993,"LINESTRING (114.3567745 30.5330347, 114.3568264 30.5330482, 114.3569582 30.5330685, 114.3570252 30.5330603, 114.3570767 30.533038, 114.357151 30.5330112, 114.35735 30.5329426, 114.3574204 30.5329086)",,,,,
1199840538,1199840560,0,104372402,False,求是大道东段,residential,True,55.055,"LINESTRING (114.3573249 30.5320587, 114.356775 30.5322029)",,,,,
1199840538,1202536158,0,"[104372392, 104372402]",False,"['求是大道东段', '回归路']",residential,False,127.85400000000001,"LINESTRING (114.3573249 30.5320587, 114.3574672 30.5317837, 114.3574774 30.530935)",,,,,
1199840538,1205097154,0,273992081,False,汉林东路,residential,True,97.046,"LINESTRING (114.3573249 30.5320587, 114.3573268 30.5324427, 114.357328 30.532694, 114.3573357 30.5327973, 114.3573632 30.532847, 114.3574204 30.5329086)",,,,,
1199840542,2124844324,0,103949723,False,,residential,True,94.258,"LINESTRING (114.3523799 30.5326872, 114.3526569 30.5320516, 114.3527095 30.5319701, 114.35273 30.531943, 114.3527719 30.5319193)",,,,,
1199840542,1199840514,0,104372389,False,求是大道,residential,False,128.381,"LINESTRING (114.3523799 30.5326872, 114.352276 30.5329054, 114.3519937 30.5333431, 114.3519413 30.5334789, 114.3519336 30.533582, 114.3519854 30.5337477)",,,,,
1199840542,1199840461,0,673284749,False,星湖三路,residential,True,85.32,"LINESTRING (114.3523799 30.5326872, 114.3523417 30.5323497, 114.352339 30.5319215)",,,,,
1199840554,2787719812,0,103949717,True,求是一路,residential,False,52.807,"LINESTRING (114.3563193 30.5276065, 114.3563192 30.5280814)",,,,,
1199840554,3631666797,0,358205761,False,,service,False,47.339,"LINESTRING (114.3563193 30.5276065, 114.3563283 30.5274996, 114.3564638 30.5273709, 114.3566319 30.5273689)",,,,,
1199840556,5223029971,0,104372386,False,求是一路,residential,True,62.314,"LINESTRING (114.3563043 30.5322059, 114.3563069 30.5316455)",,,,,
1199840556,1199840560,0,104372402,False,求是大道东段,residential,False,45.084,"LINESTRING (114.3563043 30.5322059, 114.356775 30.5322029)",,,,,
1199840556,2134380514,0,104372402,False,求是大道东段,residential,True,26.256,"LINESTRING (114.3563043 30.5322059, 114.3560302 30.5322098)",,,,,
1199840560,3631666812,0,103949733,False,玉兰路,residential,False,46.114,"LINESTRING (114.356775 30.5322029, 114.3567715 30.5326176)",,,,,
1199840560,1199840538,0,104372402,False,求是大道东段,residential,False,55.055,"LINESTRING (114.356775 30.5322029, 114.3573249 30.5320587)",,,,,
1199840560,1199840556,0,104372402,False,求是大道东段,residential,True,45.084,"LINESTRING (114.356775 30.5322029, 114.3563043 30.5322059)",,,,,
1199840562,1199840584,0,103949735,False,,residential,False,50.251000000000005,"LINESTRING (114.3493014 30.5300856, 114.3495176 30.5300744, 114.3497101 30.5300575, 114.3498214 30.5300341)",,,,,
1199840584,1199840472,0,103949735,False,,residential,False,95.196,"LINESTRING (114.3498214 30.5300341, 114.3499269 30.5299721, 114.3499475 30.5298838, 114.3499522 30.5297301, 114.3499362 30.529228)",,,,,
1199840584,1199840562,0,103949735,False,,residential,True,50.251000000000005,"LINESTRING (114.3498214 30.5300341, 114.3497101 30.5300575, 114.3495176 30.5300744, 114.3493014 30.5300856)",,,,,
1199840584,3123587162,0,307265575,False,,footway,True,87.329,"LINESTRING (114.3498214 30.5300341, 114.3500131 30.5299562, 114.350164 30.5299747, 114.350278 30.5300092, 114.3503828 30.5300623, 114.3504752 30.5301154, 114.3506557 30.5301764)",,,,,
1199840585,6222270512,0,104372386,False,求是一路,residential,False,83.23,"LINESTRING (114.3563191 30.5290648, 114.3563156 30.5298133)",,,,,
1199840585,1199840610,0,673284748,False,星湖南路,residential,False,120.415,"LINESTRING (114.3563191 30.5290648, 114.3550619 30.5290667)",,,,,
1199840585,3113067002,0,"[104372410, 673284748]",False,星湖南路,residential,True,104.93299999999999,"LINESTRING (114.3563191 30.5290648, 114.3572849 30.5290621, 114.3573701 30.5291464)",,,,,
1199840602,3123587162,0,103949718,False,,residential,True,102.196,"LINESTRING (114.3506351 30.5292575, 114.3506557 30.5301764)",,,,,
1199840602,1199840472,0,103949719,False,,residential,True,67.021,"LINESTRING (114.3506351 30.5292575, 114.3499362 30.529228)",,,,,
1199840602,3147251082,0,103949718,False,,residential,False,129.098,"LINESTRING (114.3506351 30.5292575, 114.351912 30.529289, 114.35198 30.5292732)",,,,,
1199840610,1204185541,0,122744428,False,求是二路,residential,False,111.163,"LINESTRING (114.3550619 30.5290667, 114.3550555 30.5300664)",,,,,
1199840610,6305194064,0,673284748,False,星湖南路,residential,False,97.496,"LINESTRING (114.3550619 30.5290667, 114.354044 30.5290711)",,,,,
1199840610,1199840585,0,673284748,False,星湖南路,residential,True,120.415,"LINESTRING (114.3550619 30.5290667, 114.3563191 30.5290648)",,,,,
1199840610,1205470750,0,"[104474721, 104474722]",True,爱校路,residential,False,39.623999999999995,"LINESTRING (114.3550619 30.5290667, 114.3550656 30.5289281, 114.3550639 30.5287104)",yes,,,,
1201323300,1201323362,0,98965440,True,求是二路,residential,False,21.149,"LINESTRING (114.3550684 30.5282642, 114.3550689 30.528074)",,,,,
1201323300,3631666787,0,104108007,False,北京路,residential,True,59.959,"LINESTRING (114.3550684 30.5282642, 114.3556943 30.5282546)",,,,,
1201323309,1369722873,0,673284744,False,,residential,False,61.637,"LINESTRING (114.3540545 30.5280802, 114.3540498 30.5286345)",,,,,
1201323309,1201323362,0,"[104108016, 104950060, 104950054]",False,,footway,True,97.176,"LINESTRING (114.3540545 30.5280802, 114.354342 30.5280734, 114.3544802 30.5280767, 114.3550689 30.528074)",yes,,,,
1201323309,6187422390,0,"[673284744, 307265565]",False,,residential,True,112.408,"LINESTRING (114.3540545 30.5280802, 114.3540577 30.5276412, 114.3547215 30.5276299)",,,,,
1201323362,1144979602,0,98965440,True,求是二路,residential,False,50.052,"LINESTRING (114.3550689 30.528074, 114.355075 30.5276239)",,,,,
1201323362,1201323309,0,"[104108016, 104950060, 104950054]",False,,footway,False,97.176,"LINESTRING (114.3550689 30.528074, 114.3544802 30.5280767, 114.354342 30.5280734, 114.3540545 30.5280802)",yes,,,,
1201323413,5196008421,0,103949725,False,毕升路,residential,False,56.261,"LINESTRING (114.3563104 30.5309239, 114.355723 30.530922)",,,,,
1201323413,3631666757,0,104219265,False,,footway,False,38.86,"LINESTRING (114.3563104 30.5309239, 114.3567161 30.5309278)",,,,,
1201323413,4348140162,0,104372386,False,求是一路,residential,False,37.573,"LINESTRING (114.3563104 30.5309239, 114.3563088 30.5312618)",,,,,
1201323413,6222270514,0,104372386,False,求是一路,residential,True,77.259,"LINESTRING (114.3563104 30.5309239, 114.3563136 30.5302291)",,,,,
1201323459,1204185558,0,103949717,True,求是一路,residential,False,43.044,"LINESTRING (114.3563192 30.5282461, 114.3563192 30.5286332)",,,,,
1201323459,3631666787,0,104108007,False,北京路,residential,False,59.861,"LINESTRING (114.3563192 30.5282461, 114.3556943 30.5282546)",,,,,
1202536158,3631666762,0,104219265,False,,footway,True,15.325,"LINESTRING (114.3574774 30.530935, 114.3573174 30.5309335)",,,,,
1202536158,3113067002,0,104372392,False,回归路,residential,False,200.392,"LINESTRING (114.3574774 30.530935, 114.3574833 30.5304483, 114.35736 30.530037, 114.3573701 30.5291464)",,,,,
1202536158,1199840538,0,"[104372392, 104372402]",False,"['求是大道东段', '回归路']",residential,True,127.85400000000001,"LINESTRING (114.3574774 30.530935, 114.3574672 30.5317837, 114.3573249 30.5320587)",,,,,
1204185471,9554504331,0,104372380,False,星湖一路,residential,False,20.749,"LINESTRING (114.3541366 30.5300798, 114.3541358 30.5302664)",,,,,
1204185471,1369724931,0,104372409,False,星湖路,residential,False,33.614,"LINESTRING (114.3541366 30.5300798, 114.3537857 30.530085)",,,,,
1204185471,9558228570,0,104372409,False,星湖路,residential,True,34.361,"LINESTRING (114.3541366 30.5300798, 114.3544953 30.5300746)",,,,,
1204185501,1199840512,0,104372395,False,物探路,residential,False,31.322,"LINESTRING (114.3545381 30.5334098, 114.354517 30.5336909)",,,,,
1204185501,2134380501,0,104372395,False,物探路,residential,True,44.497,"LINESTRING (114.3545381 30.5334098, 114.3547346 30.5333041, 114.3547266 30.5331036)",,,,,
1204185501,3631666804,0,358205765,False,,footway,True,63.474,"LINESTRING (114.3545381 30.5334098, 114.3540062 30.5333968, 114.3538871 30.533443)",,,,,
1204185541,9558228570,0,104372409,False,星湖路,residential,False,53.663,"LINESTRING (114.3550555 30.5300664, 114.3544953 30.5300746)",,,,,
1204185541,9554504333,0,122744428,False,求是二路,residential,False,20.705,"LINESTRING (114.3550555 30.5300664, 114.3550549 30.5302526)",,,,,
1204185541,1199840610,0,122744428,False,求是二路,residential,True,111.163,"LINESTRING (114.3550555 30.5300664, 114.3550619 30.5290667)",,,,,
1204185541,6222270510,0,664756698,False,,steps,False,17.861,"LINESTRING (114.3550555 30.5300664, 114.3552403 30.5300879)",,,,,
1204185558,1199840585,0,"[104474720, 104474724, 103949717]",True,求是一路,residential,False,47.994,"LINESTRING (114.3563192 30.5286332, 114.3563199 30.5287046, 114.3563179 30.5289196, 114.3563191 30.5290648)",yes,,,,
1204185558,4052353057,0,402823351,False,,footway,False,54.687,"LINESTRING (114.3563192 30.5286332, 114.3567208 30.5286354, 114.3567718 30.5286539, 114.3567798 30.5286793, 114.3567797 30.5287512)",,,,,
1204185595,2124841200,0,104372395,False,物探路,residential,False,27.176,"LINESTRING (114.3547027 30.5322006, 114.3547024 30.532445)",,,,,
1204185595,2124844327,0,202517255,False,求是大道东段,residential,False,55.141,"LINESTRING (114.3547027 30.5322006, 114.354127 30.532196)",,,,,
1204185595,1199840469,0,202517255,False,求是大道东段,residential,True,33.072,"LINESTRING (114.3547027 30.5322006, 114.355048 30.5322019)",,,,,
1205097154,1199840524,0,203427109,False,,service,True,65.99300000000001,"LINESTRING (114.3574204 30.5329086, 114.35735 30.5329426, 114.357151 30.5330112, 114.3570767 30.533038, 114.3570252 30.5330603, 114.3569582 30.5330685, 114.3568264 30.5330482, 114.3567745 30.5330347)",,,,,
1205097154,1199840538,0,273992081,False,汉林东路,residential,False,97.04599999999999,"LINESTRING (114.3574204 30.5329086, 114.3573632 30.532847, 114.3573357 30.5327973, 114.357328 30.532694, 114.3573268 30.5324427, 114.3573249 30.5320587)",,,,,
1205097154,4162357219,0,273992081,False,汉林东路,residential,True,21.001,"LINESTRING (114.3574204 30.5329086, 114.3574663 30.5330347, 114.3574621 30.5330913)",,,,,
1205470750,1144979466,0,103949730,False,爱校路,residential,True,8.863,"LINESTRING (114.3550639 30.5287104, 114.355065 30.5286307)",,,,,
1358787373,1197776481,0,"[103745616, 173002093]",False,,residential,False,361.951,"LINESTRING (114.3712883 30.5374684, 114.3712709 30.5374028, 114.3712172 30.5373104, 114.3711046 30.5370286, 114.3705842 30.536682, 114.3697518 30.5363162, 114.3682497 30.5357432)",,,,,
1358787373,1196672296,0,488587938,False,扬波路,residential,True,221.975,"LINESTRING (114.3712883 30.5374684, 114.3711491 30.5376155, 114.3709775 30.5377888, 114.3706435 30.5379956, 114.3700749 30.5382808, 114.3694549 30.5386648)",,,,,
1358787377,3842095839,0,380915250,False,,residential,False,24.051,"LINESTRING (114.3583342 30.5467097, 114.3582993 30.5464955)",,,,,
1358787377,3842096770,0,380915250,False,,residential,True,38.384,"LINESTRING (114.3583342 30.5467097, 114.3582586 30.5470487)",,,,,
1358787377,4159413722,0,488589884,False,,residential,True,102.7,"LINESTRING (114.3583342 30.5467097, 114.3572698 30.5465968)",,,,,
1358787400,3840275102,0,380915247,False,松园中路,residential,False,82.57,"LINESTRING (114.3584085 30.5450074, 114.3592652 30.5450913)",,,,,
1358787400,9681727639,0,380915247,False,松园中路,residential,True,28.781,"LINESTRING (114.3584085 30.5450074, 114.358378 30.5452649)",,,,,
1358787400,9681727692,0,123838957,False,,residential,True,41.065999999999995,"LINESTRING (114.3584085 30.5450074, 114.3584426 30.5446728, 114.358446 30.5446395)",,,,,
1369722859,1369722860,0,539830418,False,,service,True,48.103,"LINESTRING (114.3529649 30.5290741, 114.3529669 30.5286415)",,,,,
1369722859,3147241023,0,673284748,False,星湖南路,residential,False,58.081,"LINESTRING (114.3529649 30.5290741, 114.3523585 30.5290758)",,,,,
1369722859,3123587149,0,673284748,False,星湖南路,residential,True,35.928,"LINESTRING (114.3529649 30.5290741, 114.35334 30.5290755)",,,,,
1369722860,1369722859,0,539830418,False,,service,False,48.103,"LINESTRING (114.3529669 30.5286415, 114.3529649 30.5290741)",,,,,
1369722860,5223097959,0,673284746,False,,service,False,63.752,"LINESTRING (114.3529669 30.5286415, 114.3523013 30.5286391)",,,,,
1369722860,5223114812,0,673284746,False,,service,True,52.079,"LINESTRING (114.3529669 30.5286415, 114.3535106 30.5286365)",,,,,
1369722873,6305194064,0,673284744,False,,residential,False,48.551,"LINESTRING (114.3540498 30.5286345, 114.354044 30.5290711)",,,,,
1369722873,1201323309,0,673284744,False,,residential,True,61.637,"LINESTRING (114.3540498 30.5286345, 114.3540545 30.5280802)",,,,,
1369722873,5223114812,0,"[673284746, 122625787, 673284747]",False,,"['service', 'steps']",False,51.644999999999996,"LINESTRING (114.3540498 30.5286345, 114.3539475 30.5286347, 114.3537524 30.5286351, 114.3535106 30.5286365)",yes,,,,
1369722873,1144979466,0,"[122625793, 122625785, 122625791]",False,,footway,True,97.238,"LINESTRING (114.3540498 30.5286345, 114.3543031 30.5286354, 114.3544386 30.5286355, 114.355065 30.5286307)",yes,,,,
1369724908,1369724919,0,122625899,False,,footway,False,8.531,"LINESTRING (114.3537507 30.5294401, 114.3537181 30.5295115)",,,,,
1369724908,6305194063,0,122625899,False,,footway,True,48.448,"LINESTRING (114.3537507 30.5294401, 114.353917 30.5291928, 114.3539649 30.5291327, 114.3540187 30.5290712)",,,,,
1369724908,7821783995,0,"[122625900, 122625902]",False,,footway,True,71.57100000000001,"LINESTRING (114.3537507 30.5294401, 114.3539213 30.5295026, 114.3539638 30.529575, 114.3540008 30.5295861, 114.3540175 30.5296171, 114.3540607 30.5296306, 114.3540861 30.5296834, 114.3541008 30.5297375, 114.3541376 30.5297496, 114.3541532 30.5297836, 114.3542058 30.5297935, 114.3542404 30.5298521)",,,,yes,
1369724914,3123587149,0,673284748,False,星湖南路,residential,False,7.228,"LINESTRING (114.3534154 30.5290729, 114.35334 30.5290755)",,,,,
1369724914,6305194063,0,673284748,False,星湖南路,residential,True,57.785,"LINESTRING (114.3534154 30.5290729, 114.3540187 30.5290712)",,,,,
1369724914,1369724919,0,122625898,False,,footway,True,57.07899999999999,"LINESTRING (114.3534154 30.5290729, 114.3535013 30.5291952, 114.3535898 30.5292899, 114.3536569 30.5294054, 114.3536917 30.529447, 114.3537181 30.5295115)",,,,,
1369724919,3123587157,0,122625899,False,,footway,False,11.324,"LINESTRING (114.3537181 30.5295115, 114.3536749 30.5296063)",,,,,
1369724919,1369724908,0,122625899,False,,footway,True,8.531,"LINESTRING (114.3537181 30.5295115, 114.3537507 30.5294401)",,,,,
1369724919,1369724914,0,122625898,False,,footway,False,57.079,"LINESTRING (114.3537181 30.5295115, 114.3536917 30.529447, 114.3536569 30.5294054, 114.3535898 30.5292899, 114.3535013 30.5291952, 114.3534154 30.5290729)",,,,,
1369724931,1204185471,0,104372409,False,星湖路,residential,True,33.614,"LINESTRING (114.3537857 30.530085, 114.3541366 30.5300798)",,,,,
1369724931,9558228580,0,104372409,False,星湖路,residential,False,43.718,"LINESTRING (114.3537857 30.530085, 114.3536601 30.5300869, 114.3533293 30.53009)",,,,,
1369724931,3123587157,0,122625899,False,,footway,True,60.251000000000005,"LINESTRING (114.3537857 30.530085, 114.35374 30.5299945, 114.3536327 30.5299275, 114.3536327 30.5298813, 114.3536274 30.5297104, 114.3536749 30.5296063)",,,,,
1379619928,1807168512,0,273990971,True,,footway,False,50.574,"LINESTRING (114.352817 30.5358378, 114.352694 30.5357228, 114.3524288 30.5355307)",,,,,
1379619928,1379619948,0,366939503,False,,footway,True,30.279000000000003,"LINESTRING (114.352817 30.5358378, 114.3527519 30.5359096, 114.3526769 30.5360789)",,,,,
1379619930,3842096765,0,123838952,False,松园东路,residential,False,33.576,"LINESTRING (114.360897 30.5452512, 114.3608592 30.5455514)",,,,,
1379619930,9822215303,0,380915247,False,松园中路,residential,False,64.67,"LINESTRING (114.360897 30.5452512, 114.3615707 30.5452912)",,,,,
1379619930,3842096757,0,380915247,False,松园中路,residential,True,9.194,"LINESTRING (114.360897 30.5452512, 114.3608016 30.5452419)",,,,,
1379619930,3840275111,0,123838952,False,松园东路,residential,True,116.125,"LINESTRING (114.360897 30.5452512, 114.3609348 30.5450594, 114.3611 30.5442216)",,,,,
1379619940,3110802362,0,103642345,False,科技路,residential,True,24.079,"LINESTRING (114.356522 30.53817, 114.356467 30.5379587)",,,,,
