u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,service,tunnel,bridge,ref,junction,access
5808417453,11185197754,0,614119151,,residential,False,True,27.069,"LINESTRING (113.3420921 23.1609807, 113.3421472 23.1609498, 113.3422645 23.1608409, 113.3422807 23.1608139)",,,,,,,,
5808417456,5808417453,0,852603768,,residential,False,False,68.471,"LINESTRING (113.3425382 23.16144, 113.3420921 23.1609807)",,,,,,,,
5808417456,5808417458,0,852603768,,residential,False,True,25.029,"LINESTRING (113.3425382 23.16144, 113.3427662 23.161522)",,,,,,,,
5808417456,5809450461,0,884012648,,footway,False,False,86.301,"LINESTRING (113.3425382 23.16144, 113.3418002 23.1610632)",,,,,,,,
5808417458,5808417456,0,852603768,,residential,False,False,25.029,"LINESTRING (113.3427662 23.161522, 113.3425382 23.16144)",,,,,,,,
5808417458,6508654234,0,852603769,华农扬子江路,residential,False,True,15.798,"LINESTRING (113.3427662 23.161522, 113.3426144 23.1615486)",,,,,,,,
5808417458,11185197748,0,613986267,华农扬子江路,residential,False,True,35.953,"LINESTRING (113.3427662 23.161522, 113.3428714 23.1615281, 113.3431175 23.1615196)",,,,,,,,
5808417463,5808417211,0,613986266,华农黄河西路,residential,False,False,42.886,"LINESTRING (113.3441271 23.1613479, 113.3445354 23.1612594)",,,,,,,,
5808417463,6510750685,0,613986267,华农扬子江路,residential,False,False,11.832,"LINESTRING (113.3441271 23.1613479, 113.3440142 23.1613713)",,,,,,,,
5808417463,6508613071,0,871201139,,residential,False,True,69.28,"LINESTRING (113.3441271 23.1613479, 113.344108 23.1619707)",,,,,,,,
5808417468,6509105205,0,613986264,华农华山路,residential,False,False,19.487,"LINESTRING (113.3440854 23.1623455, 113.3442448 23.1622494)",,,,,,,,
5808417468,6508613071,0,871201139,,residential,False,False,41.74,"LINESTRING (113.3440854 23.1623455, 113.344108 23.1619707)",,,,,,,,
5808417468,5808417383,0,613986263,,service,False,True,72.676,"LINESTRING (113.3440854 23.1623455, 113.3440738 23.1624348, 113.3440013 23.1629945)",,,,,,,,
5808417468,9759915525,0,613986269,华农华山路,living_street,True,False,116.50800000000001,"LINESTRING (113.3440854 23.1623455, 113.3440191 23.1624647, 113.3439206 23.1625642, 113.3437529 23.1626609, 113.3435602 23.162796, 113.3434566 23.1629048, 113.3433671 23.1630476, 113.343344 23.1631092)",,,,,,,,
5808417495,9759847109,0,613986273,,living_street,False,True,5.519,"LINESTRING (113.3424362 23.1639527, 113.3424053 23.163912)",,,,,,,,
5808417495,9759915522,0,871201137,华农华山路,living_street,True,False,106.748,"LINESTRING (113.3424362 23.1639527, 113.3416629 23.1645978)",,,,,,,,
5808417499,9759915521,0,693294872,,service,False,False,6.253,"LINESTRING (113.3414196 23.1647984, 113.3414033 23.1647442)",,,driveway,,,,,
5808417499,5808417354,0,"[871201136, 1062376771]",华农华山路,"['residential', 'living_street']",False,True,25.832,"LINESTRING (113.3414196 23.1647984, 113.3413516 23.1649052, 113.3413034 23.1650043)",,,,,,,,
5808417511,6510750653,0,"[693487418, 613986270]",,living_street,False,False,52.903999999999996,"LINESTRING (113.3396247 23.1597276, 113.3395248 23.1594822, 113.33947 23.1594117, 113.3393318 23.1594085)",,,,,,,,
5808417511,5808417514,0,613986270,,living_street,False,True,86.59100000000001,"LINESTRING (113.3396247 23.1597276, 113.3396758 23.1597527, 113.3396859 23.1604781)",,,,,,,,
5808417511,6509105158,0,693341422,,living_street,False,True,290.83,"LINESTRING (113.3396247 23.1597276, 113.339014 23.1597206, 113.3389503 23.1598039, 113.3389619 23.1601408, 113.3389871 23.1605026, 113.3390285 23.1611681, 113.3396658 23.1611718)",,,,,,,,
5808417514,6509105158,0,865860586,,living_street,False,True,77.163,"LINESTRING (113.3396859 23.1604781, 113.3396658 23.1611718)",,,,,,,,
5808417514,6509105102,0,871201138,,living_street,False,False,65.899,"LINESTRING (113.3396859 23.1604781, 113.3403264 23.1605448)",,,,,,,,
5808417514,5808417511,0,613986270,,living_street,False,False,86.59100000000001,"LINESTRING (113.3396859 23.1604781, 113.3396758 23.1597527, 113.3396247 23.1597276)",,,,,,,,
5808417524,5808417545,0,613986271,,living_street,False,False,80.215,"LINESTRING (113.3397841 23.1618246, 113.3400683 23.1618077, 113.3403023 23.1618516, 113.3405482 23.1619321)",,,,,,,,
5808417524,5809450945,0,865860585,,living_street,False,True,31.141,"LINESTRING (113.3397841 23.1618246, 113.3398527 23.1619375, 113.3399156 23.1620767)",,,,,,,,
5808417524,6509105158,0,"[865860586, 865860596]",,living_street,False,False,75.538,"LINESTRING (113.3397841 23.1618246, 113.3396719 23.161637, 113.3396658 23.1611718)",,,,,,,,
5808417531,6508654234,0,693296582,,path,False,False,67.256,"LINESTRING (113.3425603 23.1621514, 113.3426144 23.1615486)",,,,,,,,
5808417531,5808417552,0,852603770,,living_street,False,False,21.52,"LINESTRING (113.3425603 23.1621514, 113.3426681 23.1621408, 113.3427559 23.1621887)",,,,,,,,
5808417531,8070808098,0,852603770,,living_street,False,True,63.611,"LINESTRING (113.3425603 23.1621514, 113.3423499 23.1622454, 113.3419681 23.1623104)",,,,,,,,
5808417545,6508613045,0,693294861,,living_street,False,False,51.217,"LINESTRING (113.3405482 23.1619321, 113.3407255 23.1615013)",,,,,,,,
5808417545,8070808100,0,852603770,,living_street,False,False,9.577,"LINESTRING (113.3405482 23.1619321, 113.3406228 23.1619842)",,,,,,,,
5808417545,5808417524,0,613986271,,living_street,False,True,80.21499999999999,"LINESTRING (113.3405482 23.1619321, 113.3403023 23.1618516, 113.3400683 23.1618077, 113.3397841 23.1618246)",,,,,,,,
5808417552,6508613062,0,693294865,,path,False,False,38.436,"LINESTRING (113.3427559 23.1621887, 113.3428719 23.1621284, 113.3429968 23.1621037, 113.3431083 23.162078)",,,,,,,,
5808417552,5808417531,0,852603770,,living_street,False,True,21.52,"LINESTRING (113.3427559 23.1621887, 113.3426681 23.1621408, 113.3425603 23.1621514)",,,,,,,,
5808417552,5808417585,0,852603771,,living_street,False,True,40.796,"LINESTRING (113.3427559 23.1621887, 113.3427443 23.1623789, 113.3426645 23.1625393)",,,,,,,,
5808417568,5809450945,0,865860585,,living_street,False,False,40.971,"LINESTRING (113.3400764 23.1624142, 113.3399156 23.1620767)",,,,,,,,
5808417568,5809450924,0,613986272,,living_street,False,False,123.881,"LINESTRING (113.3400764 23.1624142, 113.3404843 23.1626914, 113.3408504 23.162893, 113.3411094 23.1629853)",,,,,,,,
5808417568,5808417611,0,"[865860594, 613986274]",,living_street,False,False,180.893,"LINESTRING (113.3400764 23.1624142, 113.3400509 23.1625697, 113.3400817 23.1631559, 113.3407266 23.1632688, 113.3410029 23.1633844)",,,,,,,,
5808417585,5809450925,0,613986272,,living_street,False,True,12.184,"LINESTRING (113.3426645 23.1625393, 113.3426013 23.1626322)",,,,,,,,
5808417585,5808417552,0,852603771,,living_street,False,False,40.796,"LINESTRING (113.3426645 23.1625393, 113.3427443 23.1623789, 113.3427559 23.1621887)",,,,,,,,
5808417585,6509558797,0,852603772,,living_street,False,True,17.697,"LINESTRING (113.3426645 23.1625393, 113.3427502 23.1625982, 113.3427987 23.1626395)",,,,,,,,
5808417603,9759847109,0,613986273,,living_street,False,False,57.434999999999995,"LINESTRING (113.3419499 23.1636095, 113.3420332 23.1636649, 113.3424053 23.163912)",,,,,,,,
5808417603,5808417610,0,613986274,,living_street,False,True,71.44200000000001,"LINESTRING (113.3419499 23.1636095, 113.3418521 23.1636625, 113.3417032 23.1636712, 113.3415809 23.1636512, 113.3414598 23.163586, 113.3413142 23.1635026)",,,,,,,,
5808417603,6509558797,0,852603772,,living_street,False,False,145.165,"LINESTRING (113.3419499 23.1636095, 113.342175 23.1634321, 113.3423652 23.1632427, 113.3425658 23.163084, 113.3427187 23.1629545, 113.3428014 23.1628345, 113.3428204 23.1627292, 113.3427987 23.1626395)",,,,,,,,
5808417610,5808417611,0,613986274,,living_street,False,True,34.432,"LINESTRING (113.3413142 23.1635026, 113.3410029 23.1633844)",,,,,,,,
5808417610,5808417603,0,613986274,,living_street,False,False,71.442,"LINESTRING (113.3413142 23.1635026, 113.3414598 23.163586, 113.3415809 23.1636512, 113.3417032 23.1636712, 113.3418521 23.1636625, 113.3419499 23.1636095)",,,,,,,,
5808417610,9759915521,0,"[693294872, 860508658]",,service,False,True,146.644,"LINESTRING (113.3413142 23.1635026, 113.3412633 23.1643218, 113.3412471 23.1646454, 113.3414033 23.1647442)",,,driveway,,,,,
5808417611,5808417610,0,613986274,,living_street,False,False,34.432,"LINESTRING (113.3410029 23.1633844, 113.3413142 23.1635026)",,,,,,,,
5808417611,5809450924,0,"[613986241, 613986242, 613986243]",,footway,False,False,45.712,"LINESTRING (113.3410029 23.1633844, 113.3410136 23.1633299, 113.3410914 23.1630591, 113.3411094 23.1629853)",,,,,yes,,,
5808417611,5808417568,0,"[865860594, 613986274]",,living_street,False,True,180.89299999999997,"LINESTRING (113.3410029 23.1633844, 113.3407266 23.1632688, 113.3400817 23.1631559, 113.3400509 23.1625697, 113.3400764 23.1624142)",,,,,,,,
5809450441,8915416764,0,865860593,华农淮河东路,residential,False,False,90.797,"LINESTRING (113.3423826 23.1605575, 113.3432698 23.1605949)",,,,,,,,
5809450441,11185197754,0,614119151,,residential,False,False,30.646,"LINESTRING (113.3423826 23.1605575, 113.3423451 23.1607068, 113.3422807 23.1608139)",,,,,,,,
5809450441,8115369376,0,614119151,,residential,False,True,214.34900000000005,"LINESTRING (113.3423826 23.1605575, 113.3423744 23.1604045, 113.3423211 23.1602594, 113.3422266 23.1601332, 113.3420982 23.1600355, 113.3419457 23.1599738, 113.3417806 23.1599528, 113.3416156 23.159974, 113.3414631 23.1600359, 113.3413349 23.1601337, 113.3412406 23.1602601, 113.3411967 23.1603672, 113.3411777 23.1604804, 113.3411862 23.160601, 113.341199 23.1606452)",,,,,,,,
5809450457,5809450458,0,614119151,,residential,False,True,12.736,"LINESTRING (113.34135 23.1608972, 113.341446 23.1609702)",,,,,,,,
5809450457,8221407028,0,884012647,,path,False,False,41.596,"LINESTRING (113.34135 23.1608972, 113.3409465 23.1608491)",,,,,,,,
5809450457,11185382854,0,614119151,,residential,False,False,28.442,"LINESTRING (113.34135 23.1608972, 113.3412724 23.1608077, 113.3412164 23.1607054, 113.3412089 23.1606795)",,,,,,,,
5809450458,5809450457,0,614119151,,residential,False,False,12.736,"LINESTRING (113.341446 23.1609702, 113.34135 23.1608972)",,,,,,,,
5809450458,5809450461,0,614119151,,residential,False,True,38.201,"LINESTRING (113.341446 23.1609702, 113.3415562 23.1610236, 113.3416759 23.161055, 113.3418002 23.1610632)",,,,,,,,
5809450458,6508613047,0,693294862,,residential,False,True,76.93900000000001,"LINESTRING (113.341446 23.1609702, 113.3413996 23.1610157, 113.3412527 23.1616306)",,,,,,,,
5809450461,5808417456,0,884012648,,footway,False,True,86.301,"LINESTRING (113.3418002 23.1610632, 113.3425382 23.16144)",,,,,,,,
5809450461,5809450458,0,614119151,,residential,False,False,38.201,"LINESTRING (113.3418002 23.1610632, 113.3416759 23.161055, 113.3415562 23.1610236, 113.341446 23.1609702)",,,,,,,,
5809450461,5808417453,0,614119151,,residential,False,True,31.59,"LINESTRING (113.3418002 23.1610632, 113.3419236 23.1610478, 113.3420409 23.1610094, 113.3420921 23.1609807)",,,,,,,,
5809450610,2154491397,0,614119182,鄱阳路,residential,False,False,103.3,"LINESTRING (113.3480397 23.1573416, 113.3483928 23.1572863, 113.348745 23.1572755, 113.3489273 23.157274, 113.3490448 23.1572721)",,20,,,,,,
5809450610,5809450779,0,614119182,鄱阳路,residential,False,True,33.741,"LINESTRING (113.3480397 23.1573416, 113.3478469 23.1573895, 113.3477223 23.1574246)",,20,,,,,,
5809450610,6509548156,0,693383713,,footway,False,False,78.35000000000002,"LINESTRING (113.3480397 23.1573416, 113.3481051 23.1571923, 113.3480997 23.1570733, 113.3481795 23.1569895, 113.3482003 23.1569587, 113.348211 23.1569155, 113.348209 23.1568748, 113.348207 23.1568329, 113.3481989 23.1568088, 113.3481916 23.1567823, 113.3482097 23.1567546, 113.3482325 23.1567306, 113.3482439 23.1566991)",,,,,,,,
5809450620,5809450623,0,859118660,,service,False,True,33.025,"LINESTRING (113.3486783 23.1583582, 113.3486776 23.1586552)",,,parking_aisle,,,,,
5809450621,5809450629,0,614119166,,service,False,False,32.569,"LINESTRING (113.3477255 23.1583573, 113.3477266 23.1586502)",,,parking_aisle,,,,,
5809450623,8008253082,0,614119171,,service,False,False,27.522,"LINESTRING (113.3486776 23.1586552, 113.3484084 23.1586538)",,,parking_aisle,,,,,
5809450623,5809450620,0,859118660,,service,False,False,33.025,"LINESTRING (113.3486776 23.1586552, 113.3486783 23.1583582)",,,parking_aisle,,,,,
5809450623,5809450651,0,"[859118665, 859118666, 614119171]",,service,False,True,100.52799999999999,"LINESTRING (113.3486776 23.1586552, 113.3488814 23.1586563, 113.3489521 23.1585642, 113.3489527 23.1584286, 113.3489448 23.1579603)",,,parking_aisle,,,,,
5809450623,8008253084,0,"[859118660, 859118671]",,"['service', 'steps']",False,"[False, True]",64.307,"LINESTRING (113.3486776 23.1586552, 113.348679 23.1587907, 113.348327 23.1587938, 113.3481975 23.1587889)",,,parking_aisle,,,,,
5809450629,5809450621,0,614119166,,service,False,True,32.569,"LINESTRING (113.3477266 23.1586502, 113.3477255 23.1583573)",,,parking_aisle,,,,,
5809450629,8008253079,0,614119171,,service,False,True,22.993,"LINESTRING (113.3477266 23.1586502, 113.3479515 23.1586514)",,,parking_aisle,,,,,
5809450629,8008253084,0,"[859118670, 614119166]",,"['service', 'steps']",False,False,63.837,"LINESTRING (113.3477266 23.1586502, 113.3477268 23.1587915, 113.3480671 23.1587912, 113.3481975 23.1587889)",,,parking_aisle,,,,,
5809450629,5809450638,0,"[614119171, 859118662, 859118663]",,service,False,False,67.134,"LINESTRING (113.3477266 23.1586502, 113.347511 23.1586491, 113.3474449 23.1586193, 113.3474024 23.1585697, 113.3474013 23.1583746, 113.3474008 23.158295)",,,parking_aisle,,,,,
5809450629,5808417160,0,865561487,,footway,False,True,93.09699999999998,"LINESTRING (113.3477266 23.1586502, 113.3476003 23.1587627, 113.3475434 23.1588716, 113.347534 23.1589631, 113.3474866 23.1590676, 113.3473824 23.1592027, 113.3473435 23.159238, 113.3472334 23.1593254)",,,,,,,,
5809450630,8008253084,0,614119167,,service,False,True,69.309,"LINESTRING (113.3481937 23.1594122, 113.3481975 23.1587889)",,,,,,,,
5809450630,8067839976,0,857432474,华农珠江路,residential,False,False,5.613,"LINESTRING (113.3481937 23.1594122, 113.3482486 23.1594114)",,,,,,,,
5809450630,5808417160,0,857432474,华农珠江路,residential,False,True,98.657,"LINESTRING (113.3481937 23.1594122, 113.3480893 23.1594062, 113.3472944 23.1593312, 113.3472334 23.1593254)",,,,,,,,
5809450631,8008253084,0,614119167,,service,False,False,15.145,"LINESTRING (113.3481983 23.1586527, 113.3481975 23.1587889)",,,,,,,,
5809450631,8008253079,0,614119171,,service,False,False,25.232,"LINESTRING (113.3481983 23.1586527, 113.3479515 23.1586514)",,,parking_aisle,,,,,
5809450631,8008253082,0,614119171,,service,False,True,21.48,"LINESTRING (113.3481983 23.1586527, 113.3484084 23.1586538)",,,parking_aisle,,,,,
5809450632,7975842524,0,852603763,华农巢湖路,residential,True,False,64.072,"LINESTRING (113.3491351 23.1579601, 113.3491311 23.1573839)",,,,,,,,
5809450632,5809450651,0,614119168,,service,False,True,19.456,"LINESTRING (113.3491351 23.1579601, 113.3490454 23.1579602, 113.3489448 23.1579603)",,,parking_aisle,,,,,
5809450637,5808417170,0,857432473,粤汉路,residential,False,True,13.557,"LINESTRING (113.3472142 23.158297, 113.3472167 23.1584189)",,,,,,,,
5809450637,5809450638,0,614119170,,service,False,True,19.079,"LINESTRING (113.3472142 23.158297, 113.3472735 23.1582965, 113.347321 23.1582959, 113.3474008 23.158295)",,,parking_aisle,,,,,
5809450637,5809450781,0,857432473,粤汉路,residential,False,False,81.852,"LINESTRING (113.3472142 23.158297, 113.3472028 23.1576881, 113.3472004 23.157561)",,,,,,,,
5809450638,5809450637,0,614119170,,service,False,False,19.079,"LINESTRING (113.3474008 23.158295, 113.347321 23.1582959, 113.3472735 23.1582965, 113.3472142 23.158297)",,,parking_aisle,,,,,
5809450638,5809450651,0,"[859118664, 859118661, 859118663]",,service,False,False,188.12600000000003,"LINESTRING (113.3474008 23.158295, 113.3473997 23.1580956, 113.3474198 23.1580288, 113.3474694 23.157987, 113.3475192 23.157966, 113.3475949 23.1579611, 113.3480938 23.1579608, 113.3483173 23.1579607, 113.3489448 23.1579603)",,,parking_aisle,,,,,
5809450638,5809450629,0,"[614119171, 859118662, 859118663]",,service,False,True,67.134,"LINESTRING (113.3474008 23.158295, 113.3474013 23.1583746, 113.3474024 23.1585697, 113.3474449 23.1586193, 113.347511 23.1586491, 113.3477266 23.1586502)",,,parking_aisle,,,,,
5809450651,5809450632,0,614119168,,service,False,False,19.456,"LINESTRING (113.3489448 23.1579603, 113.3490454 23.1579602, 113.3491351 23.1579601)",,,parking_aisle,,,,,
5809450651,5809450638,0,"[859118664, 859118661, 859118663]",,service,False,True,188.126,"LINESTRING (113.3489448 23.1579603, 113.3483173 23.1579607, 113.3480938 23.1579608, 113.3475949 23.1579611, 113.3475192 23.157966, 113.3474694 23.157987, 113.3474198 23.1580288, 113.3473997 23.1580956, 113.3474008 23.158295)",,,parking_aisle,,,,,
5809450651,5809450623,0,"[859118665, 859118666, 614119171]",,service,False,False,100.52799999999999,"LINESTRING (113.3489448 23.1579603, 113.3489527 23.1584286, 113.3489521 23.1585642, 113.3488814 23.1586563, 113.3486776 23.1586552)",,,parking_aisle,,,,,
5809450701,5809450702,0,865860597,华农黄河东路,residential,False,True,10.451,"LINESTRING (113.348782 23.1617375, 113.3486884 23.1617753)",,,,,,,,
5809450701,7984201996,0,852603765,华农黄河东路,residential,False,False,125.03299999999999,"LINESTRING (113.348782 23.1617375, 113.3489475 23.161724, 113.349113 23.1617417, 113.3494142 23.1618087, 113.3497016 23.1619028, 113.3499609 23.1619878)",,,,,,,,
5809450702,1988676626,0,205495144,玉泉路,residential,False,False,40.393,"LINESTRING (113.3486884 23.1617753, 113.3487122 23.1621379)",,,,,yes,,,
5809450702,7975842556,0,614119174,华农黄河东路,residential,False,True,19.836,"LINESTRING (113.3486884 23.1617753, 113.3484988 23.1618132)",,,,,,,,
5809450702,7975842554,0,855268106,华农巢湖路,residential,True,False,17.94,"LINESTRING (113.3486884 23.1617753, 113.3487239 23.1616173)",,,,,,华农1路(往西园方向),,
5809450702,5809450701,0,865860597,华农黄河东路,residential,False,False,10.451,"LINESTRING (113.3486884 23.1617753, 113.348782 23.1617375)",,,,,,,,
5809450706,7994162402,0,614119174,华农黄河东路,residential,False,False,11.94,"LINESTRING (113.3478185 23.1617488, 113.3479316 23.1617756)",,,,,,,,
5809450706,7975842558,0,855268110,,service,False,False,21.454,"LINESTRING (113.3478185 23.1617488, 113.3478574 23.1615592)",,,driveway,,,,,
5809450706,5809450709,0,614119174,华农黄河东路,residential,False,True,40.363,"LINESTRING (113.3478185 23.1617488, 113.3476273 23.1617185, 113.3474266 23.1617241)",,,,,,,,
5809450709,7994162419,0,614119174,华农黄河东路,residential,False,True,18.954,"LINESTRING (113.3474266 23.1617241, 113.3472412 23.1617239)",,,,,,,,
5809450709,7994162397,0,857432460,,steps,False,True,16.534,"LINESTRING (113.3474266 23.1617241, 113.3474561 23.1618703)",,,,,,,,
5809450709,5809450706,0,614119174,华农黄河东路,residential,False,False,40.363,"LINESTRING (113.3474266 23.1617241, 113.3476273 23.1617185, 113.3478185 23.1617488)",,,,,,,,
5809450714,7972736816,0,188255508,,living_street,False,False,42.518,"LINESTRING (113.3490139 23.1606787, 113.3494221 23.1607519)",,,,,,,,
5809450714,7975842549,0,188255508,,living_street,False,True,8.014,"LINESTRING (113.3490139 23.1606787, 113.348937 23.1606647)",,,,,,,,
5809450714,7975842555,0,855268107,华农巢湖路,residential,True,False,107.439,"LINESTRING (113.3490139 23.1606787, 113.3488366 23.1614883, 113.3488064 23.1616259)",,,,,,,,
5809450725,7965414896,0,854103399,岳洲路,residential,True,False,14.956,"LINESTRING (113.3516509 23.1572638, 113.3516522 23.1571293)",,,,,,,,
5809450725,7972746918,0,856284164,鄱阳路,residential,False,True,11.635,"LINESTRING (113.3516509 23.1572638, 113.3515371 23.1572642)",,,,,,,,
5809450725,5809450726,0,865860598,鄱阳路,residential,False,False,9.436,"LINESTRING (113.3516509 23.1572638, 113.3517432 23.1572635)",,,,,,,,
5809450726,7965414899,0,852603761,岳洲路,residential,True,False,8.132,"LINESTRING (113.3517432 23.1572635, 113.3517409 23.1573366)",2,,,,,,,
5809450726,5809450725,0,865860598,鄱阳路,residential,False,True,9.436,"LINESTRING (113.3517432 23.1572635, 113.3516509 23.1572638)",,,,,,,,
5809450728,7996272376,0,603106072,,living_street,False,False,37.158,"LINESTRING (113.3516739 23.158878, 113.3515907 23.1592033)",,,,,,,,
5809450728,7965414902,0,854103404,,residential,True,False,15.961,"LINESTRING (113.3516739 23.158878, 113.3516246 23.1587418)",,,,,,,,
5809450728,5809450755,0,852603764,华农珠江路,residential,False,True,85.368,"LINESTRING (113.3516739 23.158878, 113.3515461 23.1588687, 113.3514605 23.1588625, 113.3512108 23.1588496, 113.3508401 23.1588393)",,,,,,,,
5809450729,7965414901,0,854103403,,footway,False,False,8.987,"LINESTRING (113.3516259 23.1586657, 113.3517138 23.158666)",,,,,,,,
5809450729,8067848330,0,865860599,岳洲路,residential,True,False,5.049,"LINESTRING (113.3516259 23.1586657, 113.3516267 23.1586203)",,,,,,,,
5809450744,4880432768,0,496338761,,service,False,False,108.469,"LINESTRING (113.3528651 23.1599906, 113.3537377 23.1594357)",,,,,,,,
5809450744,2154585666,0,854103398,,residential,True,False,92.507,"LINESTRING (113.3528651 23.1599906, 113.3533833 23.1606726)",,,,,,,,
5809450750,5809450728,0,854103406,,residential,True,False,15.904,"LINESTRING (113.3517123 23.1587394, 113.3516739 23.158878)",,,,,,,,
5809450750,7965414904,0,871061289,岳洲路,residential,True,False,6.874,"LINESTRING (113.3517123 23.1587394, 113.3517784 23.1587507)",,,,,,,,
5809450755,5809450728,0,852603764,华农珠江路,residential,False,False,85.368,"LINESTRING (113.3508401 23.1588393, 113.3512108 23.1588496, 113.3514605 23.1588625, 113.3515461 23.1588687, 113.3516739 23.158878)",,,,,,,,
5809450755,6509558837,0,852603764,华农珠江路,residential,False,True,103.82,"LINESTRING (113.3508401 23.1588393, 113.3506655 23.1588604, 113.3504137 23.158916, 113.350133 23.1589785, 113.3499371 23.1590344, 113.349854 23.1590565)",,,,,,,,
5809450755,1988787386,0,"[854396410, 854396411]",,"['steps', 'living_street']",False,True,52.593999999999994,"LINESTRING (113.3508401 23.1588393, 113.3508097 23.1589296, 113.3507532 23.1590701, 113.3506592 23.1592818)",,,,,,,,
5809450765,7975842526,0,855268102,,residential,True,False,9.968,"LINESTRING (113.349093 23.159352, 113.3490953 23.1593297, 113.3491055 23.1593093, 113.3491226 23.1592933, 113.3491444 23.1592834)",,,,,,,roundabout,
5809450765,8067839976,0,857432474,华农珠江路,residential,False,True,86.605,"LINESTRING (113.349093 23.159352, 113.3490114 23.159362, 113.3483146 23.1594105, 113.3482486 23.1594114)",,,,,,,,
5809450779,8700617987,0,887008129,,service,False,False,31.736,"LINESTRING (113.3477223 23.1574246, 113.3477242 23.1571392)",,,alley,,,,,
5809450779,5809450610,0,614119182,鄱阳路,residential,False,False,33.741,"LINESTRING (113.3477223 23.1574246, 113.3478469 23.1573895, 113.3480397 23.1573416)",,20,,,,,,
5809450779,5809450781,0,614119182,鄱阳路,residential,False,True,55.664,"LINESTRING (113.3477223 23.1574246, 113.3474356 23.157521, 113.3472773 23.1575479, 113.3472004 23.157561)",,20,,,,,,
5809450781,5809450779,0,614119182,鄱阳路,residential,False,False,55.664,"LINESTRING (113.3472004 23.157561, 113.3472773 23.1575479, 113.3474356 23.157521, 113.3477223 23.1574246)",,20,,,,,,
5809450781,5808417408,0,614119182,鄱阳路,residential,False,True,110.564,"LINESTRING (113.3472004 23.157561, 113.3470765 23.1575492, 113.3468961 23.1575321, 113.3466868 23.1574738, 113.3464168 23.1573512, 113.3463281 23.1572979, 113.3462028 23.1572225)",,20,,,,,,
5809450781,5809450637,0,857432473,粤汉路,residential,False,True,81.852,"LINESTRING (113.3472004 23.157561, 113.3472028 23.1576881, 113.3472142 23.158297)",,,,,,,,
5809450924,5808417611,0,"[613986241, 613986242, 613986243]",,footway,False,True,45.712,"LINESTRING (113.3411094 23.1629853, 113.3410914 23.1630591, 113.3410136 23.1633299, 113.3410029 23.1633844)",,,,,yes,,,
5809450924,5809450925,0,613986272,,living_street,False,False,168.941,"LINESTRING (113.3411094 23.1629853, 113.3415719 23.1630454, 113.3419082 23.1630358, 113.3420917 23.1630041, 113.342233 23.1629439, 113.34236 23.1628712, 113.3424838 23.1627754, 113.3426013 23.1626322)",,,,,,,,
5809450924,5808417568,0,613986272,,living_street,False,True,123.881,"LINESTRING (113.3411094 23.1629853, 113.3408504 23.162893, 113.3404843 23.1626914, 113.3400764 23.1624142)",,,,,,,,
5809450925,5808417585,0,613986272,,living_street,False,False,12.184,"LINESTRING (113.3426013 23.1626322, 113.3426645 23.1625393)",,,,,,,,
5809450925,5809450924,0,613986272,,living_street,False,True,168.941,"LINESTRING (113.3426013 23.1626322, 113.3424838 23.1627754, 113.34236 23.1628712, 113.342233 23.1629439, 113.3420917 23.1630041, 113.3419082 23.1630358, 113.3415719 23.1630454, 113.3411094 23.1629853)",,,,,,,,
5809450925,5809450931,0,614119191,,cycleway,False,True,73.249,"LINESTRING (113.3426013 23.1626322, 113.342502 23.1625965, 113.3424688 23.1625258, 113.3423451 23.1625682, 113.3422431 23.1625633, 113.3421104 23.1625645, 113.3419521 23.1625805)",,,,,,,,
5809450931,8070808098,0,865860590,,steps,False,True,30.078,"LINESTRING (113.3419521 23.1625805, 113.3419681 23.1623104)",,,,,,,,
5809450931,5809450925,0,614119191,,cycleway,False,False,73.24900000000001,"LINESTRING (113.3419521 23.1625805, 113.3421104 23.1625645, 113.3422431 23.1625633, 113.3423451 23.1625682, 113.3424688 23.1625258, 113.342502 23.1625965, 113.3426013 23.1626322)",,,,,,,,
5809450931,8070808103,0,614119191,,cycleway,False,True,80.60300000000001,"LINESTRING (113.3419521 23.1625805, 113.3417925 23.1625941, 113.3416651 23.162615, 113.3415847 23.16262, 113.3414599 23.1626138, 113.3413406 23.1626052, 113.3412266 23.1625879, 113.3411717 23.1625708)",,,,,,,,
5809450945,5808417568,0,865860585,,living_street,False,True,40.971,"LINESTRING (113.3399156 23.1620767, 113.3400764 23.1624142)",,,,,,,,
5809450945,8070808102,0,614119191,,cycleway,False,False,58.041000000000004,"LINESTRING (113.3399156 23.1620767, 113.3401121 23.1620836, 113.3402087 23.1621058, 113.3402878 23.1621342, 113.3403441 23.1621662, 113.3404432 23.1622291)",,,,,,,,
5809450945,5808417524,0,865860585,,living_street,False,False,31.141,"LINESTRING (113.3399156 23.1620767, 113.3398527 23.1619375, 113.3397841 23.1618246)",,,,,,,,
6125738580,3722929338,0,653660506,,service,False,True,91.95,"LINESTRING (113.3435647 23.1660105, 113.3441948 23.1654204)",,,driveway,,,,,
6125738580,6125739386,0,653660507,,service,False,False,57.735,"LINESTRING (113.3435647 23.1660105, 113.3430122 23.1659029)",,,driveway,,,,,
