element_type,osmid,building,historic,name,name:zh-Hans,geometry,nodes,addr:housenumber,addr:place,alt_name,name:zh,name:en,addr:city,addr:district,addr:postcode,addr:province,building:levels,wheelchair,amenity,layer,level,opening_hours,operator,ref,start_date,subway,wikidata,wikimedia_commons,wikipedia,smoking,name:alt,old_name,alt_name:en,alt_name:zh,height,tourism,office,leisure,construction,ways,type
way,966503359,residential,,,,"POLYGON ((113.3503467 23.1614893, 113.3503681 23.1613999, 113.3504209 23.1613754, 113.3505685 23.1614053, 113.3506159 23.1614494, 113.3505929 23.161545, 113.3505197 23.1615302, 113.3505318 23.1614796, 113.3504203 23.161457, 113.3504095 23.161502, 113.3503467 23.1614893))","[8941906282, 8941906288, 8941906290, 8941906291, 8941906289, 8941906283, 8941906286, 8941906287, 8941906285, 8941906284, 8941906282]",38,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503360,residential,,,,"POLYGON ((113.3506632 23.1615436, 113.3506856 23.1614528, 113.3507388 23.161429, 113.3508851 23.1614595, 113.3509316 23.161504, 113.3509089 23.1615958, 113.3508403 23.1615814, 113.3508515 23.1615361, 113.3507396 23.1615127, 113.3507286 23.1615573, 113.3506632 23.1615436))","[8941906292, 8941906293, 8941906294, 8941906295, 8941906296, 8941906297, 8941906298, 8941906299, 8941906300, 8941906301, 8941906292]",37,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,966503361,residential,,,,"POLYGON ((113.3510007 23.1612346, 113.3509702 23.1613546, 113.3507239 23.1613018, 113.3507552 23.1611783, 113.3508334 23.1611951, 113.3508211 23.1612434, 113.3509245 23.1612656, 113.3509359 23.1612207, 113.3510007 23.1612346))","[8941906302, 8941906303, 8941906304, 8941906305, 8941906306, 8941906307, 8941906308, 8941906309, 8941906302]",35,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559672,residential,,,,"POLYGON ((113.3513222 23.1605941, 113.351349 23.1604758, 113.351746 23.1605596, 113.3517138 23.1606829, 113.3513222 23.1605941))","[8951312415, 8951312416, 8951328317, 8951328318, 8951312415]",26,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559673,residential,,,,"POLYGON ((113.3512873 23.160821, 113.3513141 23.1607027, 113.3517111 23.1607865, 113.3516789 23.1609098, 113.3512873 23.160821))","[8951328319, 8951328320, 8951328321, 8951328322, 8951328319]",27,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559674,residential,,,,"POLYGON ((113.3512151 23.1610569, 113.3512419 23.1609386, 113.3516388 23.1610224, 113.3516067 23.1611457, 113.3512151 23.1610569))","[8951328323, 8951328324, 8951328325, 8951328326, 8951328323]",28,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559675,residential,,,,"POLYGON ((113.3511837 23.1613462, 113.3512106 23.1612278, 113.3516075 23.1613117, 113.3515754 23.161435, 113.3511837 23.1613462))","[8951328327, 8951328328, 8951328329, 8951328330, 8951328327]",29,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559676,residential,,,,"POLYGON ((113.3517304 23.1614475, 113.3517583 23.1613296, 113.3519975 23.1613774, 113.3519697 23.1614953, 113.3517304 23.1614475))","[8951328331, 8951328332, 8951328333, 8951328334, 8951328331]",34,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559677,residential,,,,"POLYGON ((113.3517781 23.1611624, 113.3518029 23.1610506, 113.352093 23.161105, 113.3520682 23.1612167, 113.3517781 23.1611624))","[8951328335, 8951328336, 8951328337, 8951328338, 8951328335]",33,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559678,residential,,,,"POLYGON ((113.3518342 23.1609411, 113.351859 23.1608293, 113.3521491 23.1608837, 113.3521243 23.1609955, 113.3518342 23.1609411))","[8951328339, 8951328340, 8951328341, 8951328342, 8951328339]",32,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559679,residential,,,,"POLYGON ((113.3518902 23.1607095, 113.351915 23.1605977, 113.3522051 23.1606521, 113.3521803 23.1607639, 113.3518902 23.1607095))","[8951328343, 8951328344, 8951328345, 8951328346, 8951328343]",31,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559680,residential,,,,"POLYGON ((113.3519342 23.1604632, 113.351959 23.1603514, 113.3522491 23.1604058, 113.3522243 23.1605176, 113.3519342 23.1604632))","[8951328347, 8951328348, 8951328349, 8951328350, 8951328347]",30,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559681,residential,,,,"POLYGON ((113.3523329 23.1605036, 113.3523543 23.1604156, 113.35257 23.1604601, 113.3525485 23.1605481, 113.3523329 23.1605036))","[8951328351, 8951328352, 8951328353, 8951328354, 8951328351]",49,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559682,residential,,,,"POLYGON ((113.3522809 23.160754, 113.3523024 23.160666, 113.3525181 23.1607104, 113.3524966 23.1607984, 113.3522809 23.160754))","[8951328355, 8951328356, 8951328357, 8951328358, 8951328355]",50,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559683,residential,,,,"POLYGON ((113.3522209 23.1609966, 113.3522424 23.1609086, 113.3524581 23.1609531, 113.3524366 23.1610411, 113.3522209 23.1609966))","[8951328359, 8951328360, 8951328361, 8951328362, 8951328359]",51,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559684,residential,,,,"POLYGON ((113.352165 23.161265, 113.3521864 23.161177, 113.3524021 23.1612214, 113.3523807 23.1613094, 113.352165 23.161265))","[8951328363, 8951328364, 8951328365, 8951328366, 8951328363]",52,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559685,residential,,,,"POLYGON ((113.3524569 23.1613385, 113.3524783 23.1612505, 113.352694 23.1612949, 113.3526725 23.161383, 113.3524569 23.1613385))","[8951328367, 8951328368, 8951328369, 8951328370, 8951328367]",56,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559686,residential,,,,"POLYGON ((113.3525168 23.1610701, 113.3525383 23.1609822, 113.352754 23.1610266, 113.3527325 23.1611146, 113.3525168 23.1610701))","[8951328371, 8951328372, 8951328373, 8951328374, 8951328371]",55,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559687,residential,,,,"POLYGON ((113.3525808 23.1608238, 113.3526022 23.1607359, 113.3528179 23.1607803, 113.3527965 23.1608683, 113.3525808 23.1608238))","[8951328375, 8951328376, 8951328377, 8951328378, 8951328375]",54,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559688,residential,,,,"POLYGON ((113.3526368 23.1605665, 113.3526582 23.1604785, 113.3528739 23.1605229, 113.3528525 23.160611, 113.3526368 23.1605665))","[8951328379, 8951328380, 8951328381, 8951328382, 8951328379]",53,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559689,residential,,,,"POLYGON ((113.3521812 23.1615339, 113.3522029 23.1614463, 113.3526055 23.161531, 113.3525837 23.1616186, 113.3521812 23.1615339))","[8951328383, 8951328384, 8951328385, 8951328386, 8951328383]",57,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559690,residential,,,,"POLYGON ((113.3530235 23.1612137, 113.3530231 23.1610996, 113.3534648 23.1610982, 113.3534653 23.1612122, 113.3530235 23.1612137))","[8951328387, 8951328388, 8951328389, 8951328390, 8951328387]",58,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559691,residential,,,,"POLYGON ((113.3529149 23.1614607, 113.3529141 23.161367, 113.3536297 23.1613621, 113.3536305 23.1614559, 113.3529149 23.1614607))","[8951328391, 8951328392, 8951328393, 8951328394, 8951328391]",59,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559692,residential,,,,"POLYGON ((113.3528994 23.161701, 113.3529011 23.1615926, 113.3534042 23.1615995, 113.3534025 23.1617078, 113.3528994 23.161701))","[8951328395, 8951328396, 8951328397, 8951328398, 8951328395]",60,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559693,residential,,,,"POLYGON ((113.3534964 23.1616935, 113.3534969 23.1616051, 113.3537298 23.1616063, 113.3537292 23.1616947, 113.3534964 23.1616935))","[8951328399, 8951328400, 8951328401, 8951328402, 8951328399]",61,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559694,residential,,,,"POLYGON ((113.3530294 23.1619397, 113.3530294 23.1618407, 113.353277 23.1618407, 113.353277 23.1619396, 113.3530294 23.1619397))","[8951328403, 8951328404, 8951328405, 8951328406, 8951328403]",62,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559695,residential,,,,"POLYGON ((113.3533487 23.1619475, 113.353351 23.1618423, 113.3538522 23.1618512, 113.35385 23.1619565, 113.3533487 23.1619475))","[8951328407, 8951328408, 8951328409, 8951328410, 8951328407]",63,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967559696,residential,,,,"POLYGON ((113.3531473 23.1621786, 113.3531473 23.1620797, 113.353395 23.1620797, 113.353395 23.1621786, 113.3531473 23.1621786))","[8951328411, 8951328412, 8951328413, 8951328414, 8951328411]",64,华南农业大学嵩山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710159,university,,音乐楼,,"POLYGON ((113.3469702 23.1644131, 113.3470079 23.1644095, 113.3470264 23.1643777, 113.3470153 23.1641042, 113.3466614 23.1640893, 113.3466566 23.1641689, 113.3468705 23.1641763, 113.3467759 23.1642655, 113.3469702 23.1644131))","[8973570919, 8973570920, 10718506095, 8973570921, 8973570923, 8973570922, 10718506097, 10718506096, 8973570919]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710167,dormitory,,,,"POLYGON ((113.3533191 23.1652076, 113.3533181 23.16491, 113.3537973 23.1649086, 113.3537983 23.1652063, 113.3533191 23.1652076))","[8973570970, 8973570971, 8973570972, 8973570973, 8973570970]",4,六一区研究生公寓,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,
way,969710168,dormitory,,,,"POLYGON ((113.3540188 23.1652334, 113.3540178 23.1649357, 113.354497 23.1649343, 113.354498 23.165232, 113.3540188 23.1652334))","[8973570974, 8973570975, 8973570976, 8973570977, 8973570974]",5,六一区研究生公寓,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,
way,969710169,dormitory,,,,"POLYGON ((113.3546666 23.1652187, 113.3546656 23.164921, 113.3551447 23.1649196, 113.3551457 23.1652173, 113.3546666 23.1652187))","[8973570978, 8973570979, 8973570980, 8973570981, 8973570978]",6,六一区研究生公寓,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,
way,969710170,dormitory,,,,"POLYGON ((113.3653141 23.164071, 113.3653136 23.1639519, 113.36603 23.1639493, 113.3660305 23.1640683, 113.3653141 23.164071))","[8973570982, 8973570983, 8973570984, 8973570985, 8973570982]",47,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710171,dormitory,,,,"POLYGON ((113.3653191 23.1638688, 113.3653186 23.1637497, 113.366035 23.1637471, 113.3660356 23.1638661, 113.3653191 23.1638688))","[8973570986, 8973570987, 8973570988, 8973570989, 8973570986]",46,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710172,dormitory,,,,"POLYGON ((113.3653191 23.1636504, 113.3653186 23.1635313, 113.366035 23.1635287, 113.3660356 23.1636477, 113.3653191 23.1636504))","[8973570990, 8973570991, 8973570992, 8973570993, 8973570990]",45,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710173,dormitory,,,,"POLYGON ((113.3653326 23.1644098, 113.3653321 23.1642907, 113.3660485 23.1642881, 113.366049 23.1644071, 113.3653326 23.1644098))","[8973570994, 8973570995, 8973570996, 8973570997, 8973570994]",52,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710174,dormitory,,,,"POLYGON ((113.3653417 23.1646197, 113.3653412 23.1645006, 113.3660576 23.1644981, 113.3660582 23.164617, 113.3653417 23.1646197))","[8973570998, 8973570999, 8973571000, 8973571001, 8973570998]",53,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710175,dormitory,,,,"POLYGON ((113.364482 23.164412, 113.3644822 23.1642889, 113.3651254 23.1642897, 113.3651252 23.1644129, 113.364482 23.164412))","[8973571002, 8973571003, 8973571004, 8973571005, 8973571002]",50,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710176,dormitory,,,,"POLYGON ((113.3644859 23.1646142, 113.3644849 23.1644972, 113.3651465 23.1644929, 113.3651475 23.1646097, 113.3644859 23.1646142))","[8973571006, 8973571007, 8973571008, 8973571009, 8973571006]",51,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710177,dormitory,,,,"POLYGON ((113.3653509 23.1651741, 113.3653503 23.1650549, 113.3660668 23.1650524, 113.3660673 23.1651713, 113.3653509 23.1651741))","[8973571010, 8973571011, 8973571012, 8973571013, 8973571010]",59,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710178,dormitory,,,,"POLYGON ((113.3653417 23.1649641, 113.3653412 23.164845, 113.3660576 23.1648424, 113.3660582 23.1649614, 113.3653417 23.1649641))","[8973571014, 8973571015, 8973571016, 8973578217, 8973571014]",58,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710179,dormitory,,,,"POLYGON ((113.3644914 23.164977, 113.3644916 23.1648539, 113.3651349 23.1648547, 113.3651347 23.1649779, 113.3644914 23.164977))","[8973578218, 8973578219, 8973578220, 8973578221, 8973578218]",56,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710180,dormitory,,,,"POLYGON ((113.3644953 23.1651792, 113.3644944 23.1650622, 113.365156 23.1650579, 113.3651569 23.1651747, 113.3644953 23.1651792))","[8973578222, 8973578223, 8973578224, 8973578225, 8973578222]",57,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710181,dormitory,,,,"POLYGON ((113.3636419 23.164977, 113.3636421 23.1648539, 113.3642854 23.1648547, 113.3642852 23.1649779, 113.3636419 23.164977))","[8973578226, 8973578227, 8973578228, 8973578229, 8973578226]",54,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710182,dormitory,,,,"POLYGON ((113.3636458 23.1651792, 113.3636448 23.1650622, 113.3643065 23.1650579, 113.3643074 23.1651747, 113.3636458 23.1651792))","[8973578230, 8973578231, 8973578232, 8973578233, 8973578230]",55,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710183,dormitory,,,,"POLYGON ((113.3636625 23.1646236, 113.3636616 23.1645067, 113.3643232 23.1645023, 113.3643242 23.1646192, 113.3636625 23.1646236))","[8973578234, 8973578235, 8973578236, 8973578237, 8973578234]",49,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710184,dormitory,,,,"POLYGON ((113.3638835 23.1644123, 113.3638842 23.1642996, 113.3643127 23.164302, 113.364312 23.1644148, 113.3638835 23.1644123))","[8973578238, 8973578239, 8973578240, 8973578241, 8973578238]",48,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710193,dormitory,,,,"POLYGON ((113.3662643 23.163275, 113.3662649 23.1631467, 113.3668356 23.163149, 113.3668349 23.1632774, 113.3662643 23.163275))","[8973578264, 8973578265, 8973578266, 8973578267, 8973578264]",44,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710194,dormitory,,,,"POLYGON ((113.3662666 23.1630774, 113.3662672 23.1629491, 113.3668379 23.1629514, 113.3668373 23.1630798, 113.3662666 23.1630774))","[8973578268, 8973578269, 8973578270, 8973578271, 8973578268]",43,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710195,dormitory,,,,"POLYGON ((113.3662717 23.1625457, 113.3662724 23.1624174, 113.366843 23.1624197, 113.3668424 23.1625481, 113.3662717 23.1625457))","[8973578272, 8973578273, 8973578274, 8973578275, 8973578272]",41,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969710196,dormitory,,,,"POLYGON ((113.3662694 23.1627433, 113.36627 23.162615, 113.3668407 23.1626173, 113.3668401 23.1627457, 113.3662694 23.1627433))","[8973578276, 8973578277, 8973578278, 8973578279, 8973578276]",42,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,986109451,yes,,,,"POLYGON ((113.3513338 23.1575608, 113.3513331 23.1574427, 113.3505101 23.1574466, 113.3505108 23.1575648, 113.3513338 23.1575608))","[9115828836, 9115828837, 9115828838, 9115828839, 9115828836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,
way,1005782929,university,,,,"POLYGON ((113.3543887 23.1618349, 113.3543893 23.1616677, 113.3545974 23.1616683, 113.354598 23.161507, 113.3542078 23.1615057, 113.3542086 23.1613195, 113.3552081 23.1613229, 113.3552075 23.1614765, 113.3552899 23.1614767, 113.3552892 23.1616605, 113.3550535 23.1616597, 113.3550528 23.161837, 113.3543887 23.1618349))","[9279746712, 9279746713, 9279746714, 9279746715, 9279746716, 9279773517, 9279773518, 9279773519, 9279773520, 9279773521, 9279773522, 9279773523, 9279746712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1005782930,university,,,,"POLYGON ((113.3554863 23.1624761, 113.3554291 23.1624641, 113.3553756 23.1624694, 113.3553265 23.1624898, 113.3552868 23.1625232, 113.3552604 23.1625664, 113.35525 23.1626149, 113.3552565 23.1626641, 113.3552793 23.1627089, 113.3553163 23.1627449, 113.3553635 23.1627686, 113.3554165 23.1627775, 113.3554745 23.1627694, 113.3555262 23.1627437, 113.3555653 23.1627035, 113.3555872 23.1626534, 113.3564003 23.1626437, 113.3564166 23.1621466, 113.3559003 23.1622176, 113.3554775 23.1622213, 113.3554863 23.1624761))","[4030356092, 4030356091, 4030356100, 4030356099, 4030356098, 4030356097, 4030356096, 4030356095, 4030356094, 4030356090, 4030356089, 4030339888, 4030356106, 4030356105, 4030356104, 4030356103, 4030356110, 4030356109, 4030356108, 4030356107, 4030356092]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1018954948,university,,,,"POLYGON ((113.3611688 23.1640184, 113.3610981 23.1640021, 113.3610495 23.1639574, 113.3610423 23.1638916, 113.361091 23.1638336, 113.3611544 23.1637995, 113.3612459 23.1637492, 113.361265 23.1636803, 113.3613005 23.1636328, 113.3613655 23.1636057, 113.3614342 23.163602, 113.3614957 23.1636325, 113.3618776 23.1634897, 113.3619811 23.1636522, 113.3611688 23.1640184))","[9398303836, 9398303837, 9398303838, 9398303839, 9398303849, 9398303840, 9398303841, 9398303847, 9398303848, 9398303842, 9398303846, 9398303843, 9398303844, 9398303845, 9398303836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818651,university,,工程训练中心,,"POLYGON ((113.3388996 23.1593128, 113.3389041 23.1590525, 113.3392822 23.1590581, 113.3392777 23.1593183, 113.3388996 23.1593128))","[9787677290, 9787677291, 9787677292, 9787677293, 9787677290]",32,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818652,university,,机械工程楼,,"POLYGON ((113.3394368 23.1593737, 113.3394393 23.1591123, 113.3398718 23.1591158, 113.3398705 23.1592534, 113.3399224 23.1592538, 113.3399211 23.1593776, 113.3394368 23.1593737))","[9787677294, 9787677295, 9787677296, 9787677297, 9787677298, 9787677299, 9787677294]",34,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818654,university,,,,"POLYGON ((113.3420847 23.1620268, 113.3420814 23.1619242, 113.3425212 23.1619123, 113.3425245 23.1620148, 113.3420847 23.1620268))","[9787677315, 9787677316, 9787713717, 9787713718, 9787677315]",35-1,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818655,university,,,,"POLYGON ((113.3464176 23.1633163, 113.3467618 23.163361, 113.3467453 23.1634689, 113.3464694 23.1634332, 113.3464567 23.1635158, 113.3463883 23.1635069, 113.3464176 23.1633163))","[9787713719, 9787713720, 9787713721, 9787713722, 9787713723, 9787713724, 9787713719]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818656,university,,,,"POLYGON ((113.3463876 23.1631958, 113.346446 23.1629338, 113.3465955 23.1629619, 113.3465371 23.1632239, 113.3463876 23.1631958))","[9787713725, 9787713726, 9787713727, 9787713728, 9787713725]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818657,university,,,,"POLYGON ((113.3466795 23.1630404, 113.3467066 23.1629096, 113.3469784 23.1629573, 113.3469512 23.1630882, 113.3466795 23.1630404))","[9787713729, 9787713730, 9787713731, 9787713732, 9787713729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818658,university,,,,"POLYGON ((113.346721 23.1628086, 113.3467482 23.1626778, 113.34702 23.1627255, 113.3469928 23.1628564, 113.346721 23.1628086))","[9787713733, 9787713734, 9787713735, 9787713736, 9787713733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818659,university,,,,"POLYGON ((113.3420739 23.1618314, 113.3420705 23.161733, 113.3424988 23.1617205, 113.3425022 23.1618188, 113.3420739 23.1618314))","[9787713739, 9787713740, 9787713741, 9787713742, 9787713739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065818660,university,,Department of Architecture,,"POLYGON ((113.3427476 23.1612072, 113.3427622 23.1610653, 113.343089 23.1610938, 113.3430743 23.1612357, 113.3427476 23.1612072))","[9787713743, 9787713744, 9787713745, 9787713746, 9787713743]",37,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,research,,,,
way,1065818661,university,,园林楼与林产楼,,"POLYGON ((113.3423825 23.1611157, 113.3423909 23.1610091, 113.342678 23.1610281, 113.3426818 23.1609797, 113.3423583 23.1609583, 113.3423646 23.1608777, 113.3427477 23.1609031, 113.3427292 23.1611387, 113.3423825 23.1611157))","[9787713747, 9787713748, 9787713749, 9787713750, 9787713751, 9787713752, 9787713753, 9787713754, 9787713747]",38,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1091015028,yes,,启林北综合训练馆,,"POLYGON ((113.3655312 23.163321, 113.3655303 23.1631272, 113.3658713 23.162796, 113.3660481 23.1627954, 113.3660504 23.1633191, 113.3655312 23.163321))","[9992943939, 9992943940, 9992943941, 9992943942, 9992943943, 9992943939]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports_hall,,,
way,1147537338,dormitory,,,,"POLYGON ((113.3487332 23.1652955, 113.3487336 23.165139, 113.3488302 23.1651392, 113.34883 23.1652196, 113.3489968 23.16522, 113.3489967 23.1652577, 113.3492453 23.1652582, 113.3492457 23.1651109, 113.3489603 23.1651103, 113.3489607 23.1649276, 113.3494149 23.1649286, 113.3494146 23.1650458, 113.3493668 23.1650457, 113.3493662 23.1653419, 113.3494102 23.165342, 113.34941 23.1654352, 113.3489737 23.1654345, 113.3489737 23.1654096, 113.3489074 23.1654095, 113.3489075 23.1653899, 113.3488011 23.1653896, 113.3488013 23.1652957, 113.3487332 23.1652955))","[10677705884, 10677705885, 10677705886, 10677705887, 10677705888, 10677705889, 10677705890, 10677705891, 10677705892, 10677705893, 10677705894, 10677705895, 10677705896, 10677705897, 10677705898, 10677705899, 10677705900, 10677705901, 10677705902, 10677705903, 10677705904, 10677742305, 10677705884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147537339,dormitory,,,,"POLYGON ((113.3484283 23.1650409, 113.3484283 23.1648763, 113.3488513 23.1648762, 113.3488513 23.165041, 113.3484283 23.1650409))","[10677742306, 10677742307, 10677742308, 10677742309, 10677742306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147537340,yes,,,,"POLYGON ((113.3476123 23.1653693, 113.3476037 23.1651248, 113.3481743 23.165108, 113.3481829 23.1653523, 113.3476123 23.1653693))","[10677742312, 10677742313, 10677742314, 10677742315, 10677742312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147537342,yes,,,,"POLYGON ((113.3474329 23.1659852, 113.3475664 23.1660238, 113.3476797 23.165693, 113.3475463 23.1656544, 113.3474329 23.1659852))","[10677742325, 10677742326, 10677742327, 10677742328, 10677742325]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147537343,yes,,,,"POLYGON ((113.3472676 23.166426, 113.3473441 23.1664471, 113.3474533 23.166113, 113.3473768 23.1660919, 113.3472676 23.166426))","[10677742329, 10677742330, 10677742331, 10677742332, 10677742329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147537344,yes,,,,"POLYGON ((113.3474472 23.1664443, 113.3474931 23.1664562, 113.3475615 23.1664331, 113.3476761 23.1660595, 113.3475735 23.1660329, 113.3474472 23.1664443))","[10677742333, 10677742334, 10677742335, 10677742336, 10677742337, 10677742333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1147537345,yes,,,,"POLYGON ((113.3473878 23.1660811, 113.3475281 23.1661187, 113.3475546 23.1660352, 113.3474144 23.1659976, 113.3473878 23.1660811))","[10677742338, 10677742339, 10677742340, 10677742341, 10677742338]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1152354205,yes,,,,"POLYGON ((113.3503785 23.1629744, 113.3504311 23.1628952, 113.3498595 23.1625749, 113.3498071 23.1626541, 113.3503785 23.1629744))","[10718506090, 10718506091, 10718506092, 10718506093, 10718506090]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1154193763,university,,华南农业大学 校医院,,"POLYGON ((113.3472664 23.1670826, 113.3471638 23.1668352, 113.347227 23.166813, 113.3472173 23.1667895, 113.3481014 23.1664797, 113.3481148 23.1665119, 113.3481747 23.1664908, 113.3482078 23.1665706, 113.3483056 23.1665363, 113.3483715 23.1666951, 113.3472664 23.1670826))","[10734247837, 10734247838, 10734247839, 10734247840, 10734247841, 10734247842, 10734247843, 10734247844, 10734247845, 10734247846, 10734247837]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
way,1159609632,dormitory,,,,"POLYGON ((113.3621973 23.1624921, 113.3621973 23.1623734, 113.3626063 23.1623733, 113.3626063 23.1624922, 113.3621973 23.1624921))","[10783952854, 10783952855, 10783952856, 10783952857, 10783952854]",39,启林区学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
