element_type,osmid,building,historic,name,name:zh-Hans,geometry,nodes,addr:housenumber,addr:place,alt_name,name:zh,name:en,addr:city,addr:district,addr:postcode,addr:province,building:levels,wheelchair,amenity,layer,level,opening_hours,operator,ref,start_date,subway,wikidata,wikimedia_commons,wikipedia,smoking,name:alt,old_name,alt_name:en,alt_name:zh,height,tourism,office,leisure,construction,ways,type
way,614119145,dormitory,,,,"POLYGON ((113.3401215 23.1634113, 113.3401215 23.1634234, 113.3399473 23.1634236, 113.3399397 23.1634214, 113.3399354 23.1634167, 113.3399319 23.163408, 113.3399317 23.1634035, 113.3399341 23.1633988, 113.3399377 23.1633944, 113.3399473 23.1633901, 113.3399472 23.1633133, 113.3401213 23.1633131, 113.3401213 23.1632972, 113.3405924 23.1632966, 113.3405925 23.1633193, 113.3407793 23.163319, 113.3407794 23.163427, 113.3405926 23.1634272, 113.3405926 23.1634107, 113.3404171 23.163411, 113.3404079 23.1634277, 113.3403031 23.1634278, 113.340293 23.1634111, 113.3401215 23.1634113))","[5809450344, 5809450337, 5809450339, 5809450322, 5809450327, 5809450326, 5809450325, 5809450324, 5809450323, 5809450328, 5809450338, 5809450340, 5809450342, 5809450341, 5809450334, 5809450336, 5809450335, 5809450333, 5809450343, 5809450331, 5809450329, 5809450330, 5809450332, 5809450344]",19,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119146,university,,,,"POLYGON ((113.3434573 23.163189, 113.3434415 23.1632816, 113.3434258 23.1632794, 113.3434137 23.1633505, 113.3434344 23.1633535, 113.3434292 23.1633841, 113.3434114 23.1633815, 113.3433904 23.1635041, 113.3435064 23.1635209, 113.3435274 23.1633983, 113.3435077 23.1633954, 113.3435129 23.1633648, 113.3437279 23.1633959, 113.3437448 23.1633904, 113.3437609 23.1633798, 113.3437804 23.1633632, 113.3437959 23.1633425, 113.3437748 23.1634661, 113.3438667 23.1634794, 113.3438894 23.1633464, 113.3439017 23.1632741, 113.3437805 23.1632566, 113.3437666 23.163243, 113.3437438 23.163235, 113.3437113 23.1632261, 113.3436848 23.1632273, 113.3436427 23.1632367, 113.3435756 23.163227, 113.3435791 23.1632066, 113.3434573 23.163189))","[5809450373, 5809450371, 5809450367, 5809450369, 5809450361, 5809450360, 5809450356, 5809450358, 5809450357, 5809450355, 5809450359, 5809450362, 5809450348, 5809450345, 5809450347, 5809450346, 5809450364, 5809450363, 5809450368, 5809450370, 5809450372, 5809450353, 5809450349, 5809450350, 5809450351, 5809450352, 5809450354, 5809450366, 5809450365, 5809450373]",45,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119147,university,,,,"POLYGON ((113.3440319 23.1640027, 113.3440493 23.1639177, 113.344074 23.163922, 113.3440829 23.1638784, 113.3440907 23.1638798, 113.3444152 23.1639358, 113.3444069 23.1639763, 113.3444569 23.163985, 113.3444483 23.1640275, 113.3444368 23.1640255, 113.3444275 23.164071, 113.3440319 23.1640027))","[5809450384, 5809450377, 5809450376, 5809450382, 5809450380, 5809450379, 5809450378, 5809450381, 5809450375, 5809450374, 5809450383, 5809450384]",22,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119148,dormitory,,,,"POLYGON ((113.3435745 23.1623103, 113.3435537 23.1623266, 113.3435401 23.1623484, 113.3435353 23.1623732, 113.3435379 23.1623921, 113.3435457 23.1624097, 113.3435582 23.1624249, 113.3435745 23.1624367, 113.342916 23.1624367, 113.342916 23.1625546, 113.343765 23.1625546, 113.343765 23.1624367, 113.3437542 23.1624367, 113.3437724 23.1624198, 113.3437843 23.1623987, 113.3437888 23.1623753, 113.3437851 23.1623506, 113.3437732 23.1623282, 113.3437542 23.1623103, 113.3438883 23.1623103, 113.3438883 23.1621962, 113.3435745 23.1621962, 113.343539 23.1621962, 113.343539 23.1621814, 113.3429194 23.1621814, 113.3429194 23.1622899, 113.3434351 23.1622899, 113.3434351 23.1623103, 113.3435745 23.1623103))","[5809450409, 5809450393, 5809450394, 5809450395, 5809450390, 5809450391, 5809450392, 5809450410, 5809450412, 5809450414, 5809450413, 5809450411, 5809450396, 5809450385, 5809450386, 5809450389, 5809450387, 5809450388, 5809450408, 5809450405, 5809450406, 5809450407, 5809450401, 5809450399, 5809450400, 5809450402, 5809450403, 5809450404, 5809450409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119150,dormitory,,,,"POLYGON ((113.342886 23.162718, 113.3433468 23.1627198, 113.3433463 23.1628294, 113.3432294 23.162829, 113.3432488 23.1628335, 113.3432659 23.1628429, 113.3432793 23.1628565, 113.3432879 23.162873, 113.3432909 23.1628951, 113.3432854 23.1629168, 113.3432719 23.1629354, 113.3432523 23.1629485, 113.3432289 23.1629545, 113.3432288 23.1629701, 113.3432283 23.163072, 113.3427477 23.1630699, 113.3427482 23.162967, 113.3430799 23.1629685, 113.34308 23.1629342, 113.3431211 23.1629344, 113.3431215 23.1628559, 113.3430806 23.1628557, 113.3430807 23.1628287, 113.3428855 23.162828, 113.342886 23.162718))","[5809450420, 5809450422, 5809450423, 5809450436, 5809450435, 5809450434, 5809450433, 5809450432, 5809450431, 5809450430, 5809450429, 5809450428, 5809450427, 8559113820, 5809450426, 5809450424, 5809450415, 5809450425, 5809450419, 5809450417, 5809450416, 5809450418, 5809450437, 5809450421, 5809450420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119152,university,,,,"POLYGON ((113.3420057 23.1607083, 113.3422128 23.1607224, 113.3422413 23.1603699, 113.3420342 23.1603558, 113.3420057 23.1607083))","[5809450468, 5809450467, 5809450466, 5809450465, 5809450468]",3,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119153,university,,,,"POLYGON ((113.3413171 23.1606488, 113.3415242 23.1606629, 113.3415523 23.1603143, 113.3413453 23.1603001, 113.3413171 23.1606488))","[5809450472, 5809450470, 5809450469, 5809450471, 5809450472]",2,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119155,university,building,,,"POLYGON ((113.343859 23.1602263, 113.3442301 23.1602509, 113.3442462 23.1600463, 113.3442577 23.160047, 113.3442919 23.1596106, 113.3442782 23.1596097, 113.3442943 23.1594048, 113.3439254 23.1593803, 113.3439109 23.1595642, 113.3440717 23.1595749, 113.3440346 23.1600479, 113.3438738 23.1600373, 113.343859 23.1602263))","[5809450505, 5809450503, 5809450494, 5809450499, 5809450498, 5809450495, 5809450502, 5809450504, 5809450500, 5809450497, 5809450496, 5809450501, 5809450505]",5,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,国立中山大学国立中山大学物理天文教室,,,,,,,,,
way,614119172,university,,华南农业大学 行政楼,,"POLYGON ((113.3478597 23.1584351, 113.3478588 23.1582501, 113.3477687 23.1582505, 113.3477686 23.1582304, 113.347717 23.1582306, 113.3475853 23.1582311, 113.3475846 23.1580643, 113.3477162 23.1580638, 113.3477166 23.1581415, 113.3477705 23.1581413, 113.3477704 23.1581273, 113.347922 23.1581267, 113.347922 23.1581407, 113.3480709 23.1581401, 113.3480705 23.158053, 113.3483186 23.1580521, 113.348319 23.1581392, 113.3485966 23.1581381, 113.3486694 23.1581379, 113.3486691 23.1580698, 113.3488195 23.1580692, 113.3488202 23.1582296, 113.3486698 23.1582302, 113.3486034 23.1582304, 113.3486035 23.1582492, 113.3485039 23.1582495, 113.3485048 23.1584326, 113.3478597 23.1584351))","[5809450685, 5809450681, 5809450680, 5809450679, 5809450678, 5809450667, 5809450666, 5809450665, 5809450683, 5809450677, 5809450663, 5809450662, 5809450664, 5809450671, 5809450669, 5809450668, 5809450670, 5809450672, 5809450682, 5809450659, 5809450661, 5809450660, 5809450673, 5809450674, 5809450675, 5809450676, 5809450684, 5809450685]",88,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119183,yes,,华南农业大学图书馆 档案楼,,"POLYGON ((113.348313 23.1607125, 113.3483701 23.1607234, 113.3483668 23.1607376, 113.3485915 23.1607803, 113.3485948 23.1607661, 113.3486559 23.1607777, 113.348639 23.1608526, 113.3486697 23.1608585, 113.3486528 23.1609339, 113.3486218 23.160928, 113.3486029 23.1610121, 113.348535 23.1609992, 113.3485393 23.1609799, 113.3483335 23.1609407, 113.3483293 23.1609597, 113.3482604 23.1609466, 113.3482782 23.1608675, 113.3482281 23.160858, 113.348245 23.1607829, 113.348295 23.1607924, 113.348313 23.1607125))","[5809450823, 5809450822, 5809450805, 5809450804, 5809450821, 5809450820, 5809450819, 5809450818, 5809450817, 5809450816, 5809450815, 5809450814, 5809450813, 5809450812, 5809450811, 5809450810, 5809450809, 5809450807, 5809450806, 5809450808, 5809450823]",49,华南农业大学,,,,,,,,,,library,,,,,,,,,,,,,,,,,,,,,,
way,614119184,library,,华南农业大学图书馆 总馆,,"POLYGON ((113.3475618 23.1600915, 113.3478903 23.1601545, 113.3479252 23.1600008, 113.3482526 23.1600636, 113.3482334 23.1601486, 113.3483505 23.1601711, 113.3483894 23.1599998, 113.3483555 23.1599933, 113.3483999 23.1597973, 113.3484338 23.1598038, 113.348485 23.1595785, 113.3488939 23.159657, 113.3487641 23.1602286, 113.3486908 23.1602145, 113.3486953 23.1601944, 113.3485899 23.1601742, 113.3485468 23.1603645, 113.3486584 23.1603859, 113.3486629 23.160366, 113.3487281 23.1603785, 113.348674 23.160617, 113.3486185 23.1606064, 113.3486237 23.1605835, 113.348418 23.160544, 113.3484128 23.160567, 113.348343 23.1605536, 113.3483466 23.1605374, 113.3482707 23.1605228, 113.3482744 23.1605064, 113.3481392 23.1604805, 113.34815 23.1604329, 113.3479097 23.1603868, 113.3478942 23.1604553, 113.3478252 23.160442, 113.3478012 23.1605478, 113.3478332 23.1605539, 113.3478113 23.1606505, 113.3480708 23.1607002, 113.3480553 23.1607686, 113.3476818 23.160697, 113.3476929 23.1606483, 113.3476753 23.1606449, 113.3476852 23.1606011, 113.3474127 23.1605488, 113.3474452 23.1604056, 113.3476272 23.1604405, 113.3476643 23.160277, 113.3475258 23.1602505, 113.3475332 23.1602176, 113.3475124 23.1602136, 113.3475285 23.1601426, 113.3475493 23.1601466, 113.3475618 23.1600915))","[5809450875, 5809450874, 5809450873, 5809450872, 5809450871, 5809450870, 5809450827, 5809450825, 5809450824, 5809450826, 5809450869, 5809450868, 5809450867, 5809450828, 5809450866, 5809450865, 5809450864, 5809450863, 5809450829, 5809450862, 5809450861, 5809450860, 5809450831, 5809450830, 5809450859, 5809450858, 5809450857, 5809450856, 5809450855, 5809450854, 5809450853, 5809450852, 5809450851, 5809450850, 5809450849, 5809450848, 5809450847, 5809450846, 5809450845, 5809450844, 5809450843, 5809450842, 5809450841, 5809450840, 5809450839, 5809450838, 5809450837, 5809450836, 5809450835, 5809450833, 5809450832, 5809450834, 5809450875]",,,,华南农业大学图书馆,South China Agricultural University Library,,,,,,,library,,,Mo-Sa 08:00-22:00; Su 08:00-18:00,华南农业大学,,,,,,,,,,,,,,,,,,
way,614119185,yes,,华南农业大学图书馆 信息楼,,"POLYGON ((113.3475097 23.1597162, 113.3475497 23.1595398, 113.3476738 23.1595636, 113.3476952 23.1594691, 113.3478164 23.1594924, 113.3478214 23.1594703, 113.3478677 23.1594791, 113.3478627 23.1595012, 113.3479189 23.1595181, 113.3479555 23.1595378, 113.3480034 23.1595689, 113.3480413 23.1596034, 113.3480612 23.1596378, 113.3480712 23.1596543, 113.3480839 23.1596867, 113.3480919 23.1597192, 113.3480797 23.1597733, 113.3480683 23.1598233, 113.3477944 23.1597708, 113.3477779 23.1598437, 113.3475791 23.1598056, 113.3475956 23.1597327, 113.3475097 23.1597162))","[5809450882, 5809450880, 5809450803, 5809450800, 5809450799, 5809450797, 5809450796, 5809450798, 5809450792, 5809450793, 5809450794, 5809450795, 5809450801, 5809450789, 5809450790, 5809450791, 5809450802, 5809450881, 5809450878, 5809450877, 5809450876, 5809450879, 5809450882]",,,,,,,,,,,,library,,,,,,,,,,,,,,,,,,,,,,
way,614119186,university,,艺术学院音乐楼,,"POLYGON ((113.3453334 23.1623557, 113.3453343 23.1622444, 113.3455413 23.1622458, 113.3455415 23.1622207, 113.3456729 23.1622215, 113.3456727 23.1622466, 113.3459009 23.1622481, 113.3459001 23.1623594, 113.3453334 23.1623557))","[5809450890, 5809450888, 5809450886, 5809450884, 5809450883, 5809450885, 5809450887, 5809450889, 5809450890]",11,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,614119192,university,,华南农业大学第一教学大楼,,"POLYGON ((113.3445181 23.1616902, 113.3445196 23.1617377, 113.3444714 23.161739, 113.3444762 23.1618919, 113.3444069 23.1618937, 113.3444122 23.1620653, 113.3446823 23.1620582, 113.3446732 23.1617623, 113.3449834 23.1617542, 113.3449824 23.1617195, 113.3452598 23.1617123, 113.3452624 23.1617982, 113.3454451 23.1617935, 113.3454393 23.1616058, 113.3446508 23.1616264, 113.3446455 23.1614566, 113.3443787 23.1614636, 113.3443835 23.16162, 113.3444796 23.1616175, 113.344479 23.1615994, 113.344575 23.1615969, 113.3445762 23.1616365, 113.3445165 23.1616381, 113.3445181 23.1616902))","[5809450923, 5809450949, 5809450948, 5809450947, 5809450946, 5809450965, 5809450950, 5809450951, 5809450957, 5809450955, 5809450954, 5809450956, 5809450964, 5809450966, 5809450963, 5809450962, 5809450967, 5809450960, 5809450958, 5809450959, 5809450961, 5809450953, 5809450952, 5809450923]",8,华南农业大学,丁颖楼,,,,,,,,,,,,,,,,,,,,,,,Dingying Building,丁颖楼,,,,,,,
way,693341411,university,,兽医学院办公楼,,"POLYGON ((113.3433038 23.163867, 113.3437692 23.1639451, 113.3437957 23.163828, 113.3437285 23.1638182, 113.3437302 23.1637987, 113.3433303 23.1637336, 113.3433038 23.163867))","[6509038952, 6509038953, 6509038954, 6509038955, 6509038956, 6509038957, 6509038952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341412,yes,building,丁颖故居,,"POLYGON ((113.3479666 23.1591572, 113.3481237 23.1592124, 113.3481437 23.1591529, 113.3480744 23.1591218, 113.3480929 23.1590793, 113.3480128 23.1590453, 113.3479666 23.1591572))","[6509038958, 6509038959, 6509038960, 6509038961, 6509038962, 6509038963, 6509038958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341414,university,,,,"POLYGON ((113.3431881 23.1613326, 113.3433638 23.1613478, 113.34337 23.1612875, 113.3436469 23.1613114, 113.3436418 23.1613611, 113.343812 23.1613758, 113.3438376 23.1611261, 113.3436667 23.1611113, 113.3436584 23.1611921, 113.3433679 23.161167, 113.3433746 23.1611014, 113.3432131 23.1610875, 113.3431881 23.1613326))","[6509105089, 8001716408, 8001716410, 8001716411, 8001716409, 6509105090, 6509105091, 6509105092, 6509105093, 6509105094, 6509105095, 6509105096, 6509105089]",7,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341416,university,,,,"POLYGON ((113.3397276 23.1614115, 113.3402417 23.1614147, 113.3402769 23.1613703, 113.3402934 23.1614124, 113.3403195 23.1614503, 113.3403688 23.1614923, 113.3404036 23.1615101, 113.3404413 23.1615219, 113.3404955 23.1615278, 113.3405497 23.1615215, 113.3405953 23.1615058, 113.3406362 23.1614815, 113.3406704 23.1614495, 113.3406963 23.1614115, 113.3407134 23.1613662, 113.3407186 23.1613185, 113.3407118 23.1612713, 113.3406933 23.1612267, 113.3406709 23.1611947, 113.3406424 23.161167, 113.3405896 23.1611353, 113.3405292 23.1611183, 113.3404662 23.1611175, 113.3404122 23.1611303, 113.3403633 23.1611549, 113.3403088 23.1611361, 113.3402658 23.1609536, 113.3402846 23.1606453, 113.3402041 23.1606083, 113.3397209 23.1606054, 113.3397187 23.1609141, 113.3401744 23.1609168, 113.340173 23.1611073, 113.3397299 23.1611046, 113.3397276 23.1614115))","[6509105103, 6509105104, 6509105105, 9787677300, 6509105106, 6509105107, 9787677301, 6509105108, 9787677302, 6509105109, 9787677303, 6509105110, 9787677304, 6509105111, 9787677305, 6509105112, 9787677306, 6509105113, 9787677307, 6509105114, 9787677308, 9787677309, 6509105116, 9787677310, 6509105117, 6509105118, 6509105119, 6509105121, 6509105122, 6509105124, 6509105125, 6509105126, 6509105127, 6509105128, 6509105103]",33,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341417,dormitory,,,,"POLYGON ((113.3390738 23.1611324, 113.3395762 23.1611381, 113.339578 23.1610041, 113.3395593 23.1609696, 113.3395297 23.1609449, 113.339491 23.1609445, 113.3394895 23.1610545, 113.3390749 23.1610498, 113.3390738 23.1611324))","[6509105129, 6509105130, 6509105132, 6509105133, 6509105134, 6509105135, 6509105136, 6509105137, 6509105129]",20,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341418,dormitory,,,,"POLYGON ((113.3390711 23.1608932, 113.3395802 23.1608928, 113.3395807 23.1607822, 113.3395673 23.1607279, 113.3395351 23.1607057, 113.3394734 23.1606835, 113.3394739 23.1607876, 113.3390708 23.1607893, 113.3390711 23.1608932))","[6509105138, 6509105139, 6509105140, 6509105141, 6509105142, 6509105143, 6509105144, 6509105145, 6509105138]",21,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341419,dormitory,,,,"POLYGON ((113.3390295 23.1606333, 113.3390246 23.1605204, 113.3391077 23.1605198, 113.3395365 23.1605169, 113.3395415 23.1606341, 113.3390295 23.1606333))","[6509105146, 6509105147, 11185261011, 6509105148, 6509105149, 6509105146]",22,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341420,dormitory,,,,"POLYGON ((113.3390103 23.1602536, 113.3390082 23.1601327, 113.3395743 23.160137, 113.3395748 23.1602466, 113.3391069 23.1602524, 113.3390103 23.1602536))","[6509105150, 6509105151, 6509105152, 6509105153, 11185261012, 6509105150]",23,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341421,dormitory,,,,"POLYGON ((113.3390418 23.1599978, 113.3394392 23.1599963, 113.3394384 23.1600811, 113.3395869 23.1599957, 113.3395885 23.1598873, 113.3390414 23.1598893, 113.3390418 23.1599978))","[6509105154, 11185261009, 11185261010, 6509105155, 6509105156, 6509105157, 6509105154]",24,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341423,university,,SCAU Department of Law,,"POLYGON ((113.3439528 23.161, 113.3439618 23.160849, 113.3444983 23.160876, 113.3444892 23.1610272, 113.3439528 23.161))","[6509105166, 6509105167, 6509105168, 6509105169, 6509105166]",6,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341424,dormitory,,,,"POLYGON ((113.3420345 23.1624901, 113.3420037 23.1623739, 113.3421978 23.1623513, 113.3424535 23.1623541, 113.3426353 23.1623937, 113.3426137 23.1624986, 113.3423179 23.1624532, 113.3420345 23.1624901))","[6509105170, 6509105171, 6509105172, 6509105173, 6509105174, 6509105175, 6509105176, 6509105170]",7,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341425,dormitory,,,,"POLYGON ((113.3412573 23.1624654, 113.3412924 23.1623585, 113.3414361 23.1623984, 113.3415982 23.1624217, 113.3417786 23.162412, 113.3419078 23.1623933, 113.3419304 23.1625061, 113.3418153 23.1625281, 113.341703 23.162545, 113.3415996 23.16255, 113.341473 23.1625325, 113.3413756 23.1625078, 113.3412573 23.1624654))","[6509105177, 6509105178, 8559113821, 6509105179, 8559113822, 6509105180, 6509105181, 8559113825, 6509105182, 8559113824, 8559113823, 6509105183, 6509105177]",6,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341426,dormitory,,,,"POLYGON ((113.3405432 23.1621841, 113.3406079 23.1621048, 113.3408698 23.1622379, 113.3411594 23.1623201, 113.3411256 23.1624362, 113.3409253 23.1623881, 113.3407219 23.1622918, 113.3405432 23.1621841))","[6509105184, 6509105185, 6509105186, 6509105187, 6509105188, 6509105189, 6509105190, 6509105184]",5,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341427,dormitory,,,,"POLYGON ((113.3399024 23.1620085, 113.3398901 23.1619122, 113.3400626 23.1619037, 113.3401026 23.161881, 113.3402721 23.161898, 113.3402598 23.1619292, 113.3403738 23.1619745, 113.340497 23.162034, 113.340457 23.162119, 113.3403676 23.1620765, 113.3402906 23.1620538, 113.3401982 23.162034, 113.3400718 23.1620198, 113.3399825 23.1620085, 113.3399024 23.1620085))","[6509105191, 6509105192, 6509105193, 6509105194, 6509105195, 6509105196, 6509105197, 6509105198, 6509105199, 6509105200, 6509105201, 6509105202, 6509105203, 6509105204, 6509105191]",4,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693341430,yes,,感恩亭,,"POLYGON ((113.3442185 23.1630321, 113.344244 23.163033, 113.3442621 23.1630192, 113.3442621 23.1629929, 113.344248 23.1629785, 113.3442199 23.1629775, 113.3442081 23.1629871, 113.3442058 23.1630167, 113.3442185 23.1630321))","[6509105209, 6509105210, 6509105211, 6509105212, 6509105213, 6509105214, 6509105215, 6509105216, 6509105209]",,,,,,,,,,,,shelter,1,,,,,,,,,,,,,,,,,,,,,
way,693376766,dormitory,,,,"POLYGON ((113.3502868 23.1560611, 113.350768 23.1560684, 113.3507699 23.1559632, 113.3502886 23.155956, 113.3502868 23.1560611))","[6509501847, 6509501848, 6509501849, 6509501850, 6509501847]",11,华南农业大学黑山区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693376767,dormitory,,,,"POLYGON ((113.3502804 23.1557864, 113.3507794 23.1557925, 113.3507814 23.1556505, 113.3502824 23.1556445, 113.3502804 23.1557864))","[6509501851, 6509501853, 6509501857, 6509501858, 6509501851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693383708,university,,实验动物中心,,"POLYGON ((113.3425725 23.1662132, 113.3432496 23.1662582, 113.3432683 23.1660006, 113.3425912 23.1659813, 113.3425725 23.1662132))","[6509548104, 6509548105, 6509548106, 6509548107, 6509548104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693383712,yes,,,,"POLYGON ((113.3480869 23.1571847, 113.3480859 23.1571938, 113.3480818 23.1572021, 113.348075 23.1572088, 113.3480663 23.1572131, 113.3480565 23.1572147, 113.3480467 23.1572133, 113.3480378 23.1572092, 113.3480309 23.1572026, 113.3480264 23.157194, 113.3480254 23.1571845, 113.3480278 23.1571752, 113.3480335 23.1571671, 113.3480417 23.1571613, 113.3480516 23.1571583, 113.3480619 23.1571585, 113.3480717 23.1571619, 113.3480796 23.157168, 113.3480848 23.1571758, 113.3480869 23.1571847))","[6509548136, 6509548137, 6509548138, 6509548139, 6509548140, 6509548141, 6509548142, 6509548143, 6509548125, 6509548126, 6509548129, 6509548130, 6509548131, 6509548132, 6509548133, 6509548134, 6509548135, 6509548127, 6509548128, 6509548136]",,,,,,,,,,,,shelter,1,,,,,,,,,,,,,,,,,,,,,
way,693481410,yes,,,,"POLYGON ((113.3495453 23.1559003, 113.3495442 23.1559128, 113.3495385 23.1559243, 113.349529 23.1559333, 113.3495166 23.1559388, 113.349503 23.1559401, 113.3494897 23.1559371, 113.3494783 23.1559301, 113.3494707 23.155921, 113.3494665 23.1559101, 113.3494663 23.1558985, 113.34947 23.1558874, 113.3494772 23.155878, 113.3494873 23.1558711, 113.3494993 23.1558675, 113.3495118 23.1558674, 113.3495238 23.155871, 113.349534 23.1558778, 113.3495418 23.1558881, 113.3495453 23.1559003))","[6510688876, 6510688877, 6510688878, 6510688879, 6510688880, 6510688881, 6510688882, 6510688864, 6510688865, 6510688868, 6510688869, 6510688870, 6510688871, 6510688872, 6510688873, 6510688874, 6510688875, 6510688866, 6510688867, 6510688876]",,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,
way,693481412,dormitory,,,,"POLYGON ((113.3500314 23.1575461, 113.3500322 23.1574555, 113.3501506 23.1574563, 113.3501514 23.1573599, 113.3503971 23.1573616, 113.3503963 23.1574447, 113.3505091 23.1574454, 113.3505082 23.1575495, 113.3500314 23.1575461))","[6510690298, 6510690299, 6510690300, 6510690301, 6510690302, 6510690303, 6510690304, 7975842519, 6510690298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693481413,yes,,惠泽亭,,"POLYGON ((113.3449898 23.1580898, 113.3449821 23.1580887, 113.3449745 23.1580901, 113.3449678 23.1580938, 113.3449629 23.1580994, 113.3449603 23.1581061, 113.3449604 23.1581133, 113.3449631 23.15812, 113.3449677 23.158125, 113.3449736 23.1581285, 113.3449805 23.1581301, 113.3449876 23.1581297, 113.3449941 23.1581272, 113.3449996 23.1581231, 113.3450033 23.1581175, 113.345005 23.1581112, 113.3450045 23.1581047, 113.3450018 23.1580987, 113.3449967 23.1580933, 113.3449898 23.1580898))","[6510690318, 6510690319, 6510690320, 6510690321, 6510690322, 6510690323, 6510690324, 6510690306, 6510690307, 6510690310, 6510690311, 6510690312, 6510690313, 6510690314, 6510690315, 6510690316, 6510690317, 6510690308, 6510690309, 6510690318]",,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,
way,693487412,yes,,,,"POLYGON ((113.343141 23.1603202, 113.3431405 23.1602324, 113.343205 23.1602321, 113.3432056 23.1603199, 113.343141 23.1603202))","[6510731483, 6510731484, 6510750485, 6510750486, 6510731483]",,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,
way,693487419,university,,,,"POLYGON ((113.3455861 23.1599919, 113.345697 23.1599916, 113.3456964 23.1598067, 113.3460566 23.1598056, 113.3460561 23.1596724, 113.3455851 23.1596737, 113.3455861 23.1599919))","[6510750655, 6510750656, 6510750657, 6510750658, 6510750659, 6510750660, 6510750655]",18,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694564807,dormitory,,,,"POLYGON ((113.340017 23.162234, 113.3400232 23.1622137, 113.3400427 23.1622039, 113.340071 23.1622161, 113.3401259 23.162186, 113.3401984 23.1622926, 113.3402471 23.1623113, 113.3403152 23.1623739, 113.340378 23.1624178, 113.3404568 23.1624553, 113.3404798 23.1624707, 113.3404754 23.1624902, 113.3405488 23.1625163, 113.3406081 23.1625228, 113.3406054 23.1625936, 113.3406178 23.1626147, 113.3406169 23.1626261, 113.3406125 23.1626326, 113.3406001 23.1626375, 113.3405824 23.1626383, 113.3404559 23.1626074, 113.3404002 23.1625757, 113.3404028 23.1625553, 113.3403179 23.1625098, 113.3402285 23.1624528, 113.3401498 23.1623829, 113.3401232 23.1623886, 113.340017 23.162234))","[6521887835, 6521887836, 6521887837, 6521887838, 6521887839, 6521887840, 6521887841, 6521887842, 6521887843, 6521887844, 6521887845, 6521887846, 6521887847, 6521887848, 6521887849, 6521887850, 6521887851, 6521887852, 6521887853, 6521887854, 6521887855, 6521887856, 6521887857, 6521887858, 6521887859, 6521887860, 6521887861, 6521887835]",1,华南农业大学华山学生公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
