element_type,osmid,nodes,layer,natural,geometry
way,189478410,"[2000861613, 3823836070, 2000861617, 2000861621, 2000861624, 2000861619, 2000861622, 2000861623, 2000861618, 2000861616, 2000861614, 2000861612, 2000861609, 2000861604, 2000861600, 1937562483, 3823836069, 2000861613]",-1,water,"POLYGON ((121.4982587 31.2874839, 121.4982602 31.2875075, 121.4982618 31.2875317, 121.4983026 31.2875924, 121.4983479 31.2876144, 121.4984024 31.2875795, 121.4984719 31.2875937, 121.4985113 31.2876066, 121.4985355 31.2875756, 121.4985445 31.2875304, 121.4985959 31.2875084, 121.4986111 31.2874748, 121.4985808 31.2874322, 121.4986065 31.2873818, 121.4986443 31.2873366, 121.4986252 31.2872974, 121.4982816 31.2874722, 121.4982587 31.2874839))"
