u,v,key,osmid,name,highway,oneway,reversed,length,geometry,service,bridge,lanes
1937554439,1937554402,0,"[183383493, 183383494, 183383487]",,footway,False,True,34.873000000000005,"LINESTRING (121.4988327 31.2858782, 121.4987564 31.2857588, 121.4987107 31.2856871, 121.4986569 31.2856029)",,yes,
1937554447,1937554429,0,183383502,,footway,False,False,37.596,"LINESTRING (121.5021291 31.2861022, 121.5019641 31.2857949)",,,
1937554447,2024714411,0,183383502,,footway,False,True,29.891,"LINESTRING (121.5021291 31.2861022, 121.5018432 31.2862143)",,,
1937554447,2024714409,0,191911303,,steps,False,True,7.733,"LINESTRING (121.5021291 31.2861022, 121.5021655 31.2861644)",,,
1937554449,1937554435,0,183383506,,footway,False,False,48.881,"LINESTRING (121.4977345 31.2860421, 121.4981839 31.2858282)",,,
1937554449,265972522,0,183383510,爱校路(樱花大道),service,False,False,101.214,"LINESTRING (121.4977345 31.2860421, 121.4972736 31.2852215)",,,
1937554449,1937554473,0,"[183383496, 24465993, 183383510]",爱校路(樱花大道),service,False,True,30.049,"LINESTRING (121.4977345 31.2860421, 121.4977755 31.286115, 121.4978134 31.2861825, 121.4978714 31.2862857)",,yes,
1937554451,3907534271,0,37695072,,service,False,True,40.1,"LINESTRING (121.5012257 31.2860711, 121.5013902 31.2864032)",,,
1937554451,442028523,0,183383975,北大道,service,False,False,47.225,"LINESTRING (121.5012257 31.2860711, 121.5016804 31.2858997)",,,
1937554451,1919676919,0,183383975,北大道,service,False,True,99.106,"LINESTRING (121.5012257 31.2860711, 121.5002687 31.2864254)",,,
1937554459,1937554468,0,183383509,,service,False,False,30.817,"LINESTRING (121.4983523 31.2860818, 121.4980618 31.286205)",,,
1937554459,1937554439,0,183383509,,service,False,True,50.956,"LINESTRING (121.4983523 31.2860818, 121.4988327 31.2858782)",,,
1937554459,1937554435,0,"[183383497, 183383490, 183383492]",,footway,False,True,32.424,"LINESTRING (121.4983523 31.2860818, 121.4982745 31.2859646, 121.4982274 31.2858937, 121.4981839 31.2858282)",,yes,
1937554466,1998919446,0,189248352,,footway,False,True,6.916,"LINESTRING (121.4961288 31.2862167, 121.4961643 31.2861624)",,,
1937554466,1393503406,0,125465020,,service,False,False,45.177,"LINESTRING (121.4961288 31.2862167, 121.4958725 31.2861816, 121.4956795 31.2862642)",,,
1937554466,1943966652,0,125465020,,service,False,True,44.426,"LINESTRING (121.4961288 31.2862167, 121.496282 31.2863516, 121.4963995 31.2865378)",,,
1937554468,1937554537,0,183383491,,service,False,True,116.219,"LINESTRING (121.4980618 31.286205, 121.498664 31.2871147)",,,
1937554468,1937554473,0,183383509,,service,False,False,20.196,"LINESTRING (121.4980618 31.286205, 121.4978714 31.2862857)",,,
1937554468,1937554459,0,183383509,,service,False,True,30.817,"LINESTRING (121.4980618 31.286205, 121.4983523 31.2860818)",,,
1937554473,1937554468,0,183383509,,service,False,True,20.196,"LINESTRING (121.4978714 31.2862857, 121.4980618 31.286205)",,,
1937554473,1937554449,0,"[183383496, 24465993, 183383510]",爱校路(樱花大道),service,False,False,30.049,"LINESTRING (121.4978714 31.2862857, 121.4978134 31.2861825, 121.4977755 31.286115, 121.4977345 31.2860421)",,yes,
1937554473,1937554502,0,"[183383509, 183383973]",,service,False,False,70.731,"LINESTRING (121.4978714 31.2862857, 121.497349 31.2865072, 121.4972046 31.2865684)",,yes,
1937554502,1895732216,0,179222575,,service,False,True,120.301,"LINESTRING (121.4972046 31.2865684, 121.4978391 31.2875046)",,,
1937554502,1937554514,0,183383972,,service,False,False,63.85,"LINESTRING (121.4972046 31.2865684, 121.4965997 31.2868184)",,,
1937554502,1943966643,0,179222575,,service,False,False,137.06900000000002,"LINESTRING (121.4972046 31.2865684, 121.4971068 31.2864039, 121.497144 31.2862945, 121.4966718 31.2854519)",,,
1937554502,1937554473,0,"[183383509, 183383973]",,service,False,True,70.731,"LINESTRING (121.4972046 31.2865684, 121.497349 31.2865072, 121.4978714 31.2862857)",,yes,
1937554512,1393503474,0,183383507,,service,False,False,39.845,"LINESTRING (121.4950551 31.2867896, 121.4946835 31.2869556)",,,
1937554512,1393503444,0,183383507,,service,False,True,29.588,"LINESTRING (121.4950551 31.2867896, 121.494935 31.2865441)",,,
1937554512,2024714416,0,183962597,,service,False,False,105.741,"LINESTRING (121.4950551 31.2867896, 121.4951648 31.2868729, 121.495297 31.2869294, 121.4954458 31.2869223, 121.49605 31.2866765)",,,
1937554514,2024714417,0,125465020,,service,False,False,12.498,"LINESTRING (121.4965997 31.2868184, 121.4965432 31.2867169)",,,
1937554514,2024714422,0,125465020,,service,False,True,8.903,"LINESTRING (121.4965997 31.2868184, 121.4966397 31.2868908)",,,
1937554514,1937554502,0,183383972,,service,False,True,63.85,"LINESTRING (121.4965997 31.2868184, 121.4972046 31.2865684)",,,
1937554537,1937554468,0,183383491,,service,False,False,116.219,"LINESTRING (121.498664 31.2871147, 121.4980618 31.286205)",,,
1937554537,2000861592,0,183383975,北大道,service,False,False,4.037,"LINESTRING (121.498664 31.2871147, 121.4987019 31.2870983)",,,
1937554537,2000861607,0,183383975,北大道,service,False,True,67.808,"LINESTRING (121.498664 31.2871147, 121.4980396 31.2874099)",,,
1937606867,1937606868,0,183388132,,service,False,False,25.151,"LINESTRING (121.4989041 31.2878525, 121.4991574 31.2879181)",,,
1937606867,1895732222,0,189030461,,service,False,False,14.931,"LINESTRING (121.4989041 31.2878525, 121.4988205 31.2879662)",,,
1937606867,2000861610,0,189030461,,service,False,True,57.283,"LINESTRING (121.4989041 31.2878525, 121.4990634 31.2876359, 121.4992867 31.2874603)",,,
1937606868,1937606867,0,183388132,,service,False,True,25.151,"LINESTRING (121.4991574 31.2879181, 121.4989041 31.2878525)",,,
1937606868,2024714425,0,191911308,,service,False,False,130.735,"LINESTRING (121.4991574 31.2879181, 121.4995984 31.2877592, 121.4996653 31.2877054, 121.4999778 31.2875861, 121.4998051 31.2872189)",,,
1937615011,625190289,0,379035417,东大道,service,False,False,48.574,"LINESTRING (121.5010739 31.2847415, 121.5008658 31.2843425)",,,
1937615011,559837138,0,379035417,东大道,service,False,True,8.107,"LINESTRING (121.5010739 31.2847415, 121.5011086 31.2848081)",,,
1937615011,1937615021,0,183389276,,pedestrian,False,True,110.964,"LINESTRING (121.5010739 31.2847415, 121.5007439 31.2848562, 121.5004686 31.2849519, 121.4999912 31.2851153)",,,
1937615016,559837138,0,379035417,东大道,service,False,False,7.561,"LINESTRING (121.501141 31.2848702, 121.5011086 31.2848081)",,,
1937615016,625190286,0,379035417,东大道,service,False,True,52.892,"LINESTRING (121.501141 31.2848702, 121.5013675 31.2853047)",,,
1937615016,1937615023,0,183389274,,pedestrian,False,True,110.67999999999999,"LINESTRING (121.501141 31.2848702, 121.5008322 31.2850093, 121.5005661 31.2851291, 121.5001105 31.2853341)",,,
1937615021,625190303,0,49247486,,service,False,False,45.108,"LINESTRING (121.4999912 31.2851153, 121.4997907 31.2847476)",,,
1937615021,2024714402,0,49247486,,service,False,True,13.042,"LINESTRING (121.4999912 31.2851153, 121.5000492 31.2852216)",,,
1937615021,1937615011,0,183389276,,pedestrian,False,False,110.964,"LINESTRING (121.4999912 31.2851153, 121.5004686 31.2849519, 121.5007439 31.2848562, 121.5010739 31.2847415)",,,
1937615023,2024714402,0,49247486,,service,False,False,13.799,"LINESTRING (121.5001105 31.2853341, 121.5000492 31.2852216)",,,
1937615023,1895732211,0,49247486,,service,False,True,49.142,"LINESTRING (121.5001105 31.2853341, 121.5003289 31.2857347)",,,
1937615023,1937615016,0,183389274,,pedestrian,False,False,110.68,"LINESTRING (121.5001105 31.2853341, 121.5005661 31.2851291, 121.5008322 31.2850093, 121.501141 31.2848702)",,,
1943966630,1998919414,0,183383504,世纪大道,service,False,False,32.423,"LINESTRING (121.4983929 31.2834863, 121.4980841 31.2836103)",,,
1943966630,1393536146,0,183383504,世纪大道,service,False,True,175.932,"LINESTRING (121.4983929 31.2834863, 121.5000687 31.2828138)",,,
1943966630,1950362701,0,183962593,,footway,False,False,44.787,"LINESTRING (121.4983929 31.2834863, 121.4985899 31.2838522)",,,
1943966634,625196892,0,49247581,世纪大道,service,False,False,100.994,"LINESTRING (121.496423 31.2843613, 121.4954467 31.2847202)",,,
1943966634,625196989,0,49247581,世纪大道,service,False,True,31.498,"LINESTRING (121.496423 31.2843613, 121.4967275 31.2842494)",,,
1943966634,1943966637,0,183962595,,service,False,False,7.198,"LINESTRING (121.496423 31.2843613, 121.496452 31.2844211)",,,
1943966636,2024714399,0,183383508,南大道,service,False,False,98.597,"LINESTRING (121.4993679 31.2844202, 121.5003148 31.2840577)",,,
1943966636,1943966638,0,183383508,南大道,service,False,True,40.766,"LINESTRING (121.4993679 31.2844202, 121.4989764 31.2845701)",,,
1943966636,1950362701,0,183962594,,footway,False,False,123.861,"LINESTRING (121.4993679 31.2844202, 121.4990185 31.2837734, 121.4989273 31.283731, 121.4985899 31.2838522)",,,
1943966637,1943966634,0,183962595,,service,False,True,7.198,"LINESTRING (121.496452 31.2844211, 121.496423 31.2843613)",,,
1943966638,1943966636,0,183383508,南大道,service,False,False,40.766,"LINESTRING (121.4989764 31.2845701, 121.4993679 31.2844202)",,,
1943966638,625190297,0,183383508,南大道,service,False,True,32.761,"LINESTRING (121.4989764 31.2845701, 121.4986618 31.2846906)",,,
1943966638,1950362703,0,183962593,,footway,False,True,76.573,"LINESTRING (121.4989764 31.2845701, 121.4986396 31.2839445)",,,
1943966642,1937554327,0,125461259,,service,False,False,42.139,"LINESTRING (121.4954085 31.2853328, 121.4952148 31.2849919)",,,
1943966642,1998919440,0,125461259,,service,False,True,14.343,"LINESTRING (121.4954085 31.2853328, 121.4954723 31.2854497)",,,
1943966642,625196873,0,49247573,,service,False,True,142.02499999999998,"LINESTRING (121.4954085 31.2853328, 121.4948012 31.2855988, 121.4945999 31.2852555, 121.4949243 31.2851166)",,,
1943966643,265972522,0,183383508,南大道,service,False,False,62.663,"LINESTRING (121.4966718 31.2854519, 121.4972736 31.2852215)",,,
1943966643,1998919445,0,183383508,南大道,service,False,True,77.416,"LINESTRING (121.4966718 31.2854519, 121.4959284 31.2857367)",,,
1943966643,1937554502,0,179222575,,service,False,True,137.069,"LINESTRING (121.4966718 31.2854519, 121.497144 31.2862945, 121.4971068 31.2864039, 121.4972046 31.2865684)",,,
1943966646,1998919440,0,125461259,,service,False,False,20.33,"LINESTRING (121.4955599 31.2856165, 121.4954723 31.2854497)",,,
1943966646,1393503446,0,125461259,,service,False,True,28.580000000000005,"LINESTRING (121.4955599 31.2856165, 121.4956191 31.2857019, 121.4956575 31.2857525, 121.4956959 31.2857847, 121.4957328 31.2858254)",,,
1943966646,1393503417,0,183962596,,service,False,False,141.268,"LINESTRING (121.4955599 31.2856165, 121.4949738 31.2858896, 121.4951461 31.2861834, 121.4955346 31.2860171)",,,
1943966652,2024714416,0,183962597,,service,False,True,36.618,"LINESTRING (121.4963995 31.2865378, 121.49605 31.2866765)",,,
1943966652,1937554466,0,125465020,,service,False,False,44.426,"LINESTRING (121.4963995 31.2865378, 121.496282 31.2863516, 121.4961288 31.2862167)",,,
1943966652,2024714417,0,125465020,,service,False,True,24.292,"LINESTRING (121.4963995 31.2865378, 121.4965073 31.2866524, 121.4965432 31.2867169)",,,
1943966670,1393527051,0,125465020,,service,False,False,68.264,"LINESTRING (121.4975313 31.2883514, 121.4972022 31.2878057)",,,
1943966670,1895732218,0,189030461,,service,False,True,72.106,"LINESTRING (121.4975313 31.2883514, 121.4979415 31.2882183, 121.49825 31.2881455)",,,
1943978010,1937554399,0,183964294,,service,False,False,29.265,"LINESTRING (121.5015487 31.2856522, 121.5018313 31.2855476)",,,
1943978010,625190286,0,379035417,东大道,service,False,False,42.303,"LINESTRING (121.5015487 31.2856522, 121.5013675 31.2853047)",,,
1943978010,442028523,0,379035417,东大道,service,False,True,30.233,"LINESTRING (121.5015487 31.2856522, 121.5016804 31.2858997)",,,
1943978020,1987984283,0,189030462,,service,False,True,37.103,"LINESTRING (121.5017487 31.2868552, 121.5021088 31.2867262)",parking_aisle,,
1950362701,1950362703,0,183962593,,footway,False,False,11.298,"LINESTRING (121.4985899 31.2838522, 121.4986396 31.2839445)",,,
1950362701,1943966630,0,183962593,,footway,False,True,44.787,"LINESTRING (121.4985899 31.2838522, 121.4983929 31.2834863)",,,
1950362701,1943966636,0,183962594,,footway,False,True,123.861,"LINESTRING (121.4985899 31.2838522, 121.4989273 31.283731, 121.4990185 31.2837734, 121.4993679 31.2844202)",,,
1950362703,1943966638,0,183962593,,footway,False,False,76.573,"LINESTRING (121.4986396 31.2839445, 121.4989764 31.2845701)",,,
1950362703,1950362701,0,183962593,,footway,False,True,11.298,"LINESTRING (121.4986396 31.2839445, 121.4985899 31.2838522)",,,
1950362703,1950362742,0,184542422,,footway,False,False,142.141,"LINESTRING (121.4986396 31.2839445, 121.4972787 31.284475)",,,
1950362729,625196989,0,183383504,世纪大道,service,False,False,4.236,"LINESTRING (121.496766 31.2842302, 121.4967275 31.2842494)",,,
1950362729,1998919415,0,183383504,世纪大道,service,False,True,86.478,"LINESTRING (121.496766 31.2842302, 121.4975515 31.2838375)",,,
1950362729,1950362742,0,184542423,,footway,False,False,62.800000000000004,"LINESTRING (121.496766 31.2842302, 121.4968934 31.284224, 121.4970189 31.28423, 121.497113 31.2842568, 121.4971897 31.2843209, 121.4972787 31.284475)",,,
1950362742,1950362703,0,184542422,,footway,False,True,142.141,"LINESTRING (121.4972787 31.284475, 121.4986396 31.2839445)",,,
1950362742,1950362744,0,184542423,,footway,False,False,75.621,"LINESTRING (121.4972787 31.284475, 121.497631 31.2850848)",,,
1950362742,1950362729,0,184542423,,footway,False,True,62.800000000000004,"LINESTRING (121.4972787 31.284475, 121.4971897 31.2843209, 121.497113 31.2842568, 121.4970189 31.28423, 121.4968934 31.284224, 121.496766 31.2842302)",,,
1950362744,1937554322,0,183383508,南大道,service,False,False,60.36,"LINESTRING (121.497631 31.2850848, 121.4982108 31.2848631)",,,
1950362744,265972522,0,183383508,南大道,service,False,True,37.209,"LINESTRING (121.497631 31.2850848, 121.4972736 31.2852215)",,,
1950362744,1950362742,0,184542423,,footway,False,True,75.621,"LINESTRING (121.497631 31.2850848, 121.4972787 31.284475)",,,
1987984283,1943978020,0,189030462,,service,False,False,37.103,"LINESTRING (121.5021088 31.2867262, 121.5017487 31.2868552)",parking_aisle,,
1987984283,1393527037,0,379035417,东大道,service,False,False,21.302,"LINESTRING (121.5021088 31.2867262, 121.5020176 31.2865512)",,,
1987984283,1937554399,0,183964294,,service,False,True,243.05200000000002,"LINESTRING (121.5021088 31.2867262, 121.502821 31.2864707, 121.5023129 31.2854922, 121.5022715 31.2854533, 121.5022178 31.2854392, 121.5021434 31.2854321, 121.5018313 31.2855476)",,,
1987984283,1996775050,0,"[379035417, 125469722]",东大道,service,False,True,55.781,"LINESTRING (121.5021088 31.2867262, 121.502175 31.2868531, 121.5017873 31.2870007)",,,
1996775050,1393527022,0,37695072,,service,False,False,45.813,"LINESTRING (121.5017873 31.2870007, 121.501701 31.2870307, 121.5015494 31.2867246)",,,
1996775050,1987984283,0,"[379035417, 125469722]",东大道,service,False,False,55.781,"LINESTRING (121.5017873 31.2870007, 121.502175 31.2868531, 121.5021088 31.2867262)",,,
1998919397,1998919404,0,189248350,,service,False,True,88.949,"LINESTRING (121.4968679 31.2827558, 121.4971223 31.2833352, 121.4973341 31.2833297)",,,
1998919398,1998919399,0,189248349,,service,False,False,38.235,"LINESTRING (121.4978623 31.2831506, 121.4974883 31.2832774)",,,
1998919399,1998919404,0,189248349,,service,False,False,15.765,"LINESTRING (121.4974883 31.2832774, 121.4973341 31.2833297)",,,
1998919399,1998919398,0,189248349,,service,False,True,38.235,"LINESTRING (121.4974883 31.2832774, 121.4978623 31.2831506)",,,
1998919399,1998919414,0,189248347,,footway,False,True,75.98000000000002,"LINESTRING (121.4974883 31.2832774, 121.4975244 31.2832986, 121.4975672 31.2833151, 121.4976078 31.2833151, 121.4976634 31.2833224, 121.4977126 31.2833443, 121.4977596 31.2833754, 121.4978067 31.2833991, 121.497858 31.2834101, 121.4979286 31.2834101, 121.4979799 31.2834083, 121.4980269 31.283443, 121.4980526 31.283485, 121.4980841 31.2836103)",,,
1998919404,1998919399,0,189248349,,service,False,True,15.765,"LINESTRING (121.4973341 31.2833297, 121.4974883 31.2832774)",,,
1998919404,1998919415,0,189248350,,service,False,True,60.126,"LINESTRING (121.4973341 31.2833297, 121.4975515 31.2838375)",,,
1998919404,1998919397,0,189248350,,service,False,False,88.949,"LINESTRING (121.4973341 31.2833297, 121.4971223 31.2833352, 121.4968679 31.2827558)",,,
1998919414,1943966630,0,183383504,世纪大道,service,False,True,32.423,"LINESTRING (121.4980841 31.2836103, 121.4983929 31.2834863)",,,
1998919414,1998919415,0,183383504,世纪大道,service,False,False,56.612,"LINESTRING (121.4980841 31.2836103, 121.4976875 31.2837695, 121.4975515 31.2838375)",,,
1998919414,1998919399,0,189248347,,footway,False,False,75.98,"LINESTRING (121.4980841 31.2836103, 121.4980526 31.283485, 121.4980269 31.283443, 121.4979799 31.2834083, 121.4979286 31.2834101, 121.497858 31.2834101, 121.4978067 31.2833991, 121.4977596 31.2833754, 121.4977126 31.2833443, 121.4976634 31.2833224, 121.4976078 31.2833151, 121.4975672 31.2833151, 121.4975244 31.2832986, 121.4974883 31.2832774)",,,
1998919415,1950362729,0,183383504,世纪大道,service,False,False,86.478,"LINESTRING (121.4975515 31.2838375, 121.496766 31.2842302)",,,
1998919415,1998919404,0,189248350,,service,False,False,60.126,"LINESTRING (121.4975515 31.2838375, 121.4973341 31.2833297)",,,
1998919415,1998919414,0,183383504,世纪大道,service,False,True,56.612,"LINESTRING (121.4975515 31.2838375, 121.4976875 31.2837695, 121.4980841 31.2836103)",,,
1998919440,1943966642,0,125461259,,service,False,False,14.343,"LINESTRING (121.4954723 31.2854497, 121.4954085 31.2853328)",,,
1998919440,1943966646,0,125461259,,service,False,True,20.33,"LINESTRING (121.4954723 31.2854497, 121.4955599 31.2856165)",,,
1998919440,8985086445,0,189248348,,footway,False,True,13.744,"LINESTRING (121.4954723 31.2854497, 121.4955992 31.2853904)",,,
1998919445,1943966643,0,183383508,南大道,service,False,False,77.416,"LINESTRING (121.4959284 31.2857367, 121.4966718 31.2854519)",,,
1998919445,1393503446,0,183383508,南大道,service,False,True,21.042,"LINESTRING (121.4959284 31.2857367, 121.4957328 31.2858254)",,,
1998919445,1998919446,0,189248352,,footway,False,False,52.376000000000005,"LINESTRING (121.4959284 31.2857367, 121.4961563 31.286148, 121.4961643 31.2861624)",,,
1998919445,8985086440,0,189248352,,footway,False,True,56.445,"LINESTRING (121.4959284 31.2857367, 121.4958692 31.2856233, 121.4959312 31.2855959, 121.495867 31.2854661, 121.4957836 31.2854972, 121.4957005 31.2854197)",,,
1998919446,1937554466,0,189248352,,footway,False,False,6.916,"LINESTRING (121.4961643 31.2861624, 121.4961288 31.2862167)",,,
1998919446,10881813993,0,1170983557,,footway,False,False,2.216,"LINESTRING (121.4961643 31.2861624, 121.4961855 31.2861541)",,,
1998919446,1998919445,0,189248352,,footway,False,True,52.376000000000005,"LINESTRING (121.4961643 31.2861624, 121.4961563 31.286148, 121.4959284 31.2857367)",,,
2000861592,1895732213,0,183383975,北大道,service,False,False,48.248,"LINESTRING (121.4987019 31.2870983, 121.4991455 31.2868872)",,,
2000861592,1937554537,0,183383975,北大道,service,False,True,4.037,"LINESTRING (121.4987019 31.2870983, 121.498664 31.2871147)",,,
2000861592,2000861610,0,"[189478402, 189478406, 189478407]",,footway,False,True,73.613,"LINESTRING (121.4987019 31.2870983, 121.4988112 31.2871789, 121.498974 31.2872419, 121.499058 31.2872649, 121.499138 31.2872878, 121.4991398 31.2873306, 121.4991988 31.2873475, 121.4992036 31.2873894, 121.4992867 31.2874603)",,yes,
2000861607,1937554537,0,183383975,北大道,service,False,False,67.808,"LINESTRING (121.4980396 31.2874099, 121.498664 31.2871147)",,,
2000861607,1895732216,0,"[183383974, 183383975]",北大道,service,False,True,21.769,"LINESTRING (121.4980396 31.2874099, 121.49797 31.2874428, 121.4978391 31.2875046)",,yes,
2000861607,1895732222,0,"[189478403, 1170983556, 189478404, 1170983555, 189478408]",,footway,False,False,101.628,"LINESTRING (121.4980396 31.2874099, 121.4981181 31.2875227, 121.498162 31.2875834, 121.4982769 31.2876196, 121.4983963 31.2876441, 121.4985052 31.2876713, 121.4985884 31.2877204, 121.4986791 31.2877914, 121.498729 31.2878483, 121.4987509 31.2878822, 121.4987774 31.2879233, 121.4987868 31.2879327, 121.4988205 31.2879662)",,yes,
2000861610,1895732219,0,189030461,,service,False,True,15.369,"LINESTRING (121.4992867 31.2874603, 121.4994057 31.2873667)",,,
2000861610,1937606867,0,189030461,,service,False,False,57.283,"LINESTRING (121.4992867 31.2874603, 121.4990634 31.2876359, 121.4989041 31.2878525)",,,
2000861610,2000861592,0,"[189478402, 189478406, 189478407]",,footway,False,False,73.613,"LINESTRING (121.4992867 31.2874603, 121.4992036 31.2873894, 121.4991988 31.2873475, 121.4991398 31.2873306, 121.499138 31.2872878, 121.499058 31.2872649, 121.498974 31.2872419, 121.4988112 31.2871789, 121.4987019 31.2870983)",,yes,
2024714397,2024714399,0,191911306,,footway,False,True,14.838000000000001,"LINESTRING (121.5003349 31.2839617, 121.5002766 31.2839877, 121.5003148 31.2840577)",,,
2024714399,625187033,0,183383508,南大道,service,False,False,34.937,"LINESTRING (121.5003148 31.2840577, 121.5006503 31.2839292)",,,
2024714399,1943966636,0,183383508,南大道,service,False,True,98.597,"LINESTRING (121.5003148 31.2840577, 121.4993679 31.2844202)",,,
2024714399,2024714397,0,191911306,,footway,False,False,14.838000000000001,"LINESTRING (121.5003148 31.2840577, 121.5002766 31.2839877, 121.5003349 31.2839617)",,,
2024714400,625190303,0,49247486,,service,False,True,20.619,"LINESTRING (121.4996991 31.2845795, 121.4997907 31.2847476)",,,
2024714401,625190303,0,183383500,,footway,False,False,82.351,"LINESTRING (121.4989991 31.285049, 121.4997907 31.2847476)",,,
2024714401,625190300,0,183383500,,footway,False,True,10.727,"LINESTRING (121.4989991 31.285049, 121.4988959 31.2850881)",,,
2024714401,2024714403,0,191911304,,footway,False,False,30.028,"LINESTRING (121.4989991 31.285049, 121.4991345 31.285293)",,,
2024714402,1937615021,0,49247486,,service,False,False,13.042,"LINESTRING (121.5000492 31.2852216, 121.4999912 31.2851153)",,,
2024714402,1937615023,0,49247486,,service,False,True,13.799,"LINESTRING (121.5000492 31.2852216, 121.5001105 31.2853341)",,,
2024714402,2024714404,0,191911301,,footway,False,False,23.454,"LINESTRING (121.5000492 31.2852216, 121.4998275 31.2853143)",,,
2024714403,2024714401,0,191911304,,footway,False,True,30.028,"LINESTRING (121.4991345 31.285293, 121.4989991 31.285049)",,,
2024714404,2024714402,0,191911301,,footway,False,True,23.454,"LINESTRING (121.4998275 31.2853143, 121.5000492 31.2852216)",,,
2024714405,1895732211,0,49247486,,service,False,False,11.09,"LINESTRING (121.5003782 31.2858251, 121.5003289 31.2857347)",,,
2024714409,1937554447,0,191911303,,steps,False,False,7.733,"LINESTRING (121.5021655 31.2861644, 121.5021291 31.2861022)",,,
2024714411,1937554447,0,183383502,,footway,False,False,29.891,"LINESTRING (121.5018432 31.2862143, 121.5021291 31.2861022)",,,
2024714411,442028523,0,379035417,东大道,service,False,False,38.25,"LINESTRING (121.5018432 31.2862143, 121.5016804 31.2858997)",,,
2024714411,1393527037,0,379035417,东大道,service,False,True,40.964,"LINESTRING (121.5018432 31.2862143, 121.5020176 31.2865512)",,,
2024714416,1943966652,0,183962597,,service,False,False,36.618,"LINESTRING (121.49605 31.2866765, 121.4963995 31.2865378)",,,
2024714416,2024714421,0,191911307,,footway,False,True,23.662,"LINESTRING (121.49605 31.2866765, 121.4961518 31.2868707)",,,
2024714416,1937554512,0,183962597,,service,False,True,105.74099999999999,"LINESTRING (121.49605 31.2866765, 121.4954458 31.2869223, 121.495297 31.2869294, 121.4951648 31.2868729, 121.4950551 31.2867896)",,,
2024714417,1937554514,0,125465020,,service,False,True,12.498,"LINESTRING (121.4965432 31.2867169, 121.4965997 31.2868184)",,,
2024714417,2024714421,0,191911302,,footway,False,True,40.936,"LINESTRING (121.4965432 31.2867169, 121.4961518 31.2868707)",,,
2024714417,1943966652,0,125465020,,service,False,False,24.292,"LINESTRING (121.4965432 31.2867169, 121.4965073 31.2866524, 121.4963995 31.2865378)",,,
2024714421,2024714417,0,191911302,,footway,False,False,40.936,"LINESTRING (121.4961518 31.2868707, 121.4965432 31.2867169)",,,
2024714421,2024714416,0,191911307,,footway,False,False,23.662,"LINESTRING (121.4961518 31.2868707, 121.49605 31.2866765)",,,
2024714421,2024714424,0,191911307,,footway,False,True,21.263,"LINESTRING (121.4961518 31.2868707, 121.4962433 31.2870452)",,,
2024714422,1937554514,0,125465020,,service,False,False,8.903,"LINESTRING (121.4966397 31.2868908, 121.4965997 31.2868184)",,,
2024714422,1393503440,0,125465020,,service,False,True,25.296,"LINESTRING (121.4966397 31.2868908, 121.4967534 31.2870965)",,,
2024714422,2024714424,0,191911305,,footway,False,True,41.396,"LINESTRING (121.4966397 31.2868908, 121.4962433 31.2870452)",,,
2024714424,2024714422,0,191911305,,footway,False,False,41.396,"LINESTRING (121.4962433 31.2870452, 121.4966397 31.2868908)",,,
2024714424,2024714421,0,191911307,,footway,False,False,21.263,"LINESTRING (121.4962433 31.2870452, 121.4961518 31.2868707)",,,
2024714424,2024714426,0,191911307,,footway,False,True,24.153,"LINESTRING (121.4962433 31.2870452, 121.4963473 31.2872434)",,,
2024714425,1895732219,0,189030461,,service,False,False,41.358,"LINESTRING (121.4998051 31.2872189, 121.4994057 31.2873667)",,,
2024714425,1919676912,0,189030461,,service,False,True,77.617,"LINESTRING (121.4998051 31.2872189, 121.500591 31.2870287)",,,
2024714425,1937606868,0,191911308,,service,False,True,130.735,"LINESTRING (121.4998051 31.2872189, 121.4999778 31.2875861, 121.4996653 31.2877054, 121.4995984 31.2877592, 121.4991574 31.2879181)",,,
2024714426,1393503440,0,125461263,,service,False,False,41.904,"LINESTRING (121.4963473 31.2872434, 121.4967534 31.2870965)",,,
2024714426,1393503425,0,125461263,,service,False,True,126.159,"LINESTRING (121.4963473 31.2872434, 121.4951214 31.287679)",,,
2024714426,2024714424,0,191911307,,footway,False,False,24.153,"LINESTRING (121.4963473 31.2872434, 121.4962433 31.2870452)",,,
2024714426,2024714429,0,191911309,,footway,False,False,57.36,"LINESTRING (121.4963473 31.2872434, 121.4964571 31.2873207, 121.4966085 31.2872888, 121.4967461 31.2873392, 121.4969015 31.2873305)",,,
2024714429,1393503440,0,125465020,,service,False,False,29.582,"LINESTRING (121.4969015 31.2873305, 121.4967534 31.2870965)",,,
2024714429,1393527051,0,125465020,,service,False,True,60.071,"LINESTRING (121.4969015 31.2873305, 121.4972022 31.2878057)",,,
2024714429,2024714426,0,191911309,,footway,False,True,57.36,"LINESTRING (121.4969015 31.2873305, 121.4967461 31.2873392, 121.4966085 31.2872888, 121.4964571 31.2873207, 121.4963473 31.2872434)",,,
3823797630,1393536146,0,379035416,世纪大道,service,False,True,121.288,"LINESTRING (121.4999489 31.2818564, 121.5000731 31.2820757, 121.5001726 31.2822632, 121.5003043 31.2824975, 121.5003037 31.2825342, 121.5002386 31.2826083, 121.5001635 31.2826908, 121.5001152 31.2827596, 121.5000687 31.2828138)",,,
3823819536,3838584983,0,380537305,,service,False,False,8.455,"LINESTRING (121.4955855 31.2821945, 121.4956672 31.2821644)",,,
