u,v,key,osmid,name,highway,oneway,reversed,length,geometry,service,bridge,lanes
625187028,1937554286,0,49247354,,service,False,False,102.464,"LINESTRING (121.4962609 31.2834187, 121.4952711 31.2837842)",,,
625187028,1937554294,0,183383510,爱校路(樱花大道),service,False,True,69.7,"LINESTRING (121.4962609 31.2834187, 121.4965783 31.2839838)",,,
625187028,265972458,0,183383510,爱校路(樱花大道),service,False,False,111.185,"LINESTRING (121.4962609 31.2834187, 121.4957979 31.2825946, 121.4957545 31.2825173)",,,
625187033,2024714399,0,183383508,南大道,service,False,True,34.937,"LINESTRING (121.5006503 31.2839292, 121.5003148 31.2840577)",,,
625187033,1393536146,0,379035417,东大道,service,False,False,135.784,"LINESTRING (121.5006503 31.2839292, 121.5000687 31.2828138)",,,
625187033,625190289,0,379035417,东大道,service,False,True,50.313,"LINESTRING (121.5006503 31.2839292, 121.5008658 31.2843425)",,,
625190286,1895732211,0,179222574,,footway,False,True,109.666,"LINESTRING (121.5013675 31.2853047, 121.5003289 31.2857347)",,,
625190286,1937615016,0,379035417,东大道,service,False,False,52.892,"LINESTRING (121.5013675 31.2853047, 121.501141 31.2848702)",,,
625190286,1943978010,0,379035417,东大道,service,False,True,42.303,"LINESTRING (121.5013675 31.2853047, 121.5015487 31.2856522)",,,
625190289,625190303,0,183383500,,footway,False,True,111.653,"LINESTRING (121.5008658 31.2843425, 121.4997907 31.2847476)",,,
625190289,625187033,0,379035417,东大道,service,False,False,50.313,"LINESTRING (121.5008658 31.2843425, 121.5006503 31.2839292)",,,
625190289,1937615011,0,379035417,东大道,service,False,True,48.574,"LINESTRING (121.5008658 31.2843425, 121.5010739 31.2847415)",,,
625190297,625190300,0,49247485,,service,False,False,49.483,"LINESTRING (121.4986618 31.2846906, 121.4988959 31.2850881)",,,
625190297,1943966638,0,183383508,南大道,service,False,False,32.761,"LINESTRING (121.4986618 31.2846906, 121.4989764 31.2845701)",,,
625190297,1937554321,0,183383508,南大道,service,False,True,34.762,"LINESTRING (121.4986618 31.2846906, 121.4983279 31.2848183)",,,
625190300,625190297,0,49247485,,service,False,True,49.483,"LINESTRING (121.4988959 31.2850881, 121.4986618 31.2846906)",,,
625190300,1937554360,0,183383498,,footway,False,True,29.044,"LINESTRING (121.4988959 31.2850881, 121.4986164 31.2851938)",,,
625190300,2024714401,0,183383500,,footway,False,False,10.727,"LINESTRING (121.4988959 31.2850881, 121.4989991 31.285049)",,,
625190300,1937554388,0,49247485,,service,False,False,45.669000000000004,"LINESTRING (121.4988959 31.2850881, 121.4989511 31.2851788, 121.498823 31.2854672)",,,
625190303,2024714400,0,49247486,,service,False,False,20.619,"LINESTRING (121.4997907 31.2847476, 121.4996991 31.2845795)",,,
625190303,1937615021,0,49247486,,service,False,True,45.108,"LINESTRING (121.4997907 31.2847476, 121.4999912 31.2851153)",,,
625190303,625190289,0,183383500,,footway,False,False,111.653,"LINESTRING (121.4997907 31.2847476, 121.5008658 31.2843425)",,,
625190303,2024714401,0,183383500,,footway,False,True,82.351,"LINESTRING (121.4997907 31.2847476, 121.4989991 31.285049)",,,
625196873,1937554327,0,49247573,,service,False,True,30.892,"LINESTRING (121.4949243 31.2851166, 121.4952148 31.2849919)",,,
625196873,625196880,0,49247574,,service,False,False,30.64,"LINESTRING (121.4949243 31.2851166, 121.494812 31.2848583)",,,
625196873,1943966642,0,49247573,,service,False,False,142.02499999999998,"LINESTRING (121.4949243 31.2851166, 121.4945999 31.2852555, 121.4948012 31.2855988, 121.4954085 31.2853328)",,,
625196880,625196964,0,49247574,,service,False,False,92.503,"LINESTRING (121.494812 31.2848583, 121.4944726 31.2840786)",,,
625196880,625196873,0,49247574,,service,False,True,30.64,"LINESTRING (121.494812 31.2848583, 121.4949243 31.2851166)",,,
625196880,1937554351,0,49247575,,service,False,False,69.662,"LINESTRING (121.494812 31.2848583, 121.4941561 31.2851381)",,,
625196880,625196886,0,49247575,,service,False,True,61.574,"LINESTRING (121.494812 31.2848583, 121.4953897 31.2846075)",,,
625196886,625196880,0,49247575,,service,False,False,61.574,"LINESTRING (121.4953897 31.2846075, 121.494812 31.2848583)",,,
625196886,625196892,0,49247576,,service,False,True,13.652,"LINESTRING (121.4953897 31.2846075, 121.4954467 31.2847202)",,,
625196886,1937554307,0,"[49247576, 183383499]",,service,False,False,47.769999999999996,"LINESTRING (121.4953897 31.2846075, 121.4953014 31.2844481, 121.4955647 31.2843319)",,,
625196892,625196886,0,49247576,,service,False,False,13.652,"LINESTRING (121.4954467 31.2847202, 121.4953897 31.2846075)",,,
625196892,1943966634,0,49247581,世纪大道,service,False,True,100.994,"LINESTRING (121.4954467 31.2847202, 121.496423 31.2843613)",,,
625196892,1937554327,0,"[49247576, 49247573]",,service,False,"[False, True]",49.513999999999996,"LINESTRING (121.4954467 31.2847202, 121.495519 31.284862, 121.4952148 31.2849919)",,,
625196964,1937554286,0,49247354,,service,False,True,82.64,"LINESTRING (121.4944726 31.2840786, 121.4952711 31.2837842)",,,
625196964,625196880,0,49247574,,service,False,True,92.503,"LINESTRING (121.4944726 31.2840786, 121.494812 31.2848583)",,,
625196964,1937554314,0,49247354,,service,False,False,100.295,"LINESTRING (121.4944726 31.2840786, 121.494051 31.2842347, 121.4940081 31.2843172, 121.4940896 31.2845052, 121.4938562 31.2845945)",,,
625196971,1937554314,0,49247354,,service,False,True,104.435,"LINESTRING (121.4928532 31.2849784, 121.4938562 31.2845945)",,,
625196971,3907534288,0,49247579,,service,False,False,66.526,"LINESTRING (121.4928532 31.2849784, 121.4931352 31.285526)",,,
625196979,3907534273,0,49247579,,service,False,True,14.124,"LINESTRING (121.4935331 31.2862016, 121.4934288 31.2861111)",,,
625196979,1393503442,0,125461262,,service,False,False,107.699,"LINESTRING (121.4935331 31.2862016, 121.4944322 31.2867913)",,,
625196979,3907534289,0,387456863,,service,False,False,103.971,"LINESTRING (121.4935331 31.2862016, 121.49452 31.2857979)",,,
625196989,1943966634,0,49247581,世纪大道,service,False,False,31.498,"LINESTRING (121.4967275 31.2842494, 121.496423 31.2843613)",,,
625196989,1950362729,0,183383504,世纪大道,service,False,True,4.236,"LINESTRING (121.4967275 31.2842494, 121.496766 31.2842302)",,,
625196989,1937554294,0,183383510,爱校路(樱花大道),service,False,False,32.76,"LINESTRING (121.4967275 31.2842494, 121.4965783 31.2839838)",,,
625196989,265972522,0,183383510,爱校路(樱花大道),service,False,True,119.904,"LINESTRING (121.4967275 31.2842494, 121.4972736 31.2852215)",,,
1393503406,1393503417,0,125461259,,service,False,False,30.733,"LINESTRING (121.4956795 31.2862642, 121.4955346 31.2860171)",,,
1393503406,1393503444,0,125465020,,service,False,False,77.29,"LINESTRING (121.4956795 31.2862642, 121.494935 31.2865441)",,,
1393503406,1937554466,0,125465020,,service,False,True,45.177,"LINESTRING (121.4956795 31.2862642, 121.4958725 31.2861816, 121.4961288 31.2862167)",,,
1393503417,1393503406,0,125461259,,service,False,True,30.733,"LINESTRING (121.4955346 31.2860171, 121.4956795 31.2862642)",,,
1393503417,1393503446,0,125461259,,service,False,False,31.294999999999998,"LINESTRING (121.4955346 31.2860171, 121.4957067 31.2859311, 121.4957336 31.2858845, 121.4957328 31.2858254)",,,
1393503417,1943966646,0,183962596,,service,False,True,141.268,"LINESTRING (121.4955346 31.2860171, 121.4951461 31.2861834, 121.4949738 31.2858896, 121.4955599 31.2856165)",,,
1393503425,2024714426,0,125461263,,service,False,False,126.159,"LINESTRING (121.4951214 31.287679, 121.4963473 31.2872434)",,,
1393503425,1393527076,0,"[125461262, 125465015]",,service,False,False,109.67,"LINESTRING (121.4951214 31.287679, 121.495128 31.2879167, 121.4951387 31.2879679, 121.4951894 31.2879902, 121.4956122 31.2880402, 121.4959427 31.2880585)",,,
1393503425,1393503474,0,125461262,,service,False,True,91.304,"LINESTRING (121.4951214 31.287679, 121.4949738 31.2874327, 121.4948229 31.2870977, 121.4946835 31.2869556)",,,
1393503440,2024714426,0,125461263,,service,False,True,41.904,"LINESTRING (121.4967534 31.2870965, 121.4963473 31.2872434)",,,
1393503440,2024714422,0,125465020,,service,False,False,25.296,"LINESTRING (121.4967534 31.2870965, 121.4966397 31.2868908)",,,
1393503440,2024714429,0,125465020,,service,False,True,29.582,"LINESTRING (121.4967534 31.2870965, 121.4969015 31.2873305)",,,
1393503442,1393503474,0,125461262,,service,False,False,30.067,"LINESTRING (121.4944322 31.2867913, 121.4946835 31.2869556)",,,
1393503442,625196979,0,125461262,,service,False,True,107.699,"LINESTRING (121.4944322 31.2867913, 121.4935331 31.2862016)",,,
1393503442,1393503444,0,125465020,,service,False,True,55.169,"LINESTRING (121.4944322 31.2867913, 121.4948444 31.2865797, 121.494935 31.2865441)",,,
1393503444,1393503406,0,125465020,,service,False,True,77.29,"LINESTRING (121.494935 31.2865441, 121.4956795 31.2862642)",,,
1393503444,1937554512,0,183383507,,service,False,False,29.588,"LINESTRING (121.494935 31.2865441, 121.4950551 31.2867896)",,,
1393503444,3907534289,0,183383507,,service,False,True,91.868,"LINESTRING (121.494935 31.2865441, 121.49452 31.2857979)",,,
1393503444,1393503442,0,125465020,,service,False,False,55.169,"LINESTRING (121.494935 31.2865441, 121.4948444 31.2865797, 121.4944322 31.2867913)",,,
1393503446,1998919445,0,183383508,南大道,service,False,False,21.042,"LINESTRING (121.4957328 31.2858254, 121.4959284 31.2857367)",,,
1393503446,1943966646,0,125461259,,service,False,False,28.58,"LINESTRING (121.4957328 31.2858254, 121.4956959 31.2857847, 121.4956575 31.2857525, 121.4956191 31.2857019, 121.4955599 31.2856165)",,,
1393503446,1393503417,0,125461259,,service,False,True,31.295,"LINESTRING (121.4957328 31.2858254, 121.4957336 31.2858845, 121.4957067 31.2859311, 121.4955346 31.2860171)",,,
1393503474,1393503442,0,125461262,,service,False,True,30.067,"LINESTRING (121.4946835 31.2869556, 121.4944322 31.2867913)",,,
1393503474,1937554512,0,183383507,,service,False,True,39.845,"LINESTRING (121.4946835 31.2869556, 121.4950551 31.2867896)",,,
1393503474,1393503425,0,125461262,,service,False,False,91.304,"LINESTRING (121.4946835 31.2869556, 121.4948229 31.2870977, 121.4949738 31.2874327, 121.4951214 31.287679)",,,
1393527022,3907534271,0,37695072,,service,False,False,38.808,"LINESTRING (121.5015494 31.2867246, 121.5013902 31.2864032)",,,
1393527022,1996775050,0,37695072,,service,False,True,45.813,"LINESTRING (121.5015494 31.2867246, 121.501701 31.2870307, 121.5017873 31.2870007)",,,
1393527022,1919676912,0,189030461,,service,False,False,97.20899999999999,"LINESTRING (121.5015494 31.2867246, 121.5007079 31.2870024, 121.500591 31.2870287)",,,
1393527022,1393527037,0,"[181555244, 189478405]",,"['service', 'footway']",False,True,48.489000000000004,"LINESTRING (121.5015494 31.2867246, 121.5016621 31.2866829, 121.5020176 31.2865512)",parking_aisle,,
1393527036,1895732210,0,49247485,,service,False,True,63.574,"LINESTRING (121.4995785 31.2866825, 121.4992646 31.2861776)",,,
1393527036,1919676919,0,183383975,北大道,service,False,False,71.546,"LINESTRING (121.4995785 31.2866825, 121.5002687 31.2864254)",,,
1393527036,1895732213,0,183383975,北大道,service,False,True,47.022,"LINESTRING (121.4995785 31.2866825, 121.4991455 31.2868872)",,,
1393527037,2024714411,0,379035417,东大道,service,False,False,40.964,"LINESTRING (121.5020176 31.2865512, 121.5018432 31.2862143)",,,
1393527037,1987984283,0,379035417,东大道,service,False,True,21.302,"LINESTRING (121.5020176 31.2865512, 121.5021088 31.2867262)",,,
1393527037,1393527022,0,"[181555244, 189478405]",,"['service', 'footway']",False,False,48.489000000000004,"LINESTRING (121.5020176 31.2865512, 121.5016621 31.2866829, 121.5015494 31.2867246)",parking_aisle,,
1393527051,1895732216,0,125465016,,service,False,False,69.165,"LINESTRING (121.4972022 31.2878057, 121.4978391 31.2875046)",,,
1393527051,2024714429,0,125465020,,service,False,False,60.071,"LINESTRING (121.4972022 31.2878057, 121.4969015 31.2873305)",,,
1393527051,1943966670,0,125465020,,service,False,True,68.264,"LINESTRING (121.4972022 31.2878057, 121.4975313 31.2883514)",,,
1393527051,1393527076,0,125465015,,service,False,True,123.28799999999998,"LINESTRING (121.4972022 31.2878057, 121.4968896 31.2878904, 121.4967143 31.2879403, 121.4965878 31.2879596, 121.4963408 31.2879968, 121.4961671 31.2880349, 121.4959427 31.2880585)",,,
1393527076,1393527051,0,125465015,,service,False,False,123.28800000000001,"LINESTRING (121.4959427 31.2880585, 121.4961671 31.2880349, 121.4963408 31.2879968, 121.4965878 31.2879596, 121.4967143 31.2879403, 121.4968896 31.2878904, 121.4972022 31.2878057)",,,
1393527076,1393503425,0,"[125461262, 125465015]",,service,False,True,109.67000000000002,"LINESTRING (121.4959427 31.2880585, 121.4956122 31.2880402, 121.4951894 31.2879902, 121.4951387 31.2879679, 121.495128 31.2879167, 121.4951214 31.287679)",,,
1393536146,1943966630,0,183383504,世纪大道,service,False,False,175.932,"LINESTRING (121.5000687 31.2828138, 121.4983929 31.2834863)",,,
1393536146,625187033,0,379035417,东大道,service,False,True,135.784,"LINESTRING (121.5000687 31.2828138, 121.5006503 31.2839292)",,,
1393536146,3823797630,0,379035416,世纪大道,service,False,False,121.28800000000001,"LINESTRING (121.5000687 31.2828138, 121.5001152 31.2827596, 121.5001635 31.2826908, 121.5002386 31.2826083, 121.5003037 31.2825342, 121.5003043 31.2824975, 121.5001726 31.2822632, 121.5000731 31.2820757, 121.4999489 31.2818564)",,,
1895732210,1393527036,0,49247485,,service,False,False,63.574,"LINESTRING (121.4992646 31.2861776, 121.4995785 31.2866825)",,,
1895732210,1937554431,0,49247485,,service,False,True,48.088,"LINESTRING (121.4992646 31.2861776, 121.4990267 31.2857959)",,,
1895732210,1895732211,0,179222574,,footway,False,False,112.489,"LINESTRING (121.4992646 31.2861776, 121.5003289 31.2857347)",,,
1895732211,1937615023,0,49247486,,service,False,False,49.142,"LINESTRING (121.5003289 31.2857347, 121.5001105 31.2853341)",,,
1895732211,2024714405,0,49247486,,service,False,True,11.09,"LINESTRING (121.5003289 31.2857347, 121.5003782 31.2858251)",,,
1895732211,625190286,0,179222574,,footway,False,False,109.666,"LINESTRING (121.5003289 31.2857347, 121.5013675 31.2853047)",,,
1895732211,1895732210,0,179222574,,footway,False,True,112.489,"LINESTRING (121.5003289 31.2857347, 121.4992646 31.2861776)",,,
1895732213,1895732219,0,183383488,,service,False,True,58.772,"LINESTRING (121.4991455 31.2868872, 121.4994057 31.2873667)",,,
1895732213,1393527036,0,183383975,北大道,service,False,False,47.022,"LINESTRING (121.4991455 31.2868872, 121.4995785 31.2866825)",,,
1895732213,2000861592,0,183383975,北大道,service,False,True,48.248,"LINESTRING (121.4991455 31.2868872, 121.4987019 31.2870983)",,,
1895732216,1393527051,0,125465016,,service,False,True,69.165,"LINESTRING (121.4978391 31.2875046, 121.4972022 31.2878057)",,,
1895732216,1937554502,0,179222575,,service,False,False,120.301,"LINESTRING (121.4978391 31.2875046, 121.4972046 31.2865684)",,,
1895732216,1895732218,0,179222575,,service,False,True,81.26,"LINESTRING (121.4978391 31.2875046, 121.49825 31.2881455)",,,
1895732216,2000861607,0,"[183383974, 183383975]",北大道,service,False,False,21.769,"LINESTRING (121.4978391 31.2875046, 121.49797 31.2874428, 121.4980396 31.2874099)",,yes,
1895732218,1895732216,0,179222575,,service,False,False,81.26,"LINESTRING (121.49825 31.2881455, 121.4978391 31.2875046)",,,
1895732218,1895732222,0,189030461,,service,False,True,57.761,"LINESTRING (121.49825 31.2881455, 121.4988205 31.2879662)",,,
1895732218,1943966670,0,189030461,,service,False,False,72.106,"LINESTRING (121.49825 31.2881455, 121.4979415 31.2882183, 121.4975313 31.2883514)",,,
1895732219,1895732213,0,183383488,,service,False,False,58.772,"LINESTRING (121.4994057 31.2873667, 121.4991455 31.2868872)",,,
1895732219,2000861610,0,189030461,,service,False,False,15.369,"LINESTRING (121.4994057 31.2873667, 121.4992867 31.2874603)",,,
1895732219,2024714425,0,189030461,,service,False,True,41.358,"LINESTRING (121.4994057 31.2873667, 121.4998051 31.2872189)",,,
1895732222,1895732218,0,189030461,,service,False,False,57.761,"LINESTRING (121.4988205 31.2879662, 121.49825 31.2881455)",,,
1895732222,1937606867,0,189030461,,service,False,True,14.931,"LINESTRING (121.4988205 31.2879662, 121.4989041 31.2878525)",,,
1895732222,2000861607,0,"[1170983555, 1170983556, 189478404, 189478403, 189478408]",,footway,False,True,101.628,"LINESTRING (121.4988205 31.2879662, 121.4987868 31.2879327, 121.4987774 31.2879233, 121.4987509 31.2878822, 121.498729 31.2878483, 121.4986791 31.2877914, 121.4985884 31.2877204, 121.4985052 31.2876713, 121.4983963 31.2876441, 121.4982769 31.2876196, 121.498162 31.2875834, 121.4981181 31.2875227, 121.4980396 31.2874099)",,yes,
1919676912,3907534270,0,181555252,,service,False,True,31.778,"LINESTRING (121.500591 31.2870287, 121.500454 31.286768)",,,
1919676912,2024714425,0,189030461,,service,False,False,77.617,"LINESTRING (121.500591 31.2870287, 121.4998051 31.2872189)",,,
1919676912,1393527022,0,189030461,,service,False,True,97.20899999999999,"LINESTRING (121.500591 31.2870287, 121.5007079 31.2870024, 121.5015494 31.2867246)",,,
1919676919,3907534270,0,181555252,,service,False,False,41.968,"LINESTRING (121.5002687 31.2864254, 121.500454 31.286768)",,,
1919676919,1937554451,0,183383975,北大道,service,False,False,99.106,"LINESTRING (121.5002687 31.2864254, 121.5012257 31.2860711)",,,
1919676919,1393527036,0,183383975,北大道,service,False,True,71.546,"LINESTRING (121.5002687 31.2864254, 121.4995785 31.2866825)",,,
1937554286,625196964,0,49247354,,service,False,False,82.64,"LINESTRING (121.4952711 31.2837842, 121.4944726 31.2840786)",,,
1937554286,625187028,0,49247354,,service,False,True,102.464,"LINESTRING (121.4952711 31.2837842, 121.4962609 31.2834187)",,,
1937554286,1937554307,0,183383495,,service,False,False,66.988,"LINESTRING (121.4952711 31.2837842, 121.4955647 31.2843319)",,,
1937554294,1937554307,0,183383499,,service,False,True,103.806,"LINESTRING (121.4965783 31.2839838, 121.4955647 31.2843319)",,,
1937554294,625187028,0,183383510,爱校路(樱花大道),service,False,False,69.7,"LINESTRING (121.4965783 31.2839838, 121.4962609 31.2834187)",,,
1937554294,625196989,0,183383510,爱校路(樱花大道),service,False,True,32.76,"LINESTRING (121.4965783 31.2839838, 121.4967275 31.2842494)",,,
1937554307,1937554286,0,183383495,,service,False,True,66.988,"LINESTRING (121.4955647 31.2843319, 121.4952711 31.2837842)",,,
1937554307,1937554294,0,183383499,,service,False,False,103.806,"LINESTRING (121.4955647 31.2843319, 121.4965783 31.2839838)",,,
1937554307,625196886,0,"[49247576, 183383499]",,service,False,True,47.769999999999996,"LINESTRING (121.4955647 31.2843319, 121.4953014 31.2844481, 121.4953897 31.2846075)",,,
1937554314,625196971,0,49247354,,service,False,False,104.435,"LINESTRING (121.4938562 31.2845945, 121.4928532 31.2849784)",,,
1937554314,1937554351,0,183383507,,service,False,False,66.827,"LINESTRING (121.4938562 31.2845945, 121.4941561 31.2851381)",,,
1937554314,625196964,0,49247354,,service,False,True,100.29499999999999,"LINESTRING (121.4938562 31.2845945, 121.4940896 31.2845052, 121.4940081 31.2843172, 121.494051 31.2842347, 121.4944726 31.2840786)",,,
1937554321,1937554360,0,183383505,,service,False,True,49.95,"LINESTRING (121.4983279 31.2848183, 121.4986164 31.2851938)",,,
1937554321,625190297,0,183383508,南大道,service,False,False,34.762,"LINESTRING (121.4983279 31.2848183, 121.4986618 31.2846906)",,,
1937554321,1937554322,0,183383508,南大道,service,False,True,12.192,"LINESTRING (121.4983279 31.2848183, 121.4982108 31.2848631)",,,
1937554322,1937554401,0,183383506,,footway,False,True,92.54,"LINESTRING (121.4982108 31.2848631, 121.4987119 31.2855767)",,,
1937554322,1937554321,0,183383508,南大道,service,False,False,12.192,"LINESTRING (121.4982108 31.2848631, 121.4983279 31.2848183)",,,
1937554322,1950362744,0,183383508,南大道,service,False,True,60.36,"LINESTRING (121.4982108 31.2848631, 121.497631 31.2850848)",,,
1937554327,625196873,0,49247573,,service,False,False,30.892,"LINESTRING (121.4952148 31.2849919, 121.4949243 31.2851166)",,,
1937554327,1943966642,0,125461259,,service,False,True,42.139,"LINESTRING (121.4952148 31.2849919, 121.4954085 31.2853328)",,,
1937554327,625196892,0,"[49247576, 49247573]",,service,False,"[False, True]",49.513999999999996,"LINESTRING (121.4952148 31.2849919, 121.495519 31.284862, 121.4954467 31.2847202)",,,
1937554351,625196880,0,49247575,,service,False,True,69.662,"LINESTRING (121.4941561 31.2851381, 121.494812 31.2848583)",,,
1937554351,3907534289,0,183383507,,service,False,False,81.107,"LINESTRING (121.4941561 31.2851381, 121.49452 31.2857979)",,,
1937554351,1937554314,0,183383507,,service,False,True,66.827,"LINESTRING (121.4941561 31.2851381, 121.4938562 31.2845945)",,,
1937554351,3907534288,0,387456862,,service,False,True,106.169,"LINESTRING (121.4941561 31.2851381, 121.4931352 31.285526)",,,
1937554360,625190300,0,183383498,,footway,False,False,29.044,"LINESTRING (121.4986164 31.2851938, 121.4988959 31.2850881)",,,
1937554360,1937554321,0,183383505,,service,False,False,49.95,"LINESTRING (121.4986164 31.2851938, 121.4983279 31.2848183)",,,
1937554360,1937554388,0,183383505,,service,False,True,36.189,"LINESTRING (121.4986164 31.2851938, 121.498823 31.2854672)",,,
1937554388,1937554391,0,49247485,,service,False,False,5.576,"LINESTRING (121.498823 31.2854672, 121.4988505 31.2855115)",,,
1937554388,1937554360,0,183383505,,service,False,False,36.189,"LINESTRING (121.498823 31.2854672, 121.4986164 31.2851938)",,,
1937554388,625190300,0,49247485,,service,False,True,45.669000000000004,"LINESTRING (121.498823 31.2854672, 121.4989511 31.2851788, 121.4988959 31.2850881)",,,
1937554391,1937554431,0,49247485,,service,False,False,35.783,"LINESTRING (121.4988505 31.2855115, 121.4990267 31.2857959)",,,
1937554391,1937554388,0,49247485,,service,False,True,5.576,"LINESTRING (121.4988505 31.2855115, 121.498823 31.2854672)",,,
1937554391,1937554401,0,183383489,,footway,False,True,15.034,"LINESTRING (121.4988505 31.2855115, 121.4987119 31.2855767)",,yes,
1937554399,1937554429,0,183383502,,footway,False,True,30.256,"LINESTRING (121.5018313 31.2855476, 121.5019641 31.2857949)",,,
1937554399,1943978010,0,183964294,,service,False,True,29.265,"LINESTRING (121.5018313 31.2855476, 121.5015487 31.2856522)",,,
1937554399,1987984283,0,183964294,,service,False,False,243.052,"LINESTRING (121.5018313 31.2855476, 121.5021434 31.2854321, 121.5022178 31.2854392, 121.5022715 31.2854533, 121.5023129 31.2854922, 121.502821 31.2864707, 121.5021088 31.2867262)",,,
1937554401,1937554391,0,183383489,,footway,False,False,15.034,"LINESTRING (121.4987119 31.2855767, 121.4988505 31.2855115)",,yes,
1937554401,1937554322,0,183383506,,footway,False,False,92.54,"LINESTRING (121.4987119 31.2855767, 121.4982108 31.2848631)",,,
1937554401,1937554402,0,183383506,,footway,False,True,5.984,"LINESTRING (121.4987119 31.2855767, 121.4986569 31.2856029)",,,
1937554402,1937554401,0,183383506,,footway,False,False,5.984,"LINESTRING (121.4986569 31.2856029, 121.4987119 31.2855767)",,,
1937554402,1937554435,0,183383506,,footway,False,True,51.458,"LINESTRING (121.4986569 31.2856029, 121.4981839 31.2858282)",,,
1937554402,1937554439,0,"[183383493, 183383494, 183383487]",,footway,False,False,34.873000000000005,"LINESTRING (121.4986569 31.2856029, 121.4987107 31.2856871, 121.4987564 31.2857588, 121.4988327 31.2858782)",,yes,
1937554425,1937554429,0,183383503,,footway,False,False,11.656,"LINESTRING (121.5020757 31.2857514, 121.5019641 31.2857949)",,,
1937554429,1937554399,0,183383502,,footway,False,False,30.256,"LINESTRING (121.5019641 31.2857949, 121.5018313 31.2855476)",,,
1937554429,1937554447,0,183383502,,footway,False,True,37.596,"LINESTRING (121.5019641 31.2857949, 121.5021291 31.2861022)",,,
1937554429,442028523,0,183383503,,footway,False,False,29.37,"LINESTRING (121.5019641 31.2857949, 121.5016804 31.2858997)",,,
1937554429,1937554425,0,183383503,,footway,False,True,11.656,"LINESTRING (121.5019641 31.2857949, 121.5020757 31.2857514)",,,
1937554431,1895732210,0,49247485,,service,False,False,48.088,"LINESTRING (121.4990267 31.2857959, 121.4992646 31.2861776)",,,
1937554431,1937554391,0,49247485,,service,False,True,35.783,"LINESTRING (121.4990267 31.2857959, 121.4988505 31.2855115)",,,
1937554431,1937554439,0,183383509,,service,False,False,20.581,"LINESTRING (121.4990267 31.2857959, 121.4988327 31.2858782)",,,
1937554435,1937554402,0,183383506,,footway,False,False,51.458,"LINESTRING (121.4981839 31.2858282, 121.4986569 31.2856029)",,,
1937554435,1937554449,0,183383506,,footway,False,True,48.881,"LINESTRING (121.4981839 31.2858282, 121.4977345 31.2860421)",,,
1937554435,1937554459,0,"[183383497, 183383490, 183383492]",,footway,False,False,32.42400000000001,"LINESTRING (121.4981839 31.2858282, 121.4982274 31.2858937, 121.4982745 31.2859646, 121.4983523 31.2860818)",,yes,
1937554439,1937554459,0,183383509,,service,False,False,50.956,"LINESTRING (121.4988327 31.2858782, 121.4983523 31.2860818)",,,
1937554439,1937554431,0,183383509,,service,False,True,20.581,"LINESTRING (121.4988327 31.2858782, 121.4990267 31.2857959)",,,
