element_type,osmid,nodes,building,building:levels,name,name:zh,geometry,source,name:en,amenity,leisure,sport,alt_name,smoking,cuisine,diet:halal,office,shelter_type,layer,ref,height,museum,operator,operator:type,tourism,building:min_level,construction,ways,type,alt_name:en,alt_name:zh
way,687370091,"[6443127391, 6443127392, 5265110666, 6443127393, 6443127409, 6443127397, 9139859718, 6443127399, 6443127391]",school,5,A3区,A3区,"POLYGON ((103.9240475 30.7494175, 103.9240673 30.7494407, 103.9235965 30.7497362, 103.9235303 30.749777, 103.9233944 30.7498636, 103.9232301 30.7496712, 103.9239038 30.7492483, 103.9239141 30.7492604, 103.9240475 30.7494175))",,Area A3,,,,,,,,,,,,,,,,,,,,,,
way,687370092,"[6443127396, 5265110674, 5265110658, 5265110659, 6443127395, 5265110663, 5265110667, 6443127394, 6443127410, 6443127411, 6443127396]",school,5,A1区,A1区,"POLYGON ((103.9244238 30.7501179, 103.9243625 30.7500468, 103.9243383 30.7500187, 103.9243217 30.7499994, 103.9242504 30.7499168, 103.9241542 30.749978, 103.9239289 30.7501216, 103.9238629 30.7501628, 103.9237269 30.7502493, 103.9239001 30.7504513, 103.9244238 30.7501179))",,Area A1,,,,,,,,,,,,,,,,,,,,,,
way,687370093,"[6443127410, 6443127409, 6443127393, 6443127394, 6443127410]",school,5,A2区,A2区,"POLYGON ((103.9237269 30.7502493, 103.9233944 30.7498636, 103.9235303 30.749777, 103.9238629 30.7501628, 103.9237269 30.7502493))",,Area A2,,,,,,,,,,,,,,,,,,,,,,
way,691679126,"[6491167871, 6491167872, 6491167873, 6491167874, 6491167871]",school,2,2号楼,,"POLYGON ((103.9308542 30.7477869, 103.9307932 30.7475884, 103.9309706 30.7475482, 103.9310316 30.7477467, 103.9308542 30.7477869))",,,,,,,,,,,,,2,,,,,,,,,,,
way,691679130,"[6491169292, 6491169293, 6491169294, 6491169295, 6491169292]",school,2,3号楼,,"POLYGON ((103.9311259 30.747471, 103.9312289 30.7474475, 103.9312757 30.7475991, 103.9311728 30.7476226, 103.9311259 30.747471))",,,,,,,,,,,,,3,,,,,,,,,,,
way,691679132,"[7806527735, 7806527734, 7806527733, 6491169296, 6491169297, 6491169298, 6491169311, 7806527735]",school,3,5号楼,,"POLYGON ((103.9308946 30.7472194, 103.9308685 30.7471366, 103.9307857 30.7471559, 103.9306997 30.7468837, 103.930953 30.7468246, 103.931065 30.7471796, 103.9309959 30.7471957, 103.9308946 30.7472194))",,,,,,,,,,,,,5,,,,,,,,,,,
way,691679134,"[7806527736, 6491169300, 6491169301, 6491169302, 6491169303, 6491169304, 6491169305, 6491169306, 6491169307, 6491169308, 7806527736]",school,2,4号楼,,"POLYGON ((103.9309768 30.7472058, 103.9310187 30.7473358, 103.9308123 30.747385, 103.9308346 30.7474541, 103.9306146 30.7475066, 103.9305123 30.7471895, 103.9307661 30.747129, 103.9307776 30.7471648, 103.9308607 30.747145, 103.9308873 30.7472271, 103.9309768 30.7472058))",,,,,,,,,,,,,4,,,,,,,,,,,
way,691679136,"[6491169298, 6491169309, 6491169310, 6491169311, 6491169298]",school,,,,"POLYGON ((103.931065 30.7471796, 103.931121 30.7473659, 103.9310516 30.7473813, 103.9309959 30.7471957, 103.931065 30.7471796))",,,,,,,,,,,,,,,,,,,,,,,,
way,691679140,"[6491169315, 6491169316, 6491169312, 6491169317, 6491169318, 6491169319, 6491169313, 6491169320, 6491169321, 6491169322, 6491169327, 7961813476, 9139841746, 6491169324, 6491169325, 6491169314, 7961813475, 6491169315]",school,1,1号楼,,"POLYGON ((103.9303106 30.7469808, 103.9302763 30.7469892, 103.9302579 30.7469582, 103.9300806 30.7470366, 103.9299223 30.747075, 103.929931 30.7471013, 103.929895 30.7471171, 103.9299865 30.7472705, 103.930033 30.7474122, 103.9300654 30.7474044, 103.9300806 30.7474301, 103.9302333 30.7473637, 103.9303051 30.7473463, 103.9304213 30.7473181, 103.9304106 30.7472855, 103.9304435 30.7472712, 103.9303542 30.7471137, 103.9303106 30.7469808))",,,,,,,,,,,,,1,,,,,,,,,,,
way,691679142,"[6491169328, 6491169329, 6491169330, 6491169331, 6491169328]",school,2,6号楼,,"POLYGON ((103.9304765 30.7470928, 103.9303871 30.7468079, 103.9305734 30.7467647, 103.9306629 30.7470496, 103.9304765 30.7470928))",,,,,,,,,,,,,6,,,,,,,,,,,
way,691679143,"[6491169332, 6491169333, 6491169334, 6491169335, 6491169336, 6491169337, 7996335542, 7996335541, 7996335540, 6491169342, 6491169338, 6491169339, 6491169340, 6491169341, 6491169332]",school,2,7号楼,,"POLYGON ((103.9307954 30.7467553, 103.930728 30.7465486, 103.9306479 30.7465679, 103.9306195 30.746481, 103.9307034 30.7464607, 103.9306801 30.7463895, 103.9308465 30.7463494, 103.9307925 30.7461841, 103.930537 30.7462457, 103.9305868 30.7463981, 103.9304295 30.7464361, 103.9304989 30.7466488, 103.9306169 30.7466204, 103.9306708 30.7467854, 103.9307954 30.7467553))",,,,,,,,,,,,,7,,,,,,,,,,,
way,691679147,"[6491169346, 6491169347, 6491169348, 6491169349, 6491169346]",school,2,8号楼,,"POLYGON ((103.9305396 30.7461469, 103.9304495 30.7458387, 103.930668 30.7457915, 103.9307581 30.7460997, 103.9305396 30.7461469))",,,,,,,,,,,,,8,,,,,,,,,,,
way,741650447,"[6942858979, 6942858980, 9633111562, 9633111561, 6942858981, 6942858982, 6942858983, 6942858984, 6942858979]",dormitory,,留学生4栋,留学生4栋,"POLYGON ((103.9279608 30.760717, 103.9277618 30.7602838, 103.9280669 30.7601803, 103.9281171 30.7601633, 103.9283069 30.7600989, 103.9283624 30.7602197, 103.9279531 30.7603585, 103.9280967 30.7606709, 103.9279608 30.760717))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650448,"[6942926786, 6942926787, 6942926788, 6942926791, 6942926792, 7941524141, 7941524142, 7941524145, 7941524146, 6942926793, 6942926789, 7941524155, 7941524156, 6942926786]",dormitory,4,留学生3栋,留学生3栋,"POLYGON ((103.9280513 30.7608885, 103.9280004 30.7607791, 103.9286064 30.7605709, 103.9283776 30.760079, 103.9284945 30.7600388, 103.9285808 30.7602242, 103.9285939 30.7602522, 103.928693 30.7604652, 103.9287161 30.7605149, 103.9287744 30.76064, 103.9286568 30.7606804, 103.9282795 30.7608101, 103.928247 30.7608213, 103.9280513 30.7608885))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650450,"[6942926794, 6942926795, 7941524173, 7941524174, 6942926796, 6942926797, 6942926798, 7913199817, 7913199816, 6942926799, 7913199819, 6942926800, 7941524212, 7941524164, 6942926801, 6942926794]",dormitory,,硕丰苑26栋,硕丰苑26栋,"POLYGON ((103.9289243 30.7600395, 103.9288668 30.7600591, 103.9289864 30.7603183, 103.9290009 30.7603498, 103.9290901 30.7605432, 103.929226 30.7604969, 103.9290056 30.760019, 103.9289558 30.760036, 103.9289483 30.7600199, 103.9292807 30.7599066, 103.929249 30.7598378, 103.9292262 30.7597885, 103.9290438 30.7598506, 103.9290029 30.7598646, 103.9288652 30.7599115, 103.9289243 30.7600395))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650451,"[6942926802, 6942926803, 6942926804, 6942926805, 6942926806, 7941524195, 7941524194, 6942926807, 7941524188, 7941524187, 6942926802]",dormitory,,硕丰苑25栋,硕丰苑25栋,"POLYGON ((103.929276 30.7604798, 103.9292207 30.760359, 103.9297225 30.7601892, 103.9301706 30.7597181, 103.9302882 30.7598006, 103.9298922 30.7602162, 103.929874 30.760237, 103.9298161 30.7602972, 103.9294267 30.760429, 103.9293802 30.7604433, 103.929276 30.7604798))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650452,"[6942926809, 7941524055, 7941524054, 6942926810, 7941524045, 7941524110, 6942926811, 7913199815, 6942926812, 6942926813, 6942926814, 6942926809]",dormitory,,硕丰苑23栋,硕丰苑23栋,"POLYGON ((103.9293292 30.7613074, 103.9292433 30.7611162, 103.9292301 30.7610869, 103.9290902 30.7607757, 103.9293756 30.760681, 103.9294059 30.7606709, 103.9295856 30.7606113, 103.9296121 30.7606702, 103.9296364 30.7607243, 103.9292782 30.7608432, 103.9294663 30.7612619, 103.9293292 30.7613074))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650453,"[6942926815, 6942926816, 6942926817, 6942926818, 6942926819, 7941524090, 7941524089, 7913199813, 6942926820, 7941524080, 7941524067, 6942926815]",dormitory,,硕丰苑22栋,硕丰苑22栋,"POLYGON ((103.9293553 30.7613651, 103.9294929 30.7613193, 103.9296203 30.7616017, 103.9299932 30.7613278, 103.9300498 30.7614511, 103.929965 30.7615156, 103.9299356 30.7615379, 103.9296784 30.7617332, 103.9295417 30.7617787, 103.9294027 30.7614703, 103.9293918 30.7614461, 103.9293553 30.7613651))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650454,"[6942926821, 6942926822, 7913199814, 6942926823, 7941524103, 7941524102, 7941524099, 7941524098, 6942926824, 6942926821]",dormitory,,硕丰苑21栋,硕丰苑21栋,"POLYGON ((103.930094 30.7614163, 103.9297689 30.7606757, 103.9298381 30.7606533, 103.9298963 30.7606344, 103.9299666 30.7607946, 103.9299807 30.7608268, 103.9301371 30.7611831, 103.9301506 30.7612139, 103.930204 30.7613356, 103.930094 30.7614163))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650455,"[6942926825, 7941523996, 7941523997, 6942926826, 7941524009, 7941524010, 7278970749, 7913199812, 6942926828, 6942926829, 6942926830, 6942926825]",dormitory,,硕丰苑28栋,硕丰苑28栋,"POLYGON ((103.9284136 30.7616113, 103.9283553 30.7614823, 103.9283442 30.7614577, 103.9281766 30.7610866, 103.9284676 30.7609895, 103.928499 30.760979, 103.9286035 30.7609443, 103.9286279 30.7609986, 103.9286527 30.7610535, 103.9283627 30.7611503, 103.9285688 30.7616063, 103.9284136 30.7616113))",,,,,,,,,,,,,,,,,,,,,,,,
way,741650456,"[6942926831, 6942926832, 6942926833, 6942926834, 7913199811, 6942926835, 7941524033, 7941524034, 6942926836, 6942926837, 7941524044, 7941518579, 7941518583, 6942926831]",dormitory,,硕丰苑27栋,硕丰苑27栋,"POLYGON ((103.9286287 30.7616046, 103.9285786 30.761486, 103.9290032 30.7614699, 103.928789 30.761004, 103.9288622 30.7609791, 103.9289217 30.7609593, 103.9289977 30.7611255, 103.9290097 30.7611516, 103.9291935 30.7615515, 103.9290726 30.7615925, 103.928828 30.7615992, 103.9287933 30.7616001, 103.9286432 30.7616042, 103.9286287 30.7616046))",,,,,,,,,,,,,,,,,,,,,,,,
way,779496151,"[7278956917, 7278956918, 7278956919, 7278956920, 7861895811, 7278956929, 7861895827, 7861895828, 7861895826, 7861895825, 7278956932, 7278956921, 7278956922, 7278956923, 7861895824, 7861895823, 7278956933, 7861895822, 7278956928, 7278956924, 7278956931, 7278956925, 7278956926, 7278956917]",school,3,,,"POLYGON ((103.9187916 30.7510376, 103.9191201 30.7514284, 103.9191804 30.7513879, 103.9192362 30.7514539, 103.9197409 30.7511363, 103.9198226 30.7510849, 103.9197484 30.7509978, 103.9198615 30.7509237, 103.9199114 30.7509835, 103.9202136 30.7507972, 103.9202441 30.7508313, 103.9204724 30.7506807, 103.9203131 30.750483, 103.9202494 30.750483, 103.9200839 30.7505907, 103.9200694 30.7505734, 103.919739 30.7507769, 103.9197932 30.7508418, 103.9196235 30.7509523, 103.919259 30.7511804, 103.9191504 30.7510532, 103.9190673 30.7509558, 103.9189491 30.7509372, 103.9187916 30.7510376))",,,,,,,,,,,,,,,,,,,,,,,,
way,779496158,"[7278956948, 7278956935, 7278956941, 7278956940, 7278956948]",school,,,,"POLYGON ((103.9213844 30.7498813, 103.9213105 30.7497929, 103.9213513 30.7497673, 103.9214254 30.7498559, 103.9213844 30.7498813))",,,,,,,,,,,,,,,,,,,,,,,,
way,779496162,"[7278956952, 7278956953, 7278956960, 7278956959, 7278956952]",school,,,,"POLYGON ((103.9210927 30.749181, 103.9210188 30.7490927, 103.9210596 30.749067, 103.9211337 30.7491557, 103.9210927 30.749181))",,,,,,,,,,,,,,,,,,,,,,,,
way,779496163,"[7278956968, 7278956969, 7278956978, 7278956979, 7278956970, 7278956971, 7736111322, 7736111323, 7278956975, 7278956977, 7278956976, 7278956974, 7278956972, 7278956973, 7278956968]",school,7,,,"POLYGON ((103.920222 30.7492207, 103.9199284 30.7489238, 103.9205865 30.7484432, 103.9207826 30.7483, 103.9214238 30.7478318, 103.9216029 30.7480129, 103.9215339 30.7480633, 103.9214648 30.7481137, 103.9209587 30.7484833, 103.9208923 30.7484161, 103.920702 30.7485551, 103.9207674 30.7486213, 103.920331 30.7489401, 103.9204464 30.7490568, 103.920222 30.7492207))",,,,,,,,,,,,,,,,,,,,,,,,
way,779496166,"[7278956980, 7278956981, 7278975814, 7278975815, 7278956982, 7278956983, 9751988396, 7278956984, 7278975816, 7278975785, 7278975786, 7278975787, 9751988360, 9751988368, 9751988361, 7278975788, 7278975789, 7278956980]",school,7,C栋,,"POLYGON ((103.9212915 30.7517565, 103.9211531 30.7515929, 103.9214942 30.7513798, 103.9215647 30.7513357, 103.9219669 30.7510844, 103.9220172 30.7508848, 103.9219091 30.750758, 103.9218206 30.7506542, 103.921276 30.7509971, 103.9212073 30.7510404, 103.9210759 30.7508862, 103.9218454 30.7504018, 103.9219995 30.7505826, 103.9220678 30.7506628, 103.9221432 30.7507512, 103.922224 30.7508461, 103.9221101 30.7512448, 103.9212915 30.7517565))",,,,,,,,,,,,,,,,,,,,,,,,
way,779496167,"[7278975790, 9751988392, 7278975791, 9751988400, 7278975792, 7278975805, 7278975806, 10083745460, 8794836075, 7278975804, 7278975793, 7278975794, 7278975796, 7278975798, 7278975801, 10083745461, 7278975800, 10083745458, 7278975808, 7278975803, 7278975802, 7278975799, 9751988401, 8794836076, 8794836083, 7278975797, 9751988391, 7278975795, 7278975790]",school,7,,,"POLYGON ((103.9211084 30.7511075, 103.9207667 30.7513249, 103.9206947 30.7513707, 103.9209037 30.7516133, 103.9211171 30.7518609, 103.9203617 30.7523416, 103.9203401 30.7523165, 103.9202808 30.7523537, 103.9201964 30.7524066, 103.9202151 30.7524283, 103.9200732 30.7525183, 103.9195278 30.7518834, 103.9202868 30.7514019, 103.9204083 30.7515434, 103.9197912 30.7519347, 103.9198304 30.7519804, 103.9201157 30.7523127, 103.9201976 30.752261, 103.9202589 30.7522223, 103.9203225 30.7521818, 103.9202978 30.7521532, 103.9208446 30.7518051, 103.9207559 30.7517022, 103.9207407 30.7516846, 103.9205897 30.7515095, 103.920422 30.7513149, 103.9206366 30.7511783, 103.9209806 30.7509593, 103.9211084 30.7511075))",,,,,,,,,,,,,,,,,,,,,,,,
way,779496168,"[7278975793, 7278975794, 7278975796, 7278975798, 7278975801, 10083745461, 7278975800, 8794836075, 7278975804, 7278975793]",school,9,A栋,,"POLYGON ((103.9200732 30.7525183, 103.9195278 30.7518834, 103.9202868 30.7514019, 103.9204083 30.7515434, 103.9197912 30.7519347, 103.9198304 30.7519804, 103.9201157 30.7523127, 103.9201964 30.7524066, 103.9202151 30.7524283, 103.9200732 30.7525183))",,,,,,,,,,,,,,41.5,,,,,,,,,,
way,779496169,"[7278975805, 7278975806, 7278975808, 7278975803, 7278975802, 7278975799, 9751988401, 8794836076, 8794836083, 7278975797, 9751988391, 7278975795, 7278975790, 9751988392, 7278975791, 9751988400, 7278975792, 7278975805]",school,7,B栋,,"POLYGON ((103.9203617 30.7523416, 103.9203401 30.7523165, 103.9202589 30.7522223, 103.9203225 30.7521818, 103.9202978 30.7521532, 103.9208446 30.7518051, 103.9207559 30.7517022, 103.9207407 30.7516846, 103.9205897 30.7515095, 103.920422 30.7513149, 103.9206366 30.7511783, 103.9209806 30.7509593, 103.9211084 30.7511075, 103.9207667 30.7513249, 103.9206947 30.7513707, 103.9209037 30.7516133, 103.9211171 30.7518609, 103.9203617 30.7523416))",,,,,,,,,,,,,,32.5,,,,,,,,,,
way,779496173,"[7278975817, 7278975818, 7278975819, 7278975820, 7278975821, 7278975822, 7278975823, 7278975824, 7278975825, 8090868050, 7278975826, 8090868047, 7278975827, 8090868049, 7278975828, 7736111222, 7278975835, 7278975829, 7278975830, 7278975831, 7278975832, 7736111221, 7278975834, 7278975833, 7278975817]",kindergarten,,,,"POLYGON ((103.9215817 30.7545639, 103.921479 30.7544483, 103.9216281 30.7543505, 103.921399 30.754099, 103.9212884 30.7541397, 103.9212256 30.7540116, 103.9214571 30.7539324, 103.9217027 30.7537742, 103.9218031 30.7538917, 103.9217847 30.7539027, 103.9215489 30.7540443, 103.9216537 30.7541662, 103.9217458 30.7542733, 103.9219352 30.754149, 103.9220656 30.7540635, 103.9220058 30.7540004, 103.9219861 30.7540133, 103.9217299 30.7537237, 103.9218504 30.753645, 103.9221065 30.7539346, 103.9220348 30.7539815, 103.9220928 30.7540457, 103.9221474 30.7540099, 103.92225 30.7541254, 103.9215817 30.7545639))",,,,,,,,,,,,,,,,,,,,,,,,
way,779499803,"[7278970749, 7941524018, 7941524019, 7278970750, 7941524030, 6942926835, 7913199811, 7278970753, 7913199812, 7278970749]",dormitory,,,,"POLYGON ((103.9286035 30.7609443, 103.9286232 30.7609377, 103.9287655 30.7608905, 103.9288745 30.7608543, 103.9289044 30.7609206, 103.9289217 30.7609593, 103.9288622 30.7609791, 103.9288393 30.7609284, 103.9286279 30.7609986, 103.9286035 30.7609443))",,,,,,,,,,,,,,,,,,,,,,,,
way,779499804,"[6942926811, 7941524107, 7941524111, 7278970756, 7941524106, 6942926823, 7913199814, 7278970759, 7913199815, 6942926811]",dormitory,,,,"POLYGON ((103.9295856 30.7606113, 103.9296015 30.7606062, 103.9297296 30.7605644, 103.9298473 30.760526, 103.9298767 30.7605909, 103.9298963 30.7606344, 103.9298381 30.7606533, 103.929816 30.7606019, 103.9296121 30.7606702, 103.9295856 30.7606113))",,,,,,,,,,,,,,,,,,,,,,,,
way,779499805,"[7278970761, 7913199821, 7278970762, 7941524235, 7941524228, 6800987381, 7913199818, 7278970763, 7941524218, 7941524217, 7941524214, 6942926808, 7278970764, 7278970765, 7278970761]",dormitory,,硕丰苑24栋,硕丰苑24栋,"POLYGON ((103.9294767 30.759766, 103.9294101 30.7597199, 103.9293634 30.7596875, 103.9294849 30.759558, 103.9295036 30.759538, 103.929618 30.759416, 103.9296551 30.7594417, 103.9296903 30.7594042, 103.9299562 30.7595885, 103.9299844 30.759608, 103.9301018 30.7596893, 103.9301129 30.759697, 103.9300178 30.7597984, 103.9296714 30.7595584, 103.9294767 30.759766))",,,,,,,,,,,,,,,,,,,,,,,,
way,795677482,"[7442356680, 7442356681, 7442356682, 7442356683, 7442356684, 7442371785, 7442371786, 7442371787, 7442356680]",yes,1,,,"POLYGON ((103.9223782 30.7533723, 103.9224162 30.7533475, 103.92244 30.7533745, 103.9225663 30.7532922, 103.922645 30.7533815, 103.9225142 30.7534667, 103.922533 30.753488, 103.9224993 30.75351, 103.9223782 30.7533723))",,,,,,,,,,,,,,,,,,,,,,,,
way,795677483,"[7442356641, 7442356645, 7442356646, 7442356647, 7442356643, 7442356648, 7442356649, 7442356650, 7442356666, 7442356661, 7442356662, 7442356663, 7442356664, 7442356665, 7442356651, 7442356652, 7442356653, 7442356639, 7442356638, 7442356660, 7442356640, 7442356636, 7736111286, 7442356668, 7442356673, 7442356671, 7442356670, 7442356672, 7442356654, 7442356655, 7442356656, 7442356680, 7442371787, 7442356657, 7442356658, 7442356659, 7442356644, 7442356679, 7442356677, 7442356674, 7442356676, 7442356641]",school,3,三号科研实验楼,三号科研实验楼,"POLYGON ((103.9223408 30.754029, 103.9222718 30.7539504, 103.9222185 30.7538898, 103.922285 30.7538467, 103.9222504 30.7538073, 103.922441 30.7536837, 103.9224199 30.7536596, 103.9223871 30.7536809, 103.9223666 30.7536575, 103.9222683 30.7537213, 103.9220967 30.753739, 103.9220121 30.7536387, 103.9220719 30.7535131, 103.9221784 30.7534439, 103.9221508 30.7534124, 103.9221844 30.7533906, 103.9221561 30.7533585, 103.921967 30.7534814, 103.9219583 30.7534715, 103.9218849 30.7535192, 103.9218239 30.7534499, 103.9217668 30.7533851, 103.9224363 30.7529555, 103.9227639 30.7527453, 103.9227985 30.7527904, 103.9228848 30.7527335, 103.9229625 30.752835, 103.9228768 30.7528904, 103.9222614 30.7532881, 103.9222911 30.7533218, 103.9223183 30.7533041, 103.9223782 30.7533723, 103.9224993 30.75351, 103.9225412 30.7535577, 103.9224981 30.7535857, 103.9225323 30.7536245, 103.9227792 30.7534644, 103.9228276 30.7535191, 103.9229075 30.753468, 103.9230097 30.7535922, 103.9229361 30.7536434, 103.9223408 30.754029))",,The Third Science Experiment Building,,,,,,,,,,,,,,,,,,,,,,
way,795677485,"[7442371800, 7442371812, 7442371813, 7442371801, 7442371802, 7442371803, 7442371815, 7442371804, 7442371805, 7442371806, 7442371807, 7442371808, 7442371809, 7442371810, 7442371800]",yes,,,,"POLYGON ((103.9217188 30.7520128, 103.9217607 30.752062, 103.9217866 30.7520924, 103.9217317 30.7521269, 103.921972 30.7524094, 103.922035 30.7523698, 103.9220708 30.7524119, 103.9221074 30.752455, 103.9221376 30.7524359, 103.9221014 30.7523933, 103.9221394 30.7523702, 103.9218359 30.7520138, 103.9217911 30.7520419, 103.9217498 30.7519933, 103.9217188 30.7520128))",,,,,,,,,,,,,,,,,,,,,,,,
way,795677486,"[7442371816, 7442371817, 7442371818, 7442371819, 7442371820, 7442371821, 7442371822, 7442371823, 7442371824, 7442371876, 7442371825, 7442371826, 7442371827, 7442371816]",yes,,,,"POLYGON ((103.922141 30.751744, 103.922186 30.7517969, 103.9221374 30.7518273, 103.922432 30.7521746, 103.9224824 30.752143, 103.9225212 30.7521886, 103.9225608 30.7521638, 103.922522 30.7521182, 103.922566 30.7520907, 103.9224255 30.751925, 103.9222715 30.7517434, 103.9222154 30.7517785, 103.9221704 30.7517256, 103.922141 30.751744))",,,,,,,,,,,,,,,,,,,,,,,,
way,806848385,"[7545152288, 7545152287, 7545152286, 7545152285, 7545152284, 7545152283, 7545152282, 7545152281, 7545152280, 7736100131, 7545152279, 7736100132, 7736100130, 7545152278, 7545152250, 7545152247, 7545152248, 7545152252, 7545152253, 7545152255, 7545152256, 7545152254, 7545152251, 7545152269, 7545152268, 7545152290, 7545152289, 7545152288]",school,1,科研楼C区,,"POLYGON ((103.928664 30.7548389, 103.9286526 30.7548989, 103.9287372 30.7549118, 103.9287653 30.7549319, 103.928798 30.7549921, 103.928798 30.7550362, 103.9287793 30.7550844, 103.9287466 30.7551365, 103.9287326 30.7551807, 103.9287329 30.7552192, 103.9287547 30.7552784, 103.9287438 30.7552767, 103.9287239 30.7552379, 103.9286844 30.7552355, 103.9286696 30.755323, 103.9279074 30.7552274, 103.9279343 30.7550686, 103.9280372 30.7550815, 103.928046 30.7550332, 103.9278585 30.755008, 103.9278936 30.7548154, 103.9280909 30.7548419, 103.9281044 30.7547676, 103.9281367 30.7547717, 103.9280793 30.7550868, 103.9285587 30.7551469, 103.928617 30.7548329, 103.928664 30.7548389))",,,,,,,,,,,,,,,,,,,,,,,,
way,806848391,"[7545152341, 7545152342, 7545152361, 7545152384, 7545152343, 7545152344, 7545152385, 7545152360, 7545152341]",yes,6,,,"POLYGON ((103.9264666 30.7530147, 103.9265952 30.7529307, 103.9266107 30.7529482, 103.9266424 30.7529841, 103.9266705 30.7530158, 103.9265419 30.7530999, 103.9265127 30.7530669, 103.9264841 30.7530345, 103.9264666 30.7530147))",,,,,,,,,,,,,,,,,,,,,,,,
way,806848392,"[7545152345, 7545152365, 7545152380, 7545152346, 7545152347, 7545152381, 7545152364, 7545152348, 7545152345]",yes,6,,,"POLYGON ((103.9265514 30.7524166, 103.9265847 30.7523955, 103.9266197 30.7523733, 103.9266323 30.7523653, 103.9267374 30.7524878, 103.9267246 30.752496, 103.9266886 30.7525188, 103.9266566 30.7525391, 103.9265514 30.7524166))",,,,,,,,,,,,,,,,,,,,,,,,
way,806848393,"[7545152349, 7545152373, 7545152372, 7545152350, 7545152351, 7545152357, 7545152388, 7545152352, 7545152349]",yes,6,,,"POLYGON ((103.9258186 30.7528869, 103.9258318 30.7528784, 103.9258673 30.752856, 103.9258994 30.7528356, 103.9260046 30.7529581, 103.9259733 30.7529779, 103.9259362 30.7530014, 103.9259237 30.7530093, 103.9258186 30.7528869))",,,,,,,,,,,,,,,,,,,,,,,,
way,806848394,"[7545152353, 7545152369, 7545152376, 7545152354, 7545152355, 7545152377, 7545152368, 7545152356, 7545152353]",yes,6,,,"POLYGON ((103.9259665 30.752444, 103.9259447 30.7524192, 103.9259145 30.7523842, 103.9259061 30.752375, 103.9260477 30.7522835, 103.9260591 30.7522961, 103.9260905 30.7523325, 103.9261081 30.7523526, 103.9259665 30.752444))",,,,,,,,,,,,,,,,,,,,,,,,
way,806848395,"[7545152357, 7545152358, 7545152359, 7545152360, 7545152341, 7545152342, 7545152361, 7545152362, 7545152363, 7545152364, 7545152348, 7545152345, 7545152365, 7545152366, 7545152367, 7545152368, 7545152356, 7545152353, 7545152369, 7545152370, 7545152371, 7545152372, 7545152350, 7545152351, 7545152357]",yes,5,,,"POLYGON ((103.9259733 30.7529779, 103.9260287 30.7530416, 103.9264076 30.7530866, 103.9264841 30.7530345, 103.9264666 30.7530147, 103.9265952 30.7529307, 103.9266107 30.7529482, 103.9266757 30.7529039, 103.9267342 30.7525729, 103.9266886 30.7525188, 103.9266566 30.7525391, 103.9265514 30.7524166, 103.9265847 30.7523955, 103.9265401 30.7523426, 103.9261581 30.7522923, 103.9260905 30.7523325, 103.9261081 30.7523526, 103.9259665 30.752444, 103.9259447 30.7524192, 103.9258777 30.7524591, 103.9258192 30.7528007, 103.9258673 30.752856, 103.9258994 30.7528356, 103.9260046 30.7529581, 103.9259733 30.7529779))",,,,,,,,,,,,,,,,,,,,,,,,
way,806848396,"[7545152373, 7545152374, 7545152375, 7545152376, 7545152354, 7545152355, 7545152377, 7545152378, 7545152379, 7545152380, 7545152346, 7545152347, 7545152381, 7545152382, 7545152383, 7545152446, 7545152384, 7545152343, 7545152344, 7545152385, 7545152386, 7545152457, 7545152387, 7545152388, 7545152352, 7545152349, 7545152373]",yes,4,图书馆,,"POLYGON ((103.9258318 30.7528784, 103.9257471 30.7527786, 103.9258008 30.7524535, 103.9259145 30.7523842, 103.9259061 30.752375, 103.9260477 30.7522835, 103.9260591 30.7522961, 103.9261697 30.7522287, 103.926534 30.7522729, 103.9266197 30.7523733, 103.9266323 30.7523653, 103.9267374 30.7524878, 103.9267246 30.752496, 103.9268048 30.7525899, 103.9267535 30.752913, 103.926698 30.7529484, 103.9266424 30.7529841, 103.9266705 30.7530158, 103.9265419 30.7530999, 103.9265127 30.7530669, 103.9263892 30.7531458, 103.9260492 30.7531017, 103.9260179 30.7530976, 103.9259362 30.7530014, 103.9259237 30.7530093, 103.9258186 30.7528869, 103.9258318 30.7528784))",,,library,,,,,,,,,,,,,,,,,,,,,
