element_type,osmid,nodes,building,building:levels,name,name:zh,geometry,source,name:en,amenity,leisure,sport,alt_name,smoking,cuisine,diet:halal,office,shelter_type,layer,ref,height,museum,operator,operator:type,tourism,building:min_level,construction,ways,type,alt_name:en,alt_name:zh
way,217855293,"[2271616205, 2271616138, 2271616148, 2271616211, 2271616205]",dormitory,6,硕丰苑2栋,硕丰苑2栋,"POLYGON ((103.9283941 30.7590933, 103.9282119 30.7586762, 103.928088 30.7587162, 103.9282702 30.7591332, 103.9283941 30.7590933))",Bing,,,,,,,,,,,,,,,,,,,,,,,
way,217855294,"[2271616276, 2271616270, 2271616262, 2271616215, 2271616250, 2271616266, 2271616276]",dormitory,6,硕丰苑3栋,硕丰苑3栋,"POLYGON ((103.9287432 30.7596743, 103.9286971 30.7595726, 103.9288918 30.7595075, 103.9291876 30.7591978, 103.929298 30.7592757, 103.9289989 30.7595887, 103.9287432 30.7596743))",,,,,,,,,,,,,,,,,,,,,,,,
way,217855295,"[2271616213, 2271616186, 2271616170, 2271616128, 2271616152, 2271616198, 2271616213]",dormitory,6,硕丰苑4栋,硕丰苑4栋,"POLYGON ((103.9289394 30.759167, 103.9286416 30.7588863, 103.9284193 30.7588362, 103.9284528 30.7587262, 103.9287371 30.7587903, 103.9290472 30.7590826, 103.9289394 30.759167))",,,,,,,,,,,,,,,,,,,,,,,,
way,217855296,"[2271616055, 7913199865, 2271616036, 2271616043, 2271616061, 2271616055]",dormitory,6,硕丰苑5栋,硕丰苑5栋,"POLYGON ((103.9281192 30.7584488, 103.9281222 30.7584035, 103.9281273 30.7583277, 103.9286633 30.7583542, 103.9286552 30.7584753, 103.9281192 30.7584488))",Bing,,,,,,,,,,,,,,,,,,,,,,,
way,217855297,"[2271616021, 2271616013, 2271615994, 2271616003, 2271615966, 2271615969, 2271616021]",dormitory,6,硕丰苑6栋,硕丰苑6栋,"POLYGON ((103.9287344 30.7581653, 103.928203 30.7581337, 103.9282121 30.7580211, 103.9286239 30.7580457, 103.9287432 30.7577339, 103.9288842 30.7577737, 103.9287344 30.7581653))",,,,,,,,,,,,,,,,,,,,,,,,
way,217855298,"[2271615964, 2271615945, 2271615923, 2271615930, 2271615949, 2271615944, 2271615964]",dormitory,6,硕丰苑7栋,硕丰苑7栋,"POLYGON ((103.9283359 30.7577506, 103.9282899 30.7576425, 103.9287075 30.7575039, 103.9289984 30.7575302, 103.9289824 30.7576478, 103.92873 30.7576186, 103.9283359 30.7577506))",,,,,,,,,,,,,,,,,,,,,,,,
way,217855299,"[2271615951, 2271615967, 2271615986, 2271616033, 8794836171, 8794836172, 2271615982, 8794836173, 2271615951]",dormitory,6,硕丰苑8栋,硕丰苑8栋,"POLYGON ((103.928184 30.7576724, 103.9282334 30.7577803, 103.9278436 30.7579119, 103.9280141 30.7582849, 103.9278922 30.7583261, 103.9276894 30.7578828, 103.9277382 30.7578664, 103.927721 30.7578287, 103.928184 30.7576724))",Bing,,,,,,,,,,,,,,,,,,,,,,,
way,449705142,"[4466397016, 4466397017, 4466397018, 4466397019, 4466397020, 4466397021, 4466397016]",dormitory,6,学知苑27栋男生宿舍,学知苑27栋,"POLYGON ((103.9301797 30.7583948, 103.9304447 30.7578564, 103.9310778 30.7580865, 103.9310053 30.7582339, 103.930532 30.758062, 103.9303397 30.7584529, 103.9301797 30.7583948))",,,,,,,,,,,,,,,,,,,,,,,,
way,544136503,"[5259972566, 5259972567, 5259972568, 5259972569, 5259972570, 5259972571, 5259972572, 5259972573, 5259972566]",dormitory,,博翰苑9栋,博翰苑9栋,"POLYGON ((103.9353022 30.755835, 103.9353187 30.7556396, 103.9357679 30.7554042, 103.9359377 30.7556207, 103.9358035 30.7556867, 103.9357378 30.7555854, 103.9354912 30.7557196, 103.9354611 30.7558491, 103.9353022 30.755835))",,,,,,,,,,,,,,,,,,,,,,,,
way,544136504,"[5259972574, 5259972575, 5259972576, 5259972577, 5259972578, 5259972579, 5259972580, 5259972574]",yes,,博翰苑8栋,博翰苑8栋,"POLYGON ((103.9338627 30.7550707, 103.9343102 30.7545978, 103.9343994 30.7546002, 103.934672 30.7549517, 103.9345573 30.7550175, 103.9343573 30.7547596, 103.9339831 30.7551549, 103.9338627 30.7550707))",,,,,,,,,,,,,,,,,,,,,,,,
way,544136505,"[5259972581, 5259972582, 5259972583, 5259972584, 5259972585, 5259972586, 5259972587, 5259972588, 5259972581]",dormitory,,博翰苑7栋,博翰苑7栋,"POLYGON ((103.9342908 30.7554648, 103.9342981 30.7553449, 103.9346727 30.7553616, 103.9346755 30.7553155, 103.9345825 30.7550825, 103.9347116 30.7550444, 103.9348084 30.7552868, 103.9347962 30.7554873, 103.9342908 30.7554648))",,,,,,,,,,,,,,,,,,,,,,,,
way,544136506,"[5259972589, 7913199880, 5259972590, 5259972591, 7913199881, 5259972592, 5259972589]",yes,1,春晖苑,春晖苑,"POLYGON ((103.9312166 30.7589387, 103.9313214 30.7587358, 103.9315341 30.758323, 103.9320325 30.7585127, 103.9318198 30.7589254, 103.9317149 30.7591285, 103.9312166 30.7589387))",,,restaurant,,,,,,,,,,,,,,,,,,,,,
way,544136507,"[5259972593, 5259972594, 5259972595, 5259972596, 5259972593]",dormitory,6,学知苑28栋,学知苑28栋,"POLYGON ((103.9304344 30.7586168, 103.9305072 30.758476, 103.9311418 30.7587183, 103.931069 30.7588591, 103.9304344 30.7586168))",,,,,,,,,,,,,,,,,,,,,,,,
way,544136508,"[5259972597, 5259972598, 5259972599, 5259972600, 5259972597]",dormitory,6,学知苑24栋,学知苑24栋,"POLYGON ((103.9302698 30.7589682, 103.9303384 30.7588293, 103.9309576 30.7590552, 103.9308889 30.7591941, 103.9302698 30.7589682))",,,,,,,,,,,,,,,,,,,,,,,,
way,544136509,"[5259972601, 5259972602, 5259972603, 5259972604, 5259972601]",dormitory,6,学知苑25栋,学知苑25栋,"POLYGON ((103.930471 30.7596476, 103.9306673 30.7592529, 103.9308107 30.7593056, 103.9306142 30.7597003, 103.930471 30.7596476))",,,,,,,,,,,,,,,,,,,,,,,,
way,544160370,"[5260247540, 5260247541, 5260247543, 5260247544, 5260247540]",dormitory,,留学生2栋,留学生2栋,"POLYGON ((103.9339121 30.7554182, 103.933922 30.7552958, 103.9342658 30.7553163, 103.9342559 30.7554386, 103.9339121 30.7554182))",,,,,,,,,,,,,,,,,,,,,,,,
way,544160371,"[5260247546, 5260247547, 5260247548, 5260247549, 5260247546]",dormitory,6,留学生1栋,留学生1栋,"POLYGON ((103.9311088 30.757856, 103.9311725 30.7577191, 103.9316368 30.757892, 103.9315674 30.7580221, 103.9311088 30.757856))",,,,,,,,,,,,,,,,,,,,,,,,
way,544160372,"[5260247550, 5260247551, 5260247552, 5260247553, 5260247550]",dormitory,6,学知苑26栋,学知苑26栋,"POLYGON ((103.9309945 30.7585565, 103.9312179 30.7581367, 103.9314005 30.7582085, 103.9311771 30.7586283, 103.9309945 30.7585565))",,,,,,,,,,,,,,,,,,,,,,,,
way,544160373,"[5260247554, 5260247555, 5260247556, 5260247557, 7808583528, 5260247558, 4253798995, 5260247560, 5260247561, 7808583529, 5260247554]",dormitory,6,学知苑23栋,学知苑23栋,"POLYGON ((103.9299462 30.7592883, 103.9299465 30.7592666, 103.9298701 30.7592315, 103.9300132 30.7589602, 103.9301251 30.7589995, 103.9301693 30.7590187, 103.9300411 30.7592557, 103.9303579 30.7594716, 103.9302648 30.7595852, 103.9299033 30.7593442, 103.9299462 30.7592883))",,,,,,,,,,,,,,,,,,,,,,,,
way,544269693,"[5261412621, 5261412622, 5261412623, 5261412624, 5261412621]",yes,,,,"POLYGON ((103.9337963 30.7553629, 103.9336807 30.7552816, 103.9337789 30.7551785, 103.9338945 30.7552598, 103.9337963 30.7553629))",,,,,,,,,,,,,,,,,,,,,,,,
way,549782171,"[5310678819, 5310678818, 5310678814, 5310678815, 5310678817, 5310678816, 5310678819]",yes,,,,"POLYGON ((103.9349127 30.754529, 103.9347556 30.7545282, 103.9347542 30.7547397, 103.9348004 30.7547399, 103.9348 30.7547975, 103.9349109 30.7547981, 103.9349127 30.754529))",,,,,,,,,,,,,,,,,,,,,,,,
way,549782172,"[5310680031, 5310680027, 5310680026, 5310680021, 5310678820, 5310680028, 5310680022, 5310680023, 5310680024, 5310680025, 5310680029, 5310680030, 5310680031]",yes,,,,"POLYGON ((103.9350186 30.7540991, 103.9350185 30.7541233, 103.9347749 30.7541221, 103.9347742 30.7542271, 103.9347145 30.7542268, 103.9347133 30.754405, 103.9348709 30.7544058, 103.9348711 30.7543767, 103.934942 30.7543771, 103.9349422 30.7543546, 103.9352503 30.7543561, 103.935252 30.7541003, 103.9350186 30.7540991))",,,,,,,,,,,,,,,,,,,,,,,,
way,550365561,"[5315834702, 5315834703, 5315834704, 5315834705, 5315834706, 5315834707, 5315834708, 5315834709, 5315834702]",yes,,,,"POLYGON ((103.9326283 30.755193, 103.932802 30.7553264, 103.932872 30.755259, 103.9330346 30.7553839, 103.9331339 30.7552884, 103.9329814 30.7551714, 103.9329322 30.7552187, 103.9327483 30.7550775, 103.9326283 30.755193))",,,,,,,,,,,,,,,,,,,,,,,,
way,552816777,"[7953414216, 7953414217, 7953414218, 7953414219, 7953414220, 7953414221, 7953414222, 7953414223, 7953414224, 7953414225, 7953414226, 7953414227, 8794836020, 7953414228, 7953414229, 7953414240, 7953414239, 7953414248, 7941524330, 7953414245, 7953414230, 7953414243, 7953414242, 7953414231, 7953414234, 7953414233, 7953414232, 7953414216]",school,2,学生活动中心,学生活动中心,"POLYGON ((103.9266979 30.7575355, 103.9266766 30.7575051, 103.9266634 30.757461, 103.9266675 30.7574157, 103.9266882 30.7573739, 103.9267246 30.7573393, 103.9267722 30.7573169, 103.9268256 30.7573093, 103.9268789 30.7573172, 103.9269262 30.7573396, 103.9269623 30.7573741, 103.9269833 30.757417, 103.9270262 30.7575092, 103.9270763 30.757617, 103.9268657 30.7576895, 103.9269114 30.7577877, 103.9269278 30.7577821, 103.9269549 30.7578402, 103.9269753 30.7578839, 103.927038 30.7580183, 103.9271776 30.7583285, 103.9270835 30.7583616, 103.9270216 30.7583829, 103.9269655 30.7584022, 103.9268047 30.7580576, 103.9266563 30.7577396, 103.9265806 30.7575775, 103.9266979 30.7575355))",,,,,,,,,,,,,,,,,,,,,,,,
way,570145228,"[5481830957, 6784744452, 5481830958, 5481830971, 5481830970, 6403469825, 5481830959, 9139841762, 5481830960, 9139841756, 5481830961, 5481830962, 5481830963, 5481830964, 5481830957]",school,6,荟文楼,荟文楼,"POLYGON ((103.9261816 30.7586988, 103.9262106 30.7587315, 103.926278 30.7588075, 103.9260277 30.758968, 103.9259532 30.7590204, 103.9259348 30.7590298, 103.9258579 30.7590829, 103.9254815 30.7586588, 103.9254136 30.7585823, 103.9257598 30.7583554, 103.9259654 30.7582207, 103.9260664 30.7583345, 103.9256618 30.7585997, 103.9259086 30.7588778, 103.9261816 30.7586988))",,Huiwen Building,,,,综合楼,,,,,,,,,,,,,,,,,,
way,570145232,"[2271615621, 5481830973, 5481830974, 2271615624, 2271615616, 5481830975, 2271615621]",commercial,,,,"POLYGON ((103.9328957 30.7549497, 103.9328768 30.754975, 103.9329818 30.7550473, 103.9330784 30.7549498, 103.9330034 30.7548925, 103.9329723 30.7548698, 103.9328957 30.7549497))",,,,,,,,,,,,,,,,,,,,,,,,
way,574644712,"[5515466522, 5515466523, 5515466524, 5515466525, 5515466526, 5515466527, 5515466528, 5515466529, 5515466522]",yes,,器材室,器材室,"POLYGON ((103.9349105 30.7504823, 103.9349191 30.7502731, 103.9348361 30.7502706, 103.9348316 30.7503814, 103.9347287 30.7503783, 103.9347273 30.7504106, 103.9348361 30.7504139, 103.9348334 30.7504799, 103.9349105 30.7504823))",,,,,,,,,,,,,,,,,,,,,,,,
way,574644721,"[8794835966, 8794836090, 8794835967, 8794835953, 8794835973, 8794835954, 8794835955, 8794835956, 8794835957, 8794835958, 8794835959, 8794835960, 8794835961, 8794835962, 8794835963, 8794835964, 8794835965, 5588803128, 5515466575, 5588803125, 8794835974, 8794835966]",yes,,思学苑,思学苑,"POLYGON ((103.9309261 30.7557973, 103.9309833 30.7557609, 103.9310192 30.7557381, 103.9314936 30.7554367, 103.9315034 30.7554481, 103.9319591 30.7551575, 103.9320874 30.7553061, 103.9321167 30.7552874, 103.932137 30.7553109, 103.9322571 30.7552713, 103.9324326 30.7556695, 103.9319657 30.7558277, 103.9319437 30.7557784, 103.9318474 30.7558088, 103.9318243 30.7557606, 103.9312866 30.755944, 103.931257 30.7558874, 103.9311847 30.7559339, 103.9310956 30.7559913, 103.931045 30.7559333, 103.9309445 30.7558184, 103.9309261 30.7557973))",,,restaurant,,,,,,,,,,,,,,,,,,,,,
way,596904656,"[5684908432, 5684908433, 5684908434, 5684908435, 5684908436, 5684908437, 5684908438, 5684908439, 5684908440, 5684908441, 5684908442, 5684908443, 5684908444, 5684908432]",dormitory,6,硕丰苑9栋,硕丰苑9栋,"POLYGON ((103.9324504 30.7585384, 103.9324568 30.7584298, 103.9328731 30.7584479, 103.9328707 30.7584886, 103.9329561 30.7585899, 103.933009 30.7585899, 103.9330089 30.758803, 103.9329114 30.7588519, 103.932404 30.7588307, 103.9324088 30.758746, 103.9328535 30.7587646, 103.9328626 30.7586038, 103.93283 30.7585549, 103.9324504 30.7585384))",,,,,,,no,,,,,,,,,,,,,,,,,
way,596904657,"[5684908445, 5684908446, 5684908447, 5684908448, 5684908449, 5684908450, 5684908451, 5684908452, 5684908453, 5684908454, 5684908445]",dormitory,,硕丰苑10栋,硕丰苑10栋,"POLYGON ((103.9330354 30.7585305, 103.9329744 30.7584431, 103.9332552 30.7584609, 103.9332758 30.7582215, 103.9331413 30.7582129, 103.93315 30.758112, 103.9333301 30.7581235, 103.9333931 30.7581986, 103.933385 30.7584851, 103.9332915 30.7585549, 103.9330354 30.7585305))",,,,,,,,,,,,,,,,,,,,,,,,
way,596973487,"[5685329261, 5685329262, 8794836153, 5685329290, 8794836128, 8794836127, 8794836117, 8794836193, 8794836116, 5685329264, 5685329266, 5685329267, 5685329268, 5685329269, 5685329270, 5685329271, 5685329272, 5685329273, 5685329295, 5685329274, 5685329261]",yes,2,银杏苑,银杏苑,"POLYGON ((103.9285572 30.7568087, 103.9286331 30.7567837, 103.9288165 30.7566742, 103.9288559 30.7566506, 103.9288951 30.7567391, 103.9289198 30.7567952, 103.9289825 30.7569374, 103.9290322 30.75705, 103.9290787 30.7571554, 103.9291564 30.7573316, 103.9287855 30.7573171, 103.9286914 30.7573484, 103.9286697 30.7573001, 103.92829 30.7574265, 103.9283108 30.7574727, 103.9282312 30.7574992, 103.9281486 30.757316, 103.9280689 30.7573427, 103.9279468 30.7570702, 103.9285798 30.7568594, 103.9285572 30.7568087))",,,restaurant,,,,,,,,,,,,,,,,,,,,,
way,596973492,"[5685329273, 5685329276, 8794836095, 5685329277, 5685329278, 8794836099, 8794836098, 5685329279, 5685329280, 5685329281, 5685329282, 8794836094, 8794836093, 5685329283, 5685329286, 8794836092, 5685329287, 5685329295, 5685329273]",yes,1,西北餐厅,西北餐厅,"POLYGON ((103.9280689 30.7573427, 103.9280248 30.7573574, 103.9280311 30.7573803, 103.9280319 30.7573974, 103.9280252 30.7574174, 103.9280099 30.7574562, 103.92798 30.757489, 103.9279419 30.7575159, 103.9278958 30.7575311, 103.9278465 30.757533, 103.9277927 30.7575235, 103.9277551 30.757507, 103.927732 30.7574883, 103.9277177 30.7574669, 103.9276807 30.7574796, 103.927675 30.7574678, 103.9275481 30.7572048, 103.9279468 30.7570702, 103.9280689 30.7573427))",,,restaurant,,,,,chinese,yes,,,,,,,,,,,,,,,
way,601600526,"[5717238316, 5261502064, 9050523211, 9050523212, 5717238317, 5717238318, 5717238319, 5717238320, 5260246610, 5260246611, 5260246612, 5260246613, 5260246614, 5260246615, 5260246616, 5260246617, 5717238621, 5717238622, 5717238623, 9139793249, 9139793250, 9139793251, 5265111445, 5717238647, 9050523210, 5261502233, 9050523209, 7996335549, 2271614666, 5717238624, 5717238625, 5717238626, 5717238627, 2271614707, 2271614741, 5717238628, 5717238629, 5717238630, 5717238631, 2271614761, 5717238632, 7996335564, 9139793254, 5717238633, 5717238635, 5717238636, 2271614716, 9139805404, 5684953499, 9139805405, 2271614697, 9139805406, 9139805407, 5467635367, 9139805401, 9139805402, 2271614695, 9139805403, 2271614722, 5717238637, 5717238638, 9139793248, 5717238639, 9139805400, 5717238640, 5717238641, 9139793244, 9139793243, 9139793263, 5717238642, 9050523216, 9139805399, 9050523214, 9139805375, 5717238646, 9139805339, 2271614723, 9139805338, 2271614690, 9139805337, 5717238316]",yes,1,,,"POLYGON ((103.9263146 30.7458835, 103.92635 30.7458506, 103.9263858 30.7458174, 103.9264599 30.7457513, 103.9264956 30.7457193, 103.9266162 30.745812, 103.9267014 30.7457719, 103.9267289 30.7456966, 103.9267613 30.7457199, 103.926818 30.7455435, 103.9269171 30.7455617, 103.9270622 30.745577, 103.9271825 30.7455678, 103.9273241 30.7455465, 103.9274373 30.7455161, 103.9275506 30.7454705, 103.9276691 30.7456338, 103.9277275 30.7457261, 103.927885 30.7457549, 103.9279442 30.7456642, 103.9280286 30.745561, 103.9280833 30.7455049, 103.9281591 30.7454487, 103.9281909 30.7454719, 103.9282103 30.745486, 103.9282464 30.7455124, 103.92827 30.7455296, 103.9283138 30.7455615, 103.9283728 30.7456045, 103.9282946 30.7457361, 103.9281781 30.745698, 103.9281151 30.7458024, 103.9282376 30.7458319, 103.9282129 30.7458735, 103.9281594 30.746172, 103.9281716 30.7462341, 103.9280544 30.7462359, 103.9280731 30.7463523, 103.9281938 30.7463477, 103.9282178 30.7464699, 103.9282592 30.7465372, 103.9281701 30.7465453, 103.9280545 30.7465511, 103.9279912 30.7465544, 103.9278644 30.7463613, 103.9277864 30.7463531, 103.9277504 30.7462645, 103.927703 30.7462148, 103.9276498 30.7461721, 103.9275752 30.7461173, 103.9275135 30.7460876, 103.9274536 30.7460668, 103.9273775 30.7460535, 103.9272909 30.7460542, 103.9271872 30.7460741, 103.927112 30.746095, 103.9270497 30.7461251, 103.9269856 30.7461621, 103.9269355 30.7461951, 103.9268911 30.7462335, 103.926756 30.7462191, 103.9267583 30.7462744, 103.9267478 30.7463575, 103.9267324 30.7464121, 103.9267198 30.7464579, 103.9266849 30.7465467, 103.9266301 30.7466203, 103.9265377 30.7467296, 103.9264943 30.7466961, 103.9264657 30.746674, 103.9265545 30.7465551, 103.9266026 30.7464012, 103.92661 30.7463541, 103.9265883 30.7463576, 103.9265528 30.7463543, 103.926554 30.7462738, 103.9265413 30.7461941, 103.9265114 30.7461094, 103.9264657 30.74603, 103.9264054 30.7459582, 103.9263146 30.7458835))",,,,,,,,,,,,,,,,,,,,,,,,
way,603368212,"[5728103636, 5728103637, 5728103639, 6784723465, 5728103640, 6784723452, 6784723454, 6784723453, 6784723455, 6784723458, 6784723459, 6784723461, 6784723460, 6784723457, 6784723462, 6784723463, 6784723464, 6784723456, 5728103641, 5728103636]",commercial,,商业街,商业街,"POLYGON ((103.9271928 30.7591923, 103.9275281 30.7599115, 103.9276437 30.7600146, 103.927675 30.7600803, 103.9280528 30.7599519, 103.9278118 30.7594183, 103.9277915 30.7594226, 103.9277523 30.7593226, 103.927637 30.7592214, 103.9276455 30.7592126, 103.9276563 30.7591873, 103.9276566 30.7591603, 103.9276463 30.7591348, 103.9276266 30.7591138, 103.9275999 30.7590997, 103.9275691 30.7590941, 103.927538 30.7590977, 103.9275101 30.7591101, 103.9274999 30.7590883, 103.9271928 30.7591923))",,,,,,,,,,,,,,,,,,,,,,,,
way,603368216,"[5728103646, 5728103647, 5728103648, 5728103649, 7953414274, 5728103650, 7953414273, 5728103651, 5728103652, 5728103653, 5728103654, 7953414272, 7953414271, 7953414270, 5728103655, 5728103656, 5728103646]",yes,3,核磁共振中心,核磁共振中心,"POLYGON ((103.9263414 30.7581848, 103.9262533 30.7582139, 103.9262833 30.7582822, 103.9261473 30.7583297, 103.9261682 30.7583758, 103.9261282 30.7583886, 103.9261338 30.7584013, 103.925974 30.7584552, 103.9260189 30.7585536, 103.9261786 30.7584999, 103.9263254 30.7584508, 103.9263186 30.7584353, 103.9263808 30.7584147, 103.9263882 30.7584313, 103.9264435 30.7584129, 103.926406 30.7583297, 103.9263414 30.7581848))",,,,,,,,,,research,,,,,,,,,,,,,,
way,604832425,"[5738170210, 5738170211, 5738170212, 5738170213, 5738170210]",yes,,西门桥头候车点,西门桥头候车点,"POLYGON ((103.9260043 30.7569124, 103.9260541 30.7570317, 103.9260861 30.7570218, 103.9260362 30.7569026, 103.9260043 30.7569124))",,,shelter,,,,,,,,public_transport,,,,,,,,,,,,,
way,618752446,"[5848171207, 5848171204, 5848171206, 5848171205, 6443127414, 5848171208, 5848171207]",school,,台阶,台阶,"POLYGON ((103.9249419 30.7485067, 103.9249236 30.7484853, 103.9248326 30.7483796, 103.9244238 30.7486399, 103.9245113 30.7487416, 103.9245298 30.7487632, 103.9249419 30.7485067))",,,,,,,,,,,,,,,,,,,,,,,,
way,683646735,"[6403469824, 5481830968, 9139841765, 5481830971, 6403469825, 6403469826, 6403469824]",yes,,,,"POLYGON ((103.9262793 30.7592473, 103.9261954 30.7591542, 103.9260888 30.7590358, 103.9260277 30.758968, 103.9259348 30.7590298, 103.9261863 30.7593092, 103.9262793 30.7592473))",,,,,,,,,,,,1,,,,,,,,,,,,
way,683651630,"[6403519964, 6403469807, 6403469806, 6403469802, 6403469826, 6403469824, 6403469803, 6403469828, 6403469827, 6403469822, 6403469823, 6403469814, 6403469815, 6403469820, 6403469830, 6403469819, 6403469834, 6403469818, 6403469804, 6403519964]",hospital,,,,"POLYGON ((103.9266595 30.7599807, 103.9263068 30.7595865, 103.9262162 30.759485, 103.9261061 30.7593617, 103.9261863 30.7593092, 103.9262793 30.7592473, 103.926474 30.7591196, 103.9265281 30.7591802, 103.926544 30.7591981, 103.9265669 30.7591847, 103.9265908 30.759209, 103.9265215 30.7592549, 103.9265423 30.7592736, 103.9265005 30.7593003, 103.9266102 30.7594242, 103.9267217 30.7595501, 103.9266558 30.7595946, 103.926606 30.7596282, 103.9268338 30.7598714, 103.9266595 30.7599807))",,,,,,,,,,,,,,,,,,,,,,,,
way,687370083,"[6443127413, 6443125778, 6443125779, 9139806085, 9139806082, 6443125780, 6443125781, 6443125782, 2271614878, 6443125783, 6443125784, 7366368082, 7366368080, 2271614904, 6443127385, 6443127386, 6443127387, 6443127388, 2271614953, 7366368084, 6443127389, 6443127390, 7867995294, 6443127391, 6443127392, 5265110666, 6443127393, 6443127394, 5265110667, 5265110663, 6443127395, 5265110659, 5265110658, 5265110674, 6443127396, 6443127411, 6443127410, 6443127409, 6443127397, 9139859718, 6443127399, 7867995295, 6443127400, 6443127404, 6443127436, 2271614924, 6443127405, 6443127418, 5848171208, 5848171207, 6443127419, 7090216255, 2271614885, 5265110694, 6443127420, 7090216254, 6443127401, 7090216250, 6443127402, 2271614837, 5515470579, 6443127407, 6443127408, 6443127403, 6443127413]",school,,主楼,主楼,"POLYGON ((103.9264674 30.7488132, 103.9263007 30.7486194, 103.9267009 30.748365, 103.9266698 30.7483329, 103.9266263 30.7482828, 103.9263698 30.7479806, 103.9258351 30.7483185, 103.92582 30.748301, 103.925755 30.7483423, 103.9257387 30.7483527, 103.9257532 30.7483696, 103.9257293 30.7483848, 103.9252845 30.7486668, 103.9252636 30.74868, 103.9252446 30.748692, 103.925285 30.7487395, 103.9246735 30.7491227, 103.9246382 30.7490772, 103.9246116 30.749094, 103.9245901 30.7491076, 103.9241593 30.7493799, 103.9241413 30.7493589, 103.9240804 30.7493969, 103.9240475 30.7494175, 103.9240673 30.7494407, 103.9235965 30.7497362, 103.9235303 30.749777, 103.9238629 30.7501628, 103.9239289 30.7501216, 103.9241542 30.749978, 103.9242504 30.7499168, 103.9243217 30.7499994, 103.9243383 30.7500187, 103.9243625 30.7500468, 103.9244238 30.7501179, 103.9239001 30.7504513, 103.9237269 30.7502493, 103.9233944 30.7498636, 103.9232301 30.7496712, 103.9239038 30.7492483, 103.9239141 30.7492604, 103.9239448 30.7492412, 103.9240074 30.7492024, 103.9239931 30.7491857, 103.9244159 30.7489185, 103.9244437 30.748901, 103.924472 30.7488831, 103.9244251 30.7488272, 103.9245298 30.7487632, 103.9249419 30.7485067, 103.9250365 30.7484486, 103.9250762 30.7484959, 103.9250943 30.7484844, 103.9251084 30.7484752, 103.9255692 30.7481825, 103.9255848 30.7481734, 103.9255992 30.7481901, 103.9256171 30.7481787, 103.9256818 30.7481376, 103.9256696 30.7481217, 103.9263381 30.747694, 103.9265081 30.7478927, 103.9268379 30.7482779, 103.9270043 30.7484722, 103.9264674 30.7488132))",,Main Building,,,,,,,,,,,,,,,,,,,,,,
way,687370085,"[6443127387, 6443127388, 6443127405, 6443127418, 5848171208, 5848171207, 6443127419, 7090216255, 6443127385, 6443127386, 6443127387]",school,8,B2区,B2区,"POLYGON ((103.9246735 30.7491227, 103.9246382 30.7490772, 103.924472 30.7488831, 103.9244251 30.7488272, 103.9245298 30.7487632, 103.9249419 30.7485067, 103.9250365 30.7484486, 103.9250762 30.7484959, 103.9252446 30.748692, 103.925285 30.7487395, 103.9246735 30.7491227))",,Area B2,,,,,,,,,,,,,,,,,,,,,,
way,687370086,"[6443127389, 6443127390, 6443127400, 6443127404, 6443127436, 2271614924, 6443127405, 6443127388, 2271614953, 7366368084, 6443127389]",school,7,B1区,B1区,"POLYGON ((103.9241593 30.7493799, 103.9241413 30.7493589, 103.9240074 30.7492024, 103.9239931 30.7491857, 103.9244159 30.7489185, 103.9244437 30.748901, 103.924472 30.7488831, 103.9246382 30.7490772, 103.9246116 30.749094, 103.9245901 30.7491076, 103.9241593 30.7493799))",,Area B1,,,,,,,,,,,,,,,,,,,,,,
way,687370087,"[6443127385, 7090216255, 2271614885, 5265110694, 6443127420, 7090216254, 6443127401, 6443125783, 6443125784, 7366368082, 7366368080, 2271614904, 6443127385]",school,7,B3区,B3区,"POLYGON ((103.9252446 30.748692, 103.9250762 30.7484959, 103.9250943 30.7484844, 103.9251084 30.7484752, 103.9255692 30.7481825, 103.9255848 30.7481734, 103.9255992 30.7481901, 103.9257387 30.7483527, 103.9257532 30.7483696, 103.9257293 30.7483848, 103.9252845 30.7486668, 103.9252636 30.74868, 103.9252446 30.748692))",,Area B3,,,,,,,,,,,,,,,,,,,,,,
way,687370088,"[6443125782, 6443125781, 6443125780, 6443127407, 5515470579, 2271614837, 6443127402, 6443125782]",school,5,C1区,C1区,"POLYGON ((103.92582 30.748301, 103.9258351 30.7483185, 103.9263698 30.7479806, 103.9265081 30.7478927, 103.9263381 30.747694, 103.9256696 30.7481217, 103.9256818 30.7481376, 103.92582 30.748301))",,Area C1,,,,,,,,,,,,,,,,,,,,,,
way,687370089,"[6443125778, 6443125779, 6443127408, 6443127403, 6443127413, 6443125778]",school,5,C3区,C3区,"POLYGON ((103.9263007 30.7486194, 103.9267009 30.748365, 103.9268379 30.7482779, 103.9270043 30.7484722, 103.9264674 30.7488132, 103.9263007 30.7486194))",,Area C3,,,,,,,,,,,,,,,,,,,,,,
way,687370090,"[6443125779, 9139806085, 9139806082, 6443125780, 6443127407, 6443127408, 6443125779]",school,5,C2区,C2区,"POLYGON ((103.9267009 30.748365, 103.9266698 30.7483329, 103.9266263 30.7482828, 103.9263698 30.7479806, 103.9265081 30.7478927, 103.9268379 30.7482779, 103.9267009 30.748365))",,Area C2,,,,,,,,,,,,,,,,,,,,,,
