element_type,osmid,amenity,emergency,healthcare,name,name:en,name:zh,operator,operator:type,geometry
node,9633125265,hospital,yes,hospital,电子科技大学医院,UESTC Hospital,电子科技大学医院,电子科技大学,public,POINT (103.9265121 30.7595668)
