element_type,osmid,building,name,geometry,addr:city,nodes,addr:housename,addr:housenumber,addr:postcode,addr:street,building:levels,alt_name,layer,note,amenity,library,operator,fast_food,leisure,shop,atm,tourism,addr:district,addr:province,cuisine,diet:local,delivery,opening_hours,smoking,min_height,sport
way,283792636,yes,,"POLYGON ((114.4007334 30.5235225, 114.4011746 30.5235184, 114.4011733 30.5234116, 114.4007321 30.5234157, 114.4007334 30.5235225))",,"[2876202437, 2876202438, 2876202439, 2876202440, 2876202437]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996083,yes,,"POLYGON ((114.3962509 30.5227454, 114.3964112 30.5227258, 114.396343 30.5223119, 114.3961827 30.5223315, 114.3962509 30.5227454))",,"[2877832115, 2877832116, 2877832117, 2877832118, 2877832115]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996084,yes,,"POLYGON ((114.3961795 30.5223124, 114.3963427 30.5222922, 114.3962945 30.5220037, 114.3961313 30.5220239, 114.3961795 30.5223124))",,"[2877832119, 2877832120, 2877832121, 2877832122, 2877832119]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996085,dormitory,研究生公寓8号楼,"POLYGON ((114.4002687 30.5241156, 114.401325 30.5240991, 114.4013212 30.5239191, 114.4002649 30.5239357, 114.4002687 30.5241156))",,"[2877832131, 2877832132, 2877832133, 2877832134, 2877832131]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996087,yes,,"POLYGON ((114.4013587 30.5237108, 114.4019685 30.5236985, 114.4019685 30.523618, 114.4013526 30.5236355, 114.4013587 30.5237108))",,"[2877832139, 2877832140, 2877832141, 2877832142, 2877832139]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996088,yes,,"POLYGON ((114.4013424 30.5235339, 114.4018588 30.5235322, 114.4018608 30.5235042, 114.4018933 30.5235024, 114.4018913 30.5234866, 114.4019482 30.5234884, 114.4019502 30.5234184, 114.4013364 30.5234201, 114.4013424 30.5235339))",,"[2877832143, 2877832144, 2877832145, 2877832146, 2877832147, 2877832148, 2877832149, 2877832150, 2877832143]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996089,yes,,"POLYGON ((114.4013108 30.5232986, 114.4019226 30.5233004, 114.4019186 30.5231691, 114.4013047 30.5231691, 114.4013108 30.5232986))",,"[2877832151, 2877832152, 2877832153, 2877832154, 2877832151]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996090,yes,,"POLYGON ((114.4013282 30.5230296, 114.401934 30.5230279, 114.401934 30.5229403, 114.4013262 30.5229421, 114.4013282 30.5230296))",,"[2877832155, 2877832156, 2877832157, 2877832158, 2877832155]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996091,yes,,"POLYGON ((114.4013221 30.5227862, 114.4019238 30.5227827, 114.4019238 30.5226882, 114.4013201 30.5226934, 114.4013221 30.5227862))",,"[2877832159, 2877832160, 2877832161, 2877832162, 2877832159]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996432,yes,,"POLYGON ((114.4021418 30.5232641, 114.4022235 30.5232687, 114.402309 30.5232694, 114.4023082 30.5231646, 114.4021434 30.5231599, 114.4021418 30.5232641))",,"[2877832453, 2877832454, 2877832455, 2877832456, 2877832457, 2877832453]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996433,yes,,"POLYGON ((114.4021369 30.5230069, 114.4025326 30.5230099, 114.4025338 30.5229224, 114.4021345 30.5229214, 114.4021369 30.5230069))",,"[2877832458, 2877832459, 2877832460, 2877832461, 2877832458]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996434,yes,,"POLYGON ((114.4021525 30.522762, 114.4027595 30.5227607, 114.402761 30.5226691, 114.402151 30.5226731, 114.4021525 30.522762))",,"[2877832462, 2877832463, 2877832464, 2877832465, 2877832462]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996435,university,教育部长江三峡库区地质灾害研究中心,"POLYGON ((114.4012517 30.5220673, 114.4018568 30.5220597, 114.4018552 30.5219631, 114.40125 30.5219708, 114.4012517 30.5220673))",,"[2877832466, 2877832467, 2877832468, 2877832469, 2877832466]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996436,dormitory,研6栋,"POLYGON ((114.3990216 30.5232826, 114.3990211 30.5231682, 114.3987016 30.5231691, 114.3987011 30.523046, 114.3986116 30.5230463, 114.3986123 30.5232066, 114.3986274 30.5232124, 114.3986277 30.5232837, 114.3990216 30.5232826))",,"[2877832471, 2877832472, 2877832473, 2877832474, 2877832475, 6502917029, 6502917030, 2877832477, 2877832471]",,,,,5,,,,,,,,,,,,,,,,,,,,
way,283996437,dormitory,研5栋,"POLYGON ((114.3986608 30.5230428, 114.3987011 30.523046, 114.399012 30.5230392, 114.3990117 30.5230179, 114.3990429 30.5230176, 114.3990417 30.5229339, 114.3987138 30.5229372, 114.3987142 30.5229698, 114.3986598 30.5229703, 114.3986608 30.5230428))",,"[2877832478, 2877832474, 2877832479, 2877832480, 2877832481, 2877832482, 2877832483, 2877832484, 2877832485, 2877832478]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996438,yes,,"POLYGON ((114.3997747 30.5232656, 114.399918 30.5232686, 114.3999233 30.5230887, 114.3997782 30.5230872, 114.3997747 30.5232656))",,"[2877832486, 2877832487, 2877832488, 2877832489, 2877832486]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996439,yes,,"POLYGON ((114.4000376 30.5230142, 114.4006287 30.5230142, 114.4006287 30.5229182, 114.4000358 30.5229121, 114.4000376 30.5230142))",,"[2877832490, 2877832491, 2877832492, 2877832493, 2877832490]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996440,yes,,"POLYGON ((114.4000381 30.522796, 114.4006716 30.522796, 114.4006698 30.5226954, 114.4000398 30.5227, 114.4000381 30.522796))",,"[2877832494, 2877832495, 2877832496, 2877832497, 2877832494]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996441,yes,,"POLYGON ((114.4000522 30.5225491, 114.4006592 30.522546, 114.4006592 30.5224515, 114.4000487 30.522453, 114.4000522 30.5225491))",,"[2877832498, 2877832499, 2877832500, 2877839001, 2877832498]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996442,yes,,"POLYGON ((114.4000558 30.5223052, 114.4006203 30.522293, 114.4006167 30.5221984, 114.4000522 30.5222106, 114.4000558 30.5223052))",,"[2877839002, 2877839003, 2877839004, 2877839005, 2877839002]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996443,yes,,"POLYGON ((114.4000469 30.5220582, 114.4006008 30.5220582, 114.4006026 30.5219561, 114.4000469 30.5219576, 114.4000469 30.5220582))",,"[2877839006, 2877839007, 2877839008, 2877839009, 2877839006]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996444,yes,,"POLYGON ((114.4000469 30.521828, 114.400599 30.5218295, 114.4006008 30.5217305, 114.4000398 30.5217259, 114.4000469 30.521828))",,"[2877839010, 2877839011, 2877839012, 2877839013, 2877839010]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996445,yes,,"POLYGON ((114.4000398 30.5215856, 114.4006008 30.5215856, 114.4006043 30.5214759, 114.4000398 30.521482, 114.4000398 30.5215856))",,"[2877839014, 2877839015, 2877839016, 2877839017, 2877839014]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996941,yes,,"POLYGON ((114.3992815 30.5225329, 114.399508 30.5225338, 114.3995086 30.5224187, 114.3992822 30.5224177, 114.3992815 30.5225329))",,"[2877847656, 2877847657, 2877847658, 2877847659, 2877847656]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996943,yes,,"POLYGON ((114.3992699 30.5222995, 114.3998361 30.5223066, 114.3998408 30.5221869, 114.3992699 30.5221798, 114.3992699 30.5222995))",,"[2877847660, 2877847661, 2877847662, 2877847663, 2877847660]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996944,commercial,地大幼儿园,"POLYGON ((114.3986502 30.522062, 114.3990076 30.522062, 114.3990076 30.5219572, 114.3987457 30.5219585, 114.3987473 30.5218152, 114.3989999 30.5218165, 114.3990014 30.5217276, 114.3986487 30.5217276, 114.3986471 30.5218152, 114.398676 30.5218146, 114.398681 30.5219652, 114.3986466 30.5219652, 114.3986502 30.522062))",,"[2877847664, 2877847665, 2877847666, 2877847667, 2877847668, 2877847669, 2877847670, 2877847671, 2877847672, 2877847673, 2877847674, 2877847675, 2877847664]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996952,yes,,"POLYGON ((114.3978151 30.5206604, 114.3978872 30.5206598, 114.397887 30.5206377, 114.398423 30.5206337, 114.3984219 30.520529, 114.3978138 30.5205335, 114.3978151 30.5206604))",,"[2877847688, 2877847689, 2877847690, 2877847691, 2877847692, 2877847693, 2877847688]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996954,yes,,"POLYGON ((114.3978356 30.5204176, 114.3983163 30.5204176, 114.3983163 30.5203366, 114.3978356 30.5203287, 114.3978356 30.5204176))",,"[2877847694, 2877847695, 2877847696, 2877847697, 2877847694]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283996955,yes,,"POLYGON ((114.3979339 30.520319, 114.3984319 30.5203208, 114.39844 30.5201886, 114.3979359 30.5201816, 114.3979339 30.520319))",,"[2877847698, 2877847699, 2877847700, 2877848001, 2877847698]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998885,apartments,,"POLYGON ((114.3986635 30.5187909, 114.3994999 30.518784, 114.3994988 30.518684, 114.3986624 30.518691, 114.3986635 30.5187909))",,"[2877852355, 2877852356, 2877852357, 2877852358, 2877852355]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998887,apartments,,"POLYGON ((114.3996072 30.51878, 114.4001316 30.5187764, 114.4001377 30.5186661, 114.3996051 30.5186749, 114.3996072 30.51878))",,"[2877852359, 2877852360, 2877852361, 2877852362, 2877852359]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998889,apartments,,"POLYGON ((114.3995721 30.5190658, 114.4001911 30.5190605, 114.4001901 30.518973, 114.3995711 30.5189783, 114.3995721 30.5190658))",,"[2877852367, 2877852368, 2877852369, 2877852370, 2877852367]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998890,apartments,,"POLYGON ((114.3986676 30.5190689, 114.3992867 30.5190661, 114.3992861 30.5189781, 114.3986671 30.5189809, 114.3986676 30.5190689))",,"[2877852371, 2877852372, 2877852373, 2877852374, 2877852371]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998891,apartments,,"POLYGON ((114.3986609 30.519358, 114.3992784 30.5193466, 114.3992764 30.5192661, 114.3986589 30.5192774, 114.3986609 30.519358))",,"[2877852375, 2877852376, 2877852377, 2877852378, 2877852375]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998892,apartments,,"POLYGON ((114.3995657 30.5193555, 114.4001915 30.5193515, 114.4001962 30.519261, 114.3995681 30.519265, 114.3995657 30.5193555))",,"[2877852379, 2877852380, 2877852381, 2877852382, 2877852379]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998893,apartments,,"POLYGON ((114.4004019 30.5191926, 114.4004913 30.5191873, 114.400493 30.5192084, 114.4005259 30.5192064, 114.400528 30.5192318, 114.4006132 30.5192267, 114.4006113 30.5192023, 114.4006529 30.5191998, 114.4006509 30.5191746, 114.4007381 30.5191695, 114.4007317 30.5190882, 114.4006514 30.519093, 114.400648 30.5190496, 114.4004624 30.5190607, 114.4004656 30.5191005, 114.4003949 30.5191047, 114.4003945 30.5191477, 114.4004019 30.5191926))",,"[2877852383, 2877852384, 2877852385, 2877852386, 2877852387, 2877852388, 2877852389, 2877852390, 2877852391, 2877852392, 2877852393, 2877852394, 2877852395, 2877852396, 2877852397, 2877852398, 4806115400, 2877852383]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998894,apartments,,"POLYGON ((114.4009745 30.5192038, 114.4010857 30.5191995, 114.401087 30.5192249, 114.401164 30.5192219, 114.4011627 30.519197, 114.4013103 30.5191913, 114.4013106 30.5190947, 114.4012212 30.5190987, 114.4012235 30.5190541, 114.4010318 30.5190615, 114.401034 30.5191032, 114.4009694 30.5191057, 114.4009745 30.5192038))",,"[2877852399, 2877852400, 2877856701, 2877856702, 2877856703, 2877856704, 2877856705, 2877856707, 2877856708, 2877856709, 2877856710, 2877856706, 2877852399]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998895,apartments,,"POLYGON ((114.4013818 30.5200833, 114.4015213 30.5200788, 114.401523 30.5201165, 114.4016126 30.5201136, 114.4016109 30.5200756, 114.4017596 30.5200708, 114.401756 30.5199874, 114.4016722 30.5199901, 114.4016702 30.5199431, 114.401466 30.5199496, 114.4014679 30.5199946, 114.4013781 30.5199975, 114.4013818 30.5200833))",,"[2877856711, 2877856712, 2877856713, 2877856714, 2877856715, 2877856716, 2877856717, 2877856718, 2877856719, 2877856720, 2877856721, 2877856722, 2877856711]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998896,apartments,,"POLYGON ((114.4014764 30.5196129, 114.4015809 30.5196082, 114.4015827 30.5196381, 114.4018206 30.5196276, 114.4018123 30.5194889, 114.4016759 30.5194949, 114.4016735 30.5194562, 114.4015988 30.5194595, 114.4016015 30.5195035, 114.4014702 30.5195094, 114.4014764 30.5196129))",,"[2877856723, 2877856724, 2877856725, 2877856726, 2877856727, 2877856728, 2877856729, 2877856730, 2877856731, 2877856732, 2877856723]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998897,apartments,,"POLYGON ((114.4015375 30.5191096, 114.4016503 30.5191276, 114.4016438 30.5191575, 114.4018592 30.5191919, 114.4018888 30.5190542, 114.4017821 30.5190372, 114.4017906 30.518998, 114.4017093 30.518985, 114.4017028 30.5190151, 114.4015626 30.5189927, 114.4015375 30.5191096))",,"[2877856733, 2877856734, 2877856735, 2877856736, 2877856737, 2877856738, 2877856739, 2877856740, 2877856741, 2877856742, 2877856733]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998898,apartments,,"POLYGON ((114.4005443 30.5198128, 114.4006066 30.5198096, 114.4006091 30.5198459, 114.4008148 30.5198354, 114.4008123 30.5197982, 114.4009205 30.5197927, 114.4009232 30.5198325, 114.4011016 30.5198234, 114.4010983 30.5197753, 114.4011901 30.5197706, 114.4011829 30.5196663, 114.4010443 30.5196734, 114.4010421 30.5196404, 114.4009634 30.5196444, 114.4009669 30.5196941, 114.4007616 30.5197046, 114.4007584 30.5196581, 114.4006686 30.5196627, 114.4006716 30.5197069, 114.4005375 30.5197138, 114.4005443 30.5198128))",,"[2877856743, 2877856744, 2877856745, 2877856746, 2877856747, 2877856748, 2877856749, 2877856750, 2877856751, 2877856752, 2877856753, 2877856754, 2877856755, 2877856756, 2877856757, 2877856758, 2877856759, 2877856760, 2877856761, 2877856762, 2877856743]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283998899,university,信息工程学院,"POLYGON ((114.4009301 30.5208312, 114.4015186 30.5208312, 114.4015247 30.5206826, 114.4009362 30.5206826, 114.4009301 30.5208312))",,"[2877856763, 2877856764, 2877856765, 2877856766, 2877856763]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283999177,yes,震旦园教工餐厅,"POLYGON ((114.4000485 30.520779, 114.4002748 30.5207802, 114.4002745 30.520819, 114.4007124 30.5208213, 114.4007133 30.5206931, 114.4002972 30.5206909, 114.4002973 30.5206732, 114.4001882 30.5206726, 114.4001885 30.520631, 114.4003951 30.5206321, 114.400396 30.5204999, 114.4004818 30.5205003, 114.4004829 30.5203558, 114.4001109 30.5203538, 114.4001089 30.5206203, 114.4000497 30.52062, 114.4000485 30.520779))",武汉,"[2877867173, 2877867174, 2877867175, 2877867176, 2877867177, 2877867178, 2877867179, 2877867180, 2877867181, 2877867182, 2877867183, 2877867184, 2877867185, 2877867186, 2877867187, 2877867188, 2877867173]",,338,430074,鲁磨路,,,,,restaurant,,,,,,,,洪山区,湖北省,regional;chinese,yes,,,,,
way,283999179,yes,,"POLYGON ((114.400138 30.5202851, 114.4004923 30.5202868, 114.4004934 30.5201296, 114.4002168 30.5201282, 114.4002163 30.5201927, 114.4001386 30.5201923, 114.400138 30.5202851))",,"[2877867189, 2877867190, 2877867191, 2877867192, 2877867193, 2877867194, 2877867189]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283999180,yes,,"POLYGON ((114.4005264 30.520609, 114.400693 30.5206085, 114.4006915 30.5201656, 114.4005248 30.520166, 114.4005264 30.520609))",,"[2877867195, 2877867196, 2877867197, 2877867198, 2877867195]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283999184,yes,地质过程与矿产资源国家重点实验室,"POLYGON ((114.3989387 30.5201876, 114.3991033 30.5201841, 114.3991023 30.5201577, 114.3996166 30.5201524, 114.3996146 30.5202377, 114.3995897 30.5202494, 114.3995705 30.5202674, 114.3995592 30.5202893, 114.3995564 30.5203063, 114.3995581 30.5203233, 114.3995676 30.5203453, 114.3995846 30.5203637, 114.3996074 30.5203767, 114.3996311 30.5203827, 114.3996559 30.5203826, 114.3996796 30.5203766, 114.3996983 30.5203665, 114.3997135 30.5203528, 114.3997242 30.5203361, 114.3997297 30.5203181, 114.3997298 30.5202995, 114.399721 30.5202746, 114.399703 30.5202538, 114.3996778 30.5202396, 114.3996766 30.5201543, 114.3996786 30.5200983, 114.3998148 30.5200983, 114.3998188 30.5200307, 114.3996644 30.5200318, 114.3996674 30.5200062, 114.3991297 30.5200073, 114.3991297 30.5199775, 114.3991806 30.5199792, 114.3991806 30.5198479, 114.399271 30.5198477, 114.39927 30.5197779, 114.3989956 30.5197796, 114.3989915 30.5199722, 114.3990261 30.519972, 114.3990261 30.5200528, 114.3989305 30.5200563, 114.3989387 30.5201876))",,"[2877868203, 2877868204, 2877868205, 2877868206, 2877868207, 3061126002, 3053128218, 3061125992, 3061126003, 3053128219, 3061125993, 3061125994, 2877868210, 3061125995, 3061125996, 2877868211, 3061125997, 3061125998, 2877868212, 3061125999, 2877868213, 3061126000, 3061126001, 2877868214, 2877868215, 2877868216, 2877868217, 2877868218, 2877868219, 2877868220, 2877868221, 2877868222, 2877868223, 2877868224, 2877868225, 2877868226, 2877868227, 2877868228, 2877868229, 2877868230, 2877868231, 2877868203]",,,,,,,,,,,,,,,,,,,,,,,,,
way,283999187,yes,CUG Hotel,"POLYGON ((114.3996629 30.5196717, 114.39973 30.5196437, 114.399791 30.5196192, 114.3998642 30.5196104, 114.3999414 30.5196121, 114.4000145 30.519628, 114.4001033 30.5196767, 114.4001569 30.5196139, 114.400168 30.5195991, 114.4001305 30.5195771, 114.400037 30.5195421, 114.3999333 30.5195228, 114.3998235 30.5195298, 114.3997138 30.5195561, 114.3996162 30.5196156, 114.3996629 30.5196717))",,"[2877868232, 2877868233, 2877868234, 2877868235, 2877868236, 2877868237, 2877868238, 2877868239, 2877868240, 2877868241, 2877868242, 2877868243, 2877868244, 2877868245, 2877868246, 2877868232]",,,,,,,,,,,,,,,,hotel,,,,,,,,,
way,301933406,yes,东苑食堂,"POLYGON ((114.4000284 30.523267, 114.4000287 30.5230926, 114.4006762 30.5230936, 114.4006758 30.5232679, 114.4000284 30.523267))",,"[3061035092, 3061035093, 3061035094, 3061035095, 3061035092]",,,,,,,,,restaurant,,,,,,,,,,chinese,,no,7:00-20:00,no,,
way,306197350,university,艺术与传媒学院,"POLYGON ((114.3957718 30.5321206, 114.3958031 30.5322688, 114.3958827 30.532403, 114.3960039 30.5325116, 114.3961563 30.5325855, 114.396327 30.5326183, 114.3965014 30.5326074, 114.3964587 30.5324663, 114.3964513 30.5324418, 114.3963953 30.5324498, 114.3962948 30.5324462, 114.3961702 30.5324054, 114.3960671 30.5323326, 114.3959961 30.5322353, 114.395982 30.53213, 114.3958825 30.532123, 114.3957718 30.5321206))",,"[3110452493, 3110452494, 3110452497, 3110452498, 3110452499, 3110452500, 3110452496, 3110509270, 3110452507, 3110452503, 3110452506, 3110452505, 3110452504, 3110452502, 3110452501, 3110452508, 3110452493]",,,,,,,,,,,,,,,,,,,,,,,,,
way,306203536,university,,"POLYGON ((114.3965221 30.5323567, 114.3965221 30.5322171, 114.3970508 30.5322171, 114.3970466 30.5323529, 114.3966241 30.5323567, 114.3965821 30.5323567, 114.3965221 30.5323567))",,"[3110509265, 3110509266, 3110509267, 8974257771, 3110509271, 3110509269, 3110509265]",,,,,,,,,,,,,,,,,,,,,,,,,
way,306203537,yes,,"POLYGON ((114.3965821 30.5323567, 114.3964513 30.5324418, 114.3964587 30.5324663, 114.3966241 30.5323567, 114.3965821 30.5323567))",,"[3110509269, 3110452507, 3110509270, 3110509271, 3110509269]",,,,,,,,,,,,,,,,,,,,,,,,,
way,332257436,yes,马克思主义学院楼,"POLYGON ((114.3935146 30.5241478, 114.3935146 30.5240726, 114.393624 30.5240726, 114.393624 30.5241008, 114.3939466 30.5241008, 114.3939466 30.5240716, 114.3940501 30.5240716, 114.3940501 30.5242574, 114.3939512 30.5242574, 114.3939512 30.5241991, 114.3936313 30.5241991, 114.3936313 30.5241478, 114.3935146 30.5241478))",,"[2876178810, 2876178811, 2876178812, 2876178813, 2876178814, 2876178815, 2876178816, 2876178817, 2876178818, 2876178819, 2876178820, 2876178821, 2876178810]",,,,,,,,,,,,,,,,,,,,,,,,,
way,359983163,university,,"POLYGON ((114.395309 30.5211633, 114.395381 30.5211636, 114.3953836 30.520669, 114.3953116 30.5206687, 114.395309 30.5211633))",,"[3645866110, 3645866111, 3645866112, 3645866113, 3645866110]",,,,,,,,,,,,,,,,,,,,,,,,5,
way,488404068,university,中国地质大学（武汉）丝绸之路学院,"POLYGON ((114.4009169 30.5217312, 114.4017415 30.5217209, 114.4017415 30.521534, 114.4009083 30.5215483, 114.4009169 30.5217312))",,"[4807101972, 4807101973, 4807101974, 4807101975, 4807101972]",,,,,,,,,,,,,,,,,,,,,,,,,
way,488404072,yes,中国地质大学（武汉）游泳馆,"POLYGON ((114.3964658 30.5220541, 114.3964637 30.5217116, 114.3972434 30.5217081, 114.3972464 30.5222068, 114.3970276 30.5222078, 114.3970266 30.5220516, 114.3964658 30.5220541))",,"[4807101984, 4807101985, 4807101986, 6454009690, 6454009689, 6454009688, 4807101984]",,,,,,,,,,,,,sports_centre,,,,,,,,,,,,swimming
way,488421042,university,后勤公寓,"POLYGON ((114.3912708 30.5237916, 114.3911585 30.523793, 114.3911601 30.5234378, 114.3912691 30.5234392, 114.3912708 30.5237916))",,"[4807241919, 4807241920, 4807242021, 4807242022, 4807241919]",,,,,,,,,,,,,,,,,,,,,,,,,
way,488421043,yes,学二食堂,"POLYGON ((114.3904652 30.5241501, 114.3904635 30.5239573, 114.391005 30.5239537, 114.3910067 30.5241465, 114.3904652 30.5241501))",,"[4807242023, 4807242024, 4807242025, 4807242026, 4807242023]",,,,,,,,,restaurant,,,cafeteria,,,,,,,asian,,,,,,
way,687894762,retail,,"POLYGON ((114.3962011 30.5246285, 114.3961411 30.5246498, 114.3961376 30.5247654, 114.3961867 30.5247929, 114.3962117 30.5248019, 114.3962894 30.5247714, 114.3962011 30.5246285))",,"[6449009097, 6449009098, 6449009099, 6449009100, 6449009101, 6449009102, 6449009097]",,,,,,,,,,,,,,,,,,,,,,,,,
way,687894763,yes,,"POLYGON ((114.3962073 30.5254063, 114.3962106 30.5253214, 114.3965956 30.5253257, 114.3965956 30.5254063, 114.3962073 30.5254063))",,"[6449009103, 6449009104, 6449009105, 6449009106, 6449009103]",,,,,,,,,,,,,,,,,,,,,,,,,
way,687894764,yes,,"POLYGON ((114.3961907 30.525689, 114.3961944 30.5255494, 114.3965972 30.5255484, 114.3965977 30.5255723, 114.3966695 30.5255711, 114.3966701 30.5255979, 114.3967457 30.5255966, 114.3967482 30.525705, 114.3965718 30.5257081, 114.3964906 30.5256898, 114.3961907 30.525689))",,"[6449009107, 6449009108, 6449009109, 6449009110, 6449009111, 6449009112, 6449009113, 6449009114, 6449009115, 6449009116, 6449009107]",,,,,,,,,,,,,,,,,,,,,,,,,
way,687894765,yes,,"POLYGON ((114.3961859 30.5258702, 114.3961863 30.5257622, 114.3966768 30.5257634, 114.3966765 30.5258714, 114.3961859 30.5258702))",,"[6449009117, 6449009118, 6449009119, 6449009120, 6449009117]",,,,,,,,,,,,,,,,,,,,,,,,,
way,688300637,yes,,"POLYGON ((114.3961261 30.5219949, 114.3960657 30.5216568, 114.3962063 30.5216536, 114.3962627 30.5219779, 114.3961261 30.5219949))",,"[6454009691, 6454009692, 6454009693, 6454009694, 6454009691]",,,,,,,,,,,,,,,,,,,,,,,,,
way,688794421,retail,,"POLYGON ((114.4007897 30.523282, 114.401148 30.523282, 114.4011438 30.5231938, 114.4011438 30.5229549, 114.4008708 30.5229623, 114.4008708 30.5230983, 114.4007897 30.5230983, 114.4007897 30.523282))",,"[6460710204, 6460710205, 6460710206, 6460710207, 6460710208, 6460710209, 6460710210, 6460710204]",,,,,,,,,,,,,,,,,,,,,,,,,
way,690884959,university,中国地质大学教学综合楼AB座,"POLYGON ((114.3966517 30.5191581, 114.3974999 30.5191519, 114.3975079 30.5199652, 114.3966597 30.5199714, 114.3966517 30.5191581))",,"[6482302994, 6482302995, 6482302996, 6482302997, 6482302994]",,,,,,,,,,,,,,,,,,,,,,,,,
way,692151638,yes,,"POLYGON ((114.392777 30.5329927, 114.392777 30.5329078, 114.3927986 30.5329078, 114.3929064 30.5329078, 114.3929064 30.5329927, 114.392777 30.5329927))",,"[6496962726, 6496962727, 6496962734, 6496962728, 6496962729, 6496962726]",,,,,,,,,,,,,,,,,,,,,,,,,
way,692151639,yes,,"POLYGON ((114.3921762 30.5329927, 114.3921762 30.5329078, 114.3923056 30.5329078, 114.3923056 30.5329927, 114.3921762 30.5329927))",,"[6496962730, 6496962731, 6496962732, 6496962733, 6496962730]",,,,,,,,,,,,,,,,,,,,,,,,,
way,692666994,residential,,"POLYGON ((114.3968789 30.5234136, 114.3970425 30.5234159, 114.3970452 30.5233951, 114.3971927 30.5233951, 114.3971981 30.5233651, 114.3972625 30.5233559, 114.3972732 30.5233951, 114.3973708 30.5234006, 114.3974461 30.5234197, 114.3974216 30.523679, 114.3970452 30.5237879, 114.3970318 30.5238318, 114.396895 30.5239427, 114.3968682 30.5239035, 114.396785 30.5237787, 114.396785 30.5237417, 114.3967636 30.5236493, 114.3969326 30.5236239, 114.3969352 30.5235476, 114.396887 30.5235014, 114.3968789 30.5234136))",,"[6502960025, 6502960026, 6502960027, 6502960028, 6502960029, 6502960030, 6502960031, 6502960032, 4807859916, 6502960033, 6502960034, 6502960035, 6502960036, 6502960037, 6502960038, 6502960039, 6502960040, 6502960041, 6502960042, 6502960043, 6502960025]",,,,,,,,,,,,,,,,,,,,,,,,,
way,692669573,university,中国地质大学教学综合楼C座,"POLYGON ((114.3967687 30.5189563, 114.3973568 30.5189614, 114.3973572 30.5189295, 114.3974511 30.5189303, 114.3974538 30.5186986, 114.397349 30.5186976, 114.3973494 30.5186682, 114.3967835 30.5186631, 114.396783 30.5187087, 114.3966558 30.5187075, 114.3966533 30.5189176, 114.3967691 30.5189186, 114.3967687 30.5189563))",,"[6502982858, 6502982859, 6502982860, 6502982861, 6502982862, 6502982863, 6502982864, 6502982865, 6502982866, 6502982867, 6502982868, 6502982869, 6502982858]",,,,,,,,,,,,,,,,,,,,,,,,,
way,692669575,university,,"POLYGON ((114.3977721 30.5185555, 114.3986946 30.5185717, 114.3986993 30.5183697, 114.3983867 30.5183642, 114.3983849 30.5184382, 114.3978952 30.5184295, 114.3978718 30.5183772, 114.3977763 30.5183755, 114.3977721 30.5185555))",,"[6502982870, 6502982871, 6502982872, 6502982873, 6502982874, 6502982875, 6502982876, 6502982877, 6502982870]",,,,,,,,,,,,,,,,,,,,,,,,,
