osmid,y,x,street_count,geometry
4950043849,23.0197207,113.4139011,3,POINT (113.4139011 23.0197207)
4950043853,23.0186672,113.4127548,4,POINT (113.4127548 23.0186672)
4950043868,23.0215967,113.4110878,3,POINT (113.4110878 23.0215967)
4950043870,23.0220743,113.4118752,3,POINT (113.4118752 23.0220743)
4950043875,23.0156922,113.4078413,3,POINT (113.4078413 23.0156922)
4950043876,23.0194635,113.4063392,3,POINT (113.4063392 23.0194635)
4950043881,23.0171416,113.4075258,3,POINT (113.4075258 23.0171416)
5227149182,23.0202717,113.4081096,3,POINT (113.4081096 23.0202717)
5227149188,23.0226902,113.4075027,4,POINT (113.4075027 23.0226902)
5227149204,23.0209474,113.4077644,3,POINT (113.4077644 23.0209474)
5227149205,23.0209506,113.4069048,3,POINT (113.4069048 23.0209506)
5227149206,23.0206645,113.4079004,3,POINT (113.4079004 23.0206645)
5227149207,23.0202638,113.4069869,4,POINT (113.4069869 23.0202638)
5227149208,23.0198583,113.4072212,3,POINT (113.4072212 23.0198583)
5227149210,23.0221599,113.4068977,3,POINT (113.4068977 23.0221599)
5227149213,23.0222971,113.4076427,3,POINT (113.4076427 23.0222971)
5227149214,23.020116,113.4059972,4,POINT (113.4059972 23.020116)
5227149216,23.0242695,113.4084437,3,POINT (113.4084437 23.0242695)
5227149325,23.0230547,113.4088132,3,POINT (113.4088132 23.0230547)
5227149338,23.0223008,113.4103642,4,POINT (113.4103642 23.0223008)
5227149339,23.0214705,113.4108221,4,POINT (113.4108221 23.0214705)
5227181751,23.0165744,113.4098439,3,POINT (113.4098439 23.0165744)
5227181753,23.0168556,113.4104823,3,POINT (113.4104823 23.0168556)
5227217089,23.0190379,113.4084794,1,POINT (113.4084794 23.0190379)
5227217090,23.0178908,113.409244,4,POINT (113.409244 23.0178908)
5227217091,23.0196565,113.4090997,1,POINT (113.4090997 23.0196565)
5227217092,23.0181092,113.4097449,4,POINT (113.4097449 23.0181092)
5227217094,23.0182192,113.4090678,3,POINT (113.4090678 23.0182192)
5227217095,23.0184394,113.4095657,3,POINT (113.4095657 23.0184394)
5227217128,23.0205987,113.4109763,1,POINT (113.4109763 23.0205987)
5227217165,23.0183068,113.4088594,3,POINT (113.4088594 23.0183068)
5227217166,23.0206952,113.4090689,3,POINT (113.4090689 23.0206952)
5227217167,23.0205054,113.4091597,3,POINT (113.4091597 23.0205054)
5227217168,23.0205806,113.4093553,1,POINT (113.4093553 23.0205806)
5227217169,23.0204786,113.4091725,1,POINT (113.4091725 23.0204786)
5227217171,23.0212153,113.4107644,1,POINT (113.4107644 23.0212153)
5227217172,23.0212951,113.4110019,1,POINT (113.4110019 23.0212951)
5227217173,23.0214992,113.4108996,3,POINT (113.4108996 23.0214992)
5227217193,23.016004,113.4099763,1,POINT (113.4099763 23.016004)
5227217194,23.0160598,113.4100946,3,POINT (113.4100946 23.0160598)
5227223969,23.0237589,113.4075652,3,POINT (113.4075652 23.0237589)
5227223970,23.023526,113.407805,1,POINT (113.407805 23.023526)
5227224026,23.0219662,113.4097227,3,POINT (113.4097227 23.0219662)
5227224028,23.0216933,113.4095525,1,POINT (113.4095525 23.0216933)
5227224029,23.0217993,113.4098074,3,POINT (113.4098074 23.0217993)
5227224030,23.0217204,113.4104603,1,POINT (113.4104603 23.0217204)
5227224031,23.0214409,113.4107957,3,POINT (113.4107957 23.0214409)
5227224033,23.0214224,113.4106205,3,POINT (113.4106205 23.0214224)
5227224036,23.0215814,113.4101511,1,POINT (113.4101511 23.0215814)
5227224037,23.0212773,113.410299,3,POINT (113.410299 23.0212773)
5227224038,23.0166075,113.4099191,3,POINT (113.4099191 23.0166075)
5227224039,23.0168266,113.4104165,3,POINT (113.4104165 23.0168266)
5227224051,23.0212784,113.4053958,3,POINT (113.4053958 23.0212784)
5227224052,23.0213523,113.4055592,1,POINT (113.4055592 23.0213523)
5227224053,23.0218598,113.4050951,3,POINT (113.4050951 23.0218598)
5227224055,23.0219513,113.4055329,1,POINT (113.4055329 23.0219513)
8890471787,23.0229434,113.4133947,3,POINT (113.4133947 23.0229434)
9474306838,23.0188536,113.4066563,3,POINT (113.4066563 23.0188536)
9627882855,23.0233924,113.4093797,3,POINT (113.4093797 23.0233924)
9627882865,23.0222384,113.4090564,3,POINT (113.4090564 23.0222384)
9627882903,23.0196347,113.4107182,1,POINT (113.4107182 23.0196347)
9627882904,23.0187402,113.4111921,3,POINT (113.4111921 23.0187402)
9627884431,23.0221429,113.4077046,3,POINT (113.4077046 23.0221429)
9627884434,23.0223625,113.4081837,1,POINT (113.4081837 23.0223625)
9627884435,23.0222851,113.4079427,3,POINT (113.4079427 23.0222851)
11174641680,23.0227411,113.4089554,3,POINT (113.4089554 23.0227411)
