element_type,osmid,geometry,amenity,maxheight,parking,name,access,description,lit,addr:housenumber,addr:street,nodes,operator,fee,surface,building,addr:city,addr:postcode,addr:state,capacity,payment:credit_cards,charge,maxstay,ref,fee:conditional,park_ride,payment:coins,payment:debit_cards,access:conditional,supervised,website,opening_hours,operational_status,operator:type,capacity:disabled,note,old_name,area,ways,type
way,533256652,"POLYGON ((-83.7251933 42.2952228, -83.7251674 42.2948921, -83.724611 42.2949177, -83.7246324 42.2950958, -83.7246526 42.2952639, -83.7251933 42.2952228))",parking,,,,,,,,,"[5173713126, 5173713127, 5173713128, 2262865232, 5173713129, 5173713126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,537817000,"POLYGON ((-83.7295119 42.2850774, -83.7305323 42.285061, -83.7305318 42.285108, -83.7305932 42.285107, -83.7305929 42.2851735, -83.730531 42.2851745, -83.7305304 42.2852334, -83.7295167 42.2852509, -83.7295117 42.2852006, -83.7295088 42.2850948, -83.7295119 42.2850774))",parking,,surface,U-M Lot M7,customers,Radiation Oncology and MRI Patient Parking.,,,,"[3222750906, 3222750905, 5208180515, 5208180517, 5208180516, 5208180514, 3222750916, 3222750910, 5207133518, 5207133517, 3222750906]",,no,asphalt,,,,,,,,,,,no,,,,no,,,,,,,,,,
way,556872006,"POLYGON ((-83.70815 42.2983458, -83.7079092 42.2983379, -83.7077514 42.298336, -83.7077507 42.2991171, -83.7077434 42.2993095, -83.7078743 42.2993122, -83.7080057 42.299315, -83.708011 42.2991766, -83.7080111 42.2989913, -83.7080715 42.2989955, -83.708127 42.2988868, -83.7081304 42.2984507, -83.70815 42.2983458))",parking,,,,,,,,,"[5371372720, 9421776797, 5371372721, 5371372808, 5371372722, 5371372810, 5371372723, 5371372724, 9421776796, 5371372725, 5371372726, 9421776795, 5371372720]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,556872010,"POLYGON ((-83.7055015 42.2982859, -83.7055683 42.2982853, -83.7055716 42.2983795, -83.7055739 42.2984466, -83.7049587 42.298452, -83.7050144 42.2982885, -83.7050762 42.2982865, -83.7055015 42.2982859))",parking,,,,,,,,,"[2958987286, 5371372735, 5371372789, 5371372736, 5371372737, 5371372738, 2958987291, 2958987286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,556872012,"POLYGON ((-83.7053821 42.3002046, -83.7052655 42.3002046, -83.7049002 42.3002058, -83.7049025 42.2997536, -83.705236 42.2997536, -83.7052355 42.2997071, -83.7053756 42.2997053, -83.7053797 42.2999485, -83.7052281 42.2999509, -83.7052264 42.3000338, -83.7053821 42.300034, -83.7053821 42.3002046))",parking,,,,,,,,,"[2029853452, 2029853451, 5371372741, 5371372742, 5371372743, 2029853434, 2029853433, 2029853439, 2029853440, 2029853445, 2029853447, 2029853452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,572941818,"POLYGON ((-83.7395584 42.2726724, -83.7397728 42.2726698, -83.7397728 42.2726489, -83.7399221 42.2726471, -83.7399205 42.2724908, -83.7399215 42.2724888, -83.7399229 42.2724872, -83.7399252 42.2724861, -83.7399873 42.2724855, -83.7399865 42.2724172, -83.7399154 42.2724181, -83.7399094 42.2724168, -83.739906 42.2724146, -83.7399041 42.2724111, -83.7399035 42.2723575, -83.7396258 42.2723623, -83.7396263 42.2724192, -83.739553 42.2724189, -83.7395584 42.2726724))",parking,,surface,University of Michigan Lot S5,private,,,,,"[5504166130, 5504166131, 5504166132, 5504166133, 5504166134, 5504166146, 5504166147, 5504166135, 5504166136, 5504166137, 5504166138, 5504166139, 5504166140, 5504166141, 5504166142, 5504166143, 5504166144, 5504166145, 5504166130]",The University of Michigan,no,asphalt,,,,,35,,,,,,no,,,,no,,,,,,Blue/Gold Permit Required 6am-6pm Monday-Saturday,,,,
way,578595792,"POLYGON ((-83.7396929 42.2780007, -83.7395634 42.2780019, -83.7394606 42.2780029, -83.7394637 42.2781749, -83.7395677 42.2781739, -83.7395708 42.2783465, -83.7396991 42.2783453, -83.7396929 42.2780007))",parking,,surface,U-M Lot C2,private,,,,,"[5644413279, 2888391079, 5543405494, 9099007298, 5543405495, 2888391078, 5644413278, 5644413279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,578982165,"POLYGON ((-83.7213509 42.2973006, -83.7212243 42.2973398, -83.7211029 42.2973551, -83.7209815 42.2973379, -83.7208884 42.2973006, -83.7208471 42.2972682, -83.7207283 42.2973322, -83.7207799 42.297382, -83.7208368 42.2974124, -83.7207941 42.2974564, -83.7209207 42.2974975, -83.7210564 42.2975185, -83.7210706 42.2974707, -83.7211972 42.297466, -83.7213186 42.2974392, -83.7214207 42.2973972, -83.7213509 42.2973006))",parking,,surface,,,,,,,"[5545944399, 5545944400, 5545944401, 5545944402, 5545944403, 5545944404, 5545944405, 5545944414, 5545944406, 5545944407, 5545944408, 5545944409, 5545944410, 5545944411, 5545944412, 5545944413, 5545944399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,578988019,"POLYGON ((-83.7193954 42.2936706, -83.7197426 42.2937314, -83.7197131 42.2938234, -83.719366 42.2937626, -83.7193954 42.2936706))",parking,,,,private,,,,,"[5545985306, 5545985307, 5545985308, 5545985309, 5545985306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,583419361,"POLYGON ((-83.7378727 42.2762785, -83.7378734 42.2763238, -83.7378443 42.2763238, -83.7378443 42.2763905, -83.7378304 42.2763909, -83.7378268 42.2763941, -83.7378249 42.2763999, -83.7378249 42.2764498, -83.7377374 42.2765189, -83.7375964 42.2764085, -83.7375962 42.2763005, -83.7375961 42.2762646, -83.7376288 42.2762642, -83.7376366 42.2762619, -83.7376427 42.2762583, -83.7376472 42.2762536, -83.7376495 42.2762472, -83.7376501 42.2761792, -83.7377523 42.2761778, -83.7377542 42.2762338, -83.7377874 42.2762338, -83.7377892 42.2762799, -83.7378727 42.2762785))",parking,,surface,,private,,,,,"[5577776216, 5577776217, 5577776218, 5577776219, 5577776220, 5577776221, 5577776222, 5577776223, 5577776225, 5577776226, 6787304005, 5577776227, 5577776228, 5645173365, 5577776229, 5645173366, 5577776230, 5577776231, 5577776232, 5577776233, 5577776234, 5577776235, 5577776216]",The University of Michigan,,asphalt,,,,,12,,,,,,,,,,no,,,,,,,,,,
way,583419362,"POLYGON ((-83.737635 42.2758148, -83.7375603 42.2758158, -83.7375568 42.2756777, -83.7376316 42.2756767, -83.737635 42.2758148))",parking,,surface,,private,,,,,"[5577776242, 5577776243, 5577776244, 5577776245, 5577776242]",The University of Michigan,,,,,,,6,,,,,,,,,,no,,,,,,,,,,
way,583419376,"POLYGON ((-83.736763 42.275286, -83.7367603 42.2751585, -83.7364942 42.2751614, -83.7364984 42.2752896, -83.736763 42.275286))",parking,,surface,,private,,,,,"[5577776284, 5577776285, 5577776286, 5577776287, 5577776284]",The University of Michigan,,,,,,,10,,,,,,,,,,no,,,,,,,,,,
way,586675382,"POLYGON ((-83.7425084 42.2702881, -83.7425074 42.2702566, -83.7425048 42.2701972, -83.7425044 42.2701914, -83.7424995 42.2701916, -83.742499 42.2701331, -83.7424988 42.2701205, -83.7421562 42.2701275, -83.7421578 42.2702926, -83.7424393 42.2702889, -83.742461 42.2702886, -83.7425084 42.2702881))",parking,,surface,,,,,,,"[5605024846, 5605024017, 5605024828, 5605024847, 5605024848, 5605024839, 5605024849, 5605024850, 5605024851, 6310941201, 5605024853, 5605024846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,587892251,"POLYGON ((-83.73125 42.2818098, -83.7312656 42.2818077, -83.7312748 42.2818056, -83.7312811 42.2817992, -83.7312852 42.2817902, -83.7312852 42.2817783, -83.7312858 42.2817472, -83.7313693 42.2817457, -83.731371 42.281809, -83.7313222 42.2818093, -83.73125 42.2818098))",parking,,surface,,private,Detroit Observatory deliveries and handicap parking only; permit required.,,,,"[5615308278, 5615308279, 5615308280, 5615308281, 5615308282, 5615308283, 3222750424, 5615308277, 5615308284, 6068448200, 5615308278]",University of Michigan,,,,,,,2,,,,,,,,,,,,24/7,,,,,,,,
way,587898617,"POLYGON ((-83.7350847 42.2811894, -83.7351626 42.2811861, -83.7352896 42.2809762, -83.73521 42.2809458, -83.7352977 42.2808233, -83.7352923 42.2807121, -83.7347609 42.2807102, -83.7347797 42.2811927, -83.7349479 42.2811861, -83.7350149 42.2811877, -83.7350847 42.2811894))",parking,,,,,,,,,"[5615366243, 5615366244, 5615366245, 5615366246, 5615366247, 5615366248, 5615366249, 5615366250, 5615366251, 5615366254, 5615366243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589346645,"POLYGON ((-83.7415821 42.2735859, -83.74136 42.2735885, -83.7413559 42.2733978, -83.7414628 42.2733966, -83.741578 42.2733952, -83.7415821 42.2735859))",parking,,surface,,private,,,,,"[5627761705, 5627761706, 5627761707, 5627761711, 5627761708, 5627761705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589346654,"POLYGON ((-83.7393634 42.2735052, -83.739256 42.2735057, -83.7392572 42.2735564, -83.7392217 42.2735569, -83.739218 42.2735569, -83.7392144 42.2733961, -83.7392532 42.2733956, -83.7392889 42.2733952, -83.7392893 42.2734138, -83.7392905 42.2734163, -83.7392923 42.2734187, -83.7392955 42.2734209, -83.7392998 42.273422, -83.7393624 42.2734216, -83.7393634 42.2735052))",parking,,surface,,private,,,,,"[5627761750, 5627761751, 5627761752, 5634085267, 5627761753, 5627761754, 5627761760, 5627761755, 5627761756, 5631297458, 5627761757, 5631297457, 5627761758, 5627761759, 5627761750]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589346688,"POLYGON ((-83.7403382 42.274239, -83.7402237 42.2742404, -83.7402218 42.2741572, -83.7401925 42.2741576, -83.7401904 42.2740657, -83.7403342 42.2740639, -83.7403346 42.2740811, -83.7403377 42.2742202, -83.7403382 42.274239))",parking,,surface,Service Center Lot S9,private,,,,,"[5627761861, 5627761862, 5627761863, 5627761864, 5627761865, 5627761866, 5627761872, 5627761869, 5627761861]",The University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589346695,"POLYGON ((-83.741279 42.2747325, -83.7412784 42.2747019, -83.7414298 42.2747004, -83.7414277 42.2745857, -83.7412359 42.2745876, -83.7412353 42.2745538, -83.741075 42.2745554, -83.7410744 42.2745217, -83.7412054 42.2745204, -83.7412048 42.2744914, -83.7416022 42.2744875, -83.7415986 42.2742857, -83.7416346 42.2742801, -83.7416499 42.2742852, -83.7416946 42.2742847, -83.7416988 42.2745242, -83.7417398 42.2745238, -83.7417439 42.2747584, -83.7413295 42.2747624, -83.741329 42.274732, -83.741279 42.2747325))",parking,,surface,,,,,,,"[5627761889, 5627761890, 5627761891, 5627761892, 5627761893, 5627761894, 5627761895, 5627761896, 5627761897, 5627761898, 5627761899, 5627761900, 7930861528, 5627761909, 5627761901, 5627761902, 5627761903, 5627761904, 5627761905, 5627761906, 5627761889]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,591140513,"POLYGON ((-83.7353853 42.2772721, -83.7353126 42.2772738, -83.7351744 42.2773686, -83.7351287 42.2773348, -83.7351702 42.2773041, -83.7351737 42.2772991, -83.7351719 42.2772962, -83.7351684 42.2772944, -83.7351629 42.2772932, -83.7351551 42.2772945, -83.7351478 42.2772965, -83.7351434 42.2772985, -83.7351412 42.2773, -83.7350741 42.277345, -83.7350422 42.2773227, -83.7350427 42.2772449, -83.7350674 42.277245, -83.7350672 42.2771536, -83.7351563 42.2771528, -83.7351664 42.2771513, -83.735173 42.27715, -83.7351765 42.2771487, -83.7351795 42.2771474, -83.7351825 42.2771448, -83.7351847 42.2771421, -83.7351862 42.2771374, -83.7351865 42.2771191, -83.735262 42.2771187, -83.7352623 42.2771369, -83.7353809 42.2771357, -83.7353853 42.2772721))",parking,,surface,,private,,,,,"[5643226585, 5643226586, 5643226587, 5643226588, 5643226589, 5643226590, 5643226591, 5643226592, 5643226593, 5643226594, 5643226595, 5643226596, 5643226597, 5643226598, 5643226599, 5643226614, 5643226613, 5643226600, 5643226601, 5643226602, 5643226612, 5643226608, 5643226611, 5643226607, 5643226610, 5643226609, 5643226603, 5643226604, 5643226605, 5643226606, 5643226585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,591140514,"POLYGON ((-83.7348505 42.2769277, -83.7348505 42.2768611, -83.7350124 42.2768599, -83.7350141 42.2769264, -83.7348505 42.2769277))",parking,,surface,,private,,,,,"[5643226619, 5643226620, 5643226621, 5643226622, 5643226619]",,,,,,,,4,,,,,,,,,,,,,,,,,,,,
way,591253471,"POLYGON ((-83.7397277 42.2774673, -83.739725 42.2773322, -83.739421 42.2773355, -83.7394236 42.2774705, -83.7397277 42.2774673))",parking,,surface,,private,,,,,"[5644413311, 5644413312, 5644413313, 5644413314, 5644413311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,597940149,"POLYGON ((-83.7341471 42.2729355, -83.7341271 42.2729356, -83.7341255 42.2728221, -83.733964 42.2728233, -83.7339661 42.2729745, -83.733871 42.2729752, -83.7338729 42.2731092, -83.7339642 42.2731085, -83.7339663 42.2732571, -83.7341516 42.2732556, -83.7341475 42.272963, -83.7341471 42.2729355))",parking,,surface,,private,,,,,"[5691985524, 5691985525, 5691985526, 5691985527, 5691985528, 5691985529, 5691985530, 5691985531, 5691985532, 5691985533, 5691985523, 5691985524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,597943375,"POLYGON ((-83.7395444 42.2721537, -83.7396642 42.2721529, -83.7396646 42.2721676, -83.7396736 42.2721673, -83.7396747 42.2722227, -83.739656 42.2722228, -83.7396568 42.2722544, -83.7397642 42.2722533, -83.739765 42.2722878, -83.7395706 42.2722912, -83.7395457 42.2722916, -83.7395444 42.2721537))",parking,,surface,,private,,,,,"[5692013081, 5692013082, 5692013088, 5692013089, 5692013090, 5692013087, 5692013083, 5692013084, 5692013085, 5692013095, 5692013086, 5692013081]",,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,
way,597943378,"POLYGON ((-83.7399351 42.2723013, -83.7399346 42.2722825, -83.7397826 42.2722846, -83.7397831 42.2723034, -83.7399351 42.2723013))",parking,,surface,,private,,,,,"[5692013097, 5692013098, 5692013099, 5692013100, 5692013097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,624463907,"POLYGON ((-83.7123063 42.289384, -83.7123054 42.2892717, -83.7123051 42.2892403, -83.7126535 42.2892388, -83.7126537 42.2892702, -83.7126546 42.2893825, -83.7123063 42.289384))",parking,,surface,Bentley Historical Library Visitor Parking U of M Lot NC 42,permit,"Permit required 6 AM - 5 PM, Monday - Friday. Visitors obtain permit inside.",yes,,,"[5896935614, 6802326785, 5896935615, 5896935616, 10795197648, 5896935617, 5896935614]",University of Michigan,no,asphalt,,,,,,,,,NC42,,no,,,,no,,,,,,,,,,
way,628333231,"POLYGON ((-83.674899 42.3113238, -83.6748942 42.3110861, -83.674969 42.3110853, -83.6749738 42.311323, -83.674899 42.3113238))",parking,,,,,,,,,"[5931783324, 5931783325, 5931783326, 5931783327, 5931783324]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,637940434,"POLYGON ((-83.7266326 42.2811131, -83.7266492 42.2811177, -83.7268804 42.2806662, -83.7268638 42.2806615, -83.7266326 42.2811131))",parking,,lane,,,,,,,"[9419801732, 6013266142, 9419801736, 9419801735, 9419801732]",,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,
way,640602153,"POLYGON ((-83.7409982 42.2619891, -83.7409714 42.2619454, -83.7410547 42.2619174, -83.7410816 42.261961, -83.7409982 42.2619891))",parking,,surface,,private,,yes,,,"[6034676410, 6034676409, 6034676408, 6034676407, 6034676410]",,,asphalt,,,,,2,,,,,,,,,,,,,,,,,,,,
way,640602154,"POLYGON ((-83.7414086 42.2624635, -83.7414689 42.2625677, -83.7413926 42.2625919, -83.7413323 42.2624877, -83.7414086 42.2624635))",parking,,surface,,private,,yes,,,"[6034676414, 6034676413, 6034676412, 6034676411, 6034676414]",,,asphalt,,,,,4,,,,,,,,,,,,,,,,,,,,
way,640602155,"POLYGON ((-83.7409164 42.2626481, -83.7415092 42.262797, -83.7415401 42.2627294, -83.7410617 42.2626093, -83.7409474 42.2625806, -83.7409164 42.2626481))",parking,,surface,,private,,yes,,,"[6034676418, 6034676417, 6034676416, 6034676401, 6034676415, 6034676418]",,,asphalt,,,,,17,,,,,,,,,,,,,,,,,,,,
way,640602160,"POLYGON ((-83.7405998 42.2618066, -83.7405974 42.2616391, -83.7408173 42.2616374, -83.7408184 42.2617189, -83.7408802 42.2617184, -83.7408815 42.2618044, -83.7405998 42.2618066))",parking,,surface,,private,,yes,,,"[6034676443, 6034676442, 6034676441, 6034676440, 6034676439, 6034676438, 6034676443]",,,asphalt,,,,,15,,,,,,,,,,,,,,,,,,,,
way,640615053,"POLYGON ((-83.7448914 42.2657486, -83.7450376 42.2659978, -83.7449422 42.2660284, -83.7449194 42.2659896, -83.7448186 42.266022, -83.7446952 42.2658117, -83.7448914 42.2657486))",parking,,surface,,private,,,,,"[6034786926, 6034786925, 6034786927, 6034786924, 6034786923, 6034786922, 6034786926]",University of Michigan,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
way,640615058,"POLYGON ((-83.7443712 42.2652458, -83.744462 42.2652169, -83.7444569 42.2652081, -83.7445587 42.2651756, -83.7444772 42.2650356, -83.7443725 42.2650689, -83.7442846 42.265097, -83.7443712 42.2652458))",parking,,surface,,private,,,,,"[6034786938, 6034786934, 6034786935, 6034786937, 6034786939, 6034786930, 6034786947, 6034786938]",University of Michigan,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
way,640615059,"POLYGON ((-83.7445194 42.2653202, -83.7445583 42.265387, -83.7444677 42.2654158, -83.7446353 42.2657039, -83.744733 42.2656727, -83.7447229 42.2656554, -83.7448203 42.2656244, -83.7446239 42.2652869, -83.7445194 42.2653202))",parking,,surface,Lot SC 16,,"Yellow, blue, or gold permit. Visitors at designated spaces only.",,,,"[6034786946, 6034786945, 6034786944, 6034786943, 6034786942, 6034786941, 6034786940, 6034786936, 6034786946]",University of Michigan,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
way,640677645,"POLYGON ((-83.7428905 42.2631711, -83.7431078 42.2632277, -83.7431272 42.2631751, -83.7432768 42.2632098, -83.7433559 42.2631126, -83.7429616 42.2630243, -83.7429375 42.2630739, -83.7429173 42.2631305, -83.7428905 42.2631711))",parking,,surface,,destination,,,,,"[6035313695, 6035313694, 6772383992, 6772383993, 6035313689, 6035313692, 6035313691, 6035313690, 6035313695]",,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
way,722047333,"POLYGON ((-83.7435134 42.2633218, -83.7434008 42.263298, -83.7433002 42.2632751, -83.7432533 42.2632652, -83.7432768 42.2632098, -83.7433559 42.2631126, -83.7433579 42.2631352, -83.7433525 42.263159, -83.7433847 42.2631739, -83.7434303 42.2631808, -83.7435 42.2631908, -83.7435523 42.2632027, -83.7435282 42.2632692, -83.7435134 42.2633218))",parking,,surface,,,,,,,"[6773118591, 6773118592, 6773118593, 6773118594, 6772383993, 6035313689, 6773118595, 6773118596, 6773118597, 6773118598, 6773118599, 6773118600, 6773118601, 6773118591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,722047334,"POLYGON ((-83.7437776 42.2633823, -83.7438809 42.2634012, -83.7439788 42.263422, -83.7439882 42.2633853, -83.7440137 42.2633257, -83.7439466 42.2633059, -83.7438876 42.2632851, -83.7438286 42.2632702, -83.7438018 42.2633317, -83.7437964 42.2633545, -83.7437776 42.2633823))",parking,,surface,,,,,,,"[6773118602, 6773118603, 6773118604, 6773118605, 6773118606, 6773118607, 6773118608, 6773118609, 6773118610, 6773118611, 6773118602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,722047335,"POLYGON ((-83.7442095 42.2634821, -83.7443731 42.2635208, -83.7445903 42.2635803, -83.7448089 42.2636339, -83.7448317 42.2635674, -83.7448465 42.2635347, -83.7447794 42.2635138, -83.7447446 42.2635009, -83.7447325 42.2634821, -83.7447419 42.2634543, -83.7447754 42.2634394, -83.7448116 42.2634305, -83.7448331 42.2634414, -83.7448519 42.2634741, -83.7449095 42.2634533, -83.7449739 42.2634255, -83.7450302 42.2633977, -83.7450785 42.263364, -83.7450477 42.2633411, -83.7450329 42.2633253, -83.7450517 42.2633004, -83.7450812 42.2632796, -83.7451214 42.2632776, -83.7451482 42.2633014, -83.7451496 42.2633491, -83.7451429 42.2634017, -83.7451281 42.2634136, -83.7450745 42.2634146, -83.7450731 42.2634533, -83.7450758 42.2635049, -83.7451107 42.2635049, -83.7451375 42.2635148, -83.7451429 42.2635496, -83.7451187 42.2635773, -83.7450745 42.2635873, -83.7450235 42.2635773, -83.7450168 42.2635595, -83.7450316 42.2635247, -83.7449726 42.2635079, -83.7449176 42.263494, -83.7449015 42.2635247, -83.744876 42.2635367, -83.7448572 42.2635347, -83.7448425 42.2635684, -83.7448197 42.2636359, -83.7449444 42.2636696, -83.7450892 42.2637074, -83.7451751 42.2637292, -83.7451938 42.2636925, -83.7452166 42.2636726, -83.7452448 42.2636687, -83.7452824 42.2636677, -83.7452891 42.263487, -83.7452891 42.26336, -83.7452944 42.2632359, -83.7452985 42.2631516, -83.7452998 42.2630513, -83.7453011 42.2629947, -83.7453025 42.262967, -83.7452783 42.262967, -83.7452555 42.262968, -83.745226 42.262956, -83.7451509 42.262963, -83.7450919 42.262965, -83.7450906 42.2630156, -83.7450691 42.2630831, -83.7450289 42.2631575, -83.7449712 42.263222, -83.7448908 42.2632796, -83.7448049 42.2633233, -83.7447204 42.2633511, -83.7446333 42.2633739, -83.7445434 42.2633759, -83.7444549 42.2633739, -83.7443798 42.263361, -83.7443637 42.2633937, -83.7443463 42.2634017, -83.7443034 42.2633937, -83.7442604 42.2633838, -83.7442283 42.2634364, -83.7442095 42.2634821))",parking,,surface,,,,,,,"[6773118612, 6773118613, 6773118614, 6773118615, 6773118616, 6773118617, 6773118618, 6773118619, 6773118620, 6773118621, 6773118622, 6773118623, 6773118624, 6773118625, 6773118626, 6773118627, 6773118628, 6773118629, 6773118630, 6773118631, 6773118632, 6773118633, 6773118634, 6773118635, 6773118636, 6773118637, 6773118638, 6773118639, 6773118640, 6773118641, 6773118642, 6773118643, 6773118644, 6773118645, 6773118646, 6773118647, 6773118648, 6773118649, 6773118650, 6773118651, 6773118652, 6773118653, 6773118654, 6773118655, 6773118656, 6773118657, 6773118658, 6773118659, 6773118660, 6773118661, 6773118662, 6773118663, 6773118664, 6773118665, 6773118666, 6773118667, 6773118668, 6773118669, 6773118670, 6773118671, 6773118672, 6773118673, 6773118674, 6773118675, 6773118676, 6773118677, 6773118678, 6773118679, 6773118680, 6773118681, 6773118682, 6773118683, 6773118684, 6773121985, 6773121986, 6773121987, 6773121988, 6773121989, 6773121990, 6773121991, 6773118612]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,745779447,"POLYGON ((-83.7465966 42.2718078, -83.7469514 42.2718084, -83.7469621 42.2723114, -83.7465598 42.2723213, -83.7465966 42.2718078))",parking,,surface,,permit,,,,,"[4723405017, 6980200663, 6980200664, 6980200665, 4723405017]",University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,768781299,"POLYGON ((-83.7450131 42.2744276, -83.7449293 42.2744271, -83.7449295 42.2744049, -83.7449178 42.2744048, -83.7448669 42.2743453, -83.7448645 42.2742787, -83.7446747 42.2742825, -83.7446764 42.2743294, -83.7445882 42.2743919, -83.7447984 42.2745544, -83.7448401 42.2745249, -83.7448682 42.2745308, -83.7448655 42.2746003, -83.7448181 42.274637, -83.7448749 42.2746772, -83.7449178 42.274644, -83.7450111 42.2746444, -83.7450131 42.2744276))",parking,,surface,UM Lot W9,permit,,,,,"[7177222530, 7177222545, 7177222546, 7177222531, 7177222532, 7177222533, 7177222534, 7177222535, 7177222536, 7177222537, 7177222538, 7177222539, 7177222540, 7177222541, 7177222542, 7177222543, 7177222544, 7177222530]",University of Michigan,,,,,,,20,,,,,,,,,,,,,,university,,,,,,
way,768781300,"POLYGON ((-83.7457453 42.2749129, -83.7456487 42.2748682, -83.7455026 42.2750071, -83.7456367 42.2750756, -83.7456568 42.2750538, -83.7456796 42.2750607, -83.7456742 42.2751143, -83.745756 42.275151, -83.7457453 42.2749129))",parking,,surface,UM Lot W10,permit,,,,,"[7177222547, 7177222548, 7177222549, 7177222550, 7177222551, 7177222552, 7177222553, 7177222554, 7177222547]",University of Michigan,,,,,,,6,,,,,,,,,,,,,,university,,,,,,
way,768784495,"POLYGON ((-83.7276389 42.2802901, -83.7275049 42.2802947, -83.7275073 42.2803329, -83.7274405 42.2803352, -83.7274493 42.2804748, -83.7279085 42.2804589, -83.7278903 42.2801722, -83.727632 42.2801812, -83.7276389 42.2802901))",parking,,surface,,private,,,,,"[9165219358, 7177249992, 7177249993, 7177249994, 7177249995, 7177239784, 7177249985, 7177249986, 9165219358]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,952438213,"POLYGON ((-83.6652697 42.3021134, -83.6651296 42.3020736, -83.6650787 42.3021718, -83.6652187 42.3022115, -83.6652697 42.3021134))",parking,,surface,,private,,,,,"[8815404001, 8815404000, 8815403999, 8815403998, 8815404001]",,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,
way,952438276,"POLYGON ((-83.6707324 42.3093711, -83.6709631 42.3092957, -83.6707565 42.3085638, -83.6692116 42.3081254, -83.6690479 42.3081532, -83.6689353 42.3082663, -83.6688441 42.3084249, -83.668769 42.3086391, -83.6688066 42.3087145, -83.6688843 42.308778, -83.6690265 42.3088177, -83.6690077 42.3088653, -83.6707324 42.3093711))",parking,,surface,U of M Lot EC 1,private,This is a commuter parking lot for Michigan Medicine Employees and for University of of Michigan Contractors (in designated places only).,yes,,,"[8815404654, 8815404653, 8815404652, 10965714730, 8815404651, 10965714729, 10965714728, 8815404650, 10965714727, 10965714731, 10965714732, 8815404649, 8815404654]",University of Michigan,,gravel,,,,,,,,,EC1,,,,,,,,,,,,,,,,
way,992007132,"POLYGON ((-83.7321634 42.2780663, -83.7322915 42.2780636, -83.7322996 42.2782749, -83.7321715 42.2782776, -83.7321634 42.2780663))",parking,,surface,,permit,,,,,"[9165503172, 9165503171, 9165503170, 9165503169, 9165503172]",University of Michigan,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
way,992493802,"POLYGON ((-83.7027942 42.2993918, -83.7027941 42.2993487, -83.7026627 42.2993488, -83.7026621 42.2989447, -83.7027594 42.2989447, -83.7027593 42.2989033, -83.703517 42.2989027, -83.7035178 42.2993911, -83.7027942 42.2993918))",parking,,surface,NC85,private,Blue permit required 6 AM-5 PM Monday-Friday.,yes,,,"[9169917919, 9169917917, 2498715355, 2498715356, 9169917920, 9169917921, 2498715357, 2498715352, 9169917919]",University of Michigan,,asphalt,,,,,136,,,,NC85,,,,,,,,Mo-Fr 06:00-17:00,,,,,,,,
way,993303253,"POLYGON ((-83.7033454 42.2983561, -83.7033472 42.2984654, -83.7035378 42.2984638, -83.7035325 42.2981288, -83.7032857 42.2981309, -83.7032879 42.2982694, -83.703344 42.2982689, -83.7033454 42.2983561))",parking,,surface,,private,Restricted to research vehicles only.,,,,"[2958759019, 9176766035, 9176766034, 9176766033, 9176766032, 2958759017, 2958759018, 2958759019]",University of Michigan,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
