u,v,key,osmid,highway,oneway,reversed,length,width,geometry,lanes,name,access,bridge,service,maxspeed,junction,tunnel
9784188992,9784188994,0,1122955056,footway,False,True,2.43,,"LINESTRING (-83.7103482 42.2946032, -83.7103366 42.2946233)",,,,,,,,
9784188993,9784188994,0,1065370129,footway,False,True,21.722,11',"LINESTRING (-83.7106007 42.2946235, -83.7103366 42.2946233)",,,,,,,,
9784188994,9784188993,0,1065370129,footway,False,False,21.722,11',"LINESTRING (-83.7103366 42.2946233, -83.7106007 42.2946235)",,,,,,,,
9784188994,9784188995,0,1065370129,footway,False,True,11.498,11',"LINESTRING (-83.7103366 42.2946233, -83.7103365 42.2947267)",,,,,,,,
9784188994,9784188992,0,1122955056,footway,False,False,2.43,,"LINESTRING (-83.7103366 42.2946233, -83.7103482 42.2946032)",,,,,,,,
9784188995,9868327572,0,686198462,footway,False,False,38.831,,"LINESTRING (-83.7103365 42.2947267, -83.7108086 42.2947278)",,,,,,,,
9784188995,9784188994,0,1065370129,footway,False,False,11.498,11',"LINESTRING (-83.7103365 42.2947267, -83.7103366 42.2946233)",,,,,,,,
9784188995,6893107684,0,686198462,footway,False,True,86.73599999999999,,"LINESTRING (-83.7103365 42.2947267, -83.710249 42.2947265, -83.7102251 42.294723, -83.7102068 42.2947141, -83.71019 42.294697, -83.7101844 42.2946722, -83.7101903 42.2940374)",,,,,,,,
9784189000,62523900,0,222786844,residential,False,False,6.58,,"LINESTRING (-83.7102174 42.2939787, -83.7101374 42.2939785)",2,Hayward Street,,,,,,
9784189000,6431757248,0,222786844,residential,False,True,181.611,,"LINESTRING (-83.7102174 42.2939787, -83.7124254 42.2939768)",2,Hayward Street,,,,,,
9784189000,6431757247,0,1062651613,footway,False,False,5.23,,"LINESTRING (-83.7102174 42.2939787, -83.7102198 42.2939317)",,,,,,,,
9784189000,6431757242,0,1062651613,footway,False,True,4.841,,"LINESTRING (-83.7102174 42.2939787, -83.7102151 42.2940222)",,,,,,,,
4505452620,4505452639,0,453870099,service,False,False,33.755,,"LINESTRING (-83.697917 42.3017726, -83.6979255 42.3014691)",,Wolverine Avenue,private,,,,,
4505452620,4446649298,0,447542431,service,False,False,21.21,,"LINESTRING (-83.697917 42.3017726, -83.6978892 42.3017725, -83.6978072 42.3017725, -83.6976591 42.3017727)",,Pontiac Trail,private,,,,,
4505452620,4505474876,0,447542431,service,False,True,12.007,,"LINESTRING (-83.697917 42.3017726, -83.6979363 42.3017727, -83.6980122 42.3017728, -83.698063 42.3017728)",,Pontiac Trail,private,,,,,
4505452620,4505474871,0,453870099,service,False,True,13.834,,"LINESTRING (-83.697917 42.3017726, -83.6979182 42.3018195, -83.6979182 42.301897)",,Wolverine Avenue,private,,,,,
4505452639,4505452620,0,453870099,service,False,True,33.755,,"LINESTRING (-83.6979255 42.3014691, -83.697917 42.3017726)",,Wolverine Avenue,private,,,,,
4505452639,4505452640,0,453870099,service,False,False,54.388000000000005,,"LINESTRING (-83.6979255 42.3014691, -83.6979287 42.3012741, -83.6979313 42.30098)",,Wolverine Avenue,private,,,,,
4505452639,4446649298,0,453870100,service,False,False,43.787,,"LINESTRING (-83.6979255 42.3014691, -83.6978982 42.3014886, -83.6978624 42.3015088, -83.6978021 42.3015326, -83.6977586 42.3015506, -83.6977238 42.3015693, -83.6977024 42.301591, -83.697689 42.3016117, -83.6976746 42.3016486, -83.6976629 42.3016944, -83.697661 42.3017269, -83.6976591 42.3017727)",,Carrier & Gable Drive,private,,,,,
4505452639,4446388963,0,453870100,service,False,True,30.179,,"LINESTRING (-83.6979255 42.3014691, -83.697949 42.3014451, -83.6979691 42.3014292, -83.6979946 42.3014124, -83.6980388 42.3013955, -83.6981206 42.3013672, -83.698233 42.3013298)",,Carrier & Gable Drive,private,,,,,
4505452640,4462397633,0,447515380,service,True,False,58.624,,"LINESTRING (-83.6979313 42.30098, -83.6986441 42.3009838)",,Main Street,private,,,,,
4505452640,4505452641,0,453870099,service,False,False,11.631,,"LINESTRING (-83.6979313 42.30098, -83.6979323 42.3008754)",,Wolverine Avenue,private,,,,,
4505452640,4505452639,0,453870099,service,False,True,54.388000000000005,,"LINESTRING (-83.6979313 42.30098, -83.6979287 42.3012741, -83.6979255 42.3014691)",,Wolverine Avenue,private,,,,,
4505452641,4505452640,0,453870099,service,False,True,11.631,,"LINESTRING (-83.6979323 42.3008754, -83.6979313 42.30098)",,Wolverine Avenue,private,,,,,
4505452641,4446651557,0,"[453872610, 453872611, 447515380]",service,True,False,33.631,,"LINESTRING (-83.6979323 42.3008754, -83.6978271 42.3008742, -83.6977733 42.3008738, -83.6975234 42.3008723)",,Main Street,private,yes,,,,
4505452641,4446648388,0,453870099,service,False,False,54.72,,"LINESTRING (-83.6979323 42.3008754, -83.6979352 42.3005599, -83.6979336 42.3003833)",,Wolverine Avenue,private,,,,,
2984591462,62485848,0,294837497,service,False,True,5.903,,"LINESTRING (-83.7002515 42.2932304, -83.7001879 42.293255)",,,,,parking_aisle,,,
2984591462,2984591465,0,294837497,service,False,False,174.723,,"LINESTRING (-83.7002515 42.2932304, -83.7012398 42.2932322, -83.7012417 42.2933945, -83.7003252 42.2933988)",,,,,parking_aisle,,,
2984591462,2984591465,1,"[924838627, 924838628, 924838629]",footway,False,True,19.776000000000003,,"LINESTRING (-83.7002515 42.2932304, -83.7002783 42.2932696, -83.7003198 42.2933747, -83.7003252 42.2933988)",,,,,,,,
2984591462,2984591466,0,"[924838642, 924838627, 924838634]",footway,False,False,70.285,,"LINESTRING (-83.7002515 42.2932304, -83.7002273 42.2932031, -83.7001629 42.2931505, -83.7000999 42.2931029, -83.7000261 42.2930612, -83.6999269 42.2930225, -83.6998209 42.2929987, -83.6997204 42.2929878, -83.6996412 42.2929858, -83.6995594 42.2929918, -83.6995141 42.2929954)",,,,,,,,
4505452647,4505452646,0,453870099,service,False,True,4.883,,"LINESTRING (-83.6980739 42.2999579, -83.6980249 42.2999827)",,Wolverine Avenue,private,,,,,
4505452647,4444313587,0,453870094,service,True,False,32.822,,"LINESTRING (-83.6980739 42.2999579, -83.6982 42.2999302, -83.6982992 42.2999103, -83.6983877 42.2999004, -83.6984625 42.2998943)",,Wolverine Avenue,private,,,,,
4505452646,4505452647,0,453870099,service,False,False,4.883,,"LINESTRING (-83.6980249 42.2999827, -83.6980739 42.2999579)",,Wolverine Avenue,private,,,,,
4505452646,8662401320,0,934714686,footway,False,False,10.245,,"LINESTRING (-83.6980249 42.2999827, -83.6981192 42.3000429)",,,,,,,,
4505452646,8662401319,0,934714686,footway,False,True,7.917,,"LINESTRING (-83.6980249 42.2999827, -83.697952 42.2999362)",,,,,,,,
4505452646,4446648388,0,453870099,service,False,True,46.653999999999996,,"LINESTRING (-83.6980249 42.2999827, -83.6979774 42.3000174, -83.6979532 42.3000651, -83.6979398 42.3001166, -83.6979344 42.3002019, -83.6979336 42.3003833)",,Wolverine Avenue,private,,,,,
2984591465,62485843,0,294837497,service,False,False,5.658,,"LINESTRING (-83.7003252 42.2933988, -83.7002588 42.2934121)",,,,,parking_aisle,,,
2984591465,2984591462,0,294837497,service,False,True,174.723,,"LINESTRING (-83.7003252 42.2933988, -83.7012417 42.2933945, -83.7012398 42.2932322, -83.7002515 42.2932304)",,,,,parking_aisle,,,
2984591465,2984591462,1,"[924838627, 924838628, 924838629]",footway,False,False,19.776000000000003,,"LINESTRING (-83.7003252 42.2933988, -83.7003198 42.2933747, -83.7002783 42.2932696, -83.7002515 42.2932304)",,,,,,,,
2984591465,8583116107,0,"[924838629, 924838630]",footway,False,True,76.68400000000001,,"LINESTRING (-83.7003252 42.2933988, -83.7003332 42.2934392, -83.7003346 42.2940622, -83.7003345 42.294088)",,,,,,,,
2984591466,62485860,0,294837498,service,False,True,5.378,,"LINESTRING (-83.6995141 42.2929954, -83.6995351 42.2930412)",,,,,parking_aisle,,,
2984591466,8583116072,0,294837498,service,False,False,175.576,,"LINESTRING (-83.6995141 42.2929954, -83.6991164 42.2923562, -83.6989093 42.292425, -83.6993074 42.2930682)",,,,,parking_aisle,,,
2984591466,8583116072,1,"[924838632, 924838633, 924838634]",footway,False,False,18.922,,"LINESTRING (-83.6995141 42.2929954, -83.6994749 42.2930047, -83.6994039 42.2930295, -83.6993381 42.2930513, -83.6993074 42.2930682)",,,,,,,,
2984591466,2984591462,0,"[924838634, 924838627, 924838642]",footway,False,True,70.28500000000001,,"LINESTRING (-83.6995141 42.2929954, -83.6995594 42.2929918, -83.6996412 42.2929858, -83.6997204 42.2929878, -83.6998209 42.2929987, -83.6999269 42.2930225, -83.7000261 42.2930612, -83.7000999 42.2931029, -83.7001629 42.2931505, -83.7002273 42.2932031, -83.7002515 42.2932304)",,,,,,,,
2984591471,62485865,0,294837499,service,False,False,4.902,,"LINESTRING (-83.699026 42.2933845, -83.6990854 42.2933881)",,,,,parking_aisle,,,
2984591471,7767825003,0,294837499,service,False,True,171.88600000000002,,"LINESTRING (-83.699026 42.2933845, -83.6980983 42.2933922, -83.6981012 42.2935663, -83.6990277 42.2935558)",,,,,parking_aisle,,,
2984591471,7767825003,1,"[924838636, 924838637, 924838638]",footway,False,False,19.098,,"LINESTRING (-83.699026 42.2933845, -83.699023 42.2934223, -83.6990216 42.2935295, -83.6990277 42.2935558)",,,,,,,,
2984591471,8583116072,0,"[924838632, 924838638, 924838631]",footway,False,True,42.964,,"LINESTRING (-83.699026 42.2933845, -83.6990391 42.2933529, -83.6990713 42.2932854, -83.6991128 42.2932289, -83.699141 42.2931932, -83.6991973 42.2931426, -83.6992711 42.293088, -83.6993074 42.2930682)",,,,,,,,
4505452658,4505474871,0,453870099,service,False,False,35.552,,"LINESTRING (-83.6979304 42.3022166, -83.6979182 42.301897)",,Wolverine Avenue,private,,,,,
4505452658,4505505966,0,"[453870099, 453877326]",service,False,True,103.708,,"LINESTRING (-83.6979304 42.3022166, -83.6979318 42.3022626, -83.6979331 42.3023777, -83.6979291 42.3024521, -83.6979197 42.3024917, -83.6978929 42.3025334, -83.6978379 42.302585, -83.6977708 42.3026306, -83.6977199 42.3026534, -83.6976649 42.3026623, -83.6976045 42.3026633, -83.6974476 42.3026475, -83.6973537 42.3026361, -83.6972702 42.3026274, -83.697142 42.302605)",,Wolverine Avenue,private,,,,,
4505452658,4446649298,0,453870100,service,False,True,54.88400000000001,,"LINESTRING (-83.6979304 42.3022166, -83.6979023 42.3021461, -83.697854 42.3020687, -83.6977896 42.3019913, -83.6977078 42.3019021, -83.6976743 42.3018515, -83.6976635 42.3018168, -83.6976591 42.3017727)",,Carrier & Gable Drive,private,,,,,
6784131188,3025096187,0,8733802,residential,False,False,42.334,,"LINESTRING (-83.7221967 42.2924017, -83.7217658 42.2926099)",2,Duffield Street,,,,,,
6784131188,62540997,0,8733802,residential,False,True,6.399,,"LINESTRING (-83.7221967 42.2924017, -83.7222618 42.2923702)",2,Duffield Street,,,,,,
6784131188,9423595951,0,"[723285298, 723285299]",footway,False,False,91.943,,"LINESTRING (-83.7221967 42.2924017, -83.7220673 42.2922733, -83.7220526 42.2922019, -83.7219804 42.2920533, -83.7219491 42.2919502, -83.7219143 42.2918371, -83.7218937 42.2917155, -83.721889 42.2916232)",,,,,,,,
6784131188,6775917372,0,"[723285297, 723285298]",footway,False,True,233.131,,"LINESTRING (-83.7221967 42.2924017, -83.7222577 42.2924688, -83.7223094 42.2924936, -83.722363 42.2925467, -83.7227447 42.2928413, -83.7231548 42.2930878, -83.7237061 42.2933611, -83.7243134 42.2936014, -83.724449 42.293631)",,,,,,,,
6784131199,6784131202,0,723285300,footway,False,False,4.537,,"LINESTRING (-83.7214793 42.2901672, -83.7214798 42.2901264)",,,,,,,,
6784131199,11012499200,0,1185535308,footway,False,False,22.464,,"LINESTRING (-83.7214793 42.2901672, -83.7212062 42.290168)",,,,,,,,
6784131199,6784131204,0,1185535308,footway,False,True,64.91199999999999,,"LINESTRING (-83.7214793 42.2901672, -83.7219084 42.2901668, -83.7219428 42.290177, -83.7219446 42.2902017, -83.7219177 42.2902142, -83.7217039 42.2903025, -83.7217026 42.290312)",,,,,,,,
6784131199,6784131205,0,"[1186536865, 1186536866, 723285301]","['steps', 'footway']",False,False,16.145,20',"LINESTRING (-83.7214793 42.2901672, -83.7214793 42.2901833, -83.7214797 42.2902815, -83.7214799 42.2903124)",,,,,,,,
6784131202,2037494940,0,193228757,service,False,False,12.899,20',"LINESTRING (-83.7214798 42.2901264, -83.7216366 42.2901249)",,,,,driveway,,,
6784131202,6784131199,0,723285300,footway,False,True,4.537,,"LINESTRING (-83.7214798 42.2901264, -83.7214793 42.2901672)",,,,,,,,
6784131202,11012499199,0,193228757,service,False,True,22.473,20',"LINESTRING (-83.7214798 42.2901264, -83.7213654 42.2901267, -83.721222 42.290127, -83.7212066 42.2901268)",,,,,driveway,,,
6784131202,6784131222,0,"[723285305, 723285300]",footway,False,False,19.347,,"LINESTRING (-83.7214798 42.2901264, -83.7214801 42.2900964, -83.7214813 42.2899928, -83.7214463 42.2899618)",,,,,,,,
6784131203,4594826567,0,723285301,footway,False,False,18.162,,"LINESTRING (-83.7214807 42.2905282, -83.7217015 42.2905272)",,,,,,,,
6784131203,6784131205,0,723285301,footway,False,True,23.996,,"LINESTRING (-83.7214807 42.2905282, -83.7214799 42.2903124)",,,,,,,,
6784131203,6784131207,0,723285304,footway,False,False,18.138,,"LINESTRING (-83.7214807 42.2905282, -83.7212602 42.2905293)",,,,,,,,
6784131204,6784131205,0,723285302,footway,False,False,18.318,,"LINESTRING (-83.7217026 42.290312, -83.7214799 42.2903124)",,,,,,,,
6784131204,4594826567,0,1185535308,footway,False,True,23.929,,"LINESTRING (-83.7217026 42.290312, -83.7217015 42.2905272)",,,,,,,,
6784131204,6784131199,0,1185535308,footway,False,False,64.912,,"LINESTRING (-83.7217026 42.290312, -83.7217039 42.2903025, -83.7219177 42.2902142, -83.7219446 42.2902017, -83.7219428 42.290177, -83.7219084 42.2901668, -83.7214793 42.2901672)",,,,,,,,
6784131205,6784131203,0,723285301,footway,False,False,23.996,,"LINESTRING (-83.7214799 42.2903124, -83.7214807 42.2905282)",,,,,,,,
6784131205,6784131204,0,723285302,footway,False,True,18.318,,"LINESTRING (-83.7214799 42.2903124, -83.7217026 42.290312)",,,,,,,,
6784131205,6784131199,0,"[1186536865, 1186536866, 723285301]","['steps', 'footway']",False,True,16.145,20',"LINESTRING (-83.7214799 42.2903124, -83.7214797 42.2902815, -83.7214793 42.2901833, -83.7214793 42.2901672)",,,,,,,,
6784131207,6784131203,0,723285304,footway,False,True,18.138,,"LINESTRING (-83.7212602 42.2905293, -83.7214807 42.2905282)",,,,,,,,
6784131218,6784131219,0,723285306,footway,False,False,18.911,,"LINESTRING (-83.7214214 42.2897987, -83.7211915 42.2897992)",,,,,,,,
6784131218,11012532020,0,"[723285305, 1186004110]",footway,False,False,65.485,,"LINESTRING (-83.7214214 42.2897987, -83.7214211 42.2897318, -83.7215993 42.2896764, -83.7216387 42.2895776, -83.7216753 42.2894725, -83.7217013 42.2893402, -83.7217062 42.2893066)",,,,,,,,
6784131218,6784131222,0,723285305,footway,False,True,19.044999999999998,,"LINESTRING (-83.7214214 42.2897987, -83.7214221 42.2899463, -83.7214463 42.2899618)",,,,,,,,
6784131219,6784131218,0,723285306,footway,False,True,18.911,,"LINESTRING (-83.7211915 42.2897992, -83.7214214 42.2897987)",,,,,,,,
6784131219,6784131225,0,723285308,footway,False,False,6.582,,"LINESTRING (-83.7211915 42.2897992, -83.7211115 42.289798)",,,,,,,,
6784131219,6784131223,0,723285306,footway,False,False,21.899,,"LINESTRING (-83.7211915 42.2897992, -83.7211949 42.2899872, -83.7212069 42.2899863)",,,,,,,,
6784131222,6784131218,0,723285305,footway,False,False,19.044999999999998,,"LINESTRING (-83.7214463 42.2899618, -83.7214221 42.2899463, -83.7214214 42.2897987)",,,,,,,,
6784131222,6784131202,0,"[723285305, 723285300]",footway,False,True,19.346999999999998,,"LINESTRING (-83.7214463 42.2899618, -83.7214813 42.2899928, -83.7214801 42.2900964, -83.7214798 42.2901264)",,,,,,,,
6784131222,6784131223,0,723285306,footway,False,True,20.64,,"LINESTRING (-83.7214463 42.2899618, -83.7214048 42.2899862, -83.7212069 42.2899863)",,,,,,,,
6784131223,6784131222,0,723285306,footway,False,False,20.64,,"LINESTRING (-83.7212069 42.2899863, -83.7214048 42.2899862, -83.7214463 42.2899618)",,,,,,,,
6784131223,6784131219,0,723285306,footway,False,True,21.899,,"LINESTRING (-83.7212069 42.2899863, -83.7211949 42.2899872, -83.7211915 42.2897992)",,,,,,,,
6784131223,11012499199,0,"[1185535307, 723285307]",footway,False,"[False, True]",15.623,,"LINESTRING (-83.7212069 42.2899863, -83.7212068 42.2900973, -83.7212066 42.2901268)",,,,,,,,
6784131225,6784131219,0,723285308,footway,False,True,6.582,,"LINESTRING (-83.7211115 42.289798, -83.7211915 42.2897992)",,,,,,,,
6784131227,6784131270,0,1021752775,footway,False,False,5.242,,"LINESTRING (-83.7229088 42.2917967, -83.7228836 42.2917534)",,,,,,,,
6784131227,6784131290,0,723285329,footway,False,True,12.002,,"LINESTRING (-83.7229088 42.2917967, -83.722901 42.2918197, -83.7229239 42.2919022)",,,,,,,,
6784131227,6784123377,0,1021752775,footway,False,True,8.7,,"LINESTRING (-83.7229088 42.2917967, -83.7229555 42.2918183, -83.723003 42.2918314)",,,,,,,,
6784131231,6784131234,0,723285309,footway,False,False,66.72800000000001,,"LINESTRING (-83.7224162 42.2913623, -83.7223986 42.2916033, -83.722359 42.291694, -83.7220881 42.291523)",,,,,,,,
6784131231,6784131270,0,"[723285309, 1021752775]",footway,False,True,60.754999999999995,,"LINESTRING (-83.7224162 42.2913623, -83.7224757 42.2913606, -83.722645 42.2915117, -83.7228061 42.2916206, -83.7228836 42.2917534)",,,,,,,,
6784131231,6784131246,0,723285311,footway,False,False,69.07300000000001,,"LINESTRING (-83.7224162 42.2913623, -83.7223846 42.291238, -83.7223905 42.2912129, -83.7225656 42.29113, -83.7225306 42.2910842, -83.7225679 42.2910713, -83.722666 42.2912069, -83.7227092 42.2912017, -83.7227676 42.2911853)",,,,,,,,
6784131234,6784131236,0,723285309,footway,False,False,15.945,,"LINESTRING (-83.7220881 42.291523, -83.7220068 42.2915929, -83.7219431 42.2916129)",,,,,,,,
6784131234,6784131231,0,723285309,footway,False,True,66.728,,"LINESTRING (-83.7220881 42.291523, -83.722359 42.291694, -83.7223986 42.2916033, -83.7224162 42.2913623)",,,,,,,,
6784131234,6784131238,0,723285310,footway,False,False,17.584,,"LINESTRING (-83.7220881 42.291523, -83.7219889 42.2914254, -83.7219411 42.2914185)",,,,,,,,
6784131236,9423595951,0,723285309,footway,False,False,4.595,,"LINESTRING (-83.7219431 42.2916129, -83.721889 42.2916232)",,,,,,,,
6784131236,6784131234,0,723285309,footway,False,True,15.945,,"LINESTRING (-83.7219431 42.2916129, -83.7220068 42.2915929, -83.7220881 42.291523)",,,,,,,,
6784131236,62540997,0,1186536869,residential,False,False,89.526,,"LINESTRING (-83.7219431 42.2916129, -83.7219459 42.2917017, -83.7219683 42.2918367, -83.7220088 42.2919688, -83.7220737 42.2921156, -83.7221479 42.2922282, -83.7222618 42.2923702)",2,Baits Drive,,,,,,
6784131236,6784131238,0,1186536869,residential,False,True,21.617,,"LINESTRING (-83.7219431 42.2916129, -83.7219414 42.2915442, -83.7219411 42.2914185)",2,Baits Drive,,,,,,
6784131238,11020511524,0,723285310,footway,False,False,4.5,,"LINESTRING (-83.7219411 42.2914185, -83.7218864 42.2914194)",,,,,,,,
6784131238,6784131234,0,723285310,footway,False,True,17.584,,"LINESTRING (-83.7219411 42.2914185, -83.7219889 42.2914254, -83.7220881 42.291523)",,,,,,,,
6784131238,6784131236,0,1186536869,residential,False,False,21.617,,"LINESTRING (-83.7219411 42.2914185, -83.7219414 42.2915442, -83.7219431 42.2916129)",2,Baits Drive,,,,,,
6784131238,4594826570,0,1186536869,residential,False,True,92.29299999999999,,"LINESTRING (-83.7219411 42.2914185, -83.7219407 42.2912009, -83.7219441 42.290636, -83.7219445 42.2905885)",2,Baits Drive,,,,,,
6784131246,6784131254,0,723285313,footway,False,False,17.897,,"LINESTRING (-83.7227676 42.2911853, -83.7227532 42.2910247)",,,,,,,,
6784131246,6784131264,0,723285311,footway,False,False,24.063,,"LINESTRING (-83.7227676 42.2911853, -83.7228937 42.291124, -83.7229824 42.2910808, -83.7229967 42.2910568)",,,,,,,,
6784131246,6784131231,0,723285311,footway,False,True,69.07300000000001,,"LINESTRING (-83.7227676 42.2911853, -83.7227092 42.2912017, -83.722666 42.2912069, -83.7225679 42.2910713, -83.7225306 42.2910842, -83.7225656 42.29113, -83.7223905 42.2912129, -83.7223846 42.291238, -83.7224162 42.2913623)",,,,,,,,
6784131246,6784131267,0,723285314,footway,False,False,42.807,,"LINESTRING (-83.7227676 42.2911853, -83.7227909 42.291225, -83.7230176 42.2915227)",,,,,,,,
6784131251,6784131253,0,723285311,footway,False,True,7.777,,"LINESTRING (-83.7229434 42.29092, -83.7229906 42.2909806)",,,,,,,,
6784131252,6784131253,0,723285312,footway,False,False,8.924,,"LINESTRING (-83.7230828 42.2909383, -83.7229906 42.2909806)",,,,,,,,
6784131253,6784131251,0,723285311,footway,False,False,7.777,,"LINESTRING (-83.7229906 42.2909806, -83.7229434 42.29092)",,,,,,,,
6784131253,6784131252,0,723285312,footway,False,True,8.924,,"LINESTRING (-83.7229906 42.2909806, -83.7230828 42.2909383)",,,,,,,,
6784131253,6784131264,0,723285311,footway,False,True,8.918,,"LINESTRING (-83.7229906 42.2909806, -83.7229999 42.2909927, -83.7230081 42.2910376, -83.7229967 42.2910568)",,,,,,,,
6784131253,385192148,0,910263862,footway,False,False,69.163,,"LINESTRING (-83.7229906 42.2909806, -83.7230402 42.2908332, -83.7231139 42.290715, -83.7233111 42.2905763, -83.723494 42.290546)",,,,,,,,
6784131254,6784131246,0,723285313,footway,False,True,17.897,,"LINESTRING (-83.7227532 42.2910247, -83.7227676 42.2911853)",,,,,,,,
7199088820,2370397004,0,228360894,service,False,False,15.166,,"LINESTRING (-83.7155955 42.2975194, -83.7157799 42.29752)",,,,,parking_aisle,,,
7199088820,2370397005,0,228360894,service,False,True,28.412,,"LINESTRING (-83.7155955 42.2975194, -83.7152501 42.2975237)",,,,,parking_aisle,,,
7199088820,2370397005,1,228360899,service,False,True,70.637,,"LINESTRING (-83.7155955 42.2975194, -83.7155962 42.2977111, -83.7152507 42.2977117, -83.7152501 42.2975237)",,,,,parking_aisle,,,
6784131256,6784131267,0,723285314,footway,False,True,19.327,,"LINESTRING (-83.723133 42.2916741, -83.7230176 42.2915227)",,,,,,,,
6784131256,6784131266,0,723285316,footway,False,False,19.182,,"LINESTRING (-83.723133 42.2916741, -83.7232585 42.2915287)",,,,,,,,
6784131256,6784123377,0,723285316,footway,False,True,20.501,,"LINESTRING (-83.723133 42.2916741, -83.723003 42.2918314)",,,,,,,,
6784131260,34965222,0,723285316,footway,False,False,24.605,,"LINESTRING (-83.7235237 42.2915066, -83.7238228 42.2915101)",,,,,,,,
6784131260,6784131265,0,723285316,footway,False,True,15.288,,"LINESTRING (-83.7235237 42.2915066, -83.7233379 42.2915029)",,,,,,,,
6784131260,6784131261,0,723285317,footway,False,False,16.479,,"LINESTRING (-83.7235237 42.2915066, -83.7234225 42.2913787)",,,,,,,,
6784131261,6784131260,0,723285317,footway,False,True,16.479,,"LINESTRING (-83.7234225 42.2913787, -83.7235237 42.2915066)",,,,,,,,
6784131264,6784131253,0,723285311,footway,False,False,8.918,,"LINESTRING (-83.7229967 42.2910568, -83.7230081 42.2910376, -83.7229999 42.2909927, -83.7229906 42.2909806)",,,,,,,,
6784131264,6784131246,0,723285311,footway,False,True,24.063000000000002,,"LINESTRING (-83.7229967 42.2910568, -83.7229824 42.2910808, -83.7228937 42.291124, -83.7227676 42.2911853)",,,,,,,,
6784131264,6784131268,0,723285318,footway,False,True,18.116,,"LINESTRING (-83.7229967 42.2910568, -83.7230291 42.2910687, -83.7231212 42.2911866)",,,,,,,,
6784131265,6784131260,0,723285316,footway,False,False,15.288,,"LINESTRING (-83.7233379 42.2915029, -83.7235237 42.2915066)",,,,,,,,
6784131265,6784131266,0,723285316,footway,False,True,7.461,,"LINESTRING (-83.7233379 42.2915029, -83.7233038 42.2915036, -83.7232585 42.2915287)",,,,,,,,
6784131265,6784131268,0,723285318,footway,False,False,39.741,,"LINESTRING (-83.7233379 42.2915029, -83.7233233 42.2914452, -83.7231212 42.2911866)",,,,,,,,
6784131266,6784131256,0,723285316,footway,False,True,19.182,,"LINESTRING (-83.7232585 42.2915287, -83.723133 42.2916741)",,,,,,,,
6784131266,6784131267,0,723285319,footway,False,False,19.826,,"LINESTRING (-83.7232585 42.2915287, -83.7230176 42.2915227)",,,,,,,,
6784131266,6784131265,0,723285316,footway,False,False,7.461,,"LINESTRING (-83.7232585 42.2915287, -83.7233038 42.2915036, -83.7233379 42.2915029)",,,,,,,,
6784131267,6784131256,0,723285314,footway,False,False,19.327,,"LINESTRING (-83.7230176 42.2915227, -83.723133 42.2916741)",,,,,,,,
6784131267,6784131266,0,723285319,footway,False,True,19.826,,"LINESTRING (-83.7230176 42.2915227, -83.7232585 42.2915287)",,,,,,,,
6784131267,6784131246,0,723285314,footway,False,True,42.807,,"LINESTRING (-83.7230176 42.2915227, -83.7227909 42.291225, -83.7227676 42.2911853)",,,,,,,,
6784131268,6784131269,0,723285320,footway,False,False,7.391,,"LINESTRING (-83.7231212 42.2911866, -83.723197 42.2911509)",,,,,,,,
6784131268,6784131264,0,723285318,footway,False,False,18.116,,"LINESTRING (-83.7231212 42.2911866, -83.7230291 42.2910687, -83.7229967 42.2910568)",,,,,,,,
6784131268,6784131265,0,723285318,footway,False,True,39.741,,"LINESTRING (-83.7231212 42.2911866, -83.7233233 42.2914452, -83.7233379 42.2915029)",,,,,,,,
6784131269,6784131268,0,723285320,footway,False,True,7.391,,"LINESTRING (-83.723197 42.2911509, -83.7231212 42.2911866)",,,,,,,,
6784131270,6784131271,0,723285321,footway,False,False,5.664,,"LINESTRING (-83.7228836 42.2917534, -83.7228215 42.2917754)",,,,,,,,
6784131270,6784131227,0,1021752775,footway,False,True,5.242,,"LINESTRING (-83.7228836 42.2917534, -83.7229088 42.2917967)",,,,,,,,
6784131270,6784131231,0,"[723285309, 1021752775]",footway,False,False,60.754999999999995,,"LINESTRING (-83.7228836 42.2917534, -83.7228061 42.2916206, -83.722645 42.2915117, -83.7224757 42.2913606, -83.7224162 42.2913623)",,,,,,,,
6784131271,6784131270,0,723285321,footway,False,True,5.664,,"LINESTRING (-83.7228215 42.2917754, -83.7228836 42.2917534)",,,,,,,,
6784131272,6784131275,0,723285295,footway,False,False,24.101,,"LINESTRING (-83.7236049 42.2926346, -83.7234598 42.2924463)",,,,,,,,
6784131272,6784131273,0,723285322,footway,False,False,9.575,,"LINESTRING (-83.7236049 42.2926346, -83.723505 42.2926788)",,,,,,,,
6784131272,6784123368,0,"[723285293, 723285294, 723285295]",footway,False,True,126.646,,"LINESTRING (-83.7236049 42.2926346, -83.7236913 42.2927468, -83.7237292 42.292803, -83.7239061 42.2930248, -83.7239163 42.2932401, -83.7241981 42.2933682, -83.7243894 42.2935049, -83.7244334 42.2935074)",,,,,,,,
6784131273,6784131272,0,723285322,footway,False,True,9.575,,"LINESTRING (-83.723505 42.2926788, -83.7236049 42.2926346)",,,,,,,,
6784131274,6784131275,0,723285323,footway,False,False,6.445,,"LINESTRING (-83.7233909 42.2924739, -83.7234598 42.2924463)",,,,,,,,
6784131275,6784131277,0,723285295,footway,False,False,18.849,,"LINESTRING (-83.7234598 42.2924463, -83.7233464 42.292299)",,,,,,,,
