element_type,osmid,amenity,bicycle_parking,capacity,covered,geometry,access,fee,lit,operator,surface,nodes,building,description,layer
way,570765997,bicycle_parking,bollard,12,no,"POLYGON ((-83.7398637 42.2732313, -83.7398014 42.2732316, -83.7398012 42.2732009, -83.7398634 42.2732006, -83.7398637 42.2732313))",permissive,,,The University of Michigan,,"[5487177600, 5487177601, 5487177602, 5487177603, 5487177600]",,,
way,570765998,bicycle_parking,bollard,36,no,"POLYGON ((-83.739459 42.2734969, -83.7393951 42.2734972, -83.7393945 42.2734298, -83.7394255 42.2734296, -83.7394584 42.2734294, -83.739459 42.2734969))",permissive,,,The University of Michigan,,"[5487177604, 5487177605, 5487177606, 5487177608, 5487177607, 5487177604]",,,
way,570766001,bicycle_parking,bollard,12,no,"POLYGON ((-83.7401065 42.2732283, -83.7400416 42.2732291, -83.7400409 42.273198, -83.7401058 42.2731972, -83.7401065 42.2732283))",permissive,,,The University of Michigan,,"[5487177612, 5487177613, 5487177614, 5487177615, 5487177612]",,,
way,570786733,bicycle_parking,bollard,168,no,"POLYGON ((-83.7414746 42.27404, -83.7414714 42.273833, -83.7413556 42.273834, -83.7413588 42.2740409, -83.7414746 42.27404))",,,,,,"[5487360418, 5487360419, 5487360420, 5487360721, 5487360418]",,,
way,570808242,bicycle_parking,bollard,30,no,"POLYGON ((-83.7412375 42.2757273, -83.7412363 42.27569, -83.7409732 42.2756945, -83.7409744 42.2757318, -83.7412375 42.2757273))",permissive,,,The University of Michigan,,"[5487575201, 5487575202, 5487575203, 5487575204, 5487575201]",,,
way,570808251,bicycle_parking,bollard,16,no,"POLYGON ((-83.7425385 42.2763549, -83.7425551 42.2763546, -83.7425533 42.2762893, -83.7425367 42.2762895, -83.7425385 42.2763549))",permissive,,,The University of Michigan,,"[5487584479, 5487584480, 5487584481, 5487584482, 5487584479]",,,
way,570808253,bicycle_parking,bollard,44,,"POLYGON ((-83.742955 42.2754869, -83.7427777 42.2754885, -83.7427775 42.275474, -83.7429548 42.2754724, -83.742955 42.2754869))",permissive,,,The University of Michigan,,"[5487584497, 5487584498, 5487584499, 5487584500, 5487584497]",,,
way,570808254,bicycle_parking,bollard,12,no,"POLYGON ((-83.7408519 42.2748588, -83.7408746 42.2748587, -83.7408742 42.2748128, -83.7408516 42.2748129, -83.7408519 42.2748588))",permissive,,,The University of Michigan,,"[5487584501, 5487584502, 5487584503, 5487584504, 5487584501]",,,
way,570810667,bicycle_parking,bollard,20,no,"POLYGON ((-83.7425953 42.2741087, -83.7426151 42.2741086, -83.7426139 42.2740196, -83.7425941 42.2740198, -83.7425953 42.2741087))",permissive,,,The University of Michigan,,"[5487604124, 5487604125, 5487604126, 5487604127, 5487604124]",,,
way,571126506,bicycle_parking,bollard,96,no,"POLYGON ((-83.7390251 42.2765735, -83.7390936 42.2765727, -83.7390903 42.2764167, -83.7390218 42.2764175, -83.7390251 42.2765735))",permissive,,,The University of Michigan,,"[5489821555, 5489821556, 5489821557, 5489821558, 5489821555]",,,
way,571127580,bicycle_parking,bollard,8,no,"POLYGON ((-83.7381036 42.2747764, -83.7381355 42.2747761, -83.7381354 42.2747663, -83.7381035 42.2747666, -83.7381036 42.2747764))",permissive,,,The University of Michigan,,"[5489837699, 5489837700, 5489837701, 5489837702, 5489837699]",,,
way,571127581,bicycle_parking,bollard,24,no,"POLYGON ((-83.7380454 42.2737327, -83.7381091 42.2737321, -83.7381099 42.2737828, -83.7380462 42.2737834, -83.7380454 42.2737327))",permissive,,,The University of Michigan,,"[5489837703, 5489837704, 5489837705, 5489837706, 5489837703]",,,
way,571127582,bicycle_parking,bollard,96,no,"POLYGON ((-83.7376736 42.2732982, -83.7376725 42.273245, -83.7372805 42.2732496, -83.7372816 42.2733028, -83.7376736 42.2732982))",permissive,,,The University of Michigan,,"[5489837709, 5489837710, 5489837711, 5489837712, 5489837709]",,,
way,571127583,bicycle_parking,bollard,72,no,"POLYGON ((-83.7361993 42.273288, -83.7361985 42.273247, -83.7359766 42.2732495, -83.7359774 42.2732905, -83.7361993 42.273288))",permissive,,,The University of Michigan,,"[5489837713, 5489837714, 5489837715, 5489837716, 5489837713]",,,
way,571127584,bicycle_parking,bollard,44,no,"POLYGON ((-83.7356124 42.2731273, -83.7356108 42.2730491, -83.7355642 42.2730503, -83.7355655 42.2730794, -83.7355587 42.2730796, -83.7355597 42.2731279, -83.7356124 42.2731273))",permissive,,,The University of Michigan,,"[5489837717, 5489837718, 5489837719, 5489837722, 5489837720, 5489837721, 5489837717]",,,
way,571127585,bicycle_parking,bollard,32,no,"POLYGON ((-83.7356013 42.2727782, -83.7355511 42.2727786, -83.7355516 42.2728082, -83.7355454 42.2728082, -83.7355461 42.2728486, -83.7356024 42.2728481, -83.7356013 42.2727782))",permissive,,,The University of Michigan,,"[5489837723, 5489837724, 5489837725, 5489837728, 5489837727, 5489837726, 5489837723]",,,
way,571127586,bicycle_parking,bollard,84,no,"POLYGON ((-83.735533 42.2725756, -83.7354627 42.2725765, -83.7354593 42.2724271, -83.7355288 42.2724265, -83.735533 42.2725756))",permissive,,,The University of Michigan,,"[5489837729, 5489837730, 5489837731, 5489837732, 5489837729]",,,
way,571152866,bicycle_parking,bollard,12,no,"POLYGON ((-83.7409963 42.2761298, -83.7409961 42.276119, -83.7408946 42.2761203, -83.7408948 42.276131, -83.7409963 42.2761298))",permissive,,,The University of Michigan,,"[5489994190, 5489994191, 5489994192, 5489994193, 5489994190]",,,
way,571152867,bicycle_parking,bollard,60,no,"POLYGON ((-83.7401951 42.276957, -83.7401957 42.2769768, -83.7401593 42.2769774, -83.7401612 42.2770479, -83.7402392 42.2770467, -83.7402368 42.2769564, -83.7401951 42.276957))",,,,The University of Michigan,,"[5489994196, 5489994197, 5489994198, 5489994199, 5489994200, 5489994201, 5489994196]",,,
way,571152868,bicycle_parking,bollard,100,no,"POLYGON ((-83.739333 42.2777081, -83.7393277 42.2775972, -83.7394518 42.2775933, -83.7394567 42.2777045, -83.739333 42.2777081))",permissive,,,The University of Michigan,,"[5489994202, 5489994203, 5489994204, 5489994205, 5489994202]",,,
way,584215301,bicycle_parking,stands,18,no,"POLYGON ((-83.7385524 42.2805029, -83.7385513 42.2804387, -83.738504 42.2804392, -83.7385051 42.2805033, -83.7385524 42.2805029))",,,,,,"[5584735842, 5584735843, 5584735844, 5584735845, 5584735842]",,,
