u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,access,geometry,tunnel,bridge,service
6768922416,6768922415,0,721555157,,,service,,False,True,19.956,destination,"LINESTRING (-0.1765748 51.4990911, -0.1765459 51.498946, -0.1765393 51.498913)",,,
6768922419,6524005153,0,694684572,,,service,,False,False,6.392,destination,"LINESTRING (-0.1788393 51.4993918, -0.1789309 51.4993845)",,,
6768922419,6524005152,0,694684572,,,service,,False,True,17.166,destination,"LINESTRING (-0.1788393 51.4993918, -0.1785929 51.4994092)",,,
6768922419,7369617643,0,788244262,,,footway,,False,True,5.33,,"LINESTRING (-0.1788393 51.4993918, -0.1788914 51.4993565)",,,
6768922419,6731316344,0,788244262,,,footway,,False,False,18.197,,"LINESTRING (-0.1788393 51.4993918, -0.1787981 51.49943, -0.1786109 51.4994461)",,,
6768922421,6768922422,0,788540039,,Callendar Road,service,,False,True,14.291,destination,"LINESTRING (-0.1785229 51.4991733, -0.1785513 51.4993006)",,,
6768922421,10565963998,0,721555158,,,footway,,False,True,47.745,,"LINESTRING (-0.1785229 51.4991733, -0.1783748 51.4991011, -0.1783347 51.4989337, -0.178383 51.4988907, -0.1783684 51.4988006)",,,
6768922421,29354062,0,788540039,,Callendar Road,service,,False,False,46.177,destination,"LINESTRING (-0.1785229 51.4991733, -0.1784749 51.4989625, -0.1784876 51.4988945, -0.1784653 51.4987613)",,,
6768922422,6768922421,0,788540039,,Callendar Road,service,,False,False,14.291,destination,"LINESTRING (-0.1785513 51.4993006, -0.1785229 51.4991733)",,,
6768922422,6524005152,0,788540039,,Callendar Road,service,,False,True,12.414,destination,"LINESTRING (-0.1785513 51.4993006, -0.1785929 51.4994092)",,,
6768922422,6768922424,0,"[721555160, 721555159]",,,service,,False,False,24.001,"['private', 'destination']","LINESTRING (-0.1785513 51.4993006, -0.1784454 51.4993094, -0.1784749 51.4994576)",,,parking_aisle
6768922424,6768922422,0,"[721555160, 721555159]",,,service,,False,True,24.001,"['private', 'destination']","LINESTRING (-0.1784749 51.4994576, -0.1784454 51.4993094, -0.1785513 51.4993006)",,,parking_aisle
6768922427,6768922428,0,721555163,,,service,,False,False,17.126,destination,"LINESTRING (-0.1773902 51.4988619, -0.1774225 51.4990146)",,,
6768922427,6768922429,0,"[701295394, 1133279012, 1133279022, 1133279023]",,Ayrton Road,service,,True,False,32.501000000000005,destination,"LINESTRING (-0.1773902 51.4988619, -0.1774271 51.4988579, -0.1775149 51.498849, -0.1778058 51.4988243, -0.1778553 51.4988239)",building_passage,,
6768922428,6768922427,0,721555163,,,service,,False,True,17.126,destination,"LINESTRING (-0.1774225 51.4990146, -0.1773902 51.4988619)",,,
6768922429,10566015717,0,701295394,,Ayrton Road,service,,True,False,2.827,destination,"LINESTRING (-0.1778553 51.4988239, -0.1778958 51.4988206)",,,
6768922429,6768922430,0,721555164,,,service,,False,False,17.744,destination,"LINESTRING (-0.1778553 51.4988239, -0.1778895 51.4989525, -0.1779006 51.4989809)",,,
6768922430,6768922429,0,721555164,,,service,,False,True,17.744,destination,"LINESTRING (-0.1779006 51.4989809, -0.1778895 51.4989525, -0.1778553 51.4988239)",,,
7368767296,6586961111,0,"[788146841, 1135833167]",,,footway,,False,False,27.932,,"LINESTRING (-0.1780317 51.4987445, -0.1780347 51.4987541, -0.1783522 51.4987291, -0.1783583 51.4987516, -0.1783636 51.4987707)",,,
7369577091,7369577093,0,"[788462336, 788235446]",,Callendar Gate,footway,,False,False,20.543,permissive,"LINESTRING (-0.1786364 51.4995682, -0.1785412 51.4996702, -0.178551 51.4997367)",,,
7369577091,6731316344,0,788540039,,Callendar Road,service,,False,False,13.690999999999999,destination,"LINESTRING (-0.1786364 51.4995682, -0.1786264 51.499521, -0.1786109 51.4994461)",,,
7369577091,27481062,0,"[4622083, 788540039]",,Callendar Road,service,,False,True,17.886000000000003,destination,"LINESTRING (-0.1786364 51.4995682, -0.178655 51.4996563, -0.178671 51.4997276)",,,
7369577093,7369577091,0,"[788462336, 788235446]",,Callendar Gate,footway,,False,True,20.543,permissive,"LINESTRING (-0.178551 51.4997367, -0.1785412 51.4996702, -0.1786364 51.4995682)",,,
7369577093,2920576165,0,"[943673803, 299032751]",2,Prince Consort Road,residential,20 mph,False,False,31.127999999999997,,"LINESTRING (-0.178551 51.4997367, -0.1783735 51.4997502, -0.1781441 51.4997675, -0.1781046 51.4997705)",,,
7369577093,27481062,0,943673803,2,Prince Consort Road,residential,20 mph,False,True,8.366999999999999,,"LINESTRING (-0.178551 51.4997367, -0.1786187 51.4997316, -0.178671 51.4997276)",,,
7369617643,6768922419,0,788244262,,,footway,,False,False,5.33,,"LINESTRING (-0.1788914 51.4993565, -0.1788393 51.4993918)",,,
7370249755,6586961108,0,"[1020546548, 701370159]",,Queen's Lawn,"['steps', 'footway']",,False,False,3.542,permissive,"LINESTRING (-0.177758 51.4983354, -0.1777869 51.4983345, -0.1778089 51.4983325)",,,
7370249758,6586284262,0,"[788306096, 701295395]",,,"['steps', 'footway']",,False,True,2.9130000000000003,permissive,"LINESTRING (-0.1775845 51.4984793, -0.177582 51.4984705, -0.1775772 51.4984535)",,,
7370281030,2920576165,0,299032751,2,Prince Consort Road,residential,20 mph,False,True,3.577,,"LINESTRING (-0.1780533 51.4997744, -0.1781046 51.4997705)",,,
7370281030,2920576167,0,"[778569041, 288499492, 288499493]",,,footway,,False,False,67.782,private,"LINESTRING (-0.1780533 51.4997744, -0.1780777 51.499894, -0.1780929 51.4999881, -0.1781604 51.5003803)",building_passage,,
7371559428,6586284273,0,716597961,,Dangoor Plaza,service,10 mph,False,False,9.087,destination,"LINESTRING (-0.176597 51.4985885, -0.1765809 51.4985074)",,,
7371559428,7371559443,0,701295397,,Dangoor Plaza,pedestrian,,False,True,23.766,,"LINESTRING (-0.176597 51.4985885, -0.1767302 51.4985774, -0.176938 51.4985639)",,,
7371559428,1770238802,0,"[1213090898, 165484891, 788238806]",,Dangoor Plaza,pedestrian,,False,"[False, True]",25.713,,"LINESTRING (-0.176597 51.4985885, -0.1765132 51.4985932, -0.1763952 51.498609, -0.1763355 51.4986143, -0.1762295 51.4986195)",building_passage,,
7371559440,6586284273,0,788306094,,Dangoor Plaza,footway,,False,False,23.654000000000003,permissive,"LINESTRING (-0.1769204 51.4984833, -0.1767143 51.4984985, -0.1765809 51.4985074)",,,
7371559440,6586284262,0,"[788462338, 788306094]",,Dangoor Plaza,footway,,False,"[False, True]",48.047,permissive,"LINESTRING (-0.1769204 51.4984833, -0.1770587 51.4984695, -0.177125 51.4984633, -0.1771305 51.4984862, -0.1775772 51.4984535)",,,
7371559440,7372138047,0,"[788462340, 788526941, 788502086]",,,"['steps', 'footway']",,False,False,7.394,permissive,"LINESTRING (-0.1769204 51.4984833, -0.1769152 51.4984591, -0.176909 51.4984308, -0.1769061 51.4984174)",,,
7371559440,7371559443,0,"[788462340, 788462341, 788462342]",,Dangoor Plaza,"['steps', 'pedestrian', 'footway']",,False,"[False, True]",9.044,permissive,"LINESTRING (-0.1769204 51.4984833, -0.1769281 51.4985184, -0.1769303 51.4985286, -0.176938 51.4985639)",,,
7371559443,26389452,0,701295397,,Dangoor Plaza,pedestrian,,False,True,67.22,,"LINESTRING (-0.176938 51.4985639, -0.1779028 51.4984953)",,,
7371559443,7371559428,0,701295397,,Dangoor Plaza,pedestrian,,False,False,23.766,,"LINESTRING (-0.176938 51.4985639, -0.1767302 51.4985774, -0.176597 51.4985885)",,,
7371559443,7371559440,0,"[788462340, 788462341, 788462342]",,Dangoor Plaza,"['footway', 'pedestrian', 'steps']",,False,"[False, True]",9.044,permissive,"LINESTRING (-0.176938 51.4985639, -0.1769303 51.4985286, -0.1769281 51.4985184, -0.1769204 51.4984833)",,,
7371864273,7371864275,0,788502085,,,footway,,False,False,52.115,permissive,"LINESTRING (-0.1770995 51.4984458, -0.1770586 51.4982166, -0.1766792 51.4982464)",,,
7371864275,7371864276,0,788502085,,,footway,,False,False,7.884,permissive,"LINESTRING (-0.1766792 51.4982464, -0.1766927 51.4983168)",,,
7371864275,7371864273,0,788502085,,,footway,,False,True,52.115,permissive,"LINESTRING (-0.1766792 51.4982464, -0.1770586 51.4982166, -0.1770995 51.4984458)",,,
7371864275,7371864280,0,788502088,,,footway,,False,False,10.791,permissive,"LINESTRING (-0.1766792 51.4982464, -0.1766624 51.4982412, -0.1765261 51.4982505)",,,
7371864276,6598449062,0,702642847,,,footway,,False,False,10.466,permissive,"LINESTRING (-0.1766927 51.4983168, -0.1765422 51.4983258)",,,
7371864276,7371864277,0,788502085,,,footway,,False,False,17.613,permissive,"LINESTRING (-0.1766927 51.4983168, -0.1767239 51.498474)",,,
7371864276,7371864275,0,788502085,,,footway,,False,True,7.884,permissive,"LINESTRING (-0.1766927 51.4983168, -0.1766792 51.4982464)",,,
7371864276,6598449060,0,"[702642846, 702642847]",,,"['steps', 'footway']",,False,True,4.082,permissive,"LINESTRING (-0.1766927 51.4983168, -0.1767072 51.4983159, -0.1767514 51.4983133)",,,
7371864277,7371864276,0,788502085,,,footway,,False,True,17.613,permissive,"LINESTRING (-0.1767239 51.498474, -0.1766927 51.4983168)",,,
7371864280,6598449062,0,716597961,,Dangoor Plaza,service,10 mph,False,True,8.447,destination,"LINESTRING (-0.1765261 51.4982505, -0.1765422 51.4983258)",,,
7371864280,26389424,0,716597961,,Dangoor Plaza,service,10 mph,False,False,27.864,destination,"LINESTRING (-0.1765261 51.4982505, -0.1764943 51.4981013, -0.1764731 51.4980021)",,,
7371864280,7371864275,0,788502088,,,footway,,False,True,10.791,permissive,"LINESTRING (-0.1765261 51.4982505, -0.1766624 51.4982412, -0.1766792 51.4982464)",,,
7372138047,7371559440,0,"[788462340, 788526941, 788502086]",,,"['steps', 'footway']",,False,True,7.394,permissive,"LINESTRING (-0.1769061 51.4984174, -0.176909 51.4984308, -0.1769152 51.4984591, -0.1769204 51.4984833)",,,
7652058100,2609483561,0,819387602,,,footway,,False,True,2.109,,"LINESTRING (-0.1744488 51.4990906, -0.1744788 51.4990873)",,,
7652058100,7652058103,0,819387603,,,steps,,False,False,3.112,,"LINESTRING (-0.1744488 51.4990906, -0.1744044 51.499095)",,,
7652058100,8339646090,0,"[843171635, 843171636]",,,footway,,False,False,23.184,,"LINESTRING (-0.1744488 51.4990906, -0.1744819 51.4992702, -0.1744376 51.499273)",,,
7652058102,26389375,0,2693172,2,Exhibition Road,living_street,20 mph,False,False,56.527,,"LINESTRING (-0.1742664 51.4992857, -0.1743629 51.4997905)",,,
7652058102,7652058104,0,2693172,2,Exhibition Road,living_street,20 mph,False,True,19.628,,"LINESTRING (-0.1742664 51.4992857, -0.1742332 51.4991104)",,,
7652058102,8339646090,0,843171635,,,footway,,False,True,11.935,,"LINESTRING (-0.1742664 51.4992857, -0.1744376 51.499273)",,,
7652058103,7652058100,0,819387603,,,steps,,False,True,3.112,,"LINESTRING (-0.1744044 51.499095, -0.1744488 51.4990906)",,,
7652058103,7652058104,0,819387604,,,footway,,False,False,11.974,,"LINESTRING (-0.1744044 51.499095, -0.1742332 51.4991104)",,,
7652058103,8339646088,0,897247528,,Exhibition Road,pedestrian,,False,False,103.914,,"LINESTRING (-0.1744044 51.499095, -0.1742131 51.4981681)",,,
7652058103,8339646090,0,897247528,,Exhibition Road,pedestrian,,False,True,19.926,,"LINESTRING (-0.1744044 51.499095, -0.1744376 51.499273)",,,
7652058104,7652058102,0,2693172,2,Exhibition Road,living_street,20 mph,False,False,19.628,,"LINESTRING (-0.1742332 51.4991104, -0.1742664 51.4992857)",,,
7652058104,25473586,0,2693172,2,Exhibition Road,living_street,20 mph,False,True,54.996,,"LINESTRING (-0.1742332 51.4991104, -0.1741403 51.4986192)",,,
7652058104,7652058103,0,819387604,,,footway,,False,True,11.974,,"LINESTRING (-0.1742332 51.4991104, -0.1744044 51.499095)",,,
7865495713,10924197720,0,"[843171634, 843171637, 843171638]",,,footway,,False,False,15.626999999999999,,"LINESTRING (-0.1734153 51.4999719, -0.1734122 51.4999579, -0.1732244 51.4999717, -0.1732224 51.4999631)",,,
7865495716,1108317727,0,23106603,2,Prince's Gardens,residential,20 mph,False,False,61.139,,"LINESTRING (-0.1732061 51.4998945, -0.1723324 51.4999751)",,,
7865495716,1108317691,0,23106603,2,Prince's Gardens,residential,20 mph,False,True,36.087,,"LINESTRING (-0.1732061 51.4998945, -0.1737218 51.4998469)",,,
7865495716,10924197720,0,843171637,,,footway,,False,True,7.711,,"LINESTRING (-0.1732061 51.4998945, -0.1732224 51.4999631)",,,
7933754373,6524005154,0,850407192,,Wells Way,service,,False,True,90.189,destination,"LINESTRING (-0.1785493 51.4978446, -0.1785546 51.4978707, -0.1787113 51.4986494)",,,
7933754373,6731316347,0,1213090895,,Imperial College Road,service,10 mph,False,False,47.459999999999994,destination,"LINESTRING (-0.1785493 51.4978446, -0.1779953 51.4978863, -0.1778687 51.4978961)",,,
7933770414,1770238794,0,850407201,,,service,,False,False,12.772,destination,"LINESTRING (-0.1748669 51.4980038, -0.1748881 51.4981179)",,,
8339646088,1770238794,0,367135152,,Imperial College Road,service,20 mph,False,True,47.058,permissive,"LINESTRING (-0.1742131 51.4981681, -0.1748881 51.4981179)",,,
8339646088,7652058103,0,897247528,,Exhibition Road,pedestrian,,False,True,103.914,,"LINESTRING (-0.1742131 51.4981681, -0.1744044 51.499095)",,,
8339646090,7652058102,0,843171635,,,footway,,False,False,11.935,,"LINESTRING (-0.1744376 51.499273, -0.1742664 51.4992857)",,,
8339646090,7652058103,0,897247528,,Exhibition Road,pedestrian,,False,False,19.926,,"LINESTRING (-0.1744376 51.499273, -0.1744044 51.499095)",,,
8339646090,7652058100,0,"[843171635, 843171636]",,,footway,,False,True,23.184,,"LINESTRING (-0.1744376 51.499273, -0.1744819 51.4992702, -0.1744488 51.4990906)",,,
8357438374,26389424,0,367135153,,Imperial College Road,service,10 mph,False,True,54.727,destination,"LINESTRING (-0.1756877 51.4980584, -0.1764731 51.4980021)",,,
8357438374,29354228,0,367135153,,Imperial College Road,service,10 mph,False,False,36.306,destination,"LINESTRING (-0.1756877 51.4980584, -0.1756461 51.4980634, -0.1751675 51.4980995)",,,
9412674892,26389452,0,1020546549,,Dangoor Plaza,pedestrian,,False,True,96.629,,"LINESTRING (-0.1767814 51.4979778, -0.1777767 51.4984371, -0.1779028 51.4984953)",,,
9412674892,26389424,0,1213090896,,Imperial College Road,pedestrian,10 mph,False,False,21.512,destination,"LINESTRING (-0.1767814 51.4979778, -0.1767399 51.4979809, -0.1764731 51.4980021)",,,
9412674892,6731316347,0,1213090896,,Imperial College Road,pedestrian,10 mph,False,True,75.813,destination,"LINESTRING (-0.1767814 51.4979778, -0.1775725 51.4979181, -0.1777812 51.4979024, -0.1778687 51.4978961)",,,
10565963992,6524005140,0,110085214,,Sherfield Walkway,footway,,False,False,71.303,,"LINESTRING (-0.17901 51.4986962, -0.1790053 51.4986778, -0.178014 51.4987603)",,yes,
10565963998,10565964001,0,1133279015,,,footway,,False,True,22.081,,"LINESTRING (-0.1783684 51.4988006, -0.1780517 51.4988243)",,,
10565963998,6768922421,0,721555158,,,footway,,False,False,47.745000000000005,,"LINESTRING (-0.1783684 51.4988006, -0.178383 51.4988907, -0.1783347 51.4989337, -0.1783748 51.4991011, -0.1785229 51.4991733)",,,
10565963998,6586961111,0,"[1135833166, 721555158]",,,footway,,False,True,3.341,,"LINESTRING (-0.1783684 51.4988006, -0.178367 51.4987921, -0.1783636 51.4987707)",,,
10565964001,10565963998,0,1133279015,,,footway,,False,False,22.081,,"LINESTRING (-0.1780517 51.4988243, -0.1783684 51.4988006)",,,
10565964001,10566015716,0,"[1133279019, 1135833164]",,,footway,,False,False,2.606,,"LINESTRING (-0.1780517 51.4988243, -0.1780506 51.4988181, -0.1780477 51.498801)",,,
10565964001,10565964008,0,1133279019,,,footway,,False,True,9.967,,"LINESTRING (-0.1780517 51.4988243, -0.1779243 51.4988344, -0.1779116 51.49884)",,,
10565964003,10566015717,0,"[1133279016, 1133279017, 1133279018, 1135833163, 1135833162]",,,footway,,False,True,38.004000000000005,,"LINESTRING (-0.1773705 51.4988444, -0.1774232 51.4988407, -0.1775115 51.4988329, -0.1778032 51.498812, -0.1778925 51.4988062, -0.1778945 51.4988122, -0.1778958 51.4988206)",building_passage,,
10565964008,10565964001,0,1133279019,,,footway,,False,False,9.967,,"LINESTRING (-0.1779116 51.49884, -0.1779243 51.4988344, -0.1780517 51.4988243)",,,
10565964008,10566015717,0,"[1135833163, 1133279020]",,,footway,,False,False,2.592,,"LINESTRING (-0.1779116 51.49884, -0.1778992 51.4988339, -0.1778958 51.4988206)",,,
10565964008,10566015710,0,1133279020,,,footway,,False,True,15.901,,"LINESTRING (-0.1779116 51.49884, -0.1779076 51.4988469, -0.1779217 51.498945, -0.1779418 51.49898)",,,
10566015710,10565964008,0,1133279020,,,footway,,False,False,15.901000000000002,,"LINESTRING (-0.1779418 51.49898, -0.1779217 51.498945, -0.1779076 51.4988469, -0.1779116 51.49884)",,,
10566015716,6586961111,0,701295394,,Ayrton Road,service,,True,False,22.125,destination,"LINESTRING (-0.1780477 51.498801, -0.1783636 51.4987707)",,,
10566015716,10565964001,0,"[1133279019, 1135833164]",,,footway,,False,True,2.606,,"LINESTRING (-0.1780477 51.498801, -0.1780506 51.4988181, -0.1780517 51.4988243)",,,
10566015716,6524005140,0,"[694684569, 694684570, 1135833165, 1179693902]",,,"['steps', 'footway']",,False,True,21.023,permissive,"LINESTRING (-0.1780477 51.498801, -0.1780462 51.4987862, -0.1780454 51.4987782, -0.1780447 51.4987707, -0.1780076 51.4987736, -0.177914 51.498781, -0.1779117 51.4987686, -0.178014 51.4987603)",,yes,
10566015717,10566015716,0,701295394,,Ayrton Road,service,,True,False,10.739,destination,"LINESTRING (-0.1778958 51.4988206, -0.1779849 51.4988086, -0.1780477 51.498801)",,,
10566015717,10565964003,0,"[1133279016, 1133279017, 1135833162, 1135833163, 1133279018]",,,footway,,False,False,38.004,,"LINESTRING (-0.1778958 51.4988206, -0.1778945 51.4988122, -0.1778925 51.4988062, -0.1778032 51.498812, -0.1775115 51.4988329, -0.1774232 51.4988407, -0.1773705 51.4988444)",building_passage,,
10566015717,10565964008,0,"[1135833163, 1133279020]",,,footway,,False,True,2.592,,"LINESTRING (-0.1778958 51.4988206, -0.1778992 51.4988339, -0.1779116 51.49884)",,,
10570882360,10570882361,0,1133856629,,,footway,,False,True,3.609,,"LINESTRING (-0.1769403 51.4988522, -0.1769307 51.4988203)",,yes,
10570882361,10570882360,0,1133856629,,,footway,,False,False,3.609,,"LINESTRING (-0.1769307 51.4988203, -0.1769403 51.4988522)",,yes,
10570882361,6705384901,0,"[667213277, 1133279013, 713315215]",,"['Sherfield Walkway', 'Dalby Court']",footway,,False,"[False, True]",52.275,,"LINESTRING (-0.1769307 51.4988203, -0.1764948 51.498854, -0.1762681 51.4988719, -0.1762174 51.4988887, -0.1761879 51.498892)",building_passage,yes,
10570882361,6524005140,0,"[1133279013, 110085214]",,Sherfield Walkway,footway,,False,True,77.86699999999999,,"LINESTRING (-0.1769307 51.4988203, -0.1780092 51.4987368, -0.1780105 51.4987461, -0.178014 51.4987603)",building_passage,yes,
10922065676,10924197720,0,1175384787,,,footway,,False,True,99.324,,"LINESTRING (-0.1718016 51.500088, -0.1732224 51.4999631)",,,
10924197720,7865495716,0,843171637,,,footway,,False,False,7.711,,"LINESTRING (-0.1732224 51.4999631, -0.1732061 51.4998945)",,,
10924197720,10922065676,0,1175384787,,,footway,,False,False,99.324,,"LINESTRING (-0.1732224 51.4999631, -0.1718016 51.500088)",,,
10924197720,7865495713,0,"[843171634, 843171637, 843171638]",,,footway,,False,True,15.626999999999999,,"LINESTRING (-0.1732224 51.4999631, -0.1732244 51.4999717, -0.1734122 51.4999579, -0.1734153 51.4999719)",,,
