u,v,key,osmid,oneway,name,highway,reversed,length,access,geometry,tunnel,width,bridge
2724738770,2706849478,0,265032054,False,孺子牛路,residential,False,29.823,permissive,"LINESTRING (117.2646247 31.8388128, 117.2648428 31.8388346, 117.2649294 31.8387992)",,,
2735666646,3732911006,0,265583820,False,勤奋路,pedestrian,True,16.588,permissive,"LINESTRING (117.2644754 31.840683, 117.26465 31.8406989)",,,
2735666646,3112611566,0,265583821,False,天使路,pedestrian,False,25.765,permissive,"LINESTRING (117.2644754 31.840683, 117.2644952 31.8404519)",,,
2735666646,3112601125,0,268836529,False,勤奋路,service,False,37.06,permissive,"LINESTRING (117.2644754 31.840683, 117.2640837 31.8406642)",,,
2735666646,3732911007,0,265575543,False,天使路,service,False,46.403,permissive,"LINESTRING (117.2644754 31.840683, 117.2644725 31.840738, 117.2644536 31.8410999)",,,
2735666648,3026597038,0,268206609,False,石榴园路,residential,False,7.348,permissive,"LINESTRING (117.2655081 31.8408015, 117.2655024 31.8408674)",,,
2735666648,2706849483,0,265033441,False,志学路,residential,True,134.889,permissive,"LINESTRING (117.2655081 31.8408015, 117.2656503 31.8407263, 117.2657395 31.8396582)",,,
2735666648,3732911020,0,265583820,False,勤奋路,pedestrian,False,21.895000000000003,permissive,"LINESTRING (117.2655081 31.8408015, 117.2653794 31.8407651, 117.2652838 31.8407564)",,,
2755623221,2706849493,0,265033444,False,,residential,True,76.327,permissive,"LINESTRING (117.2674312 31.8427282, 117.2666232 31.8427218)",,,
2755623221,2936366185,0,270537515,False,,service,False,118.33200000000001,permissive,"LINESTRING (117.2674312 31.8427282, 117.2674077 31.8434305, 117.2673825 31.8434826, 117.2673447 31.8435116, 117.2670364 31.843504)",,,
2755623225,2936366181,0,270537515,False,,service,True,107.729,permissive,"LINESTRING (117.2646226 31.8434444, 117.2657626 31.8434725)",,,
2755623225,3026593081,0,268206608,False,,residential,True,41.498999999999995,permissive,"LINESTRING (117.2646226 31.8434444, 117.2646298 31.8432377, 117.2646129 31.8430719)",,,
2758031713,2724738770,0,265583821,False,天使路,pedestrian,False,50.436,permissive,"LINESTRING (117.2645816 31.8392649, 117.2646247 31.8388128)",,,
2758031713,2706849490,0,265583821,False,天使路,pedestrian,True,24.358,permissive,"LINESTRING (117.2645816 31.8392649, 117.2645633 31.8394834)",,,
2758031713,2896638822,0,"[270829481, 286026285, 286026286]",False,,"['footway', 'service']","[False, True]",75.487,permissive,"LINESTRING (117.2645816 31.8392649, 117.2648668 31.8392819, 117.265117 31.8392964, 117.2650956 31.8395186)",,,
2768927314,10586958105,0,1135725450,False,,footway,True,29.578,,"LINESTRING (117.2648351 31.8400318, 117.2645229 31.8400114)",,,
2768927314,3112611574,0,306373632,False,,footway,False,15.495000000000001,,"LINESTRING (117.2648351 31.8400318, 117.2648416 31.8399646, 117.2648466 31.8398928)",,,
2768927314,2768927317,0,306373632,False,,footway,True,13.791,,"LINESTRING (117.2648351 31.8400318, 117.2648307 31.840076, 117.264823 31.8401554)",,,
2768927317,2768927314,0,306373632,False,,footway,False,13.791,,"LINESTRING (117.264823 31.8401554, 117.2648307 31.840076, 117.2648351 31.8400318)",,,
2894917848,2894917870,0,285860416,False,,footway,False,22.917,,"LINESTRING (117.264472 31.8383822, 117.2644494 31.8385874)",,,
2894917848,2894917872,0,285860413,False,,footway,False,10.040000000000001,,"LINESTRING (117.264472 31.8383822, 117.2644493 31.8383764, 117.2644302 31.8383644, 117.264417 31.8383477, 117.2644112 31.8383281, 117.2644123 31.8383185)",,,
2894917848,2894917862,0,285860413,False,,footway,True,10.411,,"LINESTRING (117.264472 31.8383822, 117.264494 31.8383814, 117.2645147 31.8383749, 117.2645318 31.8383632, 117.2645438 31.8383474, 117.2645494 31.8383293)",,,
2894917850,2894917871,0,285860417,False,,footway,False,23.152,,"LINESTRING (117.2644853 31.8382649, 117.2644986 31.838057)",,,
2894917850,2894917862,0,285860413,False,,footway,False,10.401,,"LINESTRING (117.2644853 31.8382649, 117.2645067 31.8382692, 117.2645255 31.838279, 117.2645397 31.8382933, 117.264548 31.8383107, 117.2645494 31.8383293)",,,
2894917850,2894917872,0,285860413,False,,footway,True,10.117,,"LINESTRING (117.2644853 31.8382649, 117.2644617 31.838267, 117.2644403 31.8382756, 117.2644236 31.8382899, 117.2644135 31.8383081, 117.2644123 31.8383185)",,,
2894917862,2894917867,0,285860414,False,,footway,False,20.442,,"LINESTRING (117.2645494 31.8383293, 117.2647653 31.8383418)",,,
2894917862,2894917848,0,285860413,False,,footway,False,10.411,,"LINESTRING (117.2645494 31.8383293, 117.2645438 31.8383474, 117.2645318 31.8383632, 117.2645147 31.8383749, 117.264494 31.8383814, 117.264472 31.8383822)",,,
2894917862,2894917850,0,285860413,False,,footway,True,10.401,,"LINESTRING (117.2645494 31.8383293, 117.264548 31.8383107, 117.2645397 31.8382933, 117.2645255 31.838279, 117.2645067 31.8382692, 117.2644853 31.8382649)",,,
2894917867,2894917862,0,285860414,False,,footway,True,20.442,,"LINESTRING (117.2647653 31.8383418, 117.2645494 31.8383293)",,,
2894917867,2894917875,0,285860420,False,,steps,False,13.911,,"LINESTRING (117.2647653 31.8383418, 117.2649123 31.8383493)",,,
2894917867,2894917876,0,"[285860421, 285860415]",False,,"['steps', 'footway']",False,29.451,,"LINESTRING (117.2647653 31.8383418, 117.2647847 31.8381963, 117.2649236 31.8382064)",,,
2894917867,2894917874,0,"[285860419, 285860415]",False,,"['steps', 'footway']","[False, True]",30.554000000000002,,"LINESTRING (117.2647653 31.8383418, 117.2647534 31.8384912, 117.2649004 31.8384974)",,,
2894917870,2894917848,0,285860416,False,,footway,True,22.917,,"LINESTRING (117.2644494 31.8385874, 117.264472 31.8383822)",,,
2894917871,2894917850,0,285860417,False,,footway,True,23.152,,"LINESTRING (117.2644986 31.838057, 117.2644853 31.8382649)",,,
2894917872,2894917873,0,285860418,False,,footway,False,48.82,,"LINESTRING (117.2644123 31.8383185, 117.2638973 31.8382818)",,,
2894917872,2894917850,0,285860413,False,,footway,False,10.117,,"LINESTRING (117.2644123 31.8383185, 117.2644135 31.8383081, 117.2644236 31.8382899, 117.2644403 31.8382756, 117.2644617 31.838267, 117.2644853 31.8382649)",,,
2894917872,2894917848,0,285860413,False,,footway,True,10.04,,"LINESTRING (117.2644123 31.8383185, 117.2644112 31.8383281, 117.264417 31.8383477, 117.2644302 31.8383644, 117.2644493 31.8383764, 117.264472 31.8383822)",,,
2894917873,3026584617,0,265032057,False,玉泉南路,residential,False,13.608,permissive,"LINESTRING (117.2638973 31.8382818, 117.2639086 31.8381598)",,,
2894917873,2706839903,0,265032057,False,玉泉南路,residential,True,53.878,permissive,"LINESTRING (117.2638973 31.8382818, 117.2638582 31.8387652)",,,
2894917873,2894917872,0,285860418,False,,footway,True,48.82,,"LINESTRING (117.2638973 31.8382818, 117.2644123 31.8383185)",,,
2894917874,2894917867,0,"[285860419, 285860415]",False,,"['steps', 'footway']","[False, True]",30.554000000000002,,"LINESTRING (117.2649004 31.8384974, 117.2647534 31.8384912, 117.2647653 31.8383418)",,,
2894917875,2894917867,0,285860420,False,,steps,True,13.911,,"LINESTRING (117.2649123 31.8383493, 117.2647653 31.8383418)",,,
2894917876,2894917867,0,"[285860421, 285860415]",False,,"['steps', 'footway']",True,29.451,,"LINESTRING (117.2649236 31.8382064, 117.2647847 31.8381963, 117.2647653 31.8383418)",,,
2894949810,2706839947,0,369507587,False,理化路,residential,False,13.768,permissive,"LINESTRING (117.2620729 31.8358716, 117.2622179 31.8358841)",,,
2894949810,2708347218,0,369507587,False,理化路,residential,True,67.378,permissive,"LINESTRING (117.2620729 31.8358716, 117.2613606 31.8358405)",,,
2894949810,2894949813,0,285860081,False,,service,False,36.613,permissive,"LINESTRING (117.2620729 31.8358716, 117.2620272 31.8357998, 117.2620646 31.8357375, 117.2620673 31.8355598)",,,
2894949813,2894949810,0,285860081,False,,service,True,36.613,permissive,"LINESTRING (117.2620673 31.8355598, 117.2620646 31.8357375, 117.2620272 31.8357998, 117.2620729 31.8358716)",,,
2894949813,2894949813,0,285860082,False,,service,False,37.645,permissive,"LINESTRING (117.2620673 31.8355598, 117.2620553 31.835554, 117.2620372 31.8355464, 117.2620229 31.8355343, 117.2620138 31.835519, 117.2620108 31.8355021, 117.2620142 31.8354852, 117.2620237 31.8354701, 117.2620383 31.8354582, 117.2620566 31.8354509, 117.2620766 31.8354489, 117.2620977 31.8354527, 117.2621161 31.8354623, 117.2621296 31.8354767, 117.2621367 31.835494, 117.2621364 31.8355124, 117.262129 31.8355296, 117.2621151 31.8355437, 117.2620965 31.835553, 117.2620673 31.8355598)",,,
2894949813,2894949813,1,285860082,False,,service,True,37.644999999999996,permissive,"LINESTRING (117.2620673 31.8355598, 117.2620965 31.835553, 117.2621151 31.8355437, 117.262129 31.8355296, 117.2621364 31.8355124, 117.2621367 31.835494, 117.2621296 31.8354767, 117.2621161 31.8354623, 117.2620977 31.8354527, 117.2620766 31.8354489, 117.2620566 31.8354509, 117.2620383 31.8354582, 117.2620237 31.8354701, 117.2620142 31.8354852, 117.2620108 31.8355021, 117.2620138 31.835519, 117.2620229 31.8355343, 117.2620372 31.8355464, 117.2620553 31.835554, 117.2620673 31.8355598)",,,
2896638821,3026584404,0,265033440,False,,service,False,10.404,permissive,"LINESTRING (117.2649847 31.8380529, 117.2649782 31.8381463)",,,
2896638821,2706849481,0,286026284,False,,service,True,81.099,permissive,"LINESTRING (117.2649847 31.8380529, 117.2658421 31.83809)",,,
2896638821,2706849473,0,265033440,False,,service,True,94.85699999999999,permissive,"LINESTRING (117.2649847 31.8380529, 117.264998 31.8376663, 117.2649708 31.8373333, 117.2649204 31.8372079)",,,
2896638822,2706849490,0,265033443,False,,service,False,50.435,permissive,"LINESTRING (117.2650956 31.8395186, 117.2645633 31.8394834)",,,
2896638822,2706849489,0,265033443,False,,service,True,61.052,permissive,"LINESTRING (117.2650956 31.8395186, 117.2657395 31.8395659)",,,
2896638822,2936366187,0,290099138,False,,steps,False,12.603,,"LINESTRING (117.2650956 31.8395186, 117.265092 31.8396319)",,,
2896638822,2758031713,0,"[270829481, 286026285, 286026286]",False,,"['footway', 'service']","[False, True]",75.48700000000001,permissive,"LINESTRING (117.2650956 31.8395186, 117.265117 31.8392964, 117.2648668 31.8392819, 117.2645816 31.8392649)",,,
2896638824,3114546340,0,268206609,False,石榴园路,residential,True,32.196,permissive,"LINESTRING (117.2653774 31.8427547, 117.2653941 31.8424655)",,,
2896638824,3026597041,0,286026287,False,,service,True,58.263,permissive,"LINESTRING (117.2653774 31.8427547, 117.265994 31.8427682)",,,
2896638824,3027585766,0,298812616,False,,footway,True,44.767,,"LINESTRING (117.2653774 31.8427547, 117.2652974 31.8427795, 117.2652465 31.8428168, 117.2651399 31.8430745)",,,
2896638824,3664675488,0,334120553,False,,footway,True,60.775999999999996,,"LINESTRING (117.2653774 31.8427547, 117.26545 31.8427001, 117.2659962 31.8427139)",,,
2896638825,2896638826,0,265033444,False,,residential,False,43.289,permissive,"LINESTRING (117.2665701 31.8431701, 117.2665726 31.8427808)",,,
2896638825,2936366183,0,290099136,False,,service,True,73.465,permissive,"LINESTRING (117.2665701 31.8431701, 117.265793 31.8431434)",,,
2896638825,2936366185,0,290099136,False,,service,False,79.56,permissive,"LINESTRING (117.2665701 31.8431701, 117.2670289 31.8431784, 117.2670364 31.843504)",,,
2896638826,2936366180,0,265033444,False,,residential,False,3.295,permissive,"LINESTRING (117.2665726 31.8427808, 117.2666048 31.8427694)",,,
2896638826,2896638825,0,265033444,False,,residential,True,43.289,permissive,"LINESTRING (117.2665726 31.8427808, 117.2665701 31.8431701)",,,
2896638826,3026597041,0,286026287,False,,service,False,54.673,permissive,"LINESTRING (117.2665726 31.8427808, 117.265994 31.8427682)",,,
2936365052,3112603871,0,264872432,False,玉泉北路,service,False,76.532,permissive,"LINESTRING (117.2635745 31.8418541, 117.2635149 31.8425405)",,,
2936365052,3112603898,0,264872432,False,玉泉北路,service,True,41.903,permissive,"LINESTRING (117.2635745 31.8418541, 117.2636075 31.8414783)",,,
2936365052,2936365066,0,"[290098997, 290098999]",False,,footway,False,44.848,,"LINESTRING (117.2635745 31.8418541, 117.2635007 31.841835, 117.2634598 31.8418018, 117.2634004 31.8417578, 117.2633474 31.8417479, 117.2632937 31.8417316, 117.2632145 31.8417118, 117.2631498 31.841693)",,,yes
2936365065,2705289539,0,264872431,False,瀚海路,residential,False,45.378,permissive,"LINESTRING (117.2631373 31.8413464, 117.2636165 31.8413751)",,,
2936365065,2705289532,0,264872431,False,瀚海路,residential,True,32.036,permissive,"LINESTRING (117.2631373 31.8413464, 117.2629379 31.8413344, 117.262799 31.8413261)",,,
2936365065,2936365066,0,"[290099000, 290098999]",False,,footway,True,39.580999999999996,,"LINESTRING (117.2631373 31.8413464, 117.2631645 31.8414331, 117.2631604 31.8415027, 117.263134 31.841582, 117.2631419 31.8416233, 117.2631355 31.8416537, 117.2631414 31.8416778, 117.2631498 31.841693)",,,yes
2936365066,2936365067,0,290098998,False,,footway,False,4.193,,"LINESTRING (117.2631498 31.841693, 117.2631108 31.841711)",,,yes
2936365066,2936365065,0,"[290099000, 290098999]",False,,footway,False,39.580999999999996,,"LINESTRING (117.2631498 31.841693, 117.2631414 31.8416778, 117.2631355 31.8416537, 117.2631419 31.8416233, 117.263134 31.841582, 117.2631604 31.8415027, 117.2631645 31.8414331, 117.2631373 31.8413464)",,,yes
2936365066,2936365052,0,"[290098997, 290098999]",False,,footway,True,44.848,,"LINESTRING (117.2631498 31.841693, 117.2632145 31.8417118, 117.2632937 31.8417316, 117.2633474 31.8417479, 117.2634004 31.8417578, 117.2634598 31.8418018, 117.2635007 31.841835, 117.2635745 31.8418541)",,,yes
2936365067,2936365066,0,290098998,False,,footway,True,4.193,,"LINESTRING (117.2631108 31.841711, 117.2631498 31.841693)",,,yes
2936366180,2706849493,0,265033444,False,,residential,False,5.571,permissive,"LINESTRING (117.2666048 31.8427694, 117.2666232 31.8427218)",,,
2936366180,2896638826,0,265033444,False,,residential,True,3.295,permissive,"LINESTRING (117.2666048 31.8427694, 117.2665726 31.8427808)",,,
2936366180,3664675488,0,334120553,False,,footway,False,58.973,,"LINESTRING (117.2666048 31.8427694, 117.2665336 31.8427274, 117.2659962 31.8427139)",,,
2936366181,2755623225,0,270537515,False,,service,False,107.729,permissive,"LINESTRING (117.2657626 31.8434725, 117.2646226 31.8434444)",,,
2936366181,2936366185,0,270537515,False,,service,True,120.373,permissive,"LINESTRING (117.2657626 31.8434725, 117.2670364 31.843504)",,,
2936366181,2936366183,0,290099136,False,,service,False,36.936,permissive,"LINESTRING (117.2657626 31.8434725, 117.265761 31.8432624, 117.265793 31.8431434)",,,
2936366183,2896638825,0,290099136,False,,service,False,73.465,permissive,"LINESTRING (117.265793 31.8431434, 117.2665701 31.8431701)",,,
2936366183,2936366181,0,290099136,False,,service,True,36.936,permissive,"LINESTRING (117.265793 31.8431434, 117.265761 31.8432624, 117.2657626 31.8434725)",,,
2936366183,3027585766,0,298812615,False,,service,True,63.278,,"LINESTRING (117.265793 31.8431434, 117.2652858 31.8431355, 117.2651399 31.8430745)",,,
2936366185,2936366181,0,270537515,False,,service,False,120.373,permissive,"LINESTRING (117.2670364 31.843504, 117.2657626 31.8434725)",,,
2936366185,2755623221,0,270537515,False,,service,True,118.332,permissive,"LINESTRING (117.2670364 31.843504, 117.2673447 31.8435116, 117.2673825 31.8434826, 117.2674077 31.8434305, 117.2674312 31.8427282)",,,
2936366185,2896638825,0,290099136,False,,service,True,79.56,permissive,"LINESTRING (117.2670364 31.843504, 117.2670289 31.8431784, 117.2665701 31.8431701)",,,
2936366187,2936366196,0,290099137,False,,service,True,24.583,permissive,"LINESTRING (117.265092 31.8396319, 117.2651188 31.8398518)",,,
2936366187,2896638822,0,290099138,False,,steps,True,12.603,,"LINESTRING (117.265092 31.8396319, 117.2650956 31.8395186)",,,
2936366187,2936366189,0,290099140,False,,service,False,21.301,permissive,"LINESTRING (117.265092 31.8396319, 117.2648671 31.839618)",,,
2936366189,2936366192,0,290099139,False,,service,True,17.667,permissive,"LINESTRING (117.2648671 31.839618, 117.264856 31.8397766)",,,
2936366189,2936366187,0,290099140,False,,service,True,21.301,permissive,"LINESTRING (117.2648671 31.839618, 117.265092 31.8396319)",,,
2936366189,2936366191,0,"[290099140, 290099141]",False,,"['steps', 'service']",False,29.756,permissive,"LINESTRING (117.2648671 31.839618, 117.264743 31.8396088, 117.2645526 31.8396118)",,,
2936366191,2706839896,0,265583821,False,天使路,pedestrian,True,15.002,permissive,"LINESTRING (117.2645526 31.8396118, 117.2645402 31.8397463)",,,
2936366191,2706849490,0,265583821,False,天使路,pedestrian,False,14.313,permissive,"LINESTRING (117.2645526 31.8396118, 117.2645573 31.8395558, 117.2645633 31.8394834)",,,
2936366191,2936366189,0,"[290099140, 290099141]",False,,"['steps', 'service']",True,29.756,permissive,"LINESTRING (117.2645526 31.8396118, 117.264743 31.8396088, 117.2648671 31.839618)",,,
2936366192,2936366189,0,290099139,False,,service,False,17.667,permissive,"LINESTRING (117.264856 31.8397766, 117.2648671 31.839618)",,,
2936366192,3112611574,0,290099139,False,,service,True,12.951,permissive,"LINESTRING (117.264856 31.8397766, 117.2648466 31.8398928)",,,
2936366192,2936366196,0,290099142,False,,footway,False,31.521,,"LINESTRING (117.264856 31.8397766, 117.2649552 31.8397812, 117.2649539 31.8398108, 117.2650263 31.8398165, 117.2650236 31.8398427, 117.2651188 31.8398518)",,,
2936366196,2936366187,0,290099137,False,,service,False,24.583,permissive,"LINESTRING (117.2651188 31.8398518, 117.265092 31.8396319)",,,
2936366196,3112611576,0,290099137,False,,service,True,4.364,permissive,"LINESTRING (117.2651188 31.8398518, 117.265139 31.8398871)",,,
2936366196,2936366192,0,290099142,False,,footway,True,31.521,,"LINESTRING (117.2651188 31.8398518, 117.2650236 31.8398427, 117.2650263 31.8398165, 117.2649539 31.8398108, 117.2649552 31.8397812, 117.264856 31.8397766)",,,
3026584403,2706849478,0,298738842,False,,service,False,13.011,permissive,"LINESTRING (117.2649423 31.8386827, 117.2649294 31.8387992)",,,
3026584404,2896638821,0,265033440,False,,service,True,10.404,permissive,"LINESTRING (117.2649782 31.8381463, 117.2649847 31.8380529)",,,
3026584616,5323429993,0,265032055,False,郭沫若路,residential,False,8.552,permissive,"LINESTRING (117.2630491 31.8381081, 117.263054 31.8380313)",,,
3026584616,10582890636,0,265032055,False,郭沫若路,residential,True,39.564,permissive,"LINESTRING (117.2630491 31.8381081, 117.263029 31.8384635)",,,
3026584616,3026584617,0,298738990,False,,footway,False,81.396,,"LINESTRING (117.2630491 31.8381081, 117.2639086 31.8381598)",,,
3026584617,5323429995,0,265032057,False,玉泉南路,residential,False,38.413,permissive,"LINESTRING (117.2639086 31.8381598, 117.2639404 31.8378154)",,,
3026584617,2894917873,0,265032057,False,玉泉南路,residential,True,13.608,permissive,"LINESTRING (117.2639086 31.8381598, 117.2638973 31.8382818)",,,
3026584617,3026584616,0,298738990,False,,footway,True,81.396,,"LINESTRING (117.2639086 31.8381598, 117.2630491 31.8381081)",,,
3026593081,2705289543,0,268206608,False,,residential,True,10.187,permissive,"LINESTRING (117.2646129 31.8430719, 117.2645187 31.8430273)",,,
3026593081,2755623225,0,268206608,False,,residential,False,41.498999999999995,permissive,"LINESTRING (117.2646129 31.8430719, 117.2646298 31.8432377, 117.2646226 31.8434444)",,,
3026593081,3027585766,0,298812614,False,,service,False,50.93599999999999,,"LINESTRING (117.2646129 31.8430719, 117.2646857 31.8430657, 117.2648989 31.843109, 117.2650169 31.8430771, 117.2651399 31.8430745)",,,
3026597036,3026597046,0,298742072,False,东二路,service,True,43.596000000000004,permissive,"LINESTRING (117.2667389 31.8412809, 117.2666761 31.8413686, 117.2666369 31.8416561)",,,
3026597038,2708347213,0,268206609,False,石榴园路,residential,False,69.413,permissive,"LINESTRING (117.2655024 31.8408674, 117.2654444 31.8414897)",,,
3026597038,2735666648,0,268206609,False,石榴园路,residential,True,7.348,permissive,"LINESTRING (117.2655024 31.8408674, 117.2655081 31.8408015)",,,
3026597038,3026597044,0,298742073,False,,service,False,56.144,permissive,"LINESTRING (117.2655024 31.8408674, 117.2660952 31.8409039)",,,
3026597041,2896638824,0,286026287,False,,service,False,58.263,permissive,"LINESTRING (117.265994 31.8427682, 117.2653774 31.8427547)",,,
3026597041,2896638826,0,286026287,False,,service,True,54.673,permissive,"LINESTRING (117.265994 31.8427682, 117.2665726 31.8427808)",,,
3026597041,3664675488,0,298742074,False,东一路,service,False,6.041,permissive,"LINESTRING (117.265994 31.8427682, 117.2659962 31.8427139)",,,
3026597042,3026597043,0,298742074,False,东一路,service,False,6.137,permissive,"LINESTRING (117.2660134 31.8422845, 117.2659514 31.842268)",,,
3026597042,3114546341,0,298742074,False,东一路,service,True,22.719,permissive,"LINESTRING (117.2660134 31.8422845, 117.2660052 31.8424887)",,,
3026597042,3114546339,0,306496880,False,,service,False,55.29,,"LINESTRING (117.2660134 31.8422845, 117.2661046 31.8422767, 117.2665979 31.8422929)",,,
3026597043,3026597042,0,298742074,False,东一路,service,True,6.137,permissive,"LINESTRING (117.2659514 31.842268, 117.2660134 31.8422845)",,,
3026597043,3114546337,0,306496879,False,,service,True,51.514,,"LINESTRING (117.2659514 31.842268, 117.2654072 31.8422379)",,,
3026597043,3290374839,0,298742074,False,东一路,service,False,71.74,permissive,"LINESTRING (117.2659514 31.842268, 117.2659929 31.8418739, 117.2660191 31.8416254)",,,
3026597044,3026597047,0,298742073,False,,service,False,30.72,permissive,"LINESTRING (117.2660952 31.8409039, 117.2664197 31.8409221)",,,
3026597044,3026597038,0,298742073,False,,service,True,56.144,permissive,"LINESTRING (117.2660952 31.8409039, 117.2655024 31.8408674)",,,
3026597044,3290374839,0,298742074,False,东一路,service,True,80.549,permissive,"LINESTRING (117.2660952 31.8409039, 117.2660191 31.8416254)",,,
3026597045,3112603838,0,268206609,False,石榴园路,residential,False,46.98,permissive,"LINESTRING (117.2654441 31.8415969, 117.2654198 31.8420189)",,,
3026597045,2708347213,0,268206609,False,石榴园路,residential,True,11.92,permissive,"LINESTRING (117.2654441 31.8415969, 117.2654444 31.8414897)",,,
3026597045,3290374839,0,298742075,False,,service,False,54.408,permissive,"LINESTRING (117.2654441 31.8415969, 117.2660191 31.8416254)",,,
3026597046,3290374839,0,298742075,False,,service,True,58.458,permissive,"LINESTRING (117.2666369 31.8416561, 117.2660191 31.8416254)",,,
3026597046,3026597036,0,298742072,False,东二路,service,False,43.596000000000004,permissive,"LINESTRING (117.2666369 31.8416561, 117.2666761 31.8413686, 117.2667389 31.8412809)",,,
3026597046,3114546339,0,298742072,False,东二路,service,True,70.905,permissive,"LINESTRING (117.2666369 31.8416561, 117.266607 31.8421241, 117.2665979 31.8422929)",,,
3026597047,3026597044,0,298742073,False,,service,True,30.72,permissive,"LINESTRING (117.2664197 31.8409221, 117.2660952 31.8409039)",,,
3026597047,10583324300,0,"[1135360064, 298742073]",False,,service,False,66.982,permissive,"LINESTRING (117.2664197 31.8409221, 117.2670254 31.8409447, 117.2670164 31.8410317)",,,
3026597047,2706849487,0,298742076,False,,service,False,137.304,permissive,"LINESTRING (117.2664197 31.8409221, 117.266451 31.8404716, 117.2664975 31.8403466, 117.266544 31.8397643, 117.2665042 31.8397044)",,,
3026997355,3026997363,0,298766166,False,,service,False,9.336,permissive,"LINESTRING (117.2641784 31.8363586, 117.2640798 31.8363529)",,,
3026997355,2708347226,0,"[265162182, 298766166]",False,理化路,service,True,89.091,permissive,"LINESTRING (117.2641784 31.8363586, 117.264223 31.8363144, 117.264249 31.8360335, 117.2642806 31.835983, 117.2642508 31.835912, 117.2642081 31.8358741, 117.2640502 31.8358631, 117.2639889 31.8358915, 117.2639369 31.8359609)",,,
3026997355,10583324245,0,"[1135310339, 686071140]",False,,service,False,165.042,,"LINESTRING (117.2641784 31.8363586, 117.2650895 31.8363944, 117.2651111 31.8360277, 117.2651453 31.8356867)",,,
3026997363,2706839904,0,265032057,False,玉泉南路,residential,True,43.355,permissive,"LINESTRING (117.2640798 31.8363529, 117.264041 31.8367414)",,,
3026997363,3026997355,0,298766166,False,,service,True,9.336,permissive,"LINESTRING (117.2640798 31.8363529, 117.2641784 31.8363586)",,,
3026997363,2708347226,0,298766166,False,,service,False,53.625,permissive,"LINESTRING (117.2640798 31.8363529, 117.2639871 31.8363476, 117.2639499 31.8362986, 117.2639685 31.8360098, 117.2639369 31.8359609)",,,
3026997366,2710571991,0,265384836,False,,service,True,5.889,permissive,"LINESTRING (117.2635667 31.8355204, 117.2635555 31.8355725)",,,
3026997366,2710571992,0,265384836,False,,service,False,13.137,permissive,"LINESTRING (117.2635667 31.8355204, 117.2635908 31.8354541, 117.2636187 31.8354115)",,,
3026997366,6430302675,0,"[298766168, 686071142, 265384838]",False,,service,"[False, True]",201.20600000000002,permissive,"LINESTRING (117.2635667 31.8355204, 117.2636837 31.8354967, 117.2637431 31.8354873, 117.264654 31.8355553, 117.264683 31.8351153, 117.2651976 31.8351482)",,,
3026997370,2710571991,0,298766170,False,,service,False,74.344,permissive,"LINESTRING (117.2627693 31.8355427, 117.2635555 31.8355725)",,,
3026997370,2710571995,0,298766172,False,,service,False,40.58,permissive,"LINESTRING (117.2627693 31.8355427, 117.2627437 31.835907)",,,
3026997370,2710571989,0,298766172,False,,service,True,18.302,permissive,"LINESTRING (117.2627693 31.8355427, 117.2627809 31.8353784)",,,
3027002391,3027002392,0,298766877,False,,service,False,61.156,,"LINESTRING (117.2625147 31.8372018, 117.2625762 31.8366543)",,,
3027002392,2705289536,0,265032060,False,四牌楼路,residential,False,53.138,permissive,"LINESTRING (117.2625762 31.8366543, 117.2631377 31.8366829)",,,
3027002392,2706839948,0,265032060,False,四牌楼路,residential,True,38.003,permissive,"LINESTRING (117.2625762 31.8366543, 117.262175 31.8366292)",,,
3027002392,3027002391,0,298766877,False,,service,True,61.156,,"LINESTRING (117.2625762 31.8366543, 117.2625147 31.8372018)",,,
3027002422,3112589253,0,306371635,False,,footway,False,16.532,,"LINESTRING (117.2636105 31.8399376, 117.2634357 31.8399304)",,,
3027583724,2705289521,0,270792805,False,中直路,residential,False,95.956,permissive,"LINESTRING (117.2618877 31.840046, 117.2620241 31.8400358, 117.2629009 31.8400871)",,,
3027583724,3139668515,0,270792805,False,中直路,residential,True,17.282,permissive,"LINESTRING (117.2618877 31.840046, 117.2617558 31.8401134, 117.2617278 31.8401199)",,,
3027583724,3112589258,0,306371636,False,,footway,False,62.942,,"LINESTRING (117.2618877 31.840046, 117.2618962 31.8401241, 117.2618828 31.8402471, 117.2619498 31.8402517, 117.2621215 31.8403041, 117.262277 31.8403793)",,,
3027585749,3027585758,0,298812611,False,,pedestrian,False,13.918999999999999,,"LINESTRING (117.263813 31.8398578, 117.263789 31.8398723, 117.2637607 31.8398794, 117.2637313 31.8398783, 117.2637038 31.8398693, 117.2636812 31.8398532)",,,
3027585749,3027585752,0,298812611,False,,pedestrian,True,18.167,,"LINESTRING (117.263813 31.8398578, 117.2638303 31.8398375, 117.263839 31.8398136, 117.263838 31.8397883, 117.2638273 31.8397646, 117.2637999 31.8397065)",,,
3027585749,3027585763,0,298812613,False,,pedestrian,False,5.348,,"LINESTRING (117.263813 31.8398578, 117.263836 31.8398782, 117.2638344 31.839898)",,,
3027585751,3114546369,0,265032053,False,红专路,pedestrian,False,4.046,permissive,"LINESTRING (117.2637127 31.8397008, 117.2637554 31.8397036)",,,
3027585751,3114546369,1,298812611,False,,pedestrian,False,4.046,,"LINESTRING (117.2637127 31.8397008, 117.2637554 31.8397036)",,,
