element_type,osmid,nodes,amenity,covered,geometry
way,543830449,"[5257134588, 5257134589, 5257127711, 5257127712, 5257134588]",bicycle_parking,yes,"POLYGON ((116.3496996 39.9867063, 116.3497908 39.9867088, 116.3498032 39.9864412, 116.349712 39.9864387, 116.3496996 39.9867063))"
