element_type,osmid,geometry,nodes,amenity,building,building:levels,internet_access,internet_access:fee,name,name:en,name:zh,name:zh-Hans,name:zh-Hant,opening_hours,operator,addr:city,addr:district,addr:province,addr:street,layer,leisure,sport,access,historic,historic:civilization,ruins,bridge,level,building:min_level,ways,type
way,533171021,"POLYGON ((113.9930642 22.6032847, 113.9934669 22.6032269, 113.993452 22.6031525, 113.9938074 22.6030964, 113.9937894 22.6030154, 113.9937635 22.6028986, 113.9934627 22.6029474, 113.9933395 22.6029674, 113.9933575 22.6030607, 113.993026 22.6031011, 113.9930642 22.6032847))","[5173029339, 5173029340, 5173029341, 5173029342, 6024421196, 5173029343, 8509221954, 5173029344, 5173029345, 5173029346, 5173029339]",,dormitory,6,,,湖畔宿舍3栋,Dorm Block 3,湖畔宿舍3栋,湖畔宿舍3栋,湖畔宿舍3棟,,,shenzhen,Nanshan,Guangdong,,,,,,,,,,,,,
way,533171022,"POLYGON ((113.9934578 22.6026064, 113.993626 22.6026295, 113.9938608 22.6026609, 113.9938641 22.6025788, 113.993846 22.6025775, 113.9938478 22.6025402, 113.9938495 22.6025036, 113.9938711 22.6025017, 113.9938705 22.6024125, 113.9936021 22.6024141, 113.9934732 22.6024148, 113.9934738 22.6024908, 113.9934905 22.6024921, 113.9934898 22.6025229, 113.9934675 22.6025216, 113.9934578 22.6026064))","[5173029347, 8509221955, 5173029348, 5173029349, 5173029350, 6024421194, 5173029351, 5173029352, 5173029353, 8509221956, 5173029354, 5173029355, 5173029356, 5173029357, 5173029358, 5173029347]",,dormitory,6,,,湖畔宿舍2栋,Dorm Block 2,湖畔宿舍2栋,湖畔宿舍2栋,湖畔宿舍2棟,,,shenzhen,Nanshan,,,,,,,,,,,,,,
way,533171023,"POLYGON ((113.9933005 22.6018881, 113.9938731 22.6019337, 113.993867 22.6020383, 113.9938614 22.6021339, 113.9936367 22.6021098, 113.993481 22.6020931, 113.9932987 22.6021015, 113.9933005 22.6018881))","[5173029359, 5173029360, 6024421192, 5173029361, 8509411438, 5173029362, 5173029363, 5173029359]",,dormitory,6,,,湖畔宿舍1栋,Dorm Block 1,湖畔宿舍1栋,湖畔宿舍1栋,湖畔宿舍1棟,,,shenzhen,Nanshan,,南科一路,,,,,,,,,,,,
way,533171024,"POLYGON ((113.9936196 22.6033769, 113.9939204 22.6034052, 113.994055 22.6034606, 113.9941312 22.603492, 113.994095 22.6036362, 113.9937356 22.6035713, 113.993572 22.6035255, 113.9936196 22.6033769))","[5173029364, 5173029365, 6024421198, 5173029366, 5173029367, 5173029368, 5173029369, 5173029364]",,dormitory,7,,,湖畔宿舍4栋,Dorm Block 4,湖畔宿舍4栋,湖畔宿舍4栋,湖畔宿舍4棟,,,,,,,,,,,,,,,,,,
way,533171025,"POLYGON ((113.9947414 22.6036152, 113.9944037 22.6036212, 113.9944 22.6034416, 113.9947376 22.6034356, 113.9947414 22.6036152))","[5173029370, 5173029371, 5173029372, 5173029373, 5173029370]",,dormitory,,,,湖畔宿舍6栋,Dorm block 6,湖畔宿舍6栋,湖畔宿舍6栋,湖畔宿舍6棟,,,,,,,,,,,,,,,,,,
way,533171026,"POLYGON ((113.9941196 22.6037188, 113.9944835 22.6037578, 113.9944719 22.6039262, 113.9941017 22.6038824, 113.9941196 22.6037188))","[5173029374, 5173029375, 5173029376, 5173029377, 5173029374]",,dormitory,,,,湖畔宿舍5栋,Dorm block 5,湖畔宿舍5栋,湖畔宿舍5栋,湖畔宿舍5棟,,,,,,,,,,,,,,,,,,
way,533171027,"POLYGON ((113.99393 22.6033128, 113.9942591 22.6034491, 113.9943086 22.6033635, 113.9939764 22.6032233, 113.99393 22.6033128))","[5173029378, 5173029379, 5173029380, 5173029381, 5173029378]",,school,2,,,树德书院活动室,Shude Colleague,树德书院活动室,树德书院活动室,樹德書院活動室,,,,,,,,,,,,,,,,,,
way,533171028,"POLYGON ((113.9938937 22.60311, 113.994017 22.6030925, 113.9939622 22.6028131, 113.9939854 22.6027595, 113.9938662 22.6027585, 113.9938304 22.6028306, 113.9938937 22.60311))","[5173029382, 5173029383, 5173029384, 5173029385, 5173029386, 5173029387, 5173029382]",,school,2,,,舞蹈室与健身房,dance & fit,舞蹈室与健身房,舞蹈室与健身房,舞蹈室與健身房,,,,,,,,,,,,,,,,,,
way,533171029,"POLYGON ((113.9939331 22.6023713, 113.9940549 22.6023712, 113.9940553 22.6026331, 113.9939335 22.6026332, 113.9939331 22.6023713))","[5173029388, 5173029389, 5173029390, 5173029391, 5173029388]",,school,2,,,致诚书院活动室,Zhicheng Colleague,致诚书院活动室,致诚书院活动室,致誠書院活動室,,,,,,,,,,,,,,,,,,
way,533171030,"POLYGON ((113.9939411 22.6019253, 113.9940255 22.6019287, 113.9940568 22.6022555, 113.9939302 22.6022555, 113.9939411 22.6019253))","[5173029392, 5173029393, 5173029394, 5173029395, 5173029392]",,school,2,,,致仁书院活动室,Zhiren Colleague,致仁书院活动室,致仁书院活动室,致仁書院活動室,,,,,,,,,,,,,,,,,,
way,533171031,"POLYGON ((113.9944564 22.6031875, 113.9945982 22.6031874, 113.9945981 22.6030614, 113.9944583 22.6030615, 113.9944584 22.6031159, 113.9945509 22.6031158, 113.9945509 22.6031429, 113.9944564 22.603143, 113.9944564 22.6031875))","[5173029396, 5173029397, 5173029398, 5173029399, 5173029401, 5173029402, 5173029403, 5173029400, 5173029396]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533171032,"POLYGON ((113.9945937 22.6029722, 113.9947355 22.6029722, 113.9947354 22.6028462, 113.9945957 22.6028463, 113.9945957 22.6029006, 113.9946883 22.6029006, 113.9946883 22.6029277, 113.9945937 22.6029277, 113.9945937 22.6029722))","[5173029404, 5173029405, 5173029406, 5173029407, 5173029408, 5173029409, 5173029410, 5173029411, 5173029404]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533171033,"POLYGON ((113.9949401 22.6031794, 113.9950556 22.6031796, 113.9950557 22.6031668, 113.9950558 22.6031327, 113.9949683 22.6031326, 113.9949684 22.6031054, 113.9950556 22.6031055, 113.9950557 22.6030595, 113.9949404 22.6030592, 113.9949401 22.6031794))","[5173029412, 5173029413, 10243691516, 5173029416, 5173029419, 5173029418, 5173029417, 5173029414, 5173029415, 5173029412]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533171034,"POLYGON ((113.9949388 22.6030281, 113.9950543 22.6030283, 113.9950544 22.6029815, 113.994967 22.6029813, 113.9949671 22.6029541, 113.9950543 22.6029543, 113.9950544 22.6029082, 113.9949391 22.6029079, 113.9949388 22.6030281))","[5173029420, 5173029421, 5173029422, 5173029423, 5173029424, 5173029425, 5173029426, 5173029427, 5173029420]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533171035,"POLYGON ((113.9949414 22.6028771, 113.9950569 22.6028773, 113.995057 22.6028304, 113.9949696 22.6028302, 113.9949697 22.602803, 113.9950569 22.6028032, 113.995057 22.6027571, 113.9949417 22.6027569, 113.9949414 22.6028771))","[5173029428, 5173029429, 5173029430, 5173029431, 5173029432, 5173029433, 5173029434, 5173029435, 5173029428]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533171036,"POLYGON ((113.9949141 22.6028513, 113.9949143 22.602732, 113.9948635 22.6027315, 113.9948626 22.6028122, 113.9948331 22.6028119, 113.9948341 22.6027314, 113.9947842 22.6027309, 113.994784 22.602851, 113.9949141 22.6028513))","[5173029436, 5173029437, 5173029438, 5173029439, 5173029440, 5173029441, 5173029442, 5173029443, 5173029436]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533171037,"POLYGON ((113.9947392 22.6028139, 113.9947394 22.6026945, 113.9946886 22.602694, 113.9946876 22.6027747, 113.9946582 22.6027744, 113.9946591 22.6026939, 113.9946092 22.6026934, 113.994609 22.6028135, 113.9947392 22.6028139))","[5173029444, 5173029445, 5173029446, 5173029447, 5173029448, 5173029449, 5173029450, 5173029451, 5173029444]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,533171038,"POLYGON ((113.9947487 22.6031639, 113.9947489 22.6030445, 113.9946981 22.603044, 113.9946971 22.6031247, 113.9946677 22.6031244, 113.9946686 22.6030439, 113.9946187 22.6030434, 113.9946185 22.6031635, 113.9947487 22.6031639))","[5173029452, 5173029453, 5173029454, 5173029455, 5173029456, 5173029457, 5173029458, 5173029459, 5173029452]",,school,,,,,,,,,,,,,,,,,,,,,,,,,,
way,580408293,"POLYGON ((113.996857 22.6106977, 113.9971063 22.6109381, 113.9972219 22.6108304, 113.9969785 22.6105904, 113.996857 22.6106977))","[5556254665, 5556254662, 5556254666, 5556254659, 5556254665]",,school,2,,,欣园食堂,Joy Highland Canteen,,,,,,,,,,,,,,,,,,,,,
way,628933252,"POLYGON ((113.9948343 22.6070878, 113.995268 22.606986, 113.9952172 22.6068016, 113.9947835 22.6069033, 113.9948343 22.6070878))","[5938059504, 5938059505, 5938059506, 5938059507, 5938059504]",,dormitory,6,,,荔园1栋,Lychee 1,荔园1栋,荔园1栋,荔園1棟,,,shenzhen,Nanshan,,,,,,,,,,,,,,
way,628933253,"POLYGON ((113.9948626 22.6071815, 113.9949248 22.6073972, 113.9953954 22.6072813, 113.9953331 22.6070657, 113.9948626 22.6071815))","[5938059508, 5938059509, 5938059510, 5938059511, 5938059508]",,dormitory,6,,,荔园2栋,Lychee 2,荔园2栋,荔园2栋,荔園2棟,,,shenzhen,Nanshan,,,,,,,,,,,,,,
way,638398293,"POLYGON ((113.9950109 22.6077167, 113.9954804 22.6075959, 113.9954163 22.607384, 113.9949469 22.6075048, 113.9950109 22.6077167))","[6016864249, 6016864250, 6016864251, 6016864252, 6016864249]",,dormitory,6,,,荔园3栋,Lychee 3,荔园3栋,荔园3栋,荔園3棟,,,,,,,,,,,,,,,,,,
way,638398294,"POLYGON ((113.9943626 22.6072436, 113.9944396 22.6075196, 113.99478 22.6074387, 113.9946844 22.6070962, 113.9945713 22.6071231, 113.9946417 22.6073755, 113.9945315 22.6074017, 113.9944796 22.6072157, 113.9943626 22.6072436))","[6016864253, 6016864254, 6016864255, 6016864256, 6016864257, 6016864258, 6016864259, 6016864260, 6016864253]",,dormitory,6,,,荔园4栋,Lychee 4,荔园4栋,荔园4栋,荔園4棟,,,,,,,,,,,,,,,,,,
way,638398295,"POLYGON ((113.9942962 22.6077038, 113.9948027 22.6075611, 113.9948721 22.6077711, 113.9943657 22.6079138, 113.9942962 22.6077038))","[6016864261, 6016864262, 6016864263, 6016864264, 6016864261]",,dormitory,6,,,荔园6栋,Lychee 6,荔园6栋,荔园6栋,荔園6棟,,,,,,,,,,,,,,,,,,
way,638398296,"POLYGON ((113.9952026 22.608287, 113.9953264 22.6082561, 113.9951962 22.6078113, 113.9950724 22.6078421, 113.9951359 22.608059, 113.9952026 22.608287))","[8604575441, 6016864267, 8604526559, 6016864269, 8361013225, 8604575441]",,dormitory,7,,,荔园9栋,Lychee 9,荔园9栋,荔园9栋,荔園9棟,,,,,,,,,,,,,,,,,,
way,638398876,"POLYGON ((113.9974615 22.6107927, 113.9977646 22.6111171, 113.9979363 22.6109859, 113.9976359 22.6106417, 113.9974615 22.6107927))","[6016888331, 6016888332, 6016888333, 6016888334, 6016888331]",,dormitory,4,,,欣园宿舍1栋,Joy Highland 1,欣园宿舍1栋,欣园宿舍1栋,欣園宿舍1棟,,,,,,,,,,,,,,,,,,
way,638398877,"POLYGON ((113.9973926 22.6108569, 113.9977042 22.6111737, 113.9975325 22.6113074, 113.9972348 22.6110004, 113.9973926 22.6108569))","[6016888335, 6016888336, 6016888337, 6016888338, 6016888335]",,dormitory,4,,,欣园宿舍2栋,Joy Highland 2,欣园宿舍2栋,欣园宿舍2栋,欣園宿舍2棟,,,,,,,,,,,,,,,,,,
way,638398878,"POLYGON ((113.9971667 22.6110363, 113.9974694 22.6113408, 113.9972997 22.6114846, 113.9969971 22.61118, 113.9971667 22.6110363))","[6016888339, 6016888340, 6016888341, 6016888342, 6016888339]",,dormitory,4,,,欣园宿舍3栋,Joy Highland 3,欣园宿舍3栋,欣园宿舍3栋,欣園宿舍3棟,,,,,,,,,,,,,,,,,,
way,638398879,"POLYGON ((113.9969493 22.6112801, 113.9972275 22.6115786, 113.9970757 22.6117209, 113.9967857 22.6114014, 113.9969493 22.6112801))","[6016888343, 6016888344, 6016888345, 6016888346, 6016888343]",,dormitory,4,,,欣园宿舍4栋,Joy Highland 4,欣园宿舍4栋,欣园宿舍4栋,欣園宿舍4棟,,,,,,,,,,,,,,,,,,
way,638398880,"POLYGON ((113.9987652 22.6049846, 113.999594 22.6049945, 113.9996025 22.6043707, 113.9987764 22.6043396, 113.9987652 22.6049846))","[6016888347, 6016888348, 6016888349, 6016888350, 6016888347]",,yes,,,,润扬体育馆,Runyang Stadium,润扬体育馆,润扬体育馆,潤揚體育館,,,,,,,1,stadium,badminton;basketball,,,,,,,,,
way,638544881,"POLYGON ((113.9956223 22.6075723, 113.9961025 22.607457, 113.9960381 22.6072285, 113.9955579 22.6073439, 113.9956223 22.6075723))","[8059555114, 8059555115, 6017944152, 6017944153, 8059555114]",,university,6,,,创园8栋,Chuang Yuan 8,创园8栋,创园8栋,創園8棟,,,,,,,,,,,,,,,,,,
way,638544884,"POLYGON ((113.9955468 22.6072396, 113.9960136 22.6071289, 113.9959507 22.6069029, 113.9954839 22.6070135, 113.9955468 22.6072396))","[6017944154, 6017944155, 6017944156, 6017944157, 6017944154]",,university,6,,,创园9栋,Chuang Yuan 9,创园9栋,创园9栋,創園9棟,,,,,,,,,,,,,,,,,,
way,638544887,"POLYGON ((113.995461 22.6069247, 113.9959337 22.6068151, 113.995884 22.6066322, 113.9954112 22.6067419, 113.995461 22.6069247))","[6017944158, 6017944159, 6017944160, 6017944161, 6017944158]",,university,6,,,创园10栋,Chuang Yuan 10,创园10栋,创园10栋,創園10棟,,,,,,,,,,,,,,,,,,
way,638544888,"POLYGON ((113.9960764 22.6067808, 113.9965149 22.6066667, 113.996459 22.6064838, 113.9960205 22.6065979, 113.9960764 22.6067808))","[6017944162, 6017944163, 6017944164, 6017944165, 6017944162]",,university,6,,,创园7栋,Chuang Yuan 7,创园7栋,创园7栋,創園7棟,,,,,,,,,,,,,,,,,,
way,638544889,"POLYGON ((113.9961585 22.6070969, 113.996592 22.606995, 113.9965311 22.6067744, 113.9960977 22.6068764, 113.9961585 22.6070969))","[6017944166, 6017944167, 6017944168, 6017944169, 6017944166]",,university,6,,,创园6栋,Chuang Yuan 6,创园6栋,创园6栋,創園6棟,,,,,,,,,,,,,,,,,,
way,638544890,"POLYGON ((113.9962496 22.6074232, 113.9966949 22.6073071, 113.9966266 22.6070839, 113.9961813 22.6072, 113.9962496 22.6074232))","[6017944170, 6017944171, 6017944172, 6017944173, 6017944170]",,university,6,,,创园5栋,Chuang Yuan 5,创园5栋,创园5栋,創園5棟,,,,,,,,,,,,,,,,,,
way,638544891,"POLYGON ((113.9966841 22.6066124, 113.9971189 22.6064552, 113.9970796 22.6063626, 113.9970265 22.6063819, 113.9969757 22.6062622, 113.9966504 22.6063798, 113.9966989 22.6064942, 113.9966426 22.6065145, 113.9966841 22.6066124))","[6017944174, 6017944175, 8604575430, 6017944176, 8604575429, 8604575431, 6017944177, 8604575432, 6017944174]",,university,6,,,创园4栋,Chuang Yuan 4,创园4栋,创园4栋,創園4棟,,,,,,,,,,,,,,,,,,
way,638544892,"POLYGON ((113.9973481 22.6065689, 113.9976124 22.6064739, 113.9975594 22.6063484, 113.9972952 22.6064435, 113.9973481 22.6065689))","[6017944178, 6017944179, 6017944180, 6017944181, 6017944178]",,university,6,,,创园1栋,Chuang Yuan 1,创园1栋,创园1栋,創園1棟,,,,,,,,,,,,,,,,,,
way,638544893,"POLYGON ((113.9977832 22.606629, 113.9981863 22.6065687, 113.9981671 22.6064837, 113.9978562 22.6065262, 113.9977947 22.6061292, 113.9980904 22.6062533, 113.9981019 22.6061682, 113.9977602 22.6060335, 113.9976834 22.6060442, 113.9977832 22.606629))","[6017944182, 6017944183, 6017944184, 6017944185, 6017944186, 6017944187, 6017944188, 6017944189, 6017944190, 6017944182]",,university,6,,,慧园7栋,Hui Yuan 7,慧园7栋,慧园7栋,慧園7棟,,,,,,,,,,,,,,,,,,
way,638544894,"POLYGON ((113.9978375 22.6073154, 113.9980622 22.607288, 113.9979863 22.6067565, 113.9977616 22.6067839, 113.9978375 22.6073154))","[6017944191, 6017944192, 6017944193, 6017944194, 6017944191]",,university,6,,,慧园5栋,Hui Yuan 5,慧园5栋,慧园5栋,慧園5棟,,,,,,,,,,,,,,,,,,
way,638544896,"POLYGON ((113.9981446 22.6072765, 113.9983694 22.6072491, 113.9982935 22.6067176, 113.9980687 22.6067449, 113.9981446 22.6072765))","[6017944195, 6017944196, 6017944197, 6017944198, 6017944195]",,university,6,,,慧园3栋,Hui Yuan 3,慧园3栋,慧园3栋,慧園3棟,,,,,,,,,,,,,,,,,,
way,638544897,"POLYGON ((113.9982348 22.6079094, 113.9984595 22.607882, 113.9983836 22.6073505, 113.9981589 22.6073779, 113.9982348 22.6079094))","[6017944199, 6017944200, 6017944201, 6017944202, 6017944199]",,university,6,,,慧园4栋,Hui Yuan 4,慧园4栋,慧园4栋,慧園4棟,,,,,,,,,,,,,,,,,,
way,638544898,"POLYGON ((113.9979181 22.6079251, 113.9981429 22.6078977, 113.998067 22.6073662, 113.9978422 22.6073935, 113.9979181 22.6079251))","[6017944203, 6017944204, 6017944205, 6017944206, 6017944203]",,university,6,,,慧园6栋,Hui Yuan 6,慧园6栋,慧园6栋,慧園6棟,,,,,,,,,,,,,,,,,,
way,638544899,"POLYGON ((113.9985962 22.6080624, 113.9988029 22.6080373, 113.9987305 22.6075307, 113.9985238 22.6075558, 113.9985962 22.6080624))","[6017944207, 6017944208, 6017944209, 6017944210, 6017944207]",,university,6,,,慧园2栋,Hui Yuan 2,慧园2栋,慧园2栋,慧園2棟,,,,,,,,,,,,,,,,,,
way,638544900,"POLYGON ((113.9984595 22.6072268, 113.9986842 22.6071995, 113.9986083 22.6066679, 113.9983836 22.6066953, 113.9984595 22.6072268))","[6017944211, 6017944212, 6017944213, 6017944214, 6017944211]",,university,6,,,慧园1栋,Hui Yuan 1,慧园1栋,慧园1栋,慧園1棟,,,,,,,,,,,,,,,,,,
way,663702943,"POLYGON ((113.9964128 22.6109936, 113.9965953 22.611183, 113.9966969 22.6110926, 113.9965229 22.6109077, 113.9964128 22.6109936))","[6212266804, 6212266805, 6212266806, 6212266807, 6212266804]",,university,,,,欣园5栋,Joy Highland 5,欣园5栋,欣园5栋,欣園5棟,,,,,,,,,,,,,,,,,,
way,695571949,"POLYGON ((113.9956826 22.6057283, 113.9957004 22.6057825, 113.995667 22.6057919, 113.9956814 22.605836, 113.9957548 22.6058156, 113.9957656 22.6058487, 113.9961787 22.6057335, 113.9961697 22.6057059, 113.9962228 22.6056911, 113.9961998 22.6056209, 113.9961446 22.6056363, 113.9961336 22.6056026, 113.9956826 22.6057283))","[6531598553, 8604483306, 8604483308, 8604483307, 8604483305, 6531598552, 6531598551, 6531598546, 6531598547, 6531598545, 6531598544, 6531598550, 6531598553]",,dormitory,7,,,宿舍17栋,Dorm Block 17,宿舍17栋,宿舍17栋,宿舍17棟,,,,,,,,,,,,,,,,,,
way,695571950,"POLYGON ((113.9956507 22.6052994, 113.9960444 22.6053794, 113.9960552 22.6053292, 113.9960304 22.6053246, 113.9960502 22.6052457, 113.9956838 22.6051657, 113.9956507 22.6052994))","[8604483304, 6531598556, 6531598549, 6531598548, 6531598555, 6531598554, 8604483304]",,dormitory,7,,,宿舍16栋,Dorm Block 16,宿舍16栋,宿舍16栋,宿舍16棟,,,,,,,,,,,,,,,,,,
way,695571951,"POLYGON ((113.9951377 22.6050409, 113.995187 22.6051704, 113.9953064 22.6051317, 113.9956542 22.6050189, 113.9956308 22.6049575, 113.9956005 22.6049673, 113.9955746 22.6048992, 113.9952555 22.6050027, 113.9951377 22.6050409))","[6531598561, 6531598560, 8856043160, 6531598559, 8604483309, 8604483310, 6531598558, 8604483300, 6531598561]",,dormitory,7,,,宿舍15栋,Dorm Block 15,宿舍15栋,宿舍15栋,宿舍15棟,,,,,,,,,,,,,,,,,,
way,695571952,"POLYGON ((113.9948225 22.6046997, 113.9948597 22.604542, 113.9952731 22.6046311, 113.9952385 22.6047774, 113.9948225 22.6046997))","[6531598565, 6531598564, 6531598563, 6531598562, 6531598565]",,dormitory,7,,,宿舍14栋,Dorm Block 14,宿舍14栋,宿舍14栋,宿舍14棟,,,,,,,,,,,,,,,,,,
way,695571953,"POLYGON ((113.994337 22.604584, 113.9948182 22.6044297, 113.9947857 22.6043432, 113.9947348 22.6043595, 113.9947062 22.6042833, 113.9942759 22.6044212, 113.994337 22.604584))","[6531598569, 6531598568, 8604483312, 6531598567, 8604483311, 6531598566, 6531598569]",,dormitory,7,,,宿舍13栋,Dorm Block 13,宿舍13栋,宿舍13栋,宿舍13棟,,,,,,,,,,,,,,,,,,
way,695571954,"POLYGON ((113.9945053 22.605417, 113.9950574 22.6055358, 113.9950903 22.6053972, 113.9945357 22.6052783, 113.9945053 22.605417))","[6531598573, 6531598572, 8604483297, 6531598570, 6531598573]",,dormitory,12,,,宿舍12栋,Dorm Block 12,宿舍12栋,宿舍12栋,宿舍12棟,,,,,,,,,,,,,,,,,,
way,695571955,"POLYGON ((113.9939332 22.6050145, 113.9944905 22.6051187, 113.9945209 22.6049803, 113.9939636 22.6048761, 113.9939332 22.6050145))","[6531598577, 6531598576, 6531598575, 6531598574, 6531598577]",,dormitory,12,,,宿舍11栋,Dorm Block 11,宿舍11栋,宿舍11栋,宿舍11棟,,,,,,,,,,,,,,,,,,
way,695571956,"POLYGON ((113.99312 22.604911, 113.9931472 22.604767, 113.9936993 22.6048653, 113.9936746 22.6049978, 113.99312 22.604911))","[6531598581, 6531598580, 6531598579, 6531598578, 6531598581]",,dormitory,24,,,宿舍10栋,Dorm Block 10,宿舍10栋,宿舍10栋,宿舍10棟,,,,,,,,,,,,,,,,,,
way,695571957,"POLYGON ((113.9927045 22.6045194, 113.9931552 22.60462, 113.9931873 22.6044714, 113.9927392 22.6043754, 113.9927045 22.6045194))","[6531606985, 6531598584, 6531598583, 6531598582, 6531606985]",,dormitory,17,,,宿舍9栋,Dorm Block 9,宿舍9栋,宿舍9栋,宿舍9棟,,,,,,,,,,,,,,,,,,
way,695571958,"POLYGON ((113.9921353 22.6046665, 113.9921511 22.6045572, 113.9920428 22.6045382, 113.9920773 22.6043709, 113.9921873 22.6043845, 113.9921559 22.6045433, 113.992416 22.6045919, 113.9926676 22.6046496, 113.9926292 22.6047814, 113.9923891 22.6047107, 113.9921353 22.6046665))","[6531606988, 8535708317, 8535697916, 8535697915, 8535697914, 6531606992, 8535708318, 6531606987, 6531606986, 8535708319, 6531606988]",,dormitory,17,,,宿舍8栋,Dorm Block 8,宿舍8栋,宿舍8栋,宿舍8棟,,,,,,,,,,,,,,,,,,
