,geometry,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name
0,"POLYGON ((116.471439 39.8780729, 116.4714817 39.8760586, 116.4715071 39.8717916, 116.4727316 39.8717929, 116.4727206 39.8702787, 116.4736211 39.8702655, 116.474148 39.8702661, 116.4782851 39.8702739, 116.4789701 39.8702752, 116.4791632 39.8702895, 116.4794169 39.8703082, 116.479825 39.8703889, 116.480273 39.8705964, 116.480586 39.8707981, 116.4824351 39.8725756, 116.482833 39.873356, 116.4829918 39.8745019, 116.4806069 39.8744727, 116.479946 39.8746704, 116.4798566 39.874739, 116.4797936 39.8747873, 116.4796027 39.8749338, 116.4774018 39.8771936, 116.4771801 39.877504, 116.4771012 39.8779855, 116.471439 39.8780729))",39.8780729,39.8702655,116.4829918,116.471439,227669519,way,33617299,39.87391435,116.47720242035405,amenity,university,30,0.3694222245110244,amenity,Beijing University of Technology,"Beijing University of Technology, 大柳树路, Louzizhuang, Chaoyang District, Beijing, 100122, China"
