element_type,osmid,nodes,name,name:zh,name:zh-Hans,name:zh-Hant,natural,water,geometry
way,567888874,"[5464995417, 9630976103, 5464995418, 9630983017, 9630983018, 5464995419, 5464995420, 9630976116, 9630976115, 9630976114, 9630976113, 9630976112, 9630976111, 9630976110, 9630976109, 9630976108, 9630976107, 9630976106, 5464996321, 9630976104, 9630976105, 5464996322, 5464996323, 5464996324, 5464996325, 5464996326, 5464996327, 5464996328, 5464996329, 5464996330, 5464996331, 5464996332, 5464996333, 5464996334, 5464996335, 5464996336, 5464996337, 5464995417]",月亮湖,月亮湖,月亮湖,月亮湖,water,pond,"POLYGON ((116.4793389 39.8726409, 116.4793119 39.8725982, 116.4793037 39.8725526, 116.4793374 39.8725941, 116.4793736 39.8726075, 116.479416 39.8726212, 116.4794488 39.8726248, 116.4794889 39.8726199, 116.4795291 39.8726013, 116.4795613 39.8725807, 116.4795881 39.8725488, 116.4795949 39.8725128, 116.4795895 39.8724716, 116.4795707 39.8724356, 116.4795345 39.8724099, 116.4794782 39.8723924, 116.4794326 39.8723852, 116.4793803 39.8723965, 116.479324 39.8724184, 116.479332 39.87238, 116.4793588 39.872345, 116.4794211 39.8723046, 116.4795074 39.8722695, 116.4796033 39.8722554, 116.4797004 39.8722637, 116.47979 39.8722936, 116.4798641 39.8723424, 116.4799162 39.8724058, 116.4799417 39.8724782, 116.4799382 39.8725531, 116.479906 39.8726239, 116.4798482 39.8726843, 116.4797697 39.8727289, 116.4796775 39.8727538, 116.4795799 39.8727567, 116.4794855 39.8727374, 116.4794027 39.8726976, 116.4793389 39.8726409))"
