element_type,osmid,building,name,geometry,nodes,name:zh,office,leisure,sport,amenity,building:levels,fast_food,name_1,ways,type
way,599579628,dormitory,学生宿舍6舍,"POLYGON ((103.9893169 30.5546592, 103.9894317 30.5546831, 103.9894736 30.5545336, 103.9901515 30.5546744, 103.9901779 30.5545799, 103.989506 30.5544403, 103.9894876 30.5545058, 103.9893669 30.5544807, 103.9893169 30.5546592))","[5704071817, 5704071818, 5704071819, 5704071820, 5704072221, 5704072222, 5704072223, 5704072224, 5704071817]",,,,,,,,,,
way,599579629,dormitory,学生宿舍7舍,"POLYGON ((103.9903357 30.5547389, 103.9903605 30.5546588, 103.9908324 30.5547668, 103.9908143 30.5548253, 103.9909402 30.5548541, 103.9908438 30.5551664, 103.9908884 30.5551766, 103.9908522 30.5552938, 103.9907605 30.5552728, 103.9907872 30.5551862, 103.9907225 30.5551714, 103.9908217 30.5548501, 103.9903357 30.5547389))","[5704072225, 5704072226, 5704072227, 5704072228, 5704072229, 5704072230, 5704072231, 5704072232, 5704072233, 5704072234, 5704072235, 5704072236, 5704072225]",,,,,,,,,,
way,599579630,dormitory,学生宿舍7舍,"POLYGON ((103.9903889 30.5548958, 103.9902963 30.5552275, 103.9908185 30.5553356, 103.990792 30.5554302, 103.9902829 30.5553247, 103.9903052 30.5552449, 103.9901942 30.5552219, 103.9902909 30.5548755, 103.9903889 30.5548958))","[5704072237, 5704072238, 5704072239, 5704072240, 5704072241, 5704072242, 5704072243, 5704072244, 5704072237]",,,,,,,,,,
way,599579631,dormitory,学生宿舍8舍,"POLYGON ((103.9909294 30.5555869, 103.9910276 30.5556075, 103.991008 30.5556768, 103.9915446 30.5557894, 103.9915608 30.5557322, 103.9916236 30.5557454, 103.991661 30.5556135, 103.9915904 30.5555986, 103.9915637 30.5556929, 103.9910321 30.5555812, 103.9911248 30.555254, 103.9910293 30.5552339, 103.9909294 30.5555869))","[5704072245, 5704072246, 5704072247, 5704072248, 5704072249, 5704072250, 5704072251, 5704072252, 5704072253, 5704072254, 5704072255, 5704072256, 5704072245]",,,,,,,,,,
way,599579632,dormitory,学生宿舍8舍,"POLYGON ((103.9916666 30.555556, 103.9917648 30.5555757, 103.9918114 30.5554043, 103.9917122 30.5553843, 103.9917326 30.5553091, 103.9915438 30.5552711, 103.9915579 30.5552195, 103.991378 30.5551833, 103.9913865 30.5551519, 103.99119 30.5551124, 103.99119 30.5550859, 103.991093 30.5550663, 103.9910741 30.5551354, 103.9911716 30.5551551, 103.9911612 30.5551933, 103.9913533 30.5552321, 103.9913425 30.5552719, 103.9915315 30.55531, 103.9915164 30.5553656, 103.9917078 30.5554041, 103.9916666 30.555556))","[5704072257, 5704072258, 5704072259, 5704072260, 5704072261, 5704072262, 5704072263, 5704072264, 5704072265, 5704072266, 5704072267, 5704072268, 5704072269, 5704072270, 5704072271, 5704072272, 5704072273, 5704072274, 5704072275, 5704072276, 5704072257]",,,,,,,,,,
way,599579633,dormitory,学生宿舍9舍,"POLYGON ((103.9917255 30.5558204, 103.9918427 30.5558427, 103.9918052 30.5559889, 103.9919715 30.5560205, 103.9919581 30.5560729, 103.9923898 30.5561549, 103.9923672 30.5562432, 103.9919406 30.5561621, 103.9919504 30.5561237, 103.991775 30.5560904, 103.9917942 30.5560157, 103.9916809 30.5559942, 103.9917255 30.5558204))","[5704072277, 5704072278, 5704072279, 5704072280, 5704072281, 5704072282, 5704072283, 5704072284, 5704072285, 5704072286, 5704072287, 5704072288, 5704072277]",,,,,,,,,,
way,599579634,dormitory,学生宿舍9舍,"POLYGON ((103.9924263 30.5562067, 103.992524 30.5562234, 103.9925992 30.5558969, 103.9925011 30.5558802, 103.9925189 30.5558027, 103.9923535 30.5557744, 103.9923674 30.555714, 103.9918464 30.5556251, 103.9918193 30.555743, 103.9922953 30.5558243, 103.9922858 30.5558657, 103.9924966 30.5559017, 103.9924263 30.5562067))","[5704072289, 5704072290, 5704072291, 5704072292, 5704072293, 5704072294, 5704072295, 5704072296, 5704072297, 5704072298, 5704072299, 5704072300, 5704072289]",,,,,,,,,,
way,599579635,dormitory,学生宿舍12舍,"POLYGON ((103.9907486 30.5571954, 103.9910222 30.5572534, 103.9910078 30.5573035, 103.991193 30.5573429, 103.991181 30.5573847, 103.9913808 30.5574273, 103.991401 30.5573573, 103.9915109 30.5573809, 103.9915686 30.557181, 103.9914393 30.5571533, 103.9913943 30.5573092, 103.9912311 30.5572742, 103.9912416 30.5572379, 103.9910788 30.557203, 103.9910788 30.5571645, 103.9909127 30.5571293, 103.9909278 30.5570764, 103.9907909 30.5570474, 103.9907486 30.5571954))","[5704072301, 5704072302, 5704072303, 5704072304, 5704072305, 5704072306, 5704072307, 5704072308, 5704072309, 5704072310, 5704072311, 5704072312, 5704072313, 5704072314, 5704072315, 5704072316, 5704072317, 5704072318, 5704072301]",,,,,,,,,,
way,599579636,dormitory,学生宿舍12舍,"POLYGON ((103.9908393 30.5569577, 103.9909729 30.5569861, 103.9910171 30.5568319, 103.9911514 30.5568604, 103.9911419 30.5568937, 103.991542 30.5569788, 103.9915123 30.5570823, 103.9916013 30.5571012, 103.9916545 30.5569156, 103.9911798 30.5568146, 103.9911934 30.556767, 103.9910261 30.5567315, 103.9910105 30.5567857, 103.9908956 30.5567612, 103.9908393 30.5569577))","[5704072319, 5704072320, 5704072421, 5704072422, 5704072423, 5704072424, 5704072425, 5704072426, 5704072427, 5704072428, 5704072429, 5704072430, 5704072431, 5704072432, 5704072319]",,,,,,,,,,
way,599580372,dormitory,学生宿舍11舍,"POLYGON ((103.990029 30.5566925, 103.9906573 30.5568165, 103.9906876 30.5567025, 103.9900641 30.5565794, 103.9901046 30.5564272, 103.9899929 30.5564052, 103.9899426 30.5565943, 103.9900495 30.5566154, 103.990029 30.5566925))","[5704070924, 5704070925, 5704070926, 5704070927, 5704070928, 5704070929, 5704070930, 5704070931, 5704070924]",,,,,,,,,,
way,599580375,dormitory,学生宿舍11舍,"POLYGON ((103.9900251 30.5563517, 103.9900816 30.5563649, 103.9900956 30.5563203, 103.9907471 30.5564723, 103.9906952 30.5566374, 103.9908374 30.5566706, 103.9909002 30.5564711, 103.9907665 30.5564399, 103.9907809 30.5563943, 103.9900643 30.5562271, 103.9900251 30.5563517))","[5704070932, 5704070933, 5704070934, 5704070935, 5704070936, 5704070937, 5704070938, 5704070939, 5704070940, 5704070941, 5704070932]",,,,,,,,,,
way,599589114,yes,,"POLYGON ((103.9906478 30.5558025, 103.9907591 30.5558291, 103.9907498 30.5558716, 103.9907991 30.5558875, 103.9908916 30.5558981, 103.9910302 30.5559379, 103.9910887 30.5559644, 103.9911781 30.5559989, 103.9912305 30.5560281, 103.9912982 30.5560573, 103.9913475 30.5561024, 103.9913629 30.556085, 103.9913833 30.5560618, 103.9914739 30.5559591, 103.9913075 30.5558689, 103.9912644 30.5559246, 103.9912243 30.555906, 103.991175 30.5558822, 103.9911288 30.5558662, 103.9910826 30.5558477, 103.9910055 30.5558185, 103.990947 30.5558079, 103.9909131 30.5557999, 103.9909193 30.5557628, 103.9908207 30.5557442, 103.9907991 30.5557973, 103.9906573 30.5557674, 103.9906478 30.5558025))","[5704125440, 5704125441, 5704125442, 5704125443, 5704125444, 5704125445, 5704125446, 5704125447, 5704125448, 5704125449, 5704125450, 5704125465, 5704125477, 5704125451, 5704125452, 5704125453, 5704125454, 5704125455, 5704125456, 5704125457, 5704125458, 5704125459, 5704125460, 5704125461, 5704125462, 5704125463, 5704125464, 5704125440]",,,,,,,,,,
way,599589115,yes,,"POLYGON ((103.9913629 30.556085, 103.9914615 30.5561528, 103.9914646 30.5561926, 103.9916002 30.5562881, 103.9916526 30.5563279, 103.9917419 30.5563757, 103.991822 30.5564234, 103.9919083 30.5563518, 103.9916587 30.5561899, 103.9916926 30.5561369, 103.9915262 30.5560042, 103.9914461 30.5561024, 103.9913833 30.5560618, 103.9913629 30.556085))","[5704125465, 5704125466, 5704125467, 5704125468, 5704125469, 5704125470, 5704125471, 5704125472, 5704125473, 5704125474, 5704125475, 5704125476, 5704125477, 5704125465]",,,,,,,,,,
way,599589116,yes,,"POLYGON ((103.9918775 30.5564526, 103.9919391 30.5563677, 103.9920747 30.5564659, 103.9920932 30.5564446, 103.9921455 30.5564844, 103.9921794 30.5564897, 103.9922133 30.5565004, 103.9922256 30.5564526, 103.992315 30.5564818, 103.9923427 30.5564685, 103.9923674 30.5564712, 103.9923951 30.5564765, 103.992429 30.5564897, 103.9924629 30.5565136, 103.9924783 30.5565428, 103.9924721 30.5565826, 103.9925122 30.5565985, 103.9924752 30.5567232, 103.9922934 30.5566728, 103.9921918 30.5566489, 103.9921178 30.5566118, 103.9920623 30.5565746, 103.9919792 30.5565269, 103.9918775 30.5564526))","[5704125478, 5704125479, 5704125480, 5704125481, 5704125482, 5704125483, 5704125484, 5704125485, 5704125486, 5704125487, 5704125488, 5704125489, 5704125490, 5704125491, 5704125492, 5704125493, 5704125494, 5704125495, 5704125496, 5704125497, 5704125498, 5704125499, 5704125500, 5704125478]",,,,,,,,,,
way,599589117,yes,,"POLYGON ((103.9911415 30.5562965, 103.9911462 30.5562897, 103.9911859 30.5562322, 103.9911392 30.5562, 103.9910902 30.5561738, 103.9910108 30.5561377, 103.9909337 30.5561175, 103.9908894 30.5561055, 103.9908263 30.5560894, 103.9908357 30.5560572, 103.9902426 30.5559145, 103.9901118 30.5559868, 103.9900721 30.5561417, 103.9901842 30.5561638, 103.9901982 30.5561015, 103.9902636 30.5561095, 103.9902893 30.5560391, 103.9904247 30.5560713, 103.9903897 30.556212, 103.9905461 30.5562503, 103.9905695 30.5561839, 103.9908543 30.5562784, 103.9909197 30.5563086, 103.990894 30.5563629, 103.9910188 30.5564335, 103.9911415 30.5562965))","[5704125501, 5704126026, 5704126025, 5704125502, 5704125503, 5704125504, 5704125505, 5704125506, 5704125507, 5704125508, 5704125509, 5704125510, 5704125511, 5704125512, 5704125513, 5704125514, 5704125515, 5704125516, 5704125517, 5704125518, 5704125519, 5704125520, 5704126021, 5704126022, 5704126024, 5704125501]",,,,,,,,,,
way,599592152,dormitory,学生宿舍5舍,"POLYGON ((103.991975 30.5552658, 103.9922683 30.5553325, 103.9922556 30.5553739, 103.9926003 30.5554522, 103.9926168 30.5553983, 103.9927254 30.555423, 103.9927845 30.5552302, 103.992666 30.5552032, 103.9926174 30.5553621, 103.9922829 30.5552861, 103.9922924 30.5552552, 103.9919987 30.5551884, 103.991975 30.5552658))","[5704141229, 5704141230, 5704141231, 5704141232, 5704141233, 5704141234, 5704141235, 5704141236, 5704141237, 5704141238, 5704141239, 5704141240, 5704141229]",,,,,,,,,,
way,599592154,dormitory,学生宿舍5舍,"POLYGON ((103.9918283 30.5550397, 103.991921 30.55506, 103.9919679 30.5549014, 103.9921678 30.5549453, 103.9921555 30.5549867, 103.992599 30.555084, 103.9925838 30.5551352, 103.9926891 30.5551583, 103.992733 30.5550101, 103.9921981 30.5548928, 103.9922074 30.5548611, 103.9920182 30.5548196, 103.9919962 30.5548939, 103.991879 30.5548682, 103.9918283 30.5550397))","[5704141241, 5704141242, 5704141243, 5704141244, 5704141245, 5704141246, 5704141247, 5704141248, 5704141249, 5704141250, 5704141251, 5704141252, 5704141253, 5704141254, 5704141241]",,,,,,,,,,
way,599597909,dormitory,学生宿舍4舍,"POLYGON ((103.9920934 30.5546466, 103.9921262 30.5545388, 103.9927156 30.5546719, 103.9927637 30.5545141, 103.9928816 30.5545407, 103.9928264 30.5547219, 103.9927229 30.5546985, 103.9926972 30.5547829, 103.9920934 30.5546466))","[5704164047, 5704164048, 5704164049, 5704164050, 5704164051, 5704164052, 5704164053, 5704164054, 5704164047]",,,,,,,,,,
way,599597910,dormitory,学生宿舍4舍,"POLYGON ((103.9920983 30.5544314, 103.9921964 30.5544516, 103.9922356 30.5543108, 103.9928159 30.5544305, 103.9928024 30.5544789, 103.9928953 30.5544981, 103.9929359 30.5543521, 103.9922691 30.5542145, 103.9922472 30.5542932, 103.9921427 30.5542716, 103.9920983 30.5544314))","[5704164055, 5704164056, 5704164057, 5704164058, 5704164059, 5704164060, 5704164061, 5704164062, 5704164063, 5704164064, 5704164055]",,,,,,,,,,
way,599628788,dormitory,学生宿舍3舍,"POLYGON ((103.9911162 30.5541883, 103.9912355 30.5542143, 103.9911892 30.5543725, 103.991795 30.5545042, 103.9917656 30.5546046, 103.9911377 30.5544681, 103.9911587 30.5543963, 103.9910615 30.5543751, 103.9911162 30.5541883))","[5704319649, 5704319650, 5704319651, 5704319652, 5704319653, 5704319654, 5704319655, 5704319656, 5704319649]",,,,,,,,,,
way,599628789,dormitory,学生宿舍2舍,"POLYGON ((103.9902338 30.553985, 103.9903446 30.5540091, 103.990301 30.5541576, 103.9909313 30.554295, 103.9908967 30.5544127, 103.9902691 30.5542759, 103.9902921 30.5541976, 103.9901786 30.5541729, 103.9902338 30.553985))","[5704319658, 5704319659, 5704319660, 5704319661, 5704319662, 5704319663, 5704319664, 5704319665, 5704319658]",,,,,,,,,,
way,599628790,dormitory,学生宿舍3舍,"POLYGON ((103.9917918 30.5543429, 103.9918969 30.5543657, 103.9919435 30.5542068, 103.9918383 30.5541839, 103.9918594 30.5541118, 103.9916693 30.5540705, 103.9916599 30.5541025, 103.9911663 30.5539952, 103.9911216 30.5541478, 103.991214 30.5541679, 103.9912295 30.5541151, 103.991629 30.5542019, 103.991639 30.5541675, 103.991831 30.5542092, 103.9917918 30.5543429))","[5704319667, 5704319668, 5704319669, 5704319670, 5704319671, 5704319672, 5704319673, 5704319674, 5704319675, 5704319676, 5704319677, 5704319678, 5704319679, 5704319680, 5704319667]",,,,,,,,,,
way,599628791,dormitory,学生宿舍2舍,"POLYGON ((103.9902472 30.553952, 103.9903365 30.5539711, 103.9903499 30.553925, 103.9907516 30.5540112, 103.9907626 30.553973, 103.9909495 30.5540131, 103.9909013 30.5541795, 103.9910196 30.5542049, 103.991076 30.5540099, 103.9909682 30.5539868, 103.9909866 30.5539232, 103.9908062 30.5538845, 103.9907945 30.5539247, 103.9902866 30.5538158, 103.9902472 30.553952))","[5704319681, 5704319682, 5704319683, 5704319684, 5704319685, 5704319686, 5704319687, 5704319688, 5704319689, 5704319690, 5704319691, 5704319692, 5704319693, 5704319694, 5704319681]",,,,,,,,,,
way,599628792,dormitory,学生宿舍1舍,"POLYGON ((103.9893639 30.5538136, 103.98946 30.5538343, 103.989416 30.5539863, 103.9900325 30.5541188, 103.9900032 30.55422, 103.9893957 30.5540894, 103.989415 30.5540228, 103.9893099 30.5540002, 103.9893639 30.5538136))","[5704319695, 5704319696, 5704319697, 5704319698, 5704319699, 5704319700, 5704319701, 5704319702, 5704319695]",,,,,,,,,,
way,599628793,dormitory,学生宿舍1舍,"POLYGON ((103.9893716 30.5537722, 103.9894546 30.5537901, 103.9894683 30.5537429, 103.9898755 30.5538305, 103.9898861 30.5537938, 103.9900664 30.5538326, 103.9900227 30.5539829, 103.9901346 30.554007, 103.9901879 30.5538238, 103.9900857 30.5538018, 103.9901055 30.5537338, 103.9899244 30.5536947, 103.9898997 30.5537345, 103.9894128 30.5536299, 103.9893716 30.5537722))","[5704319703, 5704319704, 5704319705, 5704319706, 5704319707, 5704319708, 5704319709, 5704319710, 5704319711, 5704319712, 5704319713, 5704319714, 5704319715, 5704319716, 5704319703]",,,,,,,,,,
way,599640332,yes,体育学院,"POLYGON ((103.9939869 30.5568596, 103.9940637 30.5568834, 103.9941268 30.5567324, 103.9943361 30.5567973, 103.9944416 30.5565451, 103.9941555 30.5564564, 103.9939869 30.5568596))","[4770960559, 5704379871, 5704379872, 5704379873, 5704379874, 5704379875, 4770960559]",,,,,,,,,,
way,599647565,yes,江安图书馆,"POLYGON ((103.9976693 30.559743, 103.9975712 30.5597953, 103.9974778 30.5597913, 103.9973471 30.5597752, 103.997263 30.5597189, 103.9971976 30.5596747, 103.9971416 30.5595822, 103.9971042 30.5595058, 103.9970996 30.5594213, 103.9974638 30.5590996, 103.9973984 30.5590433, 103.9975526 30.5589307, 103.9982064 30.5594776, 103.9980663 30.5595983, 103.9979495 30.5595018, 103.9976693 30.559743))","[5704412208, 5704412209, 5704412210, 5704412211, 5704412212, 5704412213, 5704412214, 5704412215, 5704412216, 5704412217, 5704412218, 5704412219, 5704412220, 5704415021, 5704415022, 5704412208]",,,,,library,,,,,
way,599652561,yes,工程基础实验中心,"POLYGON ((103.9961836 30.5637191, 103.9965513 30.5633034, 103.9964287 30.563223, 103.9960614 30.5636383, 103.9961836 30.5637191))","[5704436562, 5704436563, 5704436564, 5704436565, 5704436562]",,,,,,,,,,
way,599652563,yes,,"POLYGON ((103.9953996 30.5648637, 103.9953631 30.5647875, 103.9960334 30.5645489, 103.99607 30.5646251, 103.9953996 30.5648637))","[5704436573, 5704436574, 5704436575, 5704436576, 5704436573]",,,,,,,,,,
way,599652564,yes,,"POLYGON ((103.995472 30.5646784, 103.9953875 30.5644925, 103.9959116 30.5643159, 103.9959961 30.5645019, 103.995472 30.5646784))","[5704436577, 5704436578, 5704436579, 5704436580, 5704436577]",,,,,,,,,,
way,599652565,yes,水利水电学院实验办公基地,"POLYGON ((103.996086 30.5644173, 103.9960033 30.5642445, 103.9962125 30.5641703, 103.9962952 30.564343, 103.996086 30.5644173))","[5704436581, 5704436582, 5704436583, 5704436584, 5704436581]",,,,,,,,,,
way,599652567,yes,土木结构实验室,"POLYGON ((103.9943519 30.5628625, 103.9945052 30.562693, 103.9939283 30.562306, 103.99373 30.5625251, 103.9938113 30.5625796, 103.9938562 30.5625299, 103.9943519 30.5628625))","[5704436585, 5704436586, 5704436587, 5704436588, 5704436589, 5704436590, 5704436585]",,,,,,,,,,
way,599652893,yes,,"POLYGON ((103.9923214 30.5624584, 103.9923563 30.5623013, 103.9925253 30.5623291, 103.9924904 30.5624862, 103.9923214 30.5624584))","[5704440420, 5704440621, 5704440622, 5704440623, 5704440420]",,,,,,,,,,
way,604433535,yes,法学院,"POLYGON ((104.0021339 30.5628812, 104.0022838 30.5627139, 104.0018371 30.5624172, 104.0017742 30.5624874, 104.0017136 30.5624472, 104.0017594 30.562396, 104.0014936 30.5622195, 104.0017158 30.5619713, 104.0027102 30.5626316, 104.0028496 30.562476, 104.0017095 30.561719, 104.0012238 30.5622612, 104.0016409 30.5625381, 104.0016602 30.5625165, 104.0017024 30.5625445, 104.0016743 30.5625759, 104.0021339 30.5628812))","[5735362925, 5735362926, 5735362927, 5735362928, 5735362929, 5735362930, 5735362931, 5735362932, 5735362933, 5735362934, 5735362935, 5735362936, 5735362937, 5735362938, 5735362939, 5735362940, 5735362925]",,,,,,,,,,
way,604433536,yes,,"POLYGON ((104.0016976 30.5622371, 104.0017916 30.5621298, 104.0016659 30.5620482, 104.001572 30.5621556, 104.0016976 30.5622371))","[5735362941, 5735362942, 5735362943, 5735362944, 5735362941]",,,,,,,,,,
way,604433537,yes,文科楼二区,"POLYGON ((104.0027754 30.5627212, 104.0026011 30.5626091, 104.0023179 30.5629354, 104.0026908 30.5631753, 104.0027373 30.5631217, 104.0025387 30.562994, 104.0027754 30.5627212))","[5735362945, 5735362946, 5735362947, 5735362948, 5735362949, 5735362950, 5735362945]",,,,,,,,,,
way,604433538,yes,文科楼一区,"POLYGON ((104.0027136 30.5631852, 104.0031816 30.5626622, 104.0037806 30.5630596, 104.0036234 30.5632353, 104.0031781 30.5629399, 104.0028673 30.5632872, 104.0027136 30.5631852))","[5735362951, 5735362952, 5735362953, 5735362954, 5735362955, 5735362956, 5735362951]",,,,,,7,,新闻学院,,
way,604433539,yes,,"POLYGON ((104.0029253 30.563363, 104.0030378 30.5632389, 104.0033512 30.5634496, 104.0032388 30.5635737, 104.0029253 30.563363))","[5735362957, 5735362958, 5735362959, 5735362960, 5735362957]",,,,,,,,,,
way,604433540,yes,外国语学院,"POLYGON ((104.0033305 30.563637, 104.003449 30.5635079, 104.0038009 30.5637475, 104.0036824 30.5638766, 104.0033305 30.563637))","[5735362961, 5735362962, 5735362963, 5735362964, 5735362961]",,,,,,,,,,
way,604433541,yes,文科楼三区,"POLYGON ((104.0037811 30.5639063, 104.0038913 30.5639792, 104.0041718 30.5636652, 104.0040616 30.5635922, 104.0037811 30.5639063))","[5735362965, 5735362966, 5735362967, 5735362968, 5735362965]",,,,,,,,,,
way,604433542,yes,,"POLYGON ((104.0036999 30.5632522, 104.0038138 30.5631217, 104.0042635 30.5634127, 104.0041496 30.5635432, 104.0036999 30.5632522))","[5735362969, 5735362970, 5735362971, 5735362972, 5735362969]",,,,,,,,,,
way,604433995,yes,东园三舍,"POLYGON ((104.0004121 30.5639185, 104.0010533 30.5631867, 104.0009698 30.5631324, 104.0009561 30.5631481, 104.0003828 30.5627757, 104.0002764 30.5628972, 104.0008738 30.5632853, 104.0003528 30.56388, 104.0004121 30.5639185))","[5735364067, 5735364068, 5735364069, 5735364070, 5735364071, 5735364072, 5735364073, 5735364074, 5735364067]",,,,,,,,,,
way,604434193,yes,艺术学院,"POLYGON ((103.9927228 30.5594211, 103.9933042 30.5594203, 103.9933039 30.5592269, 103.9933691 30.5592268, 103.9933688 30.5590819, 103.993481 30.5590818, 103.993593 30.5587601, 103.9935926 30.5577699, 103.9934117 30.5577699, 103.9934118 30.5579409, 103.9933529 30.5579409, 103.9933532 30.5583939, 103.9929084 30.5583941, 103.9929086 30.5587548, 103.9927316 30.5587549, 103.992732 30.5591374, 103.9926711 30.5591374, 103.9926712 30.559283, 103.9927226 30.5592829, 103.9927228 30.5594211))","[5735366251, 5735366252, 5735366253, 5735366254, 5735366255, 5735366256, 5735366257, 5735366258, 5735366259, 5735366260, 5735366261, 5735366262, 5735366263, 5735366264, 5735366265, 5735366266, 5735366267, 5735366268, 5735366269, 5735366251]",,,,,,,,,,
way,604436540,yes,一教A,"POLYGON ((103.9983487 30.5582157, 103.9984131 30.5579986, 103.997426 30.5573565, 103.9970076 30.5570747, 103.9969218 30.5572964, 103.9969915 30.5573472, 103.9968467 30.5575274, 103.9970505 30.5576614, 103.9971953 30.5574951, 103.9983487 30.5582157))","[5735376622, 5735376623, 5735376624, 5735376625, 5735376626, 5735376627, 5735376628, 5735376629, 5735376630, 5735376622]",,,,,,,,,,
way,604436541,yes,一教D,"POLYGON ((103.9984042 30.5578473, 103.9985021 30.5575077, 103.9985491 30.5575198, 103.9985742 30.5574206, 103.9985322 30.5574086, 103.9985464 30.5573712, 103.9984936 30.5573572, 103.9984448 30.5573537, 103.998392 30.5573537, 103.9983269 30.5573572, 103.9982578 30.5573607, 103.9981724 30.5573747, 103.9980911 30.5573957, 103.9980098 30.5574342, 103.9979854 30.5574517, 103.9980057 30.5574798, 103.9979651 30.5574938, 103.9979366 30.5575218, 103.9980179 30.5576093, 103.9980952 30.5575638, 103.9981562 30.5575393, 103.9982131 30.5575113, 103.9982659 30.5575008, 103.998331 30.5574973, 103.9983676 30.5575008, 103.9982822 30.5577598, 103.9984042 30.5578473))","[5735376631, 5735376653, 5735376654, 5735376655, 5735376656, 5735376632, 5735376633, 5735376634, 5735376635, 5735376636, 5735376637, 5735376638, 5735376639, 5735376640, 5735376641, 5735376642, 5735376643, 5735376644, 5735376645, 5735376646, 5735376647, 5735376648, 5735376649, 5735376650, 5735376651, 5735376652, 5735376631]",,,,,,,,,,
way,604436542,yes,一教C,"POLYGON ((103.9978537 30.5574843, 103.9979523 30.5571527, 103.9979893 30.5571606, 103.9980232 30.5570572, 103.997989 30.5570506, 103.9979913 30.5570204, 103.9979726 30.5570224, 103.9979726 30.5570063, 103.9979376 30.5570043, 103.9979049 30.5569983, 103.9978722 30.5569963, 103.9978395 30.5569963, 103.9977975 30.5569963, 103.9977532 30.5570003, 103.9976971 30.5570043, 103.9976434 30.5570144, 103.9975874 30.5570224, 103.997536 30.5570405, 103.997508 30.5570566, 103.9974706 30.5570687, 103.9974263 30.5570968, 103.9974449 30.5571089, 103.9974192 30.557123, 103.9974029 30.557137, 103.9973842 30.5571531, 103.9973725 30.5571652, 103.997473 30.5572577, 103.997501 30.5572356, 103.997529 30.5572195, 103.9975593 30.5572054, 103.997599 30.5571873, 103.9976411 30.5571712, 103.9977018 30.5571592, 103.9977532 30.5571491, 103.9977905 30.5571471, 103.9977298 30.5573944, 103.9978537 30.5574843))","[5735376657, 5735376658, 5735376659, 5735376660, 5735376661, 5735376662, 5735376663, 5735376664, 5735376665, 5735376666, 5735376667, 5735376668, 5735376669, 5735376670, 5735376671, 5735376672, 5735376673, 5735376674, 5735376675, 5735376676, 5735376677, 5735376678, 5735376679, 5735376680, 5735376681, 5735376682, 5735376683, 5735376684, 5735376685, 5735376686, 5735376687, 5735376688, 5735376689, 5735376690, 5735376691, 5735376692, 5735376657]",,,,,,,,,,
way,604436543,yes,一教B,"POLYGON ((103.9972909 30.5571102, 103.9973741 30.5568369, 103.9974141 30.5568449, 103.9974449 30.5567494, 103.997408 30.5567361, 103.9974326 30.5566512, 103.9974018 30.5566379, 103.9973618 30.5566326, 103.9973094 30.55663, 103.9972601 30.5566247, 103.99722 30.5566273, 103.9971676 30.5566273, 103.9971091 30.5566379, 103.9970598 30.5566459, 103.9970105 30.5566565, 103.9969551 30.5566698, 103.996915 30.556683, 103.9968657 30.5567043, 103.9968102 30.5567334, 103.996764 30.5567573, 103.9967178 30.5567892, 103.9966839 30.556821, 103.9966285 30.5568608, 103.9965977 30.5568953, 103.9965607 30.5569457, 103.9966007 30.5569722, 103.9965761 30.55702, 103.9967332 30.5570863, 103.9967548 30.5570545, 103.9967918 30.55702, 103.9968411 30.5569696, 103.9968811 30.5569377, 103.9969366 30.5568926, 103.9969982 30.5568661, 103.9970906 30.5568396, 103.9971276 30.5568396, 103.9971646 30.5568343, 103.9971399 30.5570094, 103.9972909 30.5571102))","[5735376693, 5735376694, 5735376695, 5735376696, 5735376697, 5735376698, 5735376699, 5735376700, 5735376701, 5735376702, 5735376703, 5735376704, 5735376705, 5735376706, 5735376707, 5735376708, 5735376709, 5735376710, 5735376711, 5735376712, 5735376713, 5735376714, 5735376715, 5735376716, 5735376717, 5735376718, 5735376719, 5735376720, 5735376721, 5735376722, 5735376723, 5735376724, 5735376725, 5735376726, 5735376727, 5735376728, 5735376729, 5735376730, 5735376693]",,,,,,,,,,
way,604461376,yes,行政楼,"POLYGON ((104.0001843 30.5569001, 104.0003779 30.5566796, 104.0006269 30.5568417, 104.0004333 30.5570622, 104.0001843 30.5569001))","[5735541238, 5735541239, 5735541240, 5735541241, 5735541238]",,,,,,,,,,
way,604461377,yes,综合楼,"POLYGON ((103.9999089 30.5572242, 104.0000569 30.5570536, 104.0005679 30.5573826, 104.0005492 30.5574188, 104.0006373 30.5574755, 104.0009903 30.5570689, 104.0011504 30.557172, 104.0006762 30.5577182, 103.9999089 30.5572242))","[5735541242, 5735541243, 5735541244, 5735541245, 5735541246, 5735541247, 5735541248, 5735541249, 5735541242]",,,,,,,,,,
