u,v,key,osmid,highway,oneway,reversed,length,name,geometry,bridge
5735414151,5704428057,0,681334497,tertiary,False,False,84.274,环形大道,"LINESTRING (104.0003802 30.5617957, 103.9999104 30.5624366)",
5735414151,4770839107,0,681334497,tertiary,False,True,100.49499999999999,环形大道,"LINESTRING (104.0003802 30.5617957, 104.0005418 30.5615753, 104.0007526 30.5613508, 104.0011117 30.5611776)",
5735414151,4770839104,0,1054966236,living_street,False,True,88.88900000000001,,"LINESTRING (104.0003802 30.5617957, 104.0006086 30.5619342, 104.0011393 30.5622559)",
5735530154,5735558325,0,487495695,tertiary,False,True,131.132,环形大道,"LINESTRING (103.9945222 30.5548228, 103.9941805 30.5559648)",
5735530154,5735530155,0,604460250,residential,False,False,239.679,,"LINESTRING (103.9945222 30.5548228, 103.9969527 30.555338)",
5735530155,5735530154,0,604460250,residential,False,True,239.679,,"LINESTRING (103.9969527 30.555338, 103.9945222 30.5548228)",
5735530155,5735530164,0,604460251,residential,False,False,80.01399999999998,,"LINESTRING (103.9969527 30.555338, 103.9969219 30.5554067, 103.9968474 30.5555217, 103.9968043 30.5556013, 103.9967427 30.5556862, 103.9966606 30.5557848, 103.9965875 30.5558654, 103.9965021 30.5559371)",
5735530164,5735530187,0,604460251,residential,False,False,309.066,,"LINESTRING (103.9965021 30.5559371, 103.996435 30.5560001, 103.9963781 30.5560597, 103.9963435 30.5560964, 103.9963171 30.5561314, 103.9962846 30.5561542, 103.9962216 30.5561804, 103.9959063 30.5563055, 103.9954394 30.5564699, 103.9953654 30.5564964, 103.9952761 30.5565256, 103.9950912 30.5565946, 103.9949402 30.5566477, 103.9945897 30.5567821, 103.994525 30.556806, 103.9944572 30.5568325, 103.9943709 30.5568829, 103.9943216 30.5569094, 103.9942692 30.5569519, 103.9941799 30.5570235, 103.9941213 30.5571005, 103.9940474 30.5571774, 103.9939408 30.5573385, 103.993909 30.557428)",
5735530164,5735530155,0,604460251,residential,False,True,80.01399999999998,,"LINESTRING (103.9965021 30.5559371, 103.9965875 30.5558654, 103.9966606 30.5557848, 103.9967427 30.5556862, 103.9968043 30.5556013, 103.9968474 30.5555217, 103.9969219 30.5554067, 103.9969527 30.555338)",
5735530164,5735530193,0,604460252,residential,False,False,295.21,,"LINESTRING (103.9965021 30.5559371, 103.9972979 30.5564579, 103.9973026 30.5564881, 103.9973049 30.5565122, 103.9973189 30.5565363, 103.9988696 30.5575593, 103.9988999 30.5575749)",
5735530187,8592593986,0,604437739,residential,False,False,6.688,长桥,"LINESTRING (103.993909 30.557428, 103.9939767 30.5574428)",
5735530187,5735383246,0,604437739,residential,False,True,38.542,长桥,"LINESTRING (103.993909 30.557428, 103.9935188 30.5573429)",
5735530187,5735530164,0,604460251,residential,False,True,309.06600000000003,,"LINESTRING (103.993909 30.557428, 103.9939408 30.5573385, 103.9940474 30.5571774, 103.9941213 30.5571005, 103.9941799 30.5570235, 103.9942692 30.5569519, 103.9943216 30.5569094, 103.9943709 30.5568829, 103.9944572 30.5568325, 103.994525 30.556806, 103.9945897 30.5567821, 103.9949402 30.5566477, 103.9950912 30.5565946, 103.9952761 30.5565256, 103.9953654 30.5564964, 103.9954394 30.5564699, 103.9959063 30.5563055, 103.9962216 30.5561804, 103.9962846 30.5561542, 103.9963171 30.5561314, 103.9963435 30.5560964, 103.9963781 30.5560597, 103.996435 30.5560001, 103.9965021 30.5559371)",
5735530193,4770839129,0,484339155,residential,False,False,45.808,,"LINESTRING (103.9988999 30.5575749, 103.9990162 30.5571753)",
5735530193,4770839157,0,484339155,residential,False,True,2.567,,"LINESTRING (103.9988999 30.5575749, 103.9988934 30.5575973)",
5735530193,5735530164,0,604460252,residential,False,True,295.21000000000004,,"LINESTRING (103.9988999 30.5575749, 103.9988696 30.5575593, 103.9973189 30.5565363, 103.9973049 30.5565122, 103.9973026 30.5564881, 103.9972979 30.5564579, 103.9965021 30.5559371)",
5735552834,4770839141,0,484339158,residential,False,False,309.548,,"LINESTRING (104.0007901 30.5579468, 104.0033488 30.5596483)",
5735552834,4770839140,0,484339158,residential,False,True,129.703,,"LINESTRING (104.0007901 30.5579468, 103.9997018 30.5572523)",
5735552834,4770839143,0,604463297,residential,False,False,114.457,,"LINESTRING (104.0007901 30.5579468, 104.0015417 30.5571464)",
5735552838,4770839136,0,484339160,residential,False,True,62.889,,"LINESTRING (104.0004314 30.5561766, 103.999778 30.5561193)",
5735552838,5735552852,0,604463300,residential,False,True,25.068,,"LINESTRING (104.0004314 30.5561766, 104.0003722 30.5563962)",
5735552838,4770839145,0,484339160,residential,False,False,161.14,,"LINESTRING (104.0004314 30.5561766, 104.000533 30.5561679, 104.0013481 30.5563884, 104.0020139 30.5566385)",
5735552839,4770839137,0,604463303,residential,False,True,34.822,,"LINESTRING (103.9998967 30.5570009, 103.9995538 30.5568966)",
5735552839,5735552852,0,604463300,residential,False,False,82.053,,"LINESTRING (103.9998967 30.5570009, 104.0003002 30.5565218, 104.000349 30.5564824, 104.0003722 30.5563962)",
5735552839,4770839140,0,604463300,residential,False,True,33.756,,"LINESTRING (103.9998967 30.5570009, 103.999721 30.5572095, 103.9997018 30.5572523)",
5735552852,5735552838,0,604463300,residential,False,False,25.068,,"LINESTRING (104.0003722 30.5563962, 104.0004314 30.5561766)",
5735552852,5735552853,0,604463315,residential,False,False,150.321,,"LINESTRING (104.0003722 30.5563962, 104.0018746 30.5567883)",
5735552852,5735552839,0,604463300,residential,False,True,82.053,,"LINESTRING (104.0003722 30.5563962, 104.000349 30.5564824, 104.0003002 30.5565218, 103.9998967 30.5570009)",
5735552853,4770839145,0,604463299,residential,False,False,21.339,,"LINESTRING (104.0018746 30.5567883, 104.0020139 30.5566385)",
5735552853,4770839143,0,604463299,residential,False,True,51.006,,"LINESTRING (104.0018746 30.5567883, 104.0015417 30.5571464)",
5735552853,5735552852,0,604463315,residential,False,True,150.321,,"LINESTRING (104.0018746 30.5567883, 104.0003722 30.5563962)",
5735557008,4770839148,0,484339160,residential,False,False,174.496,,"LINESTRING (104.0045228 30.5604711, 104.0034483 30.5617386)",
5735557008,5508585646,0,604464168,residential,False,False,144.739,,"LINESTRING (104.0045228 30.5604711, 104.0032996 30.5597063)",
5735557008,8855604859,0,484339160,residential,False,True,340.702,,"LINESTRING (104.0045228 30.5604711, 104.0057514 30.5590218, 104.0045665 30.5582662)",
5735557009,4770839246,0,604464169,residential,False,True,10.617,,"LINESTRING (103.9891816 30.5616496, 103.9892919 30.5616398)",
5735557009,5735559621,0,604464169,residential,False,False,178.245,,"LINESTRING (103.9891816 30.5616496, 103.9890475 30.5616706, 103.9888951 30.5617283, 103.9887061 30.5617913, 103.9885719 30.5618543, 103.9884012 30.5619225, 103.9882305 30.5619908, 103.9881269 30.5620275, 103.9880659 30.5619383, 103.9880293 30.5617808, 103.988011 30.5616653, 103.9879805 30.5615393, 103.9879623 30.5614343)",
5735557009,5735559624,0,604464172,residential,False,False,44.809000000000005,,"LINESTRING (103.9891816 30.5616496, 103.9891024 30.5614921, 103.9890231 30.5614133, 103.9889316 30.5613136)",
5735558325,5735530154,0,487495695,tertiary,False,False,131.132,环形大道,"LINESTRING (103.9941805 30.5559648, 103.9945222 30.5548228)",
5735558325,4770960516,0,604464547,residential,False,True,130.91,,"LINESTRING (103.9941805 30.5559648, 103.9928487 30.5556988)",
5735558325,8012043953,0,487495695,tertiary,False,True,115.412,环形大道,"LINESTRING (103.9941805 30.5559648, 103.9941049 30.5562173, 103.9939554 30.5565937, 103.9937607 30.556934)",
5735558326,4770960558,0,484351225,pedestrian,False,True,54.895,,"LINESTRING (103.9924298 30.5572111, 103.9929878 30.5573244)",
5735558326,8012043959,0,859542694,pedestrian,False,False,56.425,,"LINESTRING (103.9924298 30.5572111, 103.9922749 30.5577007)",
5735558326,4770960549,0,859542694,pedestrian,False,True,42.114,,"LINESTRING (103.9924298 30.5572111, 103.9925455 30.5568457)",
5735559621,5735557009,0,604464169,residential,False,True,178.245,,"LINESTRING (103.9879623 30.5614343, 103.9879805 30.5615393, 103.988011 30.5616653, 103.9880293 30.5617808, 103.9880659 30.5619383, 103.9881269 30.5620275, 103.9882305 30.5619908, 103.9884012 30.5619225, 103.9885719 30.5618543, 103.9887061 30.5617913, 103.9888951 30.5617283, 103.9890475 30.5616706, 103.9891816 30.5616496)",
5735559624,5735557009,0,604464172,residential,False,True,44.809,,"LINESTRING (103.9889316 30.5613136, 103.9890231 30.5614133, 103.9891024 30.5614921, 103.9891816 30.5616496)",
5735565829,5735383244,0,487495695,tertiary,False,False,154.543,环形大道,"LINESTRING (103.9925379 30.5586502, 103.9926634 30.5584589, 103.9934189 30.5574863)",
5735565829,4770839252,0,487495695,tertiary,False,True,141.751,环形大道,"LINESTRING (103.9925379 30.5586502, 103.9924794 30.5587395, 103.9923644 30.5591753, 103.9923759 30.5596045, 103.9924444 30.5598946)",
5735565829,5703950644,0,604464920,residential,False,True,43.346000000000004,,"LINESTRING (103.9925379 30.5586502, 103.9923719 30.5585732, 103.9921257 30.5584908)",
7783790099,5430897289,0,563576795,unclassified,False,True,34.763999999999996,,"LINESTRING (103.991477 30.5630861, 103.9915232 30.5631058, 103.9916164 30.5631514, 103.99166 30.5631983, 103.9916721 30.5633137)",
8012043925,8012043939,0,599567591,residential,False,False,43.154,,"LINESTRING (103.988744 30.5565729, 103.9883034 30.5564913)",
8012043925,4770960507,0,599567591,residential,False,True,104.441,,"LINESTRING (103.988744 30.5565729, 103.9898104 30.5567702)",
8012043925,5704044577,0,859542692,residential,False,True,71.306,,"LINESTRING (103.988744 30.5565729, 103.988893 30.5559446)",
8012043939,5703950635,0,599557080,residential,False,True,156.539,,"LINESTRING (103.9883034 30.5564913, 103.9879925 30.5578734)",
8012043939,8012043925,0,599567591,residential,False,True,43.154,,"LINESTRING (103.9883034 30.5564913, 103.988744 30.5565729)",
8012043945,4770960531,0,484351211,residential,False,True,12.091,,"LINESTRING (103.9907679 30.5557624, 103.9908007 30.5556574)",
8012043953,5735558325,0,487495695,tertiary,False,False,115.412,环形大道,"LINESTRING (103.9937607 30.556934, 103.9939554 30.5565937, 103.9941049 30.5562173, 103.9941805 30.5559648)",
8012043953,5735383246,0,487495695,tertiary,False,True,51.029,环形大道,"LINESTRING (103.9937607 30.556934, 103.9937023 30.5570361, 103.9935188 30.5573429)",
8012043953,4770960537,0,859542692,residential,False,False,141.12800000000001,,"LINESTRING (103.9937607 30.556934, 103.9927382 30.5567109, 103.9926727 30.5566896, 103.9926108 30.55665, 103.9925843 30.5565829, 103.992587 30.5565338, 103.9926179 30.5564228)",
8012043959,4770960510,0,859542694,pedestrian,False,False,6.397,,"LINESTRING (103.9922749 30.5577007, 103.9922573 30.5577562)",
8012043959,5735558326,0,859542694,pedestrian,False,True,56.425,,"LINESTRING (103.9922749 30.5577007, 103.9924298 30.5572111)",
8012043959,4770960558,0,859542693,pedestrian,False,True,88.558,,"LINESTRING (103.9922749 30.5577007, 103.9923418 30.5577106, 103.9925046 30.5577075, 103.9926834 30.5576542, 103.9929046 30.5575003, 103.9929878 30.5573244)",
8592593985,8592593986,0,925892658,service,False,False,18.215,,"LINESTRING (103.9938858 30.5575867, 103.9939767 30.5574428)",
8592593985,8592593987,0,"[604437738, 925892661, 925892662]",residential,False,False,89.264,长桥,"LINESTRING (103.9938858 30.5575867, 103.9939037 30.5575905, 103.9945737 30.5577345, 103.9947903 30.5577811)",yes
8592593985,5735383244,0,604437738,residential,False,True,46.079,长桥,"LINESTRING (103.9938858 30.5575867, 103.9938183 30.5575722, 103.9934189 30.5574863)",
8592593986,5735530187,0,604437739,residential,False,True,6.688,长桥,"LINESTRING (103.9939767 30.5574428, 103.993909 30.557428)",
8592593986,8592593985,0,925892658,service,False,True,18.215,,"LINESTRING (103.9939767 30.5574428, 103.9938858 30.5575867)",
8592593986,8592593988,0,"[604437739, 925892660, 925892663]",residential,False,False,85.393,长桥,"LINESTRING (103.9939767 30.5574428, 103.9939901 30.5574457, 103.9946461 30.5575888, 103.9948412 30.5576314)",yes
8592593987,8592593988,0,925892659,service,False,False,17.345,,"LINESTRING (103.9947903 30.5577811, 103.9948412 30.5576314)",
8592593987,8592593993,0,"[681334500, 925892662]",residential,False,False,86.65100000000001,长桥,"LINESTRING (103.9947903 30.5577811, 103.9950126 30.5578289, 103.9956683 30.5579699)",yes
8592593987,8592593985,0,"[604437738, 925892661, 925892662]",residential,False,True,89.264,长桥,"LINESTRING (103.9947903 30.5577811, 103.9945737 30.5577345, 103.9939037 30.5575905, 103.9938858 30.5575867)",yes
8592593988,8592593987,0,925892659,service,False,True,17.345,,"LINESTRING (103.9948412 30.5576314, 103.9947903 30.5577811)",
8592593988,8592593994,0,"[681334499, 925892663]",residential,False,False,85.918,长桥,"LINESTRING (103.9948412 30.5576314, 103.9950457 30.557676, 103.995711 30.5578212)",yes
8592593988,8592593986,0,"[604437739, 925892660, 925892663]",residential,False,True,85.39299999999999,长桥,"LINESTRING (103.9948412 30.5576314, 103.9946461 30.5575888, 103.9939901 30.5574457, 103.9939767 30.5574428)",yes
8592593993,8592593995,0,681334500,residential,False,False,53.075,长桥,"LINESTRING (103.9956683 30.5579699, 103.9962061 30.5580855)",yes
8592593993,8592593994,0,925892664,service,False,False,17.033,,"LINESTRING (103.9956683 30.5579699, 103.995711 30.5578212)",yes
8592593993,8592593987,0,"[681334500, 925892662]",residential,False,True,86.65100000000001,长桥,"LINESTRING (103.9956683 30.5579699, 103.9950126 30.5578289, 103.9947903 30.5577811)",yes
8592593994,8592593996,0,681334499,residential,False,False,53.309,长桥,"LINESTRING (103.995711 30.5578212, 103.9962507 30.5579389)",yes
8592593994,8592593993,0,925892664,service,False,True,17.033,,"LINESTRING (103.995711 30.5578212, 103.9956683 30.5579699)",yes
8592593994,8592593988,0,"[681334499, 925892663]",residential,False,True,85.918,长桥,"LINESTRING (103.995711 30.5578212, 103.9950457 30.557676, 103.9948412 30.5576314)",yes
8592593995,8592593997,0,681334500,residential,False,False,30.228,长桥,"LINESTRING (103.9962061 30.5580855, 103.9965124 30.5581513)",yes
8592593995,8592593993,0,681334500,residential,False,True,53.075,长桥,"LINESTRING (103.9962061 30.5580855, 103.9956683 30.5579699)",yes
8592593995,8592593996,0,925892665,service,False,False,16.851,,"LINESTRING (103.9962061 30.5580855, 103.9962507 30.5579389)",yes
8592593996,8592593998,0,681334499,residential,False,False,30.089,长桥,"LINESTRING (103.9962507 30.5579389, 103.9965553 30.5580054)",yes
8592593996,8592593994,0,681334499,residential,False,True,53.309,长桥,"LINESTRING (103.9962507 30.5579389, 103.995711 30.5578212)",yes
8592593996,8592593995,0,925892665,service,False,True,16.851,,"LINESTRING (103.9962507 30.5579389, 103.9962061 30.5580855)",yes
8592593997,8592593999,0,681334500,residential,False,False,40.345,长桥,"LINESTRING (103.9965124 30.5581513, 103.9969212 30.5582392)",yes
8592593997,8592593995,0,681334500,residential,False,True,30.228,长桥,"LINESTRING (103.9965124 30.5581513, 103.9962061 30.5580855)",yes
8592593997,8592593998,0,925892666,service,False,False,16.735,,"LINESTRING (103.9965124 30.5581513, 103.9965553 30.5580054)",yes
8592593998,8592594000,0,681334499,residential,False,False,40.368,长桥,"LINESTRING (103.9965553 30.5580054, 103.996964 30.5580945)",yes
8592593998,8592593996,0,681334499,residential,False,True,30.089,长桥,"LINESTRING (103.9965553 30.5580054, 103.9962507 30.5579389)",yes
8592593998,8592593997,0,925892666,service,False,True,16.735,,"LINESTRING (103.9965553 30.5580054, 103.9965124 30.5581513)",yes
8592593999,8592594001,0,681334500,residential,False,False,38.748,长桥,"LINESTRING (103.9969212 30.5582392, 103.997314 30.558323)",yes
8592593999,8592593997,0,681334500,residential,False,True,40.345,长桥,"LINESTRING (103.9969212 30.5582392, 103.9965124 30.5581513)",yes
8592593999,8592594000,0,925892667,service,False,False,16.604,,"LINESTRING (103.9969212 30.5582392, 103.996964 30.5580945)",yes
8592594000,8592594002,0,681334499,residential,False,False,38.674,长桥,"LINESTRING (103.996964 30.5580945, 103.9973555 30.55818)",yes
8592594000,8592593998,0,681334499,residential,False,True,40.368,长桥,"LINESTRING (103.996964 30.5580945, 103.9965553 30.5580054)",yes
8592594000,8592593999,0,925892667,service,False,True,16.604,,"LINESTRING (103.996964 30.5580945, 103.9969212 30.5582392)",yes
8592594001,8592593999,0,681334500,residential,False,True,38.748,长桥,"LINESTRING (103.997314 30.558323, 103.9969212 30.5582392)",yes
8592594001,8592594002,0,925892668,service,False,False,16.39,,"LINESTRING (103.997314 30.558323, 103.9973555 30.55818)",yes
8592594001,5735383245,0,"[931709482, 681334500]",residential,False,False,42.445,长桥,"LINESTRING (103.997314 30.558323, 103.9977117 30.5584091, 103.9977439 30.5584161)",yes
8592594002,8592594000,0,681334499,residential,False,True,38.674,长桥,"LINESTRING (103.9973555 30.55818, 103.996964 30.5580945)",yes
8592594002,8592594001,0,925892668,service,False,True,16.39,,"LINESTRING (103.9973555 30.55818, 103.997314 30.558323)",yes
8592594002,5735383247,0,"[931709483, 681334499]",residential,False,False,42.078,长桥,"LINESTRING (103.9973555 30.55818, 103.9977516 30.5582664, 103.9977815 30.5582729)",yes
8855604859,4770839145,0,484339160,residential,False,True,304.135,,"LINESTRING (104.0045665 30.5582662, 104.0020139 30.5566385)",
8855604859,4770839142,0,487495732,tertiary,False,False,75.215,环形大道,"LINESTRING (104.0045665 30.5582662, 104.0040942 30.5588067)",
8855604859,5735557008,0,484339160,residential,False,False,340.702,,"LINESTRING (104.0045665 30.5582662, 104.0057514 30.5590218, 104.0045228 30.5604711)",
8855606935,5508577657,0,573626553,residential,False,False,82.211,,"LINESTRING (104.0012098 30.5634695, 104.0007017 30.5640655)",
8855606935,5508577656,0,573626553,residential,False,True,20.504,,"LINESTRING (104.0012098 30.5634695, 104.0013366 30.5633209)",
8855606935,8855606940,0,956998271,residential,False,False,354.14,,"LINESTRING (104.0012098 30.5634695, 104.0033989 30.5648977, 104.0039745 30.5642445)",
8855606940,8855606941,0,484339151,residential,False,False,263.8,,"LINESTRING (104.0039745 30.5642445, 104.0018383 30.5627462)",
8855606940,4770839106,0,956998271,residential,False,False,109.013,,"LINESTRING (104.0039745 30.5642445, 104.0043458 30.5638231, 104.00444 30.5637073, 104.00444 30.5635683, 104.004524 30.5634133)",
8855606940,8855606935,0,956998271,residential,False,True,354.14,,"LINESTRING (104.0039745 30.5642445, 104.0033989 30.5648977, 104.0012098 30.5634695)",
8855606941,4770839104,0,484339151,residential,False,False,86.323,,"LINESTRING (104.0018383 30.5627462, 104.0011393 30.5622559)",
8855606941,8855606940,0,484339151,residential,False,True,263.8,,"LINESTRING (104.0018383 30.5627462, 104.0039745 30.5642445)",
8855606941,5508577656,0,956998272,residential,False,True,79.945,,"LINESTRING (104.0018383 30.5627462, 104.0013366 30.5633209)",
