u,v,key,osmid,oneway,name,highway,reversed,length,maxspeed,access,geometry,service,junction
1684901853,1030357734,0,156217230,False,,footway,True,8.39,,,"LINESTRING (118.7761031 32.058903, 118.7761104 32.0589782)",,
1684901853,1684901851,0,156217235,False,,footway,True,32.585,,,"LINESTRING (118.7761031 32.058903, 118.775761 32.0588604)",,
1684901853,1167714386,0,187808009,False,,footway,False,53.32,,,"LINESTRING (118.7761031 32.058903, 118.7761888 32.058986, 118.7762103 32.0591308, 118.7761711 32.0593516)",,
1684901856,1683685614,0,88779389,False,,footway,False,3.135,,,"LINESTRING (118.7757484 32.0589339, 118.7757436 32.0589618)",,
1684901856,1684901851,0,88779389,False,,footway,True,8.259,,,"LINESTRING (118.7757484 32.0589339, 118.775761 32.0588604)",,
1684901856,1030357734,0,632893316,False,,footway,False,34.468,,,"LINESTRING (118.7757484 32.0589339, 118.7761104 32.0589782)",,
1684901856,1030357732,0,632893316,False,,footway,True,31.905,,,"LINESTRING (118.7757484 32.0589339, 118.7754132 32.0588936)",,
1684901858,1997461854,0,187808010,False,,service,False,28.847,10,permissive,"LINESTRING (118.7744304 32.059149, 118.7743904 32.0594062)",,
1684901858,1682447987,0,187808010,False,,service,True,53.3,10,permissive,"LINESTRING (118.7744304 32.059149, 118.7745199 32.0586757)",,
1684901858,1167714383,0,"[625067281, 156217238]",False,,"['steps', 'footway']",True,19.618000000000002,,,"LINESTRING (118.7744304 32.059149, 118.77446 32.0591525, 118.7745924 32.059165, 118.7746365 32.0591571)",,
1684901864,1684901847,0,156217232,False,,footway,False,39.346,,,"LINESTRING (118.7749474 32.059194, 118.7750055 32.0588436)",,
1684901864,1167714383,0,224950863,False,,service,False,29.584,,permissive,"LINESTRING (118.7749474 32.059194, 118.7746365 32.0591571)",,
1684901864,1684901866,0,224950863,False,,service,True,39.589,,permissive,"LINESTRING (118.7749474 32.059194, 118.7753634 32.0592436)",,
1684901866,1030357732,0,156217241,False,,footway,False,39.2,,,"LINESTRING (118.7753634 32.0592436, 118.7754132 32.0588936)",,
1684901866,1684901864,0,224950863,False,,service,False,39.589,,permissive,"LINESTRING (118.7753634 32.0592436, 118.7749474 32.059194)",,
1684901866,1684901868,0,224950863,False,,service,True,65.543,,permissive,"LINESTRING (118.7753634 32.0592436, 118.7760501 32.0593371)",,
1684901868,1684901866,0,224950863,False,,service,False,65.543,,permissive,"LINESTRING (118.7760501 32.0593371, 118.7753634 32.0592436)",,
1684901868,1167714386,0,224950863,False,,service,True,11.516,,permissive,"LINESTRING (118.7760501 32.0593371, 118.7761711 32.0593516)",,
1684901868,1030357734,0,632893316,False,,footway,True,40.31,,,"LINESTRING (118.7760501 32.0593371, 118.7761104 32.0589782)",,
1684918714,1684935652,0,106972920,True,汉口路,tertiary,False,27.005,30,,"LINESTRING (118.7753986 32.0557491, 118.7751122 32.0557411)",,
1684918714,1683685497,0,"[156220841, 88778549]",False,中央大道,service,False,36.487,10,permissive,"LINESTRING (118.7753986 32.0557491, 118.7753854 32.0558522, 118.7753694 32.0559771, 118.7753529 32.0560749)",,
1684918714,1683871092,0,"[99978636, 88778549]",False,,service,"[False, True]",28.822,10,permissive,"LINESTRING (118.7753986 32.0557491, 118.7754089 32.0556867, 118.775441 32.0554924)",,
1684918716,1984421596,0,156220848,False,,service,False,43.733,10,permissive,"LINESTRING (118.7747447 32.0558574, 118.7751525 32.0560451)",,
1684918716,1985403049,0,156220849,False,,footway,True,31.984,,,"LINESTRING (118.7747447 32.0558574, 118.7747044 32.056143)",,
1684918716,1684918720,0,"[156220848, 156220842]",False,,"['service', 'footway']","[False, True]",167.676,10,permissive,"LINESTRING (118.7747447 32.0558574, 118.7740888 32.0557889, 118.7739155 32.0567253)",,
1684918717,1683871113,0,156085187,False,,footway,False,57.988,,,"LINESTRING (118.7746592 32.0564637, 118.775269 32.0565334)",,
1684918717,1683871111,0,156085187,False,,footway,True,4.412,,,"LINESTRING (118.7746592 32.0564637, 118.7746128 32.0564584)",,
1684918717,1985403049,0,156220849,False,,footway,False,35.914,,,"LINESTRING (118.7746592 32.0564637, 118.7747044 32.056143)",,
1684918717,1684918722,0,156220849,False,,footway,True,36.991,,,"LINESTRING (118.7746592 32.0564637, 118.7746069 32.0567934)",,
1684918718,1684918720,0,156220851,False,,footway,False,58.395,,,"LINESTRING (118.7733 32.0566647, 118.7739155 32.0567253)",,
1684918718,1683685537,0,156223060,False,,service,True,52.315,10,permissive,"LINESTRING (118.7733 32.0566647, 118.7732289 32.0571313)",driveway,
1684918718,1683685507,0,"[156223033, 156223060]",False,,service,False,58.611999999999995,10,permissive,"LINESTRING (118.7733 32.0566647, 118.773353 32.0563085, 118.7735477 32.0563405)",driveway,
1684918720,1684918722,0,156220851,False,,footway,False,65.596,,,"LINESTRING (118.7739155 32.0567253, 118.7746069 32.0567934)",,
1684918720,1684918718,0,156220851,False,,footway,True,58.395,,,"LINESTRING (118.7739155 32.0567253, 118.7733 32.0566647)",,
1684918720,1684918716,0,"[156220848, 156220842]",False,,"['service', 'footway']","[False, True]",167.676,10,permissive,"LINESTRING (118.7739155 32.0567253, 118.7740888 32.0557889, 118.7747447 32.0558574)",,
1684918722,1684918717,0,156220849,False,,footway,False,36.991,,,"LINESTRING (118.7746069 32.0567934, 118.7746592 32.0564637)",,
1684918722,1684918720,0,156220851,False,,footway,True,65.596,,,"LINESTRING (118.7746069 32.0567934, 118.7739155 32.0567253)",,
1684918722,1683871126,0,156220851,False,,footway,False,60.707,,,"LINESTRING (118.7746069 32.0567934, 118.7746774 32.0568004, 118.7750042 32.0567185, 118.775236 32.0567327)",,
1684918724,10806750264,0,156220850,False,,service,True,36.94,10,permissive,"LINESTRING (118.7738526 32.0598632, 118.7738356 32.0601951)",,
1684918724,1030354727,0,187808010,False,,service,False,100.79,10,permissive,"LINESTRING (118.7738526 32.0598632, 118.7727833 32.0598443)",,
1684918724,1997461854,0,187808010,False,,service,True,95.759,10,permissive,"LINESTRING (118.7738526 32.0598632, 118.7743185 32.0598685, 118.7743904 32.0594062)",,
1684918726,10806750264,0,156220850,False,,service,False,57.059,10,permissive,"LINESTRING (118.7738104 32.0607078, 118.7738356 32.0601951)",,
1684918726,10806750270,0,156220850,False,,service,True,42.218,10,permissive,"LINESTRING (118.7738104 32.0607078, 118.7733624 32.0607066)",,
1684918727,10806750270,0,156220850,False,,service,False,46.581,10,permissive,"LINESTRING (118.7728681 32.0607052, 118.7733624 32.0607066)",,
1684918727,1683601375,0,156220850,False,,service,True,104.508,10,permissive,"LINESTRING (118.7728681 32.0607052, 118.7717627 32.0607809)",,
1684918727,10806750267,0,1161981177,False,,service,True,62.885,,,"LINESTRING (118.7728681 32.0607052, 118.7728758 32.0601397)",,
1684935592,1684935617,0,156223036,False,,service,True,85.364,,,"LINESTRING (118.7742015 32.0548508, 118.7741736 32.0550503, 118.7742502 32.0551235, 118.7741733 32.0555879)",,
1684935617,1684935646,0,156223036,False,,service,True,13.694,,,"LINESTRING (118.7741733 32.0555879, 118.7741543 32.05571)",,
1684935617,1684935592,0,156223036,False,,service,False,85.364,,,"LINESTRING (118.7741733 32.0555879, 118.7742502 32.0551235, 118.7741736 32.0550503, 118.7742015 32.0548508)",,
1684935617,1684935652,0,156223046,False,,service,True,91.403,,,"LINESTRING (118.7741733 32.0555879, 118.7750139 32.0556793, 118.7751122 32.0557411)",parking_aisle,
1684935646,1684935617,0,156223036,False,,service,False,13.694,,,"LINESTRING (118.7741543 32.05571, 118.7741733 32.0555879)",,
1684935652,1684935646,0,106972920,True,汉口路,tertiary,False,91.119,30,,"LINESTRING (118.7751122 32.0557411, 118.7750076 32.0557713, 118.7741543 32.05571)",,
1684935652,1684935617,0,156223046,False,,service,False,91.403,,,"LINESTRING (118.7751122 32.0557411, 118.7750139 32.0556793, 118.7741733 32.0555879)",parking_aisle,
1684951046,1984469018,0,192257614,False,,service,False,23.161,5,permissive,"LINESTRING (118.7728893 32.0587303, 118.7729093 32.0585227)",,
1684951046,1984469033,0,192257614,False,,service,True,11.168,5,permissive,"LINESTRING (118.7728893 32.0587303, 118.7728796 32.0588304)",,
1684951046,10858342214,0,156224647,False,,footway,False,28.793,,,"LINESTRING (118.7728893 32.0587303, 118.7729701 32.0587405, 118.7731923 32.0587635)",,
1684971163,1684971167,0,156226996,False,,footway,True,11.787,,,"LINESTRING (118.7720302 32.0567541, 118.7720295 32.0568601)",,
1684971167,1684971163,0,156226996,False,,footway,False,11.787,,,"LINESTRING (118.7720295 32.0568601, 118.7720302 32.0567541)",,
1684971167,1684971175,0,156226996,False,,footway,True,12.854,,,"LINESTRING (118.7720295 32.0568601, 118.7720288 32.0569757)",,
1684971167,1684971174,0,156226999,False,,footway,False,83.02600000000001,,,"LINESTRING (118.7720295 32.0568601, 118.7728376 32.0568601, 118.7729105 32.0568601)",,
1684971174,1684971167,0,156226999,False,,footway,True,83.02600000000001,,,"LINESTRING (118.7729105 32.0568601, 118.7728376 32.0568601, 118.7720295 32.0568601)",,
1684971175,1684971167,0,156226996,False,,footway,False,12.854,,,"LINESTRING (118.7720288 32.0569757, 118.7720295 32.0568601)",,
1684982491,1984514220,0,156231213,False,,service,True,7.946,10,permissive,"LINESTRING (118.7756748 32.0523854, 118.7756714 32.0524568)",parking_aisle,
1686024144,2024986326,0,156085162,False,,service,False,11.273,10,permissive,"LINESTRING (118.7758388 32.0530011, 118.7757204 32.0529867)",,
1686024144,1686024153,0,156085162,False,,service,True,29.42,10,permissive,"LINESTRING (118.7758388 32.0530011, 118.7761478 32.0530387)",,
1686024144,1686024160,0,"[156343491, 156343485]",False,,"['steps', 'footway']","[False, True]",9.132,,,"LINESTRING (118.7758388 32.0530011, 118.7758353 32.0530219, 118.7758251 32.0530824)",,
1686024148,1155818431,0,187953264,False,,service,False,7.214,10,permissive,"LINESTRING (118.7763658 32.0529998, 118.7763548 32.053064)",,
1686024153,1686024144,0,156085162,False,,service,False,29.42,10,permissive,"LINESTRING (118.7761478 32.0530387, 118.7758388 32.0530011)",,
1686024153,1155818431,0,156085162,False,,service,True,19.71,10,permissive,"LINESTRING (118.7761478 32.0530387, 118.7763548 32.053064)",,
1686024153,1686024166,0,"[156343488, 156343486]",False,,"['steps', 'footway']","[False, True]",9.133000000000001,,,"LINESTRING (118.7761478 32.0530387, 118.7761444 32.0530586, 118.776134 32.05312)",,
1686024160,1686024166,0,156343487,False,,footway,False,29.411,,,"LINESTRING (118.7758251 32.0530824, 118.776134 32.05312)",,
1686024160,1686024170,0,156343491,False,,footway,True,9.616,,,"LINESTRING (118.7758251 32.0530824, 118.7758106 32.053168)",,
1686024160,1686024144,0,"[156343491, 156343485]",False,,"['steps', 'footway']","[False, True]",9.132,,,"LINESTRING (118.7758251 32.0530824, 118.7758353 32.0530219, 118.7758388 32.0530011)",,
1686024166,1686024160,0,156343487,False,,footway,True,29.411,,,"LINESTRING (118.776134 32.05312, 118.7758251 32.0530824)",,
1686024166,1686024173,0,156343488,False,,footway,True,9.616,,,"LINESTRING (118.776134 32.05312, 118.7761195 32.0532056)",,
1686024166,1686024153,0,"[156343488, 156343486]",False,,"['steps', 'footway']","[False, True]",9.133000000000001,,,"LINESTRING (118.776134 32.05312, 118.7761444 32.0530586, 118.7761478 32.0530387)",,
1686024168,1683870862,0,156085172,False,,service,False,14.749,10,permissive,"LINESTRING (118.7755989 32.0531422, 118.7755767 32.0532735)",,
1686024168,1155818444,0,156085172,False,,service,True,18.738,10,permissive,"LINESTRING (118.7755989 32.0531422, 118.7756272 32.0529754)",,
1686024168,1686024170,0,156343492,False,,footway,False,20.157,,,"LINESTRING (118.7755989 32.0531422, 118.7756594 32.0531496, 118.7758106 32.053168)",,
1686024170,1686024160,0,156343491,False,,footway,False,9.616,,,"LINESTRING (118.7758106 32.053168, 118.7758251 32.0530824)",,
1686024170,1686024173,0,156343492,False,,footway,False,29.411,,,"LINESTRING (118.7758106 32.053168, 118.7761195 32.0532056)",,
1686024170,1686024168,0,156343492,False,,footway,True,20.157,,,"LINESTRING (118.7758106 32.053168, 118.7756594 32.0531496, 118.7755989 32.0531422)",,
1686024173,1686024166,0,156343488,False,,footway,False,9.616,,,"LINESTRING (118.7761195 32.0532056, 118.776134 32.05312)",,
1686024173,1686024170,0,156343492,False,,footway,True,29.411,,,"LINESTRING (118.7761195 32.0532056, 118.7758106 32.053168)",,
1686024173,1686024176,0,156343492,False,,footway,False,19.671,,,"LINESTRING (118.7761195 32.0532056, 118.7762703 32.0532239, 118.7763261 32.0532308)",,
1686024176,1155818366,0,187953264,False,,service,False,14.742,10,permissive,"LINESTRING (118.7763261 32.0532308, 118.7763036 32.053362)",,
1686024176,1155818431,0,187953264,False,,service,True,18.744,10,permissive,"LINESTRING (118.7763261 32.0532308, 118.7763548 32.053064)",,
1686024176,1686024173,0,156343492,False,,footway,True,19.671,,,"LINESTRING (118.7763261 32.0532308, 118.7762703 32.0532239, 118.7761195 32.0532056)",,
1686024180,1686024187,0,156343490,False,,footway,False,9.097,,,"LINESTRING (118.7774108 32.0534356, 118.7773981 32.0535167)",,
1686024185,1155818401,0,156339450,False,,service,False,36.226,10,permissive,"LINESTRING (118.7770122 32.0534731, 118.7770615 32.05315)",,
1686024185,1686024187,0,156343489,False,,service,False,36.69,10,permissive,"LINESTRING (118.7770122 32.0534731, 118.7773981 32.0535167)",,
1686024185,1682466442,0,156339450,False,,service,True,66.699,10,permissive,"LINESTRING (118.7770122 32.0534731, 118.7769674 32.0537672, 118.7769216 32.054068)",,
1686024187,1985873500,0,156343489,False,,service,False,23.73,10,permissive,"LINESTRING (118.7773981 32.0535167, 118.7776477 32.0535448)",,
1686024187,1686024185,0,156343489,False,,service,True,36.69,10,permissive,"LINESTRING (118.7773981 32.0535167, 118.7770122 32.0534731)",,
1686024187,1686024192,0,156343490,False,,footway,False,11.039,,,"LINESTRING (118.7773981 32.0535167, 118.7773826 32.0536151)",,
1686024187,1686024180,0,156343490,False,,footway,True,9.097,,,"LINESTRING (118.7773981 32.0535167, 118.7774108 32.0534356)",,
1686024190,1985873500,0,156343489,False,,service,True,3.299,10,permissive,"LINESTRING (118.7776824 32.0535487, 118.7776477 32.0535448)",,
1686024192,1686024187,0,156343490,False,,footway,True,11.039,,,"LINESTRING (118.7773826 32.0536151, 118.7773981 32.0535167)",,
1686027134,1686027141,0,156343881,False,,footway,False,37.229,,,"LINESTRING (118.7721963 32.0601146, 118.7721996 32.0604494)",,
1686027134,1984584770,0,191930709,False,,service,True,9.461,10,permissive,"LINESTRING (118.7721963 32.0601146, 118.7720959 32.0601145)",,
1686027134,1030354668,0,191930709,False,,service,False,55.309,10,permissive,"LINESTRING (118.7721963 32.0601146, 118.7722828 32.0601147, 118.7727832 32.0601183)",,
1686027141,1686027134,0,156343881,False,,footway,True,37.229,,,"LINESTRING (118.7721996 32.0604494, 118.7721963 32.0601146)",,
1699099703,1155818387,0,156339450,False,,service,True,15.663,10,permissive,"LINESTRING (118.7771273 32.0527181, 118.777106 32.0528578)",,
1699099703,1699099705,0,157652883,False,,footway,False,70.74,,,"LINESTRING (118.7771273 32.0527181, 118.7778724 32.052795)",,
1699099703,1699099705,1,"[156339450, 187814574]",False,,"['service', 'footway']",False,110.42099999999999,10,permissive,"LINESTRING (118.7771273 32.0527181, 118.7771575 32.0525453, 118.777902 32.052613, 118.7778724 32.052795)",,
1699099703,1985866068,0,157652883,False,,footway,True,58.881,,,"LINESTRING (118.7771273 32.0527181, 118.7766744 32.0526714, 118.7766541 32.0528132)",,
1699099705,1699099703,0,157652883,False,,footway,True,70.74,,,"LINESTRING (118.7778724 32.052795, 118.7771273 32.0527181)",,
1699099705,1699099703,1,"[156339450, 187814574]",False,,"['service', 'footway']",True,110.42099999999999,10,permissive,"LINESTRING (118.7778724 32.052795, 118.777902 32.052613, 118.7771575 32.0525453, 118.7771273 32.0527181)",,
1699099705,1683882090,0,187814574,False,,footway,False,17.109,,,"LINESTRING (118.7778724 32.052795, 118.7778492 32.0529476)",,
1704508077,1683871050,0,156085189,False,,footway,False,16.893,,,"LINESTRING (118.7758359 32.0551562, 118.7758512 32.0551335, 118.7759735 32.0551425, 118.7759883 32.0551443, 118.7759989 32.0551455)",,
1704508077,1683871088,0,156085189,False,,footway,True,24.89,,,"LINESTRING (118.7758359 32.0551562, 118.775787 32.0552283, 118.7757465 32.0552599, 118.7756561 32.0553144)",,
1704508077,1683871088,1,158219387,False,,footway,True,54.884,,,"LINESTRING (118.7758359 32.0551562, 118.7758242 32.0550899, 118.7757757 32.0550414, 118.7756937 32.0550541, 118.7756416 32.0551046, 118.7756055 32.0551752, 118.7756204 32.0552626, 118.7756561 32.0553144)",,
1983286496,1683871061,0,156085186,False,,service,False,12.164,10,permissive,"LINESTRING (118.775916 32.0554055, 118.7759714 32.0553067)",,
1983286496,1983286501,0,156085186,False,,service,True,24.45,10,permissive,"LINESTRING (118.775916 32.0554055, 118.7759034 32.055428, 118.7758468 32.0554945, 118.7757324 32.0555046, 118.7757142 32.0555031)",,
1983286496,1983286501,1,187695622,False,,footway,True,29.272,,,"LINESTRING (118.775916 32.0554055, 118.7757486 32.0553866, 118.775736 32.0554248, 118.7757142 32.0555031)",,
1983286501,1683871096,0,156085186,False,,service,True,17.725,10,permissive,"LINESTRING (118.7757142 32.0555031, 118.775527 32.0554877)",,
1983286501,1983286496,0,156085186,False,,service,False,24.450000000000003,10,permissive,"LINESTRING (118.7757142 32.0555031, 118.7757324 32.0555046, 118.7758468 32.0554945, 118.7759034 32.055428, 118.775916 32.0554055)",,
1983286501,1983286496,1,187695622,False,,footway,False,29.272,,,"LINESTRING (118.7757142 32.0555031, 118.775736 32.0554248, 118.7757486 32.0553866, 118.775916 32.0554055)",,
1983392598,1683685499,0,156066591,False,,service,True,31.191,10,permissive,"LINESTRING (118.7769441 32.0561629, 118.7766151 32.0561323)",,
1983392598,1683685502,0,"[187804260, 156066591]",False,,service,False,36.84,10,permissive,"LINESTRING (118.7769441 32.0561629, 118.776958 32.0560735, 118.7769947 32.0560772, 118.7770601 32.0560844, 118.7771226 32.0560965, 118.777161 32.056129, 118.7771725 32.0561817)",,
1983392598,1983392602,0,187708733,False,,service,True,68.22999999999999,10,permissive,"LINESTRING (118.7769441 32.0561629, 118.7770644 32.0561777, 118.7770587 32.056211, 118.7772277 32.0562317, 118.7771717 32.0565605)",,
1983392601,1984452096,0,156066584,False,,service,False,51.469,10,permissive,"LINESTRING (118.7765539 32.0564904, 118.7764757 32.0569485)",,
1983392601,1984452090,0,156066584,False,,service,True,13.708,10,permissive,"LINESTRING (118.7765539 32.0564904, 118.7765748 32.0563684)",,
1983392601,1983392602,0,187708731,False,,service,True,58.741,10,permissive,"LINESTRING (118.7765539 32.0564904, 118.7771717 32.0565605)",,
1983392602,1983392601,0,187708731,False,,service,False,58.741,10,permissive,"LINESTRING (118.7771717 32.0565605, 118.7765539 32.0564904)",,
1983392602,2024932749,0,187708733,False,,service,True,29.763,10,permissive,"LINESTRING (118.7771717 32.0565605, 118.7771264 32.0568254)",,
1983392602,1983392598,0,187708733,False,,service,False,68.22999999999999,10,permissive,"LINESTRING (118.7771717 32.0565605, 118.7772277 32.0562317, 118.7770587 32.056211, 118.7770644 32.0561777, 118.7769441 32.0561629)",,
1983392603,1030350301,0,156066584,False,,service,False,24.504,10,permissive,"LINESTRING (118.7764349 32.057187, 118.7763977 32.0574051)",,
1983392603,1984452096,0,156066584,False,,service,True,26.797,10,permissive,"LINESTRING (118.7764349 32.057187, 118.7764757 32.0569485)",,
1983392603,1983392604,0,187708729,False,,service,False,58.724,10,permissive,"LINESTRING (118.7764349 32.057187, 118.7770516 32.0572627)",,
1983392604,1983392603,0,187708729,False,,service,True,58.724,10,permissive,"LINESTRING (118.7770516 32.0572627, 118.7764349 32.057187)",,
1983392604,2024932749,0,187708733,False,,service,False,49.134,10,permissive,"LINESTRING (118.7770516 32.0572627, 118.7771264 32.0568254)",,
1983392604,1984452114,0,187708733,False,,service,True,50.178,10,permissive,"LINESTRING (118.7770516 32.0572627, 118.7769753 32.0577093)",,
1983392611,1030350269,0,187804261,False,南高路,service,False,21.223,10,permissive,"LINESTRING (118.7762906 32.0580323, 118.7763228 32.0578434)",,
1983392611,1030350270,0,187804261,False,南高路,service,True,40.866,10,permissive,"LINESTRING (118.7762906 32.0580323, 118.7762291 32.0583961)",,
1983392611,1984452114,0,187708733,False,,service,False,103.50999999999999,10,permissive,"LINESTRING (118.7762906 32.0580323, 118.7769072 32.058108, 118.7769753 32.0577093)",,
1984421596,1683685497,0,156220848,False,,service,False,19.174,10,permissive,"LINESTRING (118.7751525 32.0560451, 118.7753529 32.0560749)",,
1984421596,1684918716,0,156220848,False,,service,True,43.733,10,permissive,"LINESTRING (118.7751525 32.0560451, 118.7747447 32.0558574)",,
1984421596,1985403049,0,187900723,False,,footway,False,43.61,,,"LINESTRING (118.7751525 32.0560451, 118.7747044 32.056143)",,
1984421628,1030350270,0,156066609,False,南高路,service,True,38.624,10,permissive,"LINESTRING (118.7766349 32.0584448, 118.7762291 32.0583961)",,
1984421631,1984421634,0,187804258,False,,footway,True,6.516,,,"LINESTRING (118.7753911 32.0586137, 118.7754595 32.0586223)",,
1984421634,1984421631,0,187804258,False,,footway,False,6.516,,,"LINESTRING (118.7754595 32.0586223, 118.7753911 32.0586137)",,
1984421634,1030357716,0,632893317,False,,footway,False,8.495,,,"LINESTRING (118.7754595 32.0586223, 118.7754725 32.0585467)",,
1984421634,1030357747,0,632893317,False,,footway,True,5.044,,,"LINESTRING (118.7754595 32.0586223, 118.7754519 32.0586672)",,
1984452090,1983392601,0,156066584,False,,service,False,13.708,10,permissive,"LINESTRING (118.7765748 32.0563684, 118.7765539 32.0564904)",,
1984452090,1683685499,0,156066584,False,,service,True,26.526,10,permissive,"LINESTRING (118.7765748 32.0563684, 118.7766151 32.0561323)",,
1984452090,1984452093,0,"[187808011, 966713843, 966713844]",False,,footway,True,124.66899999999998,,,"LINESTRING (118.7765748 32.0563684, 118.7762646 32.0563352, 118.7760945 32.0563163, 118.7759693 32.0563032, 118.775906 32.05632, 118.7758843 32.0563669, 118.7758091 32.0568161, 118.7758289 32.0568563)",,
1984452091,1984452095,0,88779378,False,金大路,footway,True,11.581,,,"LINESTRING (118.7761065 32.0568082, 118.7760899 32.0569114)",,
1984452093,1984452097,0,187808008,False,,footway,True,10.529,,,"LINESTRING (118.7758289 32.0568563, 118.7758098 32.0569496)",,
1984452093,1984452090,0,"[187808011, 966713844, 966713843]",False,,footway,False,124.66900000000001,,,"LINESTRING (118.7758289 32.0568563, 118.7758091 32.0568161, 118.7758843 32.0563669, 118.775906 32.05632, 118.7759693 32.0563032, 118.7760945 32.0563163, 118.7762646 32.0563352, 118.7765748 32.0563684)",,
1984452093,1984452095,0,187808011,False,,footway,True,26.027,,,"LINESTRING (118.7758289 32.0568563, 118.7758843 32.0568915, 118.7760899 32.0569114)",,
1984452095,1984452091,0,88779378,False,金大路,footway,False,11.581,,,"LINESTRING (118.7760899 32.0569114, 118.7761065 32.0568082)",,
1984452095,1683871148,0,88779378,False,金大路,footway,True,7.778,,,"LINESTRING (118.7760899 32.0569114, 118.7760787 32.0569807)",,
1984452095,1984452096,0,187808011,False,,footway,True,36.591,,,"LINESTRING (118.7760899 32.0569114, 118.7764757 32.0569485)",,
1984452095,1984452093,0,187808011,False,,footway,False,26.027,,,"LINESTRING (118.7760899 32.0569114, 118.7758843 32.0568915, 118.7758289 32.0568563)",,
1984452096,1983392603,0,156066584,False,,service,False,26.797,10,permissive,"LINESTRING (118.7764757 32.0569485, 118.7764349 32.057187)",,
1984452096,1983392601,0,156066584,False,,service,True,51.469,10,permissive,"LINESTRING (118.7764757 32.0569485, 118.7765539 32.0564904)",,
1984452096,1984452095,0,187808011,False,,footway,False,36.591,,,"LINESTRING (118.7764757 32.0569485, 118.7760899 32.0569114)",,
1984452097,1683871148,0,156085188,False,,footway,False,25.576,,,"LINESTRING (118.7758098 32.0569496, 118.7760787 32.0569807)",,
1984452097,1984452093,0,187808008,False,,footway,False,10.529,,,"LINESTRING (118.7758098 32.0569496, 118.7758289 32.0568563)",,
1984452097,1683871142,0,156085188,False,,footway,True,51.525999999999996,,,"LINESTRING (118.7758098 32.0569496, 118.7754428 32.0569072, 118.7754666 32.0567591)",,
1984452109,1030350269,0,88778552,False,,service,False,23.56,10,permissive,"LINESTRING (118.7763586 32.0576337, 118.7763228 32.0578434)",,
1984452109,1030350301,0,88778552,False,,service,True,25.685,10,permissive,"LINESTRING (118.7763586 32.0576337, 118.7763977 32.0574051)",,
1984452109,1984452111,0,187808006,False,,footway,False,13.445,,,"LINESTRING (118.7763586 32.0576337, 118.7764998 32.057651)",,
1984452109,2024911728,0,187808006,False,,footway,True,35.946,,,"LINESTRING (118.7763586 32.0576337, 118.7759809 32.0575886)",,
1984452111,1984452109,0,187808006,False,,footway,True,13.445,,,"LINESTRING (118.7764998 32.057651, 118.7763586 32.0576337)",,
1984452113,1984452114,0,187808007,False,,footway,False,23.91,,,"LINESTRING (118.7767242 32.0576785, 118.7769753 32.0577093)",,
1984452114,1983392604,0,187708733,False,,service,False,50.178,10,permissive,"LINESTRING (118.7769753 32.0577093, 118.7770516 32.0572627)",,
1984452114,1984452113,0,187808007,False,,footway,True,23.91,,,"LINESTRING (118.7769753 32.0577093, 118.7767242 32.0576785)",,
1984452114,1983392611,0,187708733,False,,service,True,103.50999999999999,10,permissive,"LINESTRING (118.7769753 32.0577093, 118.7769072 32.058108, 118.7762906 32.0580323)",,
1984452117,1984452118,0,99661970,False,,footway,False,3.024,,,"LINESTRING (118.7746307 32.0578758, 118.7746269 32.0579028)",,
1984452118,1152345201,0,99661970,False,,footway,False,33.151,,,"LINESTRING (118.7746269 32.0579028, 118.7745859 32.0581989)",,
1984452118,1984452117,0,99661970,False,,footway,True,3.024,,,"LINESTRING (118.7746269 32.0579028, 118.7746307 32.0578758)",,
1984452118,2515885297,0,156085175,False,,footway,True,38.94,,,"LINESTRING (118.7746269 32.0579028, 118.7750362 32.0579508)",,
1984452118,1683871209,0,156085175,False,,footway,False,62.352000000000004,,,"LINESTRING (118.7746269 32.0579028, 118.7742761 32.0578607, 118.7743192 32.0576028)",,
1984452120,2515885297,0,156085175,False,,footway,False,62.921,,,"LINESTRING (118.7756971 32.0580312, 118.7750362 32.0579508)",,
1984452120,1684901810,0,156217231,False,,footway,False,33.151,,,"LINESTRING (118.7756971 32.0580312, 118.7756479 32.0583264)",,
1984452120,1684901806,0,156217231,False,,footway,True,28.962,,,"LINESTRING (118.7756971 32.0580312, 118.7757401 32.0577733)",,
1984469013,1984469016,0,187809828,False,,footway,True,12.558,,,"LINESTRING (118.7726722 32.0584048, 118.7726689 32.0585177)",,
1984469015,1984469016,0,187809827,False,,footway,True,25.914,,,"LINESTRING (118.772394 32.0585119, 118.7726689 32.0585177)",,
1984469016,1984469015,0,187809827,False,,footway,False,25.914,,,"LINESTRING (118.7726689 32.0585177, 118.772394 32.0585119)",,
1984469016,1984469018,0,187809827,False,,footway,True,22.662,,,"LINESTRING (118.7726689 32.0585177, 118.7729093 32.0585227)",,
1984469016,1984469013,0,187809828,False,,footway,False,12.558,,,"LINESTRING (118.7726689 32.0585177, 118.7726722 32.0584048)",,
1984469016,2024986330,0,187809828,False,,footway,True,24.048,,,"LINESTRING (118.7726689 32.0585177, 118.7726626 32.0587339)",,
1984469018,1984469016,0,187809827,False,,footway,False,22.662,,,"LINESTRING (118.7729093 32.0585227, 118.7726689 32.0585177)",,
1984469018,1030348723,0,192257614,False,,service,False,57.9,5,permissive,"LINESTRING (118.7729093 32.0585227, 118.772959 32.0580037)",,
