element_type,osmid,geometry,nodes,building,name,height,roof:colour,roof:shape,tourism,amenity,building:levels,leisure,sport,alt_name,historic,wikipedia,cuisine,fast_food,smoking,alt_name:en,loc_name,name:en,official_name,short_name,healthcare,power,voltage,atm,opening_hours,shop,layer,ways,type
way,100950662,"POLYGON ((118.7752044 32.0554238, 118.7753572 32.0554396, 118.7753716 32.0553394, 118.7752188 32.0553236, 118.7752044 32.0554238))","[1166185715, 1166185727, 1166185705, 1166185665, 1166185715]",yes,校园报警中心,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,
way,100950663,"POLYGON ((118.7762016 32.0556036, 118.7762152 32.0555066, 118.7762199 32.0554734, 118.7766465 32.0555164, 118.7766282 32.0556466, 118.7762016 32.0556036))","[1166185732, 1166185720, 1166185693, 1166185724, 1166185702, 1166185732]",dormitory,南园18舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100950704,"POLYGON ((118.774516 32.0568556, 118.7746702 32.0568758, 118.77465 32.0569868, 118.7748382 32.0570115, 118.7748149 32.0571392, 118.7744725 32.0570944, 118.774516 32.0568556))","[1166186081, 1166186082, 1166186078, 1166186083, 1166186080, 1166186079, 1166186081]",yes,树华楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100954797,"POLYGON ((118.7750141 32.053315, 118.7753042 32.0533478, 118.7752855 32.053467, 118.7749954 32.0534342, 118.7750141 32.053315))","[1166233540, 1166233554, 1166233549, 1166233544, 1166233540]",yes,南芳园,,,,,restaurant,,,,,,,chinese,,,,,,,,,,,,,,,,
way,100954798,"POLYGON ((118.7750052 32.053871, 118.7750292 32.0538739, 118.7751952 32.0538942, 118.7752457 32.0535979, 118.7750193 32.0535702, 118.7750061 32.0536475, 118.775136 32.0536634, 118.7751148 32.0537882, 118.7750213 32.0537768, 118.7750052 32.053871))","[1166233567, 3225966816, 1166233557, 1166233555, 1166233550, 1166233546, 1166233543, 1166233539, 1166233547, 1166233567]",yes,南大浴室,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100954800,"POLYGON ((118.7746345 32.0544381, 118.7746532 32.054331, 118.774884 32.0543599, 118.7748779 32.0543951, 118.774937 32.0544025, 118.7749487 32.0543355, 118.775005 32.0543426, 118.7749947 32.0544018, 118.7750944 32.0544143, 118.7750805 32.054494, 118.7746345 32.0544381))","[1166233560, 1166233542, 1166233563, 1166233562, 1166233561, 1166233559, 1166233558, 1166233556, 1166233551, 1166233548, 1166233560]",yes,南大招待所,,,,hostel,,,,,,,,,,,,,,,,,,,,,,,,
way,101178673,"POLYGON ((118.7757082 32.0555705, 118.7757127 32.0555189, 118.7758249 32.055526, 118.7758203 32.0555775, 118.7757082 32.0555705))","[1168118838, 1168118839, 1168118842, 1168118834, 1168118838]",yes,中山楼遗址,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101472503,"POLYGON ((118.7708363 32.0608079, 118.7708308 32.0606483, 118.7713154 32.0606362, 118.7713209 32.0607959, 118.7708363 32.0608079))","[1171644843, 1171644848, 1171644844, 1171644846, 1171644843]",yes,科学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156050889,"POLYGON ((118.7695787 32.060856, 118.7707057 32.0607621, 118.7706509 32.0602896, 118.770186 32.0603283, 118.7701932 32.0603903, 118.7697865 32.0604241, 118.7697426 32.0600027, 118.7694223 32.0600248, 118.7694586 32.0603276, 118.7696228 32.0603139, 118.7696659 32.060685, 118.7695598 32.0606939, 118.7695787 32.060856))","[1683601377, 1683601373, 1683601353, 1683601360, 1683601366, 1683601369, 1683601346, 1683601348, 1683601358, 1683601355, 1683601370, 1683601371, 1683601377]",yes,中美文化交流中心,,,,,,,,,,,,,,,Hopkins-Nanjing Center,中美文化研究中心,The Hopkins University-Nanjing University Center for Chinese and Americans Studies,南京大学-约翰斯·霍普金斯大学中美文化研究中心,中美中心,,,,,,,,,
way,156050898,"POLYGON ((118.7730045 32.0577849, 118.7730068 32.0576838, 118.7731246 32.0576857, 118.7731254 32.0576516, 118.7732009 32.0576528, 118.7731979 32.057788, 118.7730045 32.0577849))","[1683601240, 1683601232, 1683601233, 1683601209, 1683601215, 1683601243, 1683601240]",yes,健忠楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156050903,"POLYGON ((118.7767423 32.0557169, 118.7767678 32.0555715, 118.7773544 32.0556454, 118.7773289 32.0557908, 118.7767423 32.0557169))","[1683601050, 1683601034, 1683601047, 1683601053, 1683601050]",yes,南京大学医院,,,,,hospital,,,,,,,,,,,,,,,hospital,,,,,,,,
way,156050909,"POLYGON ((118.7711596 32.0576584, 118.7711658 32.0574951, 118.7712194 32.0574965, 118.7712216 32.0574369, 118.7713759 32.0574411, 118.7713736 32.0575008, 118.7714328 32.0575024, 118.7714271 32.0576538, 118.7713811 32.0576525, 118.7713806 32.0576645, 118.7713533 32.0576637, 118.7713541 32.0576409, 118.7713259 32.0576402, 118.771327 32.0576126, 118.7712821 32.0576114, 118.771244 32.0576103, 118.771243 32.0576379, 118.7711912 32.0576365, 118.7711903 32.0576593, 118.7711596 32.0576584))","[1683601220, 1683601158, 1683601159, 1683601131, 1683601132, 1683601165, 1683601166, 1683601218, 1683601212, 1683601226, 1683601224, 1683601195, 1683601194, 1683601187, 1684824595, 1683601185, 1683601192, 1683601190, 1683601222, 1683601220]",apartments,南秀村1幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156050911,"POLYGON ((118.7707602 32.0575036, 118.7707664 32.0573402, 118.77082 32.0573417, 118.7708222 32.057282, 118.7709765 32.0572863, 118.7709742 32.0573459, 118.7710334 32.0573476, 118.7710277 32.0574989, 118.7709817 32.0574977, 118.7709812 32.0575097, 118.7709539 32.0575089, 118.7709547 32.0574861, 118.7709265 32.0574853, 118.7709276 32.0574577, 118.7708928 32.0574568, 118.7708446 32.0574555, 118.7708436 32.0574831, 118.7707918 32.0574816, 118.7707909 32.0575044, 118.7707602 32.0575036))","[1683601168, 1683601117, 1683601119, 1683601108, 1683601112, 1683601127, 1683601128, 1683601163, 1683601161, 1683601181, 1683601179, 1683601156, 1683601154, 1683601134, 1684824543, 1683601133, 1683601138, 1683601136, 1683601170, 1683601168]",apartments,南秀村2幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156050913,"POLYGON ((118.7709059 32.0595825, 118.7709055 32.0595494, 118.7709039 32.059425, 118.7708996 32.0590938, 118.7708936 32.0586273, 118.7716617 32.0586202, 118.7716646 32.0588404, 118.7712449 32.0588443, 118.7712468 32.0589921, 118.7715889 32.0589889, 118.7715916 32.0592046, 118.771255 32.0592077, 118.7712564 32.059315, 118.7712571 32.0593727, 118.771513 32.0593703, 118.7715148 32.0595107, 118.7714523 32.0595112, 118.7714532 32.0595774, 118.7709059 32.0595825))","[1683601325, 1984584767, 1984584759, 1984584746, 1683601278, 1683601276, 1683601285, 1683601287, 1683601294, 1683601292, 1683601297, 1683601300, 2024911759, 1683601310, 1683601306, 1683601322, 1683601323, 1683601324, 1683601325]",university,唐仲英楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156050915,"POLYGON ((118.7729831 32.0570937, 118.7730061 32.0568654, 118.7731948 32.056879, 118.7731718 32.0571073, 118.7729831 32.0570937))","[1683601083, 1683601077, 1683601081, 1683601085, 1683601083]",yes,开闭所,,,,,,,,,,,,,,,,,,,,,substation,10000,,,,,,
way,156050917,"POLYGON ((118.7702596 32.0601437, 118.7701018 32.0601554, 118.7700795 32.0599394, 118.7706161 32.0598996, 118.7706384 32.0601157, 118.7704796 32.0601274, 118.7704723 32.0600561, 118.7702523 32.0600724, 118.7702596 32.0601437))","[2024911780, 1683601351, 1683601344, 1683601340, 1683601349, 2024911779, 2024911777, 2024911778, 2024911780]",yes,曾宪梓楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156050918,"POLYGON ((118.7694223 32.0600248, 118.7694046 32.059841, 118.769725 32.0598189, 118.7697426 32.0600027, 118.7694223 32.0600248))","[1683601348, 1683601330, 1683601327, 1683601346, 1683601348]",dormitory,西苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156050920,"POLYGON ((118.7730017 32.0572859, 118.7730209 32.0571527, 118.7730424 32.057155, 118.773045 32.0571364, 118.7731116 32.0571433, 118.7731089 32.0571618, 118.7731434 32.0571654, 118.7731242 32.0572986, 118.7730548 32.0572914, 118.7730017 32.0572859))","[1683601109, 1683601089, 1683601090, 1683601087, 1683601088, 1683601096, 1683601099, 1683601115, 1683685544, 1683601109]",yes,赛珍珠故居,,,,museum,,,,,,,zh:南京赛珍珠故居,,,,,,,,,,,,,,,,,
way,156066576,"POLYGON ((118.772661 32.0580224, 118.7726661 32.0579187, 118.7728279 32.0579245, 118.7728228 32.0580281, 118.772661 32.0580224))","[1683685589, 1683685584, 1683685586, 1683685591, 1683685589]",yes,中国工商银行自助银行,,,,,,,,,,,,,,,,,,,,,,,yes,24/7,,,,
way,156087239,"POLYGON ((118.7745525 32.0554996, 118.774548 32.0555401, 118.7742089 32.0555115, 118.7742301 32.0553303, 118.7742681 32.0553335, 118.7742651 32.0553591, 118.774379 32.0553687, 118.774386 32.055309, 118.7743172 32.0553032, 118.7743246 32.0552394, 118.7743611 32.0552425, 118.77437 32.0551663, 118.7745196 32.0551789, 118.7745113 32.0552504, 118.7745538 32.055254, 118.7745462 32.0553188, 118.774488 32.0553139, 118.7744816 32.0553687, 118.7745671 32.0553759, 118.7745649 32.0553951, 118.774561 32.0554278, 118.7745573 32.0554592, 118.7745542 32.0554854, 118.7745525 32.0554996))","[4578530609, 1683685484, 1683685481, 1683685469, 1683685472, 1683685474, 1683685476, 1683685463, 1683685460, 1683685449, 1683685451, 1683685446, 1683685447, 1683685457, 1683685458, 1683685467, 1683685465, 1683685480, 1683882133, 4578530608, 4578530610, 4578530611, 4578530612, 4578530609]",yes,南京大学就业中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156087240,"POLYGON ((118.7763993 32.0537694, 118.7764465 32.053445, 118.7766714 32.0534686, 118.7766459 32.0536438, 118.7766241 32.0537929, 118.7763993 32.0537694))","[1683882109, 1683882103, 1683882106, 1685988961, 1683882110, 1683882109]",yes,大学生活动中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205208,"POLYGON ((118.7714894 32.0572473, 118.7714884 32.0571753, 118.7718248 32.0571718, 118.7718258 32.0572379, 118.7717807 32.0572383, 118.7717812 32.0572733, 118.7716864 32.0572743, 118.7716858 32.0572365, 118.7716151 32.0572373, 118.7716157 32.0572754, 118.771528 32.0572763, 118.7715275 32.057247, 118.7714894 32.0572473))","[1684824491, 1684824428, 1684824402, 1684824483, 1684824485, 1684824496, 1684824501, 1684824479, 1684824482, 1684824503, 1684824509, 1684824489, 1684824491]",apartments,南秀村3幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205210,"POLYGON ((118.7711468 32.0572911, 118.7711467 32.0572224, 118.7712014 32.0572224, 118.7712015 32.0572561, 118.7712489 32.057256, 118.7712489 32.05722, 118.7713326 32.0572199, 118.7713327 32.0572565, 118.771384 32.0572564, 118.771384 32.05722, 118.7714329 32.0572199, 118.771433 32.0572908, 118.7711468 32.0572911))","[1684824492, 1684824445, 1684824447, 1684824468, 1684824466, 1684824433, 1684824431, 1684824472, 1684824471, 1684824441, 1684824432, 1684824487, 1684824492]",apartments,南秀村4幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205214,"POLYGON ((118.7713303 32.0570085, 118.7713305 32.0569362, 118.771592 32.0569367, 118.7715918 32.0570126, 118.7715707 32.0570125, 118.7715707 32.0570277, 118.7715393 32.0570277, 118.7714936 32.0570276, 118.7714937 32.0570082, 118.7714502 32.0570082, 118.7714502 32.0570298, 118.7714064 32.0570297, 118.7713574 32.0570296, 118.7713574 32.0570085, 118.7713303 32.0570085))","[1684824251, 1684824182, 1684824184, 1684824263, 1684824262, 1684824289, 1684824285, 1684824271, 1684824237, 1684824236, 1684824295, 1684824293, 1684824291, 1684824254, 1684824251]",apartments,南秀村5幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205215,"POLYGON ((118.7710058 32.0570262, 118.7710061 32.0569368, 118.7712676 32.0569374, 118.7712673 32.0570268, 118.771214 32.0570267, 118.7710983 32.0570264, 118.7710058 32.0570262))","[1684824264, 1684824186, 1684824189, 1684824267, 1684824266, 1684824265, 1684824264]",apartments,南秀村6幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205218,"POLYGON ((118.7714082 32.0567698, 118.7714082 32.0566729, 118.7716928 32.0566729, 118.7716928 32.0566535, 118.7718343 32.0566534, 118.7718344 32.0567697, 118.7714082 32.0567698))","[1684824162, 1684824128, 4714436882, 4714436881, 1684824130, 1684824163, 1684824162]",apartments,南秀村7幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205220,"POLYGON ((118.7708768 32.0568415, 118.7708792 32.0567365, 118.7713504 32.0567443, 118.771348 32.0568494, 118.7708768 32.0568415))","[1684824164, 1684824135, 1684824146, 1684824165, 1684824164]",apartments,南秀村8幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205223,"POLYGON ((118.7709313 32.056652, 118.7709342 32.0565551, 118.771326 32.0565636, 118.7713231 32.0566605, 118.7709313 32.056652))","[1684824124, 1684824096, 1684824098, 1684824127, 1684824124]",apartments,南秀村9幢,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205227,"POLYGON ((118.7715874 32.0577134, 118.7715758 32.0575033, 118.7716456 32.0575033, 118.7716552 32.0576379, 118.7718776 32.0576368, 118.7718552 32.0576124, 118.7718584 32.0575847, 118.7718935 32.0575509, 118.771939 32.0575501, 118.7719632 32.0575747, 118.7719642 32.0576034, 118.7719479 32.0576313, 118.7721569 32.0576248, 118.772153 32.0576724, 118.7721705 32.0576904, 118.7721724 32.0577118, 118.772153 32.0577331, 118.7721162 32.0577315, 118.7721027 32.0577019, 118.7717327 32.0577052, 118.7717288 32.0577266, 118.7717163 32.0577413, 118.7716882 32.0577422, 118.7716659 32.057729, 118.7716601 32.0577118, 118.7715874 32.0577134))","[1684824630, 1684824549, 1684824551, 1684824592, 1684824589, 1684824583, 1684824575, 1684824558, 1684824556, 1684824559, 1684824581, 1684824587, 1684824585, 1684824602, 1684824604, 1684824627, 1684824647, 1684824645, 1684824617, 1684824621, 1684824641, 1684824648, 1684824650, 1684824643, 1684824624, 1684824630]",university,天文学系,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205232,"POLYGON ((118.7727375 32.0564924, 118.7728047 32.0564944, 118.7728121 32.0563176, 118.7727635 32.0563162, 118.7727642 32.0562997, 118.7726706 32.0562969, 118.7726698 32.0563165, 118.7726167 32.056315, 118.7726152 32.0563503, 118.7724359 32.056345, 118.7724306 32.0564716, 118.7726069 32.0564769, 118.7726086 32.0564355, 118.7727397 32.0564394, 118.7727375 32.0564924))","[1684824085, 1684824088, 1684824045, 1684824043, 1684824040, 1684824037, 1684824044, 1684824042, 1684824048, 1684824047, 1684824071, 1684824076, 1684824064, 1684824067, 1684824085]",apartments,华龙楼1号,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205236,"POLYGON ((118.7719159 32.0573109, 118.7719099 32.0572037, 118.7719751 32.057201, 118.7719739 32.0571806, 118.7721268 32.0571743, 118.7721279 32.0571948, 118.7721801 32.0571926, 118.7721861 32.0572998, 118.7720912 32.0573037, 118.7720872 32.057234, 118.7720428 32.0572358, 118.7720468 32.0573055, 118.7719159 32.0573109))","[1684824512, 1684824449, 1684824443, 1684824400, 1684824398, 1684824429, 1684824410, 1684824493, 1684824505, 1684824457, 1684824470, 1684824511, 1684824512]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205241,"POLYGON ((118.7709679 32.057128, 118.7707863 32.0571268, 118.7707867 32.0570849, 118.7707644 32.0570848, 118.770765 32.0570263, 118.7707872 32.0570265, 118.7707876 32.0569819, 118.7707994 32.056982, 118.7707998 32.0569402, 118.7708237 32.0569403, 118.7708239 32.0569219, 118.7709105 32.0569225, 118.7709104 32.0569409, 118.7709513 32.0569412, 118.770951 32.056983, 118.7709664 32.0569831, 118.770966 32.0570276, 118.7709848 32.0570277, 118.7709843 32.0570862, 118.7709683 32.0570861, 118.7709679 32.057128))","[1684824387, 1684824385, 1684824365, 1684824364, 1684824303, 1684824307, 1684824228, 1684824230, 1684824200, 1684824203, 1684824192, 1684824196, 1684824206, 1684824216, 1684824232, 1684824234, 1684824316, 1684824319, 1684824380, 1684824371, 1684824387]",apartments,伯明楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205247,"POLYGON ((118.770682 32.0572398, 118.7705652 32.0572391, 118.7705004 32.0572386, 118.7705008 32.0571968, 118.7704785 32.0571967, 118.770479 32.0571382, 118.7705013 32.0571383, 118.7705017 32.0570938, 118.7705134 32.0570939, 118.7705138 32.057052, 118.7705378 32.0570522, 118.7705379 32.0570338, 118.7706246 32.0570343, 118.7706244 32.0570528, 118.7706654 32.057053, 118.770665 32.0570948, 118.7706804 32.0570949, 118.77068 32.0571395, 118.7706973 32.0571395, 118.7706965 32.0571981, 118.7706823 32.057198, 118.770682 32.0572398))","[1684824464, 1684824461, 1684824459, 1684824413, 1684824412, 1684824389, 1684824390, 1684824367, 1684824369, 1684824332, 1684824334, 1684824298, 1684824300, 1684824336, 1684824337, 1684824378, 1684824383, 1684824391, 1684824392, 1684824424, 1684824422, 1684824464]",apartments,芬姿楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205248,"POLYGON ((118.7713596 32.0564104, 118.771351 32.056318, 118.7715244 32.0563063, 118.7715331 32.0563987, 118.7713596 32.0564104))","[1684824073, 1684824056, 1684824054, 1684824069, 1684824073]",yes,乙楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205251,"POLYGON ((118.7715708 32.0563478, 118.7715621 32.0562553, 118.7717355 32.0562436, 118.7717442 32.0563361, 118.7715708 32.0563478))","[1684824061, 1684824046, 1684824041, 1684824058, 1684824061]",yes,甲楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205253,"POLYGON ((118.7724087 32.0566418, 118.7727554 32.0566514, 118.7727517 32.0567478, 118.772405 32.0567382, 118.7724087 32.0566418))","[1684824105, 1684824120, 1684824149, 1684824137, 1684824105]",apartments,华龙楼2号,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205255,"POLYGON ((118.7718959 32.0567538, 118.7718963 32.0566491, 118.7720909 32.0566495, 118.772091 32.0566138, 118.772298 32.0566143, 118.7722978 32.0566937, 118.7720916 32.0566932, 118.7720914 32.0567543, 118.7720302 32.0567541, 118.7718959 32.0567538))","[1684824154, 1684824116, 1696261637, 1696261635, 1684824114, 1696261654, 1696261652, 1684824158, 1684971163, 1684824154]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205257,"POLYGON ((118.7714338 32.0565971, 118.7714321 32.056506, 118.7717841 32.0565011, 118.7717859 32.0565922, 118.7714338 32.0565971))","[1684824101, 1684824093, 1684824090, 1684824100, 1684824101]",yes,丙楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205258,"POLYGON ((118.7724027 32.0569649, 118.7727494 32.0569744, 118.7727457 32.0570709, 118.772399 32.0570613, 118.7724027 32.0569649))","[1684824207, 1684824223, 1684824338, 1684824326, 1684824207]",apartments,华龙楼3号,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205260,"POLYGON ((118.7716882 32.0570627, 118.7716874 32.0569779, 118.7720288 32.0569757, 118.7723544 32.0569736, 118.7723551 32.0570583, 118.7716882 32.0570627))","[1684824329, 1684824226, 1684971175, 1684824220, 1684824322, 1684824329]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205264,"POLYGON ((118.7723567 32.0573597, 118.7723594 32.0572686, 118.7723594 32.0572085, 118.7727248 32.0572086, 118.7727247 32.0573532, 118.7723567 32.0573597))","[1684824515, 1684824477, 1684824407, 1684824408, 1684824517, 1684824515]",university,光通信工程研究中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205265,"POLYGON ((118.7722776 32.0576549, 118.7722778 32.0572685, 118.7723594 32.0572686, 118.7723567 32.0573597, 118.7723592 32.0576549, 118.7722776 32.0576549))","[1684824607, 1684824476, 1684824477, 1684824515, 1684824610, 1684824607]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156205266,"POLYGON ((118.7722776 32.0578012, 118.7722776 32.0576549, 118.7723592 32.0576549, 118.7726464 32.057655, 118.7726464 32.0578013, 118.7722776 32.0578012))","[1684824659, 1684824607, 1684824610, 1684824614, 1684824660, 1684824659]",university,工程管理学院北楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156229061,"POLYGON ((118.7776518 32.0537436, 118.7776824 32.0535487, 118.7777137 32.0533495, 118.7778732 32.0533675, 118.7778113 32.0537616, 118.7776518 32.0537436))","[1685988971, 1686024190, 1685988959, 1684975914, 1684975917, 1685988971]",yes,陶园南楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156229064,"POLYGON ((118.7780007 32.0527554, 118.7780259 32.0526081, 118.7781626 32.0526249, 118.7781374 32.0527722, 118.7780007 32.0527554))","[1684975909, 1684975903, 1684975907, 1684975912, 1684975909]",yes,拉贝故居,,,,museum,,,,,,,,,,,,,John Rabe House,,,,,,,08:30-16:30,,,,
way,156231216,"POLYGON ((118.7765453 32.0524293, 118.7765549 32.0523496, 118.7777874 32.0524635, 118.7777718 32.0525854, 118.7771472 32.0525277, 118.7771527 32.0524849, 118.7766304 32.0524364, 118.7765453 32.0524293))","[1684982493, 1684982484, 1684982490, 1684982496, 2024911658, 2024911656, 4578535967, 1684982493]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156231217,"POLYGON ((118.7751387 32.0523266, 118.7751366 32.0522549, 118.7757818 32.0522601, 118.776247 32.052301, 118.7762351 32.0523757, 118.7757679 32.0523385, 118.7751387 32.0523266))","[1684982486, 1684982479, 1684982480, 1684982482, 1684982489, 1684982488, 1684982486]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156563541,"POLYGON ((118.7753117 32.0575976, 118.775354 32.057406, 118.7754364 32.0574191, 118.7754399 32.0574032, 118.7755253 32.0574167, 118.7754933 32.0575618, 118.7754074 32.0575481, 118.7753936 32.0576106, 118.7753117 32.0575976))","[1687929724, 1687929722, 1984452104, 1984452103, 1687929723, 1984452106, 1984452105, 1687929725, 1687929724]",university,南楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187682909,"POLYGON ((118.7759149 32.0559073, 118.7765399 32.0559771, 118.7765251 32.056072, 118.7759002 32.0560022, 118.7759149 32.0559073))","[1983154579, 1983154583, 1983154587, 1983154585, 1983154579]",yes,南教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187682914,"POLYGON ((118.7762152 32.0555066, 118.7762016 32.0556036, 118.7761978 32.0556308, 118.775926 32.0556034, 118.7759435 32.0554792, 118.7762152 32.0555066))","[1166185720, 1166185732, 1166185681, 1166185711, 1166185685, 1166185720]",dormitory,南园19舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187695624,"POLYGON ((118.7710872 32.0563731, 118.7711895 32.056369, 118.7711913 32.0564016, 118.7712882 32.0563978, 118.7712916 32.05646, 118.7710924 32.0564678, 118.7710872 32.0563731))","[1983286508, 1983286507, 1983286511, 1983286509, 1983286512, 1983286513, 1983286508]",yes,大米草楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187695626,"POLYGON ((118.7757411 32.0554444, 118.775861 32.0554601, 118.7758696 32.0554126, 118.7757497 32.055397, 118.7757411 32.0554444))","[1983286499, 1983286500, 1983286497, 1983286495, 1983286499]",yes,松林楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187702734,"POLYGON ((118.7714015 32.0582478, 118.7717935 32.0582677, 118.7717839 32.0584049, 118.7713918 32.058385, 118.771395 32.0583394, 118.7713389 32.0583365, 118.7713424 32.0582873, 118.7713985 32.0582901, 118.7714015 32.0582478))","[1983333712, 1983333715, 1983333724, 1983333722, 1983333721, 1983333720, 1983333718, 1983333719, 1983333712]",yes,低温实验楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187702735,"POLYGON ((118.7708964 32.0584278, 118.7711463 32.0584289, 118.7711474 32.0582501, 118.7708975 32.058249, 118.7708964 32.0584278))","[1983333725, 1983333726, 1983333717, 1983333716, 1983333725]",yes,低温车间,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187702737,"POLYGON ((118.7747989 32.0541719, 118.7751408 32.0542138, 118.7751585 32.0541097, 118.7749925 32.0540894, 118.7748167 32.0540679, 118.7747989 32.0541719))","[1983333693, 1983333694, 1983333692, 3225966817, 1983333691, 1983333693]",yes,印刷厂,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187702739,"POLYGON ((118.773315 32.0566099, 118.7733635 32.056332, 118.7734228 32.0563394, 118.7733787 32.0565925, 118.7733386 32.0565875, 118.7733343 32.0566123, 118.773315 32.0566099))","[1983333699, 1983333695, 1983333696, 1983333698, 1983333697, 1983333700, 1983333699]",university,声学西楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187702740,"POLYGON ((118.7724295 32.0576193, 118.7726257 32.057615, 118.7726208 32.0574551, 118.7724246 32.0574595, 118.7724295 32.0576193))","[1983333704, 1983333703, 1983333701, 1983333702, 1983333704]",university,工程管理学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187702742,"POLYGON ((118.7724157 32.0580092, 118.7720614 32.0580073, 118.7720612 32.0580345, 118.7719729 32.058034, 118.7719722 32.0581377, 118.772265 32.0581393, 118.7722647 32.0581849, 118.7724144 32.0581857, 118.7724157 32.0580092))","[1983333706, 1983333705, 1983333708, 1983333707, 1983333709, 1983333710, 1030354685, 1983333711, 1983333706]",university,逸夫馆Ⅰ区,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187702745,"POLYGON ((118.7723948 32.0584033, 118.7722631 32.0584026, 118.7722636 32.058334, 118.77199 32.0583325, 118.7719893 32.0584328, 118.772194 32.0584339, 118.7721931 32.0585612, 118.7720088 32.0585602, 118.772008 32.058667, 118.7721616 32.0586679, 118.772161 32.0587552, 118.7724879 32.058757, 118.7724891 32.058595, 118.7723934 32.0585945, 118.772394 32.0585119, 118.7723948 32.0584033))","[1030354673, 1983333723, 1030354730, 1030354709, 1030354696, 1030354678, 1030354700, 1030354689, 1030354672, 1030354699, 1030354671, 1030354722, 1030354726, 1030354723, 1984469015, 1030354673]",university,逸夫馆Ⅲ区,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187708735,"POLYGON ((118.7745473 32.055876, 118.7747137 32.0558936, 118.7746985 32.0559969, 118.7745321 32.0559793, 118.7745473 32.055876))","[1983392592, 1983392593, 1983392597, 1983392596, 1983392592]",university,国有资产管理处,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187708737,"POLYGON ((118.7766168 32.0585625, 118.7767717 32.0585796, 118.7767974 32.0584129, 118.7766425 32.0583958, 118.7766349 32.0584448, 118.7766168 32.0585625))","[1983392617, 1983392618, 1983392616, 1983392615, 1984421628, 1983392617]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187708740,"POLYGON ((118.774103 32.055838, 118.7742614 32.0558516, 118.7742491 32.0559547, 118.7740907 32.0559411, 118.774103 32.055838))","[1983392589, 1983392591, 1983392595, 1983392594, 1983392589]",university,美术研究院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
