element_type,osmid,nodes,amenity,geometry
way,679932667,"[6366367532, 6366367533, 6366367534, 6366367535, 6366367536, 6366367537, 6366367538, 6366367539, 6366367540, 6366367541, 6366367532]",parking,"POLYGON ((118.7568726 32.0593091, 118.7569168 32.0592056, 118.756649 32.0591371, 118.7566623 32.0590822, 118.7564666 32.0590348, 118.7565225 32.0588266, 118.7564402 32.0588067, 118.7563754 32.0590785, 118.7565049 32.0591146, 118.7564696 32.0592031, 118.7568726 32.0593091))"
way,967744861,"[8953056321, 8953056320, 8953056319, 8953056318, 8953056321]",parking,"POLYGON ((118.7530171 32.0574375, 118.7531867 32.0572742, 118.7534308 32.0574563, 118.7532613 32.0576196, 118.7530171 32.0574375))"
way,967744863,"[8953056328, 8953056327, 8953056326, 8953056325, 8953056328]",parking,"POLYGON ((118.7529791 32.0554005, 118.7536495 32.0554167, 118.7536653 32.0549482, 118.7529949 32.0549321, 118.7529791 32.0554005))"
