element_type,osmid,nodes,name,natural,water,geometry
way,637808223,"[6012301683, 6012301684, 6012302685, 6012302686, 6012302687, 6012302688, 6012302689, 6012302690, 6012302691, 6012302692, 6012302693, 6012302694, 6012301683]",学思湖,water,lake,"POLYGON ((121.4169327 31.1635761, 121.4172997 31.1636277, 121.4173764 31.1635527, 121.4173983 31.1630278, 121.4174804 31.16292, 121.4177433 31.1629668, 121.417946 31.1629668, 121.417946 31.1627888, 121.417831 31.1626856, 121.4175516 31.1626856, 121.4174421 31.1627091, 121.4168944 31.1626856, 121.4169327 31.1635761))"
