element_type,osmid,geometry,nodes,building,building:levels,name,name:en,sport,tourism,wheelchair,leisure,amenity,roof:levels,addr:housenumber,addr:street,addr:city,addr:postcode,name:zh,operator,opening_hours,source,library,ways,type
way,302928390,"POLYGON ((121.4956283 31.2935157, 121.496029 31.2935193, 121.4960283 31.2935778, 121.4959605 31.2935772, 121.4959602 31.293601, 121.495701 31.2935987, 121.4957013 31.2935749, 121.4956276 31.2935743, 121.4956283 31.2935157))","[3072108813, 3072108815, 3072108828, 3072108826, 3072109137, 3072109135, 3072108824, 3072108822, 3072108813]",university,,,,,,,,,,,,,,,,,,,,
way,302928391,"POLYGON ((121.4965437 31.2922709, 121.4969444 31.2922744, 121.4969437 31.292333, 121.496876 31.2923324, 121.4968757 31.2923562, 121.4966164 31.2923538, 121.4966167 31.2923301, 121.496543 31.2923294, 121.4965437 31.2922709))","[3072108746, 3072108747, 3072108753, 3072108752, 3072108755, 3072108754, 3072108751, 3072108750, 3072108746]",university,,,,,,,,,,,,,,,,,,,,
way,302928392,"POLYGON ((121.4966478 31.2935157, 121.4970485 31.2935193, 121.4970478 31.2935778, 121.4969801 31.2935772, 121.4969798 31.293601, 121.4967205 31.2935987, 121.4967208 31.2935749, 121.4966471 31.2935743, 121.4966478 31.2935157))","[3072108814, 3072108816, 3072108829, 3072108827, 3072109139, 3072109136, 3072108825, 3072108823, 3072108814]",university,,,,,,,,,,,,,,,,,,,,
way,302928393,"POLYGON ((121.4968837 31.2920308, 121.4972845 31.2920343, 121.4972838 31.2920929, 121.497216 31.2920923, 121.4972157 31.2921161, 121.4969565 31.2921137, 121.4969568 31.29209, 121.496883 31.2920893, 121.4968837 31.2920308))","[3072108738, 3072108739, 3072108743, 3072108742, 3072108745, 3072108744, 3072108741, 3072108740, 3072108738]",university,,,,,,,,,,,,,,,,,,,,
way,302928394,"POLYGON ((121.4956197 31.2932233, 121.4960205 31.2932269, 121.4960197 31.2932854, 121.495952 31.2932848, 121.4959517 31.2933086, 121.4956925 31.2933063, 121.4956927 31.2932825, 121.495619 31.2932818, 121.4956197 31.2932233))","[3072108786, 3072108787, 3072108796, 3072108795, 3072108804, 3072108803, 3072108793, 3072108792, 3072108786]",university,,,,,,,,,,,,,,,,,,,,
way,369193840,"POLYGON ((121.504469 31.3031435, 121.5046593 31.3031963, 121.5046647 31.3031822, 121.5047944 31.3032182, 121.5048438 31.3030884, 121.504744 31.3030607, 121.5047699 31.3029927, 121.504606 31.3029472, 121.5045648 31.3030555, 121.5045084 31.3030399, 121.504469 31.3031435))","[3730040073, 3730040082, 3730040078, 3730040087, 3730040063, 3730040060, 3730040050, 3730040047, 3730040059, 3730040057, 3730040073]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193842,"POLYGON ((121.5044735 31.3033902, 121.5046794 31.303448, 121.5047056 31.3033799, 121.5045864 31.3033464, 121.5046389 31.3032099, 121.5045116 31.3031742, 121.5045009 31.303202, 121.5044236 31.3031802, 121.5043867 31.303276, 121.5043799 31.3032938, 121.5043653 31.3033317, 121.5044833 31.3033648, 121.5044735 31.3033902))","[3730040114, 3730040119, 3730040110, 3730040107, 3730040086, 3730040076, 3730040085, 3730040077, 3730040095, 3730040099, 3730040104, 3730040109, 3730040114]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193891,"POLYGON ((121.504939 31.3013868, 121.505367 31.3015078, 121.5054129 31.3013893, 121.5049849 31.3012682, 121.504939 31.3013868))","[3730039828, 3730039834, 3730039829, 3730039826, 3730039828]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193906,"POLYGON ((121.5053633 31.3027519, 121.5058904 31.3029231, 121.5059244 31.3028467, 121.5053973 31.3026755, 121.5053633 31.3027519))","[3730039923, 3730040044, 3730040036, 3730039916, 3730039923]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193915,"POLYGON ((121.5036063 31.2971587, 121.5040201 31.2973325, 121.5040621 31.2972595, 121.5036483 31.2970857, 121.5036063 31.2971587))","[3730039686, 3730039701, 3730039694, 3730039684, 3730039686]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193916,"POLYGON ((121.5039474 31.297022, 121.5041983 31.2971298, 121.5042441 31.2970519, 121.5039932 31.2969442, 121.5039474 31.297022))","[3730039681, 3730039685, 3730039682, 3730039676, 3730039681]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193921,"POLYGON ((121.5054378 31.3015393, 121.5056589 31.3016023, 121.5057103 31.3014704, 121.5054893 31.3014075, 121.5054378 31.3015393))","[3730039836, 3730039839, 3730039831, 3730039830, 3730039836]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193927,"POLYGON ((121.504316 31.302634, 121.5050495 31.302896, 121.5051037 31.3027852, 121.5043702 31.3025232, 121.504316 31.302634))","[3730039919, 3730040046, 3730040035, 3730039905, 3730039919]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193935,"POLYGON ((121.5051764 31.3029451, 121.5057914 31.3031607, 121.5058466 31.3030458, 121.5052315 31.3028303, 121.5051764 31.3029451))","[3730040045, 3730040074, 3730040058, 3730040034, 3730040045]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193952,"POLYGON ((121.5038199 31.2967944, 121.5040551 31.2968876, 121.5040963 31.2968118, 121.5038611 31.2967185, 121.5038199 31.2967944))","[3730039667, 3730039673, 3730039670, 3730039662, 3730039667]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193953,"POLYGON ((121.5044655 31.3024368, 121.5052611 31.3027091, 121.5052914 31.3026444, 121.5044958 31.3023722, 121.5044655 31.3024368))","[3730039894, 3730039922, 3730039911, 3730039887, 3730039894]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369193999,"POLYGON ((121.5045615 31.3038341, 121.5049674 31.3039604, 121.5050009 31.3038819, 121.5049784 31.3038749, 121.5049921 31.3038426, 121.5046087 31.3037234, 121.5045615 31.3038341))","[3730040159, 3730040172, 3730040165, 3730040163, 3730040160, 3730040150, 3730040159]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369194005,"POLYGON ((121.5040239 31.3031884, 121.5043799 31.3032938, 121.5043867 31.303276, 121.5044236 31.3031802, 121.5044557 31.3030981, 121.5041029 31.3029936, 121.5040239 31.3031884))","[3730040079, 3730040099, 3730040095, 3730040077, 3730040067, 3730040051, 3730040079]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369194007,"POLYGON ((121.5044624 31.3011082, 121.5046216 31.3011543, 121.5047625 31.3007986, 121.5044449 31.3007068, 121.5043476 31.3009524, 121.504506 31.3009982, 121.5044624 31.3011082))","[3730039822, 3730039824, 3730039815, 3730039812, 3730039820, 3730039821, 3730039822]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369194009,"POLYGON ((121.504352 31.2969849, 121.5045387 31.2970735, 121.5045822 31.2970066, 121.5045529 31.2969927, 121.5045935 31.2969303, 121.5044621 31.2968679, 121.504412 31.296945, 121.504386 31.2969326, 121.504352 31.2969849))","[3730039678, 3730039683, 3730039680, 3730039679, 3730039674, 3730039671, 3730039677, 3730039675, 3730039678]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,369194012,"POLYGON ((121.5041462 31.2967957, 121.5043395 31.2968778, 121.5043808 31.2968066, 121.5043461 31.2967919, 121.5043826 31.2967291, 121.5042396 31.2966684, 121.5041951 31.2967449, 121.5041796 31.2967383, 121.5041462 31.2967957))","[3730039668, 3730039672, 3730039669, 3730039666, 3730039663, 3730039661, 3730039665, 3730039664, 3730039668]",yes,,,,,,,,,,,,,,,,,Bing,,,
way,496439916,"POLYGON ((121.5040633 31.3038651, 121.5046415 31.3040377, 121.5045989 31.3041468, 121.5040156 31.3039757, 121.5040633 31.3038651))","[4881485235, 4881485236, 4881485237, 4881485238, 4881485235]",yes,,,,,,,,,,,,,,,,,,,,
way,496439918,"POLYGON ((121.5042383 31.303743, 121.5042826 31.3036318, 121.5038851 31.3035161, 121.503875 31.3035414, 121.5038312 31.3035287, 121.503797 31.3036145, 121.5042383 31.303743))","[4881485239, 4881485240, 4881485241, 4881485242, 4881485243, 4881485244, 4881485239]",yes,,,,,,,,,,,,,,,,,,,,
way,496439920,"POLYGON ((121.5035343 31.3036502, 121.5037761 31.3037226, 121.5037157 31.30387, 121.5034739 31.3037977, 121.5035343 31.3036502))","[4881485245, 4881485246, 4881485247, 4881485248, 4881485245]",yes,,,,,,,,,,,,,,,,,,,,
way,496439921,"POLYGON ((121.5034193 31.3037809, 121.5034608 31.3036718, 121.5033843 31.3036505, 121.5033977 31.3036152, 121.5033035 31.303589, 121.5032486 31.3037336, 121.5034193 31.3037809))","[4881485249, 4881485250, 4881485251, 4881485252, 4881485253, 4881485254, 4881485249]",yes,,,,,,,,,,,,,,,,,,,,
way,496439923,"POLYGON ((121.5033158 31.3035712, 121.5033813 31.3034134, 121.5034963 31.3034483, 121.5034309 31.3036061, 121.5033158 31.3035712))","[4881485255, 4881485256, 4881485257, 4881485258, 4881485255]",yes,,,,,,,,,,,,,,,,,,,,
way,496439925,"POLYGON ((121.5035969 31.3035703, 121.5037069 31.3035948, 121.5037197 31.303553, 121.5036096 31.3035285, 121.5035969 31.3035703))","[4881485259, 4881485260, 4881485261, 4881485262, 4881485259]",yes,,,,,,,,,,,,,,,,,,,,
way,496439926,"POLYGON ((121.504273 31.3037808, 121.5043299 31.3037956, 121.5043393 31.3037689, 121.5044278 31.3037918, 121.5044658 31.3036848, 121.5043686 31.3036597, 121.504358 31.3036899, 121.5043097 31.3036774, 121.504273 31.3037808))","[4881485263, 4881485264, 4881485265, 4881485266, 4881485267, 4881485268, 4881485269, 4881485270, 4881485263]",yes,,,,,,,,,,,,,,,,,,,,
way,496439928,"POLYGON ((121.5032576 31.30344, 121.5033101 31.30332, 121.5029822 31.3032152, 121.5029618 31.3032619, 121.5028689 31.3032323, 121.5028192 31.3033461, 121.5029191 31.303378, 121.5029368 31.3033376, 121.5032576 31.30344))","[4881485271, 4881485272, 4881485273, 4881485274, 4881485275, 4881485276, 4881485277, 4881485278, 4881485271]",yes,,,,,,,,,,,,,,,,,,,,
way,496439930,"POLYGON ((121.5028472 31.303498, 121.5031789 31.3036023, 121.5031331 31.3037088, 121.5027071 31.303575, 121.5027416 31.3034948, 121.5028358 31.3035244, 121.5028472 31.303498))","[4881485279, 4881485280, 4881485281, 4881485282, 4881485283, 4881485284, 4881485279]",yes,,,,,,,,,,,,,,,,,,,,
way,496440254,"POLYGON ((121.5035528 31.3029156, 121.503501 31.3030218, 121.5039245 31.3031726, 121.5039763 31.3030664, 121.5035528 31.3029156))","[4881487710, 4881487711, 4881487712, 4881487713, 4881487710]",yes,,,,,,,,,,,,,,,,,,,,
way,496440255,"POLYGON ((121.5037225 31.3026353, 121.5041356 31.3027987, 121.5040786 31.302904, 121.5036655 31.3027405, 121.5037225 31.3026353))","[4881487714, 4881487715, 4881487716, 4881487717, 4881487714]",yes,,,,,,,,,,,,,,,,,,,,
way,496440256,"POLYGON ((121.5034531 31.3028724, 121.5030399 31.3027069, 121.5029759 31.3028235, 121.5033892 31.302989, 121.5034531 31.3028724))","[4881487718, 4881487719, 4881487720, 4881488921, 4881487718]",yes,,,,,,,,,,,,,,,,,,,,
way,496440257,"POLYGON ((121.5032072 31.3024218, 121.5036187 31.3025932, 121.5035512 31.3027114, 121.5031397 31.30254, 121.5032072 31.3024218))","[4881488922, 4881488923, 4881488924, 4881488925, 4881488922]",yes,,,,,,,,,,,,,,,,,,,,
way,496441474,"POLYGON ((121.5037307 31.3024265, 121.5041671 31.3026042, 121.5042666 31.3024257, 121.5038302 31.3022481, 121.5037307 31.3024265))","[4881498512, 4881498513, 4881498514, 4881498515, 4881498512]",yes,,,,,,,,,,,,,,,,,,,,
way,496441476,"POLYGON ((121.5045964 31.3022006, 121.5047746 31.3017764, 121.5044484 31.3016763, 121.5044857 31.3015877, 121.5043024 31.3015315, 121.504261 31.3016299, 121.5040034 31.3015509, 121.5038293 31.3019653, 121.5045964 31.3022006))","[4881499224, 4881499225, 4881499226, 4881499227, 4881499228, 4881499229, 4881499230, 4881499231, 4881499224]",yes,,,,,,,,,,,,,,,,,,,,
way,498705155,"POLYGON ((121.5008838 31.3021837, 121.5009115 31.3021161, 121.5009292 31.3020727, 121.5009004 31.3020646, 121.5009767 31.3018939, 121.5009973 31.3019055, 121.5010355 31.3018118, 121.5010376 31.3018068, 121.5012577 31.3018724, 121.501222 31.3019598, 121.5012692 31.3019761, 121.5012671 31.3019811, 121.5011914 31.3021636, 121.5011396 31.3021487, 121.501127 31.3021795, 121.5011016 31.3022418, 121.5010991 31.3022479, 121.5008838 31.3021837))","[4900745754, 8942618057, 4900745755, 4900745756, 4900745757, 4900745758, 8942618056, 4900745759, 4900745760, 4900745761, 4900745762, 8942618060, 4900745763, 4900745764, 3057653312, 3057653315, 4900745765, 4900745754]",yes,31,,,,,,,,,,,,,,,,,,,
way,498705156,"POLYGON ((121.5004479 31.3020339, 121.5004677 31.3019839, 121.5004835 31.301952, 121.5004468 31.3019406, 121.5005248 31.3017611, 121.5005288 31.3017519, 121.5005629 31.3017628, 121.5005658 31.3017637, 121.5005915 31.3017046, 121.5007929 31.3017687, 121.5007686 31.3018245, 121.500825 31.3018424, 121.5007483 31.3020186, 121.5007026 31.302004, 121.5006834 31.3020481, 121.5006602 31.3021014, 121.5006484 31.3020982, 121.5004522 31.3020354, 121.5004479 31.3020339))","[4900745766, 8942618054, 4900745767, 4900745768, 8942618058, 4900745769, 8942618055, 4900745770, 4900745771, 4900745772, 4900745773, 4900745774, 4900745775, 4900745776, 8942618051, 4900745777, 8942618053, 8942618052, 4900745766]",yes,31,,,,,,,,,,,,,,,,,,,
way,498705157,"POLYGON ((121.5007483 31.3020186, 121.5009004 31.3020646, 121.5009767 31.3018939, 121.500825 31.3018424, 121.5007483 31.3020186))","[4900745775, 4900745756, 4900745757, 4900745774, 4900745775]",yes,16,,,,,,,,,,,,,,,,,,,
way,498705158,"POLYGON ((121.5011789 31.3021938, 121.5012495 31.3022152, 121.5014226 31.3022677, 121.501513 31.30205, 121.5014205 31.302022, 121.5013389 31.3019973, 121.5012692 31.3019761, 121.5012671 31.3019811, 121.5011914 31.3021636, 121.5011789 31.3021938))","[4900745778, 10873702229, 4900745779, 4900745780, 8942618059, 10873702228, 4900745762, 8942618060, 4900745763, 4900745778]",yes,8,,,,,,,,,,,,,,,,,,,
way,498705159,"POLYGON ((121.5004468 31.3019406, 121.5000976 31.3018412, 121.5001684 31.3016595, 121.5005176 31.3017588, 121.5004468 31.3019406))","[4900745768, 4900745781, 4900745782, 4900745783, 4900745768]",yes,8,,,,,,,,,,,,,,,,,,,
way,641471721,"POLYGON ((121.4988966 31.2968945, 121.4992187 31.297028, 121.4994031 31.2969741, 121.4995334 31.2966979, 121.4994174 31.296658, 121.4993144 31.2968764, 121.4992023 31.2969123, 121.4989466 31.2968063, 121.4988966 31.2968945))","[6040997076, 6040997077, 6040997078, 6040997079, 6040997080, 6040997081, 6040997082, 6040997083, 6040997076]",university,,泛海楼,Fanhai Building,,,,,,,,,,,,,,,,,
way,729110303,"POLYGON ((121.5013239 31.2947928, 121.5013318 31.2947039, 121.5014887 31.294714, 121.5014831 31.2947772, 121.5016189 31.294786, 121.5016137 31.2948442, 121.5017593 31.2948536, 121.5017514 31.2949423, 121.501595 31.2949322, 121.5016004 31.2948705, 121.5014566 31.2948612, 121.5014619 31.2948017, 121.5013239 31.2947928))","[6830956039, 6830956038, 6830956037, 6830956036, 6830956035, 6830956034, 6830956033, 6830956032, 6830956031, 6830956030, 6830956029, 6830956028, 6830956039]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110304,"POLYGON ((121.5017298 31.2950765, 121.5017425 31.2949882, 121.5018921 31.295004, 121.5018844 31.2950573, 121.5020354 31.2950732, 121.502022 31.2951663, 121.5018655 31.2951498, 121.5018738 31.2950917, 121.5017298 31.2950765))","[6830956047, 6830956046, 6830956045, 6830956044, 6830956043, 6830956042, 6830956041, 6830956040, 6830956047]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110305,"POLYGON ((121.5018675 31.2948699, 121.5018829 31.2947834, 121.502033 31.2948028, 121.5020256 31.2948445, 121.502175 31.2948638, 121.5021583 31.2949581, 121.5020018 31.2949379, 121.5020106 31.2948884, 121.5018675 31.2948699))","[6830956055, 6830956054, 6830956053, 6830956052, 6830956051, 6830956050, 6830956049, 6830956048, 6830956055]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110306,"POLYGON ((121.5014749 31.2945784, 121.5014894 31.2944873, 121.5016482 31.2945057, 121.5016396 31.2945601, 121.5017663 31.2945748, 121.5017582 31.2946254, 121.5019111 31.2946432, 121.5018957 31.2947396, 121.501739 31.2947214, 121.5017465 31.2946737, 121.5016109 31.294658, 121.5016208 31.2945953, 121.5014749 31.2945784))","[6830956067, 6830956066, 6830956065, 6830956064, 6830956063, 6830956062, 6830956061, 6830956060, 6830956059, 6830956058, 6830956057, 6830956056, 6830956067]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110307,"POLYGON ((121.5018644 31.2943012, 121.501935 31.2942378, 121.5023852 31.2946037, 121.5023145 31.2946672, 121.5018644 31.2943012))","[6830956071, 6830956070, 6830956069, 6830956068, 6830956071]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110308,"POLYGON ((121.5033949 31.2938896, 121.5034141 31.2938106, 121.503626 31.2938481, 121.5036069 31.2939271, 121.5033949 31.2938896))","[6830956075, 6830956074, 6830956073, 6830956072, 6830956075]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110309,"POLYGON ((121.50356 31.2941269, 121.5035855 31.2940354, 121.5038023 31.2940795, 121.5037768 31.294171, 121.50356 31.2941269))","[6830956079, 6830956078, 6830956077, 6830956076, 6830956079]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110310,"POLYGON ((121.503248 31.2942839, 121.5032753 31.2941923, 121.5034108 31.2942217, 121.5033836 31.2943133, 121.503248 31.2942839))","[6830956083, 6830956082, 6830956081, 6830956080, 6830956083]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110311,"POLYGON ((121.5028699 31.2943607, 121.5028941 31.2942727, 121.5031646 31.2943271, 121.5031404 31.2944151, 121.5028699 31.2943607))","[6830956087, 6830956086, 6830956085, 6830956084, 6830956087]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110312,"POLYGON ((121.5025805 31.2943975, 121.5026083 31.2943049, 121.502756 31.2943373, 121.5027282 31.2944299, 121.5025805 31.2943975))","[6830956091, 6830956090, 6830956089, 6830956088, 6830956091]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110313,"POLYGON ((121.502245 31.2943345, 121.5022643 31.294246, 121.5025363 31.2942892, 121.502517 31.2943776, 121.502245 31.2943345))","[6830956095, 6830956094, 6830956093, 6830956092, 6830956095]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110314,"POLYGON ((121.5026427 31.2941695, 121.502664 31.2940815, 121.5029365 31.2941297, 121.5029152 31.2942178, 121.5026427 31.2941695))","[6830956099, 6830956098, 6830956097, 6830956096, 6830956099]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110315,"POLYGON ((121.5030204 31.2940302, 121.5030441 31.2939283, 121.5033165 31.2939746, 121.5032929 31.2940764, 121.5030204 31.2940302))","[6830956103, 6830956102, 6830956101, 6830956100, 6830956103]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110316,"POLYGON ((121.502972 31.2937616, 121.5029953 31.2936706, 121.503208 31.2937103, 121.5031848 31.2938013, 121.502972 31.2937616))","[6830956107, 6830956106, 6830956105, 6830956104, 6830956107]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110317,"POLYGON ((121.5027299 31.2938674, 121.5027544 31.2937767, 121.502962 31.2938176, 121.5029375 31.2939084, 121.5027299 31.2938674))","[6830956111, 6830956110, 6830956109, 6830956108, 6830956111]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110318,"POLYGON ((121.5024815 31.2939678, 121.5025011 31.2938806, 121.5027142 31.2939155, 121.5026946 31.2940027, 121.5024815 31.2939678))","[6830956115, 6830956114, 6830956113, 6830956112, 6830956115]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110319,"POLYGON ((121.5022346 31.2940703, 121.5022542 31.2939788, 121.5024689 31.2940124, 121.5024493 31.2941039, 121.5022346 31.2940703))","[6830956119, 6830956118, 6830956117, 6830956116, 6830956119]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110320,"POLYGON ((121.501981 31.2941644, 121.5020069 31.2940745, 121.5022116 31.2941177, 121.5021856 31.2942076, 121.501981 31.2941644))","[6830956123, 6830956122, 6830956121, 6830956120, 6830956123]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110373,"POLYGON ((121.5007438 31.2946859, 121.5008054 31.294584, 121.5012132 31.2947639, 121.5011515 31.2948659, 121.5007438 31.2946859))","[6830956379, 6830956378, 6830956377, 6830956376, 6830956379]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110374,"POLYGON ((121.5006215 31.2948858, 121.5006719 31.2947985, 121.501078 31.2949697, 121.5010275 31.295057, 121.5006215 31.2948858))","[6830956383, 6830956382, 6830956381, 6830956380, 6830956383]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110375,"POLYGON ((121.4998825 31.295284, 121.4999343 31.2951932, 121.5002411 31.2953209, 121.5001893 31.2954117, 121.4998825 31.295284))","[6830956387, 6830956386, 6830956385, 6830956384, 6830956387]",residential,,,,,,,,,,,,,,,,,,,,
way,729110376,"POLYGON ((121.4997862 31.2954462, 121.4998282 31.2953725, 121.5001296 31.2954981, 121.5000875 31.2955718, 121.4997862 31.2954462))","[6830956391, 6830956390, 6830956389, 6830956388, 6830956391]",residential,,,,,,,,,,,,,,,,,,,,
way,729110377,"POLYGON ((121.5001481 31.2955996, 121.5001908 31.2955256, 121.5004958 31.2956541, 121.5004531 31.2957281, 121.5001481 31.2955996))","[6830956395, 6830956394, 6830956393, 6830956392, 6830956395]",residential,,,,,,,,,,,,,,,,,,,,
way,729110378,"POLYGON ((121.500249 31.2954353, 121.5002998 31.2953516, 121.5006082 31.2954882, 121.5005575 31.2955719, 121.500249 31.2954353))","[6830956399, 6830956398, 6830956397, 6830956396, 6830956399]",residential,,,,,,,,,,,,,,,,,,,,
way,729110401,"POLYGON ((121.4999268 31.2938905, 121.4999785 31.2937952, 121.5003672 31.2939492, 121.5003154 31.2940446, 121.4999268 31.2938905))","[6830956570, 6830956569, 6830956568, 6830956567, 6830956570]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110402,"POLYGON ((121.4998143 31.294085, 121.4998631 31.2939936, 121.5002517 31.294145, 121.5002029 31.2942364, 121.4998143 31.294085))","[6830956574, 6830956573, 6830956572, 6830956571, 6830956574]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110403,"POLYGON ((121.499709 31.2942687, 121.4997556 31.2941815, 121.5001491 31.2943348, 121.5001025 31.294422, 121.499709 31.2942687))","[6830956578, 6830956577, 6830956576, 6830956575, 6830956578]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110407,"POLYGON ((121.4960188 31.2953206, 121.4960193 31.2951741, 121.4956571 31.2951731, 121.4956568 31.2952732, 121.495706 31.2952733, 121.4957059 31.2953013, 121.4957452 31.2953014, 121.4957451 31.2953199, 121.4960188 31.2953206))","[6830956618, 6830956617, 6830956616, 6830956615, 6830956614, 6830956613, 6830956612, 6830956611, 6830956618]",yes,,,,,,,,,,,,,,,,,,,,
way,729110408,"POLYGON ((121.4961647 31.2953418, 121.4961603 31.2952273, 121.4963924 31.2952208, 121.4963968 31.2953353, 121.4961647 31.2953418))","[6830956622, 6830956621, 6830956620, 6830956619, 6830956622]",yes,,,,,,,,,,,,,,,,,,,,
way,729110409,"POLYGON ((121.4955177 31.2943842, 121.4955199 31.2942937, 121.4956204 31.2942955, 121.4956211 31.2942671, 121.4957513 31.2942694, 121.4957505 31.2943032, 121.4958228 31.2943045, 121.4958237 31.2942672, 121.495935 31.2942692, 121.4959342 31.294303, 121.4960255 31.2943046, 121.4960233 31.2943928, 121.495935 31.2943912, 121.4959341 31.2944276, 121.4958028 31.2944253, 121.4958035 31.2943937, 121.4957405 31.2943926, 121.4957398 31.2944251, 121.4956283 31.2944231, 121.4956292 31.2943861, 121.4955177 31.2943842))","[6830956642, 6830956641, 6830956640, 6830956639, 6830956638, 6830956637, 6830956636, 6830956635, 6830956634, 6830956633, 6830956632, 6830956631, 6830956630, 6830956629, 6830956628, 6830956627, 6830956626, 6830956625, 6830956624, 6830956623, 6830956642]",yes,,,,,,,,,,,,,,,,,,,,
way,729110410,"POLYGON ((121.4967003 31.2944745, 121.4966977 31.2943118, 121.4966333 31.2942889, 121.4966735 31.294227, 121.4968318 31.2942912, 121.4968291 31.2944745, 121.4967003 31.2944745))","[6830956648, 6830956647, 6830956646, 6830956645, 6830956644, 6830956643, 6830956648]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110411,"POLYGON ((121.4961793 31.2944769, 121.4961833 31.2942882, 121.4964098 31.2942917, 121.496409 31.2943284, 121.496486 31.2943296, 121.4964855 31.2943531, 121.4966225 31.2943552, 121.4966198 31.2944837, 121.4961793 31.2944769))","[6830956656, 6830956655, 6830956654, 6830956653, 6830956652, 6830956651, 6830956650, 6830956649, 6830956656]",apartments,,,,,,,,,,,,,,,,,,,,
way,729110412,"POLYGON ((121.4963718 31.2947186, 121.4963718 31.2946063, 121.4968063 31.2946063, 121.4968063 31.2947186, 121.4963718 31.2947186))","[6830956660, 6830956659, 6830956658, 6830956657, 6830956660]",yes,,,,,,,,,,,,,,,,,,,,
way,729110413,"POLYGON ((121.4964868 31.2954008, 121.4964901 31.2952815, 121.4969165 31.2952902, 121.4969132 31.2954094, 121.4964868 31.2954008))","[6830956664, 6830956663, 6830956662, 6830956661, 6830956664]",yes,,,,,,,,,,,,,,,,,,,,
way,729110414,"POLYGON ((121.4963715 31.2950318, 121.4963721 31.2949194, 121.4968039 31.2949212, 121.4968033 31.2950335, 121.4963715 31.2950318))","[6830956668, 6830956667, 6830956666, 6830956665, 6830956668]",yes,,,,,,,,,,,,,,,,,,,,
way,729110415,"POLYGON ((121.4955632 31.2947293, 121.4955655 31.2945977, 121.4960351 31.2946037, 121.4960327 31.2947353, 121.4955632 31.2947293))","[6830956672, 6830956671, 6830956670, 6830956669, 6830956672]",yes,,,,,,,,,,,,,,,,,,,,
way,729110416,"POLYGON ((121.4955701 31.2950392, 121.4955695 31.294904, 121.4960415 31.2949023, 121.4960422 31.2950375, 121.4955701 31.2950392))","[6830956676, 6830956675, 6830956674, 6830956673, 6830956676]",yes,,,,,,,,,,,,,,,,,,,,
