element_type,osmid,geometry,nodes,building,building:levels,name,name:en,sport,tourism,wheelchair,leisure,amenity,roof:levels,addr:housenumber,addr:street,addr:city,addr:postcode,name:zh,operator,opening_hours,source,library,ways,type
way,302086250,"POLYGON ((121.4916099 31.3034267, 121.491297 31.3033848, 121.4913123 31.3033004, 121.4916255 31.3033427, 121.4916099 31.3034267))","[3063239636, 3063238839, 3063238840, 3063239637, 3063239636]",university,,,,,,,,,,,,,,,,,,,,
way,302086251,"POLYGON ((121.4928745 31.3041165, 121.4922575 31.304225, 121.4922381 31.3041448, 121.4928552 31.3040361, 121.4928745 31.3041165))","[3063238841, 3063238842, 3063238843, 3063239834, 3063238841]",university,7,,,,,,,,0,,,,,,,,,,,
way,302086268,"POLYGON ((121.4927534 31.3038774, 121.4921307 31.3039597, 121.4921161 31.303879, 121.4927385 31.3037965, 121.4927534 31.3038774))","[3063239638, 3063239835, 3063239836, 3063238542, 3063239638]",university,7,,,,,,,,0,,,,,,,,,,,
way,302089574,"POLYGON ((121.4938479 31.2997595, 121.4944842 31.300091, 121.4945767 31.2999613, 121.4939403 31.2996299, 121.4938479 31.2997595))","[3063269834, 3063205639, 3063269534, 3063206238, 3063269834]",university,,,,,,,,,,,,,,,,,,,,
way,302089576,"POLYGON ((121.4956471 31.2927767, 121.4957868 31.2927759, 121.4957874 31.2928442, 121.4958154 31.292844, 121.4958159 31.2928934, 121.4957436 31.2928938, 121.4957434 31.2928682, 121.4956977 31.2928685, 121.4956979 31.2928958, 121.4956293 31.2928962, 121.4956289 31.2928469, 121.4956476 31.2928467, 121.4956471 31.2927767))","[3063269535, 3063272134, 3063271234, 3063270735, 3063271235, 3063271934, 3063270939, 3063206839, 3063269435, 3063270736, 3063271836, 3063269836, 3063269535]",university,,,,,,,,,,2,,,,,,,,,,
way,302089577,"POLYGON ((121.4958505 31.2929448, 121.4959902 31.292944, 121.4959908 31.2930123, 121.4960188 31.2930121, 121.4960193 31.2930615, 121.495947 31.2930619, 121.4959468 31.2930363, 121.4959011 31.2930366, 121.4959013 31.2930639, 121.4958327 31.2930643, 121.4958323 31.293015, 121.495851 31.2930148, 121.4958505 31.2929448))","[3063271837, 3063269335, 3063271435, 3063272833, 3063271935, 3063269234, 3063206240, 3063269738, 3063271536, 3063271537, 3063270940, 3063271634, 3063271837]",university,,,,,,,,,,1,,,,,,,,,,
way,302089578,"POLYGON ((121.4953853 31.2928736, 121.495525 31.2928728, 121.4955256 31.2929411, 121.4955536 31.2929409, 121.4955541 31.2929903, 121.4954818 31.2929907, 121.4954816 31.2929651, 121.4954359 31.2929654, 121.4954361 31.2929927, 121.4953675 31.2929931, 121.4953671 31.2929438, 121.4953858 31.2929436, 121.4953853 31.2928736))","[3063272135, 3063273233, 3063273333, 3063270941, 3063206241, 3063270942, 3063271538, 3063271838, 3063271734, 3063269336, 3063270737, 3063269436, 3063272135]",university,,,,,,,,,,3,,,,,,,,,,
way,302089579,"POLYGON ((121.495133 31.2929438, 121.4952727 31.292943, 121.4952733 31.2930113, 121.4953013 31.2930111, 121.4953018 31.2930605, 121.4952295 31.2930609, 121.4952293 31.2930353, 121.4951836 31.2930356, 121.4951838 31.2930629, 121.4951152 31.2930633, 121.4951148 31.293014, 121.4951335 31.2930138, 121.495133 31.2929438))","[3063272034, 3063206840, 3063271539, 3063271936, 3063273533, 3063205640, 3063271236, 3063269837, 3063271540, 3063270738, 3063270943, 3063206242, 3063272034]",university,,,,,,,,,,4,松花江路,,,,,,,,,
way,302089582,"POLYGON ((121.4948656 31.2930048, 121.4950053 31.293004, 121.4950059 31.2930723, 121.4950339 31.2930721, 121.4950344 31.2931215, 121.4949621 31.2931219, 121.4949619 31.2930963, 121.4949162 31.2930966, 121.4949164 31.2931239, 121.4948478 31.2931243, 121.4948474 31.293075, 121.4948661 31.2930748, 121.4948656 31.2930048))","[3063271937, 3063272136, 3063206243, 3063206841, 3063271436, 3063269536, 3063273534, 3063269537, 3063206244, 3063269235, 3063269437, 3063273234, 3063271937]",university,,,,,,,,,,5,,,,,,,,,,
way,302089583,"POLYGON ((121.4945439 31.2930809, 121.4946836 31.2930801, 121.4946842 31.2931484, 121.4947122 31.2931482, 121.4947127 31.2931976, 121.4946404 31.293198, 121.4946402 31.2931724, 121.4945945 31.2931727, 121.4945947 31.2932, 121.4945261 31.2932004, 121.4945257 31.2931511, 121.4945444 31.2931509, 121.4945439 31.2930809))","[3063272137, 3063270944, 3063273535, 3063271735, 3063271237, 3063271736, 3063273334, 3063272138, 3063269538, 3063272035, 3063271737, 3063273235, 3063272137]",university,,,,,,,,,,6,,,,,,,,,,
way,302207139,"POLYGON ((121.4970556 31.299118, 121.4976635 31.299424, 121.497576 31.299551, 121.4974941 31.2995097, 121.4973511 31.2997172, 121.4972622 31.2996725, 121.4974111 31.2994565, 121.4971473 31.2993237, 121.4969941 31.2995459, 121.4969096 31.2995034, 121.497065 31.2992779, 121.4969762 31.2992332, 121.4970556 31.299118))","[3064544548, 3064535634, 3064592933, 3064593033, 3064589134, 3064589135, 3064593133, 3064593233, 3064593333, 3064593433, 3064593533, 3064593633, 3064544548]",university,,,,,,,,,,,,,,,,,,,,
way,302207140,"POLYGON ((121.4972161 31.2989452, 121.4975984 31.2991403, 121.497636 31.2990865, 121.4977305 31.2991347, 121.4977741 31.2990725, 121.4975638 31.2989651, 121.4975492 31.298986, 121.4972828 31.2988499, 121.4972161 31.2989452))","[3064593733, 3064593833, 3064593534, 3064593933, 3064593934, 3064594033, 3064594133, 3064594233, 3064593733]",university,,,,,,,,,,,,,,,,,,,,
way,302214128,"POLYGON ((121.493806 31.3035504, 121.494345 31.3033678, 121.4943099 31.3032921, 121.4937709 31.3034747, 121.493806 31.3035504))","[3064641134, 3064694233, 3064694234, 3064694235, 3064641134]",university,,,,,,,,,,,,,,,,,,,,
way,302214130,"POLYGON ((121.4936071 31.3033249, 121.4941461 31.3031423, 121.494111 31.3030666, 121.493572 31.3032492, 121.4936071 31.3033249))","[3064640835, 3064694333, 3064694334, 3064694335, 3064640835]",university,,,,,,,,,,,,,,,,,,,,
way,302214135,"POLYGON ((121.4939524 31.3038168, 121.4944914 31.3036342, 121.4944563 31.3035585, 121.4939173 31.3037411, 121.4939524 31.3038168))","[3064640836, 3064694336, 3064652034, 3064694337, 3064640836]",university,,,,,,,,,,,,,,,,,,,,
way,302214145,"POLYGON ((121.4931535 31.3040714, 121.493879 31.3038315, 121.4938391 31.3037433, 121.4931136 31.3039833, 121.4931535 31.3040714))","[3064694338, 3064694339, 3064694236, 3064652035, 3064694338]",university,,,,,,,,,,,,,,,,,,,,
way,302214161,"POLYGON ((121.4931351 31.3037748, 121.4937434 31.3035706, 121.4937083 31.3034943, 121.4930999 31.3036985, 121.4931351 31.3037748))","[3064694340, 3064640837, 3064694237, 3064694238, 3064694340]",university,,,,,,,,,,,,,,,,,,,,
way,302214171,"POLYGON ((121.497978 31.2985203, 121.4981531 31.2986043, 121.4982074 31.2985215, 121.4980323 31.2984375, 121.497978 31.2985203))","[3064694239, 3064641135, 3064641136, 3064641137, 3064694239]",university,,,,,,,,,,,,,,,,,,,,
way,302214182,"POLYGON ((121.4978804 31.2986685, 121.4980555 31.2987525, 121.4981098 31.2986697, 121.4979347 31.2985857, 121.4978804 31.2986685))","[3064641138, 3064641139, 3064641140, 3064641141, 3064641138]",university,,,,,,,,,,,,,,,,,,,,
way,302214195,"POLYGON ((121.4980774 31.2983777, 121.4982525 31.2984617, 121.4983068 31.2983789, 121.4981317 31.2982949, 121.4980774 31.2983777))","[3064641142, 3064641143, 3064694240, 3064694241, 3064641142]",university,,,,,,,,,,,,,,,,,,,,
way,302226350,"POLYGON ((121.497623 31.2988431, 121.4972939 31.2986768, 121.497367 31.2985712, 121.4976962 31.2987375, 121.497623 31.2988431))","[3064796833, 3064796933, 3064797033, 3064797133, 3064796833]",university,,,,,,,,,,,,,,,,,,,,
way,302226353,"POLYGON ((121.4907864 31.3043123, 121.4910312 31.3043816, 121.4913882 31.3044318, 121.4916964 31.3044306, 121.4916938 31.3045531, 121.4913872 31.3045485, 121.4909999 31.3045014, 121.4907399 31.3044269, 121.4907864 31.3043123))","[3064797633, 3064797634, 3064797733, 3064797833, 3064797933, 3064798033, 3064797134, 3064798133, 3064797633]",university,25,"Fudan Foreign Student Dormitory, Main Building",,,,,,,,57,武东路,上海市杨浦区,200433,留学生公寓，主楼,,,,,,
way,302532394,"POLYGON ((121.499234 31.2987172, 121.4988996 31.2986134, 121.4989335 31.2985339, 121.4992679 31.2986377, 121.499234 31.2987172))","[3067824533, 3067824535, 3067824534, 3067824536, 3067824533]",university,,,,,,,,,,,,,,,,,,,,
way,302532395,"POLYGON ((121.5000503 31.2989696, 121.4997159 31.2988658, 121.4997498 31.2987863, 121.5000842 31.2988901, 121.5000503 31.2989696))","[3067824537, 3067824633, 3067824634, 3067824538, 3067824537]",university,,,,,,,,,,,,,,,,,,,,
way,302897740,"POLYGON ((121.4939846 31.3001654, 121.493935 31.3002736, 121.4936253 31.3001699, 121.4936749 31.3000617, 121.4937577 31.3000894, 121.493803 31.2999908, 121.4937006 31.2999565, 121.4937546 31.299839, 121.4940838 31.2999492, 121.4940426 31.3000391, 121.4938854 31.2999865, 121.4938275 31.3001128, 121.4939846 31.3001654))","[3071817479, 3071817493, 3071817480, 3071817464, 3071817465, 3071817453, 3071817446, 3071817438, 3071817445, 3071817459, 3071817452, 3071817469, 3071817479]",university,,,,,,,,,,,,,,,,,,,,
way,302897741,"POLYGON ((121.4943338 31.3002151, 121.495275 31.3005304, 121.4952477 31.3005901, 121.4951719 31.3005647, 121.4951327 31.3006502, 121.4950078 31.3006084, 121.4950394 31.3005396, 121.4948674 31.300482, 121.4948358 31.3005507, 121.4945457 31.3004536, 121.4944873 31.3005808, 121.4942088 31.3004875, 121.4943338 31.3002151))","[3071817487, 3071817514, 3071817522, 3071817520, 3071817530, 3071817525, 3071817515, 3071817510, 3071817518, 3071817509, 3071817521, 3071817511, 3071817487]",university,,,,,,,,,,,,,,,,,,,,
way,302897742,"POLYGON ((121.4967034 31.2985763, 121.4964234 31.2984319, 121.4965078 31.2983126, 121.4964049 31.2982595, 121.4962373 31.2984967, 121.4962706 31.2985139, 121.496249 31.2985446, 121.4963447 31.298594, 121.4963664 31.2985633, 121.4965289 31.2986471, 121.4965072 31.2986778, 121.4965984 31.2987249, 121.4967034 31.2985763))","[3071817236, 3071815825, 3071815818, 3071815813, 3071815830, 3071815832, 3071817234, 3071817238, 3071817235, 3071817240, 3071817241, 3071817243, 3071817236]",university,,,,,,,,,,,,,,,,,,,,
way,302897744,"POLYGON ((121.4943222 31.2997472, 121.4943736 31.2996744, 121.4942748 31.2996235, 121.4943075 31.2995771, 121.4942534 31.2995492, 121.4942704 31.2995252, 121.494234 31.2995065, 121.4941815 31.2995808, 121.4941277 31.2995531, 121.4940922 31.2996033, 121.494146 31.299631, 121.4940951 31.299703, 121.4941315 31.2997218, 121.4941484 31.2996979, 121.4942025 31.2997258, 121.4942234 31.2996962, 121.4943222 31.2997472))","[3071817330, 3071817316, 3071817309, 3071817300, 3071817293, 3071817287, 3071817286, 3071817301, 3071817295, 3071817305, 3071817311, 3071817322, 3071817325, 3071817320, 3071817326, 3071817319, 3071817330]",university,,,,,,,,,,,,,,,,,,,,
way,302897745,"POLYGON ((121.4953274 31.3005502, 121.4959405 31.3007556, 121.4959338 31.3007701, 121.4960839 31.3008204, 121.4960397 31.3009166, 121.4958007 31.3008365, 121.4956973 31.301062, 121.4959005 31.30113, 121.4958396 31.3012628, 121.4950851 31.30101, 121.4951459 31.3008773, 121.4956184 31.3010356, 121.4957121 31.3008314, 121.4953302 31.3007035, 121.4953642 31.3006292, 121.4953009 31.300608, 121.4953274 31.3005502))","[3071817516, 3071817638, 3071817640, 3071817644, 3071817655, 3071817648, 3071817666, 3071817674, 3071817685, 3071817659, 3071817653, 3071817663, 3071817647, 3071817635, 3071817527, 3071817523, 3071817516]",university,,,,,,,,,,,,,,,,,,,,
way,302897747,"POLYGON ((121.4957673 31.2991104, 121.4958813 31.2991692, 121.4958666 31.29919, 121.4961198 31.2993206, 121.4961345 31.2992998, 121.4962514 31.2993601, 121.4961583 31.2994919, 121.4960215 31.2994214, 121.4960046 31.2994454, 121.4959753 31.2994303, 121.4959033 31.2995322, 121.4959882 31.299576, 121.4960522 31.2994855, 121.496153 31.2995375, 121.4960246 31.2997192, 121.4955207 31.2994593, 121.4956491 31.2992776, 121.4957476 31.2993284, 121.4956837 31.2994189, 121.4957628 31.2994597, 121.4958348 31.2993578, 121.4957957 31.2993377, 121.4958127 31.2993136, 121.4956742 31.2992422, 121.4957673 31.2991104))","[3071817253, 3071817258, 3071817260, 3071817266, 3071817264, 3071817271, 3071817285, 3071817275, 3071817277, 3071817276, 3071817289, 3071817299, 3071817282, 3071817290, 3071817324, 3071817278, 3071817263, 3071817267, 3071817274, 3071817279, 3071817270, 3071817269, 3071817265, 3071817261, 3071817253]",university,,,,,,,,,,,,,,,,,,,,
way,302897749,"POLYGON ((121.4962516 31.2997937, 121.4961617 31.2997474, 121.4962982 31.2995541, 121.4963881 31.2996005, 121.4962516 31.2997937))","[3071817436, 3071817331, 3071817296, 3071817303, 3071817436]",university,,,,,,,,,,,,,,,,,,,,
way,302897751,"POLYGON ((121.4947162 31.2995415, 121.4950783 31.2997283, 121.4950366 31.2997874, 121.4946745 31.2996007, 121.4947162 31.2995415))","[3071817292, 3071817327, 3071817435, 3071817304, 3071817292]",university,,,,,,,,,,,,,,,,,,,,
way,302897755,"POLYGON ((121.4947396 31.2992534, 121.4949437 31.2989645, 121.4947684 31.2988741, 121.4945643 31.299163, 121.4947396 31.2992534))","[3071817262, 3071817249, 3071817247, 3071817257, 3071817262]",university,,,,,,,,,,,,,,,,,,,,
way,302897759,"POLYGON ((121.4959089 31.2997502, 121.4955412 31.2995606, 121.4954585 31.2996775, 121.4958262 31.2998672, 121.4959089 31.2997502))","[3071817332, 3071817298, 3071817318, 3071817440, 3071817332]",university,,,,,,,,,,,,,,,,,,,,
way,302897761,"POLYGON ((121.4948444 31.2993319, 121.4952701 31.2995515, 121.4951606 31.2997065, 121.4947348 31.2994869, 121.4948444 31.2993319))","[3071817268, 3071817294, 3071817323, 3071817284, 3071817268]",university,,,,,,,,,,,,,,,,,,,,
way,302897765,"POLYGON ((121.49575 31.2981128, 121.4960744 31.2982802, 121.4959783 31.2984162, 121.4956539 31.2982489, 121.49575 31.2981128))","[3071815804, 3071815816, 3071815823, 3071815812, 3071815804]",university,,,,,,,,,,,,,,,,,,,,
way,302897767,"POLYGON ((121.4949676 31.2989265, 121.4952499 31.298527, 121.4950899 31.2984444, 121.4948076 31.298844, 121.4949676 31.2989265))","[3071817248, 3071817233, 3071815826, 3071817245, 3071817248]",university,,,,,,,,,,,,,,,,,,,,
way,302897769,"POLYGON ((121.4939548 31.3003873, 121.4936343 31.3002799, 121.4935371 31.3004918, 121.4935938 31.3005108, 121.4935757 31.3005503, 121.4938395 31.3006386, 121.4939548 31.3003873))","[3071817505, 3071817494, 3071817512, 3071817513, 3071817517, 3071817529, 3071817505]",university,,,,,,,,,,,,,,,,,,,,
way,302897772,"POLYGON ((121.4973249 31.2999086, 121.4968019 31.2996388, 121.4967599 31.2996982, 121.4968184 31.2997284, 121.4967796 31.2997833, 121.4972441 31.3000229, 121.4973249 31.2999086))","[3071817442, 3071817312, 3071817321, 3071817328, 3071817434, 3071817458, 3071817442]",university,,光学楼,Optics Building,,,,,,,,,,,,,,,,,
way,302897774,"POLYGON ((121.4969104 31.3001143, 121.497286 31.3002341, 121.4973259 31.300143, 121.4970088 31.3000418, 121.4970298 31.2999937, 121.4969713 31.299975, 121.4969104 31.3001143))","[3071817470, 3071817490, 3071817472, 3071817461, 3071817454, 3071817450, 3071817470]",university,,,,,,,,,,,,,,,,,,,,
way,302897776,"POLYGON ((121.4966957 31.2982686, 121.4969906 31.2984207, 121.4968778 31.2985803, 121.4967359 31.2985071, 121.4967469 31.2984916, 121.4965939 31.2984127, 121.4966957 31.2982686))","[3071815814, 3071815824, 3071817237, 3071815831, 3071815829, 3071815822, 3071815814]",university,,,,,,,,,,,,,,,,,,,,
way,302897778,"POLYGON ((121.495508 31.300197, 121.4953091 31.300096, 121.4954547 31.2998867, 121.4957709 31.3000473, 121.4956618 31.3002041, 121.4955445 31.3001445, 121.495508 31.300197))","[3071817483, 3071817468, 3071817441, 3071817463, 3071817484, 3071817474, 3071817483]",university,,,,,,,,,,,,,,,,,,,,
way,302897780,"POLYGON ((121.496739 31.2996162, 121.4964874 31.2994864, 121.4964158 31.2995877, 121.4967056 31.2997372, 121.496748 31.2996772, 121.4967099 31.2996575, 121.496739 31.2996162))","[3071817308, 3071817283, 3071817302, 3071817329, 3071817317, 3071817315, 3071817308]",university,,,,,,,,,,,,,,,,,,,,
way,302897782,"POLYGON ((121.4952317 31.300091, 121.4956005 31.3002813, 121.4955433 31.3003623, 121.4954812 31.3003754, 121.4950862 31.3001717, 121.495142 31.3000928, 121.4952068 31.3001262, 121.4952317 31.300091))","[3071817466, 3071817495, 3071817502, 3071817503, 3071817481, 3071817467, 3071817471, 3071817466]",university,,,,,,,,,,,,,,,,,,,,
way,302897784,"POLYGON ((121.4941569 31.3001454, 121.4942392 31.300173, 121.4941876 31.3002854, 121.4942432 31.300304, 121.4942189 31.3003569, 121.4941769 31.3003428, 121.4941376 31.3004285, 121.4940418 31.3003965, 121.4941569 31.3001454))","[3071817475, 3071817482, 3071817496, 3071817498, 3071817501, 3071817500, 3071817507, 3071817506, 3071817475]",university,,,,,,,,,,,,,,,,,,,,
way,302897786,"POLYGON ((121.4939437 31.3005524, 121.4941149 31.3006098, 121.4940961 31.3006507, 121.4942192 31.300692, 121.4942106 31.3007105, 121.4943392 31.3007536, 121.4943166 31.3008029, 121.4938938 31.3006613, 121.4939437 31.3005524))","[3071817519, 3071817526, 3071817531, 3071817634, 3071817636, 3071817637, 3071817641, 3071817532, 3071817519]",university,,,,,,,,,,,,,,,,,,,,
way,302897790,"POLYGON ((121.497543 31.3013808, 121.4976063 31.3012266, 121.4974195 31.3011707, 121.4973976 31.3012242, 121.497095 31.3011336, 121.4971064 31.3011059, 121.4969932 31.3010719, 121.4969471 31.3011841, 121.4969849 31.3011955, 121.4969675 31.3012379, 121.4969019 31.3012182, 121.4968642 31.30131, 121.4970053 31.3013522, 121.4969957 31.3013756, 121.4971922 31.3014345, 121.4972531 31.3012859, 121.4973131 31.3013039, 121.4973033 31.3013278, 121.4973332 31.3013575, 121.497296 31.3014479, 121.4974571 31.3014962, 121.4975087 31.3013705, 121.497543 31.3013808))","[3071817695, 3071817683, 3071817677, 3071817682, 3071817675, 3071817673, 3071817668, 3071817678, 3071817680, 3071817684, 3071817681, 3071817688, 3071817691, 3071817694, 3071817696, 3071817686, 3071817687, 3071817689, 3071817692, 3071817697, 3071817698, 3071817693, 3071817695]",university,,逸夫楼,,,,,,,,,,,,,,,,,,
way,302897793,"POLYGON ((121.4962897 31.3000423, 121.4962053 31.3000153, 121.4962256 31.2999688, 121.4960695 31.2999189, 121.4960509 31.2999614, 121.4959879 31.2999413, 121.4958996 31.3001433, 121.4959626 31.3001634, 121.495944 31.3002059, 121.4961002 31.3002557, 121.4960766 31.3002946, 121.4964743 31.3004296, 121.4965398 31.3003778, 121.4965859 31.3003125, 121.49661 31.3002321, 121.4966047 31.3001492, 121.4962897 31.3000423))","[3071817462, 3071817457, 3071817449, 3071817443, 3071817447, 3071817444, 3071817473, 3071817478, 3071817485, 3071817492, 3071817497, 3071817508, 3071817504, 3071817499, 3071817489, 3071817476, 3071817462]",university,,逸夫科技楼,,,,,,,,,,,,,,,,,,
way,302928369,"POLYGON ((121.4955146 31.2934889, 121.4949115 31.2934835, 121.4949102 31.2935875, 121.4950626 31.2935889, 121.495063 31.2935535, 121.4951767 31.2935545, 121.4951762 31.2935899, 121.4954518 31.2935924, 121.4954523 31.293557, 121.4955138 31.2935575, 121.4955146 31.2934889))","[3072108810, 3072108809, 3072108830, 3072108831, 3072108818, 3072108819, 3072108832, 3072109133, 3072108820, 3072108821, 3072108810]",university,,,,,,,,,,,,,,,,,,,,
way,302928370,"POLYGON ((121.4937302 31.3027813, 121.4934757 31.3026863, 121.4934603 31.3027163, 121.4933952 31.302692, 121.4933257 31.302828, 121.4933861 31.3028506, 121.4933589 31.3029037, 121.4934902 31.3029528, 121.493543 31.3028496, 121.4936709 31.3028973, 121.4937302 31.3027813))","[3072109305, 3072109296, 3072109302, 3072109297, 3072109308, 3072109310, 3072109317, 3072109321, 3072109309, 3072109316, 3072109305]",university,,青书馆,,,,,,,,,,,,,,,,,,
way,302928371,"POLYGON ((121.4996092 31.3021817, 121.5001012 31.3023264, 121.5000503 31.3024528, 121.49979 31.3023763, 121.4997196 31.3025511, 121.4999325 31.3026137, 121.4998994 31.3026959, 121.4993275 31.3025277, 121.4993606 31.3024455, 121.4996111 31.3025192, 121.4996815 31.3023444, 121.4995583 31.3023081, 121.4996092 31.3021817))","[3072109276, 3072109279, 3072109285, 3072109281, 3072109289, 3072109291, 3072109298, 3072109287, 3072109284, 3072109286, 3072109280, 3072109278, 3072109276]",university,,,,,,,,,,,,,,,,,,,,
way,302928372,"POLYGON ((121.4986203 31.2978109, 121.498887 31.2978913, 121.4991926 31.2977664, 121.4992885 31.2975341, 121.4991929 31.2973633, 121.4991722 31.2972151, 121.4988342 31.2970823, 121.4987925 31.2971601, 121.4987746 31.2972442, 121.4987815 31.2973296, 121.4988338 31.297444, 121.4989297 31.2975355, 121.4988542 31.2977146, 121.4986203 31.2978109))","[3072109220, 3072109230, 3072109209, 3072109185, 3072109171, 3072109165, 3072109162, 3072109163, 3072109166, 3072109169, 3072109178, 3072109187, 3072109204, 3072109220]",university,,美国研究中心,Center for American Studies,,,,,college,,680,国权路,,200433,美国研究中心,复旦大学,,,,,
way,302928373,"POLYGON ((121.4952593 31.2942014, 121.4952627 31.2939261, 121.4950653 31.2939243, 121.4950668 31.2938054, 121.4954419 31.2938088, 121.4954423 31.2937774, 121.4957869 31.2937805, 121.4957858 31.2938688, 121.4958753 31.2938696, 121.4958728 31.2940759, 121.4957833 31.2940751, 121.4957822 31.2941673, 121.4954988 31.2941648, 121.4954983 31.2942036, 121.4952593 31.2942014))","[3072109157, 3072109152, 3072109151, 3072109145, 3072109146, 3072109143, 3072109144, 3072109147, 3072109148, 3072109154, 3072109153, 3072109156, 3072109155, 3072109158, 3072109157]",university,,复旦南区食堂,,,,,,restaurant,,,,,,,,"PH,Mo-Su 06:00-20:00",,,,
way,302928374,"POLYGON ((121.4985846 31.3021147, 121.4984211 31.3020666, 121.4983845 31.3021576, 121.4981546 31.30209, 121.4981732 31.3020233, 121.4980701 31.301993, 121.4980321 31.3020872, 121.497812 31.3020225, 121.4978631 31.3018956, 121.4976695 31.3018387, 121.4977025 31.3017569, 121.4981162 31.3018785, 121.4981063 31.3019032, 121.498459 31.3020069, 121.4984711 31.3019769, 121.4986221 31.3020214, 121.4985846 31.3021147))","[3072109273, 3072109270, 3072109274, 3072109272, 3072109268, 3072109264, 3072109271, 3072109267, 3072109261, 3072109257, 3072109255, 3072109258, 3072109262, 3072109265, 3072109263, 3072109266, 3072109273]",university,,,,,,,,,,,,,,,,,,,,
way,302928375,"POLYGON ((121.498641 31.3020268, 121.4993164 31.3022254, 121.4992546 31.302379, 121.4985792 31.3021803, 121.498641 31.3020268))","[3072109269, 3072109277, 3072109282, 3072109275, 3072109269]",university,,,,,,,,,,,,,,,,,,,,
way,302928376,"POLYGON ((121.500212 31.3024006, 121.5008405 31.3025855, 121.5007806 31.3027343, 121.500152 31.3025494, 121.500212 31.3024006))","[3072109283, 3072109290, 3072109304, 3072109288, 3072109283]",university,,,,,,,,,,,,,,,,,,,,
way,302928377,"POLYGON ((121.4961761 31.2932117, 121.4965596 31.2932151, 121.4965585 31.2933055, 121.496175 31.2933021, 121.4961761 31.2932117))","[3072108784, 3072108785, 3072108802, 3072108801, 3072108784]",university,,,,,,,,,,,,,,,,,,,,
way,302928378,"POLYGON ((121.4971091 31.3015721, 121.497695 31.3017444, 121.4976392 31.3018829, 121.4970533 31.3017106, 121.4971091 31.3015721))","[3072109250, 3072109254, 3072109260, 3072109253, 3072109250]",university,,,,,,,,,,,,,,,,,,,,
way,302928379,"POLYGON ((121.498699 31.3017651, 121.4978235 31.3015076, 121.497777 31.3016231, 121.4986525 31.3018806, 121.498699 31.3017651))","[3072109256, 3072109249, 3072109252, 3072109259, 3072109256]",university,,,,,,,,,,,,,,,,,,,,
way,302928380,"POLYGON ((121.4967409 31.2926201, 121.4971515 31.2926238, 121.4971503 31.2927262, 121.4967396 31.2927226, 121.4967409 31.2926201))","[3072108766, 3072108767, 3072108769, 3072108768, 3072108766]",university,,,,,,,,,,,,,,,,,,,,
way,302928381,"POLYGON ((121.4961791 31.2935072, 121.4965626 31.2935106, 121.4965615 31.293601, 121.496178 31.2935976, 121.4961791 31.2935072))","[3072108811, 3072108812, 3072109138, 3072109134, 3072108811]",university,,,,,,,,,,,,,,,,,,,,
way,302928382,"POLYGON ((121.4967401 31.2929217, 121.4971507 31.2929253, 121.4971495 31.2930278, 121.4967388 31.2930241, 121.4967401 31.2929217))","[3072108774, 3072108775, 3072108777, 3072108776, 3072108774]",university,,,,,,,,,,,,,,,,,,,,
way,302928383,"POLYGON ((121.4971574 31.2923147, 121.4973633 31.2923165, 121.497362 31.2924221, 121.4971561 31.2924203, 121.4971574 31.2923147))","[3072108748, 3072108749, 3072108757, 3072108756, 3072108748]",university,,,,,,,,,,,,,,,,,,,,
way,302928384,"POLYGON ((121.4968249 31.3014805, 121.4965439 31.3013978, 121.4965719 31.3013285, 121.4962371 31.30123, 121.4961552 31.3014332, 121.496771 31.3016143, 121.4968249 31.3014805))","[3072109248, 3072109246, 3072109245, 3072109242, 3072109247, 3072109251, 3072109248]",university,,遗传学楼,Genetics Building,,,,,,,,,,,,,,,,,
way,302928385,"POLYGON ((121.4936115 31.3030557, 121.49392 31.3029566, 121.4938911 31.3028907, 121.4937052 31.3029504, 121.4936946 31.3029263, 121.4935719 31.3029657, 121.4936115 31.3030557))","[3072109324, 3072109322, 3072109314, 3072109320, 3072109319, 3072109323, 3072109324]",university,,,,,,,,,,,,,,,,,,,,
way,302928387,"POLYGON ((121.5000144 31.3027211, 121.5006975 31.302922, 121.5007442 31.302806, 121.5003263 31.3026831, 121.5003409 31.302647, 121.5002319 31.3026149, 121.5001975 31.3027003, 121.5000412 31.3026544, 121.5000144 31.3027211))","[3072109303, 3072109318, 3072109306, 3072109295, 3072109293, 3072109292, 3072109299, 3072109294, 3072109303]",university,,,,,,,,,,,,,,,,,,,,
way,302928388,"POLYGON ((121.4962044 31.2925085, 121.4966051 31.292512, 121.4966044 31.2925706, 121.4965366 31.29257, 121.4965363 31.2925938, 121.4962771 31.2925914, 121.4962774 31.2925677, 121.4962036 31.292567, 121.4962044 31.2925085))","[3072108758, 3072108759, 3072108763, 3072108762, 3072108765, 3072108764, 3072108761, 3072108760, 3072108758]",university,,,,,,,,,,,,,,,,,,,,
way,302928389,"POLYGON ((121.4966482 31.2932306, 121.4970489 31.2932342, 121.4970482 31.2932927, 121.4969804 31.2932921, 121.4969801 31.2933159, 121.4967209 31.2933136, 121.4967212 31.2932898, 121.4966475 31.2932892, 121.4966482 31.2932306))","[3072108790, 3072108791, 3072108800, 3072108799, 3072108806, 3072108805, 3072108798, 3072108797, 3072108790]",university,,,,,,,,,,,,,,,,,,,,
