u,v,key,osmid,name,highway,oneway,reversed,length,geometry,tunnel
3063239641,3063238547,0,302086321,,service,False,False,78.925,"LINESTRING (121.4902674 31.3029518, 121.4910688 31.3031387)",
3063239839,3063238738,0,302086323,,service,False,False,242.802,"LINESTRING (121.4904579 31.3038457, 121.4908218 31.3039409, 121.4915081 31.3040334, 121.4921679 31.3040194, 121.4929748 31.3038935)",
3064796834,667340959,0,52509503,望道路,service,False,True,29.214,"LINESTRING (121.4978135 31.2986817, 121.4980725 31.2988233)",
3064796834,3064797233,0,302226351,,service,False,False,65.921,"LINESTRING (121.4978135 31.2986817, 121.4976253 31.2989487, 121.4979015 31.2991015)",
3064797233,667340012,0,52509501,,service,False,False,31.464,"LINESTRING (121.4979015 31.2991015, 121.4977711 31.2993616)",
3064797233,667340959,0,52509501,,service,False,True,34.942,"LINESTRING (121.4979015 31.2991015, 121.4979641 31.2989996, 121.4980725 31.2988233)",
3064797233,3064796834,0,302226351,,service,False,True,65.921,"LINESTRING (121.4979015 31.2991015, 121.4976253 31.2989487, 121.4978135 31.2986817)",
3067820034,3067820333,0,72259307,,service,False,True,122.127,"LINESTRING (121.4965757 31.3005631, 121.4977787 31.30095)",
3067820034,667341422,0,302531942,,service,False,True,47.822,"LINESTRING (121.4965757 31.3005631, 121.4968035 31.3001796)",
3067820034,3067820633,0,72259307,,service,False,False,117.755,"LINESTRING (121.4965757 31.3005631, 121.496511 31.3005423, 121.496329 31.3007815, 121.4955478 31.3005263)",
3067820333,3067820034,0,72259307,,service,False,False,122.127,"LINESTRING (121.4977787 31.30095, 121.4965757 31.3005631)",
3067820433,858656017,0,72259309,登辉环路,service,False,False,58.993,"LINESTRING (121.4954203 31.2995104, 121.4957551 31.2990636)",
3067820433,858656023,0,72259309,登辉环路,service,False,True,62.958,"LINESTRING (121.4954203 31.2995104, 121.4948445 31.2992302)",
3067820433,3067820633,0,72259307,,service,False,True,169.745,"LINESTRING (121.4954203 31.2995104, 121.4948857 31.30031, 121.4955478 31.3005263)",
3067820633,667341422,0,52509551,相伯路,service,False,False,180.93599999999998,"LINESTRING (121.4955478 31.3005263, 121.4960384 31.2997764, 121.4968035 31.3001796)",
3067820633,3067820433,0,72259307,,service,False,False,169.745,"LINESTRING (121.4955478 31.3005263, 121.4948857 31.30031, 121.4954203 31.2995104)",
3067820633,3067820034,0,72259307,,service,False,True,117.75500000000001,"LINESTRING (121.4955478 31.3005263, 121.496329 31.3007815, 121.496511 31.3005423, 121.4965757 31.3005631)",
3067824539,667526328,0,52531334,日月东路,service,False,False,31.569,"LINESTRING (121.4994102 31.299835, 121.4993057 31.3001045)",
3067824539,3057652792,0,52531334,日月东路,service,False,True,63.974,"LINESTRING (121.4994102 31.299835, 121.4996221 31.2992889)",
3067824539,3067824737,0,302532397,,footway,False,False,134.442,"LINESTRING (121.4994102 31.299835, 121.5000011 31.3000165, 121.5001061 31.2997775, 121.5005645 31.2999213)",
3067824733,3067824734,0,302532396,,footway,False,True,11.995,"LINESTRING (121.4984462 31.2990532, 121.4984873 31.2989512)",
3067824734,667340959,0,52509503,望道路,service,False,False,41.899,"LINESTRING (121.4984873 31.2989512, 121.4980725 31.2988233)",
3067824734,3057652780,0,52509503,望道路,service,False,True,53.363,"LINESTRING (121.4984873 31.2989512, 121.4990156 31.2991141)",
3067824734,3067824733,0,302532396,,footway,False,False,11.995,"LINESTRING (121.4984873 31.2989512, 121.4984462 31.2990532)",
3067824737,667526385,0,52519781,,service,False,False,12.917,"LINESTRING (121.5005645 31.2999213, 121.5005201 31.3000311)",
3067824737,667526477,0,52519781,,service,False,True,27.057,"LINESTRING (121.5005645 31.2999213, 121.5006578 31.2996914)",
3067824737,3067824539,0,302532397,,footway,False,True,134.442,"LINESTRING (121.5005645 31.2999213, 121.5001061 31.2997775, 121.5000011 31.3000165, 121.4994102 31.299835)",
10873702217,10873702224,0,52531432,,footway,False,False,137.134,"LINESTRING (121.5003409 31.3013013, 121.5016979 31.3017215)",
10873702217,667341423,0,52531432,,footway,False,True,32.47,"LINESTRING (121.5003409 31.3013013, 121.5000196 31.3012018)",
10873702217,10873702223,0,"[1169365213, 1169365214, 1169365215]",,footway,False,False,104.182,"LINESTRING (121.5003409 31.3013013, 121.500424 31.301423, 121.5004574 31.3015215, 121.5004513 31.3016122, 121.5004069 31.3017253, 121.5003161 31.3019388, 121.5002164 31.3021804)",yes
10873702223,10873702230,0,52520108,,service,False,False,95.273,"LINESTRING (121.5002164 31.3021804, 121.5011612 31.3024675)",
10873702223,667341423,0,"[52520108, 52519781]",,service,False,True,150.982,"LINESTRING (121.5002164 31.3021804, 121.4996737 31.3020154, 121.5000196 31.3012018)",
10873702223,10873702217,0,"[1169365213, 1169365214, 1169365215]",,footway,False,True,104.18200000000002,"LINESTRING (121.5002164 31.3021804, 121.5003161 31.3019388, 121.5004069 31.3017253, 121.5004513 31.3016122, 121.5004574 31.3015215, 121.500424 31.301423, 121.5003409 31.3013013)",yes
10873702224,667526688,0,52531432,,footway,False,False,21.151,"LINESTRING (121.5016979 31.3017215, 121.5019072 31.3017863)",
10873702224,10873702217,0,52531432,,footway,False,True,137.134,"LINESTRING (121.5016979 31.3017215, 121.5003409 31.3013013)",
10873702224,10873702230,0,"[1169365216, 1169365217, 1169365218]",,footway,False,False,104.57499999999999,"LINESTRING (121.5016979 31.3017215, 121.5015459 31.3017683, 121.5014322 31.3018176, 121.5014016 31.3018454, 121.5013389 31.3019973, 121.5012492 31.3022156, 121.5011612 31.3024675)",yes
10873702230,3057653321,0,52520108,,service,False,False,48.877,"LINESTRING (121.5011612 31.3024675, 121.5016459 31.3026148)",
10873702230,10873702223,0,52520108,,service,False,True,95.273,"LINESTRING (121.5011612 31.3024675, 121.5002164 31.3021804)",
10873702230,10873702224,0,"[1169365216, 1169365217, 1169365218]",,footway,False,True,104.575,"LINESTRING (121.5011612 31.3024675, 121.5012492 31.3022156, 121.5013389 31.3019973, 121.5014016 31.3018454, 121.5014322 31.3018176, 121.5015459 31.3017683, 121.5016979 31.3017215)",yes
