u,v,key,osmid,oneway,name,highway,reversed,length,bridge,geometry
4535621066,4535621069,0,457409416,False,,footway,True,161.11,,"LINESTRING (117.132133 34.2159511, 117.1316985 34.2153212, 117.1315617 34.2151482, 117.1312318 34.214709)"
4535621069,4535621066,0,457409416,False,,footway,False,161.11,,"LINESTRING (117.1312318 34.214709, 117.1315617 34.2151482, 117.1316985 34.2153212, 117.132133 34.2159511)"
4535621069,6708415276,0,457409416,False,,footway,True,127.33099999999999,,"LINESTRING (117.1312318 34.214709, 117.1319479 34.214261, 117.1323744 34.2141479, 117.1324044 34.2141274)"
4535621069,8602650536,0,1182220160,False,,footway,True,234.077,,"LINESTRING (117.1312318 34.214709, 117.1309959 34.2144273, 117.130909 34.2142595, 117.1308495 34.2141145, 117.1311437 34.2138712, 117.1314887 34.2136818, 117.1319771 34.2135944, 117.1323702 34.2135585)"
4535621079,8602624153,0,273640484,False,行健西路,unclassified,True,60.223,,"LINESTRING (117.1352627 34.2127119, 117.1352627 34.2132535)"
4535621079,8602650522,0,457409419,False,,unclassified,True,107.953,,"LINESTRING (117.1352627 34.2127119, 117.1340887 34.2127113)"
4535621079,2784758231,0,273640484,False,行健西路,unclassified,False,104.652,,"LINESTRING (117.1352627 34.2127119, 117.1352627 34.2123037, 117.1352721 34.2117708)"
4535621104,4535620480,0,457409370,False,,service,True,87.679,,"LINESTRING (117.1420985 34.2159181, 117.1426855 34.2165395)"
4535621104,4535621140,0,457409423,False,,service,False,96.059,,"LINESTRING (117.1420985 34.2159181, 117.1412709 34.2164453)"
4535621104,4535620464,0,457409366,False,,service,False,41.873,,"LINESTRING (117.1420985 34.2159181, 117.1419231 34.2157281, 117.1419076 34.2156841, 117.1419106 34.2156383, 117.1419317 34.2155959)"
4535621136,2784758216,0,"[273640273, 273640484, 968464102, 968464103]",False,"['行健西路', '行健北路']",unclassified,False,178.287,yes,"LINESTRING (117.1433659 34.2203118, 117.1426772 34.2203994, 117.1420883 34.2205183, 117.1417429 34.2205829, 117.1414641 34.2206176)"
4535621136,2784782349,0,273640273,False,行健北路,unclassified,True,46.774,,"LINESTRING (117.1433659 34.2203118, 117.1437169 34.2202672, 117.1438669 34.2202399)"
4535621136,4535621141,0,"[457409429, 457409430]",False,,pedestrian,"[False, True]",160.88,,"LINESTRING (117.1433659 34.2203118, 117.1427058 34.2196364, 117.1432519 34.2192749)"
4535621138,4535621139,0,457409430,False,,pedestrian,False,47.992,,"LINESTRING (117.1440791 34.2187271, 117.1436717 34.2189969)"
4535621138,4535620525,0,457409375,False,,service,False,197.76600000000002,,"LINESTRING (117.1440791 34.2187271, 117.1439539 34.2186142, 117.1447854 34.2181263, 117.1457296 34.2181751)"
4535621138,4535620529,0,457409375,False,,service,True,169.251,,"LINESTRING (117.1440791 34.2187271, 117.1446513 34.2193505, 117.1446188 34.2200895)"
4535621139,4535621141,0,457409430,False,,pedestrian,False,49.452,,"LINESTRING (117.1436717 34.2189969, 117.1432519 34.2192749)"
4535621139,4535621138,0,457409430,False,,pedestrian,True,47.992,,"LINESTRING (117.1436717 34.2189969, 117.1440791 34.2187271)"
4535621139,4535620392,0,457409431,False,,pedestrian,True,40.432,,"LINESTRING (117.1436717 34.2189969, 117.1434017 34.2187099)"
4535621140,4535621142,0,457409423,False,,service,False,50.71,,"LINESTRING (117.1412709 34.2164453, 117.140834 34.2167236)"
4535621140,4535621104,0,457409423,False,,service,True,96.059,,"LINESTRING (117.1412709 34.2164453, 117.1420985 34.2159181)"
4535621140,4535620481,0,457409431,False,,pedestrian,False,89.413,,"LINESTRING (117.1412709 34.2164453, 117.1418681 34.2170799)"
4535621141,4535621139,0,457409430,False,,pedestrian,True,49.452,,"LINESTRING (117.1432519 34.2192749, 117.1436717 34.2189969)"
4535621141,4535620391,0,457409432,False,,pedestrian,True,41.35,,"LINESTRING (117.1432519 34.2192749, 117.1429745 34.2189822)"
4535621141,4535621136,0,"[457409429, 457409430]",False,,pedestrian,"[False, True]",160.88,,"LINESTRING (117.1432519 34.2192749, 117.1427058 34.2196364, 117.1433659 34.2203118)"
4535621142,4535621140,0,457409423,False,,service,True,50.71,,"LINESTRING (117.140834 34.2167236, 117.1412709 34.2164453)"
4535621142,10978666782,0,457409432,False,,pedestrian,False,98.833,,"LINESTRING (117.140834 34.2167236, 117.141497 34.2174232)"
4535621142,4535620621,0,927170625,False,,service,True,84.615,,"LINESTRING (117.140834 34.2167236, 117.1401273 34.217211)"
4535621182,2784758219,0,1182220167,False,,steps,True,50.41,,"LINESTRING (117.1385553 34.216731, 117.1381103 34.2169958)"
6708415268,8602650537,0,927170632,False,,service,False,76.937,,"LINESTRING (117.13338 34.2142421, 117.1333846 34.2135502)"
6708415268,6708415273,0,713484479,False,,footway,False,68.953,,"LINESTRING (117.13338 34.2142421, 117.1335804 34.2142065, 117.1337843 34.2142686, 117.1339935 34.2144771)"
6708415268,6708415272,0,713484479,False,,footway,True,118.69399999999999,,"LINESTRING (117.13338 34.2142421, 117.1329957 34.2143884, 117.1328402 34.2145703, 117.1327704 34.214801, 117.1328378 34.2150519)"
6708415272,4535621063,0,273640666,False,学苑南路,unclassified,False,39.923,,"LINESTRING (117.1328378 34.2150519, 117.1331017 34.215337)"
6708415272,6708415276,0,273640666,False,学苑南路,unclassified,True,112.532,,"LINESTRING (117.1328378 34.2150519, 117.1326287 34.2148259, 117.1324144 34.2142943, 117.1324044 34.2141274)"
6708415272,6708415268,0,713484479,False,,footway,False,118.694,,"LINESTRING (117.1328378 34.2150519, 117.1327704 34.214801, 117.1328402 34.2145703, 117.1329957 34.2143884, 117.13338 34.2142421)"
6708415273,6708415274,0,1182220175,False,,steps,True,23.924,,"LINESTRING (117.1339935 34.2144771, 117.1342456 34.2144239)"
6708415273,4535620341,0,713484479,False,,footway,False,70.099,,"LINESTRING (117.1339935 34.2144771, 117.1340954 34.2146945, 117.1340686 34.2149252, 117.1339397 34.2150518)"
6708415273,6708415268,0,713484479,False,,footway,True,68.953,,"LINESTRING (117.1339935 34.2144771, 117.1337843 34.2142686, 117.1335804 34.2142065, 117.13338 34.2142421)"
6708415274,6708415275,0,713484480,False,,service,True,93.536,,"LINESTRING (117.1342456 34.2144239, 117.1352627 34.2144372)"
6708415274,6708415273,0,1182220175,False,,steps,False,23.924,,"LINESTRING (117.1342456 34.2144239, 117.1339935 34.2144771)"
6708415274,8602650538,0,927170631,False,,service,True,127.97800000000001,,"LINESTRING (117.1342456 34.2144239, 117.1342141 34.2142824, 117.1339876 34.2142619, 117.1337576 34.2141389, 117.1337781 34.213547)"
6708415275,10978666768,0,273640484,False,行健西路,unclassified,True,16.635,,"LINESTRING (117.1352627 34.2144372, 117.1352627 34.2145868)"
6708415275,6708415274,0,713484480,False,,service,False,93.536,,"LINESTRING (117.1352627 34.2144372, 117.1342456 34.2144239)"
6708415275,8602624133,0,273640484,False,行健西路,unclassified,False,44.512,,"LINESTRING (117.1352627 34.2144372, 117.1352627 34.2143453, 117.1352627 34.2140369)"
6708415276,8602650536,0,273640666,False,学苑南路,unclassified,True,63.337,,"LINESTRING (117.1324044 34.2141274, 117.1323702 34.2135585)"
6708415276,6708415272,0,273640666,False,学苑南路,unclassified,False,112.532,,"LINESTRING (117.1324044 34.2141274, 117.1324144 34.2142943, 117.1326287 34.2148259, 117.1328378 34.2150519)"
6708415276,4535621069,0,457409416,False,,footway,False,127.33099999999999,,"LINESTRING (117.1324044 34.2141274, 117.1323744 34.2141479, 117.1319479 34.214261, 117.1312318 34.214709)"
8602624133,8602650539,0,273640484,False,行健西路,unclassified,False,55.352999999999994,,"LINESTRING (117.1352627 34.2140369, 117.1352627 34.2136013, 117.1352627 34.2135391)"
8602624133,6708415275,0,273640484,False,行健西路,unclassified,True,44.512,,"LINESTRING (117.1352627 34.2140369, 117.1352627 34.2143453, 117.1352627 34.2144372)"
8602624133,8602624137,0,"[1182220162, 968461484, 1182220158, 1182220159]",False,,"['service', 'steps']",False,96.03999999999999,yes,"LINESTRING (117.1352627 34.2140369, 117.1355629 34.2140393, 117.1356862 34.2140394, 117.1359911 34.2140389, 117.1363071 34.2140346)"
8602624135,8602650565,0,927170644,False,,service,False,155.56400000000002,,"LINESTRING (117.1387706 34.2157226, 117.1383475 34.2157877, 117.1383125 34.2162762, 117.1377981 34.2166308)"
8602624135,4535620623,0,"[457409387, 968464094]",False,,"['service', 'footway']","[False, True]",213.11799999999997,,"LINESTRING (117.1387706 34.2157226, 117.1389814 34.215711, 117.1393462 34.2157288, 117.1395849 34.2158137, 117.1397807 34.215955, 117.139898 34.2161009, 117.1399622 34.2162679, 117.1399684 34.216443, 117.1399326 34.2166017, 117.1398498 34.2167479, 117.1397252 34.2168722)"
8602624135,8602624144,0,"[927170610, 968464094, 968464095]",False,,service,True,55.405,yes,"LINESTRING (117.1387706 34.2157226, 117.138768 34.2156672, 117.1387706 34.2153544, 117.1387685 34.2152244)"
8602624137,8602624138,0,927170611,False,,service,False,86.054,,"LINESTRING (117.1363071 34.2140346, 117.1363048 34.2132607)"
8602624137,10978666776,0,927170611,False,,service,True,56.743,,"LINESTRING (117.1363071 34.2140346, 117.1363061 34.2145449)"
8602624137,8602624146,0,968461484,False,,service,False,112.936,,"LINESTRING (117.1363071 34.2140346, 117.1375353 34.2140319)"
8602624137,8602624133,0,"[1182220162, 968461484, 1182220158, 1182220159]",False,,"['service', 'steps']",True,96.04,yes,"LINESTRING (117.1363071 34.2140346, 117.1359911 34.2140389, 117.1356862 34.2140394, 117.1355629 34.2140393, 117.1352627 34.2140369)"
8602624138,8602624139,0,927170611,False,,service,False,90.209,,"LINESTRING (117.1363048 34.2132607, 117.1372855 34.2132394)"
8602624138,8602624137,0,927170611,False,,service,True,86.054,,"LINESTRING (117.1363048 34.2132607, 117.1363071 34.2140346)"
8602624138,10978707315,0,1182220163,False,,footway,True,9.306,,"LINESTRING (117.1363048 34.2132607, 117.1362036 34.21326)"
8602624139,8602624138,0,927170611,False,,service,True,90.209,,"LINESTRING (117.1372855 34.2132394, 117.1363048 34.2132607)"
8602624139,10978707321,0,927170651,False,,service,False,64.061,,"LINESTRING (117.1372855 34.2132394, 117.1372807 34.2126633)"
8602624139,8602624147,0,927170611,False,,service,False,65.08200000000001,,"LINESTRING (117.1372855 34.2132394, 117.1372692 34.2136024, 117.1375377 34.2136038)"
8602624141,8959855294,0,927170611,False,,service,False,45.69,,"LINESTRING (117.1387546 34.2136159, 117.1387534 34.2140268)"
8602624141,10978707324,0,968461483,False,,service,False,134.453,,"LINESTRING (117.1387546 34.2136159, 117.1387905 34.2124071)"
8602624141,10978707324,1,927170620,False,,service,True,345.2,,"LINESTRING (117.1387546 34.2136159, 117.1399381 34.2136162, 117.1399024 34.2124103, 117.1387905 34.2124071)"
8602624141,10978707323,0,927170611,False,,service,True,19.674,,"LINESTRING (117.1387546 34.2136159, 117.1386351 34.2136094, 117.1385409 34.2136089)"
8602624142,8602624143,0,927170611,False,,service,False,47.147,,"LINESTRING (117.1380981 34.2140306, 117.1380957 34.2136066)"
8602624142,8959855294,0,927170611,False,,service,True,60.258,,"LINESTRING (117.1380981 34.2140306, 117.1387534 34.2140268)"
8602624142,8602624150,0,927170615,False,,service,True,64.944,,"LINESTRING (117.1380981 34.2140306, 117.1380888 34.2146146)"
8602624142,8602624146,0,968461484,False,,service,True,51.751,,"LINESTRING (117.1380981 34.2140306, 117.1375353 34.2140319)"
8602624143,10978707323,0,927170611,False,,service,False,40.938,,"LINESTRING (117.1380957 34.2136066, 117.1385409 34.2136089)"
8602624143,8602624147,0,927170611,False,,service,True,51.31,,"LINESTRING (117.1380957 34.2136066, 117.1375377 34.2136038)"
8602624143,8602624142,0,927170611,False,,service,True,47.147,,"LINESTRING (117.1380957 34.2136066, 117.1380981 34.2140306)"
8602624144,8602624168,0,927170610,False,,service,True,90.903,,"LINESTRING (117.1387685 34.2152244, 117.1387651 34.2144069)"
8602624144,8602624145,0,927170612,False,,service,True,113.644,,"LINESTRING (117.1387685 34.2152244, 117.1375329 34.2152011)"
8602624144,8602624135,0,"[927170610, 968464094, 968464095]",False,,service,False,55.405,yes,"LINESTRING (117.1387685 34.2152244, 117.1387706 34.2153544, 117.138768 34.2156672, 117.1387706 34.2157226)"
8602624145,8602624144,0,927170612,False,,service,False,113.644,,"LINESTRING (117.1375329 34.2152011, 117.1387685 34.2152244)"
8602624145,8602624152,0,927170612,False,,service,True,84.414,,"LINESTRING (117.1375329 34.2152011, 117.1366151 34.2151839)"
8602624145,8602624148,0,927170613,False,,service,False,65.683,,"LINESTRING (117.1375329 34.2152011, 117.1375341 34.2146104)"
8602624146,8602624147,0,927170613,False,,service,False,47.603,,"LINESTRING (117.1375353 34.2140319, 117.1375377 34.2136038)"
8602624146,8602624148,0,927170613,False,,service,True,64.326,,"LINESTRING (117.1375353 34.2140319, 117.1375341 34.2146104)"
8602624146,8602624142,0,968461484,False,,service,False,51.751,,"LINESTRING (117.1375353 34.2140319, 117.1380981 34.2140306)"
8602624146,8602624137,0,968461484,False,,service,True,112.936,,"LINESTRING (117.1375353 34.2140319, 117.1363071 34.2140346)"
8602624147,8602624143,0,927170611,False,,service,False,51.31,,"LINESTRING (117.1375377 34.2136038, 117.1380957 34.2136066)"
8602624147,8602624146,0,927170613,False,,service,True,47.603,,"LINESTRING (117.1375377 34.2136038, 117.1375353 34.2140319)"
8602624147,8602624139,0,927170611,False,,service,True,65.08200000000001,,"LINESTRING (117.1375377 34.2136038, 117.1372692 34.2136024, 117.1372855 34.2132394)"
8602624148,8602624146,0,927170613,False,,service,False,64.326,,"LINESTRING (117.1375341 34.2146104, 117.1375353 34.2140319)"
8602624148,8602624145,0,927170613,False,,service,True,65.683,,"LINESTRING (117.1375341 34.2146104, 117.1375329 34.2152011)"
8602624148,8602624150,0,927170614,False,,service,False,51.008,,"LINESTRING (117.1375341 34.2146104, 117.1380888 34.2146146)"
8602624149,8602624150,0,927170614,False,,service,True,18.033,,"LINESTRING (117.1382849 34.2146162, 117.1380888 34.2146146)"
8602624150,8602624149,0,927170614,False,,service,False,18.033,,"LINESTRING (117.1380888 34.2146146, 117.1382849 34.2146162)"
8602624150,8602624148,0,927170614,False,,service,True,51.008,,"LINESTRING (117.1380888 34.2146146, 117.1375341 34.2146104)"
8602624150,8602624142,0,927170615,False,,service,False,64.944,,"LINESTRING (117.1380888 34.2146146, 117.1380981 34.2140306)"
8602624151,2784758224,0,273640484,False,行健西路,unclassified,False,45.533,,"LINESTRING (117.1365942 34.2161271, 117.1361124 34.2160325)"
8602624151,4535621046,0,273640484,False,行健西路,unclassified,True,98.77499999999999,,"LINESTRING (117.1365942 34.2161271, 117.136703 34.2161346, 117.1371249 34.2161623, 117.1373727 34.2162343, 117.1375744 34.2163939)"
8602624151,8602624152,0,"[927170616, 968464097, 968464096]",False,,footway,False,104.89999999999999,yes,"LINESTRING (117.1365942 34.2161271, 117.1366038 34.2156421, 117.1366065 34.2154034, 117.1366151 34.2151839)"
8602624152,8602624145,0,927170612,False,,service,False,84.414,,"LINESTRING (117.1366151 34.2151839, 117.1375329 34.2152011)"
8602624152,10978666776,0,"[927170611, 927170612]",False,,service,"[False, True]",98.93799999999999,,"LINESTRING (117.1366151 34.2151839, 117.1363048 34.215178, 117.1363061 34.2145449)"
8602624152,8602624151,0,"[968464096, 968464097, 927170616]",False,,footway,True,104.9,yes,"LINESTRING (117.1366151 34.2151839, 117.1366065 34.2154034, 117.1366038 34.2156421, 117.1365942 34.2161271)"
8602624153,4535621079,0,273640484,False,行健西路,unclassified,False,60.223,,"LINESTRING (117.1352627 34.2132535, 117.1352627 34.2127119)"
8602624153,8602650539,0,273640484,False,行健西路,unclassified,True,31.757,,"LINESTRING (117.1352627 34.2132535, 117.1352627 34.2135391)"
8602624153,10978707315,0,"[927170617, 1182220163, 1182220164, 1182220165]",False,,"['steps', 'footway']",False,86.524,yes,"LINESTRING (117.1352627 34.2132535, 117.135706 34.2132584, 117.1358173 34.2132573, 117.1359155 34.213258, 117.1362036 34.21326)"
8602624160,10978707324,0,927170620,False,,service,False,22.777,,"LINESTRING (117.1385428 34.2124063, 117.1387905 34.2124071)"
8602624160,10978707323,0,1182220184,False,,service,False,133.723,,"LINESTRING (117.1385428 34.2124063, 117.1385409 34.2136089)"
8602624160,10978707322,0,1182220184,False,,service,True,68.929,,"LINESTRING (117.1385428 34.2124063, 117.1385694 34.2117868)"
8602624160,10978707321,0,927170651,False,,service,True,141.19299999999998,,"LINESTRING (117.1385428 34.2124063, 117.1374854 34.2123922, 117.1372789 34.2124476, 117.1372807 34.2126633)"
8602624165,10978707322,0,273640518,False,行健南路,unclassified,True,19.137,,"LINESTRING (117.1387775 34.211789, 117.1385694 34.2117868)"
8602624165,2784758657,0,273640518,False,行健南路,unclassified,False,82.526,,"LINESTRING (117.1387775 34.211789, 117.1389654 34.2117911, 117.1396603 34.2119097)"
8602624165,10978707324,0,968461483,False,,service,True,68.744,,"LINESTRING (117.1387775 34.211789, 117.1387916 34.2123708, 117.1387905 34.2124071)"
8602624168,8602624144,0,927170610,False,,service,False,90.903,,"LINESTRING (117.1387651 34.2144069, 117.1387685 34.2152244)"
8602624168,8602624169,0,927170621,False,,service,False,175.463,,"LINESTRING (117.1387651 34.2144069, 117.1406731 34.2143835)"
8602624168,8959855294,0,927170610,False,,service,True,42.281,,"LINESTRING (117.1387651 34.2144069, 117.1387567 34.2142105, 117.1387534 34.2140268)"
8602624169,8647719842,0,927170621,False,,service,False,80.36,,"LINESTRING (117.1406731 34.2143835, 117.1413551 34.2139316)"
8602624169,8602624168,0,927170621,False,,service,True,175.463,,"LINESTRING (117.1406731 34.2143835, 117.1387651 34.2144069)"
8602624169,4535620464,0,927170622,False,,service,False,217.64,,"LINESTRING (117.1406731 34.2143835, 117.1406271 34.2147757, 117.1415291 34.2156706, 117.1415769 34.2157139, 117.141637 34.2157369, 117.1417125 34.2157216, 117.1419317 34.2155959)"
8602624170,8647719842,0,927170621,False,,service,True,52.827,,"LINESTRING (117.1418034 34.2136345, 117.1413551 34.2139316)"
8602624170,2784758657,0,"[273640518, 273640238]",False,"['行健南路', '行健东路']",unclassified,"[False, True]",284.255,,"LINESTRING (117.1418034 34.2136345, 117.1416142 34.2132934, 117.1414557 34.2130446, 117.1408946 34.2124999, 117.1401125 34.2120648, 117.1396603 34.2119097)"
8602624170,2784783141,0,273640238,False,行健东路,unclassified,True,77.358,,"LINESTRING (117.1418034 34.2136345, 117.1418622 34.2137405, 117.1420462 34.214003, 117.1422692 34.2142079)"
8602624181,8602624183,0,273640238,False,行健东路,unclassified,False,106.99499999999999,,"LINESTRING (117.1442722 34.2158737, 117.1439641 34.2155727, 117.1435413 34.2152836, 117.1434337 34.215212)"
8602624181,10978666786,0,273640238,False,行健东路,unclassified,True,51.501000000000005,,"LINESTRING (117.1442722 34.2158737, 117.1444804 34.216077, 117.1446348 34.2162267)"
8602624181,8602624182,0,927170623,False,,service,True,92.813,,"LINESTRING (117.1442722 34.2158737, 117.1441826 34.2160203, 117.1441219 34.2161052, 117.1434308 34.216124)"
8602624182,8602624183,0,927170624,False,,service,False,101.41,,"LINESTRING (117.1434308 34.216124, 117.1434337 34.215212)"
8602624182,8602624181,0,927170623,False,,service,False,92.813,,"LINESTRING (117.1434308 34.216124, 117.1441219 34.2161052, 117.1441826 34.2160203, 117.1442722 34.2158737)"
8602624182,4535620483,0,927170623,False,,service,True,112.007,,"LINESTRING (117.1434308 34.216124, 117.1430548 34.2161342, 117.1430151 34.2161786, 117.1430338 34.2166459, 117.1429115 34.2167868)"
8602624183,8602624182,0,927170624,False,,service,True,101.41,,"LINESTRING (117.1434337 34.215212, 117.1434308 34.216124)"
8602624183,4535620463,0,273640238,False,行健东路,unclassified,False,53.885000000000005,,"LINESTRING (117.1434337 34.215212, 117.1431876 34.2150483, 117.1429865 34.2148991)"
8602624183,8602624181,0,273640238,False,行健东路,unclassified,True,106.995,,"LINESTRING (117.1434337 34.215212, 117.1435413 34.2152836, 117.1439641 34.2155727, 117.1442722 34.2158737)"
8602624184,8602624191,0,927170625,False,,service,False,57.708,,"LINESTRING (117.1415722 34.2196098, 117.1411896 34.2191984)"
8602624191,4535620590,0,927170625,False,,service,False,11.562,,"LINESTRING (117.1411896 34.2191984, 117.1411129 34.219116)"
8602624191,8602624184,0,927170625,False,,service,True,57.708,,"LINESTRING (117.1411896 34.2191984, 117.1415722 34.2196098)"
8602624191,8602624192,0,927170626,False,,service,False,144.004,,"LINESTRING (117.1411896 34.2191984, 117.1424234 34.2184007)"
8602624192,4535620391,0,457409432,False,,pedestrian,False,82.15,,"LINESTRING (117.1424234 34.2184007, 117.1429745 34.2189822)"
8602624192,8602624194,0,457409432,False,,pedestrian,True,35.867,,"LINESTRING (117.1424234 34.2184007, 117.1421828 34.2181468)"
8602624192,8602624191,0,927170626,False,,service,True,144.004,,"LINESTRING (117.1424234 34.2184007, 117.1411896 34.2191984)"
8602624193,10978666783,0,927170625,False,,service,False,105.458,,"LINESTRING (117.1409447 34.2189384, 117.1402374 34.2181918)"
8602624193,4535620590,0,927170625,False,,service,True,25.083,,"LINESTRING (117.1409447 34.2189384, 117.1411129 34.219116)"
8602624193,8602624194,0,927170627,False,,service,False,143.9,,"LINESTRING (117.1409447 34.2189384, 117.1421828 34.2181468)"
8602624194,8602624192,0,457409432,False,,pedestrian,False,35.867,,"LINESTRING (117.1421828 34.2181468, 117.1424234 34.2184007)"
8602624194,10978666782,0,457409432,False,,pedestrian,True,102.226,,"LINESTRING (117.1421828 34.2181468, 117.141497 34.2174232)"
8602624194,8602624193,0,927170627,False,,service,True,143.9,,"LINESTRING (117.1421828 34.2181468, 117.1409447 34.2189384)"
8602624211,4535620584,0,457409379,False,,service,False,29.653,,"LINESTRING (117.1377285 34.2195056, 117.1376573 34.2194327, 117.1376292 34.2192613)"
8602624211,10978666799,0,457409379,False,,service,True,204.065,,"LINESTRING (117.1377285 34.2195056, 117.1384349 34.2202294, 117.139299 34.2196738)"
8602624211,2784758216,0,927170628,False,,service,True,785.132,,"LINESTRING (117.1377285 34.2195056, 117.1362886 34.2203909, 117.1368247 34.2209004, 117.1367908 34.2210532, 117.1369233 34.2212036, 117.1369418 34.2212978, 117.1374748 34.2217589, 117.1377028 34.2218965, 117.1378291 34.2219602, 117.1379277 34.2219526, 117.1394744 34.2215042, 117.139776 34.221493, 117.1399489 34.2215526, 117.140183 34.2215067, 117.1403956 34.2214074, 117.140599 34.2211322, 117.1411597 34.2206813, 117.1414641 34.2206176)"
8602624215,2784759596,0,"[927170629, 273640735]",False,学苑西路,"['service', 'unclassified']",True,344.94599999999997,,"LINESTRING (117.1343075 34.2189183, 117.1338392 34.2185158, 117.1331151 34.2177795, 117.1330504 34.2176164, 117.1332121 34.2173931, 117.1340662 34.2168307, 117.1343202 34.2166777)"
8602624216,8602650523,0,457409419,False,,unclassified,False,7.669,,"LINESTRING (117.1338071 34.2127112, 117.1338905 34.2127113)"
8602624216,8602650520,0,457409419,False,,unclassified,True,38.722,,"LINESTRING (117.1338071 34.2127112, 117.133386 34.212711)"
8602624216,8602650538,0,927170631,False,,service,False,92.975,,"LINESTRING (117.1338071 34.2127112, 117.1337781 34.213547)"
8602650520,8602624216,0,457409419,False,,unclassified,False,38.722,,"LINESTRING (117.133386 34.212711, 117.1338071 34.2127112)"
8602650520,2784759590,0,457409419,False,,unclassified,True,79.981,,"LINESTRING (117.133386 34.212711, 117.1325162 34.2127106)"
8602650520,8602650537,0,927170632,False,,service,True,93.315,,"LINESTRING (117.133386 34.212711, 117.1333846 34.2135502)"
8602650521,8602650524,0,273640666,False,学苑南路,unclassified,False,21.457,,"LINESTRING (117.1340595 34.2097174, 117.133859 34.2098161)"
8602650521,8602650526,0,927170633,False,,service,False,108.363,,"LINESTRING (117.1340595 34.2097174, 117.134069 34.2106919)"
8602650521,2784759582,0,273640666,False,学苑南路,unclassified,True,63.78099999999999,,"LINESTRING (117.1340595 34.2097174, 117.134189 34.2096536, 117.1345774 34.2095096, 117.1346779 34.2095595)"
8602650522,4535621079,0,457409419,False,,unclassified,False,107.953,,"LINESTRING (117.1340887 34.2127113, 117.1352627 34.2127119)"
8602650522,8602650523,0,457409419,False,,unclassified,True,18.225,,"LINESTRING (117.1340887 34.2127113, 117.1338905 34.2127113)"
8602650522,8602650533,0,927170633,False,,service,True,87.224,,"LINESTRING (117.1340887 34.2127113, 117.1340811 34.2119269)"
8602650523,8602650522,0,457409419,False,,unclassified,False,18.225,,"LINESTRING (117.1338905 34.2127113, 117.1340887 34.2127113)"
8602650523,8602624216,0,457409419,False,,unclassified,True,7.669,,"LINESTRING (117.1338905 34.2127113, 117.1338071 34.2127112)"
8602650523,8602650532,0,927170634,False,,service,False,86.725,,"LINESTRING (117.1338905 34.2127113, 117.133882 34.2119314)"
8602650524,8602650521,0,273640666,False,学苑南路,unclassified,True,21.457,,"LINESTRING (117.133859 34.2098161, 117.1340595 34.2097174)"
8602650524,8602650525,0,927170634,False,,service,True,97.544,,"LINESTRING (117.133859 34.2098161, 117.1338686 34.2106933)"
8602650524,8602650530,0,273640666,False,学苑南路,unclassified,False,198.728,,"LINESTRING (117.133859 34.2098161, 117.1333118 34.2100856, 117.1331391 34.2102161, 117.1329782 34.2103736, 117.1328564 34.2105565, 117.132769 34.2107773, 117.1327559 34.2109716, 117.1327522 34.2111967)"
8602650525,8602650524,0,927170634,False,,service,False,97.544,,"LINESTRING (117.1338686 34.2106933, 117.133859 34.2098161)"
8602650525,8602650529,0,927170634,False,,service,True,54.188,,"LINESTRING (117.1338686 34.2106933, 117.1338739 34.2111806)"
8602650525,8602650526,0,927170635,False,,service,False,18.429,,"LINESTRING (117.1338686 34.2106933, 117.134069 34.2106919)"
8602650526,8602650528,0,927170633,False,,service,False,54.354,,"LINESTRING (117.134069 34.2106919, 117.1340738 34.2111807)"
8602650526,8602650521,0,927170633,False,,service,True,108.363,,"LINESTRING (117.134069 34.2106919, 117.1340595 34.2097174)"
8602650526,8602650527,0,927170635,False,,service,False,108.633,,"LINESTRING (117.134069 34.2106919, 117.1352502 34.2106757)"
8602650526,8602650525,0,927170635,False,,service,True,18.429,,"LINESTRING (117.134069 34.2106919, 117.1338686 34.2106933)"
8602650527,2784758231,0,273640539,False,行健西路,unclassified,True,121.786,,"LINESTRING (117.1352502 34.2106757, 117.1352721 34.2117708)"
8602650527,8602650526,0,927170635,False,,service,True,108.633,,"LINESTRING (117.1352502 34.2106757, 117.134069 34.2106919)"
8602650527,2784759582,0,"[273640666, 273640539]",False,"['行健西路', '学苑南路']",unclassified,False,136.71099999999998,,"LINESTRING (117.1352502 34.2106757, 117.1352463 34.2104788, 117.1350864 34.2102296, 117.1346779 34.2095595)"
8602650528,8602650534,0,927170633,False,,service,False,58.735,,"LINESTRING (117.1340738 34.2111807, 117.134079 34.2117089)"
8602650528,8602650526,0,927170633,False,,service,True,54.354,,"LINESTRING (117.1340738 34.2111807, 117.134069 34.2106919)"
8602650528,8602650529,0,927170636,False,,service,False,18.382,,"LINESTRING (117.1340738 34.2111807, 117.1338739 34.2111806)"
8602650529,8602650525,0,927170634,False,,service,False,54.188,,"LINESTRING (117.1338739 34.2111806, 117.1338686 34.2106933)"
8602650529,8602650532,0,927170634,False,,service,True,83.489,,"LINESTRING (117.1338739 34.2111806, 117.133882 34.2119314)"
8602650529,8602650530,0,927170636,False,,service,False,103.162,,"LINESTRING (117.1338739 34.2111806, 117.1327522 34.2111967)"
8602650529,8602650528,0,927170636,False,,service,True,18.382,,"LINESTRING (117.1338739 34.2111806, 117.1340738 34.2111807)"
8602650530,8602650529,0,927170636,False,,service,True,103.162,,"LINESTRING (117.1327522 34.2111967, 117.1338739 34.2111806)"
