,geometry,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name
0,"POLYGON ((117.1301503 34.2105578, 117.1302803 34.210248, 117.1304275 34.2101844, 117.1379959 34.2069155, 117.1411085 34.2101789, 117.1435838 34.2127483, 117.1445129 34.2136938, 117.1478874 34.2171935, 117.1490718 34.2182708, 117.1500889 34.2192851, 117.1501003 34.2196491, 117.149975 34.2201359, 117.1449765 34.2212947, 117.1435494 34.221524, 117.1381596 34.222814, 117.1362534 34.2211282, 117.1354501 34.2203317, 117.1348326 34.2198406, 117.1341645 34.2190835, 117.1334311 34.2185207, 117.1310936 34.2151387, 117.1304327 34.2140725, 117.1307072 34.2139194, 117.1318575 34.2133628, 117.1301503 34.2105578))",34.222814,34.2069155,117.1501003,117.1301503,235048677,way,273639857,34.2146056,117.13807761540775,amenity,university,30,0.40995233416786564,amenity,China University of Mining and Technology,"China University of Mining and Technology, 行健东路, 皇姑窝村, Jinshan, Tongshan District, Xuzhou, Jiangsu, 221116, China"
