element_type,osmid,nodes,amenity,bus,name,name:zh,public_transport,geometry
way,331710205,"[4804640872, 4804640873, 4804640874, 4804640875, 4804640876, 4804640877, 9272821927, 4804640878, 4804640879, 4804640880, 4804640872]",bus_station,yes,华工大公交站场,华工大公交站场,station,"POLYGON ((113.3421215 23.150976, 113.3424313 23.1508971, 113.3426298 23.1508922, 113.3427331 23.1509304, 113.3428214 23.1510369, 113.3426647 23.151489, 113.3425894 23.1514314, 113.3426352 23.1512954, 113.3424729 23.1512757, 113.3423334 23.1512954, 113.3421215 23.150976))"
