element_type,osmid,nodes,amenity,name,name:en,name:zh,geometry
way,331708001,"[3388040970, 3646568455, 3388040971, 3646568469, 3388040972, 3388040973, 3388040970]",library,华南理工大学图书馆,South China University oF Technology Library,华南理工大学图书馆,"POLYGON ((113.3426587 23.1541676, 113.3427044 23.153535, 113.3427445 23.1529789, 113.3432404 23.153011, 113.3434312 23.1530233, 113.3433132 23.1542071, 113.3426587 23.1541676))"
