element_type,osmid,nodes,amenity,healthcare,name,name:en,name:zh,geometry
way,587065194,"[5608302196, 5608302197, 5608302198, 5608302199, 5608302200, 5608302201, 5608302202, 5608302203, 5608302207, 5608302204, 5608302206, 5608302205, 5608302196]",hospital,hospital,华南理工大学医院,South China University oF Technology Hospital,华南理工大学医院,"POLYGON ((113.3450813 23.1571156, 113.3456324 23.1571221, 113.3456394 23.1569331, 113.34602 23.1569052, 113.3460176 23.1564716, 113.3454315 23.1564544, 113.3454222 23.1564114, 113.3452447 23.1564114, 113.3452109 23.1566659, 113.3451443 23.1566755, 113.3451257 23.1569385, 113.3450696 23.1569718, 113.3450813 23.1571156))"
