element_type,osmid,nodes,amenity,female,level,male,geometry
way,536570835,"[5196679828, 5197552541, 4472676152, 4472676151, 4472668684, 5196679829, 5196679828]",toilets,yes,11,yes,"POLYGON ((114.1343822 22.2836327, 114.1344957 22.2836149, 114.1344933 22.2835865, 114.1344126 22.2835932, 114.1344119 22.2835772, 114.1343744 22.2835878, 114.1343822 22.2836327))"
