element_type,osmid,nodes,name,name:en,name:zh,natural,water,geometry
way,544609592,"[5264333152, 5264333153, 5264333154, 5264333163, 5264333155, 5264333156, 5264333157, 5264333172, 5264333173, 5264333171, 5264333158, 5264333165, 5264333177, 5264333159, 5264333174, 5264333175, 5264333167, 5264333212, 5264333176, 5264333166, 5264333206, 5264333208, 5264333209, 5264333210, 5264333207, 5264333211, 5264333205, 5264333204, 5264333160, 5264333168, 5264333169, 5264333161, 5264333162, 5264333170, 5264333164, 5264333152]",荷花池 Lily Pond,Lily Pond,荷花池,water,pond,"POLYGON ((114.1383681 22.2827356, 114.1384273 22.2827381, 114.1384998 22.2827404, 114.1385188 22.2827478, 114.1385311 22.2827601, 114.1385398 22.2827843, 114.1385032 22.2827829, 114.1384776 22.2827846, 114.1384578 22.28279, 114.138441 22.2827923, 114.1384214 22.2827927, 114.1384024 22.2827985, 114.1383917 22.2828064, 114.1383862 22.2828182, 114.1383875 22.2828347, 114.138399 22.2828579, 114.1384103 22.2828733, 114.1383917 22.2828773, 114.13837 22.2828784, 114.1383515 22.2828787, 114.1383209 22.2828747, 114.1382965 22.28287, 114.1382914 22.2828618, 114.1382931 22.2828508, 114.1382993 22.2828484, 114.1383246 22.2828545, 114.1383505 22.2828605, 114.1383752 22.2828578, 114.1383498 22.2828156, 114.1383436 22.2827987, 114.1383463 22.2827869, 114.1383467 22.2827752, 114.1383371 22.2827585, 114.1383376 22.282745, 114.1383472 22.2827371, 114.1383681 22.2827356))"
