u,v,key,osmid,lanes,name,highway,access,oneway,reversed,length,geometry,service,bridge,tunnel
1930290857,5566729530,0,"[182203619, 182670422]",,大學街 University Street,footway,,False,False,51.797,"LINESTRING (114.137464 22.2827952, 114.1374557 22.2826626, 114.1378153 22.2826496)",,,
2121283321,2121283322,0,202152690,,,steps,,False,True,9.949,"LINESTRING (114.1395379 22.2819073, 114.139601 22.2819751)",,,
2121283322,2121283321,0,202152690,,,steps,,False,False,9.949,"LINESTRING (114.139601 22.2819751, 114.1395379 22.2819073)",,,
2121283322,356626657,0,202152689,,,steps,,False,False,57.914,"LINESTRING (114.139601 22.2819751, 114.1396723 22.2818828, 114.1397232 22.2818356, 114.1396968 22.2816283, 114.1396257 22.2815139)",,,
2121283322,2121283329,0,202152689,,,steps,,False,True,43.914,"LINESTRING (114.139601 22.2819751, 114.139654 22.2820279, 114.1396458 22.2820694, 114.1395908 22.2820619, 114.1395379 22.2820185, 114.1394849 22.2820242, 114.1395236 22.2820788, 114.1394788 22.2821052)",,,
2121283329,2121283322,0,202152689,,,steps,,False,False,43.914,"LINESTRING (114.1394788 22.2821052, 114.1395236 22.2820788, 114.1394849 22.2820242, 114.1395379 22.2820185, 114.1395908 22.2820619, 114.1396458 22.2820694, 114.139654 22.2820279, 114.139601 22.2819751)",,,
2121283329,2121283331,0,202152689,,,steps,,False,True,24.462,"LINESTRING (114.1394788 22.2821052, 114.1394482 22.2821881, 114.1394217 22.2823182)",,,
2121283329,4524779474,0,"[456198556, 456198557]",,,footway,,False,"[False, True]",102.44,"LINESTRING (114.1394788 22.2821052, 114.1401717 22.2823549, 114.1401019 22.2824927, 114.1400644 22.2825659)",,,
2121283331,4524779474,0,456198431,,,footway,,False,True,71.635,"LINESTRING (114.1394217 22.2823182, 114.1400644 22.2825659)",,,
2121283331,2121283329,0,202152689,,,steps,,False,False,24.462,"LINESTRING (114.1394217 22.2823182, 114.1394482 22.2821881, 114.1394788 22.2821052)",,,
2121283331,6563915350,0,202152691,,,footway,,False,False,4.104,"LINESTRING (114.1394217 22.2823182, 114.1394044 22.2823347, 114.1393993 22.2823478)",,,
2169110598,356626512,0,"[31854027, 182203596, 182203595]",2,大學道 University Drive,service,permissive,False,False,126.28299999999999,"LINESTRING (114.1377765 22.281644, 114.1377226 22.2816623, 114.137669 22.2816724, 114.1376282 22.281661, 114.1374917 22.2816305, 114.1374105 22.281641, 114.1373151 22.2816768, 114.1372314 22.2817598, 114.1371947 22.2818063, 114.1371584 22.2818523, 114.1371246 22.2819553, 114.1371064 22.2821193, 114.1370853 22.2823092)",,yes,
2169110598,1925481028,0,31854027,2,大學道 University Drive,service,permissive,False,True,66.616,"LINESTRING (114.1377765 22.281644, 114.1378173 22.2816302, 114.1379271 22.2816077, 114.1384185 22.2815971)",,,
2169110598,1925481041,0,"[182203608, 624183772]",,,"['steps', 'footway']",,False,"[False, True]",33.839,"LINESTRING (114.1377765 22.281644, 114.1377942 22.2817198, 114.1376971 22.2818634, 114.1376428 22.2818911)",,,
3044835118,1925481110,0,182203585,2,,service,permissive,False,False,19.595,"LINESTRING (114.1379991 22.2823398, 114.1378087 22.2823435)",,,
3044835118,1925480949,0,182203585,2,,service,permissive,False,True,106.093,"LINESTRING (114.1379991 22.2823398, 114.1388945 22.2823194, 114.1389643 22.282328, 114.1390234 22.2823531)",,,
3044835118,1925481072,0,"[182203594, 182203606]",,,"['steps', 'footway']",,False,True,48.0,"LINESTRING (114.1379991 22.2823398, 114.1380865 22.2823234, 114.1381612 22.2823251, 114.1382792 22.2822903, 114.1383221 22.282258, 114.1383378 22.2821447)",,,
3537633560,5180139199,0,347458167,,,footway,,False,False,77.67299999999999,"LINESTRING (114.1342111 22.2830519, 114.1340403 22.2830549, 114.1337999 22.283065, 114.1336927 22.2830847, 114.1335584 22.2831473, 114.133489 22.2831907)",,,
3537633560,7131204335,0,700710036,2,大學道 University Drive,service,permissive,False,True,102.08100000000002,"LINESTRING (114.1342111 22.2830519, 114.1342558 22.2830512, 114.134681 22.2830444, 114.1347907 22.2830259, 114.1348908 22.2830004, 114.1349834 22.2829715, 114.1350768 22.2829423, 114.1351713 22.2828893)",,,
3537633560,5180139201,0,"[534044200, 732268913]",,,pedestrian,permissive,False,False,28.648,"LINESTRING (114.1342111 22.2830519, 114.1341831 22.2831137, 114.1341608 22.2831656, 114.1341731 22.2832999)",,,building_passage
3537633579,5180139199,0,347458167,,,footway,,False,True,21.187,"LINESTRING (114.1333015 22.2832672, 114.1333892 22.2832406, 114.1334655 22.2832054, 114.133489 22.2831907)",,,
4524779474,2121283331,0,456198431,,,footway,,False,False,71.635,"LINESTRING (114.1400644 22.2825659, 114.1394217 22.2823182)",,,
4524779474,1925517877,0,456198431,,,footway,,False,True,61.361,"LINESTRING (114.1400644 22.2825659, 114.1399893 22.2827372, 114.1396144 22.2826175)",,,
4524779474,2121283329,0,"[456198556, 456198557]",,,footway,,False,"[False, True]",102.44,"LINESTRING (114.1400644 22.2825659, 114.1401019 22.2824927, 114.1401717 22.2823549, 114.1394788 22.2821052)",,,
4525548837,6580248383,0,702067357,,,service,permissive,False,False,6.484,"LINESTRING (114.1373097 22.283514, 114.1373084 22.2834557)",driveway,yes,
4525548837,4525548846,0,"[700710025, 581918095]",,,footway,,False,False,22.512,"LINESTRING (114.1373097 22.283514, 114.1372269 22.2835187, 114.1370912 22.2835244)",,yes,
4525548837,6580279786,0,"[692913411, 692913412]",,,"['steps', 'footway']",,False,True,23.967,"LINESTRING (114.1373097 22.283514, 114.1373358 22.283513, 114.1375424 22.2835043)",,,
4525548837,1923658108,0,"[700710027, 700710029]",,,service,permissive,False,True,17.431,"LINESTRING (114.1373097 22.283514, 114.1373469 22.2835948, 114.1373657 22.2836615)",driveway,,
4525548838,6827328240,0,728733449,,,footway,,False,False,7.01,"LINESTRING (114.1367284 22.2832159, 114.1367258 22.2831529)",,,
4525548838,4525548843,0,"[456279019, 456279020, 581918094]",,,footway,,False,True,37.406000000000006,"LINESTRING (114.1367284 22.2832159, 114.1368057 22.2832141, 114.1368321 22.2832168, 114.1369535 22.2832354, 114.1369922 22.2832445, 114.1370887 22.28325)",,yes,
4525548843,4525548846,0,581918097,,,footway,,False,False,30.513,"LINESTRING (114.1370887 22.28325, 114.1370912 22.2835244)",,,
4525548843,4525548838,0,"[456279019, 456279020, 581918094]",,,footway,,False,False,37.406,"LINESTRING (114.1370887 22.28325, 114.1369922 22.2832445, 114.1369535 22.2832354, 114.1368321 22.2832168, 114.1368057 22.2832141, 114.1367284 22.2832159)",,yes,
4525548843,1926490121,0,"[581918097, 456279017]",,,footway,,False,True,12.734,"LINESTRING (114.1370887 22.28325, 114.1370878 22.2831491, 114.1370979 22.2831392)",,,
4525548846,4525548843,0,581918097,,,footway,,False,True,30.513,"LINESTRING (114.1370912 22.2835244, 114.1370887 22.28325)",,,
4525548846,356626270,0,"[581918097, 182024490]",,,"['steps', 'footway']",,False,"[False, True]",55.028000000000006,"LINESTRING (114.1370912 22.2835244, 114.137094 22.2838423, 114.1371159 22.2840181)",,,
4525548846,4525548837,0,"[700710025, 581918095]",,,footway,,False,True,22.512,"LINESTRING (114.1370912 22.2835244, 114.1372269 22.2835187, 114.1373097 22.283514)",,yes,
4525548855,1923658182,0,"[182023184, 456279023]",,,footway,,False,False,24.682000000000002,"LINESTRING (114.1389525 22.2833242, 114.1388736 22.2833694, 114.1387267 22.2833763)",,yes,
4525548855,6853676605,0,456279024,,,footway,,False,False,8.292,"LINESTRING (114.1389525 22.2833242, 114.1389521 22.283345, 114.1390102 22.2833441)",,,
4525548855,4525548860,0,456279024,,,footway,,False,True,24.036,"LINESTRING (114.1389525 22.2833242, 114.1389562 22.2831611, 114.1390135 22.2831611)",,,
4525548860,4525548855,0,456279024,,,footway,,False,False,24.036,"LINESTRING (114.1390135 22.2831611, 114.1389562 22.2831611, 114.1389525 22.2833242)",,,
4525548860,5264333200,0,"[456279014, 456279015, 456279016, 456279024, 707832733, 707832734, 182203615]",,,"['steps', 'footway']",,False,"[False, True]",145.64299999999997,"LINESTRING (114.1390135 22.2831611, 114.1390135 22.2831155, 114.1390141 22.2829182, 114.1389444 22.2828562, 114.1388907 22.2828041, 114.1388746 22.2827644, 114.1388739 22.2827529, 114.1388696 22.282723, 114.1388799 22.282723, 114.1390217 22.2827208, 114.1390363 22.2827204, 114.1390344 22.2827028, 114.1388713 22.2827091, 114.1388666 22.2826812, 114.1388659 22.2826753, 114.1388668 22.2826518, 114.1388664 22.2826154, 114.1384298 22.2826292)",,,
4525548860,6853676605,0,456279024,,,footway,,False,True,32.040000000000006,"LINESTRING (114.1390135 22.2831611, 114.1390684 22.2831601, 114.1390689 22.2833431, 114.1390102 22.2833441)",,,
5180133886,5180133889,0,"[534044184, 534044185]",,,"['steps', 'footway']",,False,False,10.622,"LINESTRING (114.1367798 22.282869, 114.1367179 22.2828705, 114.1366766 22.2828715)",,,
5180133886,1930290857,0,"[707832737, 182670420]",,大學街 University Street,footway,,False,False,76.34599999999999,"LINESTRING (114.1367798 22.282869, 114.136779 22.2828432, 114.1367782 22.2828174, 114.137464 22.2827952)",,yes,
5180133886,6827328240,0,"[692913408, 707832737, 182670424]",,大學街 University Street,footway,,False,True,37.814,"LINESTRING (114.1367798 22.282869, 114.1367805 22.282892, 114.1367841 22.2830028, 114.1367884 22.283151, 114.1367258 22.2831529)",,yes,
5180133889,5180133890,0,534044186,,,footway,,False,False,2.62,"LINESTRING (114.1366766 22.2828715, 114.1366785 22.282895)",,,
5180133889,6505344804,0,"[534044185, 534044187, 692913409]",,,"['steps', 'footway']",,False,False,41.154999999999994,"LINESTRING (114.1366766 22.2828715, 114.1366503 22.282872, 114.1366481 22.2827858, 114.1366797 22.2827858, 114.1366812 22.2828321, 114.1366062 22.2828372, 114.1365687 22.2827282)",,yes,
5180133889,5180133886,0,"[534044184, 534044185]",,,"['steps', 'footway']",,False,True,10.622,"LINESTRING (114.1366766 22.2828715, 114.1367179 22.2828705, 114.1367798 22.282869)",,,
5180133890,5180133889,0,534044186,,,footway,,False,True,2.62,"LINESTRING (114.1366785 22.282895, 114.1366766 22.2828715)",,,
5180139195,5180139203,0,534044201,,,footway,,False,True,90.80199999999999,"LINESTRING (114.1337302 22.283474, 114.133836 22.283713, 114.1338938 22.2837039, 114.1339383 22.2838368, 114.1339895 22.2838903, 114.1340688 22.2839009, 114.1342999 22.2838521)",,,
5180139195,5180139199,0,763133209,,,footway,,False,False,42.751,"LINESTRING (114.1337302 22.283474, 114.1336394 22.2834465, 114.1335767 22.2833854, 114.1335486 22.2832983, 114.133489 22.2831907)",,,
5180139195,5180139201,0,"[763133209, 534044198]",,,footway,,False,True,49.61,"LINESTRING (114.1337302 22.283474, 114.1337614 22.2834655, 114.1339799 22.2833741, 114.1341231 22.2833119, 114.1341731 22.2832999)",,,building_passage
5180139199,3537633579,0,347458167,,,footway,,False,False,21.187,"LINESTRING (114.133489 22.2831907, 114.1334655 22.2832054, 114.1333892 22.2832406, 114.1333015 22.2832672)",,,
5180139199,3537633560,0,347458167,,,footway,,False,True,77.673,"LINESTRING (114.133489 22.2831907, 114.1335584 22.2831473, 114.1336927 22.2830847, 114.1337999 22.283065, 114.1340403 22.2830549, 114.1342111 22.2830519)",,,
5180139199,5180139195,0,763133209,,,footway,,False,True,42.751,"LINESTRING (114.133489 22.2831907, 114.1335486 22.2832983, 114.1335767 22.2833854, 114.1336394 22.2834465, 114.1337302 22.283474)",,,
5180139201,5180139195,0,"[763133209, 534044198]",,,footway,,False,False,49.61,"LINESTRING (114.1341731 22.2832999, 114.1341231 22.2833119, 114.1339799 22.2833741, 114.1337614 22.2834655, 114.1337302 22.283474)",,,building_passage
5180139201,6827328240,0,"[182670424, 534044198]",,大學街 University Street,footway,,False,"[False, True]",272.31399999999996,"LINESTRING (114.1341731 22.2832999, 114.1341963 22.2832973, 114.1343282 22.2832826, 114.1348694 22.2832526, 114.1351196 22.2832343, 114.1352252 22.2832302, 114.1356787 22.283221, 114.1357373 22.2832839, 114.1360408 22.2832766, 114.1361196 22.2831717, 114.1361704 22.2831701, 114.1367258 22.2831529)",,yes,building_passage
5180139201,5180139203,0,"[534044200, 763133210, 898471123]",,,pedestrian,permissive,False,False,63.022999999999996,"LINESTRING (114.1341731 22.2832999, 114.1342339 22.2834548, 114.1342615 22.2836197, 114.1342947 22.2838223, 114.1342999 22.2838521)",,,building_passage
5180139201,3537633560,0,"[534044200, 732268913]",,,pedestrian,permissive,False,True,28.648,"LINESTRING (114.1341731 22.2832999, 114.1341608 22.2831656, 114.1341831 22.2831137, 114.1342111 22.2830519)",,,building_passage
5180139203,5180139211,0,534044201,,,footway,,False,True,7.285,"LINESTRING (114.1342999 22.2838521, 114.1343707 22.2838525)",,,
5180139203,5180139195,0,534044201,,,footway,,False,False,90.80199999999999,"LINESTRING (114.1342999 22.2838521, 114.1340688 22.2839009, 114.1339895 22.2838903, 114.1339383 22.2838368, 114.1338938 22.2837039, 114.133836 22.283713, 114.1337302 22.283474)",,,
5180139203,5180139201,0,"[534044200, 763133210, 898471123]",,,pedestrian,permissive,False,True,63.022999999999996,"LINESTRING (114.1342999 22.2838521, 114.1342947 22.2838223, 114.1342615 22.2836197, 114.1342339 22.2834548, 114.1341731 22.2832999)",,,building_passage
5180139204,5180139211,0,534044201,,,footway,,False,False,26.301000000000002,"LINESTRING (114.1346202 22.2838093, 114.1344997 22.2838444, 114.1343707 22.2838525)",,,
5180139211,5180139203,0,534044201,,,footway,,False,False,7.285,"LINESTRING (114.1343707 22.2838525, 114.1342999 22.2838521)",,,
5180139211,5180139204,0,534044201,,,footway,,False,True,26.301000000000002,"LINESTRING (114.1343707 22.2838525, 114.1344997 22.2838444, 114.1346202 22.2838093)",,,
5264333179,5264333189,0,698990247,,,footway,,False,False,8.678,"LINESTRING (114.1381982 22.2829398, 114.1382825 22.2829374)",,,
5264333179,1925481091,0,"[182203600, 182023180, 976551693]",,Sun Yat-sen Steps 中山階,"['steps', 'footway']",,False,False,38.294,"LINESTRING (114.1381982 22.2829398, 114.1381779 22.2828834, 114.1380579 22.282758, 114.1380448 22.2826676, 114.1380433 22.2826414)",,,
5264333179,1923658020,0,182023180,,Sun Yat-sen Steps 中山階,steps,,False,True,16.363,"LINESTRING (114.1381982 22.2829398, 114.1382067 22.2829814, 114.138212 22.2830861)",,,
5264333180,5264333189,0,698990247,,,footway,,False,True,11.185,"LINESTRING (114.1383911 22.282933, 114.1382825 22.2829374)",,,
5264333180,5264333194,0,"[544609599, 698990247]",,,footway,,False,False,27.949,"LINESTRING (114.1383911 22.282933, 114.1385223 22.2829283, 114.1385444 22.2828889, 114.1385562 22.282846, 114.1385571 22.2828048)",,,
5264333180,9049733599,0,"[700710040, 544609613]",,,footway,,False,True,21.023,"LINESTRING (114.1383911 22.282933, 114.1383914 22.2829435, 114.1383965 22.283122)",,,building_passage
5264333189,5264333180,0,698990247,,,footway,,False,False,11.185,"LINESTRING (114.1382825 22.2829374, 114.1383911 22.282933)",,,
5264333189,5264333179,0,698990247,,,footway,,False,True,8.678,"LINESTRING (114.1382825 22.2829374, 114.1381982 22.2829398)",,,
5264333189,5264333194,0,"[544609602, 544609604, 544609606, 544609608, 544609597]",,,footway,,False,False,35.835,"LINESTRING (114.1382825 22.2829374, 114.1383046 22.28288, 114.1383109 22.2828637, 114.1383171 22.2828485, 114.1383585 22.2828412, 114.138394 22.2828351, 114.1384217 22.28283, 114.138468 22.2828123, 114.1385135 22.2828065, 114.1385571 22.2828048)",,yes,
5264333194,5264333200,0,"[707832735, 544609601, 544609599]",,,"['steps', 'footway']",,False,False,26.448999999999998,"LINESTRING (114.1385571 22.2828048, 114.1385525 22.2827678, 114.1385407 22.2827291, 114.1385135 22.2826929, 114.1384761 22.2826673, 114.1384311 22.2826602, 114.1384298 22.2826292)",,,
5264333194,5264333180,0,"[698990247, 544609599]",,,footway,,False,True,27.948999999999998,"LINESTRING (114.1385571 22.2828048, 114.1385562 22.282846, 114.1385444 22.2828889, 114.1385223 22.2829283, 114.1383911 22.282933)",,,
5264333194,5264333189,0,"[544609602, 544609604, 544609606, 544609608, 544609597]",,,footway,,False,True,35.834999999999994,"LINESTRING (114.1385571 22.2828048, 114.1385135 22.2828065, 114.138468 22.2828123, 114.1384217 22.28283, 114.138394 22.2828351, 114.1383585 22.2828412, 114.1383171 22.2828485, 114.1383109 22.2828637, 114.1383046 22.28288, 114.1382825 22.2829374)",,yes,
5264333200,1925481091,0,707832733,,,footway,,False,True,39.791,"LINESTRING (114.1384298 22.2826292, 114.1380433 22.2826414)",,,
5264333200,4525548860,0,"[456279014, 456279015, 456279016, 456279024, 707832733, 707832734, 182203615]",,,"['steps', 'footway']",,False,"[False, True]",145.643,"LINESTRING (114.1384298 22.2826292, 114.1388664 22.2826154, 114.1388668 22.2826518, 114.1388659 22.2826753, 114.1388666 22.2826812, 114.1388713 22.2827091, 114.1390344 22.2827028, 114.1390363 22.2827204, 114.1390217 22.2827208, 114.1388799 22.282723, 114.1388696 22.282723, 114.1388739 22.2827529, 114.1388746 22.2827644, 114.1388907 22.2828041, 114.1389444 22.2828562, 114.1390141 22.2829182, 114.1390135 22.2831155, 114.1390135 22.2831611)",,,
5264333200,5264333194,0,"[544609601, 544609599, 707832735]",,,"['steps', 'footway']",,False,True,26.448999999999998,"LINESTRING (114.1384298 22.2826292, 114.1384311 22.2826602, 114.1384761 22.2826673, 114.1385135 22.2826929, 114.1385407 22.2827291, 114.1385525 22.2827678, 114.1385571 22.2828048)",,,
5264333217,9036874346,0,544609611,,,footway,,False,True,19.514,"LINESTRING (114.1384059 22.2833265, 114.1385954 22.2833194)",,,
5264333217,9049733599,0,544609613,,,footway,,False,False,22.76,"LINESTRING (114.1384059 22.2833265, 114.1383965 22.283122)",,,building_passage
5264333217,6505344809,0,"[692913411, 544609609, 698990281, 698990282, 544609611, 700710039]",,,"['steps', 'footway']",,False,False,73.449,"LINESTRING (114.1384059 22.2833265, 114.1384087 22.2834131, 114.138244 22.283419, 114.1382384 22.2834192, 114.1380791 22.283426, 114.1380716 22.2834263, 114.1380136 22.2834285, 114.1380163 22.283485, 114.1379527 22.2834874, 114.1378528 22.2834913)",,,
5271737904,356626270,0,"[639286553, 183784252]",1,,"['pedestrian', 'service']",permissive,False,"[False, True]",135.607,"LINESTRING (114.1382461 22.2844026, 114.1382282 22.2844028, 114.1379907 22.2844153, 114.1375744 22.2844268, 114.1374645 22.2843809, 114.1373061 22.2842312, 114.1371687 22.2840745, 114.1371261 22.284029, 114.1371159 22.2840181)",parking_aisle,,
5271737904,1834170476,0,1009303030,,仲賢路 Lee Chung Yin Road,service,permissive,False,False,10.530999999999999,"LINESTRING (114.1382461 22.2844026, 114.1382451 22.284394, 114.1382447 22.2843777, 114.1382489 22.2843643, 114.1382614 22.2843472, 114.138288 22.2843221)",,,
5271737904,1922027461,0,1009303030,,仲賢路 Lee Chung Yin Road,service,permissive,False,True,3.146,"LINESTRING (114.1382461 22.2844026, 114.138249 22.2844123, 114.1382576 22.2844287)",,,
5566729016,356626269,0,182023176,,仲賢路 Lee Chung Yin Road,service,permissive,True,False,7.924,"LINESTRING (114.137391 22.2836541, 114.1374675 22.2836459)",,,
5566729016,5566729017,0,581918099,,,footway,,False,False,72.518,"LINESTRING (114.137391 22.2836541, 114.1374114 22.284306)",,,
5566729017,5566729016,0,581918099,,,footway,,False,True,72.518,"LINESTRING (114.1374114 22.284306, 114.137391 22.2836541)",,,
5566729018,1923658108,0,182023176,,仲賢路 Lee Chung Yin Road,service,permissive,True,False,3.866,"LINESTRING (114.1373343 22.2836806, 114.1373657 22.2836615)",,,
5566729018,6580279790,0,"[700710028, 700710031]",2,,service,permissive,False,False,69.765,"LINESTRING (114.1373343 22.2836806, 114.1373159 22.2836257, 114.1372877 22.2835754, 114.1372443 22.2830637)",parking_aisle,,
5566729530,1925481091,0,"[182203619, 707832733]",,,footway,,False,False,23.477,"LINESTRING (114.1378153 22.2826496, 114.1378498 22.2826484, 114.1380433 22.2826414)",,,
5566729530,1930290857,0,"[182203619, 182670422]",,大學街 University Street,footway,,False,True,51.797,"LINESTRING (114.1378153 22.2826496, 114.1374557 22.2826626, 114.137464 22.2827952)",,,
5566729530,1925481110,0,"[707832738, 581918101]",,,footway,,False,True,67.195,"LINESTRING (114.1378153 22.2826496, 114.1378116 22.2824542, 114.1376505 22.2824575, 114.1376488 22.2824198, 114.1378098 22.2824165, 114.1378087 22.2823435)",,,
6327465406,6580279813,0,698990272,2,,service,permissive,False,False,3.986,"LINESTRING (114.1391157 22.2834787, 114.139077 22.2834771)",,,
6327465406,6327465409,0,675660168,2,,service,,False,False,36.626999999999995,"LINESTRING (114.1391157 22.2834787, 114.1391652 22.2835071, 114.1393882 22.2835522, 114.1394547 22.2835708)",driveway,,
6327465406,356626261,0,"[698990272, 31853947]",2,,service,permissive,False,True,153.34199999999998,"LINESTRING (114.1391157 22.2834787, 114.1391659 22.283481, 114.1393065 22.2834856, 114.1394446 22.2835091, 114.1395673 22.2835142, 114.1396954 22.283493, 114.1398282 22.2834409, 114.1400079 22.2834117, 114.1401413 22.283395, 114.1402198 22.2833801, 114.1402935 22.283346, 114.1403572 22.283287, 114.1403814 22.2832175, 114.1404055 22.2831152)",,yes,
6327465409,6563915341,0,732556275,,,pedestrian,,False,False,3.733,"LINESTRING (114.1394547 22.2835708, 114.1394892 22.2835604)",,,
6327465409,6859765713,0,732556275,,,pedestrian,,False,True,4.725,"LINESTRING (114.1394547 22.2835708, 114.1394591 22.2836131)",,,
6327465409,6327465406,0,675660168,2,,service,,False,True,36.627,"LINESTRING (114.1394547 22.2835708, 114.1393882 22.2835522, 114.1391652 22.2835071, 114.1391157 22.2834787)",driveway,,
6499569773,6499569774,0,692402252,,,service,,False,True,4.237,"LINESTRING (114.1361743 22.2832823, 114.1361751 22.2833204)",driveway,yes,
6499569774,6499569773,0,692402252,,,service,,False,False,4.237,"LINESTRING (114.1361751 22.2833204, 114.1361743 22.2832823)",driveway,yes,
6499569774,9223062115,0,"[946521280, 675660165, 675660166, 85320831]",2,仲賢路 Lee Chung Yin Road,service,permissive,False,False,90.52799999999999,"LINESTRING (114.1361751 22.2833204, 114.1365456 22.2833008, 114.1367117 22.283304, 114.1367449 22.2833046, 114.1367853 22.2833068, 114.1368234 22.2833289, 114.1368428 22.2833511, 114.1368587 22.2833761, 114.1368705 22.2834055, 114.1368784 22.2834339, 114.1368884 22.2835224)",,yes,
6499569774,6499569780,0,85320831,2,仲賢路 Lee Chung Yin Road,service,permissive,False,True,17.537,"LINESTRING (114.1361751 22.2833204, 114.1361453 22.283322, 114.1360054 22.2833349)",,yes,
6499569779,6499569780,0,692402254,2,,service,permissive,False,True,3.4909999999999997,"LINESTRING (114.1360054 22.2833035, 114.1360054 22.2833103, 114.1360054 22.2833349)",,yes,
6499569780,6499569774,0,85320831,2,仲賢路 Lee Chung Yin Road,service,permissive,False,False,17.537,"LINESTRING (114.1360054 22.2833349, 114.1361453 22.283322, 114.1361751 22.2833204)",,yes,
6499569780,1926490243,0,"[182298780, 85320831]",2,仲賢路 Lee Chung Yin Road,service,permissive,False,True,40.704,"LINESTRING (114.1360054 22.2833349, 114.1358981 22.2833447, 114.1356908 22.2833721, 114.1356618 22.2833786, 114.1356184 22.2833987)",,yes,
6499569780,6499569779,0,692402254,2,,service,permissive,False,False,3.4909999999999997,"LINESTRING (114.1360054 22.2833349, 114.1360054 22.2833103, 114.1360054 22.2833035)",,yes,
6499717124,356626270,0,317082358,,仲賢路 Lee Chung Yin Road,service,permissive,True,False,46.384,"LINESTRING (114.1368989 22.2836708, 114.136903 22.2837393, 114.1369102 22.2837804, 114.1369281 22.2838215, 114.1369563 22.2838567, 114.1370022 22.2839031, 114.1371159 22.2840181)",,,
6499717124,6499717130,0,692419845,,,footway,,False,True,16.487000000000002,"LINESTRING (114.1368989 22.2836708, 114.1367959 22.2836202, 114.1367523 22.2836215)",,,
6499717130,6499717133,0,"[692419843, 692419844, 692419847]",,,footway,,False,True,6.2669999999999995,"LINESTRING (114.1367523 22.2836215, 114.1367483 22.2836097, 114.1367416 22.2835867, 114.1367198 22.2835863)",,,
6499717130,6499717124,0,692419845,,,footway,,False,False,16.487000000000002,"LINESTRING (114.1367523 22.2836215, 114.1367959 22.2836202, 114.1368989 22.2836708)",,,
6499717133,1923668805,0,182024492,2,,service,permissive,False,False,18.112,"LINESTRING (114.1367198 22.2835863, 114.1368916 22.2835508)",,,
6499717133,6499717130,0,"[692419843, 692419844, 692419847]",,,footway,,False,False,6.2669999999999995,"LINESTRING (114.1367198 22.2835863, 114.1367416 22.2835867, 114.1367483 22.2836097, 114.1367523 22.2836215)",,,
6499717133,6499717135,0,"[692419842, 692419846, 692419847]",,,footway,,False,True,6.552,"LINESTRING (114.1367198 22.2835863, 114.136699 22.2835813, 114.1366935 22.283557, 114.1366916 22.2835429)",,,
6499717135,6499717133,0,"[692419842, 692419846, 692419847]",,,footway,,False,False,6.552,"LINESTRING (114.1366916 22.2835429, 114.1366935 22.283557, 114.136699 22.2835813, 114.1367198 22.2835863)",,,
6499717135,9223062115,0,692419848,,薄扶林道 Pok Fu Lam Road,footway,,False,False,20.378999999999998,"LINESTRING (114.1366916 22.2835429, 114.1368231 22.2835305, 114.1368884 22.2835224)",,,
6505344804,6580279807,0,182203596,2,大學道 University Drive,service,permissive,False,False,54.576,"LINESTRING (114.1365687 22.2827282, 114.1364914 22.2827566, 114.136224 22.2828006, 114.136133 22.2828128, 114.136052 22.2828323)",,,
6505344804,1925481093,0,182203596,2,大學道 University Drive,service,permissive,False,True,54.956,"LINESTRING (114.1365687 22.2827282, 114.1368201 22.282636, 114.1369117 22.2825716, 114.1369774 22.2825093, 114.1370077 22.2824673)",,,
6505344804,5180133889,0,"[692913409, 534044187, 534044185]",,,"['steps', 'footway']",,False,True,41.155,"LINESTRING (114.1365687 22.2827282, 114.1366062 22.2828372, 114.1366812 22.2828321, 114.1366797 22.2827858, 114.1366481 22.2827858, 114.1366503 22.282872, 114.1366766 22.2828715)",,yes,
6505344809,1923658181,0,"[692913410, 182023188]",,,footway,,False,True,24.003999999999998,"LINESTRING (114.1378528 22.2834913, 114.1378639 22.2836834, 114.1378643 22.2837069)",,yes,
6505344809,6580279786,0,692913411,,,steps,,False,False,32.007999999999996,"LINESTRING (114.1378528 22.2834913, 114.1375872 22.2835073, 114.1375424 22.2835043)",,,
6505344809,5264333217,0,"[692913411, 544609609, 698990282, 698990281, 544609611, 700710039]",,,"['steps', 'footway']",,False,True,73.449,"LINESTRING (114.1378528 22.2834913, 114.1379527 22.2834874, 114.1380163 22.283485, 114.1380136 22.2834285, 114.1380716 22.2834263, 114.1380791 22.283426, 114.1382384 22.2834192, 114.138244 22.283419, 114.1384087 22.2834131, 114.1384059 22.2833265)",,,
6505344812,1930285637,0,"[692913413, 692913414]",,,footway,,False,True,62.589,"LINESTRING (114.1375839 22.2834363, 114.1374323 22.2833497, 114.1374172 22.28312, 114.1374162 22.2831003, 114.1374162 22.2830705, 114.1374229 22.2830295, 114.1374376 22.2829997, 114.1374708 22.282968)",,yes,
6563915326,6563915327,0,698990266,,,footway,,False,True,2.389,"LINESTRING (114.1393591 22.2840322, 114.1393441 22.2840486)",,,
6563915327,6563915326,0,698990266,,,footway,,False,False,2.389,"LINESTRING (114.1393441 22.2840486, 114.1393591 22.2840322)",,,
6563915327,1923658025,0,698990269,,,footway,,False,False,24.303,"LINESTRING (114.1393441 22.2840486, 114.1391638 22.2839074)",,,
6563915327,6563915333,0,698990269,,,footway,,False,True,25.11,"LINESTRING (114.1393441 22.2840486, 114.1393668 22.2840663, 114.1395715 22.2841252)",,,
