u,v,key,osmid,highway,oneway,reversed,length,lanes,name,maxspeed,service,geometry,width,tunnel,access,bridge,junction
415957759,265746811,0,27335913,unclassified,False,True,96.548,,Route des Noyerettes,30,,"LINESTRING (6.5707251 46.5192206, 6.5700232 46.5192168, 6.5694633 46.5192144)",7,,,,
415957760,8702469682,0,35468442,service,False,True,47.962,,,30,driveway,"LINESTRING (6.5707129 46.5197601, 6.5707209 46.5193288)",,,,,
415957761,415957762,0,35468443,service,False,False,36.696,,,,parking_aisle,"LINESTRING (6.5711607 46.5202879, 6.5706811 46.5202866)",,,,,
415957761,265746818,0,"[24450818, 975312445]",service,True,False,43.658,,Rue Ami Argand,30,driveway,"LINESTRING (6.5711607 46.5202879, 6.5711619 46.5202133, 6.5711668 46.5198953)",,,,,
415957762,415957761,0,35468443,service,False,True,36.696,,,,parking_aisle,"LINESTRING (6.5706811 46.5202866, 6.5711607 46.5202879)",,,,,
415957769,415957771,0,35468445,service,False,False,55.099,,,,parking_aisle,"LINESTRING (6.5708794 46.5207756, 6.5708778 46.5209411, 6.5703982 46.5209389)",,,,,
415957769,415957771,1,35468445,service,False,True,55.024,,,,parking_aisle,"LINESTRING (6.5708794 46.5207756, 6.5704008 46.5207734, 6.5703982 46.5209389)",,,,,
415957769,415957772,0,35468446,path,False,True,22.472,,,,,"LINESTRING (6.5708794 46.5207756, 6.5709214 46.5207539, 6.5711624 46.5207603)",,,,,
415957771,3402256154,0,35468445,service,False,True,14.333,,,,parking_aisle,"LINESTRING (6.5703982 46.5209389, 6.5703979 46.5210678)",,,,,
415957771,415957769,0,35468445,service,False,False,55.024,,,,parking_aisle,"LINESTRING (6.5703982 46.5209389, 6.5704008 46.5207734, 6.5708794 46.5207756)",,,,,
415957771,415957769,1,35468445,service,False,True,55.099,,,,parking_aisle,"LINESTRING (6.5703982 46.5209389, 6.5708778 46.5209411, 6.5708794 46.5207756)",,,,,
415957772,266880742,0,24450818,service,True,False,16.502,,Rue Ami Argand,30,driveway,"LINESTRING (6.5711624 46.5207603, 6.5711643 46.5206119)",,,,,
415957772,415957769,0,35468446,path,False,False,22.472,,,,,"LINESTRING (6.5711624 46.5207603, 6.5709214 46.5207539, 6.5708794 46.5207756)",,,,,
415957773,265746819,0,24450817,service,False,False,12.012,,Rue Robert-Mercier,30,driveway,"LINESTRING (6.5713182 46.5210714, 6.5711612 46.5210717)",,,,,
415957773,423204031,0,24450817,service,False,True,31.594,,Rue Robert-Mercier,30,driveway,"LINESTRING (6.5713182 46.5210714, 6.5717311 46.5210746)",,,,,
415957773,415957775,0,35468447,service,False,False,66.969,,,,parking_aisle,"LINESTRING (6.5713182 46.5210714, 6.5713088 46.5215181, 6.5710828 46.5215158)",,,,,
415957775,415957776,0,35468447,service,False,False,49.376,,,,parking_aisle,"LINESTRING (6.5710828 46.5215158, 6.5710921 46.5210718)",,,,,
415957775,415957777,0,35468448,service,False,False,15.257,,,,parking_aisle,"LINESTRING (6.5710828 46.5215158, 6.5708834 46.5215143)",,,,,
415957775,415957773,0,35468447,service,False,True,66.969,,,,parking_aisle,"LINESTRING (6.5710828 46.5215158, 6.5713088 46.5215181, 6.5713182 46.5210714)",,,,,
415957776,415957778,0,24450817,service,False,False,15.425,,Rue Robert-Mercier,30,driveway,"LINESTRING (6.5710921 46.5210718, 6.5708905 46.5210722)",,,,,
415957776,265746819,0,24450817,service,False,True,5.287,,Rue Robert-Mercier,30,driveway,"LINESTRING (6.5710921 46.5210718, 6.5711612 46.5210717)",,,,,
415957776,415957775,0,35468447,service,False,True,49.376,,,,parking_aisle,"LINESTRING (6.5710921 46.5210718, 6.5710828 46.5215158)",,,,,
415957777,415957778,0,35468448,service,False,False,49.162,,,,parking_aisle,"LINESTRING (6.5708834 46.5215143, 6.5708905 46.5210722)",,,,,
415957777,415957775,0,35468448,service,False,True,15.257,,,,parking_aisle,"LINESTRING (6.5708834 46.5215143, 6.5710828 46.5215158)",,,,,
415957778,415957776,0,24450817,service,False,True,15.425,,Rue Robert-Mercier,30,driveway,"LINESTRING (6.5708905 46.5210722, 6.5710921 46.5210718)",,,,,
415957778,415957777,0,35468448,service,False,True,49.162,,,,parking_aisle,"LINESTRING (6.5708905 46.5210722, 6.5708834 46.5215143)",,,,,
415957778,3402256154,0,984654126,service,True,False,37.693,,Rue Robert-Mercier,30,driveway,"LINESTRING (6.5708905 46.5210722, 6.5703979 46.5210678)",,,,,
415957782,265746818,0,24450816,service,False,True,44.917,,Chemin des Alambics,30,driveway,"LINESTRING (6.5717538 46.5199002, 6.5711668 46.5198953)",,,,,
415957782,5573828946,0,"[520858522, 334141251]",footway,False,False,9.196,,,,,"LINESTRING (6.5717538 46.5199002, 6.5717417 46.5198652, 6.5717219 46.5198205)",,,,,
415957782,8675401679,0,"[936238328, 334141251]",footway,False,True,6.995,,,,,"LINESTRING (6.5717538 46.5199002, 6.5717544 46.5199321, 6.5717533 46.5199631)",,,,,
415957798,415957804,0,60431545,footway,False,False,40.357,,,,,"LINESTRING (6.571502 46.5191651, 6.5709746 46.5191607)",,,,,
415957798,415957799,0,334141249,footway,False,True,6.64,,,,,"LINESTRING (6.571502 46.5191651, 6.5714999 46.5192248)",,,,,
415957798,415911771,0,60431545,footway,False,True,37.409,,,,,"LINESTRING (6.571502 46.5191651, 6.5715857 46.519162, 6.5716475 46.5191564, 6.5717305 46.5191194, 6.5717695 46.5190869, 6.5718008 46.5190411, 6.5718095 46.5189663)",,,,,
415957799,415957798,0,334141249,footway,False,False,6.64,,,,,"LINESTRING (6.5714999 46.5192248, 6.571502 46.5191651)",,,,,
415957799,3412346773,0,334141249,footway,False,True,7.431,,,,,"LINESTRING (6.5714999 46.5192248, 6.571497 46.5192916)",,,,,
415957799,267022644,0,1013449038,unclassified,False,True,40.141,,Route des Noyerettes,30,,"LINESTRING (6.5714999 46.5192248, 6.5709753 46.5192219)",7,,,,
415957804,415957798,0,60431545,footway,False,True,40.357,,,,,"LINESTRING (6.5709746 46.5191607, 6.571502 46.5191651)",,,,,
415957804,267022644,0,583140642,path,False,True,6.805,,,,,"LINESTRING (6.5709746 46.5191607, 6.5709753 46.5192219)",,,,,
415957804,752215546,0,60431545,footway,False,False,116.34899999999999,,,,,"LINESTRING (6.5709746 46.5191607, 6.5707414 46.5191594, 6.5702843 46.519157, 6.570076 46.5191572, 6.5696676 46.5191305, 6.5696114 46.5191305, 6.5695364 46.5191516, 6.5694662 46.5191688)",,,,,
415963422,2117743520,0,975363561,footway,False,False,4.045,,,,,"LINESTRING (6.5683045 46.5210996, 6.5682625 46.5211217)",,,,,
415963422,415963437,0,975363561,footway,False,True,7.043,,,,,"LINESTRING (6.5683045 46.5210996, 6.5683855 46.5210695)",,,,,
415963422,9025996760,0,975363569,cycleway,True,False,55.301,,,,,"LINESTRING (6.5683045 46.5210996, 6.5682936 46.52107, 6.5682916 46.5210509, 6.5682954 46.5206881, 6.5683362 46.5206624, 6.5683978 46.5206426)",,,,,
415963424,9379387817,0,30402996,footway,False,True,19.735,,,,,"LINESTRING (6.5679503 46.5218204, 6.5680237 46.5217479, 6.5680382 46.5216726, 6.5680513 46.521663)",,,,,
415963424,9025996753,0,35468954,footway,False,False,26.345,,,,,"LINESTRING (6.5679503 46.5218204, 6.5678075 46.5218722, 6.5676839 46.5219157, 6.5676856 46.521946)",,,,,
415963431,415963438,0,35468952,footway,False,False,2.824,,,,,"LINESTRING (6.5682652 46.5214564, 6.5683021 46.521457)",,,,,
415963431,9379387817,0,30402996,footway,False,False,28.621,,,,,"LINESTRING (6.5682652 46.5214564, 6.5682111 46.521545, 6.5680513 46.521663)",,,,,
415963431,415963435,0,975363561,footway,False,True,37.087,,,,,"LINESTRING (6.5682652 46.5214564, 6.5682202 46.5213867, 6.5681959 46.5213546, 6.5681958 46.5211988, 6.5682112 46.5211344)",,,,,
415963435,9379387815,0,35767758,footway,False,False,17.914,,,,,"LINESTRING (6.5682112 46.5211344, 6.568211 46.5209733)",,,,,
415963435,2117743520,0,975363561,footway,False,True,4.171,,,,,"LINESTRING (6.5682112 46.5211344, 6.5682625 46.5211217)",,,,,
415963435,415963431,0,975363561,footway,False,False,37.087,,,,,"LINESTRING (6.5682112 46.5211344, 6.5681958 46.5211988, 6.5681959 46.5213546, 6.5682202 46.5213867, 6.5682652 46.5214564)",,,,,
415963437,415963439,0,88954910,unclassified,True,False,43.275,,Avenue Auguste-Piccard,30,alley,"LINESTRING (6.5683855 46.5210695, 6.5683742 46.5214586)",,,,,
415963437,415963422,0,975363561,footway,False,False,7.043,,,,,"LINESTRING (6.5683855 46.5210695, 6.5683045 46.5210996)",,,,,
415963438,415963422,0,35468951,cycleway,True,False,39.742,,,,,"LINESTRING (6.5683021 46.521457, 6.5683045 46.5210996)",,,,,
415963438,415963439,0,35468952,footway,False,False,5.519,,,,,"LINESTRING (6.5683021 46.521457, 6.5683742 46.5214586)",,,,,
415963438,415963431,0,35468952,footway,False,True,2.824,,,,,"LINESTRING (6.5683021 46.521457, 6.5682652 46.5214564)",,,,,
415963439,415963438,0,35468952,footway,False,True,5.519,,,,,"LINESTRING (6.5683742 46.5214586, 6.5683021 46.521457)",,,,,
415963439,418161370,0,88954910,unclassified,True,False,22.09,,Avenue Auguste-Piccard,30,alley,"LINESTRING (6.5683742 46.5214586, 6.5683812 46.5216572)",,,,,
415963439,415963448,0,35468952,footway,False,False,26.944,,,,,"LINESTRING (6.5683742 46.5214586, 6.5684207 46.5214307, 6.5686397 46.5212994)",,,,,
415963446,9025996753,0,975363562,footway,False,True,5.008,,,,,"LINESTRING (6.5676215 46.5219551, 6.5676856 46.521946)",,,,,
415963448,415963449,0,"[35468952, 333114775]",footway,False,False,50.819,,,,,"LINESTRING (6.5686397 46.5212994, 6.5687958 46.5212996, 6.5692212 46.5213002, 6.5693039 46.5212995)",,,,,
415963448,415963439,0,35468952,footway,False,True,26.944,,,,,"LINESTRING (6.5686397 46.5212994, 6.5684207 46.5214307, 6.5683742 46.5214586)",,,,,
415963448,418161367,0,35468955,footway,False,False,55.58800000000001,,,,,"LINESTRING (6.5686397 46.5212994, 6.5686429 46.5211747, 6.5686434 46.521157, 6.5686245 46.521068, 6.5686061 46.5210055, 6.5685985 46.5208474, 6.5685981 46.520839, 6.5685711 46.5208068)",,,,,
415963449,415963448,0,"[35468952, 333114775]",footway,False,True,50.819,,,,,"LINESTRING (6.5693039 46.5212995, 6.5692212 46.5213002, 6.5687958 46.5212996, 6.5686397 46.5212994)",,,,,
415963453,415963437,0,88954910,unclassified,True,False,41.417,,Avenue Auguste-Piccard,30,alley,"LINESTRING (6.5683962 46.5206971, 6.5683855 46.5210695)",,,,,
415963453,418161367,0,35468955,footway,False,True,18.107,,,,,"LINESTRING (6.5683962 46.5206971, 6.5684315 46.5207193, 6.5685711 46.5208068)",,,,,
415963454,332090230,0,24450635,unclassified,True,False,40.76,,Avenue Auguste-Piccard,30,,"LINESTRING (6.5684211 46.51982, 6.5684109 46.5201865)",,,,,
415963454,415963455,0,975379035,footway,False,False,8.687,,,,,"LINESTRING (6.5684211 46.51982, 6.5683077 46.5198239)",,,,,
415963455,418161362,0,35767757,footway,False,False,40.443,,,,,"LINESTRING (6.5683077 46.5198239, 6.5683031 46.5201876)",,,,,
415963455,415963454,0,975379035,footway,False,True,8.687,,,,,"LINESTRING (6.5683077 46.5198239, 6.5684211 46.51982)",,,,,
415963455,415963457,0,35468956,footway,False,False,39.346999999999994,,,,,"LINESTRING (6.5683077 46.5198239, 6.5682782 46.5197682, 6.5682606 46.5197223, 6.568246 46.5196764, 6.568249 46.5196352, 6.5682601 46.5195741, 6.5682838 46.5194782)",,,,,
415963457,9379387756,0,35468956,footway,False,False,11.101,,,,,"LINESTRING (6.5682838 46.5194782, 6.5682877 46.5193784)",,,,,
415963457,415963465,0,35468957,footway,False,True,9.818,,,,,"LINESTRING (6.5682838 46.5194782, 6.5684121 46.5194797)",,,,,
415963457,415963455,0,35468956,footway,False,True,39.346999999999994,,,,,"LINESTRING (6.5682838 46.5194782, 6.5682601 46.5195741, 6.568249 46.5196352, 6.568246 46.5196764, 6.5682606 46.5197223, 6.5682782 46.5197682, 6.5683077 46.5198239)",,,,,
415963459,8702444401,0,939458499,service,False,False,10.023,,,,driveway,"LINESTRING (6.5694474 46.5194857, 6.5695784 46.5194858)",,,,,
415963459,9379387715,0,1075524568,service,False,False,18.416,,Chemin des Alambics,30,driveway,"LINESTRING (6.5694474 46.5194857, 6.5694439 46.5196513)",,,,,
415963459,9379387654,0,1075524568,service,False,True,24.421,,Chemin des Alambics,30,driveway,"LINESTRING (6.5694474 46.5194857, 6.5694522 46.5192661)",,,,,
415963465,415963454,0,24450635,unclassified,True,False,37.846,,Avenue Auguste-Piccard,30,,"LINESTRING (6.5684121 46.5194797, 6.5684211 46.51982)",,,,,
415963465,415963457,0,35468957,footway,False,False,9.818,,,,,"LINESTRING (6.5684121 46.5194797, 6.5682838 46.5194782)",,,,,
415963465,1469825518,0,35468957,footway,False,True,3.03,,,,,"LINESTRING (6.5684121 46.5194797, 6.5684517 46.5194802)",,,,,
415963471,5685319668,0,32795708,footway,False,False,29.038,,,,,"LINESTRING (6.5647845 46.5182169, 6.564405 46.5182167)",,,,,
415963471,369567405,0,32795708,footway,False,True,84.599,,,,,"LINESTRING (6.5647845 46.5182169, 6.5648235 46.5181851, 6.5652463 46.5181851, 6.5652873 46.5181865, 6.5653251 46.5181913, 6.5653544 46.5181973, 6.5653808 46.5182089, 6.5654107 46.5182237, 6.5654342 46.5182386, 6.5654536 46.5182553, 6.5654702 46.5182722, 6.5654805 46.5182856, 6.5654873 46.5182988, 6.5654944 46.5183129, 6.5655006 46.5183313, 6.5655056 46.5183482, 6.5655076 46.5183702, 6.5655056 46.5185098)",,,,,
415963471,2117508729,0,201735276,path,False,True,33.077,,,,,"LINESTRING (6.5647845 46.5182169, 6.5647772 46.5184719, 6.5647439 46.5185076)",,,,,
415963472,2942204087,0,28407422,service,False,False,7.806,,,,driveway,"LINESTRING (6.56297 46.5182067, 6.5629706 46.5181365)",,,,,
415963472,415963492,0,28407422,service,False,True,55.345,,,,driveway,"LINESTRING (6.56297 46.5182067, 6.5622467 46.5182031)",,,,,
415963472,415963474,0,35468960,footway,False,False,23.329,,,,,"LINESTRING (6.56297 46.5182067, 6.5629679 46.5184165)",,,,,
415963473,415963492,0,28407422,service,False,False,30.24,,,,driveway,"LINESTRING (6.5618515 46.5182011, 6.5622467 46.5182031)",,,,,
415963474,415933171,0,30403019,footway,False,True,27.108,,,,,"LINESTRING (6.5629679 46.5184165, 6.5632303 46.5182527)",,,,,
415963474,415963472,0,35468960,footway,False,True,23.329,,,,,"LINESTRING (6.5629679 46.5184165, 6.56297 46.5182067)",,,,,
415963474,335535681,0,30403019,footway,False,False,36.728,,,,,"LINESTRING (6.5629679 46.5184165, 6.5627835 46.5185417, 6.562944 46.5186462)",,,,,
415963477,335535677,0,23385359,unclassified,False,False,90.335,,Avenue Jean-Rodolphe-Perronet,30,,"LINESTRING (6.562012 46.5198148, 6.561582 46.5190582)",,,,,
415963477,654573322,0,23385359,unclassified,False,True,51.764,,Avenue Jean-Rodolphe-Perronet,30,,"LINESTRING (6.562012 46.5198148, 6.5622483 46.520251)",,,,,
415963477,6610286674,0,35468962,service,False,True,144.159,,Rue Rita Levi-Montalcini,30,driveway,"LINESTRING (6.562012 46.5198148, 6.5638959 46.5198331)",,,,,
415963487,335535675,0,30403017,service,False,False,6.889,,,,parking_aisle,"LINESTRING (6.5629551 46.5212996, 6.5628652 46.521303)",,,,,
415963487,9053698108,0,30403017,service,False,True,11.465,,,,parking_aisle,"LINESTRING (6.5629551 46.5212996, 6.5631049 46.5213021)",,,,,
415963487,9053698105,0,367937781,path,False,False,11.814,,,,,"LINESTRING (6.5629551 46.5212996, 6.5628976 46.521201)",,,,,
415963487,415915274,0,367937781,path,False,True,129.708,,,,,"LINESTRING (6.5629551 46.5212996, 6.5629756 46.5213549, 6.5630546 46.5214977, 6.563134 46.5216123, 6.5631788 46.5216656, 6.5632332 46.5217103, 6.5632876 46.5217451, 6.5633613 46.5217766, 6.5634272 46.5217948, 6.5634879 46.5218055, 6.5635376 46.5218112, 6.5636067 46.5218161, 6.5637389 46.5218183, 6.5638842 46.5218276, 6.5640093 46.5218347, 6.5640723 46.5218428, 6.5641249 46.5218576, 6.5642042 46.5218902)",,,,,
415963491,312048903,0,51316823,unclassified,False,False,61.661,2,Route Jean-Daniel Colladon,30,,"LINESTRING (6.5621652 46.5180833, 6.562971 46.5180899)",,,,,
415963491,415963492,0,"[215531818, 51316827, 51316828]","['steps', 'footway']",False,False,15.636,,,,,"LINESTRING (6.5621652 46.5180833, 6.5621647 46.5181326, 6.5621724 46.5181458, 6.5622217 46.5181789, 6.5622467 46.5182031)",,,,,
415963491,2249915550,0,"[215531817, 215531818, 35468964]","['steps', 'footway']",False,True,15.79,,,,,"LINESTRING (6.5621652 46.5180833, 6.5621656 46.5180472, 6.5621659 46.5180106, 6.5621666 46.5179413)",,,,,
415963491,253301629,0,738863839,unclassified,False,True,52.16499999999999,,Route Jean-Daniel-Colladon,30,,"LINESTRING (6.5621652 46.5180833, 6.5618962 46.5180889, 6.5616354 46.5181152, 6.5614913 46.5181414)",,,,,
415963492,415963472,0,28407422,service,False,False,55.345,,,,driveway,"LINESTRING (6.5622467 46.5182031, 6.56297 46.5182067)",,,,,
415963492,415963473,0,28407422,service,False,True,30.24,,,,driveway,"LINESTRING (6.5622467 46.5182031, 6.5618515 46.5182011)",,,,,
415963492,415963491,0,"[215531818, 51316827, 51316828]","['steps', 'footway']",False,True,15.636,,,,,"LINESTRING (6.5622467 46.5182031, 6.5622217 46.5181789, 6.5621724 46.5181458, 6.5621647 46.5181326, 6.5621652 46.5180833)",,,,,
415963493,415963497,0,201763239,service,False,False,16.846,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.5629799 46.517193, 6.5629784 46.5173445)",,,,,
415963493,9828699382,0,201763239,service,False,True,8.718,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.5629799 46.517193, 6.5629811 46.5171146)",,,,,
415963493,928175772,0,79514572,service,True,False,90.79299999999999,,,,parking_aisle,"LINESTRING (6.5629799 46.517193, 6.5639308 46.5171953, 6.5639749 46.5173546)",,,,,
415963495,415963502,0,79514573,service,False,False,53.741,,Chemin Cécile Biéler-Butticaz,,driveway,"LINESTRING (6.5641163 46.5173303, 6.5641129 46.5178136)",,,,,
415963495,415963506,0,35468970,service,False,False,56.183,,,,driveway,"LINESTRING (6.5641163 46.5173303, 6.5641554 46.5173302, 6.5647523 46.5173279, 6.5647529 46.5173955)",,,,,
415963495,1983450683,0,"[59805011, 79514573]","['service', 'footway']",False,"[False, True]",30.831000000000003,,Chemin Cécile Biéler-Butticaz,,driveway,"LINESTRING (6.5641163 46.5173303, 6.5640923 46.5172918, 6.5640478 46.5171459, 6.564011 46.5170634)",,,,,
415963496,415963509,0,51316823,unclassified,False,False,50.015,2,Route Jean-Daniel Colladon,30,,"LINESTRING (6.5641061 46.5180992, 6.5647597 46.5181046)",,,,,
415963496,253154864,0,51316823,unclassified,False,True,58.96,2,Route Jean-Daniel Colladon,30,,"LINESTRING (6.5641061 46.5180992, 6.5633356 46.5180929)",,,,,
415963496,415963503,0,79514573,service,False,True,15.768,,Chemin Cécile Biéler-Butticaz,,driveway,"LINESTRING (6.5641061 46.5180992, 6.5641083 46.5179574)",,,,,
415963496,4841714900,0,201735275,footway,False,False,12.835,,,,,"LINESTRING (6.5641061 46.5180992, 6.5641164 46.5181352, 6.5641199 46.5182139)",,,,,
415963497,928175772,0,35468966,service,True,False,76.258,,,,parking_aisle,"LINESTRING (6.5629784 46.5173445, 6.5639749 46.5173546)",,,,,
415963497,415963498,0,201763239,service,False,False,16.224,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.5629784 46.5173445, 6.562977 46.5174904)",,,,,
415963497,415963493,0,201763239,service,False,True,16.846,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.5629784 46.5173445, 6.5629799 46.517193)",,,,,
415963498,312048905,0,201763239,service,False,False,20.038,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.562977 46.5174904, 6.5629752 46.5176706)",,,,,
415963498,415963497,0,201763239,service,False,True,16.224,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.562977 46.5174904, 6.5629784 46.5173445)",,,,,
415963501,423801194,0,35468968,service,True,False,53.227,,,,parking_aisle,"LINESTRING (6.5629739 46.5178067, 6.5636695 46.5178112)",,,,,
415963501,312048942,0,201763239,service,False,False,15.712,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.5629739 46.5178067, 6.5629729 46.517948)",,,,,
415963501,312048905,0,201763239,service,False,True,15.134,,Chemin Erna Hamburger,,driveway,"LINESTRING (6.5629739 46.5178067, 6.5629752 46.5176706)",,,,,
415963502,415963503,0,79514573,service,False,False,15.994,,Chemin Cécile Biéler-Butticaz,,driveway,"LINESTRING (6.5641129 46.5178136, 6.5641083 46.5179574)",,,,,
415963502,415963495,0,79514573,service,False,True,53.741,,Chemin Cécile Biéler-Butticaz,,driveway,"LINESTRING (6.5641129 46.5178136, 6.5641163 46.5173303)",,,,,
415963503,415963510,0,35468971,service,False,False,49.862,,,,driveway,"LINESTRING (6.5641083 46.5179574, 6.5647599 46.5179628)",,,,,
415963503,415963496,0,79514573,service,False,False,15.768,,Chemin Cécile Biéler-Butticaz,,driveway,"LINESTRING (6.5641083 46.5179574, 6.5641061 46.5180992)",,,,,
415963503,415963502,0,79514573,service,False,True,15.994,,Chemin Cécile Biéler-Butticaz,,driveway,"LINESTRING (6.5641083 46.5179574, 6.5641129 46.5178136)",,,,,
415963506,415963510,0,35468969,service,False,False,63.083,,,,driveway,"LINESTRING (6.5647529 46.5173955, 6.5647599 46.5179628)",,,,,
415963506,415963507,0,35468970,service,False,False,44.916,,,,driveway,"LINESTRING (6.5647529 46.5173955, 6.5653399 46.5173932)",,,,,
415963506,415963495,0,35468970,service,False,True,56.183,,,,driveway,"LINESTRING (6.5647529 46.5173955, 6.5647523 46.5173279, 6.5641554 46.5173302, 6.5641163 46.5173303)",,,,,
415963507,6918271763,0,35468970,service,False,False,15.701,,,,driveway,"LINESTRING (6.5653399 46.5173932, 6.5653411 46.5175344)",,,,,
415963507,415963506,0,35468970,service,False,True,44.916,,,,driveway,"LINESTRING (6.5653399 46.5173932, 6.5647529 46.5173955)",,,,,
415963507,2466397547,0,44675198,path,False,False,24.468,,,,,"LINESTRING (6.5653399 46.5173932, 6.5653097 46.5173187, 6.565311 46.517176)",,,,,
415963508,415963509,0,51316823,unclassified,False,True,33.358,2,Route Jean-Daniel Colladon,30,,"LINESTRING (6.5651956 46.5181094, 6.5647597 46.5181046)",,,,,
415963508,9273399121,0,492122671,unclassified,True,False,11.498,1,Rue Jean-Daniel-Colladon,30,,"LINESTRING (6.5651956 46.5181094, 6.5653437 46.5180919)",,,,,
415963509,415963510,0,35468969,service,False,True,15.767,,,,driveway,"LINESTRING (6.5647597 46.5181046, 6.5647599 46.5179628)",,,,,
415963509,415963508,0,51316823,unclassified,False,False,33.358,2,Route Jean-Daniel Colladon,30,,"LINESTRING (6.5647597 46.5181046, 6.5651956 46.5181094)",,,,,
415963509,415963496,0,51316823,unclassified,False,True,50.015,2,Route Jean-Daniel Colladon,30,,"LINESTRING (6.5647597 46.5181046, 6.5641061 46.5180992)",,,,,
415963510,415963509,0,35468969,service,False,False,15.767,,,,driveway,"LINESTRING (6.5647599 46.5179628, 6.5647597 46.5181046)",,,,,
415963510,415963506,0,35468969,service,False,True,63.083,,,,driveway,"LINESTRING (6.5647599 46.5179628, 6.5647529 46.5173955)",,,,,
415963510,415963511,0,35468971,service,False,False,44.742,,,,driveway,"LINESTRING (6.5647599 46.5179628, 6.5653446 46.5179672)",,,,,
415963510,415963503,0,35468971,service,False,True,49.862,,,,driveway,"LINESTRING (6.5647599 46.5179628, 6.5641083 46.5179574)",,,,,
415963511,6918271763,0,35468970,service,False,True,48.126,,,,driveway,"LINESTRING (6.5653446 46.5179672, 6.5653411 46.5175344)",,,,,
415963511,415963510,0,35468971,service,False,True,44.742,,,,driveway,"LINESTRING (6.5653446 46.5179672, 6.5647599 46.5179628)",,,,,
415963511,9273399121,0,1005082510,service,False,False,13.867,,,,driveway,"LINESTRING (6.5653446 46.5179672, 6.5653436 46.5180688, 6.5653437 46.5180919)",,,,,
416453452,9379387757,0,35544601,steps,False,False,6.806,,,,,"LINESTRING (6.5682738 46.5206084, 6.5682727 46.5205472)",,,,,
416453452,10180735144,0,450541981,path,False,False,7.123,,La Méridienne,,,"LINESTRING (6.5682738 46.5206084, 6.568184 46.5205915)",,,,,
416453452,1341404008,0,"[450541982, 35544599]",path,False,True,30.817,,La Méridienne,,,"LINESTRING (6.5682738 46.5206084, 6.5686248 46.5206109, 6.5686756 46.5206041)",,,,yes,
416453452,9025996725,0,"[975363552, 975363551]","['steps', 'footway']",False,False,11.471,,,,,"LINESTRING (6.5682738 46.5206084, 6.568251 46.5206919, 6.568251 46.5207101)",,,,,
416453454,9379387757,0,35767760,path,False,True,9.778,,,,,"LINESTRING (6.5684005 46.5205471, 6.5682727 46.5205472)",,,,,
416453454,9025996760,0,975363568,unclassified,True,False,10.621,,Avenue Auguste-Piccard,30,alley,"LINESTRING (6.5684005 46.5205471, 6.5683978 46.5206426)",,,,,
416453454,418161368,0,35767760,path,False,False,12.947,,,,,"LINESTRING (6.5684005 46.5205471, 6.56845 46.5205467, 6.5684721 46.5205466, 6.5685697 46.5205464)",,,,,
418161362,332090230,0,35767757,footway,False,False,8.249,,,,,"LINESTRING (6.5683031 46.5201876, 6.5684109 46.5201865)",,,,,
418161362,415963455,0,35767757,footway,False,True,40.443,,,,,"LINESTRING (6.5683031 46.5201876, 6.5683077 46.5198239)",,,,,
418161362,418161366,0,201734762,path,False,True,7.603,,,,,"LINESTRING (6.5683031 46.5201876, 6.5682046 46.5201966)",,,,,
418161364,9379387815,0,35767758,footway,False,True,9.741,,,,,"LINESTRING (6.5682109 46.5208857, 6.568211 46.5209733)",,,,,
418161364,418161365,0,201760463,footway,False,False,5.748,,,,,"LINESTRING (6.5682109 46.5208857, 6.5681747 46.5208404)",,,,,
418161364,9025996725,0,"[975363554, 975363555, 201760460, 35767758, 975363550]","['steps', 'footway']",False,"[False, True]",20.101,,,,,"LINESTRING (6.5682109 46.5208857, 6.5682191 46.5208275, 6.5682191 46.5207889, 6.568219 46.5207755, 6.568219 46.5207571, 6.568251 46.5207101)",,,,,
418161365,10180735139,0,201760463,footway,False,False,22.892,,,,,"LINESTRING (6.5681747 46.5208404, 6.5681824 46.5206346)",,,,,
418161365,418161364,0,201760463,footway,False,True,5.748,,,,,"LINESTRING (6.5681747 46.5208404, 6.5682109 46.5208857)",,,,,
418161365,10180735137,0,1112708913,footway,False,True,20.58,,,,,"LINESTRING (6.5681747 46.5208404, 6.5681025 46.5208303, 6.5680687 46.5208016, 6.5680743 46.520776, 6.5680619 46.5207582, 6.5680056 46.5207238)",,,,,
418161366,418161362,0,201734762,path,False,False,7.603,,,,,"LINESTRING (6.5682046 46.5201966, 6.5683031 46.5201876)",,,,,
418161366,418161369,0,201760463,footway,False,True,39.023,,,,,"LINESTRING (6.5682046 46.5201966, 6.5681857 46.5205473)",,,,,
418161366,2117504373,0,201734762,path,False,True,53.443,,,,,"LINESTRING (6.5682046 46.5201966, 6.5679719 46.5201945, 6.5677827 46.5201934, 6.5676098 46.520191, 6.5675062 46.5201899)",,,,,
418161367,418161368,0,35767759,footway,False,False,28.955,,,,,"LINESTRING (6.5685711 46.5208068, 6.5685697 46.5205464)",,,,,
