element_type,osmid,geometry,image,name,wikidata,wikimedia_commons,nodes,addr:city,addr:country,addr:housename,addr:postcode,building,building:levels,source,architect,building:colour,roof:levels,roof:shape,addr:street,layer,wheelchair,amenity,nohousenumber,name:fr,bridge,foot,lit,surface,building:min_level,noaddress,description,opening_hours,phone,service:bicycle:pump,shop,website,capacity,leisure,check_date,opening_date,shelter_type,ways,type,ref,alt_name,building:part
way,30088194,"POLYGON ((6.5616727 46.5182404, 6.5616658 46.5188218, 6.5621886 46.5188294, 6.5621926 46.5187566, 6.5621915 46.5186836, 6.5621945 46.5183673, 6.5621974 46.5182936, 6.5621964 46.5182432, 6.5616727 46.5182404))",File:EPFL BC Inside.jpg,BC,Q124097718,Category:EPFL BC,"[331400387, 331400388, 331400389, 654573198, 654573195, 654573193, 654573192, 331400390, 331400387]",Lausanne,CH,BC,1015,university,5,EPFL plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333343,"POLYGON ((6.562276 46.5184413, 6.5622778 46.5183682, 6.5621945 46.5183673, 6.5621974 46.5182936, 6.5622347 46.5182942, 6.562272 46.5182947, 6.5622725 46.518261, 6.5622779 46.51826, 6.5622775 46.5182454, 6.5628502 46.5182491, 6.5628495 46.5182617, 6.562857 46.5182618, 6.5628567 46.51829, 6.5629409 46.5183478, 6.5628912 46.5183812, 6.5628677 46.5183977, 6.5628557 46.5184057, 6.5628546 46.5184331, 6.5628471 46.5184331, 6.5628471 46.5184461, 6.562276 46.5184413))",,INR,Q124097663,Category:EPFL INR,"[334493555, 654573205, 654573193, 654573192, 1763068768, 654573204, 861310595, 861310610, 334493559, 861310633, 334493561, 861310692, 649302759, 649302757, 649302761, 649302753, 654573201, 654573202, 654573203, 334493557, 334493555]",Lausanne,CH,INR,1015,university,4,EPFL plan,Bernard Vouga,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333344,"POLYGON ((6.5622717 46.5188268, 6.5622719 46.5188136, 6.5622674 46.5188138, 6.5622674 46.5187776, 6.5622747 46.5187765, 6.5622748 46.518756, 6.5621926 46.5187566, 6.5621915 46.5186836, 6.5622645 46.5186836, 6.5622653 46.5186484, 6.5622703 46.5186481, 6.5622706 46.518634, 6.5628436 46.5186386, 6.5628432 46.5186506, 6.5628514 46.518651, 6.5628507 46.5186789, 6.5628632 46.5186864, 6.5628866 46.5187026, 6.5629316 46.5187346, 6.5628436 46.5187914, 6.5628435 46.5188206, 6.5628383 46.518821, 6.5628381 46.5188333, 6.5622717 46.5188268))",File:EPFL-nov-2005-01.jpg,INN,Q124097674,Category:EPFL INN,"[334493568, 654573207, 654573196, 654573208, 654573209, 654573210, 654573198, 654573195, 654573199, 861310581, 861310571, 334493565, 861310532, 654573213, 861310558, 654573212, 649302765, 649302773, 649302767, 649302764, 654573214, 334493567, 654573215, 334493568]",Lausanne,CH,INN,1015,university,4,EPFL plan,Bernard Vouga,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333345,"POLYGON ((6.5634934 46.5184497, 6.5634936 46.5184381, 6.5634875 46.518438, 6.563488 46.5184097, 6.5634754 46.5184008, 6.5634525 46.5183847, 6.5634051 46.5183516, 6.5634892 46.5182946, 6.5634896 46.5182677, 6.5634973 46.5182678, 6.5634975 46.5182556, 6.5640701 46.5182599, 6.56407 46.5182716, 6.5640763 46.5182716, 6.5640759 46.5183, 6.5641025 46.5183186, 6.5641586 46.5183577, 6.5641331 46.518375, 6.5641095 46.5183912, 6.5641085 46.5184543, 6.5634934 46.5184497))",File:INJ-L1001914.JPG,INJ,Q124097695,Category:EPFL INJ,"[334493579, 861310600, 861310586, 654573223, 649302783, 649302789, 649302781, 649302779, 860174579, 334493575, 860174581, 861310615, 334493580, 861310635, 649302816, 5685319673, 649302818, 3887300359, 649302815, 334493578, 334493579]",Lausanne,CH,INJ,1015,university,4,EPFL plan,Bernard Vouga,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333346,"POLYGON ((6.5641403 46.5186887, 6.56415 46.5186956, 6.5641498 46.5187974, 6.5641379 46.5188049, 6.5641154 46.5188194, 6.5641022 46.518828, 6.5640687 46.5188036, 6.5640683 46.5188299, 6.5640613 46.5188298, 6.5640611 46.5188422, 6.5634885 46.5188381, 6.5634887 46.5188263, 6.5634821 46.5188262, 6.5634825 46.5187984, 6.5633996 46.5187403, 6.5634483 46.5187074, 6.5634734 46.5186904, 6.5634835 46.5186834, 6.563484 46.5186558, 6.5634908 46.5186558, 6.563491 46.518643, 6.5641064 46.5186479, 6.5641061 46.5186644, 6.5641269 46.5186792, 6.5641403 46.5186887))",,INF,,,"[860174585, 861310701, 861310622, 861310677, 861310679, 649305552, 649302824, 861310580, 334493573, 861310569, 334493577, 861310585, 861310575, 649302804, 649302806, 649302809, 649302807, 649302802, 861310601, 861310619, 334493572, 649302821, 649305554, 3887300358, 860174585]",Lausanne,CH,INF,1015,university,4,EPFL plan,,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333347,"POLYGON ((6.564802 46.5188492, 6.5648029 46.5188032, 6.5648048 46.5186991, 6.5648058 46.5186219, 6.5653781 46.5186253, 6.5653753 46.5188533, 6.5652873 46.5188527, 6.5650471 46.5188515, 6.564802 46.5188492))",File:ELG-ELH-P1010064.JPG,ELH,Q124100331,Category:EPFL ELH,"[334493583, 649305560, 649305558, 334493582, 334493581, 334493586, 5641702382, 5641702381, 334493583]",Lausanne,CH,ELH,1015,university,2,EPFL plan,,#D9BD97,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333348,"POLYGON ((6.56415 46.5186956, 6.5641403 46.5186887, 6.5641408 46.5186615, 6.564147 46.5186615, 6.5641473 46.5186484, 6.5647214 46.5186532, 6.5647212 46.518666, 6.5647292 46.518666, 6.5647287 46.5186918, 6.5647447 46.5186806, 6.5647611 46.5186693, 6.5648048 46.5186991, 6.5648029 46.5188032, 6.5647601 46.5188313, 6.5647502 46.5188241, 6.5647369 46.518824, 6.5647365 46.5188472, 6.5645288 46.5188456, 6.5641463 46.5188433, 6.5641465 46.5188306, 6.5641376 46.5188305, 6.5641379 46.5188049, 6.5641498 46.5187974, 6.56415 46.5186956))",,ELG,Q124100314,Category:EPFL ELG,"[861310701, 860174585, 861310547, 861310562, 334493590, 334493592, 861310623, 861310607, 649302938, 4841714916, 861310593, 649305558, 649305560, 649305559, 861310495, 334493588, 861310565, 5641702383, 649308444, 861310589, 649308445, 861310677, 861310622, 861310701]",Lausanne,CH,ELG,1015,university,4,EPFL plan,,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333692,"POLYGON ((6.5647876 46.5192252, 6.5647877 46.5192134, 6.5647924 46.5192132, 6.5647943 46.5190852, 6.5647892 46.5190817, 6.5647894 46.5190548, 6.5647968 46.5190548, 6.5647969 46.5190431, 6.5650451 46.5190443, 6.5650471 46.5188515, 6.5652873 46.5188527, 6.5652853 46.519047, 6.5653702 46.5190474, 6.5653701 46.5190592, 6.5653784 46.5190593, 6.5653781 46.5190858, 6.5654093 46.5191075, 6.5654619 46.5191443, 6.5653767 46.5192021, 6.5653763 46.5192294, 6.5653683 46.5192294, 6.5653681 46.5192413, 6.5647939 46.5192378, 6.5647938 46.5192254, 6.5647876 46.5192252))",,ELE,,,"[334496954, 861310599, 861310563, 861310564, 649305563, 334496955, 861310611, 861310596, 5641702379, 5641702381, 5641702382, 5641702380, 861310572, 861310582, 334496950, 649302965, 4841714915, 649302967, 649302968, 861310559, 334496953, 861310533, 649302947, 649302950, 334496954]",Lausanne,CH,ELE,1015,university,3,EPFL plan,,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333693,"POLYGON ((6.5647877 46.5192134, 6.5647645 46.5192134, 6.5647532 46.5192213, 6.5647202 46.5191988, 6.5647199 46.5192241, 6.5647103 46.5192241, 6.5647102 46.5192357, 6.5641395 46.5192322, 6.5641396 46.5192194, 6.564133 46.5192193, 6.5641334 46.5191905, 6.5640995 46.5192141, 6.5640636 46.5191898, 6.5639815 46.5191336, 6.5641031 46.5190495, 6.564111 46.5190494, 6.5641334 46.5190494, 6.5641413 46.5190495, 6.5641415 46.519037, 6.5645255 46.5190401, 6.5645288 46.5188456, 6.5647365 46.5188472, 6.5647369 46.518824, 6.5647502 46.5188241, 6.5647601 46.5188313, 6.5647555 46.5190589, 6.5647892 46.5190817, 6.5647943 46.5190852, 6.5647924 46.5192132, 6.5647877 46.5192134))",File:EPFL ELD-P1010038.JPG,ELD,Q124094208,Category:EPFL ELD,"[861310599, 861310696, 649302946, 649302952, 334496948, 861310606, 861310592, 334496949, 861310579, 861310568, 649302891, 861310552, 5641702384, 649302889, 649305557, 5641702385, 649302886, 861310526, 334496952, 334496951, 5641702383, 861310565, 334493588, 861310495, 649305559, 649305562, 649305563, 861310564, 861310563, 861310599]",Lausanne,CH,ELD,1015,university,3,EPFL plan,,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333694,"POLYGON ((6.5621173 46.5193731, 6.562119 46.5192796, 6.5621283 46.5192797, 6.5621283 46.5192763, 6.562015 46.5192754, 6.5620155 46.5192421, 6.5621293 46.5192431, 6.5621293 46.5192396, 6.5621202 46.5192395, 6.5621222 46.5191253, 6.5627419 46.5191304, 6.5627409 46.5191904, 6.562789 46.5191907, 6.5627885 46.519217, 6.5628245 46.5192173, 6.5628235 46.5193099, 6.5627859 46.5193096, 6.5627854 46.5193388, 6.5627389 46.5193385, 6.5627382 46.5193782, 6.5621173 46.5193731))",,MXH,Q124146030,Category:EPFL MXH,"[334496957, 861310578, 861310507, 861310602, 654573307, 654573310, 861310620, 861310551, 861310567, 334496956, 334496959, 649302832, 649302830, 649302851, 649302843, 649302849, 649302853, 649302847, 649302845, 334496961, 334496957]",Lausanne,CH,MXH,1015,university,1,EPFL plan,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333695,"POLYGON ((6.5628688 46.5193573, 6.5628692 46.5193228, 6.5628234 46.5193226, 6.5628235 46.5193099, 6.5628245 46.5192173, 6.5628246 46.5192079, 6.5628704 46.5192081, 6.5628706 46.5191865, 6.563447 46.5191894, 6.5634467 46.5192126, 6.5634834 46.5192124, 6.5634908 46.5192125, 6.56349 46.5192614, 6.5634891 46.519327, 6.5634428 46.5193267, 6.5634424 46.5193602, 6.5628688 46.5193573))",,MXG,Q124146236,Category:EPFL MXG,"[334496963, 649302840, 649302841, 649302849, 649302843, 861310625, 649302838, 334496958, 334496962, 654573315, 861310502, 654573317, 861310608, 654573318, 654573316, 334496960, 334496963]",Lausanne,CH,MXG,1015,university,4,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333696,"POLYGON ((6.5621123 46.5197826, 6.5621135 46.5196687, 6.5621222 46.5196683, 6.5621223 46.5196646, 6.562042 46.5196645, 6.5620428 46.5196315, 6.5621226 46.5196319, 6.5621224 46.5196283, 6.5621135 46.5196284, 6.5621155 46.5195345, 6.5627362 46.5195402, 6.5627351 46.5195787, 6.5627828 46.5195791, 6.5627815 46.5196076, 6.5628179 46.5196082, 6.5628162 46.5197006, 6.5627808 46.5197013, 6.5627804 46.5197271, 6.562732 46.5197275, 6.5627304 46.5197874, 6.5621123 46.5197826))",,MXE,,,"[334496964, 654573311, 861310574, 861310561, 654573314, 654573313, 654573312, 861310545, 861310513, 334496969, 334496970, 649302859, 649302861, 649302865, 649302867, 649302871, 649302863, 649302883, 649302881, 334496966, 334496964]",Lausanne,CH,MXE,1015,university,1,EPFL plan,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333697,"POLYGON ((6.5628653 46.5195739, 6.563439 46.5195778, 6.5634383 46.5196013, 6.5634859 46.5196014, 6.5634859 46.519614, 6.5634845 46.5197061, 6.563485 46.5197164, 6.5634375 46.5197158, 6.5634362 46.5197491, 6.5628625 46.5197443, 6.562862 46.5197121, 6.5628155 46.5197112, 6.5628162 46.5197006, 6.5628179 46.5196082, 6.562818 46.5195962, 6.5628652 46.5195965, 6.5628653 46.5195739))",,MXD,Q124145700,Category:EPFL MXD,"[334496965, 416444778, 649302892, 649302903, 649302898, 649302899, 649302904, 649302906, 416444779, 416444777, 649302869, 649302885, 649302871, 649302867, 649302872, 649302875, 334496965]",Lausanne,CH,MXD,1015,university,3,EPFL plan,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333698,"POLYGON ((6.5635693 46.5195784, 6.5641437 46.5195843, 6.5641435 46.5196068, 6.5641951 46.5196068, 6.5641946 46.519617, 6.5642244 46.5196172, 6.5642245 46.5196071, 6.5642289 46.5196077, 6.5642792 46.5196423, 6.5642791 46.519644, 6.5642726 46.519644, 6.5642725 46.519651, 6.5642976 46.5196509, 6.5642978 46.519679, 6.5642721 46.5196786, 6.5642723 46.5196853, 6.5642794 46.5196853, 6.5642792 46.5196867, 6.564227 46.5197217, 6.5642241 46.5197219, 6.5642238 46.5197117, 6.5641888 46.5197117, 6.5641883 46.5197217, 6.5641416 46.5197212, 6.5641403 46.519753, 6.5635655 46.5197493, 6.5635666 46.5197168, 6.5635196 46.5197162, 6.5635197 46.5197061, 6.5634845 46.5197061, 6.5634859 46.519614, 6.5635223 46.519614, 6.5635227 46.5196013, 6.5635695 46.5196019, 6.5635693 46.5195784))",File:MXC-L1001906.JPG,MXC,Q124084483,Category:EPFL MXC,"[334496972, 334496975, 861310560, 649302916, 861310543, 861310512, 649302924, 861310490, 649302930, 861310698, 861310584, 861310598, 861310613, 861310634, 861310694, 861310488, 649302928, 861310675, 861310616, 649302926, 649302922, 649302920, 649302918, 649302914, 416444780, 416444781, 649302905, 649302909, 649302901, 649302899, 649302898, 649302902, 649302896, 649302894, 334496972]",Lausanne,CH,MXC,1015,university,3,EPFL plan,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333699,"POLYGON ((6.5647871 46.5195786, 6.5648219 46.5195552, 6.5648231 46.5194825, 6.5647966 46.5194823, 6.5647888 46.5194776, 6.5647893 46.5194549, 6.5647895 46.5194427, 6.5647915 46.5194427, 6.5647917 46.5194308, 6.565365 46.5194353, 6.5653648 46.5194469, 6.5653719 46.5194469, 6.5653714 46.5194749, 6.5654542 46.5195331, 6.5653685 46.5195908, 6.5653681 46.5196178, 6.5653605 46.5196177, 6.5653603 46.5196297, 6.5648655 46.5196259, 6.5647885 46.5196256, 6.5647886 46.5196134, 6.5647827 46.5196134, 6.564783 46.5195855, 6.5647876 46.5195831, 6.5647871 46.5195786))",,ELB,,,"[938410219, 938410560, 938410576, 938410546, 938410454, 649302959, 861310632, 861310609, 861310594, 334496976, 861310570, 861310557, 649302970, 649302972, 649302979, 334496977, 861310531, 861310510, 938410229, 938410578, 938410468, 938410230, 938409957, 938409927, 938410219]",Lausanne,CH,ELB,1015,university,4,EPFL plan,,#D9BD97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333701,"POLYGON ((6.563527 46.5192616, 6.56349 46.5192614, 6.5634908 46.5192125, 6.5634834 46.5192124, 6.5634843 46.5191563, 6.5635304 46.5191566, 6.5635832 46.5191205, 6.5636349 46.5191564, 6.5636618 46.5191565, 6.5636358 46.5191745, 6.5636463 46.5191817, 6.5636583 46.51919, 6.5636845 46.5191723, 6.5636841 46.5191905, 6.5637358 46.5192266, 6.5636827 46.5192626, 6.5636822 46.5192959, 6.5636742 46.5192959, 6.5636741 46.5193026, 6.5636823 46.5193026, 6.5636813 46.5193617, 6.5635721 46.5193609, 6.5635726 46.5193279, 6.563526 46.5193275, 6.563527 46.5192616))",File:EPFL MXF-P1010016.JPG,MXF,Q124097927,Category:EPFL MXF,"[334496983, 861310608, 654573317, 861310502, 334496984, 938410433, 938410204, 938409931, 415933174, 334496981, 938410548, 861310603, 861310588, 938410426, 938410197, 938410192, 861310566, 861310612, 861310549, 861310577, 334496982, 861310597, 861310583, 861310573, 334496983]",Lausanne,CH,MXF,1015,university,3,EPFL plan,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333702,"POLYGON ((6.5647893 46.5194549, 6.5647888 46.5194776, 6.5647966 46.5194823, 6.5648231 46.5194825, 6.5648219 46.5195552, 6.5647871 46.5195786, 6.5647478 46.5196053, 6.564791 46.5196355, 6.5647855 46.5196392, 6.5647852 46.5196843, 6.5647202 46.5196841, 6.5646981 46.5196991, 6.5644137 46.5195006, 6.5644167 46.5193623, 6.56471 46.5193653, 6.5647097 46.5193769, 6.5647168 46.519377, 6.5647148 46.5194704, 6.5647492 46.5194472, 6.5647598 46.5194546, 6.5647893 46.5194549))",,ELA,,,"[649302959, 938410454, 938410546, 938410576, 938410560, 938410219, 938410220, 938410457, 938410199, 938409945, 938410562, 334496987, 334496988, 334496986, 861310680, 861310486, 334496985, 649302953, 649302960, 5641702393, 649302959]",Lausanne,CH,ELA,1015,university,3,EPFL plan,,,0,flat,Rue Maryam Mirzakhani,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30333703,"POLYGON ((6.5652007 46.52013, 6.5650899 46.5200552, 6.5650623 46.5200366, 6.565069 46.5199153, 6.5651587 46.5199171, 6.5651571 46.5198847, 6.5652605 46.5198185, 6.5654048 46.5198195, 6.5654961 46.5198854, 6.5654947 46.519914, 6.5655538 46.5199555, 6.5655516 46.520154, 6.5654321 46.5202317, 6.5653921 46.5202315, 6.5653561 46.5202313, 6.5652007 46.52013))",,CO,,,"[415913787, 938409952, 938410559, 938409942, 415913779, 861310509, 415913780, 334499944, 861310487, 861310681, 265744947, 265744946, 334500408, 938410201, 415913777, 415913787]",,CH,CO,1015,university,2,EPFL plan,,#AB8160,1,flat,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334080,"POLYGON ((6.5640549 46.5203896, 6.5640559 46.5203173, 6.5640561 46.5203006, 6.5640595 46.5200532, 6.5640611 46.5199397, 6.5621485 46.5199272, 6.5622879 46.5201614, 6.5637807 46.520171, 6.5637777 46.5203878, 6.5640549 46.5203896))",File:EPFL SV-L1001894.JPG,SV,Q124089241,Category:EPFL SV,"[334499945, 1593575095, 1593575092, 1593574955, 334499947, 334499948, 334499946, 415933222, 415933220, 334499945]",Lausanne,CH,SV,1015,university,5,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334082,"POLYGON ((6.5649591 46.5205356, 6.5649698 46.5204136, 6.5646473 46.5204109, 6.5631581 46.5203873, 6.5631584 46.5203711, 6.5631389 46.5203704, 6.5631387 46.520332, 6.563119 46.5203315, 6.5631185 46.5203064, 6.5631046 46.5203068, 6.5631039 46.5202958, 6.5625074 46.5202909, 6.5624345 46.5202909, 6.5624106 46.5202986, 6.5623988 46.5203097, 6.5623958 46.5203291, 6.5624064 46.5203479, 6.5624992 46.5205159, 6.5639517 46.5205346, 6.5645847 46.5205342, 6.5646782 46.5205346, 6.5649591 46.5205356))",,AI,,,"[265744943, 334499952, 9026083721, 334499953, 654573354, 654573353, 654573351, 654573352, 415933226, 654573356, 654573355, 654573334, 654573335, 654573331, 654573333, 415933227, 654573332, 334499951, 6918271756, 265744942, 938410458, 265744943]",Lausanne,CH,AI,1015,university,3,EPFL plan,,,1,flat,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334083,"POLYGON ((6.5638303 46.52117, 6.5638308 46.5210612, 6.563832 46.5209668, 6.5638339 46.5208585, 6.5638349 46.5207535, 6.563836 46.5206424, 6.5639476 46.5206445, 6.5645101 46.5206477, 6.5645067 46.5209448, 6.5645055 46.5210481, 6.564504 46.521172, 6.5638303 46.52117))",,SG,,,"[334499954, 334499961, 334499963, 334499964, 334499966, 334499968, 6918271757, 334499957, 938410470, 265744940, 334499955, 334499954]",Lausanne,CH,SG,1015,university,3,EPFL plan,,#ffffff,0,flat,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334084,"POLYGON ((6.5629335 46.5211684, 6.5629339 46.5210596, 6.5638308 46.5210612, 6.5638303 46.52117, 6.5629335 46.5211684))",,AAD,,,"[334499958, 334499960, 334499961, 334499954, 334499958]",Lausanne,CH,AAD,1015,university,3,EPFL plan,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334085,"POLYGON ((6.5627953 46.5209582, 6.5627972 46.5208499, 6.5638339 46.5208585, 6.563832 46.5209668, 6.5627953 46.5209582))",,AAC,,,"[334499962, 334499965, 334499964, 334499963, 334499962]",Lausanne,CH,AAC,1015,university,3,EPFL plan,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334086,"POLYGON ((6.5626555 46.5207484, 6.5626565 46.5206373, 6.563836 46.5206424, 6.5638349 46.5207535, 6.5626555 46.5207484))",,AAB,,,"[334499967, 334499969, 334499968, 334499966, 334499967]",Lausanne,CH,AAB,1015,university,3,EPFL plan,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334087,"POLYGON ((6.5649219 46.521902, 6.564705 46.5219008, 6.5647066 46.521706, 6.5647069 46.5216737, 6.564712 46.5210458, 6.5649319 46.5210486, 6.564927 46.5214695, 6.5649235 46.5217694, 6.5649219 46.521902))",,BP,,,"[334499970, 334499972, 9026075049, 9026075048, 334499973, 334499971, 938410206, 1430928414, 334499970]",Lausanne,CH,BP,1015,university,5,EPFL plan,,#ffffff,0,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,30334088,"POLYGON ((6.5651987 46.5204345, 6.5653615 46.5204357, 6.5653601 46.5205363, 6.5653392 46.5219621, 6.5651763 46.5219609, 6.5651791 46.5217697, 6.5651882 46.5211482, 6.5651967 46.5205686, 6.5651987 46.5204345))",File:EPFL-p1010383.jpg,BM,Q124101219,Category:EPFL BM,"[265744950, 334499975, 1593575102, 334499976, 334499974, 1593537110, 938409928, 938410205, 265744950]",Lausanne,CH,BM,1015,university,7,EPFL plan,,,0,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,30403026,"POLYGON ((6.5650915 46.5184631, 6.5650912 46.5183822, 6.5650908 46.5182685, 6.5653828 46.5182679, 6.5653835 46.5184625, 6.5650915 46.5184631))",File:EPFL 6881.jpg,ELL,Q124100374,Category:EPFL ELL,"[335535694, 5685331829, 335535683, 335535685, 335535688, 335535694]",Lausanne,CH,Bâtiment ELL,1015,university,2,EPFL plan,,#D9BD97,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30403028,"POLYGON ((6.5623752 46.5178588, 6.5623767 46.5177281, 6.5626993 46.5177299, 6.5626993 46.5177343, 6.5627505 46.5177346, 6.5627506 46.5177259, 6.5628613 46.5177265, 6.5628605 46.5177945, 6.5628597 46.5178667, 6.5627502 46.5178661, 6.5627503 46.5178569, 6.5627196 46.5178567, 6.5627196 46.5178607, 6.5623752 46.5178588))",File:PSE-P1010053.JPG,PSE A,Q124100805,Category:EPFL PSE A,"[335535696, 335535700, 861321151, 861321147, 861321158, 861321155, 335535718, 938410479, 335535720, 861321153, 861321149, 861321160, 861321157, 335535696]",Lausanne,CH,,1015,office,5,EPFL plan,,,,,,,,science_park,,,,,,,,,,,,,,,,,,,,,,,,
way,30404104,"POLYGON ((6.5617121 46.5178484, 6.5617135 46.5177225, 6.5621893 46.5177252, 6.5621883 46.5178157, 6.5621879 46.517851, 6.5617121 46.5178484))",,PSE B,Q124100836,Category:EPFL PSE B,"[335543403, 335543398, 335543407, 1763068767, 335543392, 335543403]",Lausanne,CH,,1015,office,5,EPFL plan,,,,,,,,science_park,,,,,,,,,,,,,,,,,,,,,,,,
way,30404108,"POLYGON ((6.562627 46.5176081, 6.5626335 46.5171081, 6.562871 46.5171095, 6.5628678 46.5173583, 6.5628645 46.5176096, 6.562627 46.5176081))",,PSE C,Q124100854,Category:EPFL PSE C,"[335543441, 335543440, 335543442, 861321159, 335543433, 335543441]",Lausanne,CH,,1015,office,4,EPFL plan,,,0,,,,,science_park,,,,,,,,,,,,,,,,,,,,,,,,
way,30404110,"POLYGON ((6.5641687 46.5178927, 6.564172 46.5176753, 6.5642765 46.517676, 6.5642782 46.5175626, 6.564168 46.5175618, 6.5641709 46.5173617, 6.5646444 46.5173651, 6.5646365 46.5178961, 6.5645283 46.5178954, 6.5645287 46.5178717, 6.5642229 46.5178695, 6.5642225 46.5178931, 6.5641687 46.5178927))",File:EPFL PPH-P1010062.jpg,PPH,Q124097981,Category:EPFL PPH,"[335543451, 416444783, 416444784, 416444785, 416444782, 335543443, 335543445, 335543444, 994949902, 994949925, 994949892, 994949894, 335543451]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,science_park,yes,,,,,,,,,,,,,,,,,,,,,,,
way,30404111,"POLYGON ((6.5648239 46.5178999, 6.5648295 46.5174547, 6.5652951 46.5174595, 6.5652873 46.5179024, 6.5650331 46.517901, 6.5648239 46.5178999))",,TCV,,,"[335543457, 335543470, 335543465, 335543461, 938410474, 335543457]",Lausanne,CH,,1015,university,3,EPFL plan,,,0,,,,,science_park,,,,,,,,,,,,,,,,,,,,,,,,
way,30404114,"POLYGON ((6.5645443 46.5172975, 6.5647 46.5172961, 6.5649388 46.517294, 6.5649379 46.5172464, 6.5648596 46.5171244, 6.5647699 46.5170714, 6.5646672 46.5170393, 6.56455 46.5170244, 6.5645072 46.5170248, 6.5645088 46.5171131, 6.5645408 46.5171128, 6.5645443 46.5172975))",,PPB,,,"[335543474, 938410465, 335543484, 660391346, 660391338, 335543505, 660391339, 335543512, 10778637606, 10778637605, 10778637604, 335543474]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,science_park,yes,,,,,,,,,,,,,,,,,,,,,,,
way,35468394,"POLYGON ((6.5664525 46.5219041, 6.566454 46.5217802, 6.5664572 46.5215164, 6.5661813 46.5215148, 6.5659021 46.5215132, 6.5658974 46.5219008, 6.5664525 46.5219041))",,GC H,,,"[415957423, 415957438, 415957424, 415957425, 415957426, 415957427, 415957423]",Lausanne,CH,GCH,1015,university,3,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468396,"POLYGON ((6.5661813 46.5215148, 6.5664572 46.5215164, 6.566461 46.5211918, 6.5664617 46.5211389, 6.5662679 46.5211378, 6.5662673 46.5211913, 6.5661808 46.5211908, 6.5661813 46.5215148))",,GC G,,,"[415957425, 415957424, 415957445, 415957434, 415957435, 415957436, 415957437, 415957425]",Lausanne,CH,GCG,1015,university,2,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468397,"POLYGON ((6.566454 46.5217802, 6.5670088 46.5217833, 6.5670157 46.5211955, 6.566837 46.5211946, 6.5668376 46.5211375, 6.5666471 46.5211365, 6.5666465 46.5211929, 6.566461 46.5211918, 6.5664572 46.5215164, 6.566454 46.5217802))",,GC F,,,"[415957438, 415957439, 415957440, 415957441, 415957442, 415957443, 415957444, 415957445, 415957424, 415957438]",Lausanne,CH,GCF,1015,university,2,EPFL plan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35468401,"POLYGON ((6.5677636 46.521518, 6.5679453 46.5215192, 6.5679469 46.5214019, 6.5680453 46.5214025, 6.5680487 46.5211425, 6.5679574 46.521142, 6.5679596 46.5209717, 6.5679599 46.5209457, 6.5677717 46.5209445, 6.5677692 46.5211383, 6.5676729 46.5211377, 6.5676694 46.5213985, 6.5677652 46.5213991, 6.5677636 46.521518))",,GR C,,,"[415957455, 415957456, 415957457, 415957458, 415957459, 415957460, 9379387816, 415957461, 415957462, 415957463, 415957464, 415957465, 415957466, 415957455]",Lausanne,CH,GRC,1015,university,4,EPFL plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
