element_type,osmid,geometry,image,name,wikidata,wikimedia_commons,nodes,addr:city,addr:country,addr:housename,addr:postcode,building,building:levels,source,architect,building:colour,roof:levels,roof:shape,addr:street,layer,wheelchair,amenity,nohousenumber,name:fr,bridge,foot,lit,surface,building:min_level,noaddress,description,opening_hours,phone,service:bicycle:pump,shop,website,capacity,leisure,check_date,opening_date,shelter_type,ways,type,ref,alt_name,building:part
relation,331569,"POLYGON ((6.5694263 46.5183493, 6.5694284 46.5182131, 6.5694331 46.5179167, 6.5694336 46.5178843, 6.5694347 46.5178126, 6.569359 46.517812, 6.5693116 46.5178116, 6.5690173 46.5178093, 6.5689892 46.5178091, 6.568944 46.5178088, 6.5685746 46.5178062, 6.568566 46.5178061, 6.5683866 46.5178047, 6.5682897 46.517804, 6.5680328 46.5178021, 6.5679913 46.5178018, 6.567895 46.5178021, 6.5678322 46.5178008, 6.567819 46.5178005, 6.5676452 46.5177992, 6.5676192 46.517799, 6.5672638 46.5177956, 6.5672618 46.517952, 6.5672612 46.5179772, 6.5672609 46.5180032, 6.5672607 46.5180154, 6.5672602 46.518049, 6.5672598 46.5180758, 6.5672595 46.5180962, 6.5672586 46.5181608, 6.5672561 46.5183349, 6.5672551 46.5184048, 6.5672548 46.5184279, 6.5672514 46.5186588, 6.5672514 46.5186761, 6.5672513 46.5186939, 6.5672481 46.5188885, 6.5676762 46.5188915, 6.5678349 46.5188959, 6.5678699 46.5188947, 6.5679136 46.5188932, 6.5679224 46.5188935, 6.5682393 46.5188955, 6.568288 46.5188966, 6.5683254 46.5188974, 6.568526 46.5188978, 6.5694175 46.518903, 6.5694218 46.518632, 6.5694257 46.5183861, 6.5694263 46.5183493), (6.5674263 46.518198, 6.56741 46.5182036, 6.5673898 46.5182067, 6.5673665 46.5182032, 6.5673463 46.5181921, 6.5673354 46.5181783, 6.5673301 46.5181651, 6.5673286 46.5181377, 6.56733 46.518113, 6.5673368 46.5180965, 6.5673488 46.5180882, 6.56737 46.5180816, 6.5673784 46.5180812, 6.5673942 46.5180805, 6.5674123 46.5180827, 6.5674342 46.5180878, 6.567445 46.5180967, 6.5674564 46.5181122, 6.5674596 46.5181328, 6.5674569 46.5181612, 6.5674528 46.5181718, 6.5674455 46.5181832, 6.5674428 46.5181873, 6.5674263 46.518198), (6.5676448 46.5185685, 6.5676162 46.5185735, 6.5675893 46.5185665, 6.5675749 46.5185565, 6.5675692 46.5185411, 6.5675729 46.518528, 6.5675839 46.5185158, 6.5675999 46.5185065, 6.5676207 46.5185045, 6.5676429 46.5185087, 6.5676606 46.5185231, 6.5676664 46.5185363, 6.5676637 46.5185543, 6.5676448 46.5185685), (6.5678627 46.5186634, 6.5678665 46.518687, 6.5678666 46.5187029, 6.5678645 46.5187073, 6.5678585 46.5187325, 6.5678382 46.5187575, 6.567807 46.518781, 6.5677669 46.5187999, 6.5677232 46.5188103, 6.5676715 46.518808, 6.56762 46.518793, 6.5675862 46.5187608, 6.5675748 46.5187222, 6.5675848 46.5186868, 6.56761 46.5186493, 6.5676436 46.5186223, 6.5676938 46.5186022, 6.5677377 46.5186025, 6.5677946 46.5186129, 6.5678356 46.518634, 6.5678487 46.5186452, 6.5678627 46.5186634), (6.5678399 46.5181347, 6.5678882 46.5181483, 6.5679124 46.5181692, 6.5679251 46.5181923, 6.5679241 46.5182271, 6.5679074 46.5182503, 6.5678845 46.5182645, 6.5678706 46.518271, 6.5678585 46.5182765, 6.5678086 46.5182921, 6.5677597 46.5183026, 6.5677241 46.5183062, 6.5676968 46.5183047, 6.5676578 46.5182966, 6.5676337 46.5182851, 6.5676142 46.5182703, 6.5676004 46.5182474, 6.5675972 46.518229, 6.5676019 46.5182069, 6.5676325 46.5181786, 6.5676725 46.518159, 6.5677412 46.5181408, 6.5677921 46.5181339, 6.5678399 46.5181347), (6.5680906 46.5183282, 6.5681609 46.5183249, 6.5682289 46.5183301, 6.568261 46.5183368, 6.5682879 46.5183478, 6.5683063 46.518358, 6.5683361 46.5183784, 6.5683581 46.5183977, 6.5683729 46.5184218, 6.5683797 46.5184454, 6.5683836 46.5184684, 6.5683765 46.518497, 6.5683645 46.5185246, 6.5683395 46.5185449, 6.5682938 46.5185661, 6.5682365 46.5185757, 6.5681494 46.5185767, 6.5680614 46.5185699, 6.5679883 46.5185589, 6.5679307 46.518542, 6.5679038 46.5185279, 6.5678746 46.5185081, 6.5678551 46.5184878, 6.567849 46.5184615, 6.5678522 46.5184318, 6.5678734 46.5184029, 6.5679031 46.5183791, 6.567949 46.5183587, 6.567965 46.518354, 6.5680292 46.5183381, 6.5680906 46.5183282), (6.567823 46.5178884, 6.5678511 46.5178731, 6.5678841 46.5178655, 6.5679138 46.5178655, 6.5679421 46.5178707, 6.5679632 46.5178792, 6.5679792 46.5178902, 6.5679952 46.51791, 6.5679981 46.5179381, 6.5679991 46.5179667, 6.5679908 46.5179938, 6.5679711 46.5180132, 6.5679495 46.5180242, 6.5679136 46.5180341, 6.5678796 46.5180339, 6.5678566 46.5180306, 6.5678329 46.5180213, 6.5678147 46.5180053, 6.5678051 46.517982, 6.5678048 46.5179261, 6.5678087 46.5179067, 6.567823 46.5178884), (6.5682349 46.5187672, 6.5682503 46.5187588, 6.5682755 46.5187556, 6.5682999 46.5187623, 6.5683111 46.5187713, 6.5683167 46.5187827, 6.5683179 46.5187933, 6.5683093 46.5188093, 6.5682962 46.5188184, 6.5682775 46.5188231, 6.5682565 46.518821, 6.5682388 46.518812, 6.5682253 46.5187969, 6.568224 46.5187817, 6.5682349 46.5187672), (6.568229 46.517974, 6.5682219 46.5179588, 6.5682191 46.5179439, 6.5682288 46.5179204, 6.5682416 46.5179107, 6.5682646 46.5179015, 6.5682909 46.5178993, 6.5683137 46.5179024, 6.5683354 46.5179118, 6.5683547 46.5179227, 6.5683815 46.5179299, 6.5684113 46.5179307, 6.5684329 46.5179266, 6.5684521 46.5179189, 6.5684783 46.5179073, 6.5685157 46.5179027, 6.5685471 46.5179144, 6.5685662 46.517927, 6.5685751 46.5179474, 6.568568 46.5179723, 6.5685489 46.5179874, 6.5685226 46.5179958, 6.5684952 46.5179968, 6.5684732 46.5179905, 6.5684476 46.5179772, 6.5684275 46.5179689, 6.5683978 46.5179657, 6.5683752 46.5179681, 6.568355 46.5179755, 6.5683336 46.5179861, 6.5683214 46.5179919, 6.568291 46.5179962, 6.5682622 46.5179937, 6.5682407 46.5179851, 6.568229 46.517974), (6.5684919 46.5181901, 6.5685102 46.5182088, 6.568513 46.5182279, 6.5685001 46.5182457, 6.5684674 46.5182607, 6.5684322 46.5182604, 6.5684004 46.518249, 6.5683824 46.5182274, 6.5683809 46.5182076, 6.5683916 46.5181894, 6.56841 46.5181813, 6.5684322 46.5181773, 6.5684597 46.5181787, 6.5684919 46.5181901), (6.568496 46.5186515, 6.5685316 46.518631, 6.568579 46.5186246, 6.5686135 46.5186252, 6.5686595 46.5186312, 6.5686881 46.5186451, 6.5687059 46.5186615, 6.568713 46.5186787, 6.5687154 46.518695, 6.5687095 46.5187253, 6.5686881 46.5187433, 6.5686607 46.5187564, 6.5686156 46.5187629, 6.5685775 46.5187607, 6.5685264 46.5187482, 6.5684962 46.5187296, 6.5684793 46.5187038, 6.5684781 46.5186785, 6.568496 46.5186515), (6.5685696 46.5183828, 6.5685928 46.5183561, 6.5686289 46.5183388, 6.568668 46.5183311, 6.5687097 46.5183273, 6.5687556 46.5183308, 6.5688063 46.5183438, 6.5688614 46.5183643, 6.5689018 46.5183887, 6.5689194 46.5184123, 6.5689249 46.5184356, 6.5689233 46.5184581, 6.5689149 46.5184812, 6.5688959 46.5185, 6.5688721 46.518518, 6.5688287 46.5185273, 6.568812 46.5185276, 6.5687945 46.5185275, 6.5687401 46.5185204, 6.5686673 46.5184952, 6.568609 46.5184675, 6.5685814 46.5184445, 6.5685663 46.518418, 6.5685696 46.5183828), (6.5688636 46.5179543, 6.5689281 46.5179181, 6.5690067 46.5178973, 6.5690972 46.5178875, 6.5691841 46.5178911, 6.5692392 46.5179123, 6.5692982 46.5179493, 6.5693388 46.5179985, 6.5693571 46.5180724, 6.5693412 46.5181419, 6.5693026 46.5182056, 6.5692368 46.5182494, 6.5691703 46.5182732, 6.56908 46.5182791, 6.5689973 46.5182725, 6.5689234 46.5182521, 6.5688719 46.5182297, 6.5688393 46.5182058, 6.5688076 46.5181748, 6.5687757 46.5181237, 6.5687679 46.5180717, 6.5687807 46.5180286, 6.5688169 46.51799, 6.5688636 46.5179543), (6.569048 46.5185123, 6.5690361 46.5184959, 6.5690385 46.5184771, 6.5690504 46.5184624, 6.5690706 46.5184558, 6.5691003 46.518455, 6.5691265 46.518464, 6.569136 46.5184763, 6.5691384 46.5184926, 6.5691313 46.5185098, 6.569111 46.5185204, 6.5690837 46.5185237, 6.5690659 46.5185221, 6.569048 46.5185123), (6.5690883 46.5187361, 6.5690681 46.5187492, 6.5690432 46.5187541, 6.5690158 46.5187501, 6.5689992 46.5187402, 6.568992 46.5187239, 6.5689944 46.5187083, 6.5690075 46.5186944, 6.5690289 46.5186854, 6.5690551 46.5186838, 6.5690765 46.5186911, 6.5690895 46.518701, 6.5690955 46.518719, 6.5690883 46.5187361))",,Rolex Learning Center,Q3030047,,"[[[566975749, 566975685, 861422927, 566975808, 566975825, 566975821, 566975822, 566975823, 566975824, 566975742, 566975743, 566975744], [566975744, 566975747, 566975749], [566975893, 566975894, 566975895, 566975896, 566975897, 566975898, 566975899, 566975900, 566975885, 566975886, 566975888, 566975889, 566975901, 566975893], [566975767, 566975768, 566975769, 566975765, 863920162, 863920188, 566975770, 566975771, 566975772, 566975773, 566975719, 566975720], [566975720, 566975721, 566975722, 566975723, 566975705, 566975706, 566975707, 566975708, 566975709, 566975766, 566975767], [759469667, 566975911, 4474597957], [4474597957, 4474848391, 4474625591], [4474625591, 1271277635], [1271277635, 859217756], [859217756, 4474625582], [4474625582, 4474597774], [4474597774, 859217569], [859217569, 1271277602], [4474597723, 1271277602], [4474597723, 4474597707], [4474597707, 1271313689, 4474597697], [4474597697, 4474597692], [566975621, 4474597692], [566975621, 1271277645], [1271277645, 859217778], [859217778, 2570187687, 9273399235, 4474771862, 859217775], [859217775, 1271277615], [1271277615, 1271277621], [1271277621, 759469670], [759469670, 1271277627], [1271277627, 1271277601], [1271277601, 9273399244, 2569871107, 4474611640], [4474611640, 760204611], [760204611, 1271277648], [1271277648, 566975814, 1271277606], [1271277606, 760204612], [760204612, 2569871152, 752869017], [752869017, 1271277613], [1271277613, 2117527636, 566975912, 760204615], [760204615, 4474611641], [4474611641, 2569875787, 4474598139], [4474597978, 4474598139], [4474598059, 10180762049, 10180758413, 4474597978], [4474598059, 759469667], [859217581, 566975752, 566975753, 566975754, 566975755, 566975756, 566975757, 566975758, 566975759, 566975774, 566975775, 566975776, 566975777, 566975778, 566975761, 566975763, 566975764, 859217548], [859217548, 566975733, 566975734, 566975735, 566975736, 566975737, 2569872274, 566975740, 566975741], [566975741, 566975730, 566975731, 566975750, 566975751, 859217581], [566975710, 566975711, 566975712, 566975713, 566975714, 566975715, 566975702, 2569873614, 566975703, 566975704, 566975716, 566975717, 566975718, 566975710], [566975869, 566975870, 566975871, 566975872, 566975873, 566975864, 566975874, 566975875, 566975876, 566975877, 566975878], [566975878, 566975879, 566975880, 566975881, 566975865, 566975866, 566975867, 566975868, 566975869], [566975882, 566975883, 566975846, 566975905, 566975847, 566975848, 566975849, 566975850, 566975851, 566975852, 566975853, 566975854, 566975884, 566975882], [566975832, 566975833, 566975834, 566975835, 566975836, 566975837, 566975828, 566975829, 566975830, 566975831, 566975845, 566975858, 566975859], [566975859, 566975860, 566975861, 566975855, 566975856, 566975857, 566975891, 566975892], [566975892, 2569873749, 566975862], [566975862, 566975863, 566975832], [566975779, 566975780, 566975781, 566975782, 566975783, 566975784, 566975785, 566975786, 566975787, 566975788, 566975789, 566975790, 566975791, 566975792, 566975779], [566975684, 2569871110, 566975671, 566975672, 566975673, 566975661, 566975662, 566975663, 566975669, 566975664, 566975666, 566975667, 566975668, 566975674, 566975675, 566975677, 566975678, 566975679], [566975679, 566975680, 566975681, 566975682, 566975793, 566975794, 566975795, 566975796, 566975797, 566975798, 566975799, 566975800, 566975802, 566975803, 566975670, 2569871111, 566975683, 566975684], [566975805, 566975806, 566975807, 566975838, 566975839, 566975840, 566975843, 566975844, 566975902, 566975903, 566975904, 566975815, 566975816, 566975817, 566975818, 566975819, 566975820, 566975809, 566975810, 566975811, 566975812, 566975813, 566975804, 566975805], [859217583, 566975632, 566975622, 566975623, 566975686, 566975687, 2569871148, 566975688, 566975689, 566975690, 566975692, 2569871144, 861422923, 566975624, 861422928, 566975625, 566975626], [566975626, 566975627, 566975628, 566975629, 2569871112], [2569871112, 566975630, 861422918, 859217583], [859217567, 566975652, 566975653, 566975633, 566975635, 566975636, 566975700, 566975701, 566975693, 566975694, 566975695, 566975696, 566975697], [566975697, 566975698, 566975699, 566975724, 2569871372], [2569871372, 566975725, 2569871318], [2569871318, 566975726, 566975727, 566975728, 566975651, 859217567], [859217606, 566975641, 566975642, 566975643, 566975644, 566975645, 566975646, 566975647, 566975648, 566975650, 566975657, 566975658, 566975659, 566975660, 566975654, 566975655], [566975655, 566975656, 566975637, 566975638, 566975639, 566975640, 859217606]]]",Lausanne,CH,,1015,university,2,,,,0,many,,1,,,yes,,,,,,,,,,,,,,,,,,,"[44675205, 72320820, 44675207, 60888504, 72320812, 250561310, 450559010, 450559020, 111626826, 450559005, 450549322, 450559015, 250561295, 450559002, 450559013, 450537370, 450559006, 450559017, 450559009, 111626824, 250591014, 250591011, 111626827, 111626833, 250561296, 111626825, 111626828, 450538566, 250561290, 111626821, 111626822, 250561305, 250561292, 44675199, 450538567, 250561302, 450559012, 450559018, 1112707664, 60888508, 72320821, 250561316, 44675213, 72320816, 60888505, 44675206, 60888506, 44675208, 250561304, 250561307, 44675210, 72320829, 60888510, 44675204, 44675200, 72320770, 250561312, 44675201, 72320834, 250561308, 250561314, 44675202, 72320810]",multipolygon,RLC,,
relation,409394,"POLYGON ((6.5696508 46.5209607, 6.56965 46.5210184, 6.5698379 46.5210196, 6.5698387 46.5209578, 6.5700267 46.520959, 6.5700284 46.5208281, 6.5698424 46.5208269, 6.5698433 46.52076, 6.5696534 46.5207588, 6.5696526 46.5208215, 6.5696508 46.5209607))",,PH C,,,"[[[415957630, 639642276], [639642284, 639642276], [639642284, 415957623, 415957624, 415957625, 639642324], [639642317, 639642324], [639642317, 415957628, 415957629], [415957630, 415957629]]]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468422, 50345280, 50345274, 50345426, 50345431, 50345273]",multipolygon,,,
relation,409395,"POLYGON ((6.569184 46.5209578, 6.5696508 46.5209607, 6.5696526 46.5208215, 6.5694611 46.5208203, 6.5694619 46.52076, 6.5692796 46.5207588, 6.5692787 46.5208242, 6.5691857 46.5208236, 6.569184 46.5209578))",,PH B,,,"[[[415957606, 639642284], [639642284, 639642276], [639642276, 415957619, 415957620], [415957620, 415957621], [415957621, 415957622, 415957610], [415957610, 415957606]]]",Lausanne,CH,,1015,university,3,EPFL plan,,,0,flat,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468421, 50345280, 50345291, 50345283, 50345282, 35468420]",multipolygon,,,
relation,409396,"POLYGON ((6.5700267 46.520959, 6.5700258 46.5210238, 6.570215 46.521025, 6.5702159 46.5209582, 6.5703089 46.5209588, 6.5703106 46.5208343, 6.570222 46.5208338, 6.5702227 46.5206329, 6.5700309 46.5206317, 6.5700284 46.5208281, 6.5700267 46.520959))",,PH D,,,"[[[415957638, 639642317], [639642317, 639642324], [639642324, 415957631, 415957632, 415957633, 415957634, 415957635, 415957636, 415957637], [415957637, 415957638]]]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468423, 50345426, 50345425, 50345430]",multipolygon,,,
relation,409397,"POLYGON ((6.5689068 46.5206271, 6.5690382 46.5206279, 6.5690898 46.5206283, 6.5692813 46.5206295, 6.5692796 46.5207588, 6.5694619 46.52076, 6.5694636 46.5206291, 6.5696551 46.5206303, 6.5696534 46.5207588, 6.5698433 46.52076, 6.569845 46.5206305, 6.5700309 46.5206317, 6.5702227 46.5206329, 6.5704045 46.520634, 6.5704036 46.5206972, 6.5705891 46.5206984, 6.5705899 46.520634, 6.5707786 46.5206351, 6.5707776 46.5207048, 6.570974 46.520706, 6.5709747 46.5206489, 6.5709753 46.5206081, 6.570977 46.520478, 6.5709774 46.5204424, 6.5709782 46.5203829, 6.5706008 46.5203806, 6.5706017 46.5203135, 6.5704133 46.5203123, 6.570413 46.5203413, 6.5704117 46.5204374, 6.570218 46.5204361, 6.5701218 46.5204355, 6.5700315 46.520435, 6.5700306 46.5205037, 6.5698418 46.5205025, 6.5698439 46.5203358, 6.5698443 46.5203095, 6.5696582 46.5203083, 6.5692839 46.5203046, 6.5692833 46.5203338, 6.5692799 46.5204969, 6.5691091 46.5204952, 6.5691125 46.5203335, 6.5691131 46.5203039, 6.569114 46.5202701, 6.5691076 46.5202512, 6.5691078 46.5201364, 6.56902 46.5201365, 6.5689157 46.5201366, 6.5689059 46.5201374, 6.5689051 46.5201752, 6.5686367 46.5201726, 6.5686347 46.5202681, 6.5686342 46.5202963, 6.5687328 46.5202972, 6.5687296 46.520456, 6.5687283 46.5205174, 6.5687274 46.5205578, 6.5687268 46.5205903, 6.5687266 46.5205973, 6.5687261 46.5206254, 6.5689068 46.5206271))",File:Centre Est-L1002039.JPG,CE,Q124090031,Category:EPFL Centre Est,"[[[415957690, 415957662, 2024461488, 415957663, 415957664, 2024461484, 2024461474, 8702444404, 9379387845, 415957665, 938409932, 2331681012, 8702444406, 8702444405, 415957666, 938409946, 415957667, 415957668, 11477078246, 7087895018, 7087895023, 7087895019, 938410217, 415957639, 639642270], [639642270, 938409922, 639642266], [639642266, 415957640, 415957621], [415957620, 415957621], [415957620, 415957641, 415957642, 415957630], [415957630, 415957629], [415957629, 415957643, 415957638, 415957637, 415957644, 415957645, 415957646, 415957647, 415957648, 415957649, 415957650, 415957652, 1341404013, 1642345877, 415957721, 415957653, 415957654, 415957655], [415957656, 415957655], [415957656, 2024461479, 415957657, 415957691], [415957691, 938410435, 415957658], [415957658, 415957659, 415957660, 2024461481, 415957661], [415957661, 415957690]]]",Lausanne,CH,,1015,university,3,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468424, 50345290, 50345286, 50345283, 50345281, 50345273, 50345427, 35468429, 50345428, 35468428, 50345429, 50345271]",multipolygon,,,
relation,409398,"POLYGON ((6.5688089 46.5209555, 6.569184 46.5209578, 6.5691857 46.5208236, 6.5690872 46.520823, 6.5690898 46.5206283, 6.5690382 46.5206279, 6.5689068 46.5206271, 6.5689042 46.5208214, 6.5688107 46.5208208, 6.5688089 46.5209555))",File:EPFL PHA-P1010131.JPG,PH A,Q124098031,Category:EPFL PHA,"[[[415957610, 415957606], [415957610, 415957611, 639642266], [639642270, 938409922, 639642266], [639642270, 415957615, 415957616, 415957607], [415957607, 415957606]]]",Lausanne,CH,,1015,university,4,EPFL plan,Jakob Zweifel,,0,flat,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468420, 50345284, 50345290, 50345279, 50345308]",multipolygon,,,
relation,409399,"POLYGON ((6.5688089 46.5209555, 6.5688056 46.5212069, 6.5688958 46.5212074, 6.5688949 46.5212758, 6.5690788 46.5212769, 6.5690796 46.5212111, 6.5691806 46.5212118, 6.569184 46.5209578, 6.5688089 46.5209555))",,PH H,,,"[[[415957607, 415957608, 415957609, 415957602, 415957603, 415957604, 415957605, 415957606], [415957607, 415957606]]]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,flat,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468419, 50345308]",multipolygon,,,
relation,409402,"POLYGON ((6.5696582 46.5203083, 6.5698443 46.5203095, 6.569846 46.5201771, 6.5700349 46.5201782, 6.5700376 46.5199879, 6.5698575 46.5199882, 6.5696636 46.5199871, 6.5696636 46.5200494, 6.5695695 46.5200492, 6.5695688 46.520174, 6.569659 46.5201743, 6.5696584 46.520275, 6.5696582 46.5203083))",,CH A,,,"[[[415957661, 415957682, 639642292], [415957684, 639642292], [415957684, 9863806308, 415957685, 415957686, 415957687, 415957688, 415957689, 8702444402, 415957690], [415957661, 415957690]]]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468427, 50345422, 50345272, 50345271]",multipolygon,,,
relation,409403,"POLYGON ((6.5700315 46.520435, 6.5701218 46.5204355, 6.570218 46.5204361, 6.5702193 46.5203401, 6.5702197 46.5203111, 6.5702214 46.5201814, 6.570415 46.5201826, 6.5704155 46.5199918, 6.5702229 46.5199906, 6.5700376 46.5199879, 6.5700349 46.5201782, 6.5700332 46.5203107, 6.5700328 46.520337, 6.5700315 46.520435))",,CH B,,,"[[[415957691, 938410435, 415957658], [415957691, 2024461476, 2024461482, 415957692, 639642307], [415957694, 639642307], [415957694, 9863806311, 415957684], [415957684, 639642292], [639642292, 2024461475, 2024461477, 415957658]]]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468428, 50345326, 50345423, 50345420, 50345422, 50345322]",multipolygon,,,
relation,409404,"POLYGON ((6.5704133 46.5203123, 6.5706017 46.5203135, 6.5706034 46.5201841, 6.5706051 46.5200553, 6.5706083 46.5199933, 6.5704155 46.5199918, 6.570415 46.5201826, 6.5704133 46.5203123))",,CH C,,,"[[[415957656, 415957655], [415957655, 415957696], [415957696, 415957699], [415957699, 415957695, 415957694], [415957694, 639642307], [639642307, 415957656]]]",Lausanne,CH,,1015,university,4,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468429, 50345314, 50345424, 50345421, 50345423, 50345335]",multipolygon,,,
relation,409405,"POLYGON ((6.5706034 46.5201841, 6.5709832 46.5201864, 6.5709849 46.5200576, 6.5706051 46.5200553, 6.5706034 46.5201841))",,STT,,,"[[[415957696, 415957697, 415957698, 415957699], [415957696, 415957699]]]",Lausanne,CH,,1015,university,,EPFL plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[35468430, 50345424]",multipolygon,,,
relation,409406,"POLYGON ((6.5706104 46.5198611, 6.5709864 46.5198631, 6.5709879 46.5197337, 6.5707958 46.5197326, 6.5707951 46.5197921, 6.5706112 46.519791, 6.5706104 46.5198611))",,CH J,,,"[[[415957711, 415957712, 415957713, 415957714, 415957715, 415957716], [415957716, 415957711]]]",Lausanne,CH,,1015,university,3,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468435, 50345419]",multipolygon,,,
relation,409407,"POLYGON ((6.570324 46.5198595, 6.5704176 46.5198602, 6.5704171 46.5198905, 6.5704155 46.5199918, 6.5706083 46.5199933, 6.5706099 46.5198913, 6.5706104 46.5198611, 6.5706112 46.519791, 6.5706164 46.5193466, 6.57033 46.519345, 6.570324 46.5198595))",,CH H,,,"[[[415957709, 415957710, 415957716], [415957716, 415957711], [415957711, 9863862519, 415957695, 415957694, 9863862518, 9863806313, 415957708], [415957708, 415957709]]]",Lausanne,CH,,1015,university,6,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468434, 50345419, 50345418, 50345339]",multipolygon,,,
relation,409408,"POLYGON ((6.5700415 46.5198588, 6.5700406 46.519887, 6.5700376 46.5199879, 6.5702229 46.5199906, 6.570226 46.5198885, 6.570227 46.5198581, 6.570324 46.5198595, 6.57033 46.519345, 6.5699528 46.5193429, 6.5699468 46.5198574, 6.5700415 46.5198588), (6.5700516 46.519472, 6.5702371 46.5194731, 6.5702348 46.5196634, 6.5700493 46.5196623, 6.5700516 46.519472))",,CH G,,,"[[[415957701, 9863806310, 9863806316, 415957684, 9863806311, 9863862517, 9863806312, 415957708], [415957708, 415957709], [415957709, 415957702], [415957701, 415957702], [415957704, 415957705, 415957706, 415957707, 415957704]]]",Lausanne,CH,,1015,university,2,EPFL plan,,,0,flat,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468433, 50345339, 50345352, 50345345, 35468432]",multipolygon,,,
relation,409409,"POLYGON ((6.5699468 46.5198574, 6.5699528 46.5193429, 6.5695802 46.5193407, 6.5695784 46.5194858, 6.5695739 46.5198556, 6.5696652 46.5198561, 6.5696649 46.5198837, 6.5696636 46.5199871, 6.5698575 46.5199882, 6.5698588 46.5198853, 6.5698591 46.5198569, 6.5699468 46.5198574))",,CH F,Q124146886,Category:EPFL CHF,"[[[415957702, 415957703, 8702444401, 415957700, 9863806307, 9863806314, 415957685, 9863806308, 9863806315, 9863806309, 415957701], [415957701, 415957702]]]",Lausanne,CH,,1015,university,2,EPFL plan,,,0,flat,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468431, 50345345]",multipolygon,,,
relation,409410,"POLYGON ((6.5698359 46.5212479, 6.5698367 46.5211507, 6.5694581 46.5211486, 6.569455 46.521411, 6.5696458 46.521412, 6.5696477 46.5212467, 6.5698359 46.5212479))",,PH J,,,"[[[415957744, 415957745, 415957740, 415957741, 415957742, 639642329], [639642329, 415957744]]]",Lausanne,CH,,1015,university,2,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468437, 35468438]",multipolygon,,,
relation,409411,"POLYGON ((6.5698359 46.5212479, 6.5698337 46.5214121, 6.5700198 46.5214131, 6.5700218 46.5212488, 6.5702099 46.5212496, 6.5702108 46.5211528, 6.5698367 46.5211507, 6.5698359 46.5212479))",,PH K,,,"[[[639642329, 415957744], [639642329, 415957746, 415957747, 415957748, 639642338], [415957750, 639642338], [415957750, 415957744]]]",Lausanne,CH,,1015,university,2,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468438, 50345433, 50345434, 50345432]",multipolygon,,,
relation,409412,"POLYGON ((6.5702099 46.5212496, 6.5702077 46.5214143, 6.5707705 46.5214174, 6.5707735 46.5211559, 6.5702108 46.5211528, 6.5702099 46.5212496))",,PH L,,,"[[[639642338, 415957751, 415957752, 415957753, 415957750], [415957750, 639642338]]]",Lausanne,CH,,1015,university,2,EPFL plan,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,"[35468439, 50345434]",multipolygon,,,
