u,v,key,osmid,name,highway,oneway,reversed,length,geometry,bridge,junction
2572389053,2572389102,0,250490617,,service,False,False,86.88,"LINESTRING (120.2681265 31.483439, 120.2682011 31.4833841, 120.2683022 31.4833352, 120.2684069 31.4833014, 120.2685062 31.4832854, 120.2686081 31.4832877, 120.268702 31.4833037, 120.268785 31.4833421, 120.2688708 31.4834043, 120.2689237 31.4834596)",,
2572389053,2572389164,0,250490617,,service,False,True,72.243,"LINESTRING (120.2681265 31.483439, 120.2680564 31.4835267, 120.2680346 31.4836459, 120.2680305 31.4840688)",,
2572389053,2572394711,0,250890832,,footway,False,True,36.251000000000005,"LINESTRING (120.2681265 31.483439, 120.2679536 31.4834455, 120.2677444 31.4834427)",,
2572389058,2572389138,0,250889643,,footway,False,False,12.201,"LINESTRING (120.2696309 31.4834242, 120.2695628 31.4833311)",,
2572389058,2570950193,0,250706059,,footway,False,False,31.425,"LINESTRING (120.2696309 31.4834242, 120.2697426 31.4833837, 120.269874 31.4833722, 120.2699437 31.4833425)",,
2572389058,2570950227,0,250706059,,footway,False,True,17.776,"LINESTRING (120.2696309 31.4834242, 120.2696165 31.4834294, 120.269536 31.4834889, 120.2695146 31.4835415)",,
2572389067,2572389119,0,250889642,,footway,False,False,39.852000000000004,"LINESTRING (120.2704292 31.4831825, 120.2704453 31.4832259, 120.2704426 31.4832808, 120.2704855 31.483338, 120.2705016 31.4833998, 120.2704855 31.4834775, 120.2704694 31.4835233)",,
2572389067,2570950257,0,250889642,,footway,False,True,38.007,"LINESTRING (120.2704292 31.4831825, 120.2703702 31.4831344, 120.2703326 31.4830818, 120.2703112 31.4830338, 120.2703112 31.4829903, 120.270338 31.4829331, 120.2703576 31.4828816)",,
2572389067,2572389091,0,250889644,,footway,False,False,33.462,"LINESTRING (120.2704292 31.4831825, 120.2704828 31.4831527, 120.2705392 31.4831454, 120.2706008 31.4831637, 120.2707674 31.483166)",,
2572389067,2570950237,0,250889644,,footway,False,True,43.367000000000004,"LINESTRING (120.2704292 31.4831825, 120.2703782 31.4832053, 120.2703407 31.4832122, 120.2702817 31.4831957, 120.2702253 31.4831843, 120.2701583 31.483187, 120.2700805 31.4832122, 120.269992 31.4832304)",,
2572389070,2570950193,0,250889636,,footway,False,True,26.607,"LINESTRING (120.2701475 31.4835027, 120.2701046 31.4834478, 120.2700483 31.4834043, 120.2699437 31.4833425)",,
2572389070,2572389131,0,250889642,,footway,False,False,25.729,"LINESTRING (120.2701475 31.4835027, 120.270102 31.4835251, 120.2700403 31.4835507, 120.2699678 31.4835548, 120.2699383 31.4835713, 120.2699396 31.4836073)",,
2572389070,2572389119,0,250889642,,footway,False,True,31.359,"LINESTRING (120.2701475 31.4835027, 120.2702012 31.4835114, 120.2702817 31.4835301, 120.2703407 31.4835439, 120.2703836 31.4835416, 120.2704694 31.4835233)",,
2572389091,2572389150,0,250489562,两江路,unclassified,False,False,44.246,"LINESTRING (120.2707674 31.483166, 120.2707709 31.4835639)",,
2572389091,2570950194,0,250489562,两江路,unclassified,False,True,26.287,"LINESTRING (120.2707674 31.483166, 120.2707654 31.4829296)",,
2572389091,2572389067,0,250889644,,footway,False,True,33.462,"LINESTRING (120.2707674 31.483166, 120.2706008 31.4831637, 120.2705392 31.4831454, 120.2704828 31.4831527, 120.2704292 31.4831825)",,
2572389095,2572389101,0,250889635,,service,False,False,82.223,"LINESTRING (120.2680164 31.4851969, 120.2688835 31.4851949)",,
2572389095,2569245009,0,250889635,,service,False,True,25.045,"LINESTRING (120.2680164 31.4851969, 120.2677523 31.4851999)",,
2572389095,2572389164,0,250889641,,path,False,True,125.446,"LINESTRING (120.2680164 31.4851969, 120.2680305 31.4840688)",,
2572389101,2572389095,0,250889635,,service,False,True,82.223,"LINESTRING (120.2688835 31.4851949, 120.2680164 31.4851969)",,
2572389101,2576540287,0,251116945,青山湾路,residential,False,False,61.58,"LINESTRING (120.2688835 31.4851949, 120.268882 31.4857487)",,
2572389101,2572394736,0,251116945,青山湾路,residential,False,True,54.43,"LINESTRING (120.2688835 31.4851949, 120.2688848 31.4847054)",,
2572389102,2569268632,0,250490617,,service,False,False,59.413999999999994,"LINESTRING (120.2689237 31.4834596, 120.2689609 31.4835262, 120.2689859 31.4836144, 120.2689915 31.483704, 120.2689808 31.4837793, 120.2689486 31.4838388, 120.2688869 31.4838914, 120.2688868 31.4839557)",,
2572389102,2572389053,0,250490617,,service,False,True,86.88,"LINESTRING (120.2689237 31.4834596, 120.2688708 31.4834043, 120.268785 31.4833421, 120.268702 31.4833037, 120.2686081 31.4832877, 120.2685062 31.4832854, 120.2684069 31.4833014, 120.2683022 31.4833352, 120.2682011 31.4833841, 120.2681265 31.483439)",,
2572389102,2572389185,0,250889633,,footway,False,False,81.975,"LINESTRING (120.2689237 31.4834596, 120.2689915 31.4834158, 120.2690452 31.4833924, 120.2691095 31.4833673, 120.2691364 31.4833494, 120.2691471 31.4833037, 120.2691471 31.4832579, 120.2691551 31.4832305, 120.26919 31.4831733, 120.269249 31.4831207, 120.2693858 31.4830361, 120.2694448 31.48302, 120.2694931 31.4830287, 120.2695199 31.4830429)",,
2572389106,2572389138,0,250889646,,footway,False,False,9.456,"LINESTRING (120.2694636 31.4833398, 120.2695628 31.4833311)",,
2572389106,2572389185,0,250889638,,footway,False,False,39.267,"LINESTRING (120.2694636 31.4833398, 120.2694609 31.4833009, 120.269426 31.4832648, 120.2693938 31.4832305, 120.2694234 31.4831893, 120.269477 31.483155, 120.2694958 31.4831115, 120.2695199 31.4830429)",,
2572389106,2570950227,0,250889638,,footway,False,True,56.86699999999999,"LINESTRING (120.2694636 31.4833398, 120.2694394 31.4833833, 120.2693885 31.4834084, 120.2693241 31.4834066, 120.2692651 31.4834158, 120.2692597 31.4834684, 120.2692892 31.4835114, 120.2693348 31.4835301, 120.2693912 31.4835228, 120.2694502 31.4835141, 120.2694841 31.483526, 120.2695146 31.4835415)",,
2572389119,2572389176,0,250889632,,footway,False,True,10.541,"LINESTRING (120.2704694 31.4835233, 120.270515 31.4835553, 120.270566 31.4835644)",,
2572389119,2572389070,0,250889642,,footway,False,False,31.359,"LINESTRING (120.2704694 31.4835233, 120.2703836 31.4835416, 120.2703407 31.4835439, 120.2702817 31.4835301, 120.2702012 31.4835114, 120.2701475 31.4835027)",,
2572389119,2572389067,0,250889642,,footway,False,True,39.852,"LINESTRING (120.2704694 31.4835233, 120.2704855 31.4834775, 120.2705016 31.4833998, 120.2704855 31.483338, 120.2704426 31.4832808, 120.2704453 31.4832259, 120.2704292 31.4831825)",,
2572389126,2572394711,0,250488877,中央大道,unclassified,False,True,69.186,"LINESTRING (120.267741 31.4840649, 120.2677444 31.4834427)",,
2572389126,2572389164,0,250490617,,service,False,False,27.455,"LINESTRING (120.267741 31.4840649, 120.2680305 31.4840688)",,
2572389126,2569245009,0,250488877,中央大道,unclassified,False,False,126.25099999999999,"LINESTRING (120.267741 31.4840649, 120.2677362 31.4849574, 120.2677523 31.4851999)",,
2572389131,2572389021,0,250889637,,footway,False,True,39.875,"LINESTRING (120.2699396 31.4836073, 120.2695191 31.4836053)",,
2572389131,2572389181,0,250889642,,footway,False,False,29.907999999999998,"LINESTRING (120.2699396 31.4836073, 120.269941 31.4836468, 120.2699544 31.4836697, 120.2699813 31.4837085, 120.2700349 31.4837359, 120.2700966 31.4837427, 120.2701571 31.4837521)",,
2572389131,2572389070,0,250889642,,footway,False,True,25.729,"LINESTRING (120.2699396 31.4836073, 120.2699383 31.4835713, 120.2699678 31.4835548, 120.2700403 31.4835507, 120.270102 31.4835251, 120.2701475 31.4835027)",,
2572389138,2572389058,0,250889643,,footway,False,True,12.201,"LINESTRING (120.2695628 31.4833311, 120.2696309 31.4834242)",,
2572389138,2572389106,0,250889646,,footway,False,True,9.456,"LINESTRING (120.2695628 31.4833311, 120.2694636 31.4833398)",,
2572389138,2572389171,0,250889643,,footway,False,False,32.157000000000004,"LINESTRING (120.2695628 31.4833311, 120.2695736 31.4832872, 120.269595 31.4832419, 120.2696326 31.483219, 120.2696862 31.4832168, 120.2697452 31.4832236, 120.2698069 31.4831957)",,
2572389144,2569266593,0,250490276,江南大道,residential,True,False,51.796,"LINESTRING (120.2702281 31.4839653, 120.2707743 31.4839693)",,
2572389144,2572389181,0,250889642,,footway,False,True,25.556999999999995,"LINESTRING (120.2702281 31.4839653, 120.2702253 31.4838659, 120.2701985 31.4837931, 120.2701571 31.4837521)",,
2572389150,2569266592,0,250489562,两江路,unclassified,False,False,35.417,"LINESTRING (120.2707709 31.4835639, 120.2707736 31.4838824)",,
2572389150,2572389091,0,250489562,两江路,unclassified,False,True,44.246,"LINESTRING (120.2707709 31.4835639, 120.2707674 31.483166)",,
2572389150,2572389176,0,250889632,,footway,False,False,19.43,"LINESTRING (120.2707709 31.4835639, 120.270566 31.4835644)",,
2572389164,2572389126,0,250490617,,service,False,True,27.455,"LINESTRING (120.2680305 31.4840688, 120.267741 31.4840649)",,
2572389164,2572389095,0,250889641,,path,False,False,125.446,"LINESTRING (120.2680305 31.4840688, 120.2680164 31.4851969)",,
2572389164,2572389053,0,250490617,,service,False,False,72.243,"LINESTRING (120.2680305 31.4840688, 120.2680346 31.4836459, 120.2680564 31.4835267, 120.2681265 31.483439)",,
2572389171,2572389138,0,250889643,,footway,False,True,32.157000000000004,"LINESTRING (120.2698069 31.4831957, 120.2697452 31.4832236, 120.2696862 31.4832168, 120.2696326 31.483219, 120.269595 31.4832419, 120.2695736 31.4832872, 120.2695628 31.4833311)",,
2572389176,2572389150,0,250889632,,footway,False,True,19.43,"LINESTRING (120.270566 31.4835644, 120.2707709 31.4835639)",,
2572389176,2572389119,0,250889632,,footway,False,False,10.541,"LINESTRING (120.270566 31.4835644, 120.270515 31.4835553, 120.2704694 31.4835233)",,
2572389176,2572389181,0,250889647,,footway,False,False,45.095000000000006,"LINESTRING (120.270566 31.4835644, 120.2705311 31.4836029, 120.2704721 31.4836349, 120.2704077 31.4836486, 120.2703434 31.4836669, 120.2702387 31.483704, 120.2701878 31.4837241, 120.2701571 31.4837521)",,
2572389181,2572389144,0,250889642,,footway,False,False,25.557,"LINESTRING (120.2701571 31.4837521, 120.2701985 31.4837931, 120.2702253 31.4838659, 120.2702281 31.4839653)",,
2572389181,2572389131,0,250889642,,footway,False,True,29.908,"LINESTRING (120.2701571 31.4837521, 120.2700966 31.4837427, 120.2700349 31.4837359, 120.2699813 31.4837085, 120.2699544 31.4836697, 120.269941 31.4836468, 120.2699396 31.4836073)",,
2572389181,2572389176,0,250889647,,footway,False,True,45.095000000000006,"LINESTRING (120.2701571 31.4837521, 120.2701878 31.4837241, 120.2702387 31.483704, 120.2703434 31.4836669, 120.2704077 31.4836486, 120.2704721 31.4836349, 120.2705311 31.4836029, 120.270566 31.4835644)",,
2572389185,2572389102,0,250889633,,footway,False,True,81.97500000000001,"LINESTRING (120.2695199 31.4830429, 120.2694931 31.4830287, 120.2694448 31.48302, 120.2693858 31.4830361, 120.269249 31.4831207, 120.26919 31.4831733, 120.2691551 31.4832305, 120.2691471 31.4832579, 120.2691471 31.4833037, 120.2691364 31.4833494, 120.2691095 31.4833673, 120.2690452 31.4833924, 120.2689915 31.4834158, 120.2689237 31.4834596)",,
2572389185,2572389042,0,250889638,,footway,False,False,53.075,"LINESTRING (120.2695199 31.4830429, 120.2695816 31.482983, 120.2696567 31.4829441, 120.2697613 31.4829103, 120.2698632 31.4828732, 120.2699357 31.4828554, 120.2700038 31.4828916)",,
2572389185,2572389106,0,250889638,,footway,False,True,39.266999999999996,"LINESTRING (120.2695199 31.4830429, 120.2694958 31.4831115, 120.269477 31.483155, 120.2694234 31.4831893, 120.2693938 31.4832305, 120.269426 31.4832648, 120.2694609 31.4833009, 120.2694636 31.4833398)",,
2572394683,2572394766,0,250490282,江南大道,residential,True,False,29.254,"LINESTRING (120.2699169 31.4841765, 120.2696084 31.4841761)",,
2572394683,2572394729,0,250890829,,footway,False,False,23.885,"LINESTRING (120.2699169 31.4841765, 120.2699169 31.4839617)",,
2572394683,2572394713,0,250890829,,footway,False,True,58.812,"LINESTRING (120.2699169 31.4841765, 120.2699196 31.4847054)",,
2572394697,2575305076,0,250489562,两江路,unclassified,False,False,54.365,"LINESTRING (120.2707807 31.4847054, 120.2707849 31.4851943)",,
2572394697,2575305038,0,250489562,两江路,unclassified,False,True,44.324,"LINESTRING (120.2707807 31.4847054, 120.2707772 31.4843068)",,
2572394697,2572394734,0,250890830,,path,False,True,51.898,"LINESTRING (120.2707807 31.4847054, 120.2702334 31.4847054)",,
2572394702,2569268634,0,250490282,江南大道,residential,True,False,39.239,"LINESTRING (120.2693 31.4841757, 120.2688862 31.4841752)",,
2572394702,2570950218,0,250706059,,footway,False,False,24.144,"LINESTRING (120.2693 31.4841757, 120.2692954 31.4839586)",,
2572394702,2572394712,0,250706059,,footway,False,True,58.902,"LINESTRING (120.2693 31.4841757, 120.2693053 31.4847054)",,
2572394711,2572389126,0,250488877,中央大道,unclassified,False,False,69.186,"LINESTRING (120.2677444 31.4834427, 120.267741 31.4840649)",,
2572394711,2569245005,0,"[250488880, 250488877]","['曲水桥', '中央大道']",unclassified,False,True,115.98199999999999,"LINESTRING (120.2677444 31.4834427, 120.2677447 31.4833803, 120.2677477 31.4832332, 120.2677799 31.4830686, 120.2678443 31.482913, 120.2679194 31.4827849, 120.2680266 31.4826385, 120.2681608 31.4824921)",yes,
2572394711,2572389053,0,250890832,,footway,False,False,36.251000000000005,"LINESTRING (120.2677444 31.4834427, 120.2679536 31.4834455, 120.2681265 31.483439)",,
2572394712,2572394702,0,250706059,,footway,False,False,58.902,"LINESTRING (120.2693053 31.4847054, 120.2693 31.4841757)",,
2572394712,2572394746,0,250890830,,path,False,False,28.997,"LINESTRING (120.2693053 31.4847054, 120.2696111 31.4847054)",,
2572394712,2572394736,0,250890830,,path,False,True,39.874,"LINESTRING (120.2693053 31.4847054, 120.2688848 31.4847054)",,
2572394713,2572394683,0,250890829,,footway,False,False,58.812,"LINESTRING (120.2699196 31.4847054, 120.2699169 31.4841765)",,
2572394713,2572394734,0,250890830,,path,False,False,29.756,"LINESTRING (120.2699196 31.4847054, 120.2702334 31.4847054)",,
2572394713,2572394746,0,250890830,,path,False,True,29.253,"LINESTRING (120.2699196 31.4847054, 120.2696111 31.4847054)",,
2572394729,2572389144,0,250490276,江南大道,residential,True,False,29.512,"LINESTRING (120.2699169 31.4839617, 120.2702281 31.4839653)",,
2572394729,2572394683,0,250890829,,footway,False,True,23.885,"LINESTRING (120.2699169 31.4839617, 120.2699169 31.4841765)",,
2572394734,2572394744,0,250890827,,footway,False,False,58.78,"LINESTRING (120.2702334 31.4847054, 120.270228 31.4841768)",,
2572394734,2572394697,0,250890830,,path,False,False,51.898,"LINESTRING (120.2702334 31.4847054, 120.2707807 31.4847054)",,
2572394734,2572394713,0,250890830,,path,False,True,29.756,"LINESTRING (120.2702334 31.4847054, 120.2699196 31.4847054)",,
2572394736,2572394712,0,250890830,,path,False,False,39.874,"LINESTRING (120.2688848 31.4847054, 120.2693053 31.4847054)",,
2572394736,2572389101,0,251116945,青山湾路,residential,False,False,54.43,"LINESTRING (120.2688848 31.4847054, 120.2688835 31.4851949)",,
2572394736,2569268634,0,251116945,青山湾路,residential,False,True,58.956,"LINESTRING (120.2688848 31.4847054, 120.2688862 31.4841752)",,
2572394744,2572394683,0,250490282,江南大道,residential,True,False,29.5,"LINESTRING (120.270228 31.4841768, 120.2699169 31.4841765)",,
2572394744,2572394734,0,250890827,,footway,False,True,58.78,"LINESTRING (120.270228 31.4841768, 120.2702334 31.4847054)",,
2572394746,2572394713,0,250890830,,path,False,False,29.253,"LINESTRING (120.2696111 31.4847054, 120.2699196 31.4847054)",,
2572394746,2572394712,0,250890830,,path,False,True,28.997,"LINESTRING (120.2696111 31.4847054, 120.2693053 31.4847054)",,
2572394746,2572394766,0,250890835,,footway,False,False,58.856,"LINESTRING (120.2696111 31.4847054, 120.2696084 31.4841761)",,
2572394762,2572394729,0,250490276,江南大道,residential,True,False,29.38,"LINESTRING (120.2696071 31.4839581, 120.2699169 31.4839617)",,
2572394762,2572394766,0,250890835,,footway,False,True,24.241,"LINESTRING (120.2696071 31.4839581, 120.2696084 31.4841761)",,
2572394766,2572394702,0,250490282,江南大道,residential,True,False,29.244,"LINESTRING (120.2696084 31.4841761, 120.2693 31.4841757)",,
2572394766,2572394762,0,250890835,,footway,False,False,24.241,"LINESTRING (120.2696084 31.4841761, 120.2696071 31.4839581)",,
2572394766,2572394746,0,250890835,,footway,False,True,58.856,"LINESTRING (120.2696084 31.4841761, 120.2696111 31.4847054)",,
2575305038,2572394697,0,250489562,两江路,unclassified,False,False,44.324,"LINESTRING (120.2707772 31.4843068, 120.2707807 31.4847054)",,
2575305038,2569266586,0,250489562,两江路,unclassified,False,True,5.738,"LINESTRING (120.2707772 31.4843068, 120.2707768 31.4842552)",,
2575305038,2575305040,0,251285348,,path,False,False,15.684,"LINESTRING (120.2707772 31.4843068, 120.2708785 31.4844183)",,
2575305040,2575305046,0,251285348,,path,False,False,59.392,"LINESTRING (120.2708785 31.4844183, 120.2715048 31.4844131)",,
2575305040,2575305038,0,251285348,,path,False,True,15.684,"LINESTRING (120.2708785 31.4844183, 120.2707772 31.4843068)",,
2575305040,2575305056,0,251285351,,footway,False,True,86.321,"LINESTRING (120.2708785 31.4844183, 120.270879 31.4851946)",,
2575305046,2570951299,0,250706174,,path,False,True,18.036,"LINESTRING (120.2715048 31.4844131, 120.2715056 31.4842509)",,
2575305046,2575305055,0,251285348,,path,False,False,57.476,"LINESTRING (120.2715048 31.4844131, 120.2721109 31.4844085)",,
2575305046,2575305040,0,251285348,,path,False,True,59.392,"LINESTRING (120.2715048 31.4844131, 120.2708785 31.4844183)",,
2575305055,2575305085,0,251285347,,path,False,False,87.769,"LINESTRING (120.2721109 31.4844085, 120.2721182 31.4851978)",,
2575305055,7111260416,0,251285347,,path,False,True,16.75,"LINESTRING (120.2721109 31.4844085, 120.2722189 31.4842893)",,
2575305055,2575305046,0,251285348,,path,False,True,57.476,"LINESTRING (120.2721109 31.4844085, 120.2715048 31.4844131)",,
2575305056,2575305076,0,251285350,,path,False,False,8.923,"LINESTRING (120.270879 31.4851946, 120.2707849 31.4851943)",,
2575305056,2575305085,0,251285350,,path,False,True,117.507,"LINESTRING (120.270879 31.4851946, 120.2721182 31.4851978)",,
2575305056,2575305040,0,251285351,,footway,False,False,86.321,"LINESTRING (120.270879 31.4851946, 120.2708785 31.4844183)",,
2575305076,2576540317,0,250489562,两江路,unclassified,False,False,61.648,"LINESTRING (120.2707849 31.4851943, 120.2707896 31.4857487)",,
2575305076,2572394697,0,250489562,两江路,unclassified,False,True,54.365,"LINESTRING (120.2707849 31.4851943, 120.2707807 31.4847054)",,
2575305076,2575305056,0,251285350,,path,False,True,8.923,"LINESTRING (120.2707849 31.4851943, 120.270879 31.4851946)",,
2575305085,2575305055,0,251285347,,path,False,True,87.769,"LINESTRING (120.2721182 31.4851978, 120.2721109 31.4844085)",,
2575305085,2575305056,0,251285350,,path,False,False,117.507,"LINESTRING (120.2721182 31.4851978, 120.270879 31.4851946)",,
2575305085,2569337355,0,251285350,,path,False,True,14.508,"LINESTRING (120.2721182 31.4851978, 120.2722712 31.4851982)",,
2576540287,2569268633,0,251116945,青山湾路,residential,False,False,18.203,"LINESTRING (120.268882 31.4857487, 120.2688816 31.4859124)",,
2576540287,2572389101,0,251116945,青山湾路,residential,False,True,61.58,"LINESTRING (120.268882 31.4857487, 120.2688835 31.4851949)",,
2576540287,2576549962,0,251435752,华山路,service,True,False,85.749,"LINESTRING (120.268882 31.4857487, 120.2697863 31.4857487)",,
2576540297,2569335440,0,250495177,,path,False,False,99.033,"LINESTRING (120.2689896 31.4872837, 120.270034 31.4872854)",,
2576540297,2569335415,0,250495177,,path,False,True,6.96,"LINESTRING (120.2689896 31.4872837, 120.2689162 31.4872836)",,
2576540297,2576540319,0,251435758,,path,False,True,24.945999999999998,"LINESTRING (120.2689896 31.4872837, 120.2691069 31.4873407, 120.2691983 31.4874172)",,
2576540300,2583147352,0,250489562,两江路,unclassified,False,False,35.328,"LINESTRING (120.2707909 31.485902, 120.2707936 31.4862197)",,
2576540300,2576540317,0,250489562,两江路,unclassified,False,True,17.047,"LINESTRING (120.2707909 31.485902, 120.2707896 31.4857487)",,
2576540300,2576549931,0,251435759,华山路,service,True,False,95.271,"LINESTRING (120.2707909 31.485902, 120.2697862 31.4859075)",,
2576540317,2576540300,0,250489562,两江路,unclassified,False,False,17.047,"LINESTRING (120.2707896 31.4857487, 120.2707909 31.485902)",,
2576540317,2575305076,0,250489562,两江路,unclassified,False,True,61.648,"LINESTRING (120.2707896 31.4857487, 120.2707849 31.4851943)",,
2576540319,2576540297,0,251435758,,path,False,False,24.945999999999998,"LINESTRING (120.2691983 31.4874172, 120.2691069 31.4873407, 120.2689896 31.4872837)",,
2576543620,2583147346,0,250489558,黄山路,unclassified,False,False,1.745,"LINESTRING (120.271409 31.4870174, 120.2713906 31.4870172)",,
2576543620,2583147379,0,250489558,黄山路,unclassified,False,True,44.358,"LINESTRING (120.271409 31.4870174, 120.2718768 31.487019)",,
2576543620,2576543621,0,251436251,,path,False,True,56.464,"LINESTRING (120.271409 31.4870174, 120.271376 31.487144, 120.2713547 31.4872502, 120.2713358 31.4873704, 120.2713232 31.4875191)",,
2576543621,2576543620,0,251436251,,path,False,False,56.464,"LINESTRING (120.2713232 31.4875191, 120.2713358 31.4873704, 120.2713547 31.4872502, 120.271376 31.487144, 120.271409 31.4870174)",,
2576543623,2569335524,0,251436250,,path,False,False,27.444,"LINESTRING (120.2718239 31.4883699, 120.2718209 31.4886167)",,
2576549909,2576549937,0,251436971,,service,False,True,39.734,"LINESTRING (120.2703107 31.4790119, 120.2707297 31.4790128)",,
2576549909,2576549969,0,251436975,,service,False,False,32.227999999999994,"LINESTRING (120.2703107 31.4790119, 120.2703419 31.4789434, 120.2703415 31.4788417, 120.270303 31.4787593, 120.2702828 31.4787399)",,
2576549909,2576549979,0,251436975,,service,False,True,60.867,"LINESTRING (120.2703107 31.4790119, 120.2703042 31.4790261, 120.2702356 31.4790927, 120.2701444 31.4791353, 120.2700417 31.4791488, 120.2699395 31.4791314, 120.2698507 31.4790853, 120.2697857 31.4790161)",,
2576549911,2576549964,0,251436961,,service,False,False,4.504,"LINESTRING (120.2688708 31.4780609, 120.2689076 31.4780865)",,
2576549911,2576589793,0,251436965,,service,False,False,33.585,"LINESTRING (120.2688708 31.4780609, 120.2692192 31.4780067)",,
2576549911,2576549932,0,251436965,,service,False,True,61.741,"LINESTRING (120.2688708 31.4780609, 120.26823 31.4781591)",,
2576549912,5085062303,0,"[521978161, 251436972]",,service,False,"[False, True]",145.376,"LINESTRING (120.2649208 31.4768713, 120.2647618 31.4777612, 120.2652327 31.4778286)",,
2576549912,5084928140,0,265001523,天目山路,service,False,False,77.287,"LINESTRING (120.2649208 31.4768713, 120.2649637 31.4766311, 120.2650944 31.4766312, 120.2654898 31.4766792)",,
2576549912,2576549982,0,"[251436968, 265001523]",天目山路,service,False,True,233.967,"LINESTRING (120.2649208 31.4768713, 120.2634314 31.4766815, 120.2632222 31.4767021, 120.2631149 31.4773357)",,
2576549931,2569268633,0,251435759,华山路,service,True,False,85.779,"LINESTRING (120.2697862 31.4859075, 120.2688816 31.4859124)",,
2576549931,2576549962,0,251436977,,service,False,False,17.658,"LINESTRING (120.2697862 31.4859075, 120.2697863 31.4857487)",,
2576549931,2619273966,0,251436977,,service,False,True,168.555,"LINESTRING (120.2697862 31.4859075, 120.2697809 31.4865241, 120.2698579 31.4865975, 120.2707969 31.4866)",,
2576549932,2576549911,0,251436965,,service,False,False,61.741,"LINESTRING (120.26823 31.4781591, 120.2688708 31.4780609)",,
2576549932,7611431393,0,250488879,中央大道,unclassified,False,False,99.131,"LINESTRING (120.26823 31.4781591, 120.2682263 31.4790053, 120.2682263 31.4790506)",,
2576549932,2576549960,0,"[833797138, 833797139, 250488879]",中央大道,unclassified,False,True,54.688,"LINESTRING (120.26823 31.4781591, 120.2682285 31.4780723, 120.2682278 31.4779356, 120.2682284 31.4776673)",yes,
2576549937,2576549954,0,251436970,,service,False,False,30.311,"LINESTRING (120.2707297 31.4790128, 120.2707381 31.4787403)",,
2576549937,2576549986,0,251436970,,service,False,True,74.547,"LINESTRING (120.2707297 31.4790128, 120.270754 31.4796829)",,
2576549937,2576549909,0,251436971,,service,False,False,39.734,"LINESTRING (120.2707297 31.4790128, 120.2703107 31.4790119)",,
2576549946,2576589796,0,251436961,,service,False,True,28.977,"LINESTRING (120.2698272 31.4787269, 120.2695905 31.4785621)",,
2576549946,2576549979,0,251436975,,service,False,False,34.581,"LINESTRING (120.2698272 31.4787269, 120.2697869 31.4787691, 120.2697548 31.4788435, 120.2697524 31.4789321, 120.2697804 31.4790027, 120.2697857 31.4790161)",,
2576549946,2576589784,0,251436975,,service,False,True,26.23,"LINESTRING (120.2698272 31.4787269, 120.2698525 31.4787004, 120.2699418 31.4786549, 120.2700439 31.4786382, 120.2700721 31.4786419)",,
2576549954,2576549958,0,251436970,,service,False,False,108.407,"LINESTRING (120.2707381 31.4787403, 120.2707678 31.4777657)",,
2576549954,2576549937,0,251436970,,service,False,True,30.311,"LINESTRING (120.2707381 31.4787403, 120.2707297 31.4790128)",,
2576549954,2576549969,0,251436976,,path,False,False,43.177,"LINESTRING (120.2707381 31.4787403, 120.2702828 31.4787399)",,
2576549958,2576589793,0,251436965,,service,False,True,149.282,"LINESTRING (120.2707678 31.4777657, 120.2692192 31.4780067)",,
2576549958,2576549954,0,251436970,,service,False,True,108.407,"LINESTRING (120.2707678 31.4777657, 120.2707381 31.4787403)",,
2576549958,2570950242,0,251436965,,service,False,False,328.28499999999997,"LINESTRING (120.2707678 31.4777657, 120.2714431 31.4777223, 120.2716067 31.4776995, 120.2716737 31.477688, 120.2717228 31.4777108, 120.2717408 31.4777635, 120.2718186 31.4784613, 120.2719546 31.4792342, 120.2720573 31.4798177)",,
2576549958,9733577883,0,"[251436970, 251436963, 251436964]",,service,False,False,155.05100000000002,"LINESTRING (120.2707678 31.4777657, 120.2707668 31.4776994, 120.2707645 31.4775462, 120.2707277 31.4775049, 120.2706625 31.4774867, 120.2705848 31.4774867, 120.2701127 31.4775691, 120.2694289 31.4776384)",yes,
2576549960,2576589780,0,251436963,,service,False,True,85.344,"LINESTRING (120.2682284 31.4776673, 120.2691283 31.4776592)",,
2576549960,5085060276,0,833797139,中央大道,unclassified,False,True,42.521,"LINESTRING (120.2682284 31.4776673, 120.2682271 31.4772849)",,
2576549960,2576549932,0,"[833797138, 833797139, 250488879]",中央大道,unclassified,False,False,54.687999999999995,"LINESTRING (120.2682284 31.4776673, 120.2682278 31.4779356, 120.2682285 31.4780723, 120.26823 31.4781591)",yes,
2576549962,2576540317,0,251435752,华山路,service,True,False,95.137,"LINESTRING (120.2697863 31.4857487, 120.2707896 31.4857487)",,
2576549962,2576549931,0,251436977,,service,False,True,17.658,"LINESTRING (120.2697863 31.4857487, 120.2697862 31.4859075)",,
2576549964,2576589796,0,251436961,,service,False,False,83.61,"LINESTRING (120.2689076 31.4780865, 120.2695905 31.4785621)",,
2576549964,2576549911,0,251436961,,service,False,True,4.504,"LINESTRING (120.2689076 31.4780865, 120.2688708 31.4780609)",,
2576549964,7611431392,0,814860078,,service,False,True,105.702,"LINESTRING (120.2689076 31.4780865, 120.268885 31.4790369)",,
2576549965,5085060276,0,833797139,中央大道,unclassified,False,False,45.746,"LINESTRING (120.2682257 31.4768735, 120.2682271 31.4772849)",,
