u,v,key,osmid,name,highway,oneway,reversed,length,geometry,bridge,junction
2569335603,2569335659,0,250495192,,footway,False,True,25.472,"LINESTRING (120.2646008 31.4893969, 120.2644747 31.489413, 120.2643504 31.48947)",,
2569335603,2569335562,0,250495211,,footway,False,False,48.394,"LINESTRING (120.2646008 31.4893969, 120.264574 31.489326, 120.2646428 31.4892901, 120.2646884 31.4892124, 120.2647188 31.4891019, 120.264743 31.4890127)",,
2569335608,2569335526,0,250495194,,path,False,False,20.783,"LINESTRING (120.2689111 31.4883746, 120.268913 31.4881877)",,
2569335608,2569335380,0,250495197,,path,False,False,66.802,"LINESTRING (120.2689111 31.4883746, 120.2696156 31.4883735)",,
2569335608,2569335423,0,250495197,,path,False,True,60.971,"LINESTRING (120.2689111 31.4883746, 120.2682681 31.4883775)",,
2569335610,2569335433,0,250495183,,footway,False,False,33.297,"LINESTRING (120.2654377 31.4890607, 120.265662 31.4888303)",,
2569335610,2569335439,0,250495183,,footway,False,True,28.064999999999998,"LINESTRING (120.2654377 31.4890607, 120.2653411 31.489111, 120.265308 31.4891643, 120.2652865 31.4892581)",,
2569335610,2569335460,0,250495189,,footway,False,False,26.180999999999997,"LINESTRING (120.2654377 31.4890607, 120.2653858 31.4890362, 120.2652982 31.4890173, 120.2651718 31.4890149)",,
2569335610,2569335503,0,250495189,,footway,False,True,28.764000000000003,"LINESTRING (120.2654377 31.4890607, 120.2654609 31.4890774, 120.2654662 31.4891323, 120.2654672 31.48931)",,
2569335616,2569335398,0,250495185,,service,False,False,6.77,"LINESTRING (120.2701992 31.4877529, 120.2702706 31.4877528)",,
2569335616,2569335440,0,250495178,,path,False,False,59.42100000000001,"LINESTRING (120.2701992 31.4877529, 120.2701947 31.4876892, 120.2701691 31.4876359, 120.2700903 31.4875427, 120.2699894 31.4874552, 120.2700152 31.487394, 120.2700323 31.4873317, 120.270034 31.4872854)",,
2569335616,2569335552,0,250495178,,path,False,True,42.629,"LINESTRING (120.2701992 31.4877529, 120.2701878 31.4878348, 120.270144 31.4879132, 120.2701315 31.487972, 120.2701744 31.4880338, 120.2702415 31.4880932)",,
2569335625,2569335498,0,250495188,,footway,False,False,23.130000000000003,"LINESTRING (120.2649334 31.4890401, 120.2649763 31.4891248, 120.2650183 31.4891735, 120.2650665 31.4892105)",,
2569335625,2569335562,0,250495189,,footway,False,False,18.536,"LINESTRING (120.2649334 31.4890401, 120.264861 31.4890424, 120.264743 31.4890127)",,
2569335625,2569335460,0,250495189,,footway,False,True,22.82,"LINESTRING (120.2649334 31.4890401, 120.2650273 31.4890241, 120.2651718 31.4890149)",,
2569335633,2569335487,0,250495201,,footway,False,True,20.507,"LINESTRING (120.2655262 31.4899276, 120.2654824 31.4901082)",,
2569335633,2569335382,0,250495211,,footway,False,True,12.115,"LINESTRING (120.2655262 31.4899276, 120.2656539 31.4899312)",,
2569335633,2569335521,0,250495211,,footway,False,False,51.438,"LINESTRING (120.2655262 31.4899276, 120.2653804 31.4899123, 120.2652767 31.4898795, 120.265147 31.4898642, 120.2649978 31.4898315)",,
2569335657,2931071668,0,250495202,北学院街,service,True,False,117.601,"LINESTRING (120.265724 31.4888302, 120.2657183 31.4877726)",,
2569335657,2569335577,0,250495203,,service,False,False,17.714,"LINESTRING (120.265724 31.4888302, 120.2659108 31.488828)",,
2569335657,2569335433,0,250495203,,service,False,True,5.879,"LINESTRING (120.265724 31.4888302, 120.265662 31.4888303)",,
2569335658,2569353782,0,250489555,泰山路,unclassified,False,False,26.834,"LINESTRING (120.2714717 31.4903055, 120.2717547 31.4903055)",,
2569335658,2569335494,0,250489555,泰山路,unclassified,False,True,130.983,"LINESTRING (120.2714717 31.4903055, 120.2700903 31.4903055)",,
2569335658,2569335426,0,250495190,,service,False,False,52.729,"LINESTRING (120.2714717 31.4903055, 120.2714728 31.4898313)",,
2569335659,2569335407,0,250495180,,footway,False,False,11.96,"LINESTRING (120.2643504 31.48947, 120.2642568 31.4895421)",,
2569335659,2569335567,0,250495180,,footway,False,True,60.839999999999996,"LINESTRING (120.2643504 31.48947, 120.2644094 31.4892718, 120.2644094 31.4892352, 120.264388 31.4892009, 120.2643379 31.4891728, 120.2642924 31.4891476, 120.2642655 31.4891088, 120.2642431 31.4890728, 120.2642441 31.4890401, 120.2642673 31.4889928)",,
2569335659,2569335603,0,250495192,,footway,False,False,25.472,"LINESTRING (120.2643504 31.48947, 120.2644747 31.489413, 120.2646008 31.4893969)",,
2569335659,2569335539,0,250495195,,footway,False,False,28.997000000000003,"LINESTRING (120.2643504 31.48947, 120.2645194 31.489464, 120.2646008 31.4894724, 120.2646544 31.4894816)",,
2569335673,2569335500,0,250495196,,footway,False,True,17.436,"LINESTRING (120.2649629 31.4895868, 120.2648042 31.489666)",,
2569335673,2569335576,0,250495195,,footway,False,False,32.579,"LINESTRING (120.2649629 31.4895868, 120.2650156 31.4894845, 120.2650344 31.4894228, 120.2650451 31.4893404, 120.2650495 31.489306)",,
2569335673,2569335539,0,250495195,,footway,False,True,31.506,"LINESTRING (120.2649629 31.4895868, 120.2647456 31.4895113, 120.2646544 31.4894816)",,
2569335673,2569335579,0,250495196,,footway,False,False,38.787000000000006,"LINESTRING (120.2649629 31.4895868, 120.2650729 31.4895616, 120.2651587 31.4895227, 120.2652526 31.4894678, 120.2653107 31.4894159)",,
2569335678,2569335512,0,250495200,,service,False,False,18.182,"LINESTRING (120.270785 31.4879086, 120.2707872 31.4877451)",,
2569335678,2569335552,0,250495205,,service,False,False,56.83200000000001,"LINESTRING (120.270785 31.4879086, 120.2706331 31.4879194, 120.2705302 31.4879429, 120.270439 31.487975, 120.2703166 31.4880406, 120.2702415 31.4880932)",,
2569335678,2569335360,0,250495205,,service,False,True,129.41199999999998,"LINESTRING (120.270785 31.4879086, 120.2709657 31.4879217, 120.2710971 31.4879514, 120.2712071 31.4879949, 120.2713036 31.4880543, 120.2714029 31.4881298, 120.2714887 31.488219, 120.2715692 31.488338, 120.2717128 31.488636)",,
2569337348,2569337351,0,250495354,,service,False,False,40.964,"LINESTRING (120.2722576 31.4838781, 120.2722576 31.4842465)",,
2569337351,2570951299,0,250490277,江南大道,unclassified,True,False,71.31,"LINESTRING (120.2722576 31.4842465, 120.2715056 31.4842509)",,
2569337351,7111260417,0,250495354,,service,False,False,4.804,"LINESTRING (120.2722576 31.4842465, 120.2722582 31.4842897)",,
2569337351,2569337348,0,250495354,,service,False,True,40.964,"LINESTRING (120.2722576 31.4842465, 120.2722576 31.4838781)",,
2569337351,7111260416,0,251285347,,path,False,False,6.01,"LINESTRING (120.2722576 31.4842465, 120.2722189 31.4842893)",,
2569337353,2569244993,0,250488877,中央大道,unclassified,False,False,23.493,"LINESTRING (120.2683296 31.4931018, 120.2683194 31.4933129)",,
2569337353,2569245003,0,250488877,中央大道,unclassified,False,True,80.95,"LINESTRING (120.2683296 31.4931018, 120.2682648 31.4923759)",,
2569337353,2569337360,0,250496762,,service,False,True,32.166,"LINESTRING (120.2683296 31.4931018, 120.2686688 31.4930972)",,
2569337355,7111260417,0,250495354,,service,False,True,101.028,"LINESTRING (120.2722712 31.4851982, 120.2722582 31.4842897)",,
2569337355,2575305085,0,251285350,,path,False,False,14.508,"LINESTRING (120.2722712 31.4851982, 120.2721182 31.4851978)",,
2569337355,2569260946,0,250495354,,service,False,False,202.88799999999998,"LINESTRING (120.2722712 31.4851982, 120.2722853 31.4862018, 120.2723549 31.4870206)",,
2569337360,2569337353,0,250496762,,service,False,False,32.166,"LINESTRING (120.2686688 31.4930972, 120.2683296 31.4931018)",,
2569337360,2569260919,0,250495354,,service,False,True,747.39,"LINESTRING (120.2686688 31.4930972, 120.2686551 31.4935336, 120.2709694 31.4939821, 120.2710452 31.4939834, 120.2711266 31.4939758, 120.2712142 31.4939537, 120.271301 31.4939187, 120.2722049 31.4932691, 120.2722692 31.4931959, 120.2723112 31.4931189, 120.272338 31.4930457, 120.2723443 31.4929809, 120.2724952 31.4903432)",,
2569337360,5439726794,0,250496762,,service,False,True,123.162,"LINESTRING (120.2686688 31.4930972, 120.2693537 31.4930953, 120.2693552 31.4925717)",,
2569337710,2931045241,0,250488877,中央大道,unclassified,False,False,19.47,"LINESTRING (120.2682655 31.4911862, 120.2682654 31.4913613)",,
2569337710,2569260834,0,250488877,中央大道,unclassified,False,True,97.93,"LINESTRING (120.2682655 31.4911862, 120.2682661 31.4903055)",,
2569337710,2569348728,0,250495353,,service,False,False,99.666,"LINESTRING (120.2682655 31.4911862, 120.2693166 31.4911922)",,
2569348728,2569337710,0,250495353,,service,False,True,99.666,"LINESTRING (120.2693166 31.4911922, 120.2682655 31.4911862)",,
2569348728,2569348772,0,250496757,,service,False,False,19.815,"LINESTRING (120.2693166 31.4911922, 120.2693166 31.491014)",,
2569348728,5439726788,0,"[250495353, 250496762]",,service,False,False,37.345,"LINESTRING (120.2693166 31.4911922, 120.269359 31.4911924, 120.2693582 31.4914921)",,
2569348772,2569348818,0,250496757,,service,False,False,78.782,"LINESTRING (120.2693166 31.491014, 120.2693139 31.4903055)",,
2569348772,2569348728,0,250496757,,service,False,True,19.815,"LINESTRING (120.2693166 31.491014, 120.2693166 31.4911922)",,
2569348772,5439726798,0,"[250496760, 564655710]",,service,False,True,442.01599999999996,"LINESTRING (120.2693166 31.491014, 120.269393 31.4910127, 120.2695576 31.4910143, 120.2705503 31.4910155, 120.2712204 31.4910163, 120.2712768 31.491069, 120.2712661 31.4916865, 120.2711856 31.4917643, 120.2693574 31.4917826)",,
2569348818,2569335494,0,250489555,泰山路,unclassified,False,False,73.618,"LINESTRING (120.2693139 31.4903055, 120.2700903 31.4903055)",,
2569348818,2569260834,0,250489555,泰山路,unclassified,False,True,99.352,"LINESTRING (120.2693139 31.4903055, 120.2682661 31.4903055)",,
2569348818,2569348772,0,250496757,,service,False,True,78.782,"LINESTRING (120.2693139 31.4903055, 120.2693166 31.491014)",,
2569353766,2569353781,0,250497344,,service,False,False,31.921,"LINESTRING (120.2719532 31.4907935, 120.2719503 31.4906722, 120.271756 31.4906768)",,
2569353781,2569353782,0,250497345,,service,False,False,41.287,"LINESTRING (120.271756 31.4906768, 120.2717547 31.4903055)",,
2569353781,2569353783,0,250497345,,service,False,True,27.065,"LINESTRING (120.271756 31.4906768, 120.2717569 31.4909202)",,
2569353781,2569353766,0,250497344,,service,False,True,31.921,"LINESTRING (120.271756 31.4906768, 120.2719503 31.4906722, 120.2719532 31.4907935)",,
2569353782,2569260919,0,250489555,泰山路,unclassified,False,False,70.339,"LINESTRING (120.2717547 31.4903055, 120.2724952 31.4903432)",,
2569353782,2569335658,0,250489555,泰山路,unclassified,False,True,26.834,"LINESTRING (120.2717547 31.4903055, 120.2714717 31.4903055)",,
2569353782,2569353781,0,250497345,,service,False,True,41.287,"LINESTRING (120.2717547 31.4903055, 120.271756 31.4906768)",,
2569353783,2569353781,0,250497345,,service,False,False,27.065,"LINESTRING (120.2717569 31.4909202, 120.271756 31.4906768)",,
2570934333,2570943299,0,250705455,,path,False,True,27.994,"LINESTRING (120.2659974 31.4812063, 120.2657022 31.4812046)",,
2570934333,2570943248,0,250705467,南学院街,service,False,True,58.86,"LINESTRING (120.2659974 31.4812063, 120.2658544 31.4817214)",,
2570934333,2570938820,0,"[250705139, 250705141, 250704847]","['武夷山路', '育英桥']",unclassified,False,False,48.477,"LINESTRING (120.2659974 31.4812063, 120.2661841 31.4812053, 120.2663558 31.4812044, 120.2665086 31.4812037)",yes,
2570934333,2570943289,0,250705467,南学院街,service,False,False,49.952,"LINESTRING (120.2659974 31.4812063, 120.266017 31.4810117, 120.2660197 31.4807578)",,
2570934334,2706632041,0,250705143,武夷山路,unclassified,False,True,68.647,"LINESTRING (120.2721745 31.4811928, 120.2714506 31.4811952)",,
2570934334,2706632043,0,250706067,,service,False,False,70.786,"LINESTRING (120.2721745 31.4811928, 120.2722161 31.4818284)",,
2570934334,2570950242,0,250706067,,service,False,True,153.309,"LINESTRING (120.2721745 31.4811928, 120.2721297 31.4806297, 120.2720573 31.4798177)",,
2570938552,2570938804,0,250705138,峨眉山路,unclassified,False,True,88.516,"LINESTRING (120.2678497 31.4798272, 120.2669163 31.4798327)",,
2570938552,2706621047,0,250705166,,path,False,False,52.718,"LINESTRING (120.2678497 31.4798272, 120.2678475 31.4793531)",,
2570938552,2569260930,0,"[250705136, 250705137]","['云水桥', '峨眉山路']",unclassified,False,"[False, True]",36.605000000000004,"LINESTRING (120.2678497 31.4798272, 120.2680563 31.479826, 120.2682357 31.479825)",yes,
2570938788,2570938820,0,250705141,武夷山路,unclassified,False,True,117.001,"LINESTRING (120.2677424 31.4811975, 120.2665086 31.4812037)",,
2570938788,2569245000,0,"[250705140, 250705141, 250705143]","['思源桥', '武夷山路']",unclassified,False,False,47.149,"LINESTRING (120.2677424 31.4811975, 120.2678605 31.481197, 120.2680643 31.4811959, 120.2682396 31.4811951)",yes,
2570938788,2570938796,0,250705165,,footway,False,True,99.501,"LINESTRING (120.2677424 31.4811975, 120.2677148 31.4817917, 120.2677022 31.4818568, 120.2676719 31.4819198, 120.2675306 31.4820341)",,
2570938796,2570938788,0,250705165,,footway,False,False,99.50099999999999,"LINESTRING (120.2675306 31.4820341, 120.2676719 31.4819198, 120.2677022 31.4818568, 120.2677148 31.4817917, 120.2677424 31.4811975)",,
2570938796,2570938800,0,250705165,,footway,False,True,133.29000000000002,"LINESTRING (120.2675306 31.4820341, 120.2674681 31.4820411, 120.2673232 31.4820342, 120.2671677 31.4820205, 120.2670443 31.4820251, 120.2669021 31.4820502, 120.2667098 31.4821039, 120.2664971 31.4821783, 120.26643 31.4822012, 120.2663818 31.4822012, 120.2663423 31.4821793, 120.2663201 31.48208, 120.2662726 31.4820581)",,
2570938796,5099743438,0,"[838924033, 838924034, 523953660]",,footway,False,False,68.2,"LINESTRING (120.2675306 31.4820341, 120.2678533 31.4821071, 120.2680126 31.4821108, 120.2682383 31.4821203)",yes,
2570938800,2570938796,0,250705165,,footway,False,False,133.29,"LINESTRING (120.2662726 31.4820581, 120.2663201 31.48208, 120.2663423 31.4821793, 120.2663818 31.4822012, 120.26643 31.4822012, 120.2664971 31.4821783, 120.2667098 31.4821039, 120.2669021 31.4820502, 120.2670443 31.4820251, 120.2671677 31.4820205, 120.2673232 31.4820342, 120.2674681 31.4820411, 120.2675306 31.4820341)",,
2570938800,2570938820,0,250705165,,footway,False,True,99.20200000000001,"LINESTRING (120.2662726 31.4820581, 120.2663925 31.4815012, 120.2663844 31.4814258, 120.2664032 31.4813663, 120.2664837 31.4812748, 120.2665086 31.4812037)",,
2570938800,5099738575,0,"[523951945, 523951599, 761133687]",,footway,False,True,29.759,"LINESTRING (120.2662726 31.4820581, 120.2662151 31.4820346, 120.2660652 31.4819872, 120.2659819 31.4819577)",yes,
2570938803,2570938820,0,250705165,,footway,False,False,58.989000000000004,"LINESTRING (120.2665809 31.4806904, 120.2665435 31.4807543, 120.2665078 31.4808242, 120.2664864 31.4809019, 120.2664837 31.4809477, 120.2664872 31.4810356, 120.2665006 31.4811111, 120.2665086 31.4812037)",,
2570938803,2570938823,0,250705165,,footway,False,True,168.03099999999998,"LINESTRING (120.2665809 31.4806904, 120.2666366 31.4806915, 120.266717 31.4807098, 120.2667975 31.4807235, 120.266878 31.4807235, 120.2669504 31.4807052, 120.267004 31.4806778, 120.2670496 31.4806275, 120.2670719 31.4805759, 120.267088 31.4805027, 120.2670853 31.4804386, 120.2670577 31.4803804, 120.2670067 31.4803438, 120.2669343 31.4803324, 120.2668788 31.4803334, 120.2668278 31.4803563, 120.2667868 31.4803461, 120.2667519 31.4803164, 120.2667098 31.4802373, 120.2666964 31.4801801, 120.2667197 31.4801013, 120.2667527 31.4800498, 120.2667956 31.4800177, 120.2668136 31.4799847, 120.266817 31.4798332)",,
2570938803,2570943321,0,"[250705472, 250705457, 250705460]",,footway,False,True,53.054,"LINESTRING (120.2665809 31.4806904, 120.2665266 31.4806801, 120.2664408 31.4806732, 120.2662503 31.4806595, 120.266143 31.4806549, 120.2660243 31.4806628)",yes,
2570938804,2570938552,0,250705138,峨眉山路,unclassified,False,False,88.516,"LINESTRING (120.2669163 31.4798327, 120.2678497 31.4798272)",,
2570938804,2570938823,0,250705138,峨眉山路,unclassified,False,True,9.417,"LINESTRING (120.2669163 31.4798327, 120.266817 31.4798332)",,
2570938804,2706621047,0,250705166,,path,False,True,245.84999999999997,"LINESTRING (120.2669163 31.4798327, 120.2669155 31.4797628, 120.266919 31.4796129, 120.2669297 31.4795214, 120.2669619 31.4794504, 120.2670558 31.4792926, 120.2670826 31.4792034, 120.2670899 31.4791132, 120.2671086 31.4790079, 120.2671416 31.4789198, 120.2671899 31.4788443, 120.2672623 31.4787848, 120.2673348 31.4787482, 120.2674412 31.4787289, 120.2677604 31.4787266, 120.2678095 31.4787528, 120.2678409 31.4788066, 120.2678475 31.4793531)",,
2570938820,2570938788,0,250705141,武夷山路,unclassified,False,False,117.001,"LINESTRING (120.2665086 31.4812037, 120.2677424 31.4811975)",,
2570938820,2570934333,0,"[250705139, 250705141, 250704847]","['武夷山路', '育英桥']",unclassified,False,True,48.477,"LINESTRING (120.2665086 31.4812037, 120.2663558 31.4812044, 120.2661841 31.4812053, 120.2659974 31.4812063)",yes,
2570938820,2570938800,0,250705165,,footway,False,False,99.202,"LINESTRING (120.2665086 31.4812037, 120.2664837 31.4812748, 120.2664032 31.4813663, 120.2663844 31.4814258, 120.2663925 31.4815012, 120.2662726 31.4820581)",,
2570938820,2570938803,0,250705165,,footway,False,True,58.989,"LINESTRING (120.2665086 31.4812037, 120.2665006 31.4811111, 120.2664872 31.4810356, 120.2664837 31.4809477, 120.2664864 31.4809019, 120.2665078 31.4808242, 120.2665435 31.4807543, 120.2665809 31.4806904)",,
2570938823,2570938804,0,250705138,峨眉山路,unclassified,False,False,9.417,"LINESTRING (120.266817 31.4798332, 120.2669163 31.4798327)",,
2570938823,2570943316,0,"[250705138, 250705142, 250489551]","['峨眉山路', '东行桥']",unclassified,False,True,51.114000000000004,"LINESTRING (120.266817 31.4798332, 120.2667358 31.4798337, 120.266463 31.4798337, 120.266278 31.4798337)",yes,
2570938823,2570938803,0,250705165,,footway,False,False,168.03099999999995,"LINESTRING (120.266817 31.4798332, 120.2668136 31.4799847, 120.2667956 31.4800177, 120.2667527 31.4800498, 120.2667197 31.4801013, 120.2666964 31.4801801, 120.2667098 31.4802373, 120.2667519 31.4803164, 120.2667868 31.4803461, 120.2668278 31.4803563, 120.2668788 31.4803334, 120.2669343 31.4803324, 120.2670067 31.4803438, 120.2670577 31.4803804, 120.2670853 31.4804386, 120.267088 31.4805027, 120.2670719 31.4805759, 120.2670496 31.4806275, 120.267004 31.4806778, 120.2669504 31.4807052, 120.266878 31.4807235, 120.2667975 31.4807235, 120.266717 31.4807098, 120.2666366 31.4806915, 120.2665809 31.4806904)",,
2570943243,2570943349,0,250705459,,service,False,False,33.985,"LINESTRING (120.2642646 31.482605, 120.2642416 31.4823)",,
2570943243,2570943248,0,250705467,南学院街,service,False,False,226.00199999999998,"LINESTRING (120.2642646 31.482605, 120.2645721 31.4825865, 120.2646705 31.4825717, 120.2648993 31.4825293, 120.2655967 31.4825225, 120.2656763 31.4825146, 120.2657246 31.4824757, 120.2657434 31.4823979, 120.2657469 31.4822525, 120.2657622 31.4820868, 120.2658024 31.4819084, 120.2658544 31.4817214)",,
2570943243,2570943245,0,250705467,南学院街,service,False,True,102.92999999999999,"LINESTRING (120.2642646 31.482605, 120.2636513 31.4827662, 120.2635681 31.4827753, 120.2632083 31.4827764)",,
2570943245,2569260880,0,250489569,三江路,unclassified,False,False,21.814,"LINESTRING (120.2632083 31.4827764, 120.2632148 31.4829725)",,
2570943245,2570943249,0,250489569,三江路,unclassified,False,True,53.194,"LINESTRING (120.2632083 31.4827764, 120.2631926 31.4822982)",,
2570943245,2570943243,0,250705467,南学院街,service,False,False,102.93,"LINESTRING (120.2632083 31.4827764, 120.2635681 31.4827753, 120.2636513 31.4827662, 120.2642646 31.482605)",,
2570943248,2570934333,0,250705467,南学院街,service,False,False,58.86,"LINESTRING (120.2658544 31.4817214, 120.2659974 31.4812063)",,
2570943248,2570943336,0,250705469,,service,False,True,13.495,"LINESTRING (120.2658544 31.4817214, 120.2657121 31.4817227)",,
2570943248,2570943243,0,250705467,南学院街,service,False,True,226.00199999999998,"LINESTRING (120.2658544 31.4817214, 120.2658024 31.4819084, 120.2657622 31.4820868, 120.2657469 31.4822525, 120.2657434 31.4823979, 120.2657246 31.4824757, 120.2656763 31.4825146, 120.2655967 31.4825225, 120.2648993 31.4825293, 120.2646705 31.4825717, 120.2645721 31.4825865, 120.2642646 31.482605)",,
2570943248,5099738575,0,523951945,,footway,False,False,34.925000000000004,"LINESTRING (120.2658544 31.4817214, 120.2659282 31.4817312, 120.2659685 31.4817587, 120.266006 31.4818502, 120.2659819 31.4819577)",,
2570943249,2570943245,0,250489569,三江路,unclassified,False,False,53.194,"LINESTRING (120.2631926 31.4822982, 120.2632083 31.4827764)",,
2570943249,2570943311,0,250489569,三江路,unclassified,False,True,50.369,"LINESTRING (120.2631926 31.4822982, 120.2631776 31.4818454)",,
2570943249,2570943349,0,250705456,,service,False,False,99.474,"LINESTRING (120.2631926 31.4822982, 120.2642416 31.4823)",,
2570943255,2570943260,0,250705453,,service,False,False,50.62,"LINESTRING (120.2652265 31.4807543, 120.2657603 31.4807567)",,
2570943255,2570943347,0,250705463,,service,False,False,50.309,"LINESTRING (120.2652265 31.4807543, 120.2652192 31.4812067)",,
2570943255,2570944007,0,250705453,,service,False,True,101.888,"LINESTRING (120.2652265 31.4807543, 120.2646786 31.480751, 120.264633 31.4807281, 120.2646147 31.4803245)",,
2570943260,5084906298,0,250705453,,service,False,False,14.376,"LINESTRING (120.2657603 31.4807567, 120.2659119 31.4807573)",,
2570943260,2570943255,0,250705453,,service,False,True,50.62,"LINESTRING (120.2657603 31.4807567, 120.2652265 31.4807543)",,
2570943260,2570943272,0,250705458,,footway,False,False,44.443,"LINESTRING (120.2657603 31.4807567, 120.2656522 31.4809614, 120.265612 31.4810826, 120.2655992 31.4811306)",,
2570943264,2570943347,0,250705463,,service,False,True,57.912,"LINESTRING (120.2652154 31.4817275, 120.2652192 31.4812067)",,
2570943264,2570943336,0,250705469,,service,False,False,47.104,"LINESTRING (120.2652154 31.4817275, 120.2657121 31.4817227)",,
2570943264,2570943354,0,250705469,,service,False,True,92.557,"LINESTRING (120.2652154 31.4817275, 120.2642395 31.481742)",,
2570943272,2570943260,0,250705458,,footway,False,True,44.443,"LINESTRING (120.2655992 31.4811306, 120.265612 31.4810826, 120.2656522 31.4809614, 120.2657603 31.4807567)",,
2570943272,2570943281,0,250705464,,path,False,False,12.058,"LINESTRING (120.2655992 31.4811306, 120.2655688 31.4811386, 120.2655436 31.481155, 120.2655263 31.4811777, 120.2655177 31.4812039)",,
2570943272,2570943299,0,250705464,,path,False,True,14.267,"LINESTRING (120.2655992 31.4811306, 120.2656414 31.4811345, 120.265669 31.4811479, 120.2656863 31.481164, 120.2656994 31.4811887, 120.2657022 31.4812046)",,
2570943281,2570943347,0,250705470,,path,False,True,28.308,"LINESTRING (120.2655177 31.4812039, 120.2652192 31.4812067)",,
2570943281,2570943313,0,250705464,,path,False,False,13.902000000000001,"LINESTRING (120.2655177 31.4812039, 120.2655205 31.4812218, 120.2655361 31.4812534, 120.2655587 31.4812724, 120.2655876 31.4812837, 120.2656091 31.4812862)",,
2570943281,2570943272,0,250705464,,path,False,True,12.058,"LINESTRING (120.2655177 31.4812039, 120.2655263 31.4811777, 120.2655436 31.481155, 120.2655688 31.4811386, 120.2655992 31.4811306)",,
2570943289,5084906298,0,250705453,,service,False,True,10.223,"LINESTRING (120.2660197 31.4807578, 120.2659119 31.4807573)",,
2570943289,2570943321,0,250705467,南学院街,service,False,False,10.573,"LINESTRING (120.2660197 31.4807578, 120.2660243 31.4806628)",,
2570943289,2570934333,0,250705467,南学院街,service,False,True,49.952,"LINESTRING (120.2660197 31.4807578, 120.266017 31.4810117, 120.2659974 31.4812063)",,
2570943299,2570934333,0,250705455,,path,False,False,27.994,"LINESTRING (120.2657022 31.4812046, 120.2659974 31.4812063)",,
2570943299,2570943272,0,250705464,,path,False,False,14.267,"LINESTRING (120.2657022 31.4812046, 120.2656994 31.4811887, 120.2656863 31.481164, 120.265669 31.4811479, 120.2656414 31.4811345, 120.2655992 31.4811306)",,
2570943299,2570943313,0,250705464,,path,False,True,14.122,"LINESTRING (120.2657022 31.4812046, 120.2656981 31.4812315, 120.2656872 31.481251, 120.2656654 31.4812708, 120.2656405 31.481282, 120.2656091 31.4812862)",,
2570943311,2570943249,0,250489569,三江路,unclassified,False,False,50.369,"LINESTRING (120.2631776 31.4818454, 120.2631926 31.4822982)",,
2570943311,2569260848,0,250489569,三江路,unclassified,False,True,76.71,"LINESTRING (120.2631776 31.4818454, 120.2631549 31.4811558)",,
2570943311,2570943354,0,250705469,,service,False,False,104.37599999999999,"LINESTRING (120.2631776 31.4818454, 120.2640563 31.4818489, 120.2642395 31.481742)",,
2570943313,2570943336,0,250705462,,footway,False,False,49.683,"LINESTRING (120.2656091 31.4812862, 120.2656307 31.4814097, 120.2656549 31.4814967, 120.2656656 31.4815973, 120.2657121 31.4817227)",,
2570943313,2570943299,0,250705464,,path,False,False,14.121999999999998,"LINESTRING (120.2656091 31.4812862, 120.2656405 31.481282, 120.2656654 31.4812708, 120.2656872 31.481251, 120.2656981 31.4812315, 120.2657022 31.4812046)",,
2570943313,2570943281,0,250705464,,path,False,True,13.902000000000001,"LINESTRING (120.2656091 31.4812862, 120.2655876 31.4812837, 120.2655587 31.4812724, 120.2655361 31.4812534, 120.2655205 31.4812218, 120.2655177 31.4812039)",,
2570943316,5084928135,0,250489551,峨眉山路,unclassified,False,True,124.237,"LINESTRING (120.266278 31.4798337, 120.2649679 31.4798335)",,
2570943316,2570938823,0,"[250705138, 250705142, 250489551]","['峨眉山路', '东行桥']",unclassified,False,False,51.114000000000004,"LINESTRING (120.266278 31.4798337, 120.266463 31.4798337, 120.2667358 31.4798337, 120.266817 31.4798332)",yes,
2570943316,2570943321,0,250705467,南学院街,service,False,True,96.267,"LINESTRING (120.266278 31.4798337, 120.2661921 31.4799788, 120.2661224 31.4801344, 120.2660741 31.4802968, 120.2660419 31.4804432, 120.2660277 31.4805931, 120.2660243 31.4806628)",,
2570943316,7611431300,0,814860048,,residential,False,True,89.992,"LINESTRING (120.266278 31.4798337, 120.2664212 31.4794672, 120.2666035 31.4790738)",,
2570943321,2570943289,0,250705467,南学院街,service,False,True,10.573,"LINESTRING (120.2660243 31.4806628, 120.2660197 31.4807578)",,
2570943321,2570938803,0,"[250705472, 250705457, 250705460]",,footway,False,False,53.053999999999995,"LINESTRING (120.2660243 31.4806628, 120.266143 31.4806549, 120.2662503 31.4806595, 120.2664408 31.4806732, 120.2665266 31.4806801, 120.2665809 31.4806904)",yes,
2570943321,2570943316,0,250705467,南学院街,service,False,False,96.267,"LINESTRING (120.2660243 31.4806628, 120.2660277 31.4805931, 120.2660419 31.4804432, 120.2660741 31.4802968, 120.2661224 31.4801344, 120.2661921 31.4799788, 120.266278 31.4798337)",,
2570943336,2570943248,0,250705469,,service,False,False,13.495,"LINESTRING (120.2657121 31.4817227, 120.2658544 31.4817214)",,
2570943336,2570943264,0,250705469,,service,False,True,47.104,"LINESTRING (120.2657121 31.4817227, 120.2652154 31.4817275)",,
2570943336,2570943313,0,250705462,,footway,False,True,49.683,"LINESTRING (120.2657121 31.4817227, 120.2656656 31.4815973, 120.2656549 31.4814967, 120.2656307 31.4814097, 120.2656091 31.4812862)",,
