u,v,key,osmid,highway,oneway,reversed,length,geometry,tunnel,maxspeed,lanes,name,width,access,service
8729088290,688404574,0,28616493,footway,False,False,18.236,"LINESTRING (-71.116472 42.3751974, -71.1165457 42.3753521)",,,,,,,
8729088290,314502288,0,28616493,footway,False,True,5.356,"LINESTRING (-71.116472 42.3751974, -71.1164506 42.3751519)",,,,,,,
8729088290,688404576,0,942673946,footway,False,True,18.541,"LINESTRING (-71.116472 42.3751974, -71.1164232 42.3753602)",,,,,,,
8729088289,314502286,0,28616493,footway,False,False,4.089,"LINESTRING (-71.1165613 42.3753855, -71.1165796 42.3754197)",,,,,,,
8729088289,688404574,0,28616493,footway,False,True,3.929,"LINESTRING (-71.1165613 42.3753855, -71.1165457 42.3753521)",,,,,,,
8729088289,688404576,0,942673961,footway,False,False,11.688,"LINESTRING (-71.1165613 42.3753855, -71.1164232 42.3753602)",,,,,,,
8729088291,314502307,0,28616457,footway,False,False,29.382,"LINESTRING (-71.1180207 42.3737984, -71.1177243 42.3739463)",,,,,,,
8729088291,82766870,0,34145429,footway,False,False,3.909,"LINESTRING (-71.1180207 42.3737984, -71.118067 42.3738065)",,,,,,,
8729088291,314502306,0,34145429,footway,False,True,35.316,"LINESTRING (-71.1180207 42.3737984, -71.1176023 42.3737254)",,,,,,,
8729088293,82766870,0,942673964,footway,False,False,4.637,"LINESTRING (-71.1181139 42.3737833, -71.118067 42.3738065)",,,,,,,
8729088293,688404504,0,942673964,footway,False,True,23.269,"LINESTRING (-71.1181139 42.3737833, -71.1183493 42.3736669)",,,,,,,
8729088293,391540574,0,942673965,footway,False,False,23.835,"LINESTRING (-71.1181139 42.3737833, -71.1183969 42.3738306)",,,,,,,
61323587,7631495188,0,8616219,tertiary,False,False,4.115,"LINESTRING (-71.1123394 42.3770136, -71.1122912 42.3770237)",,,2,Kirkland Street,15.9,,
61323587,61323589,0,8616219,tertiary,False,True,27.218,"LINESTRING (-71.1123394 42.3770136, -71.1126581 42.3769466)",,,2,Kirkland Street,15.9,,
61323589,7631495207,0,8614817,residential,False,False,7.42,"LINESTRING (-71.1126581 42.3769466, -71.1126791 42.3770115)",,25 mph,2,Kirkland Place,9.1,,
61323589,61323587,0,8616219,tertiary,False,False,27.218,"LINESTRING (-71.1126581 42.3769466, -71.1123394 42.3770136)",,,2,Kirkland Street,15.9,,
61323589,3748512197,0,8616219,tertiary,False,True,29.857,"LINESTRING (-71.1126581 42.3769466, -71.1130077 42.3768731)",,,2,Kirkland Street,15.9,,
11732863305,61321849,0,8615678,tertiary,False,False,43.057,"LINESTRING (-71.1156153 42.3763289, -71.1151107 42.3764337)",,25 mph,2,Kirkland Street,15.9,,
11732863305,61321851,0,8615678,tertiary,False,True,7.792,"LINESTRING (-71.1156153 42.3763289, -71.1157066 42.3763099)",,25 mph,2,Kirkland Street,15.9,,
11732863305,688404598,0,846654212,footway,False,False,9.116,"LINESTRING (-71.1156153 42.3763289, -71.1156424 42.3762494)",,,,,,,
11732863305,6297995284,0,846654212,footway,False,True,7.592,"LINESTRING (-71.1156153 42.3763289, -71.1155927 42.3763951)",,,,,,,
11732863306,6297995279,0,530032165,footway,False,False,7.118,"LINESTRING (-71.1139719 42.3767361, -71.1139621 42.3766725)",,,,,,,
11732863306,11732863307,0,672543019,footway,False,False,3.748,"LINESTRING (-71.1139719 42.3767361, -71.113928 42.3767453)",,,,,,,
11732863306,7631495216,0,672543019,footway,False,True,20.981,"LINESTRING (-71.1139719 42.3767361, -71.1142177 42.3766848)",,,,,,,
11732863307,6297995280,0,530032161,footway,False,True,7.626,"LINESTRING (-71.113928 42.3767453, -71.113839 42.3767648)",,,,,,,
11732863307,11732863306,0,672543019,footway,False,True,3.748,"LINESTRING (-71.113928 42.3767453, -71.1139719 42.3767361)",,,,,,,
11732863307,6297995283,0,"[817138202, 530032164]",footway,False,True,69.37,"LINESTRING (-71.113928 42.3767453, -71.1141528 42.3773208, -71.1141586 42.3773453)",,,,,,,
1731270991,1833767629,0,38414635,footway,False,False,14.41,"LINESTRING (-71.1162206 42.3788256, -71.1160693 42.37876)",,,,,,,
1731270991,454071809,0,1241978390,footway,False,True,24.215,"LINESTRING (-71.1162206 42.3788256, -71.1160581 42.3790073)",,,,,,,
1731270991,454071434,0,38414635,footway,False,True,26.188,"LINESTRING (-71.1162206 42.3788256, -71.1162927 42.3788547, -71.1165053 42.3789315)",,,,,,,
1731270991,4470898301,0,1241978390,footway,False,False,29.596,"LINESTRING (-71.1162206 42.3788256, -71.1163087 42.3787644, -71.1164496 42.3787083, -71.116526 42.3786926)",,,,,,,
1731270994,454071809,0,450173980,footway,False,False,15.078,"LINESTRING (-71.1160588 42.3788717, -71.1160581 42.3790073)",,,,,,,
1731270994,454071727,0,161131495,footway,False,False,28.04,"LINESTRING (-71.1160588 42.3788717, -71.1159894 42.3787955, -71.1158948 42.3786512)",,,,,,,
1731270994,1833767629,0,450173980,footway,False,True,12.453000000000001,"LINESTRING (-71.1160588 42.3788717, -71.1160594 42.3788522, -71.1160693 42.37876)",,,,,,,
1731270996,4470898295,0,38414635,footway,False,False,18.11,"LINESTRING (-71.116213 42.3783768, -71.1163589 42.3782547)",,,,,,,
1731270996,454071727,0,38414635,footway,False,True,40.217,"LINESTRING (-71.116213 42.3783768, -71.1159156 42.3786265, -71.1158948 42.3786512)",,,,,,,
1731270996,1833767629,0,450173980,footway,False,False,44.32,"LINESTRING (-71.116213 42.3783768, -71.1161613 42.3784798, -71.1161177 42.3785853, -71.1160895 42.3786727, -71.1160693 42.37876)",,,,,,,
391541080,391539703,0,34145296,footway,False,False,18.551,"LINESTRING (-71.1173472 42.3735556, -71.1175549 42.3734901)",,,,,,,
391541080,391541093,0,34145296,footway,False,True,17.76,"LINESTRING (-71.1173472 42.3735556, -71.1171733 42.3736505)",,,,,,,
391541080,82766888,0,34145420,footway,False,False,19.946,"LINESTRING (-71.1173472 42.3735556, -71.1174826 42.3737045)",,,,,,,
391541080,391540966,0,34145420,footway,False,True,35.844,"LINESTRING (-71.1173472 42.3735556, -71.1171948 42.3735048, -71.1169803 42.3733847)",,,,,,,
391541093,391541080,0,34145296,footway,False,False,17.76,"LINESTRING (-71.1171733 42.3736505, -71.1173472 42.3735556)",,,,,,,
391541093,82766888,0,34145429,footway,False,False,26.108,"LINESTRING (-71.1171733 42.3736505, -71.1174826 42.3737045)",,,,,,,
391541093,688404514,0,34145429,footway,False,True,16.951,"LINESTRING (-71.1171733 42.3736505, -71.1171039 42.3736492, -71.1170305 42.3736738, -71.1169916 42.3737039)",,,,,,,
11417624969,391539968,0,34028265,footway,False,False,22.558,"LINESTRING (-71.1168315 42.3738599, -71.1167676 42.3740572)",,,,,,,
11417624969,391539694,0,34028265,footway,False,True,15.055,"LINESTRING (-71.1168315 42.3738599, -71.1168746 42.3737283)",,,,,,,
11417624969,391539967,0,1231126560,footway,False,False,25.831,"LINESTRING (-71.1168315 42.3738599, -71.1165593 42.3739762)",,,,,,,
61317517,7631495217,0,8615678,tertiary,False,False,21.041,"LINESTRING (-71.1144736 42.376566, -71.114227 42.3766172)",,25 mph,2,Kirkland Street,15.9,,
61317517,7192614922,0,8615678,tertiary,False,True,24.593,"LINESTRING (-71.1144736 42.376566, -71.1147618 42.3765061)",,25 mph,2,Kirkland Street,15.9,,
61317519,6297996785,0,672541021,pedestrian,False,True,54.453,"LINESTRING (-71.1146783 42.3770988, -71.1145056 42.376626)",,,1,Frisbie Place,4.9,,
61317519,5147915572,0,1189178505,footway,False,True,20.653,"LINESTRING (-71.1146783 42.3770988, -71.1147835 42.3772675)",,,,,,,
61317519,6297995283,0,672541021,pedestrian,False,False,52.712999999999994,"LINESTRING (-71.1146783 42.3770988, -71.1146567 42.3771401, -71.1143707 42.377305, -71.1141586 42.3773453)",,,1,Frisbie Place,4.9,,
3442432400,314502509,0,54678901,footway,False,True,5.867,"LINESTRING (-71.1144978 42.3758639, -71.1144281 42.3758524)",,,,,,,
11417624980,688404573,0,1231126561,footway,False,True,23.36,"LINESTRING (-71.1162758 42.3747981, -71.1163157 42.3748113, -71.1163359 42.3748223, -71.1163555 42.3748346, -71.116371 42.3748474, -71.1163871 42.3748579, -71.1164044 42.3748641, -71.1164341 42.3748711, -71.1164585 42.3748746, -71.1164734 42.374883, -71.1164883 42.3748953, -71.1165009 42.3749144)",,,,,,,
3303477652,3301714339,0,323562093,footway,False,True,22.237,"LINESTRING (-71.1179096 42.3793354, -71.1176391 42.3793273)",,,,,,,
3303477652,3303477654,0,323562095,footway,False,True,15.163,"LINESTRING (-71.1179096 42.3793354, -71.1178982 42.3794715)",,,,,,,
3303477652,3303477663,0,323562095,footway,False,False,70.712,"LINESTRING (-71.1179096 42.3793354, -71.1179276 42.3792869, -71.1179572 42.3792422, -71.1180022 42.3791814, -71.1180562 42.3791263, -71.1181167 42.3790769, -71.1181823 42.3790379, -71.1185366 42.3789726)",,,,,,,
3303477654,3303477652,0,323562095,footway,False,False,15.163,"LINESTRING (-71.1178982 42.3794715, -71.1179096 42.3793354)",,,,,,,
3303477654,3303477656,0,323562095,footway,False,True,31.84,"LINESTRING (-71.1178982 42.3794715, -71.1181071 42.3797127)",,,,,,,
3303477654,3303477666,0,"[846668281, 846668282, 323562094]",footway,False,True,38.103,"LINESTRING (-71.1178982 42.3794715, -71.1181389 42.3795569, -71.1181716 42.3795671, -71.1183168 42.3796191)",,,,,,,
3303477653,3303477666,0,323562094,footway,False,False,26.591,"LINESTRING (-71.1186136 42.3797146, -71.1183168 42.3796191)",,,,,,,
3303477653,3303477667,0,323562097,footway,False,True,5.298,"LINESTRING (-71.1186136 42.3797146, -71.1186108 42.3797622)",,,,,,,
3303477653,11732131133,0,323562097,footway,False,False,28.132,"LINESTRING (-71.1186136 42.3797146, -71.1186239 42.3795031, -71.1185786 42.3794788)",,,,,,,
3303477656,3303477654,0,323562095,footway,False,False,31.84,"LINESTRING (-71.1181071 42.3797127, -71.1178982 42.3794715)",,,,,,,
3303477656,3303477666,0,"[323562096, 846668283, 846668284]",footway,False,False,20.183999999999997,"LINESTRING (-71.1181071 42.3797127, -71.1181304 42.3796969, -71.1181647 42.379682, -71.1183168 42.3796191)",,,,,,,
3303477663,11732131131,0,1262701441,footway,False,False,20.632,"LINESTRING (-71.1185366 42.3789726, -71.1184604 42.3787958)",,,,,,,
3303477663,3303477652,0,323562095,footway,False,True,70.71199999999999,"LINESTRING (-71.1185366 42.3789726, -71.1181823 42.3790379, -71.1181167 42.3790769, -71.1180562 42.3791263, -71.1180022 42.3791814, -71.1179572 42.3792422, -71.1179276 42.3792869, -71.1179096 42.3793354)",,,,,,,
3303477663,11732131133,0,"[1262701440, 1262701439]",footway,False,True,56.79,"LINESTRING (-71.1185366 42.3789726, -71.118568 42.3790525, -71.118582 42.3791131, -71.1185907 42.3792278, -71.1185855 42.3793258, -71.1185803 42.3794148, -71.1185786 42.3794788)",,,,,,,
11238726048,7883982097,0,845052223,footway,False,True,5.704,"LINESTRING (-71.1124092 42.3796605, -71.11239 42.3796112)",,,,,,,
11238726048,11238726049,0,1213090657,footway,False,False,6.069,"LINESTRING (-71.1124092 42.3796605, -71.112341 42.3796815)",,,,,,,
11238726048,7899717366,0,845052223,footway,False,False,91.627,"LINESTRING (-71.1124092 42.3796605, -71.1126476 42.3802738, -71.1127199 42.3804519)",,,,,,,
11238726049,7883982138,0,1213090657,footway,False,False,8.383,"LINESTRING (-71.112341 42.3796815, -71.1122468 42.3797105)",,,,,,,
11238726049,11238726048,0,1213090657,footway,False,True,6.069,"LINESTRING (-71.112341 42.3796815, -71.1124092 42.3796605)",,,,,,,
11238726049,7899717365,0,8615199,residential,True,False,91.051,"LINESTRING (-71.112341 42.3796815, -71.112509 42.380096, -71.1126483 42.3804682)",,20 mph,1,Francis Avenue,12.2,,
3303477666,3303477653,0,323562094,footway,False,True,26.591,"LINESTRING (-71.1183168 42.3796191, -71.1186136 42.3797146)",,,,,,,
3303477666,3303477654,0,"[846668281, 846668282, 323562094]",footway,False,False,38.102999999999994,"LINESTRING (-71.1183168 42.3796191, -71.1181716 42.3795671, -71.1181389 42.3795569, -71.1178982 42.3794715)",,,,,,,
3303477666,11732131133,0,"[846668283, 1262701439]",footway,False,False,27.313000000000002,"LINESTRING (-71.1183168 42.3796191, -71.1185673 42.3795052, -71.1185771 42.3794924, -71.1185786 42.3794788)",,,,,,,
3303477666,3303477656,0,"[323562096, 846668283, 846668284]",footway,False,True,20.183999999999997,"LINESTRING (-71.1183168 42.3796191, -71.1181647 42.379682, -71.1181304 42.3796969, -71.1181071 42.3797127)",,,,,,,
3301714339,3301714343,0,323368918,footway,False,False,25.582,"LINESTRING (-71.1176391 42.3793273, -71.1176193 42.3795569)",,,,,,,
3301714339,1096311837,0,323368918,footway,False,True,39.483,"LINESTRING (-71.1176391 42.3793273, -71.1175184 42.3789836)",,,,,,,
3301714339,3303477652,0,323562093,footway,False,False,22.237,"LINESTRING (-71.1176391 42.3793273, -71.1179096 42.3793354)",,,,,,,
3301714339,3301714344,0,323368919,footway,False,True,36.981,"LINESTRING (-71.1176391 42.3793273, -71.1176149 42.3793315, -71.1172943 42.379538)",,,,,,,
3301714340,3301714343,0,323368918,footway,False,True,17.615,"LINESTRING (-71.1176058 42.379715, -71.1176193 42.3795569)",,,,,,,
3301714341,3301714342,0,323174920,service,False,False,24.476,"LINESTRING (-71.1169663 42.3797398, -71.1169903 42.3795204)",,,,,,destination,parking_aisle
3301714341,3301714344,0,323368919,footway,False,False,35.062,"LINESTRING (-71.1169663 42.3797398, -71.1172943 42.379538)",,,,,,,
3301714342,3299685045,0,323174920,service,False,False,66.767,"LINESTRING (-71.1169903 42.3795204, -71.1170557 42.3789219)",,,,,,destination,parking_aisle
3301714342,3301714341,0,323174920,service,False,True,24.476,"LINESTRING (-71.1169903 42.3795204, -71.1169663 42.3797398)",,,,,,destination,parking_aisle
3301714342,3301714344,0,323368920,footway,False,False,25.047,"LINESTRING (-71.1169903 42.3795204, -71.1172943 42.379538)",,,,,,,
3301714343,3301714340,0,323368918,footway,False,False,17.615,"LINESTRING (-71.1176193 42.3795569, -71.1176058 42.379715)",,,,,,,
3301714343,3301714339,0,323368918,footway,False,True,25.582,"LINESTRING (-71.1176193 42.3795569, -71.1176391 42.3793273)",,,,,,,
3301714343,3301714344,0,323368920,footway,False,True,26.778,"LINESTRING (-71.1176193 42.3795569, -71.1172943 42.379538)",,,,,,,
3748512168,7631487116,0,371269718,footway,False,False,10.629,"LINESTRING (-71.1136069 42.3761011, -71.1134794 42.3760848)",,,,,,,
3301714344,3301714341,0,323368919,footway,False,True,35.062,"LINESTRING (-71.1172943 42.379538, -71.1169663 42.3797398)",,,,,,,
3301714344,3301714343,0,323368920,footway,False,False,26.778,"LINESTRING (-71.1172943 42.379538, -71.1176193 42.3795569)",,,,,,,
3301714344,3301714342,0,323368920,footway,False,True,25.047,"LINESTRING (-71.1172943 42.379538, -71.1169903 42.3795204)",,,,,,,
3301714344,3301714339,0,323368919,footway,False,False,36.981,"LINESTRING (-71.1172943 42.379538, -71.1176149 42.3793315, -71.1176391 42.3793273)",,,,,,,
3303477667,3303477653,0,323562097,footway,False,False,5.298,"LINESTRING (-71.1186108 42.3797622, -71.1186136 42.3797146)",,,,,,,
3748512173,5674402885,0,371269718,footway,False,True,22.163,"LINESTRING (-71.1126668 42.3765902, -71.1127414 42.3766, -71.1128334 42.3764798, -71.1128386 42.3764762)",,,,,,,
3748512174,5674402885,0,371269719,footway,False,False,10.995,"LINESTRING (-71.1129502 42.3765308, -71.1128386 42.3764762)",,,,,,,
3748512174,3748512180,0,"[371269721, 371269731]","['service', 'footway']",False,False,15.465,"LINESTRING (-71.1129502 42.3765308, -71.1129589 42.376468, -71.1129759 42.3763931)",,,,,,,driveway
3748512174,7631495260,0,371269731,service,False,True,31.822,"LINESTRING (-71.1129502 42.3765308, -71.1129355 42.3766238, -71.1129495 42.376729, -71.1129832 42.3768122)",,,,,,,driveway
3748512177,5674402885,0,371269719,footway,False,True,10.525,"LINESTRING (-71.1127318 42.3764239, -71.1128386 42.3764762)",,,,,,,
3748512178,7631495201,0,8616200,residential,True,False,44.785000000000004,"LINESTRING (-71.1124431 42.3765362, -71.1123642 42.3768863, -71.1123536 42.3769335)",,20 mph,1,Sumner Road,12.2,,
3748512180,3748512184,0,371269718,footway,False,True,28.83,"LINESTRING (-71.1129759 42.3763931, -71.1132372 42.37622)",,,,,,,
3748512180,3748512181,0,371269722,footway,False,False,41.388,"LINESTRING (-71.1129759 42.3763931, -71.1130182 42.3760222)",,,,,,,
3748512180,5674402885,0,371269718,footway,False,False,14.788,"LINESTRING (-71.1129759 42.3763931, -71.1129591 42.3763951, -71.1128386 42.3764762)",,,,,,,
3748512180,3748512174,0,"[371269721, 371269731]","['service', 'footway']",False,True,15.465,"LINESTRING (-71.1129759 42.3763931, -71.1129589 42.376468, -71.1129502 42.3765308)",,,,,,,driveway
3748512181,3748512180,0,371269722,footway,False,True,41.388,"LINESTRING (-71.1130182 42.3760222, -71.1129759 42.3763931)",,,,,,,
3748512181,3748512187,0,371269726,footway,False,False,22.432,"LINESTRING (-71.1130182 42.3760222, -71.113172 42.3758555)",,,,,,,
3748512181,3748512184,0,371269724,footway,False,True,29.254,"LINESTRING (-71.1130182 42.3760222, -71.1130609 42.3760296, -71.1132372 42.37622)",,,,,,,
3748512181,3748512189,0,371269728,footway,False,True,23.499000000000002,"LINESTRING (-71.1130182 42.3760222, -71.1130424 42.3759521, -71.1130938 42.3758184)",,,,,,,
3748512182,7631487116,0,49495558,footway,False,False,29.38,"LINESTRING (-71.1135354 42.3763189, -71.1134434 42.3762504, -71.1134658 42.3761467, -71.1134794 42.3760848)",,,,,,,
3748512182,7631495255,0,49495558,footway,False,True,60.659000000000006,"LINESTRING (-71.1135354 42.3763189, -71.1135511 42.3763306, -71.1135411 42.3763733, -71.1135651 42.3763764, -71.1138405 42.3764068, -71.1138618 42.3763057, -71.1140752 42.3763312)",,,,,,,
3748512182,3748512184,0,371269723,footway,False,False,28.523000000000003,"LINESTRING (-71.1135354 42.3763189, -71.113299 42.3762837, -71.1132372 42.37622)",,,,,,,
3748512184,3748512180,0,371269718,footway,False,False,28.83,"LINESTRING (-71.1132372 42.37622, -71.1129759 42.3763931)",,,,,,,
3748512184,7631487116,0,371269718,footway,False,True,25.634999999999998,"LINESTRING (-71.1132372 42.37622, -71.113324 42.3761643, -71.1134517 42.3760823, -71.1134794 42.3760848)",,,,,,,
3748512184,3748512182,0,371269723,footway,False,True,28.523000000000003,"LINESTRING (-71.1132372 42.37622, -71.113299 42.3762837, -71.1135354 42.3763189)",,,,,,,
3748512184,3748512181,0,371269724,footway,False,False,29.254,"LINESTRING (-71.1132372 42.37622, -71.1130609 42.3760296, -71.1130182 42.3760222)",,,,,,,
3296137657,1096311865,0,94357784,service,False,False,32.784000000000006,"LINESTRING (-71.119859 42.3782301, -71.119554 42.3782172, -71.1195181 42.3782117, -71.1194955 42.3781987, -71.1194796 42.3781814)",,,,,,,driveway
3296137657,1096311865,1,94357784,service,False,True,45.582,"LINESTRING (-71.119859 42.3782301, -71.1198248 42.3781536, -71.1198157 42.3781394, -71.119804 42.3781259, -71.1197789 42.3781141, -71.1197555 42.3781092, -71.119554 42.3781024, -71.1195231 42.3781092, -71.1195005 42.3781215, -71.1194846 42.3781401, -71.1194771 42.3781604, -71.1194796 42.3781814)",,,,,,,driveway
3748512187,3748512181,0,371269726,footway,False,True,22.432,"LINESTRING (-71.113172 42.3758555, -71.1130182 42.3760222)",,,,,,,
3748512187,3748512189,0,371269727,footway,False,False,7.634,"LINESTRING (-71.113172 42.3758555, -71.1130938 42.3758184)",,,,,,,
3748512187,3748512188,0,371269727,footway,False,True,31.915999999999997,"LINESTRING (-71.113172 42.3758555, -71.1134025 42.3759692, -71.1134941 42.376016)",,,,,,,
3748512188,7631487116,0,49495558,footway,False,True,7.745,"LINESTRING (-71.1134941 42.376016, -71.1134794 42.3760848)",,,,,,,
3748512188,11038352399,0,49495558,footway,False,False,60.617,"LINESTRING (-71.1134941 42.376016, -71.1136063 42.375493, -71.1136088 42.3754775)",,,,,,,
3748512188,3748512187,0,371269727,footway,False,False,31.915999999999997,"LINESTRING (-71.1134941 42.376016, -71.1134025 42.3759692, -71.113172 42.3758555)",,,,,,,
3748512189,326615914,0,371269727,footway,False,False,2.001,"LINESTRING (-71.1130938 42.3758184, -71.1130989 42.3758008)",,,,,,,
3748512189,3748512187,0,371269727,footway,False,True,7.634,"LINESTRING (-71.1130938 42.3758184, -71.113172 42.3758555)",,,,,,,
3748512189,3748512181,0,371269728,footway,False,False,23.499000000000002,"LINESTRING (-71.1130938 42.3758184, -71.1130424 42.3759521, -71.1130182 42.3760222)",,,,,,,
3748512189,7631495248,0,371269730,footway,False,False,50.961,"LINESTRING (-71.1130938 42.3758184, -71.1130004 42.3757545, -71.1129642 42.3756743, -71.1130257 42.3753983)",,,,,,,
391541182,688404517,0,34145452,footway,False,False,28.098,"LINESTRING (-71.1157084 42.3730365, -71.1153749 42.3729804)",,,,,,,
391541182,389964861,0,"[34028156, 34028157, 942010943]","['steps', 'footway']",False,False,36.686,"LINESTRING (-71.1157084 42.3730365, -71.1157964 42.3730056, -71.115865 42.372987, -71.1160114 42.3729426, -71.116111 42.3728961)",,,,,,,
391541182,389964714,0,34028157,footway,False,True,42.686,"LINESTRING (-71.1157084 42.3730365, -71.1156634 42.3731786, -71.1155872 42.3734098)",,,,,,,
3748512196,11236688534,0,371269730,footway,False,True,5.464,"LINESTRING (-71.1130437 42.375317, -71.113033 42.3753655)",,,,,,,
3748512196,7631495245,0,591295038,secondary,False,True,21.276,"LINESTRING (-71.1130437 42.375317, -71.1132988 42.3753501)",,,2,Cambridge Street,21.3,,
3748512197,61323589,0,8616219,tertiary,False,False,29.857,"LINESTRING (-71.1130077 42.3768731, -71.1126581 42.3769466)",,,2,Kirkland Street,15.9,,
3748512197,61322499,0,8616219,tertiary,False,True,69.013,"LINESTRING (-71.1130077 42.3768731, -71.1138158 42.3767033)",,,2,Kirkland Street,15.9,,
3748512197,7631495260,0,371269731,service,False,False,7.065,"LINESTRING (-71.1130077 42.3768731, -71.1129832 42.3768122)",,,,,,,driveway
6299449798,6299449803,0,672697755,footway,False,False,10.969,"LINESTRING (-71.1167756 42.3767103, -71.116774 42.3767818, -71.1167692 42.3768087)",,,,,,,
6299449803,1914704555,0,672697755,footway,False,False,51.984,"LINESTRING (-71.1167692 42.3768087, -71.1167603 42.3768589, -71.1167842 42.3769651, -71.1168407 42.377108, -71.1168315 42.3772682)",,,,,,,
6299449803,6299449798,0,672697755,footway,False,True,10.969,"LINESTRING (-71.1167692 42.3768087, -71.116774 42.3767818, -71.1167756 42.3767103)",,,,,,,
6299449803,6299449806,0,"[672697756, 672697757, 672697758]","['steps', 'footway']",False,False,62.063,"LINESTRING (-71.1167692 42.3768087, -71.1164094 42.3768677, -71.1163443 42.3768804, -71.1160345 42.3769386)",,,,,,,
523477452,621111790,0,42115771,cycleway,False,True,13.847,"LINESTRING (-71.1192455 42.377102, -71.1192709 42.3770535, -71.1192874 42.376982)",,,,,,,
523477452,1096311724,0,94357782,cycleway,False,True,26.175,"LINESTRING (-71.1192455 42.377102, -71.119245 42.3771908, -71.119231 42.3772635, -71.1192422 42.3773362)",,,,,,,
523477452,1914702871,0,181027631,cycleway,False,False,36.577,"LINESTRING (-71.1192455 42.377102, -71.1191596 42.3771556, -71.1190389 42.3772705, -71.1189574 42.3773509)",,,,,,,
6299449806,6297995277,0,672697759,footway,False,False,79.006,"LINESTRING (-71.1160345 42.3769386, -71.1162914 42.3776233)",,,,,,,
6299449806,6299449807,0,817122346,footway,False,False,23.163,"LINESTRING (-71.1160345 42.3769386, -71.1159678 42.3767362)",,,,,,,
6299449806,6299449803,0,"[672697756, 672697757, 672697758]","['steps', 'footway']",False,True,62.063,"LINESTRING (-71.1160345 42.3769386, -71.1163443 42.3768804, -71.1164094 42.3768677, -71.1167692 42.3768087)",,,,,,,
6299449807,7631495186,0,672697770,footway,False,False,40.985,"LINESTRING (-71.1159678 42.3767362, -71.1158256 42.3763829)",,,,,,,
6299449807,6299449806,0,817122346,footway,False,True,23.163,"LINESTRING (-71.1159678 42.3767362, -71.1160345 42.3769386)",,,,,,,
6299449807,6298024752,0,817122350,footway,False,False,8.073,"LINESTRING (-71.1159678 42.3767362, -71.1158731 42.3767556)",,,,,,,
6299449808,4470898319,0,1155253119,footway,False,False,3.938,"LINESTRING (-71.115905 42.3794208, -71.1159011 42.3793855)",,,,,,,
6299449809,6299449810,0,"[672697762, 672697763]","['steps', 'footway']",False,True,10.348,"LINESTRING (-71.1168278 42.3787878, -71.1167517 42.3788036, -71.1167048 42.3788049)",,,,,,,
6299449810,1096311868,0,817464471,footway,False,True,7.472,"LINESTRING (-71.1167048 42.3788049, -71.1167043 42.3788721)",,,,,,,
6299449810,6299449809,0,"[672697762, 672697763]","['steps', 'footway']",False,False,10.348,"LINESTRING (-71.1167048 42.3788049, -71.1167517 42.3788036, -71.1168278 42.3787878)",,,,,,,
6299449810,4470898302,0,"[450173984, 817464471]",footway,False,"[False, True]",8.312,"LINESTRING (-71.1167048 42.3788049, -71.1167051 42.3787646, -71.1167026 42.3787302)",,,,,,,
6299449816,4470898295,0,672697768,footway,False,True,26.746,"LINESTRING (-71.1160448 42.3783181, -71.1163589 42.3782547)",,,,,,,
6299449816,3809858781,0,672697768,footway,False,False,27.211,"LINESTRING (-71.1160448 42.3783181, -71.1159763 42.3783838, -71.1159244 42.3784348, -71.1158841 42.378446, -71.1158438 42.3784483, -71.1157965 42.3784384)",,,,,,,
6299449816,11540374485,0,672697769,footway,False,False,24.418,"LINESTRING (-71.1160448 42.3783181, -71.1158993 42.3783333, -71.1158257 42.3783636, -71.115782 42.3784002)",,,,,,,
8723325401,8723387675,0,54678868,footway,False,False,4.691,"LINESTRING (-71.1151479 42.3740101, -71.1151574 42.3739685)",,,,,,,
8723325401,688404528,0,54678868,footway,False,True,21.949,"LINESTRING (-71.1151479 42.3740101, -71.1149972 42.3741731)",,,,,,,
8723325401,8723387666,0,942010938,footway,False,False,25.757,"LINESTRING (-71.1151479 42.3740101, -71.115454 42.3740603)",,,,,,,
11042486755,11042486757,0,1189178508,service,False,False,25.395,"LINESTRING (-71.1122184 42.3773425, -71.1121431 42.377121)",,,,,,,driveway
11042486756,7631495188,0,8616219,tertiary,False,True,14.417,"LINESTRING (-71.1121224 42.3770592, -71.1122912 42.3770237)",,,2,Kirkland Street,15.9,,
11042486756,11042486757,0,1189178508,service,False,True,7.079,"LINESTRING (-71.1121224 42.3770592, -71.1121431 42.377121)",,,,,,,driveway
11042486757,11042486756,0,1189178508,service,False,False,7.079,"LINESTRING (-71.1121431 42.377121, -71.1121224 42.3770592)",,,,,,,driveway
11042486757,11042486755,0,1189178508,service,False,True,25.395,"LINESTRING (-71.1121431 42.377121, -71.1122184 42.3773425)",,,,,,,driveway
11042486757,7631495189,0,817122343,footway,False,True,15.718,"LINESTRING (-71.1121431 42.377121, -71.1122073 42.3771066, -71.1123269 42.3770817)",,,,,,,
621111790,523476132,0,42115771,cycleway,False,True,13.723,"LINESTRING (-71.1192874 42.376982, -71.1192051 42.3768746)",,,,,,,
621111790,523477452,0,42115771,cycleway,False,False,13.847,"LINESTRING (-71.1192874 42.376982, -71.1192709 42.3770535, -71.1192455 42.377102)",,,,,,,
621111790,621111792,0,48951743,cycleway,False,False,26.751,"LINESTRING (-71.1192874 42.376982, -71.1193002 42.376945, -71.1193418 42.3768891, -71.1194451 42.3767734)",,,,,,,
