u,v,key,osmid,highway,oneway,reversed,length,geometry,tunnel,maxspeed,lanes,name,width,access,service
11540429779,454072947,0,"[318900034, 672697766]",service,False,True,61.573,"LINESTRING (-71.1173026 42.3779175, -71.1174592 42.3783868, -71.1174833 42.3784549)",,,,,,destination,driveway
11540374484,11540374498,0,1241978387,footway,False,True,33.752,"LINESTRING (-71.1147735 42.378379, -71.1148214 42.3783761, -71.1148772 42.3783717, -71.1149929 42.3783908, -71.1150388 42.3784115, -71.1150927 42.3784586, -71.1151166 42.3784918)",,,,,,,
11013342165,314502506,0,846652878,cycleway,False,False,2.435,"LINESTRING (-71.1145093 42.3756741, -71.1144814 42.3756815)",,,,,,,
11013342165,314502504,0,846652878,cycleway,False,True,25.168999999999997,"LINESTRING (-71.1145093 42.3756741, -71.1145967 42.3756511, -71.1148089 42.3756693)",,,,,,,
11013342165,10223930790,0,"[1185634628, 1185635870]",cycleway,False,True,6.15,"LINESTRING (-71.1145093 42.3756741, -71.1144943 42.375653, -71.1144697 42.3756273)",,,,,,,
11540374485,3809858781,0,1241978392,footway,False,False,4.411,"LINESTRING (-71.115782 42.3784002, -71.1157965 42.3784384)",,,,,,,
11540374485,6299449816,0,672697769,footway,False,True,24.418,"LINESTRING (-71.115782 42.3784002, -71.1158257 42.3783636, -71.1158993 42.3783333, -71.1160448 42.3783181)",,,,,,,
11540374485,11540374506,0,1241978393,footway,False,False,26.038,"LINESTRING (-71.115782 42.3784002, -71.1157321 42.3782949, -71.1157097 42.3782331, -71.1157192 42.3781749)",,,,,,,
3444788180,3444788175,0,181027573,footway,False,False,56.804,"LINESTRING (-71.1182763 42.3762926, -71.1183424 42.3763028, -71.1184212 42.3763091, -71.1185683 42.3763414, -71.1188346 42.3763831, -71.1189353 42.37643)",,,,,,,
3444788180,7634516224,0,181027573,footway,False,True,23.267,"LINESTRING (-71.1182763 42.3762926, -71.1181741 42.3762768, -71.1180696 42.3762642, -71.1179969 42.3762598)",,,,,,,
11721110489,314502285,0,28616454,footway,False,True,19.246,"LINESTRING (-71.1167433 42.3755673, -71.1167963 42.3753987)",,,,,,,
11721110489,314502419,0,28616454,footway,False,False,11.943000000000001,"LINESTRING (-71.1167433 42.3755673, -71.1167317 42.3756032, -71.1167103 42.3756719)",,,,,,,
11721110489,314502286,0,28616493,footway,False,True,23.405,"LINESTRING (-71.1167433 42.3755673, -71.1166584 42.375554, -71.1165796 42.3754197)",,,,,,,
3444788185,3252968774,0,94357798,footway,False,True,78.737,"LINESTRING (-71.1176073 42.3762981, -71.1176721 42.3764754, -71.1178651 42.3769801)",,,,,,,
3444788185,7634516224,0,181027573,footway,False,False,32.481,"LINESTRING (-71.1176073 42.3762981, -71.1177948 42.3762658, -71.11788 42.3762579, -71.1179652 42.3762579, -71.1179969 42.3762598)",,,,,,,
11540374492,11540374493,0,1241978388,footway,False,True,49.997,"LINESTRING (-71.1152942 42.3782985, -71.1154518 42.3787328)",,,,,,,
11540374493,11540374492,0,1241978388,footway,False,False,49.997,"LINESTRING (-71.1154518 42.3787328, -71.1152942 42.3782985)",,,,,,,
11540374493,3809869812,0,1241978388,footway,False,True,34.402,"LINESTRING (-71.1154518 42.3787328, -71.1154545 42.3787402, -71.1154167 42.3787332, -71.1152562 42.3787263, -71.1151366 42.3787402, -71.1150617 42.3787738)",,,,,,,
11540374493,11540374498,0,1241978389,footway,False,False,38.614,"LINESTRING (-71.1154518 42.3787328, -71.1153808 42.3786678, -71.1153173 42.3786209, -71.1152369 42.3785574, -71.1151734 42.3785219, -71.1151166 42.3784918)",,,,,,,
3444788192,3444788166,0,42115771,cycleway,False,False,18.708,"LINESTRING (-71.1189055 42.3767129, -71.1190997 42.3768008)",,,,,,,
3444788192,621111793,0,42115771,cycleway,False,True,0.676,"LINESTRING (-71.1189055 42.3767129, -71.1188985 42.3767097)",,,,,,,
3444788192,3444788169,0,337388348,footway,False,False,18.128,"LINESTRING (-71.1189055 42.3767129, -71.1189731 42.3767231, -71.119036 42.3767215, -71.1191233 42.3767097)",,,,,,,
1096311777,6309394717,0,673734307,footway,False,True,3.591,"LINESTRING (-71.119009 42.378675, -71.1190421 42.3786961)",,,,,,,
1096311777,1096311801,0,"[300351704, 42115713, 300351707]","['cycleway', 'footway']",False,False,100.353,"LINESTRING (-71.119009 42.378675, -71.1189505 42.3784924, -71.1189245 42.3783179, -71.118906 42.3781633, -71.1189928 42.3780574, -71.1190397 42.3780336, -71.1190985 42.3780252, -71.1191558 42.378012, -71.1193061 42.377945)",covered,,,,,,
1096311777,1096311851,0,42115713,footway,False,True,24.09,"LINESTRING (-71.119009 42.378675, -71.118921 42.3787375, -71.1188638 42.3788567)",,,,,,,
11540374498,11540374484,0,1241978387,footway,False,False,33.751999999999995,"LINESTRING (-71.1151166 42.3784918, -71.1150927 42.3784586, -71.1150388 42.3784115, -71.1149929 42.3783908, -71.1148772 42.3783717, -71.1148214 42.3783761, -71.1147735 42.378379)",,,,,,,
11540374498,3809869812,0,1241978387,footway,False,True,32.928,"LINESTRING (-71.1151166 42.3784918, -71.1151426 42.3785618, -71.1151386 42.3786311, -71.1151047 42.3787121, -71.1150617 42.3787738)",,,,,,,
11540374498,11540374493,0,1241978389,footway,False,True,38.614000000000004,"LINESTRING (-71.1151166 42.3784918, -71.1151734 42.3785219, -71.1152369 42.3785574, -71.1153173 42.3786209, -71.1153808 42.3786678, -71.1154518 42.3787328)",,,,,,,
1096311783,1096311827,0,94357796,footway,False,False,28.218,"LINESTRING (-71.1184231 42.3784005, -71.1185278 42.3786422)",,,,,,,
1096311783,454072019,0,94357796,footway,False,True,42.438,"LINESTRING (-71.1184231 42.3784005, -71.1182837 42.378033)",,,,,,,
1096311783,454071869,0,323174914,footway,False,True,10.053,"LINESTRING (-71.1184231 42.3784005, -71.1183035 42.3784197)",,,,,,,
11540374506,11540374511,0,1241978395,footway,False,False,48.471,"LINESTRING (-71.1157192 42.3781749, -71.1162876 42.3780578)",,,,,,,
11540374506,11540374485,0,1241978393,footway,False,True,26.038,"LINESTRING (-71.1157192 42.3781749, -71.1157097 42.3782331, -71.1157321 42.3782949, -71.115782 42.3784002)",,,,,,,
11540374506,11540374510,0,1241978394,footway,False,False,36.828,"LINESTRING (-71.1157192 42.3781749, -71.1156793 42.378157, -71.1156537 42.378138, -71.1156394 42.3781054, -71.1155464 42.37788)",,,,,,,
11540374510,5147915569,0,672541018,pedestrian,False,False,86.709,"LINESTRING (-71.1155464 42.37788, -71.1145277 42.3780844)",,,,,,,
11540374510,6297995271,0,"[672541016, 672541018, 530032155]",pedestrian,False,True,54.478,"LINESTRING (-71.1155464 42.37788, -71.1156487 42.3778595, -71.1158758 42.3778158, -71.1159915 42.3777745, -71.1160473 42.3777395, -71.1161638 42.3777158)",building_passage,,,,,,
11540374510,11540374506,0,1241978394,footway,False,True,36.828,"LINESTRING (-71.1155464 42.37788, -71.1156394 42.3781054, -71.1156537 42.378138, -71.1156793 42.378157, -71.1157192 42.3781749)",,,,,,,
11540374511,6297995271,0,672541015,footway,False,False,39.365,"LINESTRING (-71.1162876 42.3780578, -71.1161638 42.3777158)",,,,,,,
11540374511,4470898295,0,672541015,footway,False,True,22.664,"LINESTRING (-71.1162876 42.3780578, -71.1163589 42.3782547)",,,,,,,
11540374511,11540374506,0,1241978395,footway,False,True,48.471,"LINESTRING (-71.1162876 42.3780578, -71.1157192 42.3781749)",,,,,,,
391539694,11417624969,0,34028265,footway,False,False,15.055,"LINESTRING (-71.1168746 42.3737283, -71.1168315 42.3738599)",,,,,,,
391539694,391540966,0,34028265,footway,False,True,39.181,"LINESTRING (-71.1168746 42.3737283, -71.1169803 42.3733847)",,,,,,,
391539694,688404514,0,942673967,footway,False,False,9.987,"LINESTRING (-71.1168746 42.3737283, -71.1169916 42.3737039)",,,,,,,
1096311797,1096311865,0,94357803,footway,False,False,8.71,"LINESTRING (-71.119374 42.3781743, -71.1194796 42.3781814)",,,,,,,
1096311797,1096311801,0,94357803,footway,False,True,26.1,"LINESTRING (-71.119374 42.3781743, -71.1193061 42.377945)",,,,,,,
1096311797,6309394717,0,673734308,footway,False,True,75.393,"LINESTRING (-71.119374 42.3781743, -71.1194474 42.3783322, -71.1194607 42.3784318, -71.119341 42.378544, -71.1191891 42.3786226, -71.1190421 42.3786961)",,,,,,,
391539703,389963836,0,34028077,footway,False,False,25.042,"LINESTRING (-71.1175549 42.3734901, -71.1176309 42.373272)",,,,,,,
391539703,82766888,0,34028077,footway,False,True,24.569,"LINESTRING (-71.1175549 42.3734901, -71.1174826 42.3737045)",,,,,,,
391539703,391543590,0,34145296,footway,False,False,31.85,"LINESTRING (-71.1175549 42.3734901, -71.1179362 42.373542)",,,,,,,
391539703,391541080,0,34145296,footway,False,True,18.551,"LINESTRING (-71.1175549 42.3734901, -71.1173472 42.3735556)",,,,,,,
1096311799,11732131131,0,94357790,footway,False,True,18.319,"LINESTRING (-71.1186783 42.3787607, -71.1184604 42.3787958)",,,,,,,
1096311799,1096311827,0,94357796,footway,False,True,18.068,"LINESTRING (-71.1186783 42.3787607, -71.1185278 42.3786422)",,,,,,,
1096311799,1096311851,0,94357796,footway,False,False,18.77,"LINESTRING (-71.1186783 42.3787607, -71.1187618 42.3788176, -71.1188638 42.3788567)",,,,,,,
1096311801,1096311797,0,94357803,footway,False,False,26.1,"LINESTRING (-71.1193061 42.377945, -71.119374 42.3781743)",,,,,,,
1096311801,11016097244,0,300351707,cycleway,False,False,5.312,"LINESTRING (-71.1193061 42.377945, -71.1193258 42.3778995)",,,,,,,
1096311801,1096311777,0,"[300351704, 42115713, 300351707]","['cycleway', 'footway']",False,True,100.353,"LINESTRING (-71.1193061 42.377945, -71.1191558 42.378012, -71.1190985 42.3780252, -71.1190397 42.3780336, -71.1189928 42.3780574, -71.118906 42.3781633, -71.1189245 42.3783179, -71.1189505 42.3784924, -71.119009 42.378675)",covered,,,,,,
1096311814,1096311761,0,94357800,footway,False,True,9.752,"LINESTRING (-71.1194763 42.3778258, -71.1193612 42.3778043)",,,,,,,
1096311814,11016097244,0,1185998990,footway,False,True,14.835,"LINESTRING (-71.1194763 42.3778258, -71.1194194 42.3778553, -71.1193758 42.3778756, -71.1193258 42.3778995)",,,,,,,
1096311816,3299692767,0,94357786,footway,False,False,30.712,"LINESTRING (-71.1184418 42.3787988, -71.1180809 42.378871)",,,,,,,
1096311816,1096311827,0,94357786,footway,False,True,18.791,"LINESTRING (-71.1184418 42.3787988, -71.1185278 42.3786422)",,,,,,,
1096311816,11732131131,0,94357790,footway,False,False,1.564,"LINESTRING (-71.1184418 42.3787988, -71.1184604 42.3787958)",,,,,,,
11038352399,7631495244,0,845052218,footway,False,False,26.918,"LINESTRING (-71.1136088 42.3754775, -71.1132861 42.3754354)",,,,,,,
11038352399,7631495241,0,845052218,footway,False,True,46.363,"LINESTRING (-71.1136088 42.3754775, -71.1141647 42.3755496)",,,,,,,
11038352399,3748512188,0,49495558,footway,False,True,60.617,"LINESTRING (-71.1136088 42.3754775, -71.1136063 42.375493, -71.1134941 42.376016)",,,,,,,
11540429843,3299685039,0,323174916,footway,False,False,15.775,"LINESTRING (-71.1176615 42.3782701, -71.1176403 42.3784111)",,,,,,,
11540429843,454072195,0,323174916,footway,False,True,18.537,"LINESTRING (-71.1176615 42.3782701, -71.1176807 42.378104)",,,,,,,
11540429843,11540429844,0,323174923,footway,False,False,11.981,"LINESTRING (-71.1176615 42.3782701, -71.1176981 42.3783744)",,,,,,,
11540429844,3299685039,0,38414662,footway,False,False,6.261,"LINESTRING (-71.1176981 42.3783744, -71.1176403 42.3784111)",,,,,,,
11540429844,454072023,0,38414662,footway,False,True,24.579,"LINESTRING (-71.1176981 42.3783744, -71.1179325 42.378237)",,,,,,,
11540429844,3299685055,0,323174923,footway,False,False,15.789,"LINESTRING (-71.1176981 42.3783744, -71.1177577 42.3785094)",,,,,,,
11540429844,11540429843,0,323174923,footway,False,True,11.981,"LINESTRING (-71.1176981 42.3783744, -71.1176615 42.3782701)",,,,,,,
1096311827,1096311816,0,94357786,footway,False,False,18.791,"LINESTRING (-71.1185278 42.3786422, -71.1184418 42.3787988)",,,,,,,
1096311827,1096311799,0,94357796,footway,False,False,18.068,"LINESTRING (-71.1185278 42.3786422, -71.1186783 42.3787607)",,,,,,,
1096311827,1096311783,0,94357796,footway,False,True,28.218,"LINESTRING (-71.1185278 42.3786422, -71.1184231 42.3784005)",,,,,,,
82766870,8729088291,0,34145429,footway,False,True,3.909,"LINESTRING (-71.118067 42.3738065, -71.1180207 42.3737984)",,,,,,,
82766870,391543591,0,672543031,footway,False,True,24.119,"LINESTRING (-71.118067 42.3738065, -71.1181362 42.3735957)",,,,,,,
82766870,8729088293,0,942673964,footway,False,True,4.637,"LINESTRING (-71.118067 42.3738065, -71.1181139 42.3737833)",,,,,,,
82766870,688404509,0,942884349,footway,False,False,37.677,"LINESTRING (-71.118067 42.3738065, -71.1179612 42.3741362)",,,,,,,
1914702871,1914702731,0,181027613,footway,False,False,20.872999999999998,"LINESTRING (-71.1189574 42.3773509, -71.1189075 42.3773468, -71.1187036 42.3773478)",,,,,,,
1914702871,11016097254,0,181027613,footway,False,True,19.91,"LINESTRING (-71.1189574 42.3773509, -71.1190447 42.3773726, -71.1191549 42.3774186, -71.119173 42.3774299)",,,,,,,
1914702871,523477452,0,181027631,cycleway,False,True,36.577,"LINESTRING (-71.1189574 42.3773509, -71.1190389 42.3772705, -71.1191596 42.3771556, -71.1192455 42.377102)",,,,,,,
82766871,314502311,0,28616458,footway,False,True,35.596,"LINESTRING (-71.1178968 42.3743781, -71.1174739 42.3743083)",,,,,,,
82766871,8731092072,0,54678857,footway,False,False,4.791,"LINESTRING (-71.1178968 42.3743781, -71.1178844 42.3744202)",,,,,,,
82766871,314502305,0,942884349,footway,False,True,9.068,"LINESTRING (-71.1178968 42.3743781, -71.1179096 42.3742971)",,,,,,,
82766873,688404545,0,10071214,footway,False,False,18.655,"LINESTRING (-71.1178082 42.3746787, -71.1180298 42.3747154)",,,,,,,
82766873,314502299,0,10071214,footway,False,True,38.149,"LINESTRING (-71.1178082 42.3746787, -71.117355 42.3746038)",,,,,,,
82766873,688404548,0,54678857,footway,False,False,2.914,"LINESTRING (-71.1178082 42.3746787, -71.1178006 42.3747043)",,,,,,,
82766873,345506964,0,54678857,footway,False,True,11.095,"LINESTRING (-71.1178082 42.3746787, -71.1178369 42.3745812)",,,,,,,
82766876,10785036036,0,54678857,footway,False,False,5.679,"LINESTRING (-71.1175683 42.3754921, -71.1175536 42.375542)",,,,,,,
82766876,8729088288,0,54678857,footway,False,True,33.606,"LINESTRING (-71.1175683 42.3754921, -71.1176554 42.3751968)",,,,,,,
82766876,314502263,0,54678872,footway,False,False,11.159,"LINESTRING (-71.1175683 42.3754921, -71.1174361 42.375469)",,,,,,,
454073373,4470898296,0,9429431,tertiary,False,True,6.743,"LINESTRING (-71.1166176 42.3787457, -71.1165941 42.3786876)",,20 mph,2,Oxford Street,15.2,,
454073373,4470898302,0,38414715,service,False,False,7.192,"LINESTRING (-71.1166176 42.3787457, -71.1167026 42.3787302)",,,,,,destination,driveway
82766878,82766880,0,10071216,footway,False,False,45.393,"LINESTRING (-71.1169574 42.3753171, -71.1170867 42.3749202)",,,,,,,
82766878,621110997,0,28616445,footway,False,False,28.829,"LINESTRING (-71.1169574 42.3753171, -71.1172446 42.3751681)",,,,,,,
82766878,82766877,0,28616445,footway,False,True,9.841,"LINESTRING (-71.1169574 42.3753171, -71.1168594 42.375368)",,,,,,,
1096311837,3299685045,0,94357786,footway,False,False,38.621,"LINESTRING (-71.1175184 42.3789836, -71.1170557 42.3789219)",,,,,,,
1096311837,3299692761,0,94357786,footway,False,True,27.513,"LINESTRING (-71.1175184 42.3789836, -71.1178417 42.3789189)",,,,,,,
1096311837,3301714339,0,323368918,footway,False,False,39.483,"LINESTRING (-71.1175184 42.3789836, -71.1176391 42.3793273)",,,,,,,
454073376,3299692768,0,323174926,footway,False,False,31.534,"LINESTRING (-71.1174729 42.3785773, -71.1178293 42.3786827)",,,,,,,
454073376,3295564477,0,672697766,service,False,False,3.029,"LINESTRING (-71.1174729 42.3785773, -71.1174906 42.3785534)",,,,,,destination,driveway
454073376,3299692771,0,"[38414715, 672697766, 672697767]",service,False,True,38.516000000000005,"LINESTRING (-71.1174729 42.3785773, -71.1174448 42.3785947, -71.1173145 42.3786185, -71.117278 42.3786246, -71.1170252 42.3786713)",covered,,,,,destination,driveway
82766880,314502298,0,10071216,footway,False,False,27.505,"LINESTRING (-71.1170867 42.3749202, -71.117165 42.3746797)",,,,,,,
82766880,82766878,0,10071216,footway,False,True,45.393,"LINESTRING (-71.1170867 42.3749202, -71.1169574 42.3753171)",,,,,,,
82766880,314502312,0,942673948,footway,False,True,23.433,"LINESTRING (-71.1170867 42.3749202, -71.1172081 42.3751109)",,,,,,,
82766880,314502264,0,942673956,footway,False,False,16.709,"LINESTRING (-71.1170867 42.3749202, -71.1169885 42.3747886)",,,,,,,
82766877,82766878,0,28616445,footway,False,False,9.841,"LINESTRING (-71.1168594 42.375368, -71.1169574 42.3753171)",,,,,,,
82766877,314502263,0,54678872,footway,False,True,48.686,"LINESTRING (-71.1168594 42.375368, -71.1174361 42.375469)",,,,,,,
82766877,314502285,0,942673960,footway,False,False,6.206,"LINESTRING (-71.1168594 42.375368, -71.1167963 42.3753987)",,,,,,,
82766883,314502299,0,10071214,footway,False,False,13.201,"LINESTRING (-71.1171982 42.3745778, -71.117355 42.3746038)",,,,,,,
82766883,314502301,0,10071216,footway,False,False,21.81,"LINESTRING (-71.1171982 42.3745778, -71.1172603 42.3743871)",,,,,,,
82766883,314502298,0,10071216,footway,False,True,11.654,"LINESTRING (-71.1171982 42.3745778, -71.117165 42.3746797)",,,,,,,
1096311844,3252968774,0,94357798,footway,False,False,6.34,"LINESTRING (-71.1179059 42.3770285, -71.1178651 42.3769801)",,,,,,,
1096311844,3252968768,0,94357798,footway,False,True,7.866,"LINESTRING (-71.1179059 42.3770285, -71.1179318 42.3770966)",,,,,,,
1096311844,3252968763,0,181027572,footway,False,True,15.153,"LINESTRING (-71.1179059 42.3770285, -71.1180869 42.3770022)",,,,,,,
1096311844,1914703443,0,181027665,footway,False,False,25.671,"LINESTRING (-71.1179059 42.3770285, -71.1176038 42.3770876)",,,,,,,
82766885,314502308,0,10071216,footway,False,False,14.126,"LINESTRING (-71.117304 42.3742528, -71.1173443 42.3741293)",,,,,,,
82766885,314502301,0,10071216,footway,False,True,15.359,"LINESTRING (-71.117304 42.3742528, -71.1172603 42.3743871)",,,,,,,
82766885,314502311,0,28616458,footway,False,False,15.26,"LINESTRING (-71.117304 42.3742528, -71.1174739 42.3743083)",,,,,,,
82766885,688404510,0,942673952,footway,False,True,2.912,"LINESTRING (-71.117304 42.3742528, -71.1172694 42.3742471)",,,,,,,
82766888,314502308,0,10071216,footway,False,True,48.583,"LINESTRING (-71.1174826 42.3737045, -71.1173443 42.3741293)",,,,,,,
82766888,391539703,0,34028077,footway,False,False,24.569,"LINESTRING (-71.1174826 42.3737045, -71.1175549 42.3734901)",,,,,,,
82766888,391541080,0,34145420,footway,False,True,19.946,"LINESTRING (-71.1174826 42.3737045, -71.1173472 42.3735556)",,,,,,,
82766888,314502306,0,34145429,footway,False,False,10.104,"LINESTRING (-71.1174826 42.3737045, -71.1176023 42.3737254)",,,,,,,
82766888,391541093,0,34145429,footway,False,True,26.108,"LINESTRING (-71.1174826 42.3737045, -71.1171733 42.3736505)",,,,,,,
82766888,391544448,0,34145420,footway,False,False,58.721,"LINESTRING (-71.1174826 42.3737045, -71.1172415 42.3739116, -71.1172262 42.3739668, -71.1172579 42.374164)",,,,,,,
1096311851,61329436,0,42115713,footway,False,True,25.338,"LINESTRING (-71.1188638 42.3788567, -71.119162 42.378915)",,,,,,,
1096311851,1096311777,0,42115713,footway,False,False,24.09,"LINESTRING (-71.1188638 42.3788567, -71.118921 42.3787375, -71.119009 42.378675)",,,,,,,
1096311851,1096311799,0,94357796,footway,False,True,18.77,"LINESTRING (-71.1188638 42.3788567, -71.1187618 42.3788176, -71.1186783 42.3787607)",,,,,,,
1096311857,3252968766,0,38414689,footway,False,False,27.891,"LINESTRING (-71.1180539 42.3774243, -71.1181878 42.3771938)",,,,,,,
1096311857,3295564480,0,38414689,footway,False,True,20.162,"LINESTRING (-71.1180539 42.3774243, -71.1179636 42.3775929)",,,,,,,
1096311857,3295564479,0,94357796,footway,False,False,16.065,"LINESTRING (-71.1180539 42.3774243, -71.1181091 42.3775629)",,,,,,,
1096311857,454072883,0,94357796,footway,False,True,13.305,"LINESTRING (-71.1180539 42.3774243, -71.1180126 42.3773086)",,,,,,,
2196259893,688404549,0,28616445,footway,False,True,5.75,"LINESTRING (-71.1177396 42.3749113, -71.1176823 42.374941)",,,,,,,
2196259893,688404563,0,54678857,footway,False,False,23.535,"LINESTRING (-71.1177396 42.3749113, -71.1176786 42.3751181)",,,,,,,
2196259893,314502262,0,54678857,footway,False,True,2.39,"LINESTRING (-71.1177396 42.3749113, -71.1177458 42.3748903)",,,,,,,
1096311865,1096311797,0,94357803,footway,False,True,8.71,"LINESTRING (-71.1194796 42.3781814, -71.119374 42.3781743)",,,,,,,
1096311865,3296137657,0,94357784,service,False,False,45.581999999999994,"LINESTRING (-71.1194796 42.3781814, -71.1194771 42.3781604, -71.1194846 42.3781401, -71.1195005 42.3781215, -71.1195231 42.3781092, -71.119554 42.3781024, -71.1197555 42.3781092, -71.1197789 42.3781141, -71.119804 42.3781259, -71.1198157 42.3781394, -71.1198248 42.3781536, -71.119859 42.3782301)",,,,,,,driveway
1096311865,3296137657,1,94357784,service,False,True,32.784000000000006,"LINESTRING (-71.1194796 42.3781814, -71.1194955 42.3781987, -71.1195181 42.3782117, -71.119554 42.3782172, -71.119859 42.3782301)",,,,,,,driveway
1096311868,3299685045,0,94357786,footway,False,True,29.39,"LINESTRING (-71.1167043 42.3788721, -71.1170557 42.3789219)",,,,,,,
1096311868,6299449810,0,817464471,footway,False,False,7.472,"LINESTRING (-71.1167043 42.3788721, -71.1167048 42.3788049)",,,,,,,
389964861,389963837,0,34028061,footway,False,False,16.356,"LINESTRING (-71.116111 42.3728961, -71.1159211 42.3728519)",,,,,,,
389964861,389962296,0,34028061,footway,False,True,8.924,"LINESTRING (-71.116111 42.3728961, -71.1162141 42.3729214)",,,,,,,
389964861,391541182,0,"[34028156, 34028157, 942010943]","['steps', 'footway']",False,True,36.686,"LINESTRING (-71.116111 42.3728961, -71.1160114 42.3729426, -71.115865 42.372987, -71.1157964 42.3730056, -71.1157084 42.3730365)",,,,,,,
5674402885,3748512177,0,371269719,footway,False,False,10.525,"LINESTRING (-71.1128386 42.3764762, -71.1127318 42.3764239)",,,,,,,
5674402885,3748512174,0,371269719,footway,False,True,10.995,"LINESTRING (-71.1128386 42.3764762, -71.1129502 42.3765308)",,,,,,,
5674402885,3748512173,0,371269718,footway,False,False,22.163,"LINESTRING (-71.1128386 42.3764762, -71.1128334 42.3764798, -71.1127414 42.3766, -71.1126668 42.3765902)",,,,,,,
5674402885,3748512180,0,371269718,footway,False,True,14.788,"LINESTRING (-71.1128386 42.3764762, -71.1129591 42.3763951, -71.1129759 42.3763931)",,,,,,,
6822980685,6822950584,0,728098185,footway,False,True,35.193,"LINESTRING (-71.113447 42.3803471, -71.1138613 42.3802664)",,,,,,,
6822980685,6822980689,0,728098186,footway,False,False,35.013,"LINESTRING (-71.113447 42.3803471, -71.1133296 42.3800444)",,,,,,,
6822980685,6822980690,0,728098186,footway,False,True,1.714,"LINESTRING (-71.113447 42.3803471, -71.1134505 42.3803623)",,,,,,,
6822980685,6822980692,0,728098190,footway,False,True,24.972,"LINESTRING (-71.113447 42.3803471, -71.1135511 42.3801361)",,,,,,,
6822980686,6822980690,0,728098186,footway,False,False,25.106,"LINESTRING (-71.113543 42.3805775, -71.1134505 42.3803623)",,,,,,,
6822980686,6822950583,0,728098194,footway,False,True,48.7,"LINESTRING (-71.113543 42.3805775, -71.1140135 42.380311)",,,,,,,
6822980686,6822980691,0,"[728098194, 728098195]",footway,False,False,114.569,"LINESTRING (-71.113543 42.3805775, -71.1129805 42.3809153, -71.1129403 42.380939, -71.1127552 42.3805031)",,,,,,,
6822980688,6822950582,0,728098184,footway,False,False,41.358,"LINESTRING (-71.1136543 42.379876, -71.1137918 42.3802338)",,,,,,,
6822980688,6822980692,0,728098190,footway,False,False,30.138,"LINESTRING (-71.1136543 42.379876, -71.1135511 42.3801361)",,,,,,,
6822980688,8681483098,0,"[728098184, 936951850]",footway,False,"[False, True]",43.230000000000004,"LINESTRING (-71.1136543 42.379876, -71.1135502 42.3796397, -71.1135779 42.3795417, -71.1136087 42.3795086)",,,,,,,
6822980688,6822980696,0,"[1258727664, 728098186]",footway,False,True,33.688,"LINESTRING (-71.1136543 42.379876, -71.1133081 42.3799901, -71.1133164 42.3800122)",,,,,,,
6822980689,6822980696,0,728098186,footway,False,False,3.741,"LINESTRING (-71.1133296 42.3800444, -71.1133164 42.3800122)",,,,,,,
6822980689,6822980685,0,728098186,footway,False,True,35.013,"LINESTRING (-71.1133296 42.3800444, -71.113447 42.3803471)",,,,,,,
6822980689,6822980692,0,728098188,footway,False,True,20.856,"LINESTRING (-71.1133296 42.3800444, -71.1135511 42.3801361)",,,,,,,
6822980690,6822980685,0,728098186,footway,False,False,1.714,"LINESTRING (-71.1134505 42.3803623, -71.113447 42.3803471)",,,,,,,
6822980690,6822980686,0,728098186,footway,False,True,25.106,"LINESTRING (-71.1134505 42.3803623, -71.113543 42.3805775)",,,,,,,
6822980690,6822980691,0,728098189,footway,False,False,59.218,"LINESTRING (-71.1134505 42.3803623, -71.1127552 42.3805031)",,,,,,,
6822980691,6822980690,0,728098189,footway,False,True,59.218,"LINESTRING (-71.1127552 42.3805031, -71.1134505 42.3803623)",,,,,,,
6822980691,7899717366,0,845052223,footway,False,True,6.389,"LINESTRING (-71.1127552 42.3805031, -71.1127199 42.3804519)",,,,,,,
6822980691,6822980686,0,"[728098194, 728098195]",footway,False,True,114.569,"LINESTRING (-71.1127552 42.3805031, -71.1129403 42.380939, -71.1129805 42.3809153, -71.113543 42.3805775)",,,,,,,
6822980692,6822980689,0,728098188,footway,False,False,20.856,"LINESTRING (-71.1135511 42.3801361, -71.1133296 42.3800444)",,,,,,,
6822980692,6822950582,0,728098188,footway,False,True,22.559,"LINESTRING (-71.1135511 42.3801361, -71.1137918 42.3802338)",,,,,,,
6822980692,6822980685,0,728098190,footway,False,False,24.972,"LINESTRING (-71.1135511 42.3801361, -71.113447 42.3803471)",,,,,,,
6822980692,6822980688,0,728098190,footway,False,True,30.138,"LINESTRING (-71.1135511 42.3801361, -71.1136543 42.379876)",,,,,,,
389963843,389963837,0,"[942010944, 1186028565, 1186028566]","['steps', 'footway']",False,True,43.441,"LINESTRING (-71.1156295 42.372553, -71.1156735 42.3725642, -71.1157765 42.3726212, -71.1158332 42.3726946, -71.1158473 42.372725, -71.1158636 42.3727768, -71.1158757 42.3728232, -71.1159211 42.3728519)",,,,,,,
6822980696,6822980689,0,728098186,footway,False,True,3.741,"LINESTRING (-71.1133164 42.3800122, -71.1133296 42.3800444)",,,,,,,
6822980696,6822980688,0,"[1258727664, 728098186]",footway,False,False,33.688,"LINESTRING (-71.1133164 42.3800122, -71.1133081 42.3799901, -71.1136543 42.379876)",,,,,,,
6822980696,6822980698,0,"[728098192, 728098193]","['steps', 'footway']",False,False,17.102999999999998,"LINESTRING (-71.1133164 42.3800122, -71.113246 42.3800276, -71.1131173 42.3800572)",,,,,,,
