element_type,osmid,nodes,natural,water,geometry
way,1189178507,"[11042486742, 11042486743, 11042486744, 11042486745, 11042486742]",water,reflecting_pool,"POLYGON ((-71.1142876 42.3768453, -71.1142627 42.3767837, -71.1143068 42.3767739, -71.1143317 42.3768355, -71.1142876 42.3768453))"
