element_type,osmid,name,geometry,nodes,intermittent,natural,water,wikimedia_commons,salt,tidal,wikidata,golf,ways,type,wikipedia
way,479158848,,"POLYGON ((-76.437094 42.5021164, -76.4367435 42.5021304, -76.4367255 42.5018866, -76.437076 42.5018725, -76.437094 42.5021164))","[4723073827, 4723073828, 4723073829, 4723073830, 4723073827]",,water,pond,,,,,,,,
way,479158849,,"POLYGON ((-76.4366378 42.5024698, -76.4362758 42.5024794, -76.4362632 42.5022187, -76.4366252 42.5022092, -76.4366378 42.5024698))","[4723073831, 4723073832, 4723073833, 4723073834, 4723073831]",,water,pond,,,,,,,,
way,479158850,,"POLYGON ((-76.4361752 42.5024739, -76.4358334 42.5024863, -76.435816 42.5022255, -76.4361578 42.5022131, -76.4361752 42.5024739))","[4723073835, 4723073836, 4723073837, 4723073838, 4723073835]",,water,pond,,,,,,,,
way,479158851,,"POLYGON ((-76.4357187 42.502486, -76.4353825 42.5024993, -76.4353636 42.5022407, -76.4356998 42.5022273, -76.4357187 42.502486))","[4723073839, 4723073840, 4723073841, 4723073842, 4723073839]",,water,pond,,,,,,,,
way,479158852,,"POLYGON ((-76.4352408 42.5024877, -76.4349077 42.5025048, -76.4348853 42.5022675, -76.4352184 42.5022504, -76.4352408 42.5024877))","[4723073843, 4723073844, 4723073845, 4723073846, 4723073843]",,water,pond,,,,,,,,
way,479158853,,"POLYGON ((-76.4366331 42.50213, -76.4362826 42.502147, -76.43626 42.5018925, -76.4366104 42.5018756, -76.4366331 42.50213))","[4723073847, 4723073848, 4723073849, 4723073850, 4723073847]",,water,pond,,,,,,,,
way,479158854,,"POLYGON ((-76.4361439 42.5021562, -76.4358051 42.5021582, -76.4358022 42.5019041, -76.4361411 42.5019021, -76.4361439 42.5021562))","[4723073851, 4723073852, 4723073853, 4723073854, 4723073851]",,water,pond,,,,,,,,
way,479158855,,"POLYGON ((-76.4356983 42.5021434, -76.4353848 42.5021618, -76.4353585 42.501918, -76.435672 42.5018996, -76.4356983 42.5021434))","[4723073855, 4723073856, 4723073857, 4723073858, 4723073855]",,water,pond,,,,,,,,
way,479158856,,"POLYGON ((-76.4352219 42.5021534, -76.4349084 42.502168, -76.4348883 42.5019325, -76.4352018 42.5019179, -76.4352219 42.5021534))","[4723073859, 4723073860, 4723073861, 4723073862, 4723073859]",,water,pond,,,,,,,,
way,915332726,,"POLYGON ((-76.4591519 42.4590916, -76.4591334 42.4591224, -76.459136 42.4591543, -76.459146 42.4591934, -76.4591366 42.4592642, -76.4591089 42.4592873, -76.4591052 42.459323, -76.4591375 42.4593312, -76.4591788 42.4593194, -76.4592286 42.4592989, -76.4592698 42.4592963, -76.4593139 42.4592993, -76.4593549 42.4592955, -76.4594068 42.4592735, -76.4594539 42.4592631, -76.4594961 42.4592504, -76.4595988 42.4592053, -76.4596796 42.4591716, -76.4597556 42.4591229, -76.4598043 42.4590576, -76.4597995 42.458976, -76.4597734 42.4589358, -76.4597476 42.4588866, -76.4597408 42.4588342, -76.4597288 42.4587867, -76.4596832 42.4587788, -76.4596228 42.4588085, -76.4595175 42.4588743, -76.4594504 42.4588766, -76.4593322 42.4589119, -76.4592729 42.4589344, -76.4592397 42.4589766, -76.4591833 42.4590352, -76.4591519 42.4590916))","[8502452055, 8502452056, 8502452057, 8502452058, 8502452059, 8502452060, 8504940490, 8502452061, 8502452062, 8502452063, 8502452064, 8502452065, 8502452066, 8502452067, 8504940491, 8502452068, 8502452069, 8502452070, 8502452071, 8502452072, 8502452073, 8502452074, 8504940493, 8504940494, 8504940495, 8504940496, 8504940497, 8502452075, 8502452076, 8502452077, 8502452078, 8502452079, 8502452080, 8502452055]",,water,pond,,,,,water_hazard,,,
way,1121469177,,"POLYGON ((-76.4793747 42.4516204, -76.4793745 42.4515336, -76.4788209 42.4515343, -76.4788212 42.4516213, -76.4793747 42.4516204))","[10257711451, 10257711452, 10257711453, 10257711454, 10257711451]",,water,reservoir,,,,,,,,
way,1121469178,,"POLYGON ((-76.4732109 42.451729, -76.4731977 42.4517482, -76.4731798 42.4517629, -76.4731446 42.4518119, -76.4730503 42.4519118, -76.4730091 42.451951, -76.4729892 42.4519623, -76.4729653 42.4519628, -76.4729235 42.451977, -76.4729003 42.4519976, -76.472895 42.4520333, -76.4728797 42.4520715, -76.4728286 42.4521029, -76.4728213 42.4521597, -76.4728233 42.4522141, -76.4728465 42.4522425, -76.4728458 42.4522998, -76.4728843 42.4523742, -76.4728857 42.4524301, -76.4729082 42.4524654, -76.4729335 42.4524703, -76.4729574 42.4524703, -76.4730098 42.4525349, -76.4730178 42.4525986, -76.4730939 42.4526739, -76.4730877 42.4527537, -76.4731093 42.4528117, -76.4731221 42.4529067, -76.4731502 42.4529861, -76.4731192 42.4530105, -76.4731313 42.4530306, -76.4731762 42.4530691, -76.4731904 42.4530915, -76.4731941 42.453124, -76.4728803 42.4530107, -76.4729336 42.4529226, -76.4729786 42.4528518, -76.4729875 42.4527919, -76.4729727 42.4527009, -76.4729315 42.4526422, -76.4728711 42.4526064, -76.4727834 42.4525751, -76.4727522 42.4525491, -76.4726746 42.4524585, -76.472636 42.4523693, -76.4726214 42.4522782, -76.4726347 42.4522008, -76.4726672 42.4521039, -76.4726978 42.4520412, -76.4727622 42.4519731, -76.4728372 42.4519148, -76.472897 42.4518839, -76.4729374 42.4518109, -76.4729779 42.4517463, -76.4730324 42.4517326, -76.4730729 42.4517066, -76.4730722 42.4516787, -76.4731409 42.4517036, -76.4732109 42.451729))","[1234923912, 10257711467, 10257711468, 10257711469, 10257711470, 10257711471, 10257711472, 10257711473, 10257711474, 10257711475, 10257711476, 10257711477, 10257711478, 10257711479, 10257711480, 10257711481, 10257711482, 10257711483, 10257711484, 10257711485, 10257711486, 10257711487, 10257711488, 10257711489, 10257711507, 10257711509, 10257711511, 10257711512, 10257711515, 10257711516, 10257711517, 10257711518, 10257711519, 10101824419, 10101824418, 10257711514, 10257711513, 10257711510, 10257711508, 10257711490, 10257711491, 10257711492, 10257711493, 10257711494, 10257711495, 10257711496, 10257711497, 10257711498, 10257711499, 10257711500, 10257711501, 10257711502, 10257711503, 10257711504, 10257711505, 10257711506, 1234924086, 1236639374, 1234923912]",,water,river,,,,,,,,
way,1121469179,,"POLYGON ((-76.4797898 42.4522419, -76.4798534 42.452099, -76.4799308 42.4521176, -76.4799302 42.4521277, -76.4799727 42.4521349, -76.4799784 42.4521493, -76.4799744 42.4521827, -76.4799813 42.4522165, -76.4799698 42.4522237, -76.479917 42.4522191, -76.4799193 42.4522085, -76.479866 42.4522064, -76.4798626 42.4522453, -76.4797898 42.4522419))","[10257711522, 10257711523, 10257711524, 10257711525, 10257711526, 10257711527, 10257711528, 10257711529, 10257711530, 10257711531, 10257711532, 10257711533, 10257711534, 10257711522]",,water,reservoir,,,,,,,,
way,1123211190,,"POLYGON ((-76.4731803 42.453119, -76.4731218 42.4531729, -76.4730296 42.4533075, -76.4730025 42.4534037, -76.4729671 42.453476, -76.4729091 42.4535577, -76.4728601 42.4536038, -76.4728043 42.4537161, -76.4727554 42.4537956, -76.4727004 42.4538417, -76.4726469 42.453849, -76.4725534 42.4538729, -76.472448 42.4539045, -76.4722717 42.4539096, -76.4720984 42.4538706, -76.4717654 42.4538334, -76.4716878 42.4538067, -76.4716147 42.4537906, -76.4715386 42.4538006, -76.4712312 42.45378, -76.4709977 42.4537378, -76.4708033 42.4536955, -76.4706835 42.4536355, -76.4706172 42.453496, -76.4705803 42.4533759, -76.4704974 42.4532586, -76.4703535 42.4531102, -76.4702004 42.4529578, -76.4704023 42.4528432, -76.4704612 42.4529279, -76.4705351 42.4529829, -76.4705697 42.4529829, -76.4705931 42.4529923, -76.4706066 42.4530085, -76.4706021 42.4530285, -76.4707001 42.4531141, -76.4707656 42.453168, -76.4708296 42.4532519, -76.470847 42.4532747, -76.4708816 42.4532836, -76.4709065 42.4533042, -76.470914 42.4533314, -76.4710022 42.453357, -76.4710542 42.453422, -76.4710903 42.4534343, -76.4711182 42.4534582, -76.4711672 42.4534721, -76.4712448 42.4534999, -76.4713073 42.4535432, -76.4713307 42.4535782, -76.4713661 42.4535988, -76.4714467 42.4536099, -76.4716124 42.4536199, -76.4717021 42.4536422, -76.4719771 42.4536739, -76.4720276 42.4536916, -76.4720788 42.4537011, -76.4721248 42.4536978, -76.4722219 42.453685, -76.472292 42.45369, -76.4723674 42.4536961, -76.4724472 42.4536716, -76.4725226 42.4536361, -76.4725806 42.453621, -76.4726077 42.4536116, -76.4726213 42.4535655, -76.4726506 42.4535432, -76.4727019 42.4534393, -76.4727546 42.4533442, -76.4727674 42.4532825, -76.4727667 42.4532553, -76.4727795 42.4532319, -76.4728134 42.4532025, -76.4728367 42.4531469, -76.4728194 42.4530935, -76.472839 42.4530574, -76.4728714 42.4530318, -76.4728907 42.4530144, -76.4731803 42.453119))","[10272162855, 10272162856, 10272162857, 10272162858, 10272162859, 10272162860, 10272162861, 10272162862, 10272162863, 10272162864, 10272162865, 10272162866, 10272162867, 10272162868, 10272162869, 10272162870, 10272162871, 10272162872, 10272162873, 10272162874, 10272162875, 10272162876, 10272162877, 10272162878, 10272162879, 10272162880, 10272162881, 10272162882, 10272162883, 10272162884, 10272162885, 10272162886, 10272162887, 10272162888, 10272162889, 10272162890, 10272162891, 10272162892, 10272162893, 10272162894, 10272162895, 10272162896, 10272162897, 10272162898, 10272162899, 10272162900, 10272162901, 10272162902, 10272162903, 10272162904, 10272162905, 10272162906, 10272162907, 10272162908, 10272162909, 10272162910, 10272162911, 10272162912, 10272162913, 10272162914, 10272162915, 10272162916, 10272162917, 10272162918, 10272162919, 10272162920, 10272162921, 10272162922, 10272162923, 10272162924, 10272162925, 10272162926, 10272162927, 10272162928, 10272162929, 10272162930, 10272162931, 10272162932, 10272162855]",,water,river,,,,,,,,
way,1123543512,,"POLYGON ((-76.4669865 42.4499502, -76.4668339 42.450026, -76.4667832 42.4500319, -76.4667324 42.4500335, -76.466593 42.44992, -76.4665104 42.4498013, -76.466471 42.4496904, -76.4664797 42.4496097, -76.4665533 42.449545, -76.4665855 42.4495383, -76.4666354 42.4495489, -76.4669308 42.449814, -76.4669761 42.4498657, -76.4669856 42.4498986, -76.4669958 42.4499341, -76.4669865 42.4499502))","[10275048433, 10275048434, 10275048435, 10275048436, 10275048437, 10275048438, 10275048439, 10275048440, 10275048441, 10275048442, 10275048443, 10275048444, 10275048445, 10275048446, 10275048447, 10275048433]",yes,water,reservoir,,,,,,,,
way,1123543513,,"POLYGON ((-76.4671508 42.4498899, -76.4672096 42.449887, -76.4672657 42.4498631, -76.4673073 42.4498071, -76.4673405 42.4497421, -76.4673557 42.4496627, -76.4673443 42.4495956, -76.4673122 42.4495421, -76.4672557 42.4494968, -76.4671918 42.4494675, -76.4671244 42.4494648, -76.4667996 42.4494972, -76.4667779 42.4495192, -76.4667731 42.4495568, -76.4669634 42.4497725, -76.4670642 42.4498689, -76.4671073 42.4498823, -76.4671508 42.4498899))","[10275048448, 10279516143, 10275048449, 10275048450, 10275048451, 10275048452, 10275048453, 10275048454, 10275048455, 10275048456, 10275048457, 10275048458, 10275048459, 10275048460, 10275048461, 10275048462, 10275048463, 10275048448]",yes,water,reservoir,,,,,,,,
way,1123543514,,"POLYGON ((-76.4669896 42.4493886, -76.4667811 42.4494091, -76.4667007 42.4494054, -76.4666263 42.4493923, -76.4665658 42.4493527, -76.4665231 42.4493073, -76.4665092 42.44927, -76.4665509 42.4492473, -76.4668873 42.449259, -76.4669876 42.4492963, -76.4670283 42.4493329, -76.4670332 42.4493542, -76.4670283 42.4493732, -76.4669896 42.4493886))","[10275048464, 10275048465, 10275048466, 10275048467, 10275048468, 10275048469, 10275048470, 10275048471, 10275048472, 10275048473, 10275048474, 10275048475, 10275048476, 10275048464]",yes,water,reservoir,,,,,,,,
way,1123543515,,"POLYGON ((-76.4664358 42.4494325, -76.466404 42.4494962, -76.4663137 42.4495966, -76.4662611 42.44962, -76.4662273 42.4496156, -76.4661856 42.4495892, -76.4661182 42.4495065, -76.4661122 42.4494699, -76.4661291 42.4494259, -76.4662323 42.4493102, -76.4662978 42.4492831, -76.4663603 42.4492897, -76.466402 42.4493219, -76.4664397 42.4493615, -76.4664467 42.4493966, -76.4664358 42.4494325))","[10275048477, 10275048478, 10275048479, 10275048480, 10275048481, 10275048482, 10275048483, 10275048484, 10275048485, 10275048486, 10275048487, 10275048488, 10275048489, 10275048490, 10275048491, 10275048477]",yes,water,reservoir,,,,,,,,
way,1170389135,,"POLYGON ((-76.4701899 42.4529637, -76.4701226 42.4529293, -76.4700693 42.4529092, -76.4698322 42.4527303, -76.4696542 42.4525886, -76.4695447 42.4524509, -76.4694096 42.4522839, -76.4692411 42.4521485, -76.469092 42.4519633, -76.4689515 42.4517227, -76.4688066 42.4515398, -76.4686715 42.4514369, -76.4684848 42.4512699, -76.4683636 42.4512081, -76.4683432 42.4512066, -76.4683164 42.4511955, -76.4683035 42.4511646, -76.4682939 42.4511306, -76.4681136 42.4509327, -76.468046 42.4508654, -76.4680053 42.4508496, -76.4679538 42.4508139, -76.4678218 42.4507847, -76.4677006 42.4507633, -76.4676834 42.4507696, -76.4675644 42.4507696, -76.4675429 42.4507546, -76.4675193 42.4507609, -76.4674624 42.4507522, -76.4673755 42.4507752, -76.467088 42.4508725, -76.4668295 42.4510538, -76.4667769 42.4511029, -76.4665752 42.4513942, -76.4665795 42.4514393, -76.4665012 42.4515303, -76.4664572 42.4515548, -76.4663693 42.4516736, -76.4663618 42.4517337, -76.466336 42.4517464, -76.4663188 42.4518066, -76.4662845 42.451805, -76.4662652 42.4518105, -76.466292 42.4518857, -76.4662673 42.4519348, -76.466291 42.451991, -76.4662352 42.4520179, -76.4662759 42.4521184, -76.4662695 42.4521683, -76.4662416 42.4521635, -76.4662309 42.4521683, -76.466248 42.4522087, -76.4661965 42.4522839, -76.4662116 42.4523393, -76.4661708 42.4524279, -76.4661547 42.4525015, -76.4660195 42.4526155, -76.4659734 42.4526796, -76.4657942 42.4528451, -76.4657063 42.4528712, -76.4656677 42.4529282, -76.4655454 42.4530042, -76.4654263 42.4530588, -76.4653759 42.4530691, -76.4652171 42.4530849, -76.4648405 42.4531878, -76.4647751 42.4531886, -76.4647179 42.4532087, -76.4646384 42.4532331, -76.4645349 42.4532408, -76.4644479 42.4532773, -76.4644299 42.4532917, -76.4642543 42.4533615, -76.4635298 42.4534943, -76.4634037 42.4535164, -76.4632987 42.4535209, -76.4632447 42.4534843, -76.4630857 42.4534854, -76.4628337 42.453512, -76.4628157 42.4535297, -76.4627392 42.4535496, -76.4620806 42.4535275, -76.4619501 42.4535352, -76.4616299 42.4534949, -76.4615598 42.4534742, -76.4614821 42.4534758, -76.4614076 42.4535132, -76.4612576 42.4535578, -76.461208 42.453557, -76.4611487 42.4535387, -76.4609717 42.4535467, -76.4606976 42.4535188, -76.4603286 42.453471, -76.4600534 42.453444, -76.4599984 42.4534193, -76.4596708 42.4530619, -76.4605743 42.4531753, -76.4609702 42.4532126, -76.4612814 42.4532075, -76.4618754 42.4531588, -76.4620076 42.4531542, -76.4620885 42.4532171, -76.4621954 42.4532887, -76.4623087 42.4533078, -76.4624576 42.453315, -76.4625978 42.45328, -76.4628072 42.453272, -76.4628838 42.4532553, -76.463132 42.4532346, -76.4634687 42.4531812, -76.463883 42.453155, -76.4641485 42.4530905, -76.4645661 42.453018, -76.4648261 42.4529647, -76.4649999 42.4528914, -76.4652416 42.4527911, -76.4653657 42.452721, -76.4655469 42.4525515, -76.4656958 42.4524703, -76.4658124 42.4523699, -76.4659052 42.4522473, -76.4658998 42.4521542, -76.4658728 42.4520706, -76.4659171 42.4519726, -76.4659397 42.4519225, -76.4660001 42.4519113, -76.4660109 42.4518389, -76.4659732 42.4517903, -76.465985 42.4517242, -76.4660045 42.4516613, -76.4660422 42.4516263, -76.4661178 42.4516351, -76.4661965 42.4516462, -76.466257 42.4515411, -76.4663249 42.4514631, -76.466353 42.4513508, -76.4665159 42.4511438, -76.4665699 42.4510578, -76.4666605 42.4509264, -76.466762 42.4507999, -76.4669326 42.4507279, -76.4672712 42.4506449, -76.4674909 42.4506113, -76.467895 42.4506339, -76.4682047 42.4507488, -76.4685606 42.4509663, -76.4690595 42.4514369, -76.4692355 42.4516218, -76.4694752 42.451908, -76.4695901 42.4520183, -76.4697589 42.452299, -76.4698384 42.4523421, -76.4699031 42.4523389, -76.4699528 42.4523445, -76.4700056 42.452362, -76.4700207 42.4524066, -76.4700941 42.4525204, -76.4701416 42.4525483, -76.4701686 42.4525913, -76.4702301 42.4526335, -76.470366 42.4527314, -76.4704459 42.4527967, -76.4704577 42.4528117, -76.4704023 42.4528432, -76.4702004 42.4529578, -76.4701899 42.4529637))","[10879515348, 10879515349, 10879515350, 10879515351, 10879515352, 10879515353, 10879515354, 10879515355, 10879515356, 10879515357, 10879515358, 10879515359, 10879515360, 10879515361, 10879515362, 10879515363, 10879515364, 10879515365, 10879515366, 10879515367, 10879515368, 10879515369, 10879515370, 10879515371, 10879515372, 10879515373, 10879515374, 10879515375, 10879515376, 10879515377, 10879515378, 10879515379, 10879515380, 10879515381, 10879515382, 10879515383, 10879515384, 10879515385, 10879515386, 10879515387, 10879515388, 10879515389, 10879515390, 10879515391, 10879515392, 10879515393, 10879515394, 10879515395, 10879515396, 10879515397, 10879515398, 10879515399, 10879515400, 10879515401, 10879515402, 10879515403, 10879515404, 10879535805, 10879535806, 10879535807, 10879535808, 10879535809, 10879535810, 10879535811, 10879535812, 10879535813, 10879535814, 10879535815, 10879535816, 10879535817, 10879535818, 10879535819, 10879535820, 10879535821, 10879535822, 10879535823, 10879535824, 10879535825, 10879535826, 10879535827, 10879535828, 10879535829, 10879535830, 10879535831, 10879535832, 10879535833, 10879535834, 10879535835, 10879535836, 10879535837, 10879535838, 10879535839, 10879535840, 10879535841, 10879535842, 10717730399, 5363859317, 10717730398, 10879535843, 10717730403, 10879535844, 10879535845, 10879535846, 10879535847, 10879535848, 10879535849, 10879535850, 10879535851, 10879535852, 10879535853, 10879535854, 10879535855, 10879535856, 10879535857, 10879535858, 10879535859, 10879535860, 10879535861, 10879535862, 10879535863, 10879535864, 10879535865, 10879535866, 10879535867, 10879535868, 10879535869, 10879535870, 10879535871, 10879535872, 10879535873, 10879535874, 10879535875, 10879535876, 10879535877, 10879535878, 10879535879, 10879535880, 10879535881, 10879535882, 10879535883, 3840068310, 10275048492, 3840068311, 3840068312, 10275048493, 10275048494, 10879535897, 10275048495, 10275048496, 10879535896, 3840068294, 10879535884, 10879535885, 10879535886, 10879535887, 10879535888, 10879535889, 10879535890, 10879535891, 10879535892, 10879535893, 10879535894, 10879535895, 10272162883, 10272162882, 10879515348]",,water,river,,,,,,,,
way,1192520678,,"POLYGON ((-76.457127 42.4619737, -76.4569292 42.4618493, -76.4568303 42.4617515, -76.4567494 42.4616735, -76.4566527 42.4615657, -76.4565201 42.461443, -76.4565291 42.4614132, -76.4566729 42.4613501, -76.4567718 42.4613219, -76.4568617 42.4612954, -76.4569404 42.4612772, -76.4569876 42.4612921, -76.4570596 42.4613584, -76.4571225 42.4614662, -76.4571765 42.4616785, -76.4572147 42.4618377, -76.4572259 42.4619438, -76.4572169 42.461972, -76.4571967 42.4619969, -76.4571697 42.4619952, -76.4571382 42.4619869, -76.457127 42.4619737))","[11070197353, 11070197354, 11070197355, 11070197356, 11070197357, 11070197358, 11070197359, 11070197360, 11070197361, 11070197362, 11070197363, 11070197364, 11070197365, 11070197366, 11070197367, 11070197368, 11070197369, 11070197370, 11070197371, 11070197372, 11070197373, 11070197353]",,water,,,,,,,,,
