u,v,key,osmid,highway,oneway,reversed,length,name,geometry,service,tunnel,lanes,maxspeed,access,ref,bridge,width
213449627,1319459522,0,677344778,tertiary,False,False,15.985,Pleasant Grove Road,"LINESTRING (-76.4735569 42.4553636, -76.4736133 42.4555012)",,,,30 mph,,,,
213449627,10572152049,0,20192304,residential,False,True,15.758000000000001,Hasbrouck Circle,"LINESTRING (-76.4735569 42.4553636, -76.4734255 42.4553878, -76.4733719 42.4554013)",,,,15 mph,,,,
213449630,1319459207,0,20187354,tertiary,False,True,9.316,Jessup Road,"LINESTRING (-76.4741523 42.456839, -76.4742654 42.4568315)",,,2,25 mph,,,,
213449630,8798324019,0,677344778,tertiary,False,True,14.121,Pleasant Grove Road,"LINESTRING (-76.4741523 42.456839, -76.474105 42.4567169)",,,,30 mph,,,,
213449630,8348763186,0,20192304,residential,False,False,170.75400000000002,Hasbrouck Circle,"LINESTRING (-76.4741523 42.456839, -76.473379 42.456789, -76.473276 42.456786, -76.473135 42.456792, -76.472941 42.456817, -76.472576 42.45688, -76.47249 42.456886, -76.472318 42.456875, -76.472234 42.456862, -76.472152 42.456841, -76.4720997 42.4568236)",,,,15 mph,,,,
213449630,4341271541,0,"[677164971, 1142406405]",tertiary,False,False,172.005,Pleasant Grove Road,"LINESTRING (-76.4741523 42.456839, -76.474433 42.4575151, -76.4747648 42.4583184)",,,2,30 mph,,,,
213450385,4063684635,0,677178522,tertiary,False,False,5.968,Campus Road,"LINESTRING (-76.487873 42.445723, -76.4879118 42.4456776)",,,2,25 mph,,,,
213450385,213450402,0,20186194,residential,False,False,127.636,Forest Park Lane,"LINESTRING (-76.487873 42.445723, -76.488069 42.445846, -76.4881608 42.4459288, -76.4883567 42.4461604, -76.4883933 42.4462182, -76.4884938 42.446453, -76.4885377 42.446719)",,,,,,,,
213450385,213440562,0,677178522,tertiary,False,True,47.18,Campus Road,"LINESTRING (-76.487873 42.445723, -76.487823 42.445782, -76.4876796 42.4460174, -76.487633 42.4461077)",,,2,25 mph,,,,
213450402,2097229667,0,199734703,footway,False,False,32.17,,"LINESTRING (-76.4885377 42.446719, -76.4889242 42.4467676)",,,,,,,,
213450402,5285957693,0,199734703,footway,False,True,9.098,,"LINESTRING (-76.4885377 42.446719, -76.4884281 42.4467066)",,,,,,,,
213450402,213450385,0,20186194,residential,False,True,127.636,Forest Park Lane,"LINESTRING (-76.4885377 42.446719, -76.4884938 42.446453, -76.4883933 42.4462182, -76.4883567 42.4461604, -76.4881608 42.4459288, -76.488069 42.445846, -76.487873 42.445723)",,,,,,,,
213454388,11056600194,0,20186960,residential,False,True,7.957,Reservoir Avenue,"LINESTRING (-76.4796424 42.4495159, -76.4795831 42.4494974, -76.4795505 42.4494972)",,,,15 mph,,,,
213454388,2095788273,0,524273449,residential,True,False,12.332,Garden Avenue,"LINESTRING (-76.4796424 42.4495159, -76.47962 42.4495722, -76.4796174 42.4496244)",,,,15 mph,,,,
213454388,1227313465,0,545076466,residential,False,True,52.072,Garden Avenue,"LINESTRING (-76.4796424 42.4495159, -76.4796445 42.4492461, -76.4796473 42.4491554, -76.4796564 42.4491023, -76.4796769 42.4490502)",,,,15 mph,,,,
213454409,11056600198,0,106705171,residential,False,False,20.252,Sciences Drive,"LINESTRING (-76.4805831 42.4490924, -76.4805945 42.4491254, -76.4805999 42.4491654, -76.4806052 42.4492732)",,,,15 mph,,,,
213454409,10204561756,0,106705171,residential,False,True,21.799,Sciences Drive,"LINESTRING (-76.4805831 42.4490924, -76.4805224 42.4489937, -76.4805071 42.4489614, -76.480498 42.4489356, -76.4804951 42.4489089)",,,,15 mph,,,,
213454409,1314709313,0,116671002,service,False,False,119.96199999999999,,"LINESTRING (-76.4805831 42.4490924, -76.4806234 42.4490747, -76.4806718 42.4490611, -76.4816644 42.4490321, -76.4816797 42.4493049)",driveway,,,,,,,
213454411,8807967378,0,83976299,residential,True,False,75.289,Reservoir Avenue,"LINESTRING (-76.4806176 42.4495256, -76.4797 42.4495301)",,,,15 mph,,,,
213454411,11113950552,0,106705171,residential,False,False,4.739,Sciences Drive,"LINESTRING (-76.4806176 42.4495256, -76.4806195 42.4495682)",,,,15 mph,,,,
213454411,11056600198,0,106705171,residential,False,True,28.084,Sciences Drive,"LINESTRING (-76.4806176 42.4495256, -76.4806052 42.4492732)",,,,15 mph,,,,
213454433,7847900843,0,1140208364,tertiary,False,True,14.479,Campus Road,"LINESTRING (-76.4797541 42.4452472, -76.4799305 42.4452437)",,,2,25 mph,,,,
213454433,7847900828,0,117146518,tertiary,False,False,24.698999999999998,Campus Road,"LINESTRING (-76.4797541 42.4452472, -76.479473 42.445246, -76.4794531 42.4452458)",,,2,25 mph,,,,
213454433,7847900849,0,536256120,residential,False,False,6.772,Garden Avenue,"LINESTRING (-76.4797541 42.4452472, -76.4797534 42.445298, -76.4797533 42.4453081)",,,,25 mph,,,,
213454438,7847900792,0,20186448,residential,False,True,8.244,Garden Avenue,"LINESTRING (-76.4797405 42.4475882, -76.4797466 42.4475142)",,,2,25 mph,,,,
213454438,7847900793,0,347340044,tertiary,False,False,7.147,Tower Road,"LINESTRING (-76.4797405 42.4475882, -76.4796534 42.4475877)",,,,25 mph,,,,
213454438,7847876999,0,1106921484,residential,False,False,9.664,Garden Avenue,"LINESTRING (-76.4797405 42.4475882, -76.4797575 42.4476742)",,,2,30 mph,,,,
213454438,7847900790,0,1106921483,tertiary,False,True,8.917000000000002,Tower Road,"LINESTRING (-76.4797405 42.4475882, -76.4798408 42.4475853, -76.4798491 42.4475852)",,,2,25 mph,,,,
213454441,1227313440,0,545076466,residential,False,False,5.171,Garden Avenue,"LINESTRING (-76.4797666 42.4484711, -76.4797673 42.4485176)",,,,15 mph,,,,
213454441,10204561792,0,1115781246,footway,False,False,7.476,,"LINESTRING (-76.4797666 42.4484711, -76.4796755 42.4484723)",,,,,,,,
213454441,10204561790,0,1115781246,footway,False,True,4.694,,"LINESTRING (-76.4797666 42.4484711, -76.4798238 42.4484703)",,,,,,,,
213454441,7847876999,0,"[545076466, 1106921484]",residential,False,True,88.618,Garden Avenue,"LINESTRING (-76.4797666 42.4484711, -76.4797592 42.4476928, -76.4797575 42.4476742)",,,2,"['15 mph', '30 mph']",,,,
213455196,5285957775,0,20186516,service,False,False,8.943,,"LINESTRING (-76.489518 42.449263, -76.4895044 42.4493428)",,,,,,,,
213455196,213419140,0,677427921,tertiary,False,False,28.84,University Avenue,"LINESTRING (-76.489518 42.449263, -76.4893805 42.4492627, -76.4891665 42.4492631)",,,2,30 mph,,,,
213455196,5285957684,0,677427921,tertiary,False,True,60.947,University Avenue,"LINESTRING (-76.489518 42.449263, -76.4899487 42.4492713, -76.49026 42.4492865)",,,2,30 mph,,,,
213455218,213455220,0,20186516,service,False,False,4.593,,"LINESTRING (-76.489791 42.450583, -76.489828 42.450614)",,,,,,,,
213455218,8393727453,0,20186516,service,False,True,78.858,,"LINESTRING (-76.489791 42.450583, -76.489675 42.450423, -76.489539 42.450222, -76.489495 42.450074, -76.4894708 42.4499235)",,,,,,,,
213455218,5408628376,0,1133973642,service,False,False,92.07,,"LINESTRING (-76.489791 42.450583, -76.4897063 42.4509916, -76.4892009 42.4511729)",,,,,,,,
213455220,213455218,0,20186516,service,False,True,4.593,,"LINESTRING (-76.489828 42.450614, -76.489791 42.450583)",,,,,,,,
213462505,1227313427,0,20186960,residential,False,False,36.864000000000004,Reservoir Avenue,"LINESTRING (-76.4774787 42.4494375, -76.4776241 42.4494401, -76.4777302 42.449437, -76.4779265 42.4494198)",,,,15 mph,,,,
213464132,1044053068,0,90080167,service,False,True,14.302,,"LINESTRING (-76.4702858 42.4433641, -76.4703699 42.4433419, -76.4704541 42.4433334)",driveway,,,,,,,
213464132,213432136,0,539017974,secondary,False,True,40.285,Pine Tree Road,"LINESTRING (-76.4702858 42.4433641, -76.4703314 42.4434458, -76.4703568 42.4435209, -76.4703664 42.4435674, -76.4703845 42.4437163)",,,,,,,,
213464647,213464647,0,20187133,service,False,False,69.364,,"LINESTRING (-76.487693 42.450858, -76.487696 42.45093, -76.487703 42.450971, -76.487725 42.451006, -76.487762 42.451038, -76.487811 42.451055, -76.487864 42.451054, -76.487908 42.451031, -76.487927 42.450995, -76.487905 42.450914, -76.487878 42.450878, -76.487838 42.450852, -76.487785 42.450844, -76.487693 42.450858)",,,,,,,,
213464647,213464647,1,20187133,service,False,True,69.364,,"LINESTRING (-76.487693 42.450858, -76.487785 42.450844, -76.487838 42.450852, -76.487878 42.450878, -76.487905 42.450914, -76.487927 42.450995, -76.487908 42.451031, -76.487864 42.451054, -76.487811 42.451055, -76.487762 42.451038, -76.487725 42.451006, -76.487703 42.450971, -76.487696 42.45093, -76.487693 42.450858)",,,,,,,,
213464647,5285957773,0,20187135,service,False,True,61.098000000000006,,"LINESTRING (-76.487693 42.450858, -76.487629 42.450841, -76.4870266 42.4506136)",,,,,,,,
213464677,5285957773,0,20187135,service,False,False,5.031,,"LINESTRING (-76.486972 42.450593, -76.4870266 42.4506136)",,,,,,,,
213464677,213436161,0,"[1112354937, 20193235]",tertiary,False,False,133.597,University Avenue,"LINESTRING (-76.486972 42.450593, -76.4868098 42.4509374, -76.4867614 42.4510203, -76.4867228 42.451079, -76.486677 42.4511372, -76.4866067 42.4511912, -76.4865337 42.4512343, -76.4864487 42.4512674, -76.4863537 42.4512854, -76.4862653 42.4512914, -76.4859112 42.4512831)",,,2,25 mph,,,,
213464677,1043464320,0,1112354937,tertiary,False,True,14.733,University Avenue,"LINESTRING (-76.486972 42.450593, -76.487005 42.4505233, -76.4870319 42.4504681)",,,,25 mph,,,,
213466733,5285957779,0,20187282,residential,False,False,186.738,Roberts Place,"LINESTRING (-76.486301 42.453182, -76.486251 42.453155, -76.486198 42.453134, -76.486102 42.453081, -76.486055 42.453063, -76.486012 42.453041, -76.485866 42.452989, -76.485766 42.452959, -76.485597 42.452934, -76.485309 42.452924, -76.485178 42.452931, -76.485048 42.452946, -76.484922 42.45297, -76.484839 42.452994, -76.484777 42.453039, -76.48473 42.453094, -76.4847 42.453158, -76.484687 42.453225, -76.484688 42.453279, -76.484703 42.453414, -76.4847051 42.4534881)",,,,,,,,
213466733,5285957778,0,20191196,residential,False,False,50.739999999999995,Highland Avenue,"LINESTRING (-76.486301 42.453182, -76.486337 42.453208, -76.486362 42.453244, -76.486382 42.453289, -76.486384 42.453388, -76.486362 42.453451, -76.4862707 42.4536041)",,,,,,,,
213466733,213508900,0,20191196,residential,False,True,50.626000000000005,Highland Avenue,"LINESTRING (-76.486301 42.453182, -76.486312 42.453047, -76.486304 42.452727)",,,,,,,,
213466789,5285957779,0,20187282,residential,False,True,7.329,Roberts Place,"LINESTRING (-76.484707 42.453554, -76.4847051 42.4534881)",,,,,,,,
213466789,5285957644,0,347342120,tertiary,False,False,4.67,Thurston Avenue,"LINESTRING (-76.484707 42.453554, -76.4847634 42.4535597)",,,,25 mph,,,,
213466789,2095822794,0,347342120,tertiary,False,True,30.708,Thurston Avenue,"LINESTRING (-76.484707 42.453554, -76.4844437 42.4535734, -76.4843346 42.4535818)",,,,25 mph,,,,
213467533,213495833,0,20189318,tertiary,False,False,8.462,Wait Avenue,"LINESTRING (-76.4811257 42.4531237, -76.4810339 42.4531584)",,,2,30 mph,,,,
213467533,213467550,0,347342120,tertiary,False,False,88.902,Thurston Avenue,"LINESTRING (-76.4811257 42.4531237, -76.481156 42.453172, -76.481236 42.45327, -76.481366 42.453385, -76.481442 42.453443, -76.481525 42.453491, -76.481614 42.453535, -76.481725 42.453574, -76.481841 42.453609, -76.481921 42.453626)",,,,25 mph,,,,
213467533,2095822776,0,677344777,tertiary,False,True,48.95,Thurston Avenue,"LINESTRING (-76.4811257 42.4531237, -76.481108 42.453073, -76.48109 42.453002, -76.481081 42.45293, -76.4810912 42.4526868)",,,2,25 mph,,,,
213467550,5285957783,0,20192804,service,True,False,7.622,Risley Drive,"LINESTRING (-76.481921 42.453626, -76.481953 42.453589, -76.4819643 42.4535658)",driveway,,,,,,,
213467550,2095822755,0,347342120,tertiary,False,False,74.25800000000001,Thurston Avenue,"LINESTRING (-76.481921 42.453626, -76.482017 42.453647, -76.482253 42.453676, -76.482674 42.453693, -76.4827484 42.4536928, -76.4828181 42.4536926)",,,,25 mph,,,,
213467550,213467533,0,347342120,tertiary,False,True,88.90200000000002,Thurston Avenue,"LINESTRING (-76.481921 42.453626, -76.481841 42.453609, -76.481725 42.453574, -76.481614 42.453535, -76.481525 42.453491, -76.481442 42.453443, -76.481366 42.453385, -76.481236 42.45327, -76.481156 42.453172, -76.4811257 42.4531237)",,,,25 mph,,,,
213467570,5285957645,0,347342121,residential,False,True,11.924,Wait Avenue,"LINESTRING (-76.485013 42.453577, -76.4849381 42.4536689)",,,,,,,,
213467570,213467587,0,347342120,tertiary,False,False,101.273,Thurston Avenue,"LINESTRING (-76.485013 42.453577, -76.485071 42.453585, -76.485292 42.453591, -76.485671 42.453582, -76.485726 42.453585, -76.485996 42.453618, -76.486115 42.453639, -76.486232 42.453669)",,,,25 mph,,,,
213467570,5285957644,0,347342120,tertiary,False,True,20.573999999999998,Thurston Avenue,"LINESTRING (-76.485013 42.453577, -76.484826 42.453566, -76.4847634 42.4535597)",,,,25 mph,,,,
213467587,5285957778,0,20191196,residential,False,True,7.884,Highland Avenue,"LINESTRING (-76.486232 42.453669, -76.4862707 42.4536041)",,,,,,,,
213467587,213467589,0,347342120,tertiary,False,False,18.564,Thurston Avenue,"LINESTRING (-76.486232 42.453669, -76.486451 42.453711)",,,,25 mph,,,,
213467587,213467570,0,347342120,tertiary,False,True,101.27300000000001,Thurston Avenue,"LINESTRING (-76.486232 42.453669, -76.486115 42.453639, -76.485996 42.453618, -76.485726 42.453585, -76.485671 42.453582, -76.485292 42.453591, -76.485071 42.453585, -76.485013 42.453577)",,,,25 mph,,,,
213467589,213467587,0,347342120,tertiary,False,True,18.564,Thurston Avenue,"LINESTRING (-76.486451 42.453711, -76.486232 42.453669)",,,,25 mph,,,,
213467589,5285957560,0,20191192,residential,False,False,10.618,Highland Avenue,"LINESTRING (-76.486451 42.453711, -76.486452 42.453774, -76.4864596 42.453806)",,,,,,,,
213467589,5285957578,0,346043246,tertiary,False,False,133.935,Thurston Avenue,"LINESTRING (-76.486451 42.453711, -76.486985 42.453808, -76.487045 42.453816, -76.487144 42.45381, -76.487423 42.453757, -76.487554 42.453724, -76.487618 42.453714, -76.487685 42.453709, -76.487807 42.453721, -76.4880434 42.4537511)",,,,25 mph,,,,
213467610,5285957578,0,346043246,tertiary,False,True,3.879,Thurston Avenue,"LINESTRING (-76.48809 42.453757, -76.4880434 42.4537511)",,,,25 mph,,,,
213467610,213533092,0,20193214,residential,False,False,16.362,Barton Place,"LINESTRING (-76.48809 42.453757, -76.488128 42.453698, -76.488139 42.453658, -76.488138 42.453617)",,,,,,,,
213467610,213467624,0,1106921482,tertiary,False,True,80.63799999999999,Thurston Avenue,"LINESTRING (-76.48809 42.453757, -76.488335 42.45384, -76.488476 42.453901, -76.488539 42.453941, -76.488742 42.4541, -76.48882 42.454212)",,,,25 mph,,,,
213467624,213442477,0,20193681,residential,False,False,414.23199999999997,Ridgewood Road,"LINESTRING (-76.48882 42.454212, -76.488767 42.454271, -76.488722 42.454308, -76.488493 42.454446, -76.488456 42.454473, -76.488421 42.454523, -76.488406 42.454573, -76.48843 42.454627, -76.488469 42.454662, -76.488519 42.454697, -76.488708 42.454763, -76.48884 42.454819, -76.48888 42.454841, -76.488916 42.454868, -76.488978 42.454926, -76.489002 42.454961, -76.489037 42.455029, -76.48908 42.455177, -76.489097 42.455289, -76.489104 42.455383, -76.489098 42.455473, -76.489079 42.455568, -76.488932 42.455998, -76.488883 42.456107, -76.48879 42.456247, -76.48875 42.456289, -76.488708 42.456325, -76.488611 42.456389, -76.487986 42.45665, -76.487882 42.456687, -76.487827 42.456697, -76.48777 42.456702, -76.487521 42.456701, -76.487336 42.456681, -76.487219 42.456678)",,,,,,,,
213467624,213467610,0,1106921482,tertiary,False,False,80.638,Thurston Avenue,"LINESTRING (-76.48882 42.454212, -76.488742 42.4541, -76.488539 42.453941, -76.488476 42.453901, -76.488335 42.45384, -76.48809 42.453757)",,,,25 mph,,,,
213467701,2108342467,0,20187354,tertiary,False,False,51.918,Jessup Road,"LINESTRING (-76.4766043 42.4566879, -76.4763263 42.4566828, -76.4761377 42.4566823, -76.4759716 42.4566853)",,,2,25 mph,,,,
213467701,10127157425,0,20187354,tertiary,False,True,25.718,Jessup Road,"LINESTRING (-76.4766043 42.4566879, -76.476683 42.4566894, -76.476863 42.456694, -76.4769173 42.4566985)",,,2,25 mph,,,,
213467701,2108342493,0,200875152,path,False,True,43.36,,"LINESTRING (-76.4766043 42.4566879, -76.4766019 42.4567366, -76.476462 42.456755, -76.4763473 42.4569757)",,,,,,,,
213467710,2108342514,0,20187354,tertiary,False,False,45.897,Jessup Road,"LINESTRING (-76.4750322 42.4567512, -76.4744786 42.4568108)",,,2,25 mph,,,,
213467710,5224108663,0,117268242,residential,False,False,6.105,Program House Drive,"LINESTRING (-76.4750322 42.4567512, -76.4750149 42.4566978)",,,,,,,,
213467710,2108342497,0,200875161,path,False,True,31.57,,"LINESTRING (-76.4750322 42.4567512, -76.4749414 42.4570271)",,,,,,,,
213467710,2108342466,0,20187354,tertiary,False,True,28.056,Jessup Road,"LINESTRING (-76.4750322 42.4567512, -76.4751036 42.4567457, -76.4753716 42.4567203)",,,2,25 mph,,,,
213481753,1044053068,0,90080161,cycleway,False,False,104.697,East Ithaca Recreation Way,"LINESTRING (-76.46992 42.4426111, -76.4699359 42.4426311, -76.4699758 42.4426488, -76.4701186 42.4426779, -76.4702329 42.4427107, -76.4702728 42.4427351, -76.470301 42.4427645, -76.4703072 42.4427898, -76.4703032 42.4428253, -76.4702545 42.4429188, -76.4702521 42.4429611, -76.4702675 42.4430008, -76.4703628 42.443117, -76.4704094 42.4431844, -76.4704422 42.4432597, -76.4704541 42.4433334)",,,,,,,,
213482150,7502039464,0,802039125,service,False,False,4.399,,"LINESTRING (-76.4797081 42.4550061, -76.4796575 42.454993)",,,,,,,,
213482150,2095800352,0,"[20188392, 69965412]",service,False,"[False, True]",73.807,,"LINESTRING (-76.4797081 42.4550061, -76.4797528 42.4549383, -76.4797998 42.4548637, -76.4798727 42.4547528, -76.4799073 42.4547018, -76.4799755 42.4546245, -76.4801936 42.4544552)",parking_aisle,,,,,,,
213482150,213509525,0,931491815,residential,False,True,41.693,Sisson Place,"LINESTRING (-76.4797081 42.4550061, -76.4799385 42.4551627, -76.480133 42.455153)",,,,30 mph,,,,
213482163,213482174,0,20188394,residential,False,False,41.026,Plantations Road,"LINESTRING (-76.470779 42.449181, -76.4707037 42.4492047, -76.470617 42.449232, -76.470563 42.449233, -76.470512 42.44922, -76.470468 42.449198, -76.470365 42.449105)",,,,,,,,
213482163,2479061559,0,347340057,tertiary,False,False,78.36699999999999,Judd Falls Road,"LINESTRING (-76.470779 42.449181, -76.470866 42.449315, -76.4709406 42.4494812, -76.4709834 42.4496002, -76.471016 42.449691, -76.4710607 42.4498517)",,,,25 mph,,,,
213482163,5224108661,0,625489684,tertiary,False,True,190.40000000000003,Judd Falls Road,"LINESTRING (-76.470779 42.449181, -76.4707064 42.4490698, -76.4705535 42.4488557, -76.470062 42.448199, -76.47 42.448101, -76.469938 42.447967, -76.469895 42.447828, -76.469873 42.447689, -76.4698712 42.4476246)",,,,30 mph,,,,
213482174,213482163,0,20188394,residential,False,True,41.026,Plantations Road,"LINESTRING (-76.470365 42.449105, -76.470468 42.449198, -76.470512 42.44922, -76.470563 42.449233, -76.470617 42.449232, -76.4707037 42.4492047, -76.470779 42.449181)",,,,,,,,
213482174,3840058323,0,"[20188401, 200875570, 200875571]",residential,False,False,61.605000000000004,"['Plantations Road', 'Arboretum Road']","LINESTRING (-76.470365 42.449105, -76.470537 42.449013, -76.4707385 42.4489099, -76.4709795 42.4487867)",,yes,,25 mph,,,,
213482174,213482240,0,20188401,residential,False,True,229.96699999999998,Arboretum Road,"LINESTRING (-76.470365 42.449105, -76.470114 42.449243, -76.470017 42.449285, -76.469916 42.449318, -76.469809 42.449346, -76.469701 42.449366, -76.469589 42.449376, -76.469389 42.44937, -76.469195 42.44935, -76.469004 42.449316, -76.468819 42.449265, -76.46868 42.449212, -76.468614 42.449191, -76.468167 42.449007, -76.468047 42.448946, -76.468003 42.448915, -76.467852 42.448827)",,,,25 mph,,,,
213482240,213482174,0,20188401,residential,False,False,229.96699999999998,Arboretum Road,"LINESTRING (-76.467852 42.448827, -76.468003 42.448915, -76.468047 42.448946, -76.468167 42.449007, -76.468614 42.449191, -76.46868 42.449212, -76.468819 42.449265, -76.469004 42.449316, -76.469195 42.44935, -76.469389 42.44937, -76.469589 42.449376, -76.469701 42.449366, -76.469809 42.449346, -76.469916 42.449318, -76.470017 42.449285, -76.470114 42.449243, -76.470365 42.449105)",,,,25 mph,,,,
213482240,2295870000,0,220474756,cycleway,False,False,55.599000000000004,,"LINESTRING (-76.467852 42.448827, -76.4680684 42.4488494, -76.4685275 42.4488523)",,,,,,,,
213482304,5905654695,0,200875570,residential,False,False,108.85799999999999,Arboretum Road,"LINESTRING (-76.4721577 42.4484498, -76.472343 42.448454, -76.472491 42.44847, -76.472599 42.448487, -76.472861 42.448555, -76.472941 42.448581, -76.473087 42.448638, -76.47336 42.4488008)",,,,25 mph,,,,
213482304,5905654695,1,219677745,service,False,True,139.372,,"LINESTRING (-76.4721577 42.4484498, -76.4721721 42.4485974, -76.4722016 42.4486314, -76.472262 42.4486644, -76.4725532 42.4487238, -76.4728436 42.4488566, -76.4731034 42.449015, -76.47336 42.4488008)",parking_aisle,,,,,,,
213482304,3840058323,0,200875570,residential,False,True,104.923,Arboretum Road,"LINESTRING (-76.4721577 42.4484498, -76.471901 42.448478, -76.471796 42.448497, -76.471535 42.448559, -76.47129 42.448643, -76.471106 42.448722, -76.4709795 42.4487867)",,,,25 mph,,,,
213482331,8508232873,0,200875570,residential,False,False,32.794,Arboretum Road,"LINESTRING (-76.4733832 42.4488146, -76.4736527 42.4490324)",,,,25 mph,,,,
213482331,5905654695,0,200875570,residential,False,True,2.445,Arboretum Road,"LINESTRING (-76.4733832 42.4488146, -76.47336 42.4488008)",,,,25 mph,,,,
213482331,8508232878,0,"[1123436341, 287392374]","['path', 'footway']",False,"[False, True]",46.418,,"LINESTRING (-76.4733832 42.4488146, -76.473376 42.4488606, -76.4731453 42.4490519, -76.4730656 42.4491508)",,,,,,,,
213482331,8508232884,0,"[1123436341, 916005975]","['steps', 'footway']",False,"[False, True]",16.428,,"LINESTRING (-76.4733832 42.4488146, -76.4733905 42.4487739, -76.473489 42.4486958)",,,,,,,,
213482333,5905654694,0,200875570,residential,False,True,20.273,Arboretum Road,"LINESTRING (-76.4741248 42.4494881, -76.474063 42.4494209, -76.4739785 42.4493413)",,,,25 mph,,,,
213482333,8508232882,0,404093769,residential,False,True,40.882999999999996,Forest Home Drive,"LINESTRING (-76.4741248 42.4494881, -76.474024 42.449549, -76.4739237 42.449626, -76.4738613 42.4496918, -76.4737896 42.4497576)",,,,,,,,
213482333,213487656,0,"[347340059, 1142406413]",residential,False,False,394.8200000000001,Forest Home Drive,"LINESTRING (-76.4741248 42.4494881, -76.474208 42.449461, -76.474398 42.449418, -76.474568 42.449398, -76.47489 42.4494041, -76.4749973 42.4494157, -76.4752685 42.4494451, -76.475546 42.449493, -76.475739 42.449545, -76.476075 42.449658, -76.476459 42.449824, -76.476568 42.44989, -76.476677 42.449974, -76.4767341 42.4500473, -76.4767718 42.4501248, -76.4768724 42.4503257, -76.4769202 42.4504184, -76.4769776 42.4505049, -76.4770333 42.450574, -76.477102 42.4506431, -76.4771795 42.4506992, -76.4772757 42.4507473, -76.477393 42.4507874, -76.4775224 42.450823, -76.4776344 42.4508436, -76.4777621 42.4508606, -76.4778967 42.4508737, -76.4780589 42.4508828)",,,,,,,,
213482829,213428252,0,20188434,residential,False,False,59.178,McIntyre Place,"LINESTRING (-76.471197 42.45058, -76.471794 42.450555, -76.4719173 42.450554)",,,,,,,,
213482829,213428257,0,347340057,tertiary,False,False,125.152,Judd Falls Road,"LINESTRING (-76.471197 42.45058, -76.4712292 42.4507517, -76.4712583 42.4509011, -76.4713625 42.4514357, -76.4714156 42.4516939)",,,,25 mph,,,,
213482829,2479061559,0,347340057,tertiary,False,True,81.757,Judd Falls Road,"LINESTRING (-76.471197 42.45058, -76.4711327 42.4502115, -76.471113 42.450104, -76.4710607 42.4498517)",,,,25 mph,,,,
213482840,213428252,0,20188434,residential,False,True,93.25899999999999,McIntyre Place,"LINESTRING (-76.4730057 42.4507848, -76.472396 42.450628, -76.472192 42.450581, -76.472023 42.450561, -76.4719173 42.450554)",,,,,,,,
213482840,8508232882,0,404093769,residential,False,False,131.083,Forest Home Drive,"LINESTRING (-76.4730057 42.4507848, -76.4730929 42.4506685, -76.4737896 42.4497576)",,,,,,,,
213482840,213487562,0,404093769,residential,False,True,101.51899999999999,Forest Home Drive,"LINESTRING (-76.4730057 42.4507848, -76.472879 42.4510163, -76.472824 42.4512098, -76.4728099 42.451334, -76.472816 42.451496, -76.47281 42.451559, -76.472776 42.451672)",,,,,,,,
213484943,1319459794,0,117146518,tertiary,False,True,8.709,Campus Road,"LINESTRING (-76.4696852 42.4453111, -76.469791 42.4453049)",,,2,25 mph,,,,
213484943,7847869759,0,677178506,tertiary,False,True,8.778,Judd Falls Road,"LINESTRING (-76.4696852 42.4453111, -76.4696951 42.4453897)",,,2,30 mph,,,,
213484943,1319459475,0,20188594,tertiary,False,False,188.07299999999998,Judd Falls Road,"LINESTRING (-76.4696852 42.4453111, -76.4696408 42.4449751, -76.4696201 42.4448778, -76.4695813 42.444791, -76.4695207 42.4447088, -76.4694585 42.444651, -76.4690782 42.4443662, -76.4689569 42.4442698, -76.4688682 42.4441803, -76.4688072 42.4440959, -76.4687663 42.4440104, -76.4687364 42.4439337, -76.4687081 42.4438481)",,,2,30 mph,,,,
213484943,1319460080,0,677178507,tertiary,False,False,118.78399999999999,Campus Road,"LINESTRING (-76.4696852 42.4453111, -76.4689405 42.4453322, -76.4682393 42.4453624)",,,2,25 mph,,,,
213484956,5224108660,0,347340044,tertiary,False,True,7.525,Tower Road,"LINESTRING (-76.469869 42.447549, -76.4699607 42.4475477)",,,,25 mph,,,,
213484956,5224108661,0,625489684,tertiary,False,False,8.408,Judd Falls Road,"LINESTRING (-76.469869 42.447549, -76.4698712 42.4476246)",,,,30 mph,,,,
213484956,5224108662,0,677164995,tertiary,False,True,7.057,Tower Road,"LINESTRING (-76.469869 42.447549, -76.469783 42.4475481)",,,,25 mph,,,,
213484956,5224108659,0,677178506,tertiary,False,False,6.907,Judd Falls Road,"LINESTRING (-76.469869 42.447549, -76.4698711 42.4474869)",,,2,30 mph,,,,
213484982,213487509,0,107384494,tertiary,False,False,64.01599999999999,Forest Home Drive,"LINESTRING (-76.471652 42.4529058, -76.4715139 42.4529604, -76.4713519 42.4529955, -76.4712112 42.4530103, -76.471109 42.453013, -76.4710026 42.4530075, -76.4708989 42.4530086)",,,,,,,,
213484982,213428257,0,347340057,tertiary,False,True,136.151,Judd Falls Road,"LINESTRING (-76.471652 42.4529058, -76.4715924 42.452632, -76.4715288 42.4522985, -76.4714156 42.4516939)",,,,25 mph,,,,
213484982,213487526,0,404093769,residential,False,False,35.525,Forest Home Drive,"LINESTRING (-76.471652 42.4529058, -76.4717958 42.4528492, -76.472018 42.452736)",,,,,,,,
213486669,1319459711,0,20188687,residential,False,False,51.864,Balch Drive,"LINESTRING (-76.48005 42.453699, -76.4804879 42.4533626)",,,,,,,,
