osmid,y,x,street_count,highway,geometry
213412950,42.4538646,-76.4847571,3,,POINT (-76.4847571 42.4538646)
213412953,42.454728,-76.4857578,1,,POINT (-76.4857578 42.454728)
213413128,42.458286,-76.474993,3,,POINT (-76.474993 42.458286)
213413134,42.4581584,-76.4751873,3,,POINT (-76.4751873 42.4581584)
213413141,42.458025,-76.475671,3,,POINT (-76.475671 42.458025)
213413146,42.458044,-76.476578,3,,POINT (-76.476578 42.458044)
213413148,42.457999,-76.477316,3,,POINT (-76.477316 42.457999)
213413158,42.45785,-76.4785239,3,,POINT (-76.4785239 42.45785)
213413283,42.4485107,-76.4757251,3,,POINT (-76.4757251 42.4485107)
213413292,42.4485318,-76.4743883,3,,POINT (-76.4743883 42.4485318)
213413300,42.4484072,-76.4737603,4,,POINT (-76.4737603 42.4484072)
213413302,42.4479873,-76.4737567,3,,POINT (-76.4737567 42.4479873)
213413304,42.4479862,-76.4744304,3,,POINT (-76.4744304 42.4479862)
213414013,42.4462078,-76.4651344,3,,POINT (-76.4651344 42.4462078)
213418176,42.446717,-76.481682,3,,POINT (-76.481682 42.446717)
213419140,42.4492631,-76.4891665,3,,POINT (-76.4891665 42.4492631)
213419142,42.4487236,-76.4891378,4,,POINT (-76.4891378 42.4487236)
213419151,42.4480836,-76.4883552,3,,POINT (-76.4883552 42.4480836)
213419194,42.448204,-76.482608,3,,POINT (-76.482608 42.448204)
213419221,42.4479601,-76.4821429,3,,POINT (-76.4821429 42.4479601)
213419246,42.448542,-76.482282,3,,POINT (-76.482282 42.448542)
213419306,42.4482072,-76.4827542,4,,POINT (-76.4827542 42.4482072)
213419487,42.4478911,-76.4724853,3,,POINT (-76.4724853 42.4478911)
213420677,42.4568134,-76.4783296,4,,POINT (-76.4783296 42.4568134)
213420679,42.4568864,-76.478346,4,crossing,POINT (-76.478346 42.4568864)
213420689,42.4587146,-76.4781983,3,,POINT (-76.4781983 42.4587146)
213420692,42.4590325,-76.4750371,3,,POINT (-76.4750371 42.4590325)
213420995,42.448381,-76.4610906,3,,POINT (-76.4610906 42.448381)
213421003,42.4480867,-76.4621439,4,,POINT (-76.4621439 42.4480867)
213421277,42.4466225,-76.4567704,3,,POINT (-76.4567704 42.4466225)
213421281,42.447521,-76.458255,3,,POINT (-76.458255 42.447521)
213426754,42.444002,-76.4619227,3,,POINT (-76.4619227 42.444002)
213426758,42.4460727,-76.4620535,3,,POINT (-76.4620535 42.4460727)
213427978,42.4486583,-76.4627548,3,,POINT (-76.4627548 42.4486583)
213428100,42.447568,-76.4744305,3,,POINT (-76.4744305 42.447568)
213428105,42.4475695,-76.4737561,3,,POINT (-76.4737561 42.4475695)
213428120,42.4449304,-76.4759292,3,,POINT (-76.4759292 42.4449304)
213428125,42.4447944,-76.4760706,3,,POINT (-76.4760706 42.4447944)
213428130,42.44407,-76.476759,3,,POINT (-76.476759 42.44407)
213428137,42.44461,-76.477503,3,,POINT (-76.477503 42.44461)
213428252,42.450554,-76.4719173,3,,POINT (-76.4719173 42.450554)
213428257,42.4516939,-76.4714156,3,,POINT (-76.4714156 42.4516939)
