u,v,key,osmid,highway,oneway,reversed,length,geometry,name,tunnel,bridge,service
5260305570,5260305562,1,692240862,path,False,False,51.914,"LINESTRING (103.926782 30.7557003, 103.9267919 30.755655, 103.9267858 30.7556179, 103.9267396 30.7555835, 103.9266101 30.7555226, 103.9265639 30.7554829, 103.92653 30.7554405, 103.9265116 30.7553929, 103.9264828 30.7553539)",,,,
5260305570,5260305575,0,544166204,path,False,True,46.441,"LINESTRING (103.926782 30.7557003, 103.9268089 30.7557648, 103.926825 30.7558432, 103.9268357 30.7559354, 103.9268357 30.7560092, 103.9268142 30.7561106)",,,,
5260305575,6583832675,0,692240863,footway,False,False,141.384,"LINESTRING (103.9268142 30.7561106, 103.9272234 30.7548887)",,,,
5260305575,5260305570,0,544166204,path,False,False,46.441,"LINESTRING (103.9268142 30.7561106, 103.9268357 30.7560092, 103.9268357 30.7559354, 103.926825 30.7558432, 103.9268089 30.7557648, 103.926782 30.7557003)",,,,
5260305575,5260305578,0,544166204,path,False,True,28.84,"LINESTRING (103.9268142 30.7561106, 103.9267606 30.7562074, 103.9267391 30.7562719, 103.9266747 30.7563365)",,,,
5260305578,5260305575,0,544166204,path,False,False,28.840000000000003,"LINESTRING (103.9266747 30.7563365, 103.9267391 30.7562719, 103.9267606 30.7562074, 103.9268142 30.7561106)",,,,
5260305578,5260305580,0,544166204,path,False,True,19.621000000000002,"LINESTRING (103.9266747 30.7563365, 103.9266426 30.7563918, 103.9265912 30.7564976)",,,,
5260305578,8791837635,0,544166205,path,False,False,26.102,"LINESTRING (103.9266747 30.7563365, 103.9267606 30.7564287, 103.9268196 30.756484, 103.9268465 30.7565186)",,,,
5260305580,8791837635,0,568042667,footway,False,False,24.507,"LINESTRING (103.9265912 30.7564976, 103.9268465 30.7565186)",,,,
5260305580,5260305578,0,544166204,path,False,False,19.621000000000002,"LINESTRING (103.9265912 30.7564976, 103.9266426 30.7563918, 103.9266747 30.7563365)",,,,
5260305580,5260306570,0,544166204,path,False,True,7.26,"LINESTRING (103.9265912 30.7564976, 103.9265889 30.7565024, 103.9265819 30.7565622)",,,,
5260305580,5256920718,0,552816780,footway,False,False,61.391999999999996,"LINESTRING (103.9265912 30.7564976, 103.9263863 30.7564636, 103.9261995 30.7564797, 103.9260454 30.7565078, 103.9259742 30.756553)",,,,
5260306556,8794836021,0,630914103,residential,False,False,24.409,"LINESTRING (103.9273056 30.7571826, 103.9274008 30.7573863)",丹桂路,,,
5260306556,2271615875,0,630914103,residential,False,True,12.099,"LINESTRING (103.9273056 30.7571826, 103.9272585 30.7570816)",丹桂路,,,
5260306556,5260306564,0,217855174,service,False,False,165.836,"LINESTRING (103.9273056 30.7571826, 103.9274426 30.7571267, 103.9278253 30.7569864, 103.9279786 30.756931, 103.9281296 30.7568765, 103.9284258 30.7567526, 103.9287415 30.7565933, 103.9288589 30.7565244)",后勤物资通道,,,
5260306564,5501552730,0,217855174,service,False,False,23.846,"LINESTRING (103.9288589 30.7565244, 103.9290665 30.7564054)",后勤物资通道,,,
5260306564,8791837630,0,544166219,residential,False,False,60.449,"LINESTRING (103.9288589 30.7565244, 103.9283475 30.7562044)",,,,
5260306564,5260306556,0,217855174,service,False,True,165.83599999999998,"LINESTRING (103.9288589 30.7565244, 103.9287415 30.7565933, 103.9284258 30.7567526, 103.9281296 30.7568765, 103.9279786 30.756931, 103.9278253 30.7569864, 103.9274426 30.7571267, 103.9273056 30.7571826)",后勤物资通道,,,
5260306564,2271615825,0,544166219,residential,False,True,58.922999999999995,"LINESTRING (103.9288589 30.7565244, 103.9290873 30.7566517, 103.9291839 30.7567178, 103.9292925 30.7568127, 103.9293364 30.7568551)",,,,
5260306570,5336767864,0,544161582,residential,False,True,32.631,"LINESTRING (103.9265819 30.7565622, 103.9269185 30.7566117)",,,,
5260306570,5336767862,0,544161582,residential,False,False,58.238,"LINESTRING (103.9265819 30.7565622, 103.9263239 30.7565626, 103.9261468 30.7565789, 103.9259928 30.7566473)",,,,
5260306570,5260305580,0,544166204,path,False,False,7.26,"LINESTRING (103.9265819 30.7565622, 103.9265889 30.7565024, 103.9265912 30.7564976)",,,,
5260306572,5336767864,0,544161582,residential,False,False,12.382,"LINESTRING (103.9270461 30.7566311, 103.9269185 30.7566117)",,,,
5260306572,8791837629,0,630914103,residential,False,False,10.839,"LINESTRING (103.9270461 30.7566311, 103.9270894 30.7567212)",丹桂路,,,
5260306572,5260306574,0,544161582,residential,False,True,131.697,"LINESTRING (103.9270461 30.7566311, 103.9272902 30.7566219, 103.9274951 30.7565823, 103.9276897 30.7565063, 103.9278884 30.7563869, 103.9282702 30.7561548)",,,,
5260306574,8791837630,0,544166219,residential,False,True,9.218,"LINESTRING (103.9282702 30.7561548, 103.9283475 30.7562044)",,,,
5260306574,5338398330,0,604640279,residential,False,True,7.666,"LINESTRING (103.9282702 30.7561548, 103.9282166 30.7561035)",,,,
5260306574,5260306572,0,544161582,residential,False,False,131.697,"LINESTRING (103.9282702 30.7561548, 103.9278884 30.7563869, 103.9276897 30.7565063, 103.9274951 30.7565823, 103.9272902 30.7566219, 103.9270461 30.7566311)",,,,
5260306574,5501552018,0,544161582,residential,False,True,115.977,"LINESTRING (103.9282702 30.7561548, 103.9289666 30.7557021, 103.9292532 30.7555441)",,,,
5260306596,5310419284,0,544161582,residential,False,True,17.475,"LINESTRING (103.9300561 30.7552884, 103.9302363 30.7553152)",,,,
5260306596,5338398337,0,604832423,residential,False,False,13.638,"LINESTRING (103.9300561 30.7552884, 103.9299765 30.7551866)",银杏大道,,,
5260306596,5515463912,0,604832423,residential,False,True,21.508,"LINESTRING (103.9300561 30.7552884, 103.9301909 30.7554433)",银杏大道,,,
5260306596,5515466560,0,544161582,residential,False,False,71.193,"LINESTRING (103.9300561 30.7552884, 103.9298973 30.7552894, 103.9298456 30.7552963, 103.929751 30.7553089, 103.929663 30.7553344, 103.9295161 30.7553992, 103.9293612 30.7554783)",,,,
5260306598,5260256760,0,544161567,footway,False,False,11.833,"LINESTRING (103.9306647 30.7558412, 103.9307104 30.7557423)",,,,
5260306598,5338398353,0,217855174,service,False,False,131.113,"LINESTRING (103.9306647 30.7558412, 103.9308288 30.7557314, 103.9311768 30.7555115, 103.9313908 30.7553763, 103.9317661 30.7551381)",后勤物资通道,,,
5260306598,5315834730,0,217855174,service,False,True,132.178,"LINESTRING (103.9306647 30.7558412, 103.9299909 30.7560585, 103.9293678 30.7562546)",后勤物资通道,,,
5260306598,5515463912,0,604832423,residential,False,False,63.828,"LINESTRING (103.9306647 30.7558412, 103.9304275 30.7556891, 103.9303134 30.7555869, 103.9301909 30.7554433)",银杏大道,,,
5260306598,2271615754,0,604832423,residential,False,True,50.657,"LINESTRING (103.9306647 30.7558412, 103.9307664 30.7558967, 103.9307982 30.7559254, 103.9308747 30.7560063, 103.9309267 30.7560731, 103.9310018 30.7561834)",银杏大道,,,
5260306620,5466044835,0,544272051,footway,False,False,66.008,"LINESTRING (103.9296837 30.7546956, 103.9301017 30.7551682)",,,,
5260608571,8794836018,0,217855182,residential,False,True,6.417,"LINESTRING (103.9323874 30.7552247, 103.932347 30.7551786)",,,,
5260608571,5260608616,0,544200743,service,False,False,14.307,"LINESTRING (103.9323874 30.7552247, 103.9324999 30.7551398)",,,,
5260608571,5588802410,0,217855182,residential,False,False,37.698,"LINESTRING (103.9323874 30.7552247, 103.9324914 30.7553754, 103.9325844 30.7555184)",,,,
5260608572,5315834710,0,217855167,residential,False,False,44.445,"LINESTRING (103.9327188 30.7549355, 103.9330862 30.7551806)",,,,
5260608572,2271615601,0,217855167,residential,False,True,37.653,"LINESTRING (103.9327188 30.7549355, 103.9324369 30.7546989)",,,,
5260608572,5260608616,0,544200743,service,False,True,30.881,"LINESTRING (103.9327188 30.7549355, 103.9324999 30.7551398)",,,,
5260608580,5261502240,0,544160366,service,False,True,14.781,"LINESTRING (103.9284207 30.746883, 103.9282813 30.7469406)",,,,
5260608580,5261502229,0,"[544278531, 857694887]",service,False,False,249.05899999999997,"LINESTRING (103.9284207 30.746883, 103.928363 30.7468162, 103.9282831 30.7467258, 103.9282155 30.7466283, 103.9281701 30.7465453, 103.9281612 30.7465249, 103.9281209 30.7464168, 103.928095 30.7463056, 103.9280839 30.7461925, 103.9280877 30.7460791, 103.9281064 30.7459667, 103.9281398 30.7458569, 103.9281873 30.7457511, 103.9282485 30.7456505, 103.9283138 30.7455615, 103.9284084 30.7454703, 103.9285051 30.745393, 103.9286113 30.7453256, 103.9287257 30.7452689, 103.9288468 30.7452237, 103.9289731 30.7451905, 103.9291029 30.7451698)",,yes,,
5260608580,9139841745,0,857694887,service,False,True,148.083,"LINESTRING (103.9284207 30.746883, 103.9286075 30.7470018, 103.9287786 30.7470822, 103.9289629 30.7471369, 103.9291552 30.7471644, 103.9293502 30.7471641, 103.9295424 30.7471359, 103.9297246 30.7470776, 103.9298389 30.747031, 103.9298567 30.7470209)",,,,
5260608596,5259972555,0,544136501,service,False,True,25.907,"LINESTRING (103.9345934 30.7535678, 103.9344941 30.7537846)",,,,
5260608596,5260608597,0,544200747,footway,False,False,33.183,"LINESTRING (103.9345934 30.7535678, 103.9348914 30.7534146)",,,,
5260608596,5259972557,0,544136501,service,False,False,37.556,"LINESTRING (103.9345934 30.7535678, 103.9346558 30.7534315, 103.9346968 30.7532435)",,,,
5260608597,5260608596,0,544200747,footway,False,True,33.183,"LINESTRING (103.9348914 30.7534146, 103.9345934 30.7535678)",,,,
5260608597,5259972557,0,544200748,footway,False,False,26.604,"LINESTRING (103.9348914 30.7534146, 103.9346968 30.7532435)",,,,
5260608597,7878395116,0,544200747,footway,False,False,66.444,"LINESTRING (103.9348914 30.7534146, 103.935119 30.7534146, 103.9353618 30.7535059, 103.9355051 30.7536291)",,,,
5260608612,5260608613,0,544200750,footway,False,False,44.004,"LINESTRING (103.9304719 30.7575877, 103.9308707 30.7577856)",,,,
5260608612,5336767831,0,604832423,residential,False,False,20.282,"LINESTRING (103.9304719 30.7575877, 103.9306092 30.7574486)",银杏大道,,,
5260608612,5260013532,0,604832423,residential,False,True,16.235,"LINESTRING (103.9304719 30.7575877, 103.9303646 30.7577009)",银杏大道,,,
5260608613,5260608614,0,544200750,footway,False,False,11.167,"LINESTRING (103.9308707 30.7577856, 103.930807 30.7578698)",,,,
5260608613,5260608612,0,544200750,footway,False,True,44.004,"LINESTRING (103.9308707 30.7577856, 103.9304719 30.7575877)",,,,
5260608613,5315834752,0,550365573,service,False,False,106.06200000000001,"LINESTRING (103.9308707 30.7577856, 103.9312128 30.7573645, 103.9317235 30.7573997)",,,,
5260608614,5315834758,0,544139940,residential,False,False,18.649,"LINESTRING (103.930807 30.7578698, 103.9309854 30.7579378)",,,,
5260608614,5260013532,0,544139940,residential,False,True,46.257,"LINESTRING (103.930807 30.7578698, 103.9303646 30.7577009)",,,,
5260608614,5260608613,0,544200750,footway,False,True,11.167,"LINESTRING (103.930807 30.7578698, 103.9308707 30.7577856)",,,,
5260608615,5515466590,0,217855167,residential,False,False,7.847,"LINESTRING (103.933419 30.7554466, 103.933458 30.7555087)",,,,
5260608615,5315834701,0,544161569,residential,False,True,26.438,"LINESTRING (103.933419 30.7554466, 103.9336003 30.755267)",,,,
5260608615,5515466589,0,544161570,footway,False,False,8.47,"LINESTRING (103.933419 30.7554466, 103.9333368 30.7554751)",,,,
5260608615,5315834710,0,217855167,residential,False,True,43.483,"LINESTRING (103.933419 30.7554466, 103.9333466 30.7553775, 103.9330862 30.7551806)",,,,
5260608616,5260608572,0,544200743,service,False,False,30.881,"LINESTRING (103.9324999 30.7551398, 103.9327188 30.7549355)",,,,
5260608616,5260608571,0,544200743,service,False,True,14.307,"LINESTRING (103.9324999 30.7551398, 103.9323874 30.7552247)",,,,
5260608616,5515466584,0,596973473,service,False,False,36.17,"LINESTRING (103.9324999 30.7551398, 103.9326394 30.7552665, 103.932679 30.7553293, 103.9326615 30.7554073)",,,,
5261438363,5259972555,0,544136501,service,False,False,15.888,"LINESTRING (103.9344142 30.7539099, 103.9344941 30.7537846)",,,,
5261438363,5261438364,0,544136501,service,False,True,47.946999999999996,"LINESTRING (103.9344142 30.7539099, 103.9343544 30.7540035, 103.934142 30.7542717)",,,,
5261438363,5259972562,0,544136502,service,False,True,92.061,"LINESTRING (103.9344142 30.7539099, 103.9344785 30.7539399, 103.9346448 30.7540176, 103.9346362 30.7543484, 103.9346338 30.754439, 103.9344561 30.7545359)",,,,
5261438364,5260256764,0,217855186,residential,False,False,30.703,"LINESTRING (103.934142 30.7542717, 103.934287 30.7543727, 103.9343776 30.7544583)",,,,
5261438364,2271615487,0,217855186,residential,False,True,106.208,"LINESTRING (103.934142 30.7542717, 103.9338424 30.754063, 103.9331692 30.7538299)",,,,
5261438364,5261438363,0,544136501,service,False,False,47.946999999999996,"LINESTRING (103.934142 30.7542717, 103.9343544 30.7540035, 103.9344142 30.7539099)",,,,
5261438367,5261438370,0,544161568,footway,False,False,107.572,"LINESTRING (103.9330307 30.7520832, 103.9341031 30.7521478, 103.9341537 30.75215)",,,,
5261438367,2271615318,0,544161582,residential,False,False,92.90400000000001,"LINESTRING (103.9330307 30.7520832, 103.9330807 30.752334, 103.9330888 30.7523798, 103.9330994 30.75244, 103.9331075 30.752546, 103.9330951 30.7527161, 103.9330747 30.7529125)",,,,
5261438367,5260256634,0,"[687370096, 544161582, 701056999]",residential,False,True,246.28700000000003,"LINESTRING (103.9330307 30.7520832, 103.9325362 30.751057, 103.9321263 30.7502401, 103.9320738 30.7501366, 103.932029 30.7500425)",,,yes,
5261438370,5261438371,0,544272059,footway,False,False,10.977,"LINESTRING (103.9341537 30.75215, 103.9341155 30.7522431)",,,,
5261438370,5259972561,0,544161568,footway,False,False,50.056999999999995,"LINESTRING (103.9341537 30.75215, 103.9342061 30.7521522, 103.9346772 30.7521658)",,,,
5261438370,5261438367,0,544161568,footway,False,True,107.572,"LINESTRING (103.9341537 30.75215, 103.9341031 30.7521478, 103.9330307 30.7520832)",,,,
5261438371,5261438370,0,544272059,footway,False,True,10.977,"LINESTRING (103.9341155 30.7522431, 103.9341537 30.75215)",,,,
5261487364,5261502230,0,217855082,residential,False,False,182.759,"LINESTRING (103.9268753 30.7449219, 103.9286352 30.7442788)",,,,
5261487364,5261502065,0,217855082,residential,False,True,126.192,"LINESTRING (103.9268753 30.7449219, 103.9256594 30.7453645)",,,,
5261502053,5261502066,0,544278525,service,False,False,10.491,"LINESTRING (103.9257541 30.7457318, 103.9257461 30.7456377)",,,,
5261502053,5261502087,0,544278524,service,False,False,12.722,"LINESTRING (103.9257541 30.7457318, 103.9256902 30.7457479, 103.9256285 30.7457693)",,,,
5261502053,9139805397,0,"[544278524, 988857942, 988857943]",service,False,True,128.38199999999998,"LINESTRING (103.9257541 30.7457318, 103.925816 30.7457216, 103.9258788 30.7457164, 103.9259418 30.7457161, 103.9260046 30.745721, 103.9260667 30.7457308, 103.9261274 30.7457455, 103.9261862 30.745765, 103.9262427 30.7457892, 103.9262963 30.7458177, 103.92635 30.7458506, 103.9263932 30.7458869, 103.9264356 30.7459271, 103.9264734 30.7459704, 103.9265065 30.7460166, 103.9265344 30.7460652, 103.9265569 30.7461158, 103.9265739 30.746168, 103.9265851 30.7462213, 103.9265906 30.7462753, 103.9265901 30.7463295, 103.9265883 30.7463576, 103.9265839 30.7463835, 103.9265803 30.7463993)",,yes,,
5261502065,5261487364,0,217855082,residential,False,False,126.192,"LINESTRING (103.9256594 30.7453645, 103.9268753 30.7449219)",,,,
5261502065,8282798726,0,217855082,residential,False,True,24.855,"LINESTRING (103.9256594 30.7453645, 103.925422 30.7454558)",,,,
5261502065,5261502066,0,544278525,service,False,True,31.488,"LINESTRING (103.9256594 30.7453645, 103.9257461 30.7456377)",,,,
5261502066,5261502065,0,544278525,service,False,False,31.488,"LINESTRING (103.9257461 30.7456377, 103.9256594 30.7453645)",,,,
5261502066,5261502053,0,544278525,service,False,True,10.491,"LINESTRING (103.9257461 30.7456377, 103.9257541 30.7457318)",,,,
5261502066,9050523212,0,596913741,service,False,False,71.49199999999999,"LINESTRING (103.9257461 30.7456377, 103.9259658 30.7456143, 103.9261321 30.7456265, 103.9263055 30.7456782, 103.9264599 30.7457513)",,,,
5261502066,9050523211,0,596913742,service,False,True,66.003,"LINESTRING (103.9257461 30.7456377, 103.925895 30.7456447, 103.9260259 30.7456539, 103.9261569 30.7456904, 103.9262701 30.7457512, 103.9263858 30.7458174)",,,,
5261502087,8282798726,0,891165360,service,False,False,40.058,"LINESTRING (103.9256285 30.7457693, 103.925422 30.7454558)",,,,parking_aisle
5261502087,8282798725,0,544278524,service,False,False,18.404,"LINESTRING (103.9256285 30.7457693, 103.9255442 30.7458093, 103.9254673 30.7458591)",,,,
5261502087,5261502053,0,544278524,service,False,True,12.722,"LINESTRING (103.9256285 30.7457693, 103.9256902 30.7457479, 103.9257541 30.7457318)",,,,
5261502088,8282798734,0,217855082,residential,False,False,35.566,"LINESTRING (103.9241134 30.7460627, 103.9242623 30.7459019, 103.9243771 30.7458441)",,,,
5261502088,2271614763,0,217855082,residential,False,True,125.401,"LINESTRING (103.9241134 30.7460627, 103.9239946 30.7461887, 103.9238665 30.7463187, 103.9236686 30.7464784, 103.923396 30.7466661, 103.9231521 30.7468228)",,,,
5261502088,5515470578,0,701057000,residential,False,False,231.24800000000002,"LINESTRING (103.9241134 30.7460627, 103.925749 30.7470936, 103.9259975 30.7472502, 103.9260629 30.7472946)",,,,
5261502109,5467635364,0,568303114,service,False,True,193.132,"LINESTRING (103.9303402 30.7458057, 103.9308093 30.7456669, 103.9309032 30.745653, 103.9310159 30.7456599, 103.9322262 30.7461052)",,,,
5261502109,9139841745,0,857694887,service,False,False,154.976,"LINESTRING (103.9303402 30.7458057, 103.930379 30.7459091, 103.9304045 30.7460155, 103.9304166 30.7461236, 103.9304149 30.7462322, 103.9303996 30.74634, 103.9303708 30.7464458, 103.9303289 30.7465483, 103.9302743 30.7466462, 103.9302077 30.7467386, 103.9301299 30.7468242, 103.9300418 30.746902, 103.9299444 30.7469712, 103.9298567 30.7470209)",,,,
5261502109,5261502226,0,857694887,service,False,True,96.62100000000001,"LINESTRING (103.9303402 30.7458057, 103.9302886 30.7457065, 103.9302249 30.7456128, 103.9301497 30.7455254, 103.930064 30.7454456, 103.9299687 30.7453742, 103.9298651 30.7453121, 103.9297542 30.74526, 103.9296374 30.7452185)",,,,
5261502226,5261502242,0,544278534,service,False,False,57.774,"LINESTRING (103.9296374 30.7452185, 103.929512 30.7448112, 103.9294059 30.7448478)",,,,
5261502226,5261502109,0,857694887,service,False,False,96.62100000000001,"LINESTRING (103.9296374 30.7452185, 103.9297542 30.74526, 103.9298651 30.7453121, 103.9299687 30.7453742, 103.930064 30.7454456, 103.9301497 30.7455254, 103.9302249 30.7456128, 103.9302886 30.7457065, 103.9303402 30.7458057)",,,,
5261502226,5261502229,0,857694887,service,False,True,51.778999999999996,"LINESTRING (103.9296374 30.7452185, 103.9294629 30.7451785, 103.9292833 30.7451622, 103.9291029 30.7451698)",,,,
5261502228,5261502243,0,544278534,service,False,True,24.116,"LINESTRING (103.9290399 30.7449825, 103.9292727 30.7448988)",,,,
5261502228,5261502231,0,544278535,service,False,False,15.021,"LINESTRING (103.9290399 30.7449825, 103.9289724 30.7448605)",,,,
5261502228,5261502229,0,544278535,service,False,True,21.68,"LINESTRING (103.9290399 30.7449825, 103.9291029 30.7451698)",,,,
5261502229,5261502228,0,544278535,service,False,False,21.68,"LINESTRING (103.9291029 30.7451698, 103.9290399 30.7449825)",,,,
5261502229,5261502226,0,857694887,service,False,False,51.778999999999996,"LINESTRING (103.9291029 30.7451698, 103.9292833 30.7451622, 103.9294629 30.7451785, 103.9296374 30.7452185)",,,,
5261502229,5260608580,0,"[544278531, 857694887]",service,False,True,249.05900000000003,"LINESTRING (103.9291029 30.7451698, 103.9289731 30.7451905, 103.9288468 30.7452237, 103.9287257 30.7452689, 103.9286113 30.7453256, 103.9285051 30.745393, 103.9284084 30.7454703, 103.9283138 30.7455615, 103.9282485 30.7456505, 103.9281873 30.7457511, 103.9281398 30.7458569, 103.9281064 30.7459667, 103.9280877 30.7460791, 103.9280839 30.7461925, 103.928095 30.7463056, 103.9281209 30.7464168, 103.9281612 30.7465249, 103.9281701 30.7465453, 103.9282155 30.7466283, 103.9282831 30.7467258, 103.928363 30.7468162, 103.9284207 30.746883)",,yes,,
5261502230,5261502244,0,217855082,residential,False,False,29.941,"LINESTRING (103.9286352 30.7442788, 103.9289232 30.7441728)",,,,
5261502230,5261487364,0,217855082,residential,False,True,182.759,"LINESTRING (103.9286352 30.7442788, 103.9268753 30.7449219)",,,,
5261502230,5261502231,0,544278535,service,False,True,72.265,"LINESTRING (103.9286352 30.7442788, 103.9289724 30.7448605)",,,,
5261502231,5261502230,0,544278535,service,False,False,72.265,"LINESTRING (103.9289724 30.7448605, 103.9286352 30.7442788)",,,,
5261502231,5261502228,0,544278535,service,False,True,15.021,"LINESTRING (103.9289724 30.7448605, 103.9290399 30.7449825)",,,,
5261502231,5261502234,0,"[544278536, 544278537]",service,False,False,124.277,"LINESTRING (103.9289724 30.7448605, 103.9286736 30.7451261, 103.9286412 30.745155, 103.92827 30.7455296, 103.9280889 30.7456794)",,,,
5261502231,5261502234,1,"[604615492, 601600527]",service,False,True,125.273,"LINESTRING (103.9289724 30.7448605, 103.9286086 30.7451273, 103.9282103 30.745486, 103.9281639 30.7455599, 103.9280889 30.7456794)",,,,
5261502234,5261502240,0,544278537,service,False,False,147.86599999999999,"LINESTRING (103.9280889 30.7456794, 103.9279869 30.7459283, 103.9279869 30.7462557, 103.9280138 30.7464539, 103.9280545 30.7465511, 103.9280996 30.7466337, 103.9281786 30.7467733, 103.9281961 30.7468043, 103.9282813 30.7469406)",,,,
5261502234,5261502231,0,"[544278536, 544278537]",service,False,True,124.277,"LINESTRING (103.9280889 30.7456794, 103.92827 30.7455296, 103.9286412 30.745155, 103.9286736 30.7451261, 103.9289724 30.7448605)",,,,
5261502234,5261502231,1,"[604615492, 601600527]",service,False,False,125.273,"LINESTRING (103.9280889 30.7456794, 103.9281639 30.7455599, 103.9282103 30.745486, 103.9286086 30.7451273, 103.9289724 30.7448605)",,,,
5261502240,5260608580,0,544160366,service,False,False,14.781,"LINESTRING (103.9282813 30.7469406, 103.9284207 30.746883)",,,,
5261502240,7090216272,0,544160366,service,False,True,50.635,"LINESTRING (103.9282813 30.7469406, 103.9279202 30.7471292, 103.9278365 30.7471869)",,,,
5261502240,5261502234,0,544278537,service,False,True,147.86599999999999,"LINESTRING (103.9282813 30.7469406, 103.9281961 30.7468043, 103.9281786 30.7467733, 103.9280996 30.7466337, 103.9280545 30.7465511, 103.9280138 30.7464539, 103.9279869 30.7462557, 103.9279869 30.7459283, 103.9280889 30.7456794)",,,,
5261502241,5261502244,0,217855082,residential,False,True,12.938,"LINESTRING (103.9290473 30.7441263, 103.9289232 30.7441728)",,,,
5261502241,5261502242,0,544278538,service,True,False,87.24,"LINESTRING (103.9290473 30.7441263, 103.9294059 30.7448478)",,,,parking_aisle
5261502242,5261502243,0,544278534,service,False,False,13.936,"LINESTRING (103.9294059 30.7448478, 103.9292727 30.7448988)",,,,
5261502242,5261502226,0,544278534,service,False,True,57.774,"LINESTRING (103.9294059 30.7448478, 103.929512 30.7448112, 103.9296374 30.7452185)",,,,
5261502243,5261502228,0,544278534,service,False,False,24.116,"LINESTRING (103.9292727 30.7448988, 103.9290399 30.7449825)",,,,
5261502243,5261502242,0,544278534,service,False,True,13.936,"LINESTRING (103.9292727 30.7448988, 103.9294059 30.7448478)",,,,
5261502243,5261502244,0,544278539,service,True,False,87.365,"LINESTRING (103.9292727 30.7448988, 103.9289232 30.7441728)",,,,parking_aisle
5261502244,5261502241,0,217855082,residential,False,False,12.938,"LINESTRING (103.9289232 30.7441728, 103.9290473 30.7441263)",,,,
5261502244,5261502230,0,217855082,residential,False,True,29.941,"LINESTRING (103.9289232 30.7441728, 103.9286352 30.7442788)",,,,
5265110656,2271614926,0,687370095,residential,False,False,35.798,"LINESTRING (103.9238319 30.7491259, 103.9235953 30.7488763)",,,,
5265110656,6443127417,0,544278522,cycleway,False,False,62.198,"LINESTRING (103.9238319 30.7491259, 103.9243562 30.7488444, 103.9243821 30.7488273)",,,,
5265110656,2271614990,0,"[544688579, 687370094, 687370095]",residential,False,True,52.003,"LINESTRING (103.9238319 30.7491259, 103.9239448 30.7492412, 103.9240804 30.7493969, 103.9241563 30.7495006)",,yes,,
5265110657,2271615009,0,544688579,residential,False,False,24.278,"LINESTRING (103.9244982 30.7499212, 103.9243514 30.749743)",,,,
5265110657,2271615036,0,544688579,residential,False,True,24.162,"LINESTRING (103.9244982 30.7499212, 103.9246518 30.7500938)",,,,
5265110657,5265110658,0,544688581,footway,False,False,18.736,"LINESTRING (103.9244982 30.7499212, 103.9243383 30.7500187)",,,,
5265110658,5265110657,0,544688581,footway,False,True,18.736,"LINESTRING (103.9243383 30.7500187, 103.9244982 30.7499212)",,,,
5310375304,5260252090,0,"[627377952, 693513891, 544161279]",footway,False,False,33.129,"LINESTRING (103.9248489 30.7525319, 103.9248304 30.7525403, 103.9246369 30.7526285, 103.9245412 30.7526691)",,,yes,
5310375304,9139805590,0,"[544161281, 988857956]","['steps', 'footway']",False,False,80.118,"LINESTRING (103.9248489 30.7525319, 103.9248822 30.7522223, 103.9250676 30.7521115, 103.9252466 30.7521242, 103.9252388 30.752185)",,,,
5310375304,6447660639,0,"[687770520, 544161281]","['service', 'footway']",False,True,83.25,"LINESTRING (103.9248489 30.7525319, 103.9249923 30.7527312, 103.925251 30.7527631, 103.9255841 30.752808)",,,,
5310419284,5260306596,0,544161582,residential,False,False,17.475,"LINESTRING (103.9302363 30.7553152, 103.9300561 30.7552884)",,,,
5310419284,5515463911,0,544272051,footway,False,False,14.433,"LINESTRING (103.9302363 30.7553152, 103.9303163 30.7554253)",,,,
5310419284,5260256755,0,544161582,residential,False,True,62.252,"LINESTRING (103.9302363 30.7553152, 103.9303754 30.7553176, 103.930486 30.7553095, 103.9306174 30.7552881, 103.9307508 30.7552247, 103.9308509 30.7551758)",,,,
5310419284,5466044835,0,544272051,footway,False,True,21.262999999999998,"LINESTRING (103.9302363 30.7553152, 103.9302124 30.7552622, 103.9301777 30.7552238, 103.9301017 30.7551682)",,,,
5310419286,5338398341,0,544161567,footway,False,True,29.732,"LINESTRING (103.9308189 30.7548149, 103.9308306 30.7550821)",,,,
5315834657,5315834658,0,550365547,service,False,False,32.532,"LINESTRING (103.9337788 30.7563842, 103.9341185 30.7564036)",,,,
5315834657,2271615889,0,217855167,residential,False,False,96.25899999999999,"LINESTRING (103.9337788 30.7563842, 103.9337598 30.7566245, 103.9336863 30.7569343, 103.9335599 30.7572232)",,,,
5315834657,2271615695,0,217855167,residential,False,True,77.53,"LINESTRING (103.9337788 30.7563842, 103.9337472 30.7561564, 103.9336699 30.7559125, 103.9335844 30.7557104)",,,,
5315834658,5315834657,0,550365547,service,False,True,32.532,"LINESTRING (103.9341185 30.7564036, 103.9337788 30.7563842)",,,,
5315834658,5315834664,0,550365548,service,False,False,12.617,"LINESTRING (103.9341185 30.7564036, 103.9341317 30.7562907)",,,,
5315834658,5315834667,0,550365548,service,False,True,10.993,"LINESTRING (103.9341185 30.7564036, 103.9341086 30.7565021)",,,,
5315834663,5315834664,0,550365548,service,False,True,22.327,"LINESTRING (103.9341549 30.7560909, 103.9341317 30.7562907)",,,,
5315834663,5315834663,0,"[550365548, 550365549]",service,False,False,129.767,"LINESTRING (103.9341549 30.7560909, 103.9341839 30.7558417, 103.9345715 30.7558578, 103.9345575 30.7560946, 103.9341549 30.7560909)",,,,
