element_type,osmid,nodes,building,name,name:zh,name:zh-Hans,name:zh-Hant,geometry,addr:city,addr:postcode,leisure,sport,wikidata,wikimedia_commons,wikipedia,building:levels,amenity,shop,brand,brand:en,brand:wikidata,brand:zh,name:en,layer
way,978624819,"[9055170655, 9055170656, 9055170657, 9055170658, 9055170655]",yes,,,,,"POLYGON ((116.3566805 39.9897646, 116.3566805 39.9898914, 116.3574832 39.9899018, 116.3574923 39.9897745, 116.3566805 39.9897646))",,,,,,,,,,,,,,,,
way,978624820,"[9055170659, 9055170660, 9055170661, 9055170662, 9055170659]",yes,,,,,"POLYGON ((116.3576683 39.9899916, 116.3576639 39.9901085, 116.3582763 39.9901223, 116.3582808 39.9900054, 116.3576683 39.9899916))",,,,,,,,,,,,,,,,
way,978624821,"[9055170663, 9055170664, 9055170665, 9055170666, 9055170663]",yes,,,,,"POLYGON ((116.3585596 39.9896612, 116.3585472 39.9901119, 116.3588069 39.9901161, 116.3588194 39.9896654, 116.3585596 39.9896612))",,,,,,,,,,,,,,,,
way,978624822,"[9055170667, 9055170668, 9055170669, 9055170670, 9055170667]",yes,,,,,"POLYGON ((116.3576551 39.98964, 116.3576538 39.9897443, 116.3583218 39.9897493, 116.3583231 39.9896448, 116.3576551 39.98964))",,,,,,,,,,,,,,,,
way,978624823,"[9055170671, 9055170672, 9055170673, 9055170674, 9055170671]",yes,,,,,"POLYGON ((116.3576809 39.9892849, 116.3576779 39.9894015, 116.358303 39.9894111, 116.3583061 39.9892945, 116.3576809 39.9892849))",,,,,,,,,,,,,,,,
way,978624824,"[9055170675, 9055170676, 9055170677, 9055170678, 9055170675]",yes,,,,,"POLYGON ((116.3576855 39.9889061, 116.3576866 39.9890278, 116.3583239 39.9890327, 116.3583314 39.9889061, 116.3576855 39.9889061))",,,,,,,,,,,,,,,,
way,978624825,"[9055170679, 9055170680, 9055170681, 9055170682, 9055170683, 9055170684, 9055170685, 9055170686, 9055170687, 9055170689, 9055170690, 9055170691, 9055170692, 9055170693, 9055170694, 9055170695, 9055170696, 9055170697, 9055170679]",yes,,,,,"POLYGON ((116.3586211 39.9890864, 116.3585115 39.9891743, 116.358573 39.9892193, 116.3584918 39.9892843, 116.3585455 39.9893236, 116.3584736 39.9893812, 116.3585438 39.9894326, 116.3584951 39.9894717, 116.3585589 39.9895183, 116.3587068 39.9895276, 116.3587868 39.989474, 116.3587308 39.9894249, 116.3588253 39.9893617, 116.3587626 39.9893067, 116.3588367 39.9892571, 116.3587694 39.9891982, 116.3588289 39.9891583, 116.3587615 39.9890992, 116.3586211 39.9890864))",,,,,,,,,,,,,,,,
way,978624826,"[9055170699, 9055170700, 9055170701, 9055170702, 9055170699]",yes,,,,,"POLYGON ((116.3585095 39.9886982, 116.3585029 39.9889999, 116.3587179 39.9890027, 116.3587246 39.988701, 116.3585095 39.9886982))",,,,,,,,,,,,,,,,
way,978624827,"[9055170703, 9055170704, 9055170705, 9055170706, 9055170703]",yes,北京科技大学43栋,北京科技大学43栋,北京科技大学43栋,北京科技大學43棟,"POLYGON ((116.3577523 39.9880663, 116.3577471 39.9881967, 116.3583605 39.988211, 116.3583657 39.9880806, 116.3577523 39.9880663))",,,,,,,,,,,,,,,,
way,978624828,"[9055170707, 9055170708, 9055170709, 9055170710, 9055170707]",yes,,,,,"POLYGON ((116.3577866 39.9886806, 116.3577834 39.9887686, 116.3582925 39.9887686, 116.3582956 39.9886816, 116.3577866 39.9886806))",,,,,,,,,,,,,,,,
way,978624829,"[9055170711, 9055170712, 9055170713, 9055170714, 9055170715, 9055170716, 9055170717, 9055170718, 9055170719, 9055170720, 9055170721, 9055170722, 9055170723, 9055170724, 9055170725, 9055170726, 9055170727, 9055170728, 9055170729, 9055170730, 9055170732, 9055170731, 9055170711]",yes,北京科技大学49栋,北京科技大学49栋,北京科技大学49栋,北京科技大學49棟,"POLYGON ((116.3585484 39.9882175, 116.3586137 39.98826, 116.3585352 39.9883309, 116.3585767 39.9883579, 116.358509 39.9884191, 116.3585843 39.9884681, 116.3585276 39.9885193, 116.3586114 39.9885738, 116.3587199 39.988568, 116.3587396 39.9885542, 116.3587598 39.9885711, 116.3588469 39.98851, 116.3587746 39.9884495, 116.3588477 39.9883982, 116.3588252 39.9883793, 116.3588901 39.9883337, 116.3587813 39.9882428, 116.3588315 39.9882075, 116.3587754 39.9881607, 116.3587351 39.988189, 116.3586536 39.9881912, 116.3586094 39.9881625, 116.3585484 39.9882175))",,,,,,,,,,,,,,,,
way,978624830,"[9055170733, 9055170734, 9055170735, 9055170736, 9055170733]",yes,,,,,"POLYGON ((116.3567318 39.9890284, 116.3567228 39.9891549, 116.3575014 39.9891666, 116.3575086 39.9890415, 116.3567318 39.9890284))",,,,,,,,,,,,,,,,
way,978624831,"[9055170737, 9055170738, 9055170739, 9055170740, 9055170737]",yes,,,,,"POLYGON ((116.3567147 39.9894155, 116.3567048 39.989533, 116.3574825 39.9895461, 116.3574897 39.9894272, 116.3567147 39.9894155))",,,,,,,,,,,,,,,,
way,978624832,"[9055170741, 9055170742, 9055170743, 9055170744, 9055170741]",yes,,,,,"POLYGON ((116.3567479 39.9886667, 116.3567406 39.9887621, 116.3575355 39.9887787, 116.3575418 39.9886833, 116.3567479 39.9886667))",,,,,,,,,,,,,,,,
way,978624833,"[9055170745, 9055170746, 9055170747, 9055170748, 9055170745]",yes,,,,,"POLYGON ((116.3567154 39.9883515, 116.3567118 39.98844, 116.3574498 39.9884531, 116.3574543 39.988364, 116.3567154 39.9883515))",,,,,,,,,,,,,,,,
way,978624834,"[9055170749, 9055170750, 9055170751, 9055170752, 9055170749]",yes,,,,,"POLYGON ((116.3569935 39.9880773, 116.3569935 39.9881775, 116.35745 39.9881893, 116.3574617 39.9880842, 116.3569935 39.9880773))",,,,,,,,,,,,,,,,
way,978624835,"[9055170753, 9055170754, 9055170755, 9055170756, 9055170757, 9055170758, 9055170753]",yes,,,,,"POLYGON ((116.3539943 39.9905927, 116.3539932 39.9908878, 116.3545393 39.9908977, 116.3545404 39.9907793, 116.354152 39.9907703, 116.3541531 39.9905903, 116.3539943 39.9905927))",,,,,,,,,,,,,,,,
way,978624836,"[9055170759, 9055170760, 9055170761, 9055170762, 9055170759]",yes,,,,,"POLYGON ((116.3548676 39.9906445, 116.3548376 39.9910465, 116.3549931 39.9910531, 116.3550264 39.9906511, 116.3548676 39.9906445))",,,,,,,,,,,,,,,,
way,978624837,"[9055170763, 9055170764, 9055170765, 9055170766, 9055170767, 9055170768, 9055170763]",yes,,,,,"POLYGON ((116.3545079 39.9903125, 116.3548832 39.9903194, 116.3548778 39.9904998, 116.3550149 39.990504, 116.3550357 39.9902199, 116.3545133 39.990204, 116.3545079 39.9903125))",,,,,,,,,,,,,,,,
way,978624838,"[9055170769, 9055170770, 9055170771, 9055170772, 9055170773, 9055170774, 9055170769]",yes,,,,,"POLYGON ((116.3541497 39.9902994, 116.3543536 39.9903042, 116.3543617 39.9901978, 116.354027 39.9901888, 116.3540108 39.990468, 116.3541425 39.9904687, 116.3541497 39.9902994))",,,,,,,,,,,,,,,,
way,978624839,"[9055170775, 9055170776, 9055170777, 9055170778, 9055170775]",yes,,,,,"POLYGON ((116.3531042 39.9905441, 116.3537923 39.9905598, 116.3537991 39.9904459, 116.3531103 39.9904261, 116.3531042 39.9905441))",,,,,,,,,,,,,,,,
way,978624840,"[9055170779, 9055170780, 9055170781, 9055170782, 9055170779]",yes,,,,,"POLYGON ((116.3531126 39.9907423, 116.3531133 39.9908498, 116.353806 39.9908597, 116.3538158 39.9907481, 116.3531126 39.9907423))",,,,,,,,,,,,,,,,
way,978624841,"[9055170783, 9055170784, 9055170785, 9055170786, 9055170787, 9055170788, 9055170783]",yes,,,,,"POLYGON ((116.3527184 39.9905759, 116.3527103 39.9907377, 116.3523332 39.9907308, 116.3523224 39.9908448, 116.3528916 39.9908517, 116.3528989 39.9905766, 116.3527184 39.9905759))",,,,,,,,,,,,,,,,
way,978624842,"[9055170789, 9055170790, 9055170791, 9055170792, 9055170793, 9055170794, 9055170789]",yes,,,,,"POLYGON ((116.3525022 39.9902516, 116.3527305 39.9902599, 116.3527296 39.9904237, 116.3528848 39.9904272, 116.3529055 39.9901396, 116.3525104 39.9901258, 116.3525022 39.9902516))",,,,,,,,,,,,,,,,
way,978624843,"[9055170795, 9055170796, 9055170797, 9055170798, 9055170799, 9055170800, 9055170795]",yes,,,,,"POLYGON ((116.3523969 39.990247, 116.3520314 39.9902373, 116.3520282 39.9904054, 116.3518949 39.9904083, 116.3519012 39.9901053, 116.3524058 39.99012, 116.3523969 39.990247))",,,,,,,,,,,,,,,,
way,978624844,"[9055170801, 9055170802, 9055170803, 9055170804, 9055170801]",yes,,,,,"POLYGON ((116.3518738 39.9905285, 116.351847 39.9909305, 116.351994 39.9909362, 116.3520186 39.9905277, 116.3518738 39.9905285))",,,,,,,,,,,,,,,,
way,978624845,"[9055170805, 9055170806, 9055170807, 9055170808, 9055170805]",yes,,,,,"POLYGON ((116.3519034 39.9910244, 116.3519052 39.991135, 116.3522471 39.9911419, 116.3522553 39.991032, 116.3519034 39.9910244))",,,,,,,,,,,,,,,,
way,978624846,"[9055170809, 9055170810, 9055170811, 9055170812, 9055170813, 9055170814, 9055170809]",yes,,,,,"POLYGON ((116.3497766 39.99099, 116.3497651 39.9913214, 116.3506505 39.9913371, 116.3506697 39.9911504, 116.3500139 39.9911367, 116.350019 39.990992, 116.3497766 39.99099))",,,,,,,,,,,,,,,,
way,978624847,"[9055170815, 9055170816, 9055170817, 9055170818, 9055170815]",warehouse,北京科技大学实习车间,北京科技大学实习车间,北京科技大学实习车间,北京科技大學實習車間,"POLYGON ((116.3509577 39.9907948, 116.3509342 39.9913754, 116.3512969 39.991374, 116.3513239 39.9908045, 116.3509577 39.9907948))",,,,,,,,,,,,,,,,
way,978624849,"[9055170823, 9055170824, 9055170825, 9055170826, 9055170823]",yes,,,,,"POLYGON ((116.3571757 39.9907352, 116.3571617 39.9908823, 116.358108 39.9909135, 116.358122 39.9907549, 116.3571757 39.9907352))",,,,,,,,,,,,,,,,
way,978624850,"[9055170827, 9055170828, 9055170829, 9055170830, 9055170831, 9055170832, 9055170833, 9055170834, 9055170827]",yes,,,,,"POLYGON ((116.3571747 39.9904158, 116.3571656 39.9906524, 116.3573143 39.9906536, 116.357315 39.9905966, 116.3576329 39.9905995, 116.3576359 39.9906431, 116.3577831 39.990646, 116.3577975 39.9904228, 116.3571747 39.9904158))",,,,,,,,,,,,,,,,
way,978624851,"[9055170835, 9055170836, 9055170837, 9055170839, 9055170838, 9055170835]",yes,,,,,"POLYGON ((116.3581718 39.9908069, 116.3581702 39.9908743, 116.3585071 39.99088, 116.3585087 39.9908557, 116.3585114 39.9908122, 116.3581718 39.9908069))",,,,,,,,,,,,,,,,
way,978624852,"[9055170839, 9055170840, 9055170841, 9055170842, 9055170839]",yes,,,,,"POLYGON ((116.3585087 39.9908557, 116.3585103 39.9909187, 116.3587807 39.9909174, 116.3587845 39.9908537, 116.3585087 39.9908557))",,,,,,,,,,,,,,,,
way,978624853,"[9055170843, 9055170844, 9055170845, 9055170846, 9055170847, 9055170848, 9055170849, 9055170850, 9055170851, 9055170852, 9055170853, 9055170854, 9055170843]",yes,科技楼,科技楼,科技楼,科技樓,"POLYGON ((116.3509632 39.9903801, 116.3511058 39.9903882, 116.3511096 39.9904871, 116.3512879 39.9904876, 116.3512962 39.9903946, 116.351454 39.9903888, 116.3514639 39.9902563, 116.3513167 39.9902447, 116.3513121 39.9901435, 116.3511172 39.9901366, 116.3511096 39.9902493, 116.350967 39.9902551, 116.3509632 39.9903801))",,,,,,,,,,,,,,,,
way,978624854,"[9055170855, 9055170856, 9055170857, 9055170858, 9055170855]",yes,,,,,"POLYGON ((116.3505497 39.990665, 116.3510904 39.9906732, 116.3510979 39.9904102, 116.3505539 39.9903954, 116.3505497 39.990665))",,,,,,,,,,,,,,,,
way,1086001484,"[9950902574, 9950902575, 9950902576, 9950902577, 9950902574]",roof,,,,,"POLYGON ((116.3529979 39.98916, 116.3530137 39.9888381, 116.352821 39.9888235, 116.3528084 39.9891575, 116.3529979 39.98916))",,,,,,,,,,,,,,,,1
way,1086001485,"[9950902578, 9950902579, 9950902580, 9950902581, 9950902578]",grandstand,,,,,"POLYGON ((116.3527325 39.9896029, 116.3528936 39.9896101, 116.3529379 39.9883443, 116.3527862 39.9883395, 116.3527325 39.9896029))",,,,,,,,,,,,,,,,
way,1094542789,"[10024800171, 10024800172, 10024800173, 10024800174, 10024800171]",apartments,北京科技大学国际处,北京科技大学国际处,北京科技大学国际处,北京科技大學國際處,"POLYGON ((116.3566326 39.9872742, 116.3566433 39.987123, 116.3573493 39.9871526, 116.3573514 39.9873038, 116.3566326 39.9872742))",,,,,,,,,,,,,,,,
way,1094542799,"[10024800195, 10024800196, 10024800197, 10024800198, 10024800195]",school,锅炉房,锅炉房,锅炉房,鍋爐房,"POLYGON ((116.3505195 39.9867428, 116.350522 39.9865375, 116.3513514 39.9865317, 116.3513463 39.9867545, 116.3505195 39.9867428))",,,,,,,,,,,,,,,,
way,1094546403,"[10024829190, 10024829191, 10024829192, 10024829193, 10024829190]",apartments,北京科技大学博士后公寓,北京科技大学博士后公寓,北京科技大学博士后公寓,北京科技大學博士後公寓,"POLYGON ((116.3553797 39.9872113, 116.3553827 39.9870858, 116.3559563 39.9870951, 116.3559684 39.9872206, 116.3553797 39.9872113))",,,,,,,,,,,,,,,,
way,1094546404,"[10024829194, 10024829195, 10024829196, 10024829197, 10024829194]",school,北京科技大学研究生院,北京科技大学研究生院,北京科技大学研究生院,北京科技大學研究生院,"POLYGON ((116.3556377 39.9870462, 116.3556528 39.9867742, 116.3559108 39.9867812, 116.3558956 39.9870462, 116.3556377 39.9870462))",,,,,,,,,,,,,,,,
way,1094546405,"[10024829198, 10024829199, 10024829200, 10024829201, 10024829198]",apartments,北京科技大学博士后公寓,北京科技大学博士后公寓,北京科技大学博士后公寓,北京科技大學博士後公寓,"POLYGON ((116.355401 39.9867114, 116.355404 39.9865673, 116.3559199 39.9865789, 116.3559168 39.986723, 116.355401 39.9867114))",,,,,,,,,,,,,,,,
way,1094546406,"[10024829202, 10024829203, 10024829204, 10024829205, 10024829206, 10024829207, 10024829208, 10024829209, 10024829210, 10024829211, 10024829212, 10024829213, 10024829202]",school,北京科技大学培训楼,北京科技大学培训楼,北京科技大学培训楼,北京科技大學培訓樓,"POLYGON ((116.3559957 39.9872462, 116.3559957 39.9871346, 116.3561626 39.9871462, 116.3561596 39.9870369, 116.3559532 39.98703, 116.3559532 39.9869137, 116.3561657 39.9869184, 116.3561626 39.9868416, 116.3559623 39.9868346, 116.3559745 39.986723, 116.3562446 39.986723, 116.3562294 39.9872485, 116.3559957 39.9872462))",,,,,,,,,,,,,,,,
way,1094546407,"[10024829214, 10024829215, 10024829216, 10024838517, 10024829214]",apartments,北京科技大学21栋,北京科技大学21栋,北京科技大学21栋,北京科技大學21棟,"POLYGON ((116.3561657 39.9875298, 116.3561748 39.9873531, 116.3568515 39.9873741, 116.3568424 39.9875601, 116.3561657 39.9875298))",,,,,,,,,,,,,,,,
way,1094546408,"[10024838518, 10024838519, 10024838520, 10024838521, 10024838518]",apartments,北京科技大学22栋,北京科技大学22栋,北京科技大学22栋,北京科技大學22棟,"POLYGON ((116.3569105 39.9875543, 116.3569258 39.9873783, 116.3575459 39.9873998, 116.357528 39.9875875, 116.3569105 39.9875543))",,,,,,,,,,,,,,,,
way,1094546409,"[10024838522, 10024838523, 10024838524, 10024838525, 10024838522]",apartments,北京科技大学50栋,北京科技大学50栋,北京科技大学50栋,北京科技大學50棟,"POLYGON ((116.3585641 39.9879335, 116.358587 39.9871417, 116.3589315 39.9871437, 116.358906 39.9879472, 116.3585641 39.9879335))",,,,,,,,,,,,,,,,
way,1094546410,"[10024838526, 10024838527, 10024838528, 10024838529, 10024838526]",school,会议楼,会议楼,会议楼,會議樓,"POLYGON ((116.3564781 39.9864404, 116.3564832 39.9862625, 116.3573099 39.9862723, 116.3573125 39.9864678, 116.3564781 39.9864404))",,,,,,,,,,,,,,,,
way,1094546411,"[10024838530, 10024838531, 10024838532, 10024838533, 10024838534, 10024838535, 10024838530]",apartments,北京科技大学10栋,北京科技大学10栋,北京科技大学10栋,北京科技大學10棟,"POLYGON ((116.3550618 39.9864737, 116.3552583 39.9864854, 116.3552711 39.9861296, 116.354651 39.986112, 116.3546382 39.9862293, 116.3550695 39.9862547, 116.3550618 39.9864737))",,,,,,,,,,,,,,,,
way,1094546412,"[10024838536, 10024838537, 10024838538, 10024838539, 10024838536]",apartments,北京科技大学11栋,北京科技大学11栋,北京科技大学11栋,北京科技大學11棟,"POLYGON ((116.3537018 39.9861941, 116.353712 39.9860611, 116.3546102 39.9860944, 116.3545974 39.9862273, 116.3537018 39.9861941))",,,,,,,,,,,,,,,,
way,1094546413,"[10024838540, 10024838541, 10024838542, 10024838543, 10024838544, 10024838545, 10024838546, 10024838547, 10024838540]",apartments,北京科技大学12栋,北京科技大学12栋,北京科技大学12栋,北京科技大學12棟,"POLYGON ((116.3527015 39.9862723, 116.3527168 39.9861335, 116.353638 39.986155, 116.3536354 39.9863055, 116.353416 39.9862919, 116.3534185 39.9863114, 116.3531991 39.9863134, 116.353194 39.986284, 116.3527015 39.9862723))",,,,,,,,,,,,,,,,
way,1094546414,"[10024838548, 10024838549, 10024838550, 10024838551, 10024838552, 10024838553, 10024838548]",school,北京科技大学化生楼,北京科技大学化生楼,北京科技大学化生楼,北京科技大學化生樓,"POLYGON ((116.3520023 39.9863407, 116.3520252 39.986026, 116.3526632 39.9860318, 116.3526632 39.9861687, 116.3522141 39.9861687, 116.352209 39.9863525, 116.3520023 39.9863407))",,,,,,,,,,,,,,,,
way,1094546415,"[10024838554, 10024838555, 10024838556, 10024838557, 10024838554]",school,马院楼,马院楼,马院楼,馬院樓,"POLYGON ((116.3480868 39.9905882, 116.3480958 39.9902882, 116.3482907 39.9902979, 116.3482709 39.9905965, 116.3480868 39.9905882))",,,,,,,,,,,,,,,,
way,1094546417,"[10024838560, 10024838561, 10024838562, 10024838563, 10024838560]",school,网络楼,网络楼,网络楼,網絡樓,"POLYGON ((116.3474968 39.9904057, 116.3475022 39.9900877, 116.3476862 39.9900891, 116.3476718 39.9904126, 116.3474968 39.9904057))",,,,,,,,,,,,,,,,
