u,v,key,osmid,highway,oneway,reversed,length,geometry
1343383491,5277671497,0,119617629,residential,False,False,299.689,"LINESTRING (116.3516449 39.9900516, 116.3551592 39.9901714)"
1343383491,10024838569,0,119617629,residential,False,True,100.079,"LINESTRING (116.3516449 39.9900516, 116.3504704 39.9900337)"
1343383491,2962668323,0,119617637,residential,False,False,77.896,"LINESTRING (116.3516449 39.9900516, 116.351603 39.9907514)"
1343383491,5277662734,0,119617637,residential,False,True,72.358,"LINESTRING (116.3516449 39.9900516, 116.3516793 39.9894014)"
2962668323,1343383491,0,119617637,residential,False,True,77.896,"LINESTRING (116.351603 39.9907514, 116.3516449 39.9900516)"
2962668323,5277671496,0,292736300,service,False,False,170.015,"LINESTRING (116.351603 39.9907514, 116.3496079 39.990715)"
2962668325,5277671494,0,119617629,residential,False,False,53.207,"LINESTRING (116.348068 39.9899851, 116.3486923 39.9899985)"
2962668325,10024838564,0,292736300,service,False,True,31.619,"LINESTRING (116.348068 39.9899851, 116.3480606 39.9902694)"
2962668325,3204185600,0,314369063,residential,False,False,17.823,"LINESTRING (116.348068 39.9899851, 116.3478589 39.9899902)"
3204185595,5277662739,0,119617637,residential,False,False,68.263,"LINESTRING (116.3517672 39.9877423, 116.3517347 39.9883557)"
3204185595,5257128126,0,119617637,residential,False,True,66.606,"LINESTRING (116.3517672 39.9877423, 116.351805 39.987144)"
3204185595,10024829183,0,314369063,residential,False,False,92.497,"LINESTRING (116.3517672 39.9877423, 116.3528521 39.9877743)"
3204185595,10024800194,0,314369063,residential,False,True,41.113,"LINESTRING (116.3517672 39.9877423, 116.3512847 39.9877362)"
3204185599,5277649451,0,314369063,residential,False,False,11.877,"LINESTRING (116.3479081 39.9888222, 116.3479178 39.9887468, 116.34792 39.9887158)"
3204185599,5277649446,0,314369063,residential,False,True,14.472000000000001,"LINESTRING (116.3479081 39.9888222, 116.3479096 39.9888867, 116.3479066 39.9889523)"
3204185600,5277649446,0,314369063,residential,False,False,115.481,"LINESTRING (116.3478589 39.9899902, 116.3479066 39.9889523)"
3204185600,2962668325,0,314369063,residential,False,True,17.823,"LINESTRING (116.3478589 39.9899902, 116.348068 39.9899851)"
3204185600,10024838559,0,1094546416,footway,False,False,68.381,"LINESTRING (116.3478589 39.9899902, 116.3477187 39.9899868, 116.3477061 39.9904942)"
3204190455,10024800185,0,314369063,residential,False,False,68.907,"LINESTRING (116.3552914 39.9878463, 116.3560987 39.9878842)"
3204190455,10024829184,0,314369063,residential,False,True,93.895,"LINESTRING (116.3552914 39.9878463, 116.3541901 39.9878138)"
3204190455,10024800175,0,314369301,residential,False,False,65.516,"LINESTRING (116.3552914 39.9878463, 116.3553055 39.9872572)"
3204190455,5277671497,0,546117822,pedestrian,False,True,258.785,"LINESTRING (116.3552914 39.9878463, 116.3551592 39.9901714)"
5257128126,3204185595,0,119617637,residential,False,False,66.606,"LINESTRING (116.351805 39.987144, 116.3517672 39.9877423)"
5257128126,10024829178,0,119617637,residential,False,True,4.397,"LINESTRING (116.351805 39.987144, 116.3518073 39.9871045)"
5257128126,10024800200,0,543830452,path,False,False,85.622,"LINESTRING (116.351805 39.987144, 116.3508004 39.9871223)"
5257128133,5257128134,0,543830453,residential,False,False,26.882,"LINESTRING (116.3497984 39.987476, 116.3497791 39.9877173)"
5257128133,10024800201,0,543830452,path,False,True,63.492,"LINESTRING (116.3497984 39.987476, 116.349953 39.9874827, 116.3501639 39.9873763, 116.3502957 39.9872427, 116.350391 39.9871877)"
5257128133,10024800202,0,543830453,residential,False,True,166.54,"LINESTRING (116.3497984 39.987476, 116.3498587 39.9864114, 116.3504226 39.9864191)"
5257128134,10024800192,0,314369063,residential,False,False,50.971,"LINESTRING (116.3497791 39.9877173, 116.3503773 39.9877248)"
5257128134,5257128133,0,543830453,residential,False,True,26.882,"LINESTRING (116.3497791 39.9877173, 116.3497984 39.987476)"
5257128134,5277649454,0,546114638,footway,False,True,50.755,"LINESTRING (116.3497791 39.9877173, 116.3497474 39.9881731)"
5257128134,5277649451,0,314369063,residential,False,True,266.954,"LINESTRING (116.3497791 39.9877173, 116.3479927 39.9876856, 116.34792 39.9887158)"
5257128136,10024829178,0,119617637,residential,False,False,74.139,"LINESTRING (116.3518455 39.9864384, 116.3518073 39.9871045)"
5257128136,10024800202,0,543830453,residential,False,False,121.246,"LINESTRING (116.3518455 39.9864384, 116.3504226 39.9864191)"
5257128136,10024829187,0,543830453,residential,False,True,86.821,"LINESTRING (116.3518455 39.9864384, 116.3528641 39.9864618)"
5257128137,10024829169,0,314369301,residential,False,True,72.167,"LINESTRING (116.3553231 39.9865182, 116.3553076 39.9871671)"
5257128137,10024829189,0,543830453,residential,False,False,90.349,"LINESTRING (116.3553231 39.9865182, 116.3542631 39.9864939)"
5257128137,10024800190,0,1094542795,residential,False,True,91.733,"LINESTRING (116.3553231 39.9865182, 116.3563998 39.9865134)"
5257128352,10024800179,0,314369063,residential,False,False,77.758,"LINESTRING (116.3566451 39.9878972, 116.3575567 39.9879315)"
5257128352,10024800185,0,314369063,residential,False,True,46.573,"LINESTRING (116.3566451 39.9878972, 116.3560987 39.9878842)"
5257128352,5257128353,0,543830600,residential,False,False,259.061,"LINESTRING (116.3566451 39.9878972, 116.3565894 39.9902266)"
5257128353,5257128354,0,119617629,residential,False,False,79.665,"LINESTRING (116.3565894 39.9902266, 116.3575233 39.9902632)"
5257128353,5257128352,0,543830600,residential,False,True,259.061,"LINESTRING (116.3565894 39.9902266, 116.3566451 39.9878972)"
5257128353,5277671497,0,119617629,residential,False,True,121.998,"LINESTRING (116.3565894 39.9902266, 116.3552674 39.9901748, 116.3551592 39.9901714)"
5257128354,5257128353,0,119617629,residential,False,True,79.665,"LINESTRING (116.3575233 39.9902632, 116.3565894 39.9902266)"
5257128354,5257128355,0,543830601,residential,False,False,259.122,"LINESTRING (116.3575233 39.9902632, 116.35763 39.9879343)"
5257128355,10024829166,0,314369063,residential,False,False,76.427,"LINESTRING (116.35763 39.9879343, 116.358526 39.987968)"
5257128355,10024800179,0,314369063,residential,False,True,6.253,"LINESTRING (116.35763 39.9879343, 116.3575567 39.9879315)"
5257128355,5257128354,0,543830601,residential,False,True,259.122,"LINESTRING (116.35763 39.9879343, 116.3575233 39.9902632)"
5257181232,5277649462,0,"[543837053, 546114639]",footway,False,"[False, True]",28.251,"LINESTRING (116.3493436 39.9892575, 116.3493583 39.9890448, 116.3493632 39.9890039)"
5277649446,3204185600,0,314369063,residential,False,True,115.481,"LINESTRING (116.3479066 39.9889523, 116.3478589 39.9899902)"
5277649446,5277649447,0,546114636,footway,False,False,72.093,"LINESTRING (116.3479066 39.9889523, 116.3487522 39.9889772)"
5277649446,3204185599,0,314369063,residential,False,False,14.472000000000001,"LINESTRING (116.3479066 39.9889523, 116.3479096 39.9888867, 116.3479081 39.9888222)"
5277649447,5277649446,0,546114636,footway,False,True,72.093,"LINESTRING (116.3487522 39.9889772, 116.3479066 39.9889523)"
5277649447,5277649452,0,546114637,footway,False,True,26.915,"LINESTRING (116.3487522 39.9889772, 116.3487586 39.9887352)"
